[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[NO] 1175/1822 | A Comparative Study of Traditional and Technology-Mediated Classrooms: Impacts on Student Motivation and Engagement
[NO] 1176/1822 | Novel Applications of Blockchain-based Timed Data Release
[NO] 1177/1822 | Design and Implementation of AIS Demodulation Algorithm Based on Digital IF Quadrature Sampling
[NO] 1178/1822 | ICHBC 2025 Copyright Page
[NO] 1179/1822 | Automation of cooling of power transformers at industrial enterprises
[NO] 1180/1822 | A Deep Knowledge Tracing Model Integrating Multiknowledge Point Forgetting Characteristics and Item Response Theory
[NO] 1181/1822 | Design of a Cross-Device Digital Furniture Exhibition System Integrating Lightweight WebGL with Multimodal Interaction
[NO] 1182/1822 | Density-Propagation Clustering and MLS Surface Reconstruction for 3D mmWave Radar Point Clouds
[YES] 1183/1822 | Multi-Channel Spatial Representation Learning for FPGA Routability Prediction
[NO] 1184/1822 | Digital Technology and Sustainable Development of Agricultural Product Supply Chains
[NO] 1185/1822 | A Survey on Music Generation from Single-Modal, Cross-Modal, and Multi-Modal Perspectives
[NO] 1186/1822 | Technical Program Committee
[NO] 1187/1822 | Efficient Byzantine-Robust Privacy-Preserving Federated Learning via Dimension Compression
[NO] 1188/1822 | SG2D-AFnet: Structure-Guided Two-Dimensional Autofocus Network for Microwave Photon SAR
[NO] 1189/1822 | Three-Level Pressure-Based Authentication on Touch Screens_supp1-3663983.docx
[NO] 1190/1822 | Technological Development and Application of Meteorological Unmanned Aerial Vehicles: A review
[NO] 1191/1822 | A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG_supp2-3670500.mp4
[NO] 1192/1822 | A Distributed Two-Stage Framework for the Co-Scheduling of Power, Heat and Hydrogen Networks with Heterogeneous Frequency Supports
[NO] 1193/1822 | Characterization and Modeling of Multilevel Analog ReRAM Synapses in the Sky130 Process_supp1-3670667.pdf
[NO] 1194/1822 | RWW 2027 Call for Papers
[NO] 1195/1822 | IEEE App
[NO] 1196/1822 | Robust Driver State Assessment on an Embedded Platform Using a Fuzzy Belief Rule-Based Fusion of Eye Aspect Ratio and Voice Commands
[NO] 1197/1822 | A 1.5-2.0 TOPS/W 2T-Pixel CMOS Imager With Programmable In-Pixel Multi-Bit Feature Extraction
[NO] 1198/1822 | Amplitude-induced Phase Modulation And Its Application To High-Gain Full-Polarization-Tunable Transmitarray Antenna
[NO] 1199/1822 | Wideband High-Gain Polarimetric Metasurface-Integrated Antenna at Higher-Order Modes
[NO] 1200/1822 | A Flexible Forwarding Scheme to Improve Latency-Bound Irregular P2P Communication in MPI
[NO] 1201/1822 | Simulating Muscle-Level Energetic Cost When Humans Walk With a Passive Biarticular Thigh Exosuit_supp1-3668912.pdf
[NO] 1202/1822 | A Comparative Analysis of Deep Learning Approaches for Predicting Drug Target Interaction
[NO] 1203/1822 | Dual-Mode Brain-Inspired High-Resolution Crack Detection
[NO] 1204/1822 | Power Management Strategy for Low-Power LoRa Terminal SoC Based on Energy-Aware Dynamic Voltage Regulation
[NO] 1205/1822 | Study on Mango Disease Classification Based on YOLOv8 and Multidimensional Data Enhancement
[NO] 1206/1822 | The Design and Implementation of an Automatic Aiming System Based on K230
[NO] 1207/1822 | Adaptive Modeling and Evolutionary Simulation of Network Language Behavior Patterns
[NO] 1208/1822 | Two-Stage Feature Selection Algorithm Based on an Improved Grey Predictive Evolutionary Algorithm for Depression Detection
[NO] 1209/1822 | An xPatch Extension Model with Auxiliary Variable Modeling and Its Application in Power Load Forecasting
[NO] 1210/1822 | Laser Holographic Image Segmentation and Recombination Processing Method Integrating Artificial Intelligence Technology
[NO] 1211/1822 | Robust Chinese Remainder Theorem for Polynomials with Unbounded Residue Errors
[NO] 1212/1822 | A Resolution-Reconfigurable SAR-ADC for Computing-in-Memory to Break Power Bottleneck
[NO] 1213/1822 | DRH-PBFT: A Hierarchical PBFT Consensus Algorithm Based on Dynamic Reputation and Secure Slection
[NO] 1214/1822 | Data-Efficient Industrial Defect Segmentation with Multiscale Bidirectional Interaction Adapter
[NO] 1215/1822 | Research on High-Precision 3D Positioning and Map Construction Technology of Unmanned Aerial Vehicles in GIS Environment of Substations
[NO] 1216/1822 | Image Restoration by Reweighted ℓ
                    <sub>1</sub>
                    /ℓ
                    <sub>2</sub>
                    -Minimization Under Analysis Model
[NO] 1217/1822 | A Robust OFDM Synchronization Scheme Based on Locally Normalized CP Timing and Two-Stage Frequency-Offset Correction
[NO] 1218/1822 | Strategic Incentivization for Locally Differentially Private Federated Learning
[NO] 1219/1822 | Cerebrovascular Disease Classification with LSTM Networks: A Deep Learning Framework for Discriminating Time-Series Signals
[NO] 1220/1822 | Flexibility as an Enabler for Value Creation: A Norwegian Perspective
[NO] 1221/1822 | Design of Embedded Voice Controlled Garbage Disposal Device for Smart Environmental Sanitation
[NO] 1222/1822 | Student-to-job Ranking Framework Based on Knowledge Space Embedding
[NO] 1223/1822 | Emotional Prediction of Tourism Reviews Based on Knowledge Graph and Multimodal Feature Fusion
[NO] 1224/1822 | Deep Learning-Based Image Deblurring for Graphite Ore Images
[NO] 1225/1822 | An Interpretable Image Classification Approach Using Prototype-Based Deep Belief Rules
[NO] 1226/1822 | The Centralized Control Management Mode of Modern Substation Based on Intelligent Robot
[NO] 1227/1822 | Infrared UAV Target Tracking with Dynamic Feature Refinement and Global Contextual Attention Knowledge Distillation_supp1-3668517.pdf
[NO] 1228/1822 | Reliability Risk Assessment and Standardization Strategy for Single-phase Immersion-cooled Data center
[NO] 1229/1822 | A Dynamic Framework for Causal User Profiling and Treatment Segmentation via Uplift Modeling in Internet Lending
[NO] 1230/1822 | IEEE Connect
[NO] 1231/1822 | PES Technical Activities: Charting the Technical Course of the Future [Leader’s Corner]
[NO] 1232/1822 | IEEE Fellows: Congratulations to the 2026 IEEE PES Fellows Class! [Awards]
[NO] 1233/1822 | Improving Neural Architecture Search by Minimizing Worst-Case Validation Loss
[NO] 1234/1822 | A Differentially Private Quadrature Amplitude Modulation Mechanism for Federated Analytics
[NO] 1235/1822 | Title Page III
[NO] 1236/1822 | Enveloped Generalized Voronoi Graph and Multihomotopy Path Planning for Navigation in Unknown Environments
[NO] 1237/1822 | Dual Imbalance Suppression for Source-free Object Detection in Aerial Images
[NO] 1238/1822 | A 5–230-GHz 20-dB-Gain InP Matrix Amplifier Using Wideband Tapered Capacitors
[NO] 1239/1822 | A Low-Loss Silicon-Micromachined Waveguide Crossover Switch for Spaceborne Radiometer Calibration Circuits at 163.6–182.55GHz
[NO] 1240/1822 | Flexible Superpixel-Based Graph Neural Network for Hyperspectral Image Classification
[NO] 1241/1822 | Demand response potential of green hydrogen production in the green energy transition in Finland
[NO] 1242/1822 | Design of Debris Sorting Robot System on Coal Mine Belt Conveyor
[NO] 1243/1822 | Multi-Broker Workflow Simulation for Simulating Task Load Changes in Cloud Computing
[NO] 1244/1822 | Diplomatic Discourse and National Image Construction Based on Proximization Theory: A Corpus-Assisted Study of China's Ministry of Foreign Affairs Regular Press Conference Speeches
[YES] 1245/1822 | Research on Compiler Fuzzing Based on Syntax-semantics Dual-Dimensional Classification
[NO] 1246/1822 | Multidimensional Sampling for Land Use and Land Cover Classification
[NO] 1247/1822 | Identification of Factors behind High-Risk Pregnancies in Rural Punjab, India using Machine Learning
[NO] 1248/1822 | Automated VTE Risk Stratification System Incorporating KNN Imputation and Cluster Stratified Sampling
[NO] 1249/1822 | UAV-RIS-Aided Intelligent Physical-Layer Secure Communications in Urban Networks
[NO] 1250/1822 | An Integrated Approach for Pulse Detection and Classification of Partial Discharge (PD) Signals
[NO] 1251/1822 | The Impact of AI Tools on Cross-Border E-Commerce English Learning Effectiveness
[NO] 1252/1822 | Analysis of Learning Conditions and Teaching Strategies in College English at Open Universities Under Big Data
[NO] 1253/1822 | A Reusable Software Framework for Satellite Attitude and Orbit Control System
[NO] 1254/1822 | Research on Online Learning Achievement Prediction Algorithm Based on Student Behavior Profile
[NO] 1255/1822 | Wide-Field Effect Correction for Low-Frequency SKA Imaging Using a Multi-Stage Network
[NO] 1256/1822 | Hierarchical Task Decomposition for Long-Horizon Robotic Autonomy via Multimodal Language Model Synergy
[NO] 1257/1822 | Optimization of Control Strategy and Over-Temperature Protection of a Turbocharger Wastegate Valve Based on Thermal Management Model Predictive Control (MPC)
[NO] 1258/1822 | Some Features of Using the RES
[NO] 1259/1822 | Optimized QCA Implementation of Reversible Feynman, Toffoli, Peres, and Double Feynman Gates
[NO] 1260/1822 | A Study on LLM-Agent-Driven Methods for Generating Short English Speaking Scenarios
[NO] 1261/1822 | Construction and Application of Knowledge Systems for University Practical Courses
[NO] 1262/1822 | Predicting Influenza Trends in Urban Communities Using Heterogeneous Spatio-Temporal Graph Models
[NO] 1263/1822 | RFAN: Region-aware Facial Attention Network
[NO] 1264/1822 | mmHands: Gesture Classification Based on Millimeter-Wave Radar
[NO] 1265/1822 | Hardware-Aware Offline Training of CTT-Based Neuromorphic Hardware
[NO] 1266/1822 | Performance Improvement of an HF Matching and Decoupling Network Using Physics Informed Neural Networks
[NO] 1267/1822 | Enhancing Few-Shot Medical Image Segmentation with Med-CAP: A Step Towards Personalized Healthcare in the Digital Twin Era
[YES] 1268/1822 | RustSFQ: A Rust-based Domain-Specific Language for Efficient SFQ Circuit Design
[NO] 1269/1822 | 2025 5th International Conference on Electronic Information Engineering and Computer Communication (EIECC)
[NO] 1270/1822 | Laser Direct Writing Assisted Fabrication and Characterization of High-
                    <i>
                      T
                      <sub>c</sub>
                    </i>
                    Superconducting Quantum Magnetometers
[NO] 1271/1822 | AlScN-based Ferroelectric Memcapacitor on Silicon Platform
[NO] 1272/1822 | Fractional-Order Dynamics Learning and Control via Data-Driven Approaches: Taking Soft Manipulator as an Example_supp1-3665811.pdf
[NO] 1273/1822 | Spatiotemporal Monitoring of Land Cover Using Machine Learning and GIS
[NO] 1274/1822 | Energy Management System for Islanded Microgrids Considering Droop Control Settings and Uncertainty in Renewable Energy and Load
[NO] 1275/1822 | Collaborative Anomaly Detection Using Agent-Based Modeling in Smart Manufacturing
[NO] 1276/1822 | How Digital Competence Facilitates Critical Thinking Skills in Project-Based Learning: Mechanisms and Pathways
[NO] 1277/1822 | A LiDAR-Based Kolmogorov-Arnold Point Transformer Algorithm for Semantic Segmentation of Urban 3D Point Clouds
[NO] 1278/1822 | Exploring Gender and Education Level as Moderators of Students' Intentions to Continue Learning in Blended Environment
[NO] 1279/1822 | Study on the Influence of Search Types and Metacognitive Prompts on Learning Performance in Virtual Science Inquiry
[NO] 1280/1822 | An Empirical Study on how Blended Learning Promotes the Enhancement of Digital Application Competence Among Pre-Service Teachers
[NO] 1281/1822 | Performance Analysis of Voltage-Controlled Ring, Current-Starved, and LC-Tank Oscillators in CMOS Phase-Locked Loop Design
[NO] 1282/1822 | Determining the Parameters of AC Transmission Line According to Its Losses
[NO] 1283/1822 | DFECformer: An iTransformer-Based Model with Variable Differential and Frequency Enhanced Channel Attention for Multivariate Time Series Prediction
[NO] 1284/1822 | Research on Material Life Cycle Management Method Based on Big Data Technology
[NO] 1285/1822 | Research on Short-Term Photovoltaic Power Generation Forecasting Based on TCN-Transformer Model Fused with Cross-Attention Mechanism
[YES] 1286/1822 | An Automated Soft Error Evaluation Method for Single Event Effects
[NO] 1287/1822 | Design of a V-Band Downconverter Module
[NO] 1288/1822 | Controlled Electric Vehicle Charging for Optimized Operation of Power Distribution Systems
[NO] 1289/1822 | E- NEXT-TDNN: An Enhanced NEXT-TDNN with Dynamic Weighted Aggregation and Attentive Feature Fusion for Speaker Verification
[NO] 1290/1822 | Algorithmic Optimization and Intelligent Collaboration for End-to-End Warehousing Under Digital-Intelligence Integration
[NO] 1291/1822 | Finite Element Analysis and Design of Battery Swapping Mechanism for Pure Electric Semi-Trailer Tractors
[NO] 1292/1822 | Research on the Impact of Digital Game Experience on Willingness for on-Site Travel
[NO] 1293/1822 | A Conflict Detection Method for User Story Acceptance Criteria in Low-Code Development Scenarios
[NO] 1294/1822 | Nano Influencers and Their Impact on Beauty Product Purchase Intentions Among Gen-Z in Indonesia
[NO] 1295/1822 | Real-Time Responsiveness &amp; Communication Validation Platform for CubeSats
[NO] 1296/1822 | Fabrication, Characterization, and Optimization of Robust Sensing Materials for MEMS LC Resonators in Harsh Aqueous Environments
[NO] 1297/1822 | A Thin Pinhole-Based Tactile Sensor with Rotational Scanning for Field-of-View Expansion
[NO] 1298/1822 | Aspect-based Sentiment Analysis in Ho Chi Minh city Hotel Reviews using Aspect-Conditioned BiLSTM with Cross-Aspect Attention and Ordinal Regression
[NO] 1299/1822 | [News Products]
[NO] 1300/1822 | A Novel Approach for Accurate SOC Estimation of Lithium-Ion Electric Vehicle Batteries Using a (Q, S, R)-
                    <i>γ</i>
                    -Based Dissipativity Observer
[NO] 1301/1822 | Topology-Aligned Gated Interaction Network for Cross-Domain Hyperspectral Image Classification
[NO] 1302/1822 | A Skin-Integrated Force-Electrical Coupling Haptic Interface for Muscle Fatigue Reduction and Tactile Reproduction
[NO] 1303/1822 | Research on the Emission Uniformity and Lifetime of Graphite Cathode Improved by In Situ Growth of Silicon Carbide Particles
