[2025-12-12 09:14:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-11
正在获取论文...
[arXiv] 2025-12-11 | Improved Identification of Strongly Lensed Gravitational Waves with Host Galaxy Locations
[NO] 1536/1789 | Localization of Subsynchronous Oscillation Sources in Doubly-Fed Induction Generators Based on Improved Transient Energy Flow Analysis
[NO] 1537/1789 | TD-PINNs: Efficient Shared-Memory Parallelization of Physics-Informed Neural Networks for Time-Dependent PDEs
[NO] 1538/1789 | Physics-Constrained Cross-Modal Synthesis for Side-Channel EM Signal Generation
[NO] 1539/1789 | Landmark-Constrained Multi-Object Model Fitting. An Application for 3D Reconstruction of X-Ray Images of the Human Foot
[NO] 1540/1789 | Preface to the 21st Educators Symposium
[NO] 1541/1789 | Title Page i
[NO] 1542/1789 | Effect of Water-Immersion and Expansion-Wear on the Electrical Resistivity of Shielding Layer for 110 Kv Power Cable
[NO] 1543/1789 | Influence of Temperature on Nanosheet FET Performances
[NO] 1544/1789 | Research on Procurement Strategy of 500kV Transformers and Gas Insulated Switchgear Based on LCC
[NO] 1545/1789 | Modeling the Human Temporomandibular Joint: An Extensive Review of Finite Element Approaches and Biomechanical Insights
[NO] 1546/1789 | Optimal Threshold Singular Spectrum Analysis for Efficient Electrocardiogram Interference Removal
[NO] 1547/1789 | DTInsight: A Tool for Explicit, Interactive, and Continuous Digital Twin Reporting
[NO] 1548/1789 | Uncovering Molecular Insights into Blood–Brain Barrier Dysfunction in Alzheimer's Disease
[NO] 1549/1789 | LightFedSelect: A Lightweight Framework for Byzantine-Robust Federated Learning
[NO] 1550/1789 | A True Bridgeless Cuk and SEPIC-Based AC-DC Converter With Wide Output Voltage and Reduced Switch Stress
[NO] 1551/1789 | ICPRE 2025 Content Announcement Page
[NO] 1552/1789 | 24VDC Solid-State Power Controller for Marine Electrical Systems
[NO] 1553/1789 | Detection of Fake Data Injection Attacks in AC Smart Grids: A CNN-LSTM Based Approach
[NO] 1554/1789 | Analysis of Control Principles for SCO2 Reactor System Based on Modelica
[NO] 1555/1789 | AIRSPAN-X: Federated XGBoost with Sequential Anomaly Detection for Explainable Urban Air Quality Prediction
[NO] 1556/1789 | RSM 2025 Commentary
[NO] 1557/1789 | A High-Speed Thin-Film Lithium Niobate Modulator compatible with Heterogeneous Integration
[NO] 1558/1789 | A High-precision and Fast Autonomous Vehicle SLAM Based on Multi-scale Adaptive Feature Extraction
[NO] 1559/1789 | Full-Textile Less-Wires Large-Area Flexible Robot Electronic Skin for Human-Robot Interaction_supp3-3637230.mp4
[NO] 1560/1789 | Dyadic Imitation Modeling with Lag-Aware Dual-Stream Framework for Autism Classification
[NO] 1561/1789 | Explainable AI for Behavioral Patterns in Game Players
[NO] 1562/1789 | "Articulearn": An Integrative, AI-Driven Speech Therapy System for Children With Speech Disorders
[NO] 1563/1789 | Physics-informed Evidential Network: A General Framework for Uncertainty Evaluation in Nonlinear Dynamic Measurement Systems
[NO] 1564/1789 | Physics-Guided GAN with Manhattan Attention: A Novel Approach for Imbalanced Bearing Vibration Fault Diagnosis
[NO] 1565/1789 | SPLIN: A Structured Plane-based LiDAR-Inertial SLAM with Dynamic Object Removal
[NO] 1566/1789 | Robust MIMO Channel Estimation Using Energy-Based Generative Diffusion Models
[NO] 1567/1789 | P $^{2}$ U: Progressive Precision Update For Efficient Model Distribution
[NO] 1568/1789 | Blank Page
[NO] 1569/1789 | Global-Decision-Focused Neural ODEs for Proactive Grid Resilience Management_supp1-3642407.pdf
[NO] 1570/1789 | Guest Editorial: Selected Papers from the 2025 IEEE International Solid-State Circuits Conference
[NO] 1571/1789 | Towards Closed-Loop Neuromodulation for Type 2 Diabetes with ex vivo Validation of Beta-Cell Activity and FOPP Detection
[NO] 1572/1789 | Journal of Lightwave Technology Publication Information
[NO] 1573/1789 | Research and Practice on the Construction of an Agent Paradigm for Vocational Education Based on RAG Technology
[NO] 1574/1789 | A Study on Predictive Models for University Classroom Teaching Reform Effectiveness Based on Artificial Intelligence
[NO] 1575/1789 | Intelligent Sharing Method for Heterogeneous Resources in Virtual Simulation Experiment Teaching
[NO] 1576/1789 | Online Course Recommendation Based on Multi-Agent Systems and Knowledge Graphs
[NO] 1577/1789 | A Data-Driven Framework for a “Human Microbiome Health” Micro-Specialty: Curriculum Design and an Intelligent Teaching Platform
[NO] 1578/1789 | Course Design and Teaching Model Innovation for Excellent Engineers Driven by Generative AI
[NO] 1579/1789 | Distributed Deep Learning for Medical Image Denoising with Data Obfuscation
[NO] 1580/1789 | Adaptive Prescribed-Time Control via Filterless Least Squares Based on HOFA System Approach
[NO] 1581/1789 | A New Single-phase Common-ground Rectifier with Reduced DC-link Capacitance
[NO] 1582/1789 | A Multi-Time-Scale AGC Frequency Regulation Optimal Scheduling Method for Virtual Power Plants Based on PPO Algorithm
[NO] 1583/1789 | Optimal Regulation of Integrated Energy Systems Based on Refined Modelling
[NO] 1584/1789 | Blockchain-based Secure Distributed Economic Dispatch for Microgrids
[NO] 1585/1789 | LightGBM-based optical encoder error compensation system
[NO] 1586/1789 | Improved Adaptive PSO for Spray Process Optimization
[NO] 1587/1789 | PSO-WOA Hybrid Algorithm Empowering Path Planning of Autonomous Mobile Robots in Complex Ground Environments
[NO] 1588/1789 | Research on Electric Vehicle Cluster Scheduling Strategy Based on Multi-Time Scale Collaborative Optimization
[NO] 1589/1789 | Attitude Fusion Method for Multi-Head Star Sensors Based on Attitude Covariance Matrix
[NO] 1590/1789 | Research on Photovoltaic Power Prediction Model Based on Improved Drosophila Optimization Algorithm
[NO] 1591/1789 | Boosting Zero-Shot Semantic Segmentation Performance on Unseen Categories with Key and Value Selection (KVS)
[NO] 1592/1789 | Joint Super-Resolution and Segmentation for Low-Resolution Brain MRI Analysis
[YES] 1593/1789 | A Framework for Automated CGRA Design Space Exploration with Genetic Algorithm Optimization
[NO] 1594/1789 | Coronary Heart Disease Prediction Model Based on Machine Learning
[NO] 1595/1789 | Adsorption Behavior of Humidity Molecules for Different Binding Site on Graphene and Graphene on Hexagonal Boron Nitride
[NO] 1596/1789 | Overcoming Data Scarcity in Sugarcane Leaf Disease Classification with Prototypical Network
[NO] 1597/1789 | A Hybrid Learning Framework for One-to-One Air Combat Based on Combining Imitation Learning and Reinforcement Learning
[NO] 1598/1789 | Dielectrophoresis-Only Biosensing: Velocity and Cross-Over Frequency for Label-Free Bacterial Identification
[NO] 1599/1789 | Distributed Optimization Method for Distribution Networks Considering Multi-Type Loads in Smart Buildings
[NO] 1600/1789 | A Calculation Method for Maximum Transmission Power of Tie-Lines Considering Renewable Energy and HVDC Integration
[NO] 1601/1789 | Battery State of Health Prediction for Portable Intelligent Medical Devices Based on GRU-Attention
[NO] 1602/1789 | RSM 2025 Copyright Page
[NO] 1603/1789 | Fusion Strategies for Breast Cancer Characterization Using Traditional and Deep Learning Models
[NO] 1604/1789 | Research on Application of Controllable Line-Commutated Converters for UHVDC System
[NO] 1605/1789 | Transformer-Gather, Fuzzy-Reconsider: A Scalable Hybrid Framework for Entity Resolution
[NO] 1606/1789 | Optimized Design of Hybrid Porcelain Post Insulator Spout Based on Finite Element Simulation
[NO] 1607/1789 | Analysis of Electrode and Semiconductor Materials in Organic Field-Effect Transistors for Electronic Applications
[YES] 1608/1789 | Enhancing Software Defect Prediction Accuracy through Feature Selection-Driven Hybrid Intelligence
[NO] 1609/1789 | Variable Load Study of a 600MW Swirl Opposed Firing Boiler based on CFD Numerical Simulation
[NO] 1610/1789 | A Generation Method for Diffuse Reflective Random Mesh and Its Potential in RCS Reduction
[NO] 1611/1789 | Machine Learning-Based Early Prediction and Classification of Obesity Levels Using Ensemble Models
[NO] 1612/1789 | Self-Supervised Learning for Hyperspectral Image Classification: An overview
[NO] 1613/1789 | ICPRE 2025 Cover Page
[NO] 1614/1789 | RAMS-Europe 2025 Cover Page
[NO] 1615/1789 | Design of low-orbit navigation signals Based on Linear frequency modulation
[NO] 1616/1789 | Multi-time Scale Scheduling Strategy for Microgrid Considering Component Faults
[NO] 1617/1789 | Profit Sharing Mechanism Design for Renewable and Storage Collaboration Across Multi-voltage Channels
[NO] 1618/1789 | Enhancing Smart Microgrid Sustainability with Lyrebird-Based EV Charging Optimization
[NO] 1619/1789 | Zero-Trust Architectures for SecOps in ServiceNow: Enabling Scalable Security in Enterprise Platforms
[NO] 1620/1789 | Blended Control Latent Diffusion Model for Text-Guided Image Inpainting
[NO] 1621/1789 | Optimized Neural Network Compression for Efficient Corrosion Detection in Metal Surfaces
[NO] 1622/1789 | Comparative CFD Study of LNG and Ammonia Vapor Cloud Hazards for Marine Alternative Fuel Safety
[NO] 1623/1789 | Harnessing Machine Learning for Intelligent Control of Shape Memory Alloy Actuators in Versatile Environments_supp1-3640241.docx
[NO] 1624/1789 | DFA-Net: A Domain Flow Adaptation Network for Diverse Hazy-Image Generation
[NO] 1625/1789 | Photothermal Detection of Trace Acetylene for Transformer DGA Monitoring Using an Adiabatically Tapered Optical Fiber
[NO] 1626/1789 | IEEE Transactions on Wireless Communications Society Information
[NO] 1627/1789 | Bridging Theory and Practice in Reconfigurable Fluid Antenna Systems
[NO] 1628/1789 | The Internet of Nature Things (IoNT): Pioneering a New Frontier in Environmental Monitoring and Sustainable Ecosystem Management
[NO] 1629/1789 | Calculation of Photocarrier Generation from Optical Absorption for Time-domain Simulation of Optoelectronic Devices
[NO] 1630/1789 | Energy-based Kinematic Analysis on Magnetic Soft Continuum Robot with Asymmetric Magnetization
[NO] 1631/1789 | Suspended Views: Materiality and the poetics of projection
[NO] 1632/1789 | A Study on the Influencing Factors of Professional Identity of Teachers in Private Higher Learning Institution Based on SEM-AI
[NO] 1633/1789 | Design and Implementation of Teaching Resources Cloud Platform for the Integration of Industry and Education in Higher Vocational Colleges and Universities
[NO] 1634/1789 | Impact of AIGC on Learning Strategies in Design Education
[NO] 1635/1789 | Emergent Intelligence: Designing an AI-Empowered, Data-Driven Operational Framework for Innovation Spaces in Higher Education
[NO] 1636/1789 | Lobster: A GPU-Accelerated Framework for Neurosymbolic Programming
[NO] 1637/1789 | TiNA: Tiered Network Buffer Architecture for Fast Networking in Chiplet-based CPUs
[NO] 1638/1789 | Adaptive Voice Communication in Emotion-Aware Digital Companions
[YES] 1639/1789 | AI-assisted JSON Schema Creation and Mapping
[NO] 1640/1789 | Increasing Scalability of E-voting System Based on Public Blockchain Using AVS
[NO] 1641/1789 | MCPNET: A 3D Coronary Artery Segmentation Network with Parallel Fusion of Mamba and CNN
[NO] 1642/1789 | Personalized Threshold-Based HRV Stress Detection from PPG Data: Preliminary Evaluation with a Biofeedback Serious Game
[YES] 1643/1789 | Engineering Digital Twins with Statecharts: A Smart Home Application
[NO] 1644/1789 | Evaluation of A Hybrid Approach Combining Random Forest and XGBoost for Type 2 Diabetes Prediction Using the PIMA Dataset
[NO] 1645/1789 | Finger Dimensions and Their Association with Stature: A Machine Learning-Based Anthropometric Study
[NO] 1646/1789 | Toward a Community-Curated Golden Dataset of UML Models
[NO] 1647/1789 | Subtyping Parkinson's Disease Via Probabilistic Neuroimaging Data Clustering
[NO] 1648/1789 | Classifying Pre-Malignant Colon Polyps Using Hybrid Deep Learning on Ex Vivo Optical Coherence Tomography Images
[NO] 1649/1789 | PPG-Based Respiration Rate Estimation with Beat Detection and Method Fusion
[NO] 1650/1789 | VarOmeter: A Platform for Deep Functional Annotation and Intelligent Network Mining of Genome-Wide Variation Data
[NO] 1651/1789 | What can we learn from other Domains – Towards an Exploratory Process for the Extension of a Language based on Cross-Domain Knowledge Transfer
[NO] 1652/1789 | Retrieving Nocturnal Aerosol Optical Depth Using Lunar Photometry: Algorithm Improvements and Evaluation
[NO] 1653/1789 | Wearable Gait Analysis Using IMU Sensors and Deep Learning for Parkinson’s Disease Detection
[NO] 1654/1789 | Fluid Antenna System For Anti-jamming Communication via Fast Port Switching
[NO] 1655/1789 | Both Efficiency and Safety in V2V Broadcast Communications: A Communications Scheme Based on Multilevel-$\mu$TESLA and Evolutionary Game Theory
[NO] 1656/1789 | Resolving Ambiguity in Permittivity Extraction by Noniterative Method With Less Dependence on Calibration
[NO] 1657/1789 | Microgrids and Resilience: A Comprehensive Review of Research Approaches and Optimization Strategies
[NO] 1658/1789 | BondMatcher: H-Bond Stability Analysis in Molecular Systems
[NO] 1659/1789 | Experiments of a Novel Dual Path LDMOS With Asymmetric-SJ Incorporating Polysilicon Protection Implantation Techniques
[NO] 1660/1789 | Adaptive Defense Mechanisms for IoT Ecosystems: A Response to Adversarial Tactics
[NO] 1661/1789 | Smart Intruder Detection Systems for Medical Routers
[NO] 1662/1789 | Multi-Modal Attention Iterative Network for Incisor Median Sagittal Plane Localization
[NO] 1663/1789 | GIS-Based Predictive Maintenance for Electrical Insulators
[NO] 1664/1789 | Hybrid SIFT-SNN for Efficient Anomaly Detection of Traffic Flow-Control Infrastructure
[NO] 1665/1789 | Multi-Agent Multi-Objective based Operation of Smart Distribution Network
[NO] 1666/1789 | Performance Evaluation of Temporomandibular Joint Prosthesis Design
[NO] 1667/1789 | IoT-Based Smart Water Management System for Efficient Consumption and Conservation
[NO] 1668/1789 | Program Committee
[NO] 1669/1789 | Learning based Mobility Management in UAV Connected Software-Defined Heterogeneous Network
[NO] 1670/1789 | A 1.12 TOPS/W 180 nm Stochastic Computing-Based Neuromorphic Circuit
[NO] 1671/1789 | Optimal Transport Framework for ISAC in Low-Altitude Networks: Joint Resource Allocation for Cooperative Communication and Non-Cooperative Localization
[NO] 1672/1789 | Demo: Smart Grid Cyber Twin for Cybersecurity Exercise
[NO] 1673/1789 | Enhancing Text-based Image Captioning through Text-aware Self-critical Training
[NO] 1674/1789 | Multimodal Carotid Risk Stratification with Large Vision-Language Models: Benchmarking, Fine-Tuning, and Clinical Insights
[NO] 1675/1789 | Optimizing UAV Station Placement for Pharmaceutical Transfers between Hospitals
[NO] 1676/1789 | Control Strategy for Photovoltaic Output Based on Grey Wolf Guided Incremental Method
[NO] 1677/1789 | Development and Design of Energy Management and Control Platform for Enterprise Microgrid
[NO] 1678/1789 | Research on Multi-Energy Coupling Collection Based on Fully Covered Piezoelectric Structure
[NO] 1679/1789 | zkConsensus: A Zero Knowledge Proof Implementation for Consensus Sequence Generation
[NO] 1680/1789 | From Detection to Evidence: A Unified System for Automated Email Phishing Analysis and Forensic Logging
