[2026-06-02 23:45:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-01
正在获取论文...
[arXiv] 2026-06-01 | FocusDiT: Masking Queries in Diffusion Transformers for Fine-grained Image Generation
[NO] 1843/2000 | UAV-Derived Vehicle Trajectories for Queue Length and Control Delay Estimation at Multilane Roundabouts
[NO] 1844/2000 | Frequency Resource Allocation in Distributed MIMO ISAC : From Performance Bounds to Experimental Validation
[NO] 1845/2000 | Frequency Changes in Power Systems: Generator Control and Simulation
[NO] 1846/2000 | Gesture Based Authentication for the Visually Impaired Using a Smartwatch
[NO] 1847/2000 | Detection of COPD-like Breathing Patterns from Non-Invasive Pressure and Flow Data Using Machine Learning and Deep Learning
[NO] 1848/2000 | Adaptive Trajectory Control and Obstacle Avoidance in Autonomous Vehicles Using MPC and RL-Enhanced Decision-Making
[YES] 1849/2000 | Enabling High-Throughput Packetized Scan: User Convenience with V93000 EXA Scale Hardware and Smartest 8 SSN Library Under The SSN DFT Paradigm
[NO] 1850/2000 | Cloud-Based Dataset Validity Analysis for Enhancing AI Model Performance
[NO] 1851/2000 | Applying CDIO and PBL Models in AI-Based Educational Projects
[NO] 1852/2000 | Learning and Aligning Cross-Domain Spectral Discrepancy Using a Hybrid Meta-Adversarial Projection Framework (HMAPF)
[NO] 1853/2000 | An Assessment of Cybersecurity Awareness, Competency Levels, Behavior and Practices among Technical Trainees–An Objective Study
[NO] 1854/2000 | Feasibility and Design Study for Improving the Productivity of the Carding Machine
[NO] 1855/2000 | Using AI Technology to Preserve and Protect National Heritage: a Case Study on the Process of Designing and Drafting Mongolian Traditional Clothing
[NO] 1856/2000 | MetaErr: Towards Predicting Error Patterns in Deep Neural Networks
[NO] 1857/2000 | A Polarization-Selective Circularly Polarized Antenna for Adaptive High-Power Microwave Protection
[NO] 1858/2000 | Accurate Interference and Coverage Modelling in Finite OWC Networks
[NO] 1859/2000 | Flexible β - Phase PVDF-Cu-MAA Self-Powered Nanofiber Nanogenerator for Energy Harvesting Applications
[NO] 1860/2000 | Fourier-Enhanced Transformer Encoder Network for Efficient Haptic Texture Modeling/Rendering
[NO] 1861/2000 | Predator–Prey Model: Driven Hunt for Accelerated Grokking
[NO] 1862/2000 | Demo: A Battery-Free Sensor Seed for Large-Scale Aerial Deployment in Environmental Monitoring
[NO] 1863/2000 | Demo: OSPREE: Drone-Deployable Profiler for Low-Cost Ocean Observation
[NO] 1864/2000 | Vibrotactile Preference Learning: Uncertainty-Aware Preference Learning for Personalized Vibration Feedback
[NO] 1865/2000 | “As Long as It Does What I Want, I'd Be Happy to Trust It”: Exploring User Perspectives on a Scrutable Assistant for Time Management
[NO] 1866/2000 | NewsGuard-LLM: A Lightweight, Dynamic LLM based Framework for Real-Time Threat Detection in Digital News Stream
[NO] 1867/2000 | Is My Text in Your AI Model? Gradient-based Membership Inference Test applied to LLMs
[NO] 1868/2000 | LLM-Driven 3D Scene Generation of Agricultural Simulation Environments
[NO] 1869/2000 | Democratizing Physical AI via Hardware-Software Co-design for Everyday Environments
[NO] 1870/2000 | Poster: Practical Cross-Band Channel Prediction for AI-RAN via Physics-Guided Deep Unfolding
[NO] 1871/2000 | Reaction-Aware Planning With Preference Cost Learning for Human-Like Autonomous Driving in Unsignalized Intersections
[NO] 1872/2000 | Equalization Strategy for Double-Layer Lithium Batteries Based on Hierarchical Model Predictive Control With Fuzzy Weights
[NO] 1873/2000 | Minimal Controllability of Sphere and Torus Grid Graphs
[NO] 1874/2000 | Pushing physical limits and uncovering motion templates of spine-based quadruped locomotion via reinforcement learning_supp3-3697171.mp4
[NO] 1875/2000 | Front Matter
[NO] 1876/2000 | Algorithmic Audit of Personalisation Drift in Polarising Topics on TikTok
[NO] 1877/2000 | PerSpect: Perspective-aware Contrastive Learning for Hybrid News Recommendation
[NO] 1878/2000 | Comparative Analysis of Determining the Characteristics of Voltage Sags in the Electrical Network
[NO] 1879/2000 | Increasing the Energy Efficiency of the Electric Drive of the Conveyor for Bulk Cargo Using the Linear Loading Stabilization System
[NO] 1880/2000 | Monitoring the Performance of the Safety Managment System at Electricity Enterprises
[NO] 1881/2000 | Implementation of Forecasting Models and Dynamic Assessment of Correlation to Improve Smart Control in Microgrid Systems
[NO] 1882/2000 | Experimental Validation of Autonomous Search for an RF Emitter in an Unknown Indoor Environment
[NO] 1883/2000 | FedSAE-IDS: Robust Semi-Supervised Federated Intrusion Detection with Denoising Contractive Autoencoders and Trimmed Power Aggregation for IoT Networks
[NO] 1884/2000 | SIRA: A Semantic LLM-Based Agent for Interpreting and Detecting Vishing Attacks
[NO] 1885/2000 | Analysis of PD-generated UHF Signals and their Classification using PRPD and Machine Learning
[NO] 1886/2000 | Management of System Elements of Regional Critical Infrastructure in the Context of Military Actions in Ukraine
[NO] 1887/2000 | A Domestic NPU-Cluster-Based Large Language Model Service Platform: Construction, Optimization, and Evaluation
[NO] 1888/2000 | How the Location of Key Elements in Thumbnails Affect User Engagement in Food video
[NO] 1889/2000 | Peer-to-Peer Trading: Time-Based Pricing and Capacity Decisions in the Computing Power Market
[NO] 1890/2000 | Two-Stage Optimization for Emergency Dispatch of Urban Natural Gas Systems under Disruptive Events
[NO] 1891/2000 | Studying the Biogas Temperature Control System to Be Used at Stand-Alone Power Plants
[NO] 1892/2000 | Singular Value Fine-Tuning for Efficient Device-to-Device Adaptation of Large Language Models
[NO] 1893/2000 | Causal Modeling of the Fairness and Usefulness Trade-off in Remedial Social Programs with Application in Student Financial Support
[NO] 1894/2000 | Predicting Food Shortages at Food Pantries using Machine Learning and Predictive Analytics
[NO] 1895/2000 | Sorting Recyclable Waste under Uncertainty
[NO] 1896/2000 | Performance Comparison of Square and Cylindrical Metal Cavity Antennas for Hyperthermia
[NO] 1897/2000 | Can only LLMs do Reasoning?: Potential of Small Language Models in Task Planning
[NO] 1898/2000 | AI-Enabled Sustainable Medical Supply Distribution Using Hybrid GA-QL in Dynamic Urban Environments
[NO] 1899/2000 | An Efficient Transformer-Based Intrusion Detection System in IoT Environment Using XAI-Driven Feature Reduction
[NO] 1900/2000 | Data Analytics Application in Standardizing Transformer Capacities in Substaions
[NO] 1901/2000 | Understanding Concurrent DNN Interference on Mobile SoCs
[NO] 1902/2000 | SecureNet: Energy-Proportional Autonomic Self-Protection on Battery-Powered WSN Cluster Heads
[NO] 1903/2000 | SleepBuds: Posture-Aware Modeling of Respiration-Driven Bilateral Earable Motion for Sleep Monitoring
[NO] 1904/2000 | Analytical Initial Design and Optimal Sizing of PMSMs for Mobility Applications Based on the Loading Separation Concept
[NO] 1905/2000 | Classification of Slope Grade Using Knee Joint Angle Data Based on GAF-CNN Algorithm
[NO] 1906/2000 | Vision Transformer-Empowered Predictive Beamforming for Integrated Sensing and Communication in Vehicular Networks
[YES] 1907/2000 | LLM-Assisted Software Development in Aerospace Engineering Education: A Structured Workflow
[NO] 1908/2000 | Leveraging Gated Recurrent Units for Real-Time Tracking of Student Engagement in Healthcare LMS using LLM Analytics
[NO] 1909/2000 | Alumni Employment Outcomes as a Basis for Curriculum Evaluation in a State University’s Bachelor of Arts in Communication Program
[NO] 1910/2000 | Teryaq: An IoT-Enabled System for the Smart Delivery of Temperature-Sensitive Medications
[NO] 1911/2000 | Language-Driven Portrait Editing and Animation via Diffusion and Motion Control
[NO] 1912/2000 | RAST 4.0: Restorable Arbitrary Style Transfer via Content Leakage Correction
[NO] 1913/2000 | Predicting Startup Success: A Machine Learning Framework Integrating Technology, Founder Psychology, Mentorship, and Sustainability
[NO] 1914/2000 | A Deep Learning–Enabled Computer Vision System for Real-Time Tomato Spider Mite Detection
[NO] 1915/2000 | System Verification of Compute Express Link over Optics Towards Large Scale Memory Pooling
[NO] 1916/2000 | Pre-trained Under Noise: A Framework for Robust Bone Fracture Detection in Medical Imaging
[NO] 1917/2000 | Uncertainty-Aware Intelligent Workload Scheduling for Cloud-Native Systems Under Bursty Demand
[NO] 1918/2000 | Non-Invasive Driver Activity Recognition using mmWave Radar
[YES] 1919/2000 | A Deep Learning-Based Surrogate Model for LOCOS Etch Process TCAD Simulation Using a Conditional Variational Autoencoder
[NO] 1920/2000 | Enhanced Parkinson’s Disease Detection using Ensemble Machine Learning and Spiral-Derived Handcrafted Features
[NO] 1921/2000 | Local Oscillator Tuning in Heterodyne Integrated Coherent Receivers for Post-Fabrication Compensation of Polarization Impairments
[NO] 1922/2000 | Maximize Equipment Capacity by EI Products and Digital Twins
[NO] 1923/2000 | High-Speed ADC CLK Optimization Using Advantest V93000 Wave Scale Precision Source
[YES] 1924/2000 | Safeguarding Scientific Algorithms: A Framework for Detecting Algorithmic Plagiarism in Metaheuristic Research
[NO] 1925/2000 | Synergistic Fusion of Multimodal Data for Automated and Accurate Diagnosis of Parkinson's Disease
[NO] 1926/2000 | LAPO: A Load-Aware and Priority-Based Offloading Strategy for Latency-Critical Applications in Vehicular Fog Computing
[NO] 1927/2000 | SAM-Guided Local-Global Feature Fusion for Pan-Cancer Nuclei Segmentation
[NO] 1928/2000 | Agri Hub: The Farmer's Digital Partner (Central platform for all farming needs)
[NO] 1929/2000 | 2026 International Conference on Artificial Intelligence, Systems, and Emerging Technologies (ICAISET)
[NO] 1930/2000 | Predictors of Licensure Examination Performance Among BEEd Graduates Toward a Random Forest Predictive Framework
[NO] 1931/2000 | Enterprise Governance for Generative AI: Prompt Lifecycle and Secure Middleware
[NO] 1932/2000 | Ultra-low Power Backscatter for Large-Scale and High-Rate Sensing
[NO] 1933/2000 | mmGuard: A Countermeasure against Physical Adversarial Attacks on mmWave Radar Sensing_supp1-3698581.pdf
[NO] 1934/2000 | A Novel Medical Images Random Cryptosystem
[NO] 1935/2000 | CARRIE UGV: A Human-Centered Terminal UGV for Carry-on Transport and Wayfinding Support
[NO] 1936/2000 | A Rigid Harness with Haptic Feedback for Robotic and Traditional Service Dogs
[NO] 1937/2000 | A Hadoop-Enabled Framework for Detecting Crop Yield Anomalies and Optimizing Irrigation in Smart Agriculture
[NO] 1938/2000 | Holding the Line: A Digital Twin Framework Supporting Policy Design for U.S. Power Grid Resilience
[NO] 1939/2000 | Optimizer-Driven Techniques for Retuning Prompts on LLM Backend with Migration across Models for Healthcare and Cyber Security Operations
[NO] 1940/2000 | Promoting Generalization for Exact Combinatorial Solvers via Adversarial Instance Augmentation_supp1-3698451.pdf
[NO] 1941/2000 | Exposing the Illusion: A Comprehensive Survey on Deepfake Detection Techniques, Challenges, and Future Horizons
[NO] 1942/2000 | A Comparative Study on Current Spreading Layers in n-AlGaN to Enhance the Quantum Efficiency of Deep Ultraviolet Light-Emitting Diodes
[NO] 1943/2000 | AI-Accelerated Optimal Test Position Selection for MIMO RTS Over-the-Air Measurements
[NO] 1944/2000 | Efficient Task Offloading in AI-Agent Communication Networks: A Joint Latency and Energy Optimization Approach
[NO] 1945/2000 | IECCT 2026 Cover Page
[NO] 1946/2000 | Dual-Scale Antenna Deployment for Pinching Antenna Systems
[NO] 1947/2000 | Robust Secure Resource Allocation for RIS-assisted ISAC-NOMA Networks with Hardware Impairment
[NO] 1948/2000 | Sub-Volt and PCIe-Compatible Optical I/O for Scalable Inter-Rack Interconnection
[NO] 1949/2000 | Evaluating the Englishscore Test as a Digital Alternative for Academic English Assessment in Mongolian Higher Education
[NO] 1950/2000 | A Lightweight Approach to Spam Link Identification Using Automated Domain Reputation Scoring
[NO] 1951/2000 | A Comparative Analysis of Predictive and DRL-Derived Target-Based Energy Management Smart Charging Scheduling for Small EV Fleets
[NO] 1952/2000 | Full Predictive Cascade Control for PMSM Based on Differential-Free Disturbance Observer and Online Parameter Identification
[NO] 1953/2000 | Privacy-Preserving AI using Federated Multimodal Attention Networks for Healthcare and Robotics
[NO] 1954/2000 | The Impact of Data Analytics On Decision Making Evidence Based Practices
[NO] 1955/2000 | An Investigation into the Determinants of Aesthetic Prosthesis Development: A Case Study at Citi University
[NO] 1956/2000 | Neural Representation Learning for Unsupervised Control-Flow Concept Drift Detection
[NO] 1957/2000 | Azure Windows Defender for Enterprise Cybersecurity: Architecture, Automation, and Measured Operational Impact
[NO] 1958/2000 | Energy-Efficient Container Orchestration for HPC Workloads using ML in Kubernetes on Cloud Platforms
[NO] 1959/2000 | 2026 International Conference on Intelligent Computing, Networks, and Security (IC-ICNS)
[NO] 1960/2000 | Cross-Scene HSI Classification Combined with Channel-Spatial Attention Fusion Network
[NO] 1961/2000 | Governed Agentic Cloud Data Pipelines with MCP Gateways
[NO] 1962/2000 | Dyn-SSM: Towards the Efficient Long Sequence Learning via Bio-interpretable Dynamics in Spiking State Space Models
[NO] 1963/2000 | AI-Enabled Remote Proctoring: Architecture and Implementation for Digital Examinations
[NO] 1964/2000 | LLM-Enhanced Multi-Agent Transfer Reinforcement Learning for Sensing, Communication, Computing, and Control Co-Optimization in Cyber-Physical Systems
[NO] 1965/2000 | Is It Too Early to Talk “Quantum Software”?
[NO] 1966/2000 | Industrial Scene Gas Leakage Detection: A Cross-Attention Based Multimodal Feature Difference Network and A New Benchmark
[NO] 1967/2000 | A Hybrid Three-State Step-Down DC-DC Converter With Reduced Inductor Current and Wide Conversion Ratio for Battery-Powered Low-Profile Electronic Devices
[NO] 1968/2000 | Generation Expansion Planning Toward the Decarbonization of the Baja California Sur Electrical System
[NO] 1969/2000 | Tri-Polarization Effect and Performance Analysis for Dual-Polarized Distributed MIMO Communications
[NO] 1970/2000 | Convergence Study of the Process of Nonlinear Evaluation of Parameters of Dynamic Objects when Using Series-Parallel Models
[NO] 1971/2000 | Edge–Cloud Predictive Maintenance Models for Industry 4.0
[NO] 1972/2000 | Parallel Test Strategy for Chiplet Testing for HPC/AI Devices - Leveraging Smartest 8 Interleaved Testflow Solution
[YES] 1973/2000 | Prediction of Chip Aging-Induced VMIN Shift Based on Spice Simulation
[NO] 1974/2000 | Using the Internal Operational Logs of the hinotori™ Surgical Robot System to Evaluate Latent Structural Metrics of Robotic Surgical Skill
[NO] 1975/2000 | A Vision-Based Deep Learning Framework for Egyptian Sign Language Recognition Using CNN and VGG-16
[NO] 1976/2000 | CSTIC 2026 Cover Page
[NO] 1977/2000 | The influence of ISSG hydrogen-to-oxygen ratio on the growth of tunnel oxide for Nor flash memory cycling disturb loss
