[2026-08-15 22:20:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-14
正在获取论文...
[ACM] 2026-8-14 | Tools for Enhancing Active Learning Experience in an Online Environment
[NO] 855/1000 | Coordinated Grid-Forming Control of VSC-HVDC Transmission Systems Integrated Floating Offshore Wind Farms for Enhanced Frequency Support
[YES] 856/1000 | High-Accuracy Automatic Comment Generation using NLP in Gen AI for Enhanced Code Readability
[NO] 857/1000 | Low-Leakage TRIO-TCAM Using Power Gating for Standby Mode
[NO] 858/1000 | Reinforcement Learning–Driven Analytical Optimization for Data-Intensive Applications in Autonomous and Intelligent Software Platforms
[NO] 859/1000 | A Tutorial on Gaussian Process Learning-based Model Predictive Control
[NO] 860/1000 | Reconstructing Continuous Phytoplankton Absorption Spectra in Lakes from Sentinel-3 OLCI Using Gaussian Decomposition and Machine Learning_supp1-3719295.pdf
[NO] 861/1000 | IEEE Moving
[NO] 862/1000 | A High-Precision Visual Navigation Method for UAV Based on Improved ViT
[YES] 863/1000 | Fast-Prototyping of Readout Circuits for FeFET-based Neuromorphic CIM Macro with Measurement-Driven Device Model Generator and Readout Layout Automation
[NO] 864/1000 | A Cross-Mixing RVP Algorithm for Nonlinear Compensation in FMCW LiDAR With Moving-Target Compatibility
[NO] 865/1000 | Towards Generalizable Image Classification Models for Detecting Middle Ear Diseases
[NO] 866/1000 | Robust and Efficient Specific Emitter Identification via Broad Learning-Based Mixture of Experts
[NO] 867/1000 | MLLM-based Speech Recognition: When and How is Multimodality Beneficial?_supp1-3721322.pdf
[NO] 868/1000 | Optimal Principal Component Analysis under Heavy-tailed Noise and Sparse Corruptions
[NO] 869/1000 | Analytical Modeling and Experimental Validation of Windage Losses in Oil-Jet-Cooled Electrical Machines
[NO] 870/1000 | ReasonWalker: Reasoning Iterative Vision-and-Language Navigation With Implicit Instructions
[NO] 871/1000 | Dynamic Joint Biological Encryption Scheme Based on a Feature-Driven 5-D Cascaded Chaotic System
[NO] 872/1000 | Smart Real-Time Subtitle Generation using Transformer and LSTM with Efficient Data Storage
[NO] 873/1000 | Improved ResNet Architecture for Arrhythmia Prediction using ECG Signal Image
[NO] 874/1000 | Self-Supervised Multi-Scale Vision Transformer Framework for Early Detection and Segmentation of Brain Tumors in 3D MRI Volumes using Hybrid CNN-Transformer Architectures
[NO] 875/1000 | Optimization of Crop Classification and Recognition Algorithm based on Transformer in Low-Altitude High-Resolution Remote Sensing Imagery
[NO] 876/1000 | Design and Construction of a Smart Hydroponic Monitoring and Control System with an Arduino Uno
[NO] 877/1000 | Chance-Constrained Controlled Islanding Scheme for Power Systems with Renewable Energy Sources
[NO] 878/1000 | AI-Driven Post-Purchase Financial Intelligence Systems: A Framework for Consumer Transaction Optimization
[NO] 879/1000 | Design and Analysis of an Energy-Efficient Binarized Neural Network Neuron Using XNOR–Popcount Architecture
[NO] 880/1000 | Towards Semantic Interoperability in Digital Twins: An Ontology Based Approach
[YES] 881/1000 | Detecting and Mitigating Flaky Tests in Continuous Integration A Decision Catalogue for Quality Engineering Teams
[NO] 882/1000 | HaloGuard: A Practical Hybrid Framework for Hallucination Detection in Retrieval-Augmented Generation Systems : Combining Multi-Judge Agreement, Uncertainty Quantification, and Lexical Features Without Embedding Dependencies
[NO] 883/1000 | IoT-Enhanced Metaheuristic Optimization with Deep Transfer Learning for Intelligent Crop Pest Recognition in Smart Agriculture
[NO] 884/1000 | Performance Analysis of Explainable AI (XAI) based Machine Learning Algorithms for Mental Health Assessment
[NO] 885/1000 | Improvements and Applications of Image Style Transfer Algorithms for Digital Media
[NO] 886/1000 | Intelligent Perception and Collaborative Operation for Substation Maintenance: An Llm-Based Framework for Instruction Parsing and Action Sequence Generation
[NO] 887/1000 | A Comparative Study of Optimization Algorithms, Regularization Techniques, and CNN Architectures for CIFAR-10 Image Classification
[NO] 888/1000 | Joint Routing and Scheduling Optimization for Injection Time Offsets in Time Sensitive Networking
[NO] 889/1000 | Intelligent Federated Fog-Edge System with Adaptive Environmental Control for Air Quality and Pollution Monitoring
[NO] 890/1000 | AE-CCAF: Cross-Attention Guided Ensemble Learning for Robust Multi-Class Skin Lesion Classification
[NO] 891/1000 | Air Defence Interceptor of Real-Time Target Detection and Tracking using Deep Learning
[NO] 892/1000 | Mitigating Class Imbalance in Sepsis Prediction using SMOTE and Extra Trees Classifier: A Comparative Analysis of Real and Augmented Data
[NO] 893/1000 | PPO-GTXL: Proximal Policy Optimization with Gated Transformer XL in Smart Communication for Mental Health and Emotional Monitoring
[YES] 894/1000 | Pynguin-MVP: Automated Test Generation for Lightweight Architectural Validation
[NO] 895/1000 | Research on Adaptive Semantic Communication Method Based on Explicit Semantic Frames and Large Language Models
[NO] 896/1000 | AIGC-Generated Content-Driven Algorithm for B2B Anchor Feature Deviation Detection and Correction
[NO] 897/1000 | Corn Leaf Disease Detection and Classification using Deep Learning Models
[NO] 898/1000 | Self-Calibrating Large-FoV OCT Endomicroscope for CM-Scale Lesion Size Estimation
[NO] 899/1000 | FSM-CCPP: Finite State Machine Based Complete Coverage Path Planning on Hexagonal Grids for Multi-Robot Systems
[NO] 900/1000 | Flexible and Conformal MIMO Antennas: A Comprehensive Survey of Flexible and Conformal antennas in Wearable 5G and mmWave Devices
[NO] 901/1000 | CNN-DBN-BiLSTM: An Ensemble Deep Learning Framework for Type III Diabetes Diagnosis
[NO] 902/1000 | Discovering and Repairing Blind Spots in LLM-as-a-Judge Evaluation of Multi-Turn AI Systems
[NO] 903/1000 | A Study on Electric Power and Electrical Energy Balance in Integrated Energy Systems Under a Carbon Reward-Penalty Mechanism
[NO] 904/1000 | Adaptive Graph Attention-Based Vocational Skills Training System for Laboratory Medicine using Competency Knowledge Graph Learning
[NO] 905/1000 | Low-Resource Text Processing with Lightweight Multi-modal Agents: Enhanced Entity Recognition based on Few-Shot Learning
[NO] 906/1000 | An Attention-Driven DenseNet–Vision Transformer (ViT) Architecture for Multi-label Chest X-ray Classification
[NO] 907/1000 | Model-Driven Development of Data Space-Enabled Asset Administration Shell Digital Twins
[NO] 908/1000 | Understanding Architectural Approaches for MLOPS Systems
[NO] 909/1000 | Research on the Stability of Time-Delay Neural Networks using Adaptive Finite-Time Stability Analysis
[NO] 910/1000 | Graph Convolution Network – Long Short Term Memory based Reliable and Intelligent Fault Aware Fog Edge Computing Framework for Resource Constrained IoT Devices
[NO] 911/1000 | Construction of a Multi-Scale Price Trend Prediction Model for the Stock Market by Integrating Wavelet Transform and CNN
[NO] 912/1000 | Aging-Aware Estimation and Reconstruction of Battery Open-Circuit Voltage Model Using Reinforcement Learning
[NO] 913/1000 | Optimal Torque Distribution for Dual-Motor Drive Units with Auxiliary Resonant Pole Inverter in Electric Vehicles
[NO] 914/1000 | Table of Contents
[NO] 915/1000 | Harnessing Multilevel Circulant Matrices for Generalizable Spectral Kernel Learning
[NO] 916/1000 | Front Cover
[NO] 917/1000 | Neural Network-Assisted Kernel Function Construction Model for Digital Predistortion of RF Power Amplifiers
[NO] 918/1000 | Single-Photon Neural Assumed-Density Filter for Dynamic Scene Reconstruction_supp1-3723045.pdf
[NO] 919/1000 | Radio Resource Management with Hybrid Beamforming for LEO-MIMO Non-Terrestrial Networks
[NO] 920/1000 | A signal-structure coupled enhanced Halbach electromagnetic ultrasonic transducer based on Barker-NLFM excitation
[NO] 921/1000 | A Self-Packaged X-Band Reflectionless Bandpass Filter Based on Substrate Integrated Waveguide
[NO] 922/1000 | Distributed Algorithm Design for Autonomous Games with Inviolable Constraints and Its Application to Smart Grids
[NO] 923/1000 | A Dual-Inductor Floating-Ground Buck Converter for Edge Computing Nodes With a 12-Fold Duty Cycle Extension
[NO] 924/1000 | A Compact Tunable EBG Waveguide Filter With Constant Absolute Bandwidth Using a Single Dielectric Tuning Element
[NO] 925/1000 | Design and Verification of Full Redundancy Valve Control System for Ultra-High Voltage Direct Current Converter Valve
[NO] 926/1000 | Apple Leaf Disease Detection using Machine Learning and Deep Learning Models
[NO] 927/1000 | An Integrated Synchronization Framework for Heterogeneous Multi-Source Monitoring Data in Offshore Wind Energy Systems
[NO] 928/1000 | A Dual-Channel Deep Learning Framework with ECA-TCN for Bearing RUL Estimation
[NO] 929/1000 | CMOA-CP: Chaotic Mother Optimization for Cancer Prediction
[NO] 930/1000 | Adaptive Multi-Stage Robust Energy Storage Planning for Power System Resilience under Compound Extreme Weather Events
[NO] 931/1000 | Physical Feature Embedding and Cross-Dimensional Collaborative Attention for Small-Sample Transfer Fault Diagnosis
[NO] 932/1000 | ADAS-Integrated Intelligent Driver Impairment Intervention and Fleet Telematics Safety System
[NO] 933/1000 | From Pixels to People: A Multi-Layer Social Cybersecurity Architecture for Defending Against Deepfake-Driven Human-Centric Attacks
[NO] 934/1000 | An Adaptive Machine Learning Approach for Network Intrusion Detection
[NO] 935/1000 | Temporal Fusion Transformer and Wild Horse Optimization-Based Framework for Earthquake Early Warning Systems
[NO] 936/1000 | A Flexible Multi-Backend Framework for Temporal Graph Data Management
[NO] 937/1000 | Impact Assessment and Security Defense Strategies for Cyber-Attacks on AC/DC Hybrid Cyber-Physical Power Systems
[YES] 938/1000 | Towards Continuous Round-Trip Engineering of Architectural Performance Models
[NO] 939/1000 | TrustFedLLM-ZT: An LLM-Assisted Zero-Trust Federated Learning Framework for Intelligent Healthcare
[NO] 940/1000 | AGROFLY 2047: An Intelligent UAV System for Targeted Spraying using AI
[NO] 941/1000 | Experimental Evaluation of Caesar Cipher Vulnerabilities using Brute-Force and Statistical Cryptanalysis
[NO] 942/1000 | Financial Data Fusion Forecasting and Cost Control in Low-Altitude Logistics Industry based on LSTM Neural Network
[NO] 943/1000 | AI Powered Debate Mentor Through Multimodal Emotion Recognition and Adaptive Feedback
[NO] 944/1000 | Environmental Influence-Aware Deep Connectivity Network for AI-Based Smart Communication in Deep Sea Exploration Applications
[NO] 945/1000 | Research on a Random Forest Identification Algorithm for Toxic Gases Using Array Sensors
[NO] 946/1000 | Evaluation of Science Curriculum Education Quality in Primary and Secondary Schools using a Kolmogorov-Arnold Network based on Artificial Intelligence Algorithms
[NO] 947/1000 | Dynamic Forecasting Model for Macroeconomic Indicators based on Time Series Algorithms
[NO] 948/1000 | Coordinated Planning and Life Cycle Economic Assessment of Generation-Side Data Centers under Source-Grid-Load-Storage Integration
[NO] 949/1000 | Causal Prototype-Guided Multi-Instance Learning for Explainable Breast Cancer Diagnosis in Mammogram Images
[NO] 950/1000 | Weakly Supervised PE Detection with 2.5D Optimization
[NO] 951/1000 | YOLOv8-WIoU: Robust and Efficient Object Detection for Occluded and Non-Standard Vehicles in Unstructured Driving Environments
[NO] 952/1000 | A Modified EfficientNet-B7 based Deep Learning Framework for Diabetic Retinopathy Severity Classification
[NO] 953/1000 | A Curated List of Open-Source Software-Only Energy Efficiency Measurement Tools: A Github Mining Study
[NO] 954/1000 | Smart Predictive Monitoring of Foot Pain with Machine Learning Algorithms
[NO] 955/1000 | Performance Evaluation of YOLO-NAS, YOLOv11, and YOLOv12 Small Variants for Cacao Pod Disease Detection
[NO] 956/1000 | Wind Power Prediction Method Based on EEMDWOA-KAN-BiGRU
[NO] 957/1000 | U-Net Architecture Optimization for Subsurface Temperature Reconstruction in the Offshore Areas of China
[NO] 958/1000 | A Carbon-Optimal and Security-Compliant Scheduler for Cloud Workloads using Region-Specific ML Models
[NO] 959/1000 | Real-Time UAV Battery Condition Monitoring using TCN with Dilated Causal Convolutions and Multi-Task Reinforcement Learning
[NO] 960/1000 | A Spatial-Temporal Traffic Surveillance System in IoT Environments through MCEL-YDFNet Framework based on YOLOv10 and Dilated TCN Network
[NO] 961/1000 | Deep Learning based Computational Intelligence for Real-Time Predictive Maintenance in Industrial IoT Systems
[NO] 962/1000 | Optimization of Scalable and Low-Cost Priority Encoders using Quaternary Reversible Logic
[NO] 963/1000 | Adaptive Program Governance Platform using Reinforcement Learning and Policy Optimization
[NO] 964/1000 | YOLOv11-MSTATN Framework for Video-Based Underground Mining Safety Monitoring
[NO] 965/1000 | EUCAS 2025 Conference Co-Chairs’ Introduction
[NO] 966/1000 | Noise Suppression in an NPR-based Stretched Pulse Fiber Laser by Pump Feedback Polarization Control
[NO] 967/1000 | Distributed Open-Set Human Activity Recognition for IoMT via Federated Data Stream Mining with Lightweight Auxiliary Novelty Detection on Wi-Fi CSI Edge Devices
[NO] 968/1000 | FINER++: Building a Family of Variable-periodic Functions for Activating Implicit Neural Representation_supp1-3722883.pdf
[NO] 969/1000 | Integrating Chaos Game Representation with Convolutional Neural Networks for Accurate Classification of SARS-CoV-2 Variants
[NO] 970/1000 | A Data driven framework for operational stress level classification and DSTATCOM Control for Enhancing Power Quality in Distribution Networks Hosting Hybrid EV Charging Stations
[NO] 971/1000 | SAR Multi-Interference Joint Detection and Low-loss Suppression via Complex-valued Self-supervised Learning
[NO] 972/1000 | S
                    <sup>2</sup>
                    CLNet: Structure-Constrained Semantic Contrastive Learning for Referring Remote Sensing Image Segmentation
[NO] 973/1000 | The Bulk-Synchronous Parallel Model
[NO] 974/1000 | Completeness Classes in Algebra
[NO] 975/1000 | Ops Patterns for Education: Aligning Software Engineering Curricula with Emerging xOps Architectures
[NO] 976/1000 | Smart Food Quality and Freshness Monitoring by using Adaptive Sensor Reliability, Cross-Modal Fusion and Adaptive Freshness Learning
[NO] 977/1000 | Visualizing the Runtime Behavior of Microservices
[NO] 978/1000 | Evaluation of Physical Education Teaching Quality in Colleges and Universities based on Adaptive Feature Attention–Bayesian Optimized Backpropagation Neural Network
