[2026-09-04 23:45:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-03
正在获取论文...
[arXiv] 2026-09-03 | ToPO: Token-Conditioned Preference Routing for Attention-Based Latent Diffusion Models
[NO] 1736/1979 | A Study on Multi-Dimensional Supplier Evaluation and Demand Intelligent Matching Method with Sentence-BERT
[NO] 1737/1979 | Design of a Cloud Computing Based Computer Teaching Resource Sharing Platform System for Higher Vocational Education
[NO] 1738/1979 | Bringing Attention to the Growing Social Impact of Biomedical Devices_supp3-3717156.pdf
[NO] 1739/1979 | MAC and Routing Protocols Design in Multi-Hop Terahertz Networks
[NO] 1740/1979 | A Real-Time Heuristic for Large-Scale Workforce Task Assignment, Multi-Vehicle Routing, and Scheduling with Time-Dependent Profits
[NO] 1741/1979 | Hardware-Aware Simulation of a Resistive-Crossbar Spiking Neural Network for Braille Keyboard Input Recognition
[NO] 1742/1979 | Homogenization-Based Modeling of Cross-stacked Grain-Oriented Electrical Steel Sheets
[NO] 1743/1979 | Automated Synthesis of Compact RF Rectifiers Using Hybrid GSA–PSO Algorithm
[NO] 1744/1979 | Droplet-Dynamics-Guided Rotor Microstructures for Active Air-gap Oil Evacuation in Automotive Electric Machines
[NO] 1745/1979 | Design Strategies for LoRa Backscatter Tags
[NO] 1746/1979 | Verifying Interrupt-driven Programs Efficiently via Heuristic and Reduced Partial-order Constraints
[NO] 1747/1979 | A Review of Confidentiality, Integrity, and Availability Challenges in Molecular Communications
[NO] 1748/1979 | Table of Contents
[NO] 1749/1979 | In-Service Wind Turbine Blade Inspection: A Multi-UAV Architecture Design and Preliminary Validation
[NO] 1750/1979 | Shesha: Opportunistic In-network Acceleration of Asynchronous Distributed Reinforcement Learning
[NO] 1751/1979 | Study on Lightning Overvoltage Characteristics and Suppression Measures for 220 kV Overhead-Cable Hybrid Lines
[NO] 1752/1979 | Physics-Informed Neural Network for Corona Discharge Evaluation Considering Space Charge Effect on UHVDC Overhead Lines
[NO] 1753/1979 | Estimation of Partial Discharge Inception Voltage and Discharge Location in Silicon Nitride Encapsulated with Fluorinated Insulating Liquids
[NO] 1754/1979 | Comparison of Ac and Dc Electromagnetic Environmental Emissions From Cage Experiment Within a Semi-Anechoic Chamber
[NO] 1755/1979 | Effect of Dynamic Vulcanization on Gamma-Ray Radiation Resistance of SEBS/PP Composites
[NO] 1756/1979 | Acquisition Technique of Reference Signal at High Temperatures in PEA Measurement for Fair Calibration
[NO] 1757/1979 | Simulation on Temperature and Electric Fields of Immersion-Cooling High-Frequency Transformer Using Environmentally Friendly Fluorinert Fluid
[NO] 1758/1979 | Characterization of Relative Permittivity and Partial Discharge Inception Voltage of Kapton® and Nomex® in Stator Insulation Configuration
[NO] 1759/1979 | A Machine Learning Based Audible Noise Prediction Algorithm for EHV/UHV Transmission Lines
[NO] 1760/1979 | Study on ZnS: Cu/SrAl
                    <sub>2</sub>
                    O
                    <sub>4</sub>
                    Silicone Rubber Composite Coating for the Flashover Fault Indication Performance
[NO] 1761/1979 | DFT Analysis of the Stability of Charge Carriers in XLPE
[NO] 1762/1979 | Design of an Adaptive Third-Order Fixed-Time Integral Sliding-Mode Controller for XY Compliant Parallel Micromanipulator Systems
[NO] 1763/1979 | Current-Voltage (I-V) Characteristic of LCP and PEEK for Electrical Insulation in Aeronautical Application
[NO] 1764/1979 | Selective Thermal Tuning of Two Transmission Peaks in a Dual-SPUDT Acoustic Delay Line
[NO] 1765/1979 | Predicting Soil Greenhouse Gas Emissions with a CNN-SVR Hybrid Neural Network
[NO] 1766/1979 | An Interpretable Multimodal Temporal Deep Learning Model for Financial Fraud Prediction of Listed Companies
[NO] 1767/1979 | SDML-Net: A Sentiment-Driven Multimodal Learning Framework with Fine-Grained 3D Quantification and State-Aware Fusion for Stock Trend Prediction
[NO] 1768/1979 | Adaptive Construction Method for Large Model Safety Guardrails Based on Active Learning and Boundary Sample Mining
[NO] 1769/1979 | Hidden Persuasion: Analyzing Bias in International Negotiation Texts with AI
[NO] 1770/1979 | Research on Deep Learning Models for Forecasting Financial Market Trends by Integrating Multimodal Data
[NO] 1771/1979 | A Privacy-Preserving Federated Multi-Agent System for Cross-Domain Credit Assessment with Knowledge Graph Enhancement
[NO] 1772/1979 | Emotion Regulation Interaction Design Based on PAD Model and Multimodal Perception
[NO] 1773/1979 | Industrial Designers’ Adoption of AI-Generated Design Tools: The Roles of Task-Technology Fit, Perceived Usefulness, and Trust
[NO] 1774/1979 | Immersive Digital Technology-Driven Mechanisms for the Construction of Art-Based Healing Spaces
[NO] 1775/1979 | Research on AIGC-based Visual Translation and Multimodal Interaction Design for Cultural Heritage
[NO] 1776/1979 | Research on Digitization and VR Display Methods for Mogao Grottoes Murals Based on Improved Feature Matching
[NO] 1777/1979 | Research and Application of Intelligent Payment Terminal System for Digital RMB Hard Wallet in Power Industry
[NO] 1778/1979 | A Cross-Category Purchase Behavior Driving Mechanism Study in Cross-Border E-Commerce Based on Improved Recommendation Algorithm Precision
[NO] 1779/1979 | Optimization and Application of Isolated Forest Algorithm for Accounting Anomaly Detection
[NO] 1780/1979 | Semantic-Augmented Cross-Context Translation Framework
[NO] 1781/1979 | Integrated Optimization Algorithm for Construction Safety in Digital Supply Chains Based on BIM and Blockchain
[NO] 1782/1979 | Research on Large Model-Based High-Frequency Trading Event Stream Reconstruction Algorithm
[NO] 1783/1979 | Marketing Strategies Based on Multi-Strategy Improvement of K-means Algorithm and User Portrait
[NO] 1784/1979 | Intelligent Recommendation of Chinese Language Teaching Knowledge Combined with Data Mining Technology
[NO] 1785/1979 | Intelligent and Accurate Matching Strategy of Electricity Agreement Inventory Suppliers Based on Computer Multidimensional Evaluation Model
[NO] 1786/1979 | Research and Implementation of Smart Landscape Engineering Management System Based on WeChat Ecology
[NO] 1787/1979 | A Data-Driven Learning Effect Assessment Model for Online English Courses Using Learning Analysis and BP Neural Networks
[NO] 1788/1979 | Design of a Deep Learning Credit Risk Early Warning System Integrating Multi-source Heterogeneous Data
[NO] 1789/1979 | A High-Performance Magnetic Coupler With V-Shaped Transmitter and Compact Orthogonal Hybrid Receiver for UAV Wireless Power Transfer
[NO] 1790/1979 | Research on Quasi-in-situ Calibration Method for Multi-Channel Mismatches in Beam Signal Processors
[NO] 1791/1979 | Improving quantum communication rates with permutation-invariant codes
[NO] 1792/1979 | Experimental Demonstration of Snapshot Differential Positioning with LEO Satellites
[NO] 1793/1979 | Environment-Aware Beamforming Prediction: A CKM-Inspired Approach
[NO] 1794/1979 | Advanced Flood Prediction with Physics-Guided Deep Learning: Combining UNet, FNO, and SAR/Optical Imagery
[NO] 1795/1979 | Development of Thermal Reliability Framework for PV Inverters Using Virtual Sensor Models and Temperature Thresholds
[NO] 1796/1979 | Impedance and Stability Analysis for Constant Current DC System with a Specific-Band Reduced-Order Compensated Virtual Impedance Control
[NO] 1797/1979 | FR-4 based 60GHz millimeter-wave sensor in a cost optimized small form-factor design
[NO] 1798/1979 | Calendar
[NO] 1799/1979 | MNHMs: Refined multipath and NLOS hemispherical maps for simultaneous mitigation of GNSS multipath interference and NLOS reception
[NO] 1800/1979 | Mitigating Covariate Shift in Offline Imitation Learning via Trajectory Synthesis_supp1-3729780.mp4
[NO] 1801/1979 | Forecasting Steel Demand in Emerging Economies: A Comparative Analysis of ARIMA, SARIMAX, and LSTM Models with a Variance Ratio Test Diagnostic
[NO] 1802/1979 | TechRxiv
[NO] 1803/1979 | Hybrid Logarithmic-Dynamic Quantization for Impulsive Networked Systems: A Bandwidth-Efficient Synchronization Framework
[NO] 1804/1979 | CAREM: Counterfactual Action Reduction and Evaluation for Concurrent Live Virtual Machine Migration in Cloud Data Centers
[NO] 1805/1979 | Deep Survival Analysis for Progressively Censored Data Based on Adversarial Learning
[NO] 1806/1979 | IEEE Innovation Testbed
[NO] 1807/1979 | Blind Wideband Receiver System for LFM Chirp Detection
[NO] 1808/1979 | Drive-by Urban Freight Sensing: Large-Scale Fine-Grained Truck Classification Using Google Street View Imagery and Deep Learning
[NO] 1809/1979 | Women in Engineering
[NO] 1810/1979 | What Physics do Data-Driven MoCap-to-Radar Models Learn?
[NO] 1811/1979 | HybrMamba: A Frequency-Aware Spatial Collaborative Network with Gated Physical Prior Head for Infrared Image Denoising
[NO] 1812/1979 | A TDCP-Aided PPP Framework with Cycle Slip Detection, Multipath Mitigation, and Velocity Constraint in Urban Environments
[NO] 1813/1979 | Learning-Assisted Evolutionary Feature Selection via Age-Reinforced Reduction and Expansion for High-Dimensional Classification Problems_supp1-3730545.pdf
[NO] 1814/1979 | CDDS: Cross-Domain Data Sharing Scheme for Cloud-Edge-End Collaborative IoT
[NO] 1815/1979 | Exemplar-Free Lifelong Hyperspectral Image Classification via Dual Constraints and Dynamic Margin Adaptation
[NO] 1816/1979 | Optimized Magnetic Shunt Integrated Inductor-Transformer Structure with Arbitrary Turns Ratio for Wide Gain Range
                    <i>LLC</i>
                    Resonant Converter
[NO] 1817/1979 | A Belief Propagation Algorithm to Simultaneous Point and Extended Target Tracking under Unknown Detection Probability
[NO] 1818/1979 | Beyond Global Embeddings: Exploiting Multi-Level Visual Representations in CLIP for Unsupervised Domain Adaptation
[NO] 1819/1979 | Spatially Varying Partial Polarization Switching Dynamics in Negative Capacitance FETs: Insights From Fully Numerical Simulations
[NO] 1820/1979 | A Double-Sided Consequent-Pole Vernier Machine With Multicolumn Trapezoidal Magnets for Enhanced Electromagnetic Performance
[NO] 1821/1979 | Local Mobility and Global Position Aware Stabilized Clustering and Graph-Based Routing with Bounded Connectivity Repair for Mobile Wireless Sensor Networks
[NO] 1822/1979 | Evaluating PDPL Compliance in E-Commerce Websites: Insights and Lessons Learned from Human and LLM Analyses_supp1-3730247.pdf
[NO] 1823/1979 | A Zero-Bias Single-Pixel Sensor for IoT Edge Spectral Material Identification
[NO] 1824/1979 | Bridging policy and practice: a digital-enabled strategic framework for craft-design collaboration to promote cultural sustainability
[NO] 1825/1979 | Application of Virtual Reality Technology in Physical Education
[NO] 1826/1979 | Painting Technique Knowledge Association Mining and Teaching Resource Recommendation Integrating LightGCN with Knowledge Graph
[NO] 1827/1979 | Chinese Landscape Painting Composition Generation and Spatial Layout Optimization Using Transformer-Diffusion Hybrid Model
[NO] 1828/1979 | A Study on the Transformation and Application of Traditional Culture in the Multi-modal Interactive System Design from the Perspective of Moral and Aesthetic Education: A Case Study of Mortise-and-Tenon Joints and Chinese Characters
[NO] 1829/1979 | Artificial Intelligence Interaction Design Model Reduces Learning Burnout among Secondary Vocational Students: Based on the Basic Psychological Needs’ Theory of SDT
[NO] 1830/1979 | Research on the Differentiated Communication Paradigm of Film and Television Content Driven by Intelligent Image Generation and Multimodal Interaction
[NO] 1831/1979 | Establishment and Application of a Virtual Reality-Assisted Design Environment for Historic Buildings
[NO] 1832/1979 | From Dialogue to Atmosphere: Ambient Embodiment as an Alternative AI Interaction Paradigm for VR Emotional Support
[NO] 1833/1979 | Research on the Influence Mechanism of AI Recommendation System Based on Nonaka's Knowledge Creation Spiral on User Knowledge Conversion and Purchase Decision in Cross-border E-commerce
[NO] 1834/1979 | AI Empowerment, User Experience, and Cultural Translation: Design and Evaluation of a Cross-border E-commerce Platform for Cultural and Creative Products Targeting the Northeast Asian Market
[NO] 1835/1979 | Computational Emotional Design Strategies for Yangliuqing New Year Painting Cultural and Creative Products Based on MBTI-Kano Model Integration and User Data Mining
[NO] 1836/1979 | Machine Learning Enhanced Post-selection in Quantum Networks
[NO] 1837/1979 | Evaluating Prompt Robustness in Text-to-Audio Systems for Adaptive Virtual Agents and Game Soundtracks
[NO] 1838/1979 | Back to the museum: Investigation of the acceptance of Android Andrea with and without emotion simulation in a museum
[NO] 1839/1979 | Experiential Knowledge in Multi-Agent Virtual Health Systems: The Value of an Expert Patient Agent
[NO] 1840/1979 | Application of Whale Optimization Algorithm for SCOPF in a 20 kV Isolated System
[NO] 1841/1979 | Reliability Centered Maintenance Approach for a New Maintenance Method of High Voltage Circuit Breaker
[NO] 1842/1979 | Design of a High-Voltage, High-Frequency Solid-State Switch Using Series-Connected SiC MOSFETs and a GaN HEMT-Based Transformer-Coupled Gate Driver for Dielectric Insulation Testing of a Renewables-Rich Future Energy Grid
[NO] 1843/1979 | Influence of Moisture on Space Charge Characteristics in Water-Tree-Resistant XLPE
[NO] 1844/1979 | Effects of Interfacial Roughness and Thickness Ratio on XLPE/EPDM Interfacial Charge Characteristics
[NO] 1845/1979 | Electrical and Chemical Characterization of PVC Insulation Aged Under Radiation and Radiation Thermal Stress
[NO] 1846/1979 | Numerical Investigation of Semiconducting Layer Protrusions on Electric Field Enhancement in HVDC Cable
[NO] 1847/1979 | Design and Additive Manufacturing of Functionally Graded Dielectrics for Electric Field Regulation and Particle Motion Control
[NO] 1848/1979 | Accuracy Evaluation of Deep Convolutional Neural Networks for N-and B-Doped Graphene Electronic Wavefunctions Prediction at Variable Doping Sites
[NO] 1849/1979 | Fiber-Reinforced Cyanate Ester Composites with Dielectric Gradients for Enhanced Broadband Wave Absorption and Structural Performance
[NO] 1850/1979 | Feasibility Study of EV Charging Station Integration in Low Voltage Distribution Networks to Optimize Substation Loading and Corporate Revenue: A Case Study in PT PLN (Persero) ULP Mustika Jaya
[NO] 1851/1979 | Design and Analysis of Internal Lightning Protection Systems and Grounding for Light Rail Transit (LRT) Rolling Stock
[NO] 1852/1979 | Risk-Adaptive Fine-Grained Authorization via Lightweight-LLM Collaboration
