[2026-03-25 22:37:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[NO] 1364/1850 | Bayesian Belief Networks for Predicting Ecosystem Collapse Using Climate and Satellite Data
[NO] 1365/1850 | A Comparative Study of YOLO and Deep Neural Network Models for Vehicle Number Plate Detection
[NO] 1366/1850 | Fast Optical Phased Array Calibration Using a Hybrid GS-SPGD Algorithm
[NO] 1367/1850 | CardioFusion: An Ensemble Machine Learning Approach to Cardiovascular Anomaly Detection
[NO] 1368/1850 | FPGA-Based Visual Reminder System for Dementia Care
[NO] 1369/1850 | A Large Language Model for Hybrid Table-a nd-Text Question Answering Based on a Dynamic Chain Reasoning Framework
[NO] 1370/1850 | Employ the Machine Learning Models for immediate Predictive Diagnostics: Anomaly detection of Industrial IoT
[NO] 1371/1850 | Deep Hybrid Networks for Early Detection of Breast Cancer from Multi-Modal Imaging Data
[NO] 1372/1850 | Discovering Top 10 Risk Factors for Type 2 Diabetes through HNB and AODE with Methodological Insights
[NO] 1373/1850 | RAM Calendar
[NO] 1374/1850 | Hybrid Transformer–Federated Learning Model for Secure Release Engineering in Global Payment Networks
[YES] 1375/1850 | Iterative Floorplan Refinement for Efficient Area Utilization and Reduced Congestion in VLSI Physical Design
[NO] 1376/1850 | Editorial—March 2026
[NO] 1377/1850 | Assessment of Contrast-Enhanced Ultrasound Detection Limit for Abdominal Hemorrhage_supp2-3677094.mp4
[NO] 1378/1850 | Taking the Pulse
[NO] 1379/1850 | Research on Thermal Management Algorithm for Chips with Few-Shot Deep Reinforcement Learning Integrating Graph Neural Networks
[NO] 1380/1850 | Practice of Blockchain Technology in Trusted Notarization for Emerging Contaminants Monitoring Data
[NO] 1381/1850 | Title Page i
[NO] 1382/1850 | Mitigating Congestion with Physics-Informed Neural Networks and Adaptive Traffic Signal Control
[NO] 1383/1850 | Wearable HRV Stress Detection and Intervention for Sensory Overload in Children with Autism in the Philippines
[NO] 1384/1850 | Machine Learning-Based Load Forecasting for Vehicle-to-Grid Scheduling: A Case Study on the Italian Power System
[NO] 1385/1850 | Research on Carbon Emission Allocation Methods in the Production Stage of Electrical Smart Meters
[NO] 1386/1850 | Mind the Gap: The Laggards in a G2B Digital Service
[YES] 1387/1850 | Llm-Fuzz: Adaptive, Structure-Aware Fuzzing of Javascript Engines with Large Language Models
[NO] 1388/1850 | CAGNet - Comprehensive Node-Labeled Graph Analysis of Mobile Malware Using Force Atlas 2 and Deep Learning
[NO] 1389/1850 | Smart Lung Health Analyzer: A Sensor-Based Device for Early Detection of Respiratory Diseases
[NO] 1390/1850 | Ethernet-Based Inter-FPGA Data Transfer Using Softcore Processors for Kintex Ultrascale
[NO] 1391/1850 | Dynamic Time-Stamped Network for Optimizing Project Approval Workflows
[NO] 1392/1850 | ChunkGraph: Relationship-Driven Retrieval Through Progressive Complete Graphs
[NO] 1393/1850 | Quantum Annealing Algorithm Based Power Optimization for Electric Vehicle Charging Using a Buck Converter
[NO] 1394/1850 | GCWCN 2025 Copyright Page
[NO] 1395/1850 | Neuro-Symbolic Dynamic Pricing for Intent-Driven Sustainable UAV Swarm Task Allocation
[NO] 1396/1850 | Real-Time Polyp Detection and Classification in Colonoscopy Videos Using Lightweight Transformer Networks
[NO] 1397/1850 | Fault-Tolerant Sliding Mode Leader-Follower Strategy for Multiple Charging of Electric Vehicles
[NO] 1398/1850 | A Novel Constraint-Aware Fixed Time Stabilization Technique for Micro Grid Integrated Multi-Area Network
[NO] 1399/1850 | Task-Aware Remote Sensing Image Semantic Segmentation via Multi-Layer Semantic Fields and Adaptive Decoding
[NO] 1400/1850 | Bridging AI and Practical Implementation: A Low-Cost, High-Accuracy Motion Capture System for Dynamic Environments
[NO] 1401/1850 | Comparative Analysis of Vision Transformer, DenseNet201, and InceptionResNetV2 for Accurate Skin Lesion Recognition
[NO] 1402/1850 | Sky-ground Collaborative Perception and Image Recognition Algorithm for Transmission Lines Facing Complex Terrain
[NO] 1403/1850 | Research on the Construction of Data Standard Management System
[NO] 1404/1850 | A Zero-Knowledge-Based Approach to Resist Poisoning Attacks in Federated Learning
[NO] 1405/1850 | A Significance Measure for Node Splits in C4.5
[NO] 1406/1850 | An Integrated Learning Framework for Hypertension Risk Prediction Using Machine Learning Algorithms
[NO] 1407/1850 | Smart Community Health Monitoring and Early Warning System for Water-Borne Diseases in Rural
[NO] 1408/1850 | An Efficient Deployment of Deep Learning LSTM Models using Docker and Kubernetes (Minikube)
[NO] 1409/1850 | A Privacy-Compliant Hybrid Framework for Real-Time Offensive Text Moderation in Dual-Mode Chat Systems
[NO] 1410/1850 | M4Rec: Multi-Modal Knowledge Graph Modeling of Multi-Dimensional User Preferences for Next-POI Recommendation
[NO] 1411/1850 | Proceedings of the 2026 ACM SIGUCCS Annual Conference
[NO] 1412/1850 | Research on 5G Traffic Prediction Method Based on VMD-XGBoost and Bootstrap
[NO] 1413/1850 | Z-Transform Model of a Coherent Receiver for Satellite-to-Ground Laser Links Under High Doppler Rates
[NO] 1414/1850 | Somatic Mutation Driven Cancer Stage Classification via Autoencoder Clustering and Explainable Deep Learning_supp1-3676284.pdf
[NO] 1415/1850 | Message From the General Chair
[NO] 1416/1850 | Author Index
[NO] 1417/1850 | ICSOS 2025 List Reviewer Page
[NO] 1418/1850 | Shape oscillation and 3-D microstreaming profile of a phospholipid-coated microbubble attached to a wall_supp5-3676695.avi
[NO] 1419/1850 | Electricity Certificate Mechanisms and Supply Chain Decisions under Renewable Energy Consumption Policies
[NO] 1420/1850 | Digital Processing Method for Building Structure Crack Segmentation Based on U-Net with Dynamic Snake Convolution
[NO] 1421/1850 | Light-Neck: Memory-Aware Feature Fusion for Real-Time Object Detection on Edge Devices
[NO] 1422/1850 | Design and Implementation of a Heterogeneous Network Communication Gateway for Industrial Control Systems Based on APL
[NO] 1423/1850 | Wearable IMU-based System for Proactive Fall Detection via Gait Pattern Recognition
[NO] 1424/1850 | Dynamic Resource Scheduling for UAV-Assisted Vehicular Edge Computing: A Multi-Agent RL Approach
[NO] 1425/1850 | Analysis of the Impact of Initial Rotor Position Determination Error on the Speed, Current, and Startup Torque of Synchronous Reluctance Motors (SynRM) Considering Magnetic Saturation
[NO] 1426/1850 | Software Design and Implementation of Multi-Module Collaborative Interaction System Based on STM32
[NO] 1427/1850 | Opinion Manipulator Identification Based on Semantic Mutation and Abnormal Propagation Analysis
[NO] 1428/1850 | Application of Multi-Objective Optimization Algorithm for Intelligent Distribution Network in Power Distribution
[NO] 1429/1850 | Non-Invasive Computational Diagnostics for Laryngeal Pathology: Voice-Based and Multimodal Learning Perspectives
[NO] 1430/1850 | Ensemble CNN Approach with Activation Functions Combination for Knee Osteoarthritis Grading
[NO] 1431/1850 | Dark-BPP: A Nighttime Single Object Tracking Method Based on Bidirectional Prompt Propagation
[NO] 1432/1850 | Decentralized Peer to Peer Ride Sharing System using Block-Chain
[NO] 1433/1850 | Multi-Objective Optimization-Based Multiple Sequence Alignment Algorithm
[NO] 1434/1850 | Coherent Combination of Deep-Space Optical Signals Under Weak Atmospheric Turbulence
[NO] 1435/1850 | Deep Reinforcement Learning-Driven Adaptive Control and Optimal Dispatch for New-Type Power Systems
[NO] 1436/1850 | Optimized Design of Worm Gear Shaft Based on Strength Calibration Theory Calculation and Finite Element Analysis
[NO] 1437/1850 | High-capacity implicit embedding and lossless traceable image methods for quality information in intelligent manufacturing
[NO] 1438/1850 | Real-Time Localization of Short-Circuit Faults in Power Systems Based on the Triangulation Principle for Protection Relays
[NO] 1439/1850 | From Book to AR: Enhancing Interactive Learning Through Augmented Reality
[NO] 1440/1850 | End-to-End WiFi CSI Sensing Framework for Accurate and Privacy-Preserving Activity Recognition
[NO] 1441/1850 | Intelligent SOC Estimation Method for CC-CV Wireless Electric Vehicle Charger
[NO] 1442/1850 | Campus Safety Entity Recognition Model Based on Relative Position Attention and LEBERT
[NO] 1443/1850 | Detecting AI-Generated Content: A Multi-Layered Approach for Web and Document Analysis
[NO] 1444/1850 | Multi-scale Frequency-domain Reconstruction and Multi-dimensional Collaborative Attention Network for Forest Fire Detection in Remote Sensing Imagery
[NO] 1445/1850 | Construction of Energy Efficiency Scheduling Model of Smart Campus Wireless Network Based on Multi-objective Optimization
[NO] 1446/1850 | Compact Super Wideband Slot Antenna for Wireless Applications
[NO] 1447/1850 | GPU-Accelerated Multilayer Turbulence Simulation for Modeling of Space-to-Ground Optical Links
[NO] 1448/1850 | Research on an Efficient Data Statistics Upgrade Algorithm Based on the Spark Framework
[NO] 1449/1850 | Research on Optimization of Deep Learning Algorithms in the Effectiveness Analysis of Unmanned Aerial Vehicle Inspection Data
[NO] 1450/1850 | Simulation of Industrial System Fault Detection Based on Weak Signal Injection and Wavelet Time-Frequency Analysis
[NO] 1451/1850 | Sentiment Analysis and Opinion Segmentation of Tourist Feedback in the Moroccan Tourism Sector Using Machine Learning and Deep Learning Approach
[NO] 1452/1850 | Coherent OQAM Optical Transmission using a Single Balanced Photodetector for High Sensitivity Satellite Optical Communication
[NO] 1453/1850 | Bibliometric Analysis of Deep Learning Applications in Breast Cancer Prediction: Trends, Tools and Future Directions
[NO] 1454/1850 | A Hybrid PM Magnetic Gear With Efficient Utilization of Rare-Earth PMs
[NO] 1455/1850 | Benchmarking Machine Learning and Deep Learning Models for 60-min Ahead Blood Glucose Prediction in Type 1 Diabetes with Simulated and Clinical Data
[NO] 1456/1850 | Influence of Winding Arrangement on Precision of Limited Length Linear VR Resolver
[NO] 1457/1850 | QFed: Parameter-Compact Quantum-Classical Federated Learning
[NO] 1458/1850 | OW-LoRA:Orthogonal Weight-decomposed Low-Rank Adaptation
[NO] 1459/1850 | Metamaterial-Inspired Triple-Band Antenna for WLAN and 5G Sub-6 GHz Applications
[NO] 1460/1850 | Production Command Decision Support System for Complex Urban Power Grid Based on Multi-objective Optimization Algorithm
[NO] 1461/1850 | Electric Field Analysis of Typical GIS Defects Based on Finite Element Simulation
[NO] 1462/1850 | Fuzzy-Assisted GA and PSO Tuning of PI Controllers for Induction Motor Speed Regulation
[NO] 1463/1850 | Active Frequency Regulation Strategy for Electrode Boiler Load Based on Current-Type Virtual Synchronous Machine
[NO] 1464/1850 | Adaptive Cyber Deception Through Machine Learning: Architecture and Research Directions
[NO] 1465/1850 | Capacity Optimization Configuration of Office Park Micro-Grid Based on Improved Particle Swarm Algorithm
[NO] 1466/1850 | A Systematic Trust Measurement Framework for Secure Digital Transactions and Scalable Block Chain Environments
[NO] 1467/1850 | Dual Adaptive Feature Modulation for Image Super-Resolution
[NO] 1468/1850 | Modern Approaches to Atmospheric Correction of Satellite Data: Review and Perspectives
[NO] 1469/1850 | Coal Mill Condition Monitoring Based on Acoustic–Vibration Multi-Modal Signal Fusion
[NO] 1470/1850 | Research on Substation Construction Project Progress Prediction Based on Random Forest
[NO] 1471/1850 | Solving Optimization Problems in Technological Preparation of Production
[NO] 1472/1850 | Algorithm Optimization of Natural Language Processing in Automatic Review and Compliance Testing of Legal Documents
[NO] 1473/1850 | Deep Learning and Explainable AI for Knee Osteoarthritis Diagnosis: A Comprehensive Review of Multitask Models, Fairness, and Diagnostic Interpretability
[NO] 1474/1850 | Hybrid Ensemble Learning Framework for Multi-Class Brain Hemorrhage Classification
[NO] 1475/1850 | Research on Civil Aviation Flight Safety Management System Integrating QAR Data Preprocessing, Operational Quantitative Analysis, and Real-Time Early Warning
[NO] 1476/1850 | IEEE Transactions on Power Delivery Information for Authors
[NO] 1477/1850 | An $r$th-Order Generalized Five-ULA Sparse Array with High uDOFs and Low Mutual Coupling
[NO] 1478/1850 | Reconstruct Private Embeddings: An Interaction-level Membership Inference Attack against Federated Social Matching
[NO] 1479/1850 | IEEE Industrial Electronics Society Information
[NO] 1480/1850 | A Reinforcement Learning-Adapter Renewable Energy Forecasting Framework for Two-Stage Distribution Network Scheduling
[NO] 1481/1850 | Synergizing Spatial and Frequency Domains: A Wavelet-Integrated Hybrid Attention Network for SISR
[NO] 1482/1850 | Innovative Development and Analysis of Key Technologies of the Relay Protection Automatic Testing Device
[NO] 1483/1850 | 2025 IEEE 3rd International Conference on Electrical, Automation and Computer Engineering (ICEACE)
[NO] 1484/1850 | A 100-Gb/s PAM-4 Analog Front-End with 15.8-dB Peaking and Current-Reuse Hybrid Equalization in 65-nm CMOS
[NO] 1485/1850 | Bridging the Gap Between Donors and Recipients: A Digital Application to Food Donation
[NO] 1486/1850 | Nonlinear Transport in Microwave-Generated Plasma
[NO] 1487/1850 | Self-Consistent Dynamic Simulations of the Charge–Discharge Cycles of a Spacecraft in Geostationary Orbit
[NO] 1488/1850 | Market-Driven Collaborative Energy Management of Cloud Data Centers
[NO] 1489/1850 | A Novel Operation and Control Strategy for a P2G System Feeding Stand-alone Load
[NO] 1490/1850 | A Position- and Scale-Aware Object-Agent Classifier via Deep Reinforcement Learning for Remote Sensing Imagery
[NO] 1491/1850 | Self-Supervised Temporal Super-Resolution Framework with METEOR-Net for Enhancing Convective Process Reconstruction in Geostationary Satellite Cloud Data
[NO] 1492/1850 | MRCFSSA: A Multi-strategy Sparrow Search Algorithm for Robust Airport Gate Allocation in Dynamic IoT Environments
[NO] 1493/1850 | StallFreeSeek: Exploiting Better Network Conditions to Improve Video Seek Experience
[NO] 1494/1850 | Super-resolution dual-energy CT reconstruction based on a discrete focal spot model
[NO] 1495/1850 | Iterative Learning-Based Adaptive Containment Scheme of Multiagent Systems Against FDI Attacks
[NO] 1496/1850 | An AI Ensemble Framework for Cross-Layer State Identification and Throughput Prediction in 5G/6G Wireless Networks
