[2026-03-24 09:42:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-23
正在获取论文...
[arXiv] 2026-03-23 | Dark energy and accelerating cosmological evolution in a Universe with a Weylian boundary
[NO] 1207/1834 | Hybrid Model Predictive Control with Adaptive Modulation for Voltage Balancing in Three-Phase Three-Level NPC Rectifiers for Green Hydrogen Production
[NO] 1208/1834 | Event-Triggered Platooning Control for Nonlinear Vehicles With Switching Communication Topologies and External Disturbances
[NO] 1209/1834 | Wavelength-tunable all-PM all-fiber femtosecond laser based on intracavity loss tuning
[NO] 1210/1834 | Search Multilayer Perceptron-Based Fusion for Efficient and Accurate Siamese Tracking
[NO] 1211/1834 | Variance-Corrected Wavelet Diffusion for Industrial Sensor Signal Augmentation and Denoising
[NO] 1212/1834 | Markov Chain-Driven Asymmetric Dual-Beta Region Reconstruction Random SVPWM for High-Frequency Sideband Harmonic Suppression and Peak Frequency Band Control in PMSM Systems
[NO] 1213/1834 | Iterative Learning Security Control under Bit-Rate Constraints and Attacks
[NO] 1214/1834 | SS-CoSaMP-Based Channel Estimation for RIS-Assisted Multi-User Systems with Multi-Region User Distribution
[NO] 1215/1834 | Unsupervised Incremental Class Discovery Via Exploring Self-Distillation Reciprocity Knowledge
[NO] 1216/1834 | IEEECONF 2026 Author Index
[NO] 1217/1834 | An improved Preisach-based Hysteresis Modeling of the Temperature Dependence for Soft Magnetic Materials
[NO] 1218/1834 | 2026 International Workshop on Systems Engineering Research
[NO] 1219/1834 | Automated spatiotemporal response identification and separation for averaged and single-trial EEG and MEG data_supp1-3676122.pdf
[NO] 1220/1834 | Multi-UAV Cooperative Trajectory Planning with Dynamic Programming
[NO] 1221/1834 | Superconducting Through-Silicon Coplanar Waveguide Interconnects for High-Bandwidth Three-Dimensional Integration
[NO] 1222/1834 | Monocular Ground Normal Prediction for the Road Ahead
[NO] 1223/1834 | FedDOT: Defending Federated Learning Against Overwhelming Targeted Attacks
[NO] 1224/1834 | Comparison of Event-Driven and Batch Processing Architectures for Fraud Detection and User Profiling in Banking
[NO] 1225/1834 | Comparative Analysis of Deep Learning Architectures for Image Classification
[NO] 1226/1834 | A Development of Clustered Edge Subjected Trust Assessment in Federated Learning (FL) Assisted Digital Twin based Internet of Things Environment
[NO] 1227/1834 | Cuffless Multi-Parameter Cardiac Monitoring: A Portable ECG-PPG-SpO2 Integration System
[NO] 1228/1834 | Voltage Optimization Control in Distribution Networks via Graph Attention Reinforcement Learning with Coordinated Inverter and Energy Storage Systems
[NO] 1229/1834 | Charging Infrastructure Planning for Promoting Vehicle to Grid: A Two-Stage Framework Considering Willingness of Electric Vehicle Owners
[NO] 1230/1834 | A Machine Learning Framework for Tiered Cyberbullying Severity Assessment and Escalation
[NO] 1231/1834 | Improving Epileptic Seizure Recognition with GAN-Augmented Spectrograms and Hybrid AI Models
[NO] 1232/1834 | Intrusion Detection in Cloud Systems Using a Deep Attention Pyramid Network
[NO] 1233/1834 | A Multi-Terminal Hybrid DC System for Offshore Wind Power Transmission with Auxiliary Contact Line
[NO] 1234/1834 | An Interpretable Machine Learning Framework for ICU Mortality Risk Prediction in COVID-19 Patients
[NO] 1235/1834 | Efficient Secure Aggregation in Federated Learning for Edge Computing
[NO] 1236/1834 | AI-Powered Lung Cancer Screening: A Vision Transformer Optimization Approach
[NO] 1237/1834 | An Evolutionary Deep Learning Framework for Early Liver Cancer Detection via Genetic Algorithm–Driven Feature and Hyperparameter Optimization
[NO] 1238/1834 | Graph Neural Networks for Real-Time Misinformation Detection in Social IoT
[NO] 1239/1834 | Real-Time Cyber Threat Prediction for Supply Chain Security: A Machine Learning-Based Framework
[NO] 1240/1834 | Correction of the Eyring Reverberation Time Formula Using an Artificial Neural Network: A One-Solution Approach
[NO] 1241/1834 | Diffusion-Augmented Medical Image Interpreters for Clinical Reliability
[NO] 1242/1834 | Model-Free Learning Compensation of Robotic Arm Manoeuvres for a Free-Flying Base*
[NO] 1243/1834 | Quantum-Classical Weighted Clique Detection for Microservice Deployment in Cloud Systems
[NO] 1244/1834 | Explaining User Intentions to Use AI-Generated Image Tools Through Trust, Risk, and Service Quality
[NO] 1245/1834 | A Hybrid Adaptive Visual Servoing Approach for Robust Robotic Manipulation in Space
[NO] 1246/1834 | Cloud Detection in Remote Sensing Images Using Deep Learning Models: GAN, FCN, and CloudFormer
[NO] 1247/1834 | Transforming Agricultural Market Access Through Predictive Intelligence And Multimodal Voice Interaction
[NO] 1248/1834 | Efficient Decomposition Algorithm for Coordinated Component Repair and Load Restoration under Multiple Failures in Distribution Systems
[NO] 1249/1834 | FreshNet: A Lightweight Computer Vision System for Real-Time Freshness Assessment of Vegetables
[NO] 1250/1834 | An AI-Driven Real-Time Toxicity Detection System for Voice Chat in Online Gaming Environments
[NO] 1251/1834 | AI-Driven Micro-Doppler Classification: Inverted Residual Network with Linear Bottlenecks for Small Unmanned Aerial Vehicles
[NO] 1252/1834 | Contextual Cyberbullying Detection Using Emotion Enhanced Bystander Modeling
[NO] 1253/1834 | Optimizing Feeder Selection Across Underfrequency Load Shedding Scheme Steps
[NO] 1254/1834 | NeuroASD-Net: A Computationally Efficient 2D CNN Framework for Autism Spectrum Disorder Classification from Structural MRI Slices
[NO] 1255/1834 | Complementarity Analysis of Hydro-Wind-Photovoltaic Hybrid Systems and Research on the Optimal Installed Capacity Ratio
[NO] 1256/1834 | Optimizing Artificial Pollination in Indian Agriculture through Multi-Agent Reinforcement Learning and Generative AI for Precision Pollen Distribution
[NO] 1257/1834 | A Reliability Optimization Method for Medium-Voltage Distribution Network Structure Based on SAIDI Data and Load Moment Analysis
[NO] 1258/1834 | Early Detection and Categorization of Cervical Cancer Cells Using Deep Learning Technique
[NO] 1259/1834 | Optimal Capacity Mix to Meet Incremental Peak including Green Data Center Loads
[NO] 1260/1834 | A Survey on Platform-Level Data Quality: From Visibility to Controllability
[NO] 1261/1834 | Energy-Efficient User Grouping-Based Federated Learning with UAV Assistance
[NO] 1262/1834 | ThermalTexture: Temperature-Integrated Surface Rendering Using Thermal Referral Induced by Texture Slip-Feedback
[NO] 1263/1834 | IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems publication information
[NO] 1264/1834 | Predefined-time convergence terminal sliding mode guidance laws against angle constraints
[NO] 1265/1834 | Observer Sequence Analysis for High-Speed IPMSMs Sensorless Drive
[NO] 1266/1834 | A Middle-Capacitor-free Two-Stage 48V to 1-1.2V Converter using Fixed 0.5 Duty-Cycle Switched-Capacitor
[NO] 1267/1834 | Probabilistic Disaggregation of Behind-the-Meter PV Systems Using Conformal Prediction
[NO] 1268/1834 | Suppressing Mobility Overestimation in Electrolyte-Gated Transistors Using an AC Small-Signal Method
[NO] 1269/1834 | AI-Empowered Performance Optimization of Cooperative Perception for Connected and Automated Vehicles
[NO] 1270/1834 | Dark-EvGS: Event Camera as an Eye for Radiance Field in the Dark_supp1-3674360.pdf
[NO] 1271/1834 | Real-Time Rail Potential Regulation in Flexible DC Traction Power Systems Based on a Physical-Meaning-Inspired Optimization Algorithm
[NO] 1272/1834 | A Multi-Device Ground-Air Collaborative Path Planning Method with Hierarchical Architecture Based on Search-Enhanced Walrus Optimizer
[NO] 1273/1834 | Fog-Enabled IoT for Biomedical Imaging: A Comprehensive Review with Deep Learning Perspectives
[NO] 1274/1834 | ReplayOpt: Optimizer-State Replay to Resolve Critical-Path Bottlenecks in Offloaded Training
[NO] 1275/1834 | Research on high-order Vese Osher model based on partial differential equation and its application in planetary gearbox fault diagnosis
[NO] 1276/1834 | Surface estimation of translucent materials: an application to fabric digitization_supp1-3676259.pdf
[NO] 1277/1834 | Severity of Diabetic Foot Ulcer Patients Prediction using a Hybrid and Machine Learning Techniques
[NO] 1278/1834 | Advancements in Design and Testing of IDRA, a Modular Inflatable Robotic Arm for Space Applications
[NO] 1279/1834 | Neural Network-Based Prediction of Inter-Area Mode Parameters from Bus Voltage Phasors
[NO] 1280/1834 | Comparison of Active Frequency and Voltage Support Capabilities of Grid-Forming and Grid-Following Converters
[NO] 1281/1834 | Enhancing Machining Performance of AISI 1018 Steel in EDM Using Axial Magnetic Field Assistance: A Taguchi-Based Experimental Study
[NO] 1282/1834 | Security Defense of False Data Injection Attacks for Frequency Stability of Wind Farms Based on Tube Model Predictive Control
[NO] 1283/1834 | A Flash of Insight: Real-Time Meteor Shower Classification with Machine Learning
[NO] 1284/1834 | Analysis of Models for Building Dependency Parsing in Agglutinative Languages
[NO] 1285/1834 | Research on cross-vendor interoperable three-terminal differential protection synchronization technology
[NO] 1286/1834 | Blockchain-Enabled AI Architecture for Secure Patient Data Management and Trustworthy Healthcare Analytics
[NO] 1287/1834 | Renewable Energy Resource Management Using Deep Learning in Smart Grids
[NO] 1288/1834 | NFT Based Loyalty Program framework using Polygon CDK
[NO] 1289/1834 | AI-Powered System for Evaluating Water Potability and Air Quality Index Using Environmental Datasets
[NO] 1290/1834 | Trajectory Optimisation Solver for Active Trajectory Control of Model Rocket
[NO] 1291/1834 | Research on Data Processing Methods for Transmission Line Icing Monitoring
[NO] 1292/1834 | Infrared Eye Tracking: Unlocking Communication Pathways for Coma Patients
[NO] 1293/1834 | A Smooth Mode Switching Strategy Between Grid-forming and Grid-following Controls
[NO] 1294/1834 | Detecting DDPM-Manipulated Medical Images Using Contrastive Learning-based Pre-Training
[NO] 1295/1834 | A Machine Learning Framework for Early Dysgraphia Screening and Support Through Handwriting
[NO] 1296/1834 | The Evolution of Text Summarization: Advancements and Challenges in Low-Resource Languages
[NO] 1297/1834 | Multi-parameter Fusion Diagnosis and Maintenance Optimization for Electricity Metering Terminals Based on Deep Reinforcement Learning
[NO] 1298/1834 | Image Feature Extraction for Sensory Pathway Analysis in AI-Generated Virtual Influencer Content
[NO] 1299/1834 | Carbon Emission Allocation Strategy for Power System Source-Load Based on System Dynamics
[NO] 1300/1834 | Sliding-Window Spectrum Interpolation FFT for Real-Time Harmonic Estimation in Smart Metering Applications
[NO] 1301/1834 | Autonomous Legged Mobile Manipulation for Lunar Surface Operations via Constrained Reinforcement Learning*
[NO] 1302/1834 | Electromechanical Transient Modeling of Grid-Forming Converters with Fault Current Limiting Strategy
[NO] 1303/1834 | Predicting Caloric Intake based on Rice Consumption and Age Demographics using Machine Learning Algorithm
[NO] 1304/1834 | A One-Stage CNN Object Detection Framework for Automated Classification of Otoscopic Ear Diseases
[NO] 1305/1834 | Research and Application of Early Warning Method for Jamming Fault of Steam Turbine Inlet Valves in New Power System
[NO] 1306/1834 | ResUNet-X: Next-Generation Residual U-Net for Accurate Cardiac Imaging
[NO] 1307/1834 | Spiking Neural Networks Outperform Convolutional Models in Voice-Based Heart Failure Detection
[NO] 1308/1834 | HygioFog: A Fog Based Hand Sanitization System with Hand Surface Contamination Detection
[NO] 1309/1834 | Performance Analysis of Incremental Relaying based Underlay Cognitive NOMA Networks with Partial Relay Selection
[NO] 1310/1834 | A Novel Hybrid Graph-Attention Summarization with Adaptive Ranking
[NO] 1311/1834 | Study on Foam Jet Range of Compressed Air Foam Monitors Under Wind Effects for Power System Fire Protection Scenarios
[NO] 1312/1834 | Robotic push-based self-assembly of hexagonal tiles for space applications
[NO] 1313/1834 | Prediction Model of Energy Economic Operation Based on Multi-source Big Data Fusion and Deep Learning
[NO] 1314/1834 | Searching Voltage Security Region Boundary of Power Systems Utilizing Holomorphic Embedding Method
[NO] 1315/1834 | A View-Specific Few-Shot Comparison of Capsule Networks and Standard CNN Backbones on INbreast Mammography
[NO] 1316/1834 | Deep Learning Warm Starts for Trajectory Optimization on the International Space Station
[NO] 1317/1834 | Deep Learning Architecture for Land-Cover Satellite Image Classification using Transfer Learning
[NO] 1318/1834 | From Decarbonization to Health Risks: Linking Renewable Energy Transition, Heatwave and Urban Health Resilience
[NO] 1319/1834 | Hybrid STAR-RIS-Assisted Short Packet ISAC Systems: Transmission Paradigm and Resource Optimization
[NO] 1320/1834 | Ontology Engineering Framework for Space Systems Data Repository
[NO] 1321/1834 | Evaluating the Effectiveness of Q-Learning in Ant Colony Optimization for the Traveling Salesman Problem
[NO] 1322/1834 | Unilateral Assistance Using a Lightweight and Back-drivable Hip Exoskeleton
[NO] 1323/1834 | Contrastive Learning for Modeling Sensitive Attributes in Fairness-Aware Recommendation
[NO] 1324/1834 | Non-Contact Enhanced Photoacoustic C
                    <sub>2</sub>
                    H
                    <sub>2</sub>
                    Gas Sensor Based On Multiple excitation
[NO] 1325/1834 | Power Quality Improvement in Nonlinear Lighting Load Applications Using Shunt Active Power Filter Control
[NO] 1326/1834 | Fingerprinting Localization based on Super Resolution CSI Features
[NO] 1327/1834 | Multi-Source Assessment of Machine Learning Models and Atmospheric Correction Products for Chlorophyll- Retrieval in Meso&amp;#x2011;Eutrophic Waters: Application to Hamilton Harbour, an Area of Concern in Lake Ontario, Canada_supp1-3676135.docx
[NO] 1328/1834 | Agile Flight Through Tilted Spaces Using a Single-Servo Tilt-Rotor Quadrotor
[NO] 1329/1834 | Research on Human Action Recognition Based on WiFi CSI Using Improved Parallel Neural Network
[NO] 1330/1834 | TalkingEyes: Pluralistic Speech-Driven 3D Eye Gaze Animation_supp2-3674699.mp4
[NO] 1331/1834 | Surface Offsetting: A Survey from Geometric Construction to Neural Implicit Representations
[YES] 1332/1834 | Are They All Good? Evaluating the Quality of CoTs in LLM-based Code Generation
