[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[NO] 1633/1824 | Advancing Oceanic Climatic Predictions with Artificial Intelligence: A Study of Ozone and Atmospheric Factors in Climate
[NO] 1634/1824 | Generative AI–Based Augmentation and Validation of Smartwatch PPG Signals
[NO] 1635/1824 | Lung Pneumonia Detection using Matlab
[NO] 1636/1824 | Machine Learning-Aided Modeling and Performance Prediction of Broadband Photonic Networks
[NO] 1637/1824 | Hybridization of Case-Based Reasoning and AI Model for Intelligent Estimation of Building Costs
[NO] 1638/1824 | Rolling Bearing Fault Diagnosis: A Deep Learning Model Based on VMD and CNN-BiGRU-Attention
[NO] 1639/1824 | A Comparative Analysis of the Block Placement Policies in Apache Hadoop 3.4.1 - A Comprehensive Study
[NO] 1640/1824 | A Holistic Model for Managing Construction Projects through Artificial Intelligence, Data Science, and IoT
[NO] 1641/1824 | Bridging Analytics and Sustainability: Role of Digital Transformation Adoption
[NO] 1642/1824 | A Deep Dive into Healthcare Related Vision AI Applications
[NO] 1643/1824 | IEEE Journal of Selected Topics in Quantum Electronics Edics
[NO] 1644/1824 | Analyzing Sustainability Messaging in Large-Scale Corporate Social Media
[NO] 1645/1824 | Can Multimodal Large Language Models Understand Graphic Design? A Comparative Study
[NO] 1646/1824 | A Water-Cooled Modular DC Power Supply with pulse loading capability for Solid State RF Amplifiers
[NO] 1647/1824 | Study on Pulse-taking Pressure Sensor based on Surface Acoustic Wave
[NO] 1648/1824 | IEEE Open Access Publishing
[NO] 1649/1824 | Advancing Small Unmanned Aerial Systems Simulation Testing in Realistic Windy Conditions
[NO] 1650/1824 | Multi-View Stereo with Holistic Guidance of Collaborative Geometric Priors
[NO] 1651/1824 | Message from the Program Chair
[NO] 1652/1824 | Digital Technologies in Diagnosing Maternal and Child Nutrition Deficiencies for Improved Health Outcome
[NO] 1653/1824 | Thermoelectric Generator Optimisation for Electrical Oven Waste Heat Recovery at Low Temperatures
[NO] 1654/1824 | Empowering Rural Women Through Technology: The Voice Rozgar Sakhi Fellowship Program
[NO] 1655/1824 | IEEE IWCIA2025 Author Index
[NO] 1656/1824 | M-EL2N: Data-Efficient Fault Injection Through Sample Difficulty Analysis
[NO] 1657/1824 | An Electrode Tuning Strategy for Enhancing the Effective Linear Range of Battery-Type Flexible Pressure Sensors
[NO] 1658/1824 | Phase-Synchronization-Based Federated Learning for Edge Computing Over Decentralized Networks
[NO] 1659/1824 | WRNN and CAT based few-shot learning fault diagnosis for bearing
[NO] 1660/1824 | Radiometric Observation of Brightness Temperature Fluctuations on a Clear Summer Day in the Mid-latitudes
[NO] 1661/1824 | Muscle Fatigue Assessment based on Physiological Signals
[NO] 1662/1824 | Is Fairness Enough? The Impact of Expectation Disconfirmation on Job Pursuit Intention in AI-Enabled Recruitment
[NO] 1663/1824 | Spectral Vs. Spatial Pruning: Fault Resilience Analysis for Extremely Sparse DNNs
[NO] 1664/1824 | Uplink Rate Splitting Multiple Access Based Multi-AUV Data Transmission Strategy for Advanced Underwater Acoustic Communication
[NO] 1665/1824 | Facial Images Dataset for Early Screening of Autism Children Using Convolutional Neural Network
[NO] 1666/1824 | Emulating SDC-1 Hardware Faults Through Application Level Bit-Flip Injections in QNNs
[NO] 1667/1824 | Dust Acoustic Waves With Arbitrary Dust Polarity and Regularized Kappa Distributed Electrons
[NO] 1668/1824 | Design and Vibration Resistance Performance Analysis of Gallium–Indium Liquid Metal Interconnect Structures at Board Level
[NO] 1669/1824 | Stream-Adaptive Quantization and Power Allocation in Fronthaul-Constrained MIMO Systems
[NO] 1670/1824 | Activity, Channel, and Carrier Frequency Offset Estimation for Cell-Free Massive MIMO
[NO] 1671/1824 | An Interpretable CNN-Attention Model for Student Performance Prediction and Factor Analysis in Cloud-Based Digital Reading Systems
[NO] 1672/1824 | Machine Learning-Based Attack Detection System with AES Encryption for Secure CSV Data Processing
[NO] 1673/1824 | Skin Disease Detection Using Convolutional Neural Networks and Image Processing
[NO] 1674/1824 | Can Avs Prevent Traffic Accidents
[NO] 1675/1824 | AI Facial Recognition for Timekeeping Using YOLOv8 with Ensemble
[NO] 1676/1824 | Predective Energy Management Hybrid Grid Connected System
[NO] 1677/1824 | Enhancing QECC Measurements with Classical Polar Codes: Insights From Toric Codes
[YES] 1678/1824 | Evaluating Fallback Strategies for Reliability in Large Language Model Systems
[NO] 1679/1824 | Deterministic Hyper-Parameter Optimisation in the Era of Deep and Foundation Models: Methods, Challenges, and Future Outlook
[YES] 1680/1824 | Evolutionary and Extensive Threats Taxonomy for Internet of Things Architectures
[NO] 1681/1824 | Forecasting Regional Economic Disparities in the Philippines Using ARIMA and K-Means Clustering
[NO] 1682/1824 | Deep Reinforcement Learning for Autonomous Control and Optimization in 5G Communications
[NO] 1683/1824 | Partitioning the Sample Space for a More Precise Shannon Entropy Estimation
[NO] 1684/1824 | Sentiment Analysis in Indonesian on Twitter Using BERT Models with Lexicon-Based Preprocessing
[NO] 1685/1824 | Method for Evaluating the Empirical Characteristics of Radio Signal Detection Algorithms in Radio Monitoring Tasks
[NO] 1686/1824 | Achieving Sub-Frame Precision Speech Segmentation Through Computational Multimodal Analysis: Bridging Neuroscience Requirements with Engineering Solutions
[NO] 1687/1824 | Deep CNN vs. Transfer Learning: A Comparative Study on Multi-Script Identification
[YES] 1688/1824 | Scientific Software in the Age of Vibe Coding
[NO] 1689/1824 | Mamdani Fuzzy Logic-Based Speed Control for Coffee Bean Drum Dryers
[NO] 1690/1824 | Optimization of a Palmprint Recognition System Based on 3D Ultrasound Images Captured with Compound Plane Wave Imaging Techniques
[NO] 1691/1824 | A Comparative Note on Q-Learning and Expected Sarsa for Inventory Control
[NO] 1692/1824 | MAS-LLaVA: Motion-Aware Adaptive Sampling for Training-Free Video Large Language Models
[NO] 1693/1824 | Detecting Virtual Currency-Based Money-Laundering Accounts in Online Social Networks
[NO] 1694/1824 | Exploring the Transformation and Development Path of Teachers' Profession in the Era of Artificial Intelligence: A Quantitative Study Based on Dongguan, Guangdong Province
[NO] 1695/1824 | Forward Blockchain and AI-Based Smart System
[NO] 1696/1824 | High-Level Framework for AI-based Teaching and Learning in Construction Management
[NO] 1697/1824 | A Review of Optical Communication and its Applications in IoT
[NO] 1698/1824 | Clinical Applications and Efficacy of Muscle Suit
[NO] 1699/1824 | IPO Performance Predictor: Using Pre-Listing Sentiment and Fundamentals
[NO] 1700/1824 | Comparative Design of Vedic Multiplier Using CMOS GDI and SAPON-GDI Technology
[NO] 1701/1824 | AirClick: A Smart Ring for Seamless Device Control
[NO] 1702/1824 | Epilepsy Simulation With AI-Driven Insights &amp; Detection - EpiSimAiD
[NO] 1703/1824 | Determinants of User Trust and Intention to Use Food Delivery Apps in Vietnam: The Pivotal Role of AI Chatbots and E-Service Quality
[NO] 1704/1824 | IPFS in Perspective Lightweight Positioning of Decentralized Storage Systems Toward Data Sovereignty
[NO] 1705/1824 | Adoption of Blockchain Consortium Model to Enhance Transparency of Bond Investment
[NO] 1706/1824 | Real-Time Data Processing in Business Communication of B2B Supply Chain
[NO] 1707/1824 | Predicted Modelling of Traffic Flows Behaviours on Regular Networks with Roundabouts
[NO] 1708/1824 | Intelligent Hybrid Edge–Cloud AI Predictive Maintenance for Industrial Electrical Systems
[NO] 1709/1824 | Augmented Reality Face Filters: Identity, Technical Challenges, and Ethical Implications
[NO] 1710/1824 | Analysis of FreeRTOS and Contiki Scheduler Performance with Scalable Task Loads on a Uniform Platform
[NO] 1711/1824 | Optimization of Solar Power Plant (PV-Battery) Using Hydrogen Energy Storage System (HESS) for Telecom Tower Application
[NO] 1712/1824 | Modeling of the Technological Labor Market Under Markov Switching and Poisson Approximation
[NO] 1713/1824 | Classification of AI-Driven Job Growth Across Industries Using KNN Algorithm
[NO] 1714/1824 | The Possibility and Feasibility of Artificial Intelligence Optimizing the Allocation of Rural Education Resources
[NO] 1715/1824 | Application of NARX Artificial Neural Networks in Control Systems of Hot Rolling DC Electric Drives
[NO] 1716/1824 | Analysis of the Eeg Signals on Carnatic Music Ragas Using Signal Processing Techniques
[NO] 1717/1824 | WealthWise: An AI-Based Stock Analysis Tool
[NO] 1718/1824 | Lossless ECG Compression Technique for Low Power Devices
[NO] 1719/1824 | Strategic Generative AI for Machine Learning in Economic Environments
[NO] 1720/1824 | Beyond CVEs: Untracked Vulnerabilities in Public Issue Trackers
[NO] 1721/1824 | A Cross-Domain Authentication and Key Agreement Scheme for Industrial IoT
[YES] 1722/1824 | Large-Scale Multi-Objective Sensor-Weapon-Target Assignment Optimization: Benchmark Suites and Knowledge-Driven Heuristics
[NO] 1723/1824 | Gaussian Process Regression of Steering Vectors With Physics-Aware Deep Composite Kernels for Augmented Listening
[NO] 1724/1824 | Nurse Rostering Constrained by Physiological-Psychological State Evolution
[NO] 1725/1824 | Gaze Authentication: Factors Influencing Authentication Performance_supp1-3683824.pdf
[NO] 1726/1824 | Table of Contents
[NO] 1727/1824 | Decision Support: QR-Code Based Visitor Log System with Data Analytics
[NO] 1728/1824 | Two-Stage Self-Supervised Graph Neural Networks and Reinforcement Learning for Adaptive Power Grid Reconfiguration
[NO] 1729/1824 | Toporiskformer-GNN: A Topological Riskaware Graph Transformer for Cybersecurity Anomaly Detection and Risk Assessment
[NO] 1730/1824 | Machine Learning Approach for Pneumonia Detection from X-Rays Amid H3n2 Virus Spread
[NO] 1731/1824 | AI-Assisted Azimuth Optimization in Cellular Networks for IoT Applications Using Genetic Algorithms and Atoll Simulations
[NO] 1732/1824 | Nishkarsh: An AI-Based Multimodal Political Bias Detection System for Indian News Media
[NO] 1733/1824 | Investigation of Microwave-Convective Drying Techniques for Cranberries
[NO] 1734/1824 | Marketing Personalization in Hospitality: A K-Modes Clustering Approach
[YES] 1735/1824 | Distributed RAG Framework for Enterprise Systems
[NO] 1736/1824 | CyberSentinel: An AI-Powered Secure Browser with Parental Dashboard and Automated Website Blocking for Child Safety
[NO] 1737/1824 | A Transfer Learning Framework for Multimodal Emotion Detection using Wav2Vec, EfficientNet, and LSTM
[NO] 1738/1824 | Intelligent Graph-Convolutional Cleaner Fish Attentive Network for Personalized E-Learning Recommendation in IT
[NO] 1739/1824 | Retrieval-Augmented Question Answering for Dukcapil SOPs: Synthetic-Context Fine-Tuning and Chunking Design
[NO] 1740/1824 | Design and Evaluation of a Continuous Testing Framework for Automated Front-End Validation in Student Attendance Systems
[NO] 1741/1824 | LOOL: Low-Overhead, Optimization-Log-Guided Compiler Fuzzing
[NO] 1742/1824 | WiFi-based Activity Recognition Empowered Consumer Healthcare with Kolmogorov-Arnold Network
[NO] 1743/1824 | Message from the Chairman
[NO] 1744/1824 | Empowering Rural Women Through Sustainable Cooking Solutions: A Human-Centric Approach to Clean Energy in Kalakrai, India
[NO] 1745/1824 | Satellite Reliability Analysis Using Mathematical Prediction Models: A Case Study of Satellite Anomalies
[NO] 1746/1824 | Preface: ICCBDCS 2025
[NO] 1747/1824 | A Low Profile S-Band Antenna for 1U CubeSat Communication Systems
[NO] 1748/1824 | Empowering Women Through Next-Generation Connectivity: Analyzing the Impact of 5G Networks on Women's Economic and Social Development in Kerala
[NO] 1749/1824 | The Influence of Financial Performance on Women Representation in Films: A Supervised Machine Learning Approach to Analyzing Bechdel Test Outcomes
[NO] 1750/1824 | Empirical Insights into Female Gen Z's Perception and the Factors Influencing the Adoption of AI-Powered Customer Service Chatbots
[NO] 1751/1824 | Minimax-Type Band-Pass Filters with Full-Band Center-Frequency Tuning and Narrow Transition-Band
[NO] 1752/1824 | Optimal Load Level Adjustment Policy for Balanced Systems in Shock Environment
[NO] 1753/1824 | Bias-Dependent Total Ionizing Dose Effects in p-GaN Gate HEMTs: Capacitance-Based Charge Mapping and Defect Identification
[NO] 1754/1824 | A Sensor-Aware Phenomenological Framework for LiDAR Degradation Simulation and SLAM Robustness Evaluation
[NO] 1755/1824 | A Heatmap-Guided Two-Stage Framework for Energy-Efficient UAV-assisted IoT Data Collection
[NO] 1756/1824 | Modulation Dynamics of Ion Acoustic Envelope Modes and Associated Solitary, Shock, and Rogue Waves in a Viscous Electron–Positron–Ion Plasma
[NO] 1757/1824 | Single-Stage Three-Phase AC-DC DAB Converter With Y-Connected Transformer Winding
[NO] 1758/1824 | Point Cloud Semantic Segmentation Based on Boundary Awareness and Multi-scale Spatial Descriptors
[YES] 1759/1824 | A Bayesian Optimization Method for Design Space Exploration of Processors with Efficient Evaluation Budget Allocation
[NO] 1760/1824 | IEEE Photonics Technology Letters Information for Authors
[NO] 1761/1824 | A Constant-Gain Equation-Error Framework for Airliner Aerodynamic Monitoring Using QAR Data
[NO] 1762/1824 | Interpretable Trust Assessment of Early Warning for Driver-Assistance Systems Using EEG
[NO] 1763/1824 | Linear and Nonlinear Propagation Models for Coupled-Core Multi-Core Fibers
[YES] 1764/1824 | Attention Shaping for GenAI Security Risks
[NO] 1765/1824 | Constrained Diffusion Models for Synthesizing Representative Power Flow Datasets
[NO] 1766/1824 | Model Predictive Active Damping Control of Dual Active Bridge Converter With Input LC Filter
[NO] 1767/1824 | Oscillation Mechanism and Cooperative Optimization Control Strategy for MMC-HVDC and DC Voltage Divider
[NO] 1768/1824 | Multi-Tone Side-Channel Noise Mitigation in an SST
[NO] 1769/1824 | PCS-UNETR: A Physically Constrained SwinUNETR Model for Robust Seismic First Arrival Picking
[NO] 1770/1824 | Benchmarking Multimodal Large Language Models for Forensic Sciences: A Comprehensive Dataset and Evaluation Framework
[NO] 1771/1824 | DistilBERT-Based Hybrid Architecture for Phishing URL Detection
[NO] 1772/1824 | A Miniaturized, Wideband and High-Gain Omnidirectional Dielectric Filled Fabry–Pérot Cavity Antenna
[NO] 1773/1824 | Modulated Lapped Transform Based OFDM-IM with Low Complex Deep Neural Network Detector
[NO] 1774/1824 | A Piezoelectric MFC Enabled Active Micro-Force Sensor with High Range-to-Resolution Ratio for Cross-Scale Robotic Cell Micromanipulation
[NO] 1775/1824 | Uncooled Poisson Bolometer for High-Speed Event-Based Long-wave Thermal Imaging
[NO] 1776/1824 | Text-guided Vision Token Reduction with Low-rank Adaptation for Efficient Visual Grounding
[NO] 1777/1824 | A Wireless Microwave Monitoring System for Measuring the Pollutants of Triclosan and Glyphosate in Water
