[2026-03-13 09:27:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-12
正在获取论文...
[arXiv] 2026-03-12 | Rediscussion of eclipsing binaries. Paper XXIX. The F-type twin system BS Draconis
[NO] 1703/1881 | Toward Climate-Adaptive Low-Carbon Power System Planning: A Multistage Stochastic Framework Considering Climate Uncertainties
[NO] 1704/1881 | Crypto-Assisted Graph Degree Sequence Release under Local Differential Privacy
[NO] 1705/1881 | Energy-Efficient Spiking Attention YOLO Network for SAR Ship Detection
[NO] 1706/1881 | The Effect of the COVID-19 Pandemic on Stock Return in Technology Sector Companies on the Indonesian Stock Exchange
[NO] 1707/1881 | Active–Subspace Particle Filtering for Efficient Inference in High-Dimensional State-Space Models
[NO] 1708/1881 | Bat-Grid SLAM: Bio-Inspired Active SLAM Approach Using Neural Grid Cells for Autonomous Navigation
[NO] 1709/1881 | Performance Dynamics in Big Data Cloud Streaming Systems
[NO] 1710/1881 | Modeling, Sizing and Simulation of a Water Pumping System Based on an Induction Motor and a Centrifugal Pump
[NO] 1711/1881 | Editorial Interview: Proliferating Free-Space Laser Communications for Space-Based Networks and Scientific Exploration
[NO] 1712/1881 | Retrospective motion correction in MRI using disentangled embeddings
[NO] 1713/1881 | Coherent Signal DOA Estimation for Coprime EMVS Array via TNN Minimization
[NO] 1714/1881 | Digitalization of MSME Financial Records: The Foundation of Innovation and Sustainable Industrialization in Indonesia
[NO] 1715/1881 | The Role of Word of Mouth and Social Media in Indonesian MSMEs Recruitment Through the Lens of Social Capital
[NO] 1716/1881 | Design and Implementation of a Multi-Agent Testing Platform for Autonomous Driving Simulation
[NO] 1717/1881 | Adaptive Underactuated Robotic Gripper with Gear-Multi-Link Mechanism for Composite Grasping*
[NO] 1718/1881 | Optimizing User Experience at Bfresh Dental Care Clinic: Usability Testing Analysis and Efficiency Improvement
[NO] 1719/1881 | Real-Time Robot Perception and Response for Luggage Carrying Service
[NO] 1720/1881 | Enhancing Student Well-being Through Generative AI: A Design Science Approach to Creative Learning
[NO] 1721/1881 | Diffusion Models Learn Low-Dimensional Distributions VIA Subspace Clustering
[NO] 1722/1881 | Deep Reinforcement Learning for Integrated Order Picking and Inventory Control
[NO] 1723/1881 | Implementing Real-Time Retail Shelf Monitoring via YOLOv8 on a ROS-Based Mobile Robot
[NO] 1724/1881 | Multi-turn Planar Magnetic Loop Antenna for Surface Partial Discharge Detection
[NO] 1725/1881 | The Influence of Corporate Culture on Employees’ Organizational Identification in The St. Regis Shanghai Jingan
[NO] 1726/1881 | Molecular-driven Multi-view Hypergraph Contrastive Learning for Drug-Drug Interaction Prediction
[NO] 1727/1881 | Towards Generalizable Deepfake Detection via Forgery-aware Audio-Visual Adaptation: A Variational Bayesian Approach
[NO] 1728/1881 | Passivation-Free Ga-Polar AlGaN/GaN Recessed-Gate HEMTs on Sapphire With 2.8W/mm P
                    <sub>OUT</sub>
                    and 26.8% PAE at 94 GHz
[NO] 1729/1881 | BD-YOLO: Boosting Small Bridge Detection via Edge-Aware Super-Resolution and Gabor-Laplacian Convolutions
[NO] 1730/1881 | “What’s the Robot Doing Now?”: Towards Accessible Social Robotic Demos for People with Sight Loss
[NO] 1731/1881 | Informing Robot Wellbeing Coach Design through Longitudinal Analysis of Human–AI Dialogue
[NO] 1732/1881 | Meet IRIS: An Interactive Robotic Experience for Exploring Life Purpose
[NO] 1733/1881 | Suzume-chan: A Pet-as-a-Friend Plush Agent for Bedside Guidance and Nursing-Relevant Logging
[NO] 1734/1881 | Learning from Human-Dog Collaboration: Towards the Design of Search and Rescue Robots
[NO] 1735/1881 | SEMIAC: A Two-Site Human-Robot Collaboration Dataset for Exploring Socially-Enriched Models for Implicit Action Coordination
[NO] 1736/1881 | Designing a Robotic Guide Dog for Trustworthy Human-Robot Coexistence
[NO] 1737/1881 | Before Robots Learn, Students Must: Trade-Offs in Educating Future Roboticists
[NO] 1738/1881 | BPM-HRI: Best Practices and Methods in HRI Research
[NO] 1739/1881 | More Than Human-Robot Interaction (Keynote)
[NO] 1740/1881 | MIRAbot: A Robotic Rearview-Mirror Assistant for Conditional Automated Driving
[NO] 1741/1881 | An Underactuated Variable Stiffness Continuum Robot with Multi-Layer Jamming Spherical Joints
[NO] 1742/1881 | IEEE Transactions on Emerging Topics in Computing Publication Information
[NO] 1743/1881 | Development of An Edge Computing System for Estimating Root Mean Square and Median Frequency of Surface Electromyogram with Mechanomyograms
[NO] 1744/1881 | An Integrated Auxiliary Power System for High-Speed Electromagnetic Suspension Maglev Trains
[NO] 1745/1881 | CNN-based vessel tracking in infrared images with an unmanned wing-in-ground vehicle
[NO] 1746/1881 | Learning Prompt Adapters for Forgetting-Free Continual Image Super-resolution
[NO] 1747/1881 | Observer-Based Adaptive Prescribed Performance Control for Vehicular Platoons With Actuator Faults and Mixed Dead Zone–Saturation Constraints
[NO] 1748/1881 | Breaking the Bottleneck of Heterogeneity in Federated Learning Through GBG: Grouping, Block Training, and Global Distillation
[NO] 1749/1881 | Edge ML and IoT-Based Real-Time Detection of Unauthorized Connections in Low Voltage Power Distribution
[NO] 1750/1881 | A Subnanosecond Rising Edge High-Voltage Ultrashort Pulse Generator Based on Diode Opening Switch and Avalanche Transistor Module
[NO] 1751/1881 | Spatiotemporal Dynamic Hypergraph Neural Network for Large-scale Long-term Online Precipitation Forecasting
[NO] 1752/1881 | OFDM-Based Underwater Visible Light Communication
[NO] 1753/1881 | CALIPSO-Guided Dual-branch Network with Spectral-Spatial Attention for Himawari-8 Sea Fog Detection
[NO] 1754/1881 | Bilateral Sharpness-Aware Minimization for Flatter Minima
[NO] 1755/1881 | Early Warning of Extreme Weather-Induced N-$k$ Contingencies Leveraging Spatio-Temporal Analysis of Historical Event Sequences
[NO] 1756/1881 | Emergency-Aware and Frequency-Constrained HVDC Planning for a Multi-Area Asynchronously Interconnected Grid
[NO] 1757/1881 | Hybrid Lightweight Soft Error Mitigation Techniques for Edge Devices
[NO] 1758/1881 | Decentralized Model-Based Policy Optimization for Cooperative Intersection Management
[NO] 1759/1881 | Exploring Enhancements to 1T1C FeMFET Bitcells with a Versatile DTCO Methodology
[NO] 1760/1881 | Towards an Optimization-Driven Deep Learning Framework for Multi-Class Brain Tumor Detection in MRI Imaging
[NO] 1761/1881 | Human–Machine Interface in Orange Technology: A Care-Oriented Framework for Trust in International Medical Tourism
[NO] 1762/1881 | Benchmarking electrical, thermal, and mechanical performance of various industrial REBCO coated conductors for magnet applications
[NO] 1763/1881 | Mastering Software Technology: The Journey Ahead
[NO] 1764/1881 | Cascade Computation of Second Order Information for Efficient Optimization of Multi-Argument Objective Functionals
[NO] 1765/1881 | Machine Learning for Intelligent Data Integration in Cloud-Native Architectures: Techniques and Applications for the Retail Domain
[NO] 1766/1881 | The Influence of Big Five Personality Traits on Compulsive Buying Behavior: The Mediating Role of Hedonistic Shopping Motivation Among Indonesian Fashion Consumers
[NO] 1767/1881 | Research on DeepEEG Model for Classifying EEG Relaxation States Based on CNN-BiLSTM and Multi-Head Attention
[NO] 1768/1881 | CG-UIE: A Category-Guided Universal Information Extraction Framework for Event Extraction
[NO] 1769/1881 | Effect of Process Parameters on the Performance of Deep-sea Fiber-optic Hydrophone
[NO] 1770/1881 | Frequency Selective Absorber-Enhanced Flexible CP MIMO Antenna for mmWave Wearable IoT
[NO] 1771/1881 | Hybridised Stator Characterisation Technique to Accurately Estimate the Peak Performance of Automotive Electric Machines
[NO] 1772/1881 | An Input-Driving-Relaxed Noise-Shaping SAR ADC with Amplifier-Reused In-Loop Buffering and NTF Leakage Reshaping
[NO] 1773/1881 | Robust Federated Learning With Double Denoising
[NO] 1774/1881 | Radar Cross Section Gradient Calculation of Coated Aircraft Based on the Adjoint Method and Improved Self-Dual Integral Equations
[NO] 1775/1881 | A Self-Decoupled Microstrip Antenna via Inhomogeneous Substrate Manipulation
[NO] 1776/1881 | Approximate Inverse Model Explanations as a Model-Agnostic Framework for Linking Musical Scores and Performance
[NO] 1777/1881 | When to Explain: Field Study Insights on Robot Failure Explanations for Older Adults
[NO] 1778/1881 | DiffusionCinema: Text-to-Aerial Cinematography
[NO] 1779/1881 | Episodic Social Memory via Per-Episode LoRA Adapters for Social Robots
[NO] 1780/1881 | A Joint Graph-Cut Channel Estimation Method for Multi-user Holographic MIMO
[NO] 1781/1881 | An Integrated 0.3–145-GHz Dual-Directional Coupler and Its Packaging and Application in VNA Systems
[NO] 1782/1881 | Bridging Psychological Safety and Skill Guidance: An Adaptive Robotic Interview Coach
[NO] 1783/1881 | SCC 2025 Copyright Page
[NO] 1784/1881 | SCC 2025 Copyright Page
[NO] 1785/1881 | Bickering Benches: Exploring Playful Interaction in Post-Anthropocentric HRI
[NO] 1786/1881 | Table of Contents
[NO] 1787/1881 | SCC 2025 Copyright Page
[NO] 1788/1881 | CAIT 2025 TOC
[NO] 1789/1881 | Roboticist’s Guide to Working with Children: A Playful by Design Workshop
[NO] 1790/1881 | Building Resilient ISAC in Maritime IoT: Dynamic Attack Detection and Energy-Efficient Scheduling Under DoS Jamming
[NO] 1791/1881 | Anonymous Messaging Made More Flexible with PingPong
[NO] 1792/1881 | VLSI-SoC 2025 List Reviewer Page
[NO] 1793/1881 | A Federated Multi-Task, Multi-View Metatransformer with Causal-Acoustic Attention for Infant Cry Classification
[NO] 1794/1881 | Deepfake Video Detection Using Swin Transformer and LSTM: A Hybrid Approach for Facial Feature Analysis
[NO] 1795/1881 | Augmented Reality and Mixed Reality in the Factory of the Future: A Bibliometric Analysis
[NO] 1796/1881 | Surface Type Classification Using AIEM-Simulated Radar Scattering and Supervised Machine Learning: A Physics-Aware Approach
[NO] 1797/1881 | REE-ML: A Renewable-Aware and Energy-Efficient Machine Learning Framework for Cloud Environments
[NO] 1798/1881 | Feedback-Driven AI Workload Emulation for Big Data Cloud Systems
[YES] 1799/1881 | Cultivating Security: Debug Authentication for Ensuring the Security of SoC’s Root of Trust
[NO] 1800/1881 | C-EQ-ALINEA: Distributed, Coordinated, and Equitable Ramp Metering Strategy for Sustainable Freeway Operations
[NO] 1801/1881 | Fairness Evaluation of Client Selection Methods in Federated Learning: A Comparative Study
[NO] 1802/1881 | Broadening Participation in Engineering: A Workshop on Developing Context-Relevant Printed Circuit Board Badges
[YES] 1803/1881 | Comparative Evaluation of State-of-the-art Generative AI Models Using QCA: Performance, Adaptability, and Precision
[YES] 1804/1881 | A Case Study on the Migration of a High-Level PI Controller to ASIC-Compatible HDL Representation
[NO] 1805/1881 | Evaluating Information System Governance in Primary Schools Using COBIT 5 Framework
[NO] 1806/1881 | A Hybrid CNN-Machine Learning Framework for Deception Detection Using Facial Landmark Analysis
[NO] 1807/1881 | Industrial Process Root Cause Analysis Method Based on Graph Neural Networks and Knowledge Graphs
[NO] 1808/1881 | Adaptive Neural Controller Based on PSO Algorithm Applied To Transesterification Reactor
[NO] 1809/1881 | Beyond Fair Predictions: Auditing and Mitigating Disparity in Post-Hoc Model Explanations
[NO] 1810/1881 | U-CMG: U-Shaped Cross-Domain Control Moment Gyroscope Bearing Fault Diagnosis Method
[NO] 1811/1881 | Vehicle Lateral Control for Intelligent Driving Based on Dynamic Compensation of Stanley Algorithm
[NO] 1812/1881 | How Generative AI Enhances Student Happiness: The Mediating Role of Self-Efficacy in Higher Education
[NO] 1813/1881 | Adaptive Learning System for Personalizing Secondary Education using Content-Based Filtering and Matrix Factorization
[NO] 1814/1881 | Generative AI for Technical Writing: Using Google Gemini in Vocational Electrical Engineering Education
[NO] 1815/1881 | A Torque Synthesis Method Based on Cadence Synchronization Rate for Electric Bikes
[NO] 1816/1881 | On Learning the Arithmetic Mean in 4th-Year Secondary Education using Eye-Tracking: A Pilot Study_supp1-3673125.pdf
[NO] 1817/1881 | Service Placement in Small Cell Networks Using Distributed Best Arm Identification in Linear Bandits_supp1-3670034.pdf
[NO] 1818/1881 | Error-Resilient Semantic Communication for Speech Transmission over Packet-Loss Networks
[NO] 1819/1881 | Perception-Failure-Induced Test Scenario Searching via Online Causal Reinforcement Learning
[NO] 1820/1881 | Efficient UAV Swarm-Based Multi-Task Federated Learning with Dynamic Task Knowledge Sharing
[NO] 1821/1881 | FPGA-based Sensorless PMSM Drive with Sliding Mode Observer for Velocity Tracking
[NO] 1822/1881 | PrivGITD: A High Accuracy and Privacy-preserving Graph Convolutional Network for Insider Threat Detection
[NO] 1823/1881 | CAMSAP 2025 Committees
[NO] 1824/1881 | SCC 2025 Copyright Page
[NO] 1825/1881 | Noise-resistant Land Cover Classification of SAR Images Based on Automatic Sample Extraction
[NO] 1826/1881 | Distributed Predefined-Time Leader-Follower Formation Control for Heterogeneous Wheeled Mobile Robots
[NO] 1827/1881 | Rapid Dispersion Compensation and Dispersion Measurement in Optical Coherence Tomography
[NO] 1828/1881 | Single-Phase Isolated Bidirectional Bipolar Output Buck-Boost AC–AC Converter With Safe-Commutation
[NO] 1829/1881 | Resource Allocation for Time-Sensitive Services in Centralized Optical and Wi-Fi Access Networks
[NO] 1830/1881 | A 23.4–42.1-GHz Fractional-N Synthesizer With ADC-Based Direct Phase Digitization
[NO] 1831/1881 | Algal Blooms in Inland Waters: A Comprehensive Review of Monitoring Techniques, Dataset, Challenges, and Prospects
[NO] 1832/1881 | Perception–Awareness–Decision: Socially‑Aware Robot Navigation and Interaction
[NO] 1833/1881 | Making Space for Research: A Methodology for Studying Proxemics and Bonding in Real-World Group-Agent Interactions
[NO] 1834/1881 | Giving Robots a Hard Time: A Field Experiment on the Role of Robot Politeness and Social Norms for Robot Bullying
[NO] 1835/1881 | Designing Social Robots with Ethical, User-Adaptive Explainability in the Era of Foundation Models
[NO] 1836/1881 | Evaluating Tactile Perception of Robot-Controlled HIFU Embossing
[NO] 1837/1881 | Fluid-Xpress: Emotion-Aware Dual-Loop Framework for Empathic Facial Reaction in HRI
[NO] 1838/1881 | Who’s the Boss? Attributions of Control Influence Blame toward Robot Decision-Makers
[NO] 1839/1881 | Task-Based Analysis of Augmented Reality in Collaborative Robotic Programming for Manufacturing Assembly
[NO] 1840/1881 | Developing an Integrated Behavioral Framework for Social Robots Promoting Children’s Soft Skills
[NO] 1841/1881 | Employee’s Work Motivation in The Portman Ritz-Carlton Shanghai from Herzberg’s Two-Factor Theory
[NO] 1842/1881 | Respiratory Disease Classification Using Audio Data: A Multi-Model Machine Learning Approach
[NO] 1843/1881 | Codebook-Based Port Selection and Combining for CSI-Free Uplink Fluid Antenna Multiple Access
[NO] 1844/1881 | Towards Enhanced QoS in MEC Network Slicing: A Hierarchical Closed-loop Approach to Efficient Resource Allocation
[NO] 1845/1881 | A System for UAV Obstacle Avoidance Control via Haptic Interface and Optical Tracking
[NO] 1846/1881 | A Novel Hybrid Framework for Image Denoising under Mixed Impulsive and Gaussian Noise
