[2026-05-18 23:01:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-17
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605170000+TO+202605172359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 503 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
[NO] 797/1000 | Security Issues and Evaluation of Large-Scale Inference Models: An In-Depth Analysis Based on Long Chain-of-Thought
[NO] 798/1000 | Real-Time 3D Printing Defect Detection and Temperature Optimization using Digital Image Processing
[NO] 799/1000 | A Predictive Dashboard for Ocean Plastic Accumulation using Remote Sensing and Marine Meteorology
[NO] 800/1000 | Adaptive Machine Learning Framework for Real-Time Medication Adherence Prediction in Chronic Disease Management
[NO] 801/1000 | Fast and Robust Sparse Bayesian Self-Calibration for Decoupling Gain-Phase and Mutual Coupling in Super-Resolution DOA Estimation
[NO] 802/1000 | Intelligent Penetration Testing through Integrated Knowledge Graph and Historical Decision Enhancement
[NO] 803/1000 | FPSVS:Disentangled Prompt-based Style Control for Singing Voice Synthesis with Reference Timbre via Flow Matching
[NO] 804/1000 | An Improved Spatial Gated Attention-aided Efficient ResNext for Multiple Disease Detection using Medical Image in IoMT Environment
[NO] 805/1000 | SFGANet: Smoke and Flame Global Aggregation Network
[NO] 806/1000 | Geld: Load-balanced D-Core Decomposition for Consumer GPUs
[NO] 807/1000 | DBugScribe: Automatic Database Bug Reproduction from Community Reports
[NO] 808/1000 | CMANNS: GPU-Accelerated Graph Index Construction for ANNS via Compute–Memory Disaggregation
[NO] 809/1000 | Querying Cohesive Subgraphs in Temporal Graphs
[NO] 810/1000 | Fair Data Pre?Processing with Imperfect Attribute Space
[NO] 811/1000 | Discovery of Denial Constraints with Hardware Acceleration
[NO] 812/1000 | ORDER: Optimal Routing with Path Indexing in Exchange Graph [Data-Intensive &amp; Data Science Application]
[NO] 813/1000 | Maintaining Biconnected Components in Streaming Graphs
[NO] 814/1000 | An AIoT-Enabled Fault-Tolerant Crop Recommendation System for Precision Agriculture
[NO] 815/1000 | ConsisHOI: Layout-Controlled Consistent Human-Object Interaction Image Generation via Frequency-Aware Guidance
[NO] 816/1000 | Mitigation of UE Antenna Calibration Errors via Differential STBC in Cell-Free Massive MIMO
[NO] 817/1000 | Yazh Smart Glasses: A Multimodal AI-Enabled Wearable Integrating Facial Recognition, Context-Aware Cognitive Assistance, and IoT-Driven Remote Care for Enhancing Elderly Autonomy
[NO] 818/1000 | An Optimized Crop Recommendation System using Soil pH, Rainfall, and Temperature
[NO] 819/1000 | Toward Intelligent PID Control: A Simplified MDOF Intelligent PID Framework for Robust MIMO Systems
[NO] 820/1000 | TBR-Mamba: Hierarchical Transfer Learning and Boundary-Aware Spatiotemporal Interaction Network for Forest Change Detection
[NO] 821/1000 | Intelligent Video Surveillance System with Violence Detection
[NO] 822/1000 | Hybrid Supervised Physics-Informed Neural Network for Robust Power System State Estimation
[NO] 823/1000 | Multi - Purpose Autonomous Boat for Sea Monitoring with Machine Learning
[NO] 824/1000 | Joint Relay Location and Power Allocation Optimization for Full-Duplex Relay Systems in Industrial URLLC Networks
[NO] 825/1000 | Agentic AI-Driven Machine Learning Framework for Proactive Cyber-Attack Detection and Early Threat Warning Systems
[NO] 826/1000 | A Precision Noise Modeling and Cost-Performance Optimization Framework for Discrete Biopotential Sensor Interfaces
[NO] 827/1000 | Physics-Aware Multi-Modal Sensing: Mitigating IMU Drift in Single-Anchor AUV Tracking
[NO] 828/1000 | Violent Video Detection Based on Multimodal Video-Text Fusion
[NO] 829/1000 | Dual-Domain Diffusion Networks for Ultra-Low Light Image Reconstruction in Real-TIme Autonomous Systems
[NO] 830/1000 | DSTFEformer: Dual-Scale Temporal-Frequency Ensemble Transformer for Highway Traffic Volume Prediction
[NO] 831/1000 | Degradation-Resistant Infrared-Visible Image Fusion With Auto-Generated Textual Objectives and Embedded Contrastive Learning
[NO] 832/1000 | Parallel Fusion of Swin Transformer and SKNet for Rolling Bearing Fault Diagnosis
[NO] 833/1000 | <i>DataStates-LLM</i>
                    : Scalable Checkpointing for Transformer Models Using Composable State Providers
[NO] 834/1000 | Generative Motion In-betweening by Diffusion over Continuous Implicit Representations_supp1-3693336.mp4
[NO] 835/1000 | Design and Analysis of Circularly Polarized Microstrip Patch Antenna for IRNSS S-Band Applications
[NO] 836/1000 | Predictive Multi-Domain Dynamic Body-Bias Architecture for Energy-Adaptive System-on-Chip Platforms
[NO] 837/1000 | Smart Agriculture Utilizing Attention-Guided Granger Causality Graph Neural Network for Enhanced Crop Monitoring and Management in IoT Enabled Environment
[NO] 838/1000 | KVD
                    <scp>rive:</scp>
                    A Holistic Multi-Tier KV Cache Management System for Long-Context LLM Inference
[NO] 839/1000 | MoDora: Tree-Based Semi-Structured Document Analysis System
[NO] 840/1000 | Optimized Pricing and Stochastic Modeling for EV Charging Stations using a MDP
[NO] 841/1000 | Cloud based File Storage with Encryption, Upload, Store and Manage Files with Strong AES- GCM Encryption, Uses AWS S3 for Storage and DynamoDB for Metadata Tracking
[NO] 842/1000 | A Hyper-Local Rainfall and Flood Alert System using Deep Learning and Geospatial Intelligence
[NO] 843/1000 | Joint Energy and Reliability Optimization in Hybrid Optical Acoustic Underwater IoT Networks
[NO] 844/1000 | Intelligent Multi-Layer Penetration Testing System using Hybrid AI Models
[NO] 845/1000 | Probabilistic Reinforcement-Optimized Hierarchical Temporal ECG Intelligence Framework with Immersive Augmented Reality Cardiac Electrophysiological Visualization for Translational Clinical Decision Support
[NO] 846/1000 | From Silent Automation to Conversational Intelligence: Empowering Smart Homes with LLM-Based Agents
[NO] 847/1000 | Exploration of Customer Behaviour in Real-Time E-Commerce &amp; Bi-Directional Forecasting using Adaptive Multi-Domain Attention Networks
[NO] 848/1000 | AI-Driven Predictive Maintenance System using Multisensor Fusion
[NO] 849/1000 | Pixel Watch: Robust Heart Rate Sensing from Multipath PPG and On-Device Deep Learning Trained on 10,000 hours of Free-Living and Fitness Data
[NO] 850/1000 | SADP: Spatially-Aware DCT Priors for Low-Light Image Enhancement_supp1-3693598.pdf
[NO] 851/1000 | TrustVTON: Trustworthy AI-Enabled Video Virtual Try-On with Differential Privacy for Consumer Mobile Applications
[NO] 852/1000 | First-Order Impedance Model and Impedance-Frequency Analysis of Co-Phase Traction Power System Considering Control Coordinates and Integrated Compensation
[NO] 853/1000 | Research on Deep Reinforcement Learning for Natural Language Generation and Semantic Understanding
[NO] 854/1000 | TCG-CTG: A Thinking-based Constraint Guidance Dataset for Controllable Text Generation
[NO] 855/1000 | An AHP-Based Decision Model for Applying the Principle of Proportionality to Cyber Operations
[NO] 856/1000 | Analysis of Impact Load Effect on The Ship Superstructure Sandwich Panel Using Finite Element Method
[NO] 857/1000 | Design and Characterisation of Rutin–Zinc Oxide Nanoparticle-based Smart Nano-Systems for Targeted Cancer Therapy
[NO] 858/1000 | Efficient Net-Enhanced YOLOv8/YOLOv9 for Early Lung Cancer Detection in CT: Multi-Scale Feature Fusion for Precise Lesion Localization
[NO] 859/1000 | Graph Neural Networks with Dynamic Temporal Encoding for Large-Scale Social Network Analytics
[NO] 860/1000 | SM3ChainGuard: Time-Anchored Hash Chain on Blockchain for Tamper-Evident Multimodal Data in Elderly Care Environments
[NO] 861/1000 | Ray Tracing Enabled Residual Map for Indoor Localization of Non-Cooperative Interference Source
[NO] 862/1000 | Octopus: Efficient Hypergraph Pattern Mining with Practical Processing-in-Memory Architecture
[YES] 863/1000 | Comparison and Analysis of Value Linking in Text-to-SQL systems: [Experiments &amp; Analysis]
[NO] 864/1000 | Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective
[NO] 865/1000 | DimWeaver: Dimensional Weaved Trajectory Compression
[NO] 866/1000 | Finite Time Combination Synchronization of Four-dimensional System Based on DNA Strand Displacement
[NO] 867/1000 | Replay-Enhanced Adaptive Hybrid Intrusion Detection (REA-HID) for IoT Edge Gateways
[NO] 868/1000 | Research on Roof Crack Detection under Complex Illumination and Water Accumulation Interference
[YES] 869/1000 | LIMCA: LLM for Automating Analog In-Memory Computing Architecture Design Exploration
[NO] 870/1000 | GMS-Net: Global Mamba and Multi-Scale Convolution-Based Medical Image Segmentation Network
[NO] 871/1000 | Multi-Scenario Stochastic Programming-Based Distributed Cooperative Optimization for DER Aggregation Framework and Use-Based SoC Decomposition and Visualization of DER Operation
[NO] 872/1000 | An AI-Driven Hybrid BiLSTM-Attention and Ensemble Learning Framework for Threat Detection in Smart Grids
[NO] 873/1000 | Deep Learning-based Multi-Channel CNN Framework for Early Detection of Thyroid Cancer from CT Images
[NO] 874/1000 | Deep Fake Face Detection using Multi-Domain Feature Fusion and Ensemble Learning
[NO] 875/1000 | 310Gbps Transmission and Centimeter-Level Ranging Photonic THz ISAC System
[NO] 876/1000 | Autonomous Pipeline Inspection Using Lightweight Vision-Based UAV Tracking_supp2-3693978.mp4
[NO] 877/1000 | Vulnerability-Guided Node Injection Attacks on Graph Neural Networks
[NO] 878/1000 | Hybrid Deep Learning and Machine Learning Framework for Multimodal Skin Lesion Diagnosis
[NO] 879/1000 | An Explainable Hybrid CNN-Transformer Meta-Ensemble for Chest X-Ray Diagnosis: Automated Clinical Narratives and Knowledge-Grounded Patient Communication
[NO] 880/1000 | Identification of Inconsistent Recommendations Based on Feature Matching and Screening of Recommendation Opinions
[NO] 881/1000 | Locatability and Locatability Robustness of Visual Variables in Single Target Localization
[NO] 882/1000 | P3S-DRL: A Personalized Privacy Protection Scheme Based on Deep Reinforcement Learning and Multi-factor Optimization in Spatial Crowdsourcing
[NO] 883/1000 | Predicting RANDU Using Artificial Neural Networks
[NO] 884/1000 | Numerical Study on Hydrodynamic Performance of Bio-Inspired Turbine Blade using CFD
[NO] 885/1000 | Spatial-Semantic Alignment and Change-aware Network for Remote Sensing Image Change Captioning_supp1-3690564.pdf
[NO] 886/1000 | ICSEDIS 2026 Cover Page
[NO] 887/1000 | YOLO-MSFF: An Improved YOLO11-Based Multispectral Feature Fusion Method for Object Detection
[YES] 888/1000 | VulD-SRCM: A Source Code Vulnerability Detection Model Based on Semantic Residual Compensation
[NO] 889/1000 | Structure-Aware Knowledge Composition: Enhancing Multi-hop Question Generation via Entity Relation Injection
[NO] 890/1000 | YOLOv8-based Deep Learning for Ocean Plastic Detection
[NO] 891/1000 | Robust Field-Focused Digital Twin for Real-Time Water-Quality Estimation and Alerting
[NO] 892/1000 | Security Governance Methods and Quantitative Evaluation for Enterprise SMS and Verification Code Systems
[NO] 893/1000 | Generative AI-Driven Adaptive Consistency Maintenance for Distributed Simulation Systems
[NO] 894/1000 | To Adapt or Not to Adapt, That is the Ski Question
[YES] 895/1000 | LLM-Triaged Vulnerability Analysis for Compiled DNNs
[NO] 896/1000 | Transmission-Line Circuit Modeling and Simulation Through the Theory of Periodic Sequence (TPS)
[NO] 897/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[NO] 898/1000 | Striations and Species in Low Pressure CO
                    <sub>2</sub>
                    and CH
                    <sub>4</sub>
                    Dielectric Barrier Discharge Plasmas
[NO] 899/1000 | An Air-Gap Field Modulation Model for Hybrid Stepper Motors Considering Magnetic Saturation
[NO] 900/1000 | Non-singular Fast Terminal Sliding Mode Controller Design for USV Based on the Predefined-Time Observer and Neural Network
[NO] 901/1000 | Uncertainty Quantification in Detection Transformers: Object-Level Calibration and Image-Level Reliability_supp1-3686715.pdf
[NO] 902/1000 | Radio-Frequency Power Amplifiers in MRI Systems: A Comprehensive Review
[YES] 903/1000 | Reward-SQL: Boosting Text-to-SQL via Stepwise Execution-Aware Reasoning and Process-Supervised Rewards
[NO] 904/1000 | Keynote Speaker Abstract: Prof. Yuzhu Pearl Li, Ph.D
[NO] 905/1000 | Systematic Fraction Guided Learning for Neural Partial Differential Equation Solvers
[NO] 906/1000 | DCHPC 2026 Cover Page
[NO] 907/1000 | GATEWAY: A Game Theory Model for Analyzing NYC Road Tolls and Commuter Response
[NO] 908/1000 | On The Co-polarized Hannan's Limit for Circularly Polarized Arrays
[NO] 909/1000 | A Study on Information Security of Internal Communication Bus in Fire Automatic Alarm Systems
[NO] 910/1000 | A Proactive Ransomware Defense Model for SSDs Based on AVEIO Features and Random Forest
[NO] 911/1000 | Accurate Blood Group Identification Through Fingerprint Analysis using Vision Transformer
[NO] 912/1000 | A Hybrid GAE-DNN Framework with Slime Mould Optimization for Lung Cancer Prediction
[NO] 913/1000 | Adaptive Resource Allocation in Distributed Systems Using Reinforcement Learning and Graph Neural Networks
[NO] 914/1000 | Centralized Droop-Controlled PV Multi-Microgrid System Employing a Modified Ten-Switch Inverter with Reduced CMV, Leakage Current, and Losses
[NO] 915/1000 | Frequency-Attention-Multiscale Network (FAMNet): A Deep Learning Framework for Robust Multiclass Classification of Kidney CT Images
[NO] 916/1000 | A Finite-Time Distributed Control Protocol for Multiagent Placement to Spatiotemporal Points$^\star$
[NO] 917/1000 | Low-Threshold and High-Bandwidth Green InGaN Hybrid QW-QD-like VCSELs for Visible-Light and Chip-to-Chip Optical Interconnects
[NO] 918/1000 | AI-Assisted Hybrid Deep Learning Model of Accurate Cardiac Health Assessment with Clinical and Demographic Markers
[NO] 919/1000 | MIND EASE+: AI based Mental Health Support System
[NO] 920/1000 | Computer Vision-based Detection and Segmentation of Wind Turbine Surface Damage using YOLOv8 and SAM Models
[NO] 921/1000 | Adaptive and Explainable Cybersecurity Framework for Real-Time Threat Detection
[NO] 922/1000 | A Novel Soft Sensor Based on Gating Weighted Multi-Head Self-Attention LSTM Network for Dynamic Nonlinear Processes
[NO] 923/1000 | Beyond Data: Envisioning Semantically Aware AI-Driven Wireless Networks
[NO] 924/1000 | WJAC-Dice: Weakly Supervised Joint Atlas Construction and Registration
[NO] 925/1000 | Design of an Electronic Sub-Consumer Unit for Lights Voltage-Surge Protection
[NO] 926/1000 | A Two-Stage SCL–OSD Decoder for Short Polar Codes via Optimized Soft-Information Fusion
[NO] 927/1000 | Decision letter for "A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops"
[NO] 928/1000 | GraphRTX: Lighting the Way to Scalable Graph Analytics
[NO] 929/1000 | A Backend-Agnostic Compiler for Approximate Query Processing with Probabilistic Tensor Algebra
[NO] 930/1000 | NeurBench: A Benchmark Suite for Learned Database Components with Drift Modeling: [Experiments &amp; Analysis]
[NO] 931/1000 | F
                    <scp>air</scp>
                    -C
                    <scp>ount</scp>
                    -M
