[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[NO] 1714/2000 | 2026 IEEE International Symposium on Technology and Society
[NO] 1715/2000 | Contrastive Decoupling and Enhancement of Multi-view EEG Features for Imagined Speech Decoding
[NO] 1716/2000 | β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Vertical Schottky Barrier Diode with Thermally Cured Beveled Photoresist Field Plate
[NO] 1717/2000 | Improved Tropical Cyclone Size Estimation Model Using Deep Learning and Multisource Data Fusion
[NO] 1718/2000 | Introduction to the FPL 2025 Journal Track
[NO] 1719/2000 | Adapting Network Information into Semantics for Generalizable and Plug-and-Play Multi-Scenario Network Diagnosis
[NO] 1720/2000 | Improved Induction Motor Parameter Identification Method Based on Sawtooth-Wave Excitation and ESBOA
[NO] 1721/2000 | When Transparency Backfires: Navigating Carbon Disclosure and Market Competition in Online Retail Platform-Based Supply Chains_supp1-3729040.docx
[NO] 1722/2000 | PAM: Improve the Performance of Randomized Online Algorithms with Machine-learned Predictions in Online Energy Management
[NO] 1723/2000 | Optimal Distributed Tracking for Coupled-Actuated Networked Marine Surface Vehicles via Bi-Level Reinforcement Learning Strategy
[NO] 1724/2000 | Development of a Mobile Platform-based System for Airflow Visualization and Spatiotemporal Feature Analysis
[NO] 1725/2000 | Estimation of Virtual Inertia and Damping Parameters Under Communication Uncertainty
[NO] 1726/2000 | Design of a 9.8fJ/conv 0.25mW 12-bit CMOS Fully Analog Cascaded-SAR ADC without a Track-and-Hold Amplifier
[NO] 1727/2000 | Node-Based Adaptive Consensus Control of Linear Multi-Agent Systems Under Input Saturation
[NO] 1728/2000 | Phase Balancing of Distribution System using Modified Genetic Algorithm with Simulated Annealing
[NO] 1729/2000 | OCSVM-Based Detection and Mitigation of Dynamic Load-Altering Attacks in Power Systems
[NO] 1730/2000 | ICCP 2026 Commentary
[NO] 1731/2000 | Enhanced Insulation Performance of Polypropylene Films under High Magnetic Fields using Iron-Based Metal-Organic Frameworks
[NO] 1732/2000 | Identification of Nonlinear Dynamic Networks via Integral-Based Sparse Bayesian Learning and Stability Screening
[NO] 1733/2000 | Carbon-Aware Verified Model Cascades for Climate-Resilient Emergency Traffic Control
[NO] 1734/2000 | An Improved Experimental Setup for Electronic Nose–Based Monitoring of Food Spoilage Under Refrigerated Conditions
[NO] 1735/2000 | From Code Generation to Logic Internalization: A Human–AI Collaborative Mechanism for Generative AI- Enabled Programming Instruction
[NO] 1736/2000 | Operational Automation of Legacy Industrial Computer Systems: A Review on Challenges and Future Scope
[NO] 1737/2000 | Root-Zone Soil Moisture Estimation from Multi-frequency Radiometry: Inversion and Optimization with a Five-Parameter Profile Model
[NO] 1738/2000 | Reconstructive Visual Tuning for Weakly Supervised Video Anomaly Detection
[NO] 1739/2000 | Sensorless Speed Control of EKF based DTC Five Phase Induction Motor Drive for EV Applications
[NO] 1740/2000 | CMOS-Compatible Gas Source Distance Estimation System using FET-Type Gas Sensors
[NO] 1741/2000 | Comparative Analysis of ANN and Hybrid CNN-LSTM for Detection of Cyber Attack
[NO] 1742/2000 | Hybrid Grey Wolf-Differential Evolution Optimized Deep Neural Network Controller for DSTATCOM-Based Power Quality Enhancement
[NO] 1743/2000 | CIS-RAM 2026 Cover Page
[NO] 1744/2000 | Forward Kinematic Modeling and Verification of the Unitree G1 Left Arm Based on the Denavit-Hartenberg Method
[NO] 1745/2000 | Convergence of Inertial Regularized Peaceman–Rachford splitting method for Nonseparable Nonconvex Optimization
[NO] 1746/2000 | Human Disassembly Action Recognition via Temporal-Aware Multi-modal Contrastive Learning
[NO] 1747/2000 | Research on Loan Credit Risk Assessment Model Based on LightGBM Optimized by Grey Wolf Optimization Algorithm
[NO] 1748/2000 | OS-YOLOv13 for Robust UAV-Based Insulator Defect Detection under Adverse Weather Conditions
[NO] 1749/2000 | Research on Data Mining and Visualization Analysis of Weibo Hot Search Based on Web Crawler
[NO] 1750/2000 | Analysis and prediction of indoor PM2.5 in Guangzhou using artificial neural network
[NO] 1751/2000 | Random Forest-Guided Fuzzy C-Means for Industrial Power Customer Segmentation under a Grid-Based Service Framework: A Case Study of Haojiang, Shantou
[NO] 1752/2000 | Evaluation of Agricultural Insurance Development in Shanxi Province and Its Influencing Factors: Based on Entropy Method and Grey Correlation Method
[NO] 1753/2000 | Improving YOLOv13 for Dolphin Detection Through Architectural Modifications on the Dolphin-14k Dataset
[NO] 1754/2000 | A Reconfigurable Intelligent Surfaces Approach to Enhance Message Delivery in Vehicular Communication Networks
[NO] 1755/2000 | Research on Single-Switch Inverter Zero Voltage Switching Wireless Power Transfer Device
[NO] 1756/2000 | Collaborative Teaching Competence of Innovation and Entrepreneurship Mentors in Science-Technology and Humanities Education: Components and Support Pathways in the Era of Digital Intelligence
[NO] 1757/2000 | Lettuce Freshness Classification Using Improved Residual Network (Im-resnet) With Convolutional Block Attention Module (CBAM)
[NO] 1758/2000 | Beyond Blur: A Semantic Tri-view Pipeline for Teledermatology Gradability via Skin Micro-relief
[NO] 1759/2000 | Integrating Cultural Elements into Intelligent Product Design: A Methodological Exploration of Enhancing User Experience Through Emotional Design
[NO] 1760/2000 | Interactive Narrative with Generative AI and Virtual Humans in Cultural Heritage Museums: A Case Study of Qing Dynasty Mandarin Squares
[NO] 1761/2000 | An Intelligent Crop Recommendation Framework Using Comparative Ensemble Learning for Enhanced Yield Prediction
[NO] 1762/2000 | Design and Performance Analysis of a Power-Optimized 1-Bit Adder Using 7-nm FinFET Technology
[NO] 1763/2000 | An Interleaved Parallel High-Gain DC-DC Converter Based on Coupled Inductors
[NO] 1764/2000 | Construction and application of knowledge graph for switching operation of power grid dispatching
[NO] 1765/2000 | Carbon-Aware Edge AI Scheduling for Energy-Efficient Object Detection on Edge Devices
[NO] 1766/2000 | Integrable Active Filter Circuit Using Electronic Device VDCC and Grounded Passive Elements
[NO] 1767/2000 | Balancing Mutation Entropy and Session Continuity in SDN-Based Moving Target Defense
[NO] 1768/2000 | Quota-based Admission Control for Short-Lived gRPC Calls in DetNet with Credit-Based Shaper
[NO] 1769/2000 | Real-Time Scheduling Based on Service Dependency Graphs for Resource-Aware Service Orchestration
[NO] 1770/2000 | Performance Analysis of Half-Duplex Cooperative DF-NOMA Employing Optimal Relay Selection and Power Allocation
[NO] 1771/2000 | Validated Multi-Agent Simulation for Dementia Care: LLM-Based Agents with Biometric Feedback
[NO] 1772/2000 | Collaborative Learning in Distance Higher Education: A Two-Cohort Quasi-Experimental Pilot Study
[NO] 1773/2000 | Secure Context Cache: Token-Efficient and Least-Privilege Shared Memory for Enterprise Developer Agents
[NO] 1774/2000 | Rethinking Federated Learning for Mobile Health Therapeutic Research: A Principled Framework
[NO] 1775/2000 | Kairos: SLO-Aware Scheduling and a Benchmark for Multi-Tenant LLM Inference Serving under Bursty, Heterogeneous Load
[NO] 1776/2000 | An Explainable Ensemble Deep Learning Model for Multi-Class Knee Osteoarthritis Grading
[NO] 1777/2000 | A Comparative Study of DINO-DETR and CNN-Based Detectors for Underwater Object Detection on the UDD Dataset
[NO] 1778/2000 | Cuckoo Search Optimization-Driven Feature Selection for Dual-Stream CNN and Transformer Fusion -Based Advanced Intrusion Detection for Network Based Cyber Attacks
[NO] 1779/2000 | Table of Contents
[NO] 1780/2000 | PES Smart Village
[NO] 1781/2000 | HeadLite: Compact Multi-Modal Sensor Fusion for Stride Length Estimation from Smart Insoles_supp1-3724195.pdf
[NO] 1782/2000 | View-Specific Optimal Rank Based Joint Subspace Clustering for Multi-Omics Cancer Subtyping
[NO] 1783/2000 | Learn, Practice, and Review: A Cognitive-Inspired Single-Stage Framework for Efficient Domain Adaptive Object Detection
[NO] 1784/2000 | ZeroDiff++: Generative Test-Time Adaptation for Zero-shot Learning
[NO] 1785/2000 | Deep Learning-Optimized Magnetophoretic Capacitor Arrays for Single-Cell Manipulation, Storage, and Protein Profiling
[NO] 1786/2000 | Safety Guardrails of MASs Under AI-Generated Attacks: An Adaptive Multistep Policy Gradient Control Approach
[NO] 1787/2000 | A Silicon-Based Integrated FMCW LiDAR System
[NO] 1788/2000 | 2026 International Conference on Advanced Electronic Materials and Device Applications (AEMDA)
[NO] 1789/2000 | 2026 IEEE International Conference on Instrumentation, Networks, Future Sustainability, Information Theory, Transportation, and Systems (INFINITYS)
[NO] 1790/2000 | Vulnerability Assessment of PMU-Based State Estimation and Automatic Generation Control in Microgrids
[NO] 1791/2000 | High-Resolution Broadband Coprime Spectrum Sensing System Based on Single TI-ADC Digital Synthesis
[NO] 1792/2000 | Comparison between Traditional Metal-Oxide Sensor Array and a Single Temperature-Modulated Digital Gas Sensor for Cooking State Prediction
[NO] 1793/2000 | A Comprehensive Review of Power Factor Measurement Errors in Smart Metering Systems Under Harmonic Distortion
[NO] 1794/2000 | Layout-Driven ESD Robustness Engineering of MV DDD NMOS for Area-Efficient IC Integration
[NO] 1795/2000 | A Control Strategy for Improving Thrust in Variable-Pitch Drone Propellers Under Limited Motor Current
[NO] 1796/2000 | Power Quality Enhancement and Dynamic Grid Support Using LN-LMS Controlled PV-EV Charging Infrastructure
[NO] 1797/2000 | A Dual-Triggered Adaptive-Cycle SIMO Buck-Boost Converter With Hybrid Zero-Current Detector for Thermoelectric Energy Harvesting
[NO] 1798/2000 | Towards Quantum Sensing Miniaturization through OLED-on-Silicon
[NO] 1799/2000 | Design of Hyperloop System Using Single-Sided Linear Induction Motor (SLIM)
[NO] 1800/2000 | LLM-Powered Swarms: A New Frontier or a Conceptual Stretch?
[NO] 1801/2000 | Trajectory-Constrained Human-Guided Reinforcement Learning for Autonomous Driving
[NO] 1802/2000 | Optimal Scheduling of EV Charging Stations for Smart Distribution System Incorporating Demand Response and Multiple Uncertainties
[NO] 1803/2000 | Transmission Lines Protection with Integration of Inverter-Based Resource System
[NO] 1804/2000 | Research on OODA Loop Sharing and Collaborative Application of Distributed Multi-UAV Swarms
[NO] 1805/2000 | EnTrust: Bringing Energy-Efficient Trustworthy Sensing for Battery-Free Sensor Nodes_supp1-3725164.pdf
[NO] 1806/2000 | Coordination of Smart Transformers and Electric Vehicle Fleets for Load Frequency Control
[NO] 1807/2000 | Exploiting Model Replication and Heterogeneous Accelerator Parallelism for Low-Latency Multi-View Perception
[NO] 1808/2000 | Multi-Objective Optimization of Passive Filters in DG-Integrated Distribution Networks Utilizing Dynamic EMT-Based Co-Simulation
[NO] 1809/2000 | Error Compensation-enhanced Robust Filter for Inertial-Based Integrated Navigation System
[NO] 1810/2000 | EdgeBoost4PAD: An Adaptive Strategy for Enhancing Semi-Supervised Priority-Aware Anomaly Detection
[NO] 1811/2000 | Modular Miniaturized GC-MOS Platform: Design, Characterization, and Proof-of-Concept Validation
[NO] 1812/2000 | Chemoresponsive Optical Micro- and Nanoparticles for „Smart Tongue” Sensing of B-Vitamin–Based Neuroactive Dietary Supplements
[NO] 1813/2000 | Artificial Intelligence-Enabled Adaptive Authority Transfer Between Pilot and Automation and Its Control Quality Evaluation
[NO] 1814/2000 | PV Intermittency-Resilient Protection of DC Microgrids using Ensemble Learning and Wavelet Analysis
[NO] 1815/2000 | A Training-Enhanced NILMFormer for Non-Intrusive Load Disaggregation Under Diverse Appliance Load Structures
[NO] 1816/2000 | GAT-GaSPE: Inferring Gas Source Proximity in Real-World Non-Dedicated Sampling Processes using Graph Attention Networks
[NO] 1817/2000 | Stability Analysis of a Nonideal Fifth-Order Quasi Z Source DC-DC Converter for EV Chargers
[NO] 1818/2000 | Event-Based Distributed Filtering for Multitarget Tracking Systems With Coupled Measurements and Cyberattacks
[NO] 1819/2000 | An Approximation-Free Approach to Oxygen Excess Ratio Control of PEM Fuel Cells*
[NO] 1820/2000 | AI-Enabled Digital Twins for Underground UAV Communication: A Survey, Taxonomy, and Research Roadmap
[NO] 1821/2000 | Oblivious and Privacy-Preserving IoT Spatial Range Keyword Query with Dynamic Authorization
[NO] 1822/2000 | End-to-End Autonomous Parking Method Fusing CoViT Visual Encoding and State Transition-Assisted SAC
[NO] 1823/2000 | Beyond the Checklist: Modernizing Cybersecurity Regulation for the U.S. Power Grid
[NO] 1824/2000 | Polarization Image Reconstruction Method Based on Improved DeblurGAN-v2
[NO] 1825/2000 | Predictive Collision Avoidance via Probabilistic Multi-Object Tracking in Dynamic Environments
[NO] 1826/2000 | AI
                    <sup>2</sup>
                    N-RAN: Governing Model-and-Data Closed Loops for Intent-Driven AI-Native RAN
[NO] 1827/2000 | A Degradation Modeling Method Accounting for the Dependence between the Initial Performance Characteristic and the Degradation Rate
[NO] 1828/2000 | DiffAgeX: Identity Consistent Multi-Attribute Facial Synthesis via Adaptive Residual Fusion
[NO] 1829/2000 | Bistable Nonlinear Resonances in a Dual-Frequency Paul Trap: Analytical Thresholds and Operational Regimes
[NO] 1830/2000 | Onboard Satellite Image Classification for Earth Observation: A Comparative Study of ViT Models
[NO] 1831/2000 | Efficient Communication With Skill Neurons in Decentralized Multi-Agent Reinforcement Learning
[NO] 1832/2000 | SMART-ISTC: Spatially-Modulated Adaptive RobusT Model Integrated Sensing-Transmission-Computing Paradigm
[NO] 1833/2000 | Miniaturized Conventional Collector for Next-Generation High-Efficiency TWTs
[NO] 1834/2000 | Second-Order Sampling-Based Stability Guarantee for Data-Driven Control Systems
[NO] 1835/2000 | A Board-Level Heterogeneous Multidimensional Integrated Micro Fluxgate Tensor Based on SIP Three-Component Fluxgate Chips for Unmanned Aerial Magnetic Mission
[NO] 1836/2000 | [Tutorial] Securing Your Airspace: The Interplay Between Cybersecurity, Sensing, and Safety
[NO] 1837/2000 | Enhancing Sum Capacity via Quantum and No-Signaling Cooperation Between Transmitters
[NO] 1838/2000 | Efficiency Enhancement of WPT-PMSM Drive System Using Adam-BPNN Mutual Inductance Prediction and HSMC-SR
[NO] 1839/2000 | Message From the Industry Track Chairs: DSN-S 2026
