[2026-04-14 22:46:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-13
正在获取论文...
[arXiv] 2026-04-13 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[NO] 1447/1948 | The Nasreddin Hodja Principle and the Mathematics of Deep Learning [From the Editor]
[NO] 1448/1948 | An End-to-End Multimodal Deep Learning Model for Fake Video Detection and Authenticity Scoring
[NO] 1449/1948 | Prediction of Hydrate Formation in Long-distance CO2 Transportation Pipelines
[NO] 1450/1948 | Evaluation of the Radiated Electric Field of a Tri-band Circularly Polarized Antenna Integrating a Ferrite Material using Infrared Thermography
[NO] 1451/1948 | Lightning Image Segmentation Method Based on Improved U-Net
[NO] 1452/1948 | AI-Driven Smart Mesh Networks for Sustainable Rural Connectivity
[NO] 1453/1948 | Optimising I2V Propagation in VANETs-A Broadcast Frequency and Mobility Analysis for BSAD Protocol
[NO] 1454/1948 | An Evaluation and Optimization Model for Enterprise Carbon Emission Performance Based on Carbon Efficiency Code
[NO] 1455/1948 | Towards Human-Free Alignment for Low-Resource Machine Translation: Self-Supervised Preferences Meet Self-Reward Reinforcement Learning
[NO] 1456/1948 | Deep Learning-Based Brain Tumor Detection and Classification from MRI Images Using CNN
[NO] 1457/1948 | Development of a Rapid Measurement Device for Hot-State Winding Resistance in Transformer Temperature-Rise Tests
[NO] 1458/1948 | Research on Frequency Modulation Performance Evaluation and Optimization Strategies for New Energy Power Stations Based on Multi Scenario Feature Analysis
[NO] 1459/1948 | Intelligent Grievance Categorization and Dynamic Departmental Routing: A Multi-Modal E-Governance Framework
[NO] 1460/1948 | Relative Humidity Measurement in 14 cm Thick Concrete Blocks
[NO] 1461/1948 | A Hybrid RAG–ASP Framework for Power Generation Scheduling
[NO] 1462/1948 | Autonomous Agentic AI Frameworks for Supply Chain Resilience and Decision-Making
[NO] 1463/1948 | Sensor Fusion and Machine Learning Framework for Seated Movement Detection using a Trunk Orthosis
[NO] 1464/1948 | Depth-Aware Pothole and Speed Bump Detection Using Integrated MiDaS and YOLO for Autonomous Driving
[NO] 1465/1948 | Automating UI Optimization through Multi-Agentic Reasoning
[NO] 1466/1948 | Real-Time Prediction of School Buses Using Adaptive Clustering and HMM State Transitions
[NO] 1467/1948 | TheraMind AI: A Multilingual and Multidomain Diagnostic Assistant for Psychotherapy
[NO] 1468/1948 | Submicron Non-contact Warpage Measurement and Finite Element Analysis of PCBA
[NO] 1469/1948 | A Compact Hybrid Log-Periodic Dipole Array Antenna in the Digital TV Band
[NO] 1470/1948 | Infrared Interferometry of Silicon Carbide Epitaxial Layers
[NO] 1471/1948 | 1D Phaseless Inverse Scattering using a Pruned Neural Network
[NO] 1472/1948 | AI-Based Multimodal Depression Detection Using CNN and Hybrid Deep Learning Architectures
[NO] 1473/1948 | Secure and Scalable Edge—Cloud Architecture for IIOT Energy Monitoring and Anomaly Detection
[NO] 1474/1948 | A Relational Learning Approach to Network Intrusion Detection using Graph Neural Networks
[NO] 1475/1948 | Automated Plastic Type Classification Using Transfer Learning with Mobilenetv2 for Waste Management Applications
[NO] 1476/1948 | Explainable Machine Learning for Predicting Organizational Behaviour: Role of Trust in Management and Colleagues in SMEs
[NO] 1477/1948 | Deformation Assessment of Pipeline Undercrossing Bridge
[NO] 1478/1948 | Mental Health Impacts of AI Companions: Triangulating Social Media Quasi-Experiments, User Perspectives, and Relational Lens
[NO] 1479/1948 | D-MO: Depth from Motion and Occlusion as a Visual Channel for Information Visualization
[NO] 1480/1948 | Session Summary Podcast: Session 20: AI, Motivation and Learning
[NO] 1481/1948 | AuslanSpell: An Interactive Technology for Improving Auslan Fingerspelling Comprehension
[NO] 1482/1948 | From One World to Another: Interfaces for Efficiently Transitioning Between Virtual Environments
[NO] 1483/1948 | Feeling the Flavour: Exploring Children's Touch–Taste Correspondences and Willingness to Try Unknown Foods for Child–Food Interaction Design
[NO] 1484/1948 | Exploring the Potential of Disengagement-Friendly Game Design to Support Children's Exit from Play Sessions
[NO] 1485/1948 | Do Children Trust AI, and Should They? Designing and Validating a Child-Centred K-AI Trust Scale for Intelligent Systems
[NO] 1486/1948 | AttentiveLearn: Personalized Post-Lecture Support for Gaze-Aware Immersive Learning
[NO] 1487/1948 | SeekUI: Predicting Visual Search Behavior on Graphical User Interfaces with a Reward-Augmented Vision Language Model
[NO] 1488/1948 | Interaction-Augmented Instruction: Modeling the Synergy of Prompts and Interactions in Human-GenAI Collaboration
[NO] 1489/1948 | From Human Pragmatic Language Skills to Conversational Agent Design: A Systematic Review of Transfer Strategies
[NO] 1490/1948 | Where Will They Click Next? A Social Foraging Model for Collaborating Teams
[NO] 1491/1948 | Proactive AI as a Catalyst for Creativity? Balancing Human Agency and AI Contribution in Collaborative Story Writing
[NO] 1492/1948 | Understanding Parents’ Perspectives on Responsible AI for Children’s Self-Directed Learning
[NO] 1493/1948 | Anticipation Without Acceleration: Benefits of Shared Gaze in Collocated Augmented Reality Collaboration
[NO] 1494/1948 | Consent under Constraints: Negotiating Photography and Media Sharing in Institutionalized Childcare
[NO] 1495/1948 | Human-centered Perspectives on a Clinical Decision Support System for Intensive Outpatient Veteran PTSD Care
[NO] 1496/1948 | 'Show It, Don't Just Say It': The Complementary Effects of Instruction Multimodality for Software Guidance
[NO] 1497/1948 | Understanding Nature Engagement Experiences of Blind People
[NO] 1498/1948 | Toward Flexible Psychiatric History-Taking and Visualization: Exploring Clinician Perspectives with Large Language Models
[NO] 1499/1948 | Nudging vs. Reflection in Fitness Wearables: Evaluating the Benefits and Drawbacks of Design Strategies for Wellbeing Technologies
[NO] 1500/1948 | The Last Door You Open: A Mixed-Methods Study on Design Strategies for Positive Disengagement in Virtual Reality Games
[NO] 1501/1948 | ViRAS: Design Artifacts to Explore Socio-Material Configurations through a Research-through-Design Approach in Robot-Assisted Surgery
[NO] 1502/1948 | Tell Me What I Missed: Interacting with GPT during Recalling of One-Time Witnessed Events
[NO] 1503/1948 | Less is More! Visual Suppression for Bottom-up and Top-down Attention in Dynamic Environments
[NO] 1504/1948 | "Hey Dashboard!": Supporting Voice, Text, and Pointing Modalities in Dashboard Onboarding using Large Language Models
[NO] 1505/1948 | Intelligent Reasoning Cues: A Framework and Case Study of the Roles of AI Information in Complex Decisions
[NO] 1506/1948 | My Money, Your Name: Challenges and Workarounds in ID-Required Mobile Money in East Africa
[NO] 1507/1948 | "I have a plan to start”: Empowering Awareness and Behavior Change through a Collaborative Flood Resilience Game
[NO] 1508/1948 | "What Can I Control?": Designing an Attribution Reframing Chatbot for Early-Career Employees' Workplace Stress Management
[NO] 1509/1948 | "Who wants to be nagged by AI?": Investigating the Effects of Agreeableness on Older Adults' Perception of LLM-Based Voice Assistants' Explanations
[NO] 1510/1948 | Remember You: Understanding How Users Use Deadbots to Reconstruct Memories of the Deceased
[NO] 1511/1948 | Session Summary Podcast: Session 6: Panels
[NO] 1512/1948 | When Am I?: How Historiography Can Inform Positionality in HCI
[NO] 1513/1948 | Hack-Agents: A Multi-Agent System for Innovation - Proof of Concept and Implications for AI-Augmented Hackathons
[NO] 1514/1948 | Supporting Callers’ Needs in Crisis: Designing the Next Generation of 9-1-1 for Medical Emergencies
[NO] 1515/1948 | Emulating Aggregate Human Choice Behavior and Biases with GPT Conversational Agents
[NO] 1516/1948 | Framing 'Collaboration': How Human-Human Principles Translate into Human-AI Realities
[NO] 1517/1948 | ''It Hasn’t Lived in Our Society”: Investigating Cultural Sensitivity in LLM Chatbots for Emotional Support
[NO] 1518/1948 | Preface
[NO] 1519/1948 | TFMD: General and Fast Secure Neural Network Inference Framework with Threshold FHE
[NO] 1520/1948 | Copyright Page
[NO] 1521/1948 | TIGER: Task Planning Framework for Instruction Following of GEneralized Robots_supp2-3679697.mp4
[NO] 1522/1948 | Investigating Secondary School Students’ Use of AI-based Intelligent Technology in Mathematics Learning: A Mixed-Methods Study Using the Technology Acceptance Model
[NO] 1523/1948 | Edge-Based Robot-Assisted Hand Gesture Recognition for Autism Intervention Using Hybrid Keyframe Selection and Contrastive Learning
[NO] 1524/1948 | Exploiting Angular Diversity For Passive Positioning VLC Systems
[NO] 1525/1948 | Robust Finite Control Set Using Sliding Mode Control for Induction Motor for Agricultural Electrical Traction
[NO] 1526/1948 | Multi-Agent Coverage Using Multiplicatively Weighted Energy Voronoi Partitions
[NO] 1527/1948 | Temporal Conditional Score Network for Multivariate Time Series Anomaly Detection
[NO] 1528/1948 | Dependence of Joint Resistance on Conductor Arrangement for Mechanical Edge Joint in Remountable HTS Fusion Magnets
[NO] 1529/1948 | Approximating Sets of Stabilizing Periodic Switching Signals
[NO] 1530/1948 | SPS Podcast
[NO] 1531/1948 | The Nuances of Creepiness: A Systematic Literature Review of Creepy Technology
[NO] 1532/1948 | A Novel Wideband HTS BPF With Enhanced Frequency Selectivity and Stopband Rejection
[NO] 1533/1948 | Privacy Cards for Surfacing Mental Models and Exploring Privacy Concerns: A Case Study of Voice-First Ambient Interfaces with Older Adults
[NO] 1534/1948 | FDSR: Efficient Model Training via Adaptive Tensor Quantization Based on Frequency Domain Division and Similarity Data Reuse
[NO] 1535/1948 | Understanding Gaze-Based Identification in VR Through Preattentive Processing and Binocular Rivalry
[NO] 1536/1948 | Session Summary Podcast: Session 132: LLM-Assisted Writing and Authoring
[NO] 1537/1948 | What's the Point? How Users Functionalise Points in Gamified Systems
[NO] 1538/1948 | Sex after Cancer: Co-Designing Bespoke Care Technologies for Post-Cancer Bodies
[NO] 1539/1948 | Animated Public Furniture as an Interaction Mediator: Engaging Passersby In-the-Wild with Robotic Benches
[NO] 1540/1948 | Towards LLM-powered Assistive Drone for Blind and Low Vision Users
[NO] 1541/1948 | "I can take what I want and adapt as needed": BIPOC Identity Making and Resistance Through Internet Aesthetics on TikTok
[NO] 1542/1948 | Security at the Border? The Lived Experiences of Refugees and Asylum Seekers in the UK
[NO] 1543/1948 | Equivariant Bayesian Hyperspectral Imaging via Mosaiced and PAN Image Fusion
[NO] 1544/1948 | Re-evaluating Virtual Reality Manipulation Techniques for Precise Alignment of Complex 3D Objects_supp2-3679131.mp4
[NO] 1545/1948 | Taking Language Embedded 3D Gaussian Splatting into the Wild_supp2-3680695.mp4
[NO] 1546/1948 | MB-STFormer: A Multi-Band Spectral-Temporal Transformer with Efficient Attention for Enhanced EEG-Based Fatigue Detection
[NO] 1547/1948 | Characterizations of Primitive and Projective Self-Orthogonal BCH Codes and Their Parameters
[NO] 1548/1948 | Table of Contents
[NO] 1549/1948 | Design of a Passive Load-Bearing Exoskeleton With Reduced Joint Misalignment and Leg Interaction Forces_supp5-3675446.mp4
[NO] 1550/1948 | Joint Detection on Reconfigurable Photonic Processors with Multi-Input Phase Stabilization
[NO] 1551/1948 | A Scenario-Driven AI+VR Language Practice Platform: A Technical Feasibility and Formative Usability Study_supp2-3679468.pdf
[NO] 1552/1948 | Predictive Gait Generation Based on Passive Morphology: Kinematic and Kinetic Optimization
[NO] 1553/1948 | Towards Better Health Conversations: The Benefits of Context-seeking
[NO] 1554/1948 | When Less Can Be More: Evaluating the Impact of Animated and Interactive Demonstrations in Voice-Assisted Counting Games for Young Children
[NO] 1555/1948 | ProjecTA: A Semi-Humanoid Robotic Teaching Assistant with In-Situ Projection for Guided Tours
[NO] 1556/1948 | I Can’t Keep Up: Accessibility Barriers in Video-Based Learning for Individuals with Borderline Intellectual Functioning
[NO] 1557/1948 | Caught in a Mafia Romance: How Users Explore Intimate Narratives with Chatbots
[NO] 1558/1948 | ORAgen Fables: Advancing the Design and Management of Content Attribution
[NO] 1559/1948 | GatheringSense: AI-Generated Imagery and Embodied Experiences for Understanding Literati Gatherings
[NO] 1560/1948 | Mental Models of Autonomy and Sentience Shape Reactions to AI
[NO] 1561/1948 | AI and My Values: User Perceptions of LLMs’ Ability to Extract, Embody, and Explain Human Values from Casual Conversations
[NO] 1562/1948 | “Who moved my heart brush?” Realms of the Heart: A Human-AI Collaborative Gamified Adjuvant Treatment Application for Depressed Teens Based on Painting Therapy
[NO] 1563/1948 | Exploring Data-Driven Approaches to Stress Management: A Systematic Review of Stress Tracking, Intervention, and System Evaluation Methods
[NO] 1564/1948 | NatureCapture: Transforming Real-World Nature into Shared VR Experiences for Deepened Human-Nature Connection
[NO] 1565/1948 | Exploring the Paradox of Using Digital Technologies in Nature
[NO] 1566/1948 | PianoBand: A Multimodal Wristband Interface for Portable Piano Interaction
[NO] 1567/1948 | ICDSG 2025 TOC
[NO] 1568/1948 | Artificial Intelligence and Data-Driven Approaches in University Science Education: A Review of Applications and Outcomes
[NO] 1569/1948 | Systematic Literature Review - Prediction of Construction Project Delays Using the Random Forest Algorithm
[NO] 1570/1948 | Small Spot Size and High Transmission Cold Cathode Electron Gun Based on Sharp Point Tungsten Emitter With Suppressor Electrode
[NO] 1571/1948 | PERFECG-Net: A Lightweight Periodicity-focused Fetal ECG R-Peak Detection Network
[NO] 1572/1948 | A Unified Approach for the Design of Accurate Torque Controllers for Electrically Excited Synchronous Motors
[NO] 1573/1948 | Abnormal Degradations in a-InGaZnO TFTs Caused by Metal Reaction-Induced Doping under Self-Heating Stress
[NO] 1574/1948 | Between Curiosity and Clunkiness: Why Virtual Museums Still Fall Short
[NO] 1575/1948 | WebUI-95: A Large-Scale Dataset of Normalized Web Interfaces via UI-to-Code Generation
[NO] 1576/1948 | Insights from Farmer-Managed Decentralized Solar Irrigation Systems
[NO] 1577/1948 | AutismCarebot: Emotion-First, Source-Aware Conversational Support for Autistic Users
[NO] 1578/1948 | Overwhelmed by AI? How Task Difficulty and Creative Potential Moderate Cognitive Load in Human-AI Co-creation
