[2026-05-15 22:54:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-14
正在获取论文...
[arXiv] 2026-05-14 | Aligning Latent Geometry for Spherical Flow Matching in Image Generation
[NO] 1739/1997 | Metallization Techniques for Additive Manufacturing of Antennas and RF Systems: A Survey
[NO] 1740/1997 | Dynamic Trend Modeling With Joint Interval Fuzzy Information Granulation: A Framework for Long-Term Forecasting of Interval-Valued Time Series
[NO] 1741/1997 | CAFE: Condition-Attention Feature Extractor for Multi-Condition Fault Diagnosis of Rotating Machinery
[NO] 1742/1997 | IMRA 2025 Content Announcement Page
[NO] 1743/1997 | Comparison of Performance for Floating Photovoltaic (FPV) and Ground-Mounted PV Systems
[NO] 1744/1997 | Flood-Resilient Substation Hardening with Community-Aware Crew Dispatch Optimization
[NO] 1745/1997 | Review for "MARSIM: An End-to-End Clutter Simulation System for Global Mars Subsurface Sounding"
[NO] 1746/1997 | IEEE Computer Science and Engineering Award
[NO] 1747/1997 | Design of Compact Modified Slot Loaded Dual-Band Microstrip Patch Antenna for Sub-6 GHz 5G and WLAN Applications
[NO] 1748/1997 | MetroAgriFor 2025 Cover Page
[NO] 1749/1997 | COBIT-NIST Synergy: A Proposed Architecture for Integrated IT Governance, Risk, and Compliance
[NO] 1750/1997 | LCL Filter Design for Single-Phase PV Grid-Tied Inverter based on PR Controller
[NO] 1751/1997 | Performance Monitoring of a Dual Axis Sensor Based Solar Tracking System using IoT
[NO] 1752/1997 | Precision 3D Mapping of Forests and Crops Using a Visual-LiDAR System Mounted on a Rover
[NO] 1753/1997 | AGROPATROL-A Multi-Functional Terrain Roaming Bot for Field Surveillance
[NO] 1754/1997 | Mobile Multi-Camera System for 3D Fruit Tree Scanning and Apple Size Estimation
[NO] 1755/1997 | A cylindrical electrical and ultrasonic multi-imaging system based on piezoelectric composites
[NO] 1756/1997 | AdaptiPID: Model-Aware Adaptive Gain Tuning with Anti-Windup Compensation and Multi-Joint Coordination for Robust Robotic Manipulator Control
[NO] 1757/1997 | Ultra-Thin Flexible 2.5GHz Antenna Using Kapton for Biomedical Application
[NO] 1758/1997 | LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization
[NO] 1759/1997 | Characterization of Materials for 3D Printing by FDM Method
[NO] 1760/1997 | A 184mW, 61fps Image Signal Processor for Spatial-Temporal HD Video Inpainting
[NO] 1761/1997 | Developing the Eddy Current Testing System for the Corrosion Evaluation of Steel Rebar and Steel Cable
[NO] 1762/1997 | SE-YOLOv8: An Enhanced Lightweight Object Detection Framework for UAV Imagery
[NO] 1763/1997 | Comparative Analysis of Loss Functions for Vein Segmentation using U-Net and Attention U-Net
[NO] 1764/1997 | ICISES 2025 Author Information Page
[NO] 1765/1997 | Advanced DSOGI PLL-Based Grid Synchronization for Onboard EV Charger Converters
[NO] 1766/1997 | MG-VLQA: Multi-Granularity Quality Assessment for Image Compression via Visual Language Models
[NO] 1767/1997 | Retinal Image Analysis Using a CNN–InceptionV3 Hybrid Network for DR Identification
[NO] 1768/1997 | A 92.5 TOPS/W Fully-Analog Multi-Layer Computing-in-Memory for State-Space Models in 28nm CMOS
[NO] 1769/1997 | Fog Computing for Intelligent and Sustainable IoT: Architectures, Optimization, Datasets, and Open Challenges
[NO] 1770/1997 | MEEGET 2025 TOC
[NO] 1771/1997 | Efficient Drying of Onions and Garlic Using a Smart Greenhouse Solar Dryer
[NO] 1772/1997 | Enhancing PV Array Output Using Pyramid Sudoku Technique Under PSCs
[NO] 1773/1997 | Safety-Aware Uncertainty Estimation and Risk-Boundary Inference for Lightweight Drivable-Area Segmentation
[NO] 1774/1997 | Optimized LZ77 Compression Using Match Expansion and Search Space Pruning
[NO] 1775/1997 | Reinforcement Learning Driven Adaptive Sensing Strategy for Battery Aware IoT Devices
[NO] 1776/1997 | Adaptive Single Image Dehazing Algorithm Based on Sky Ratio
[NO] 1777/1997 | Techno-Economic Analysis of Solar-Driven Reverse Osmosis Desalination: PV vs. CSP Comparison
[NO] 1778/1997 | Enhancing Stability in Islanded Microgrids: AI-Based Detection and Control of Islanding Events
[NO] 1779/1997 | IoT-Enabled Smart Rescue Robot with Integrated MQTT Communication and Python-Based Realtime Human Body Detection for CSSR Missions
[NO] 1780/1997 | Multi-Sensor Fusion-Based Composite Map Construction
[NO] 1781/1997 | LUIST-DETR: A Lightweight Unmanned Aerial Vehicle Infrared Small Target Detection Algorithm Based on RT-DETR
[NO] 1782/1997 | Path Planning for Autonomous Vehicles Based on an Improved RRT* Algorithm
[NO] 1783/1997 | Adaptive Participant Grouping to Enhance Personalized and Privacy-Aware Federated Learning in the Internet of Medical Things (IoMT)
[NO] 1784/1997 | Machine Learning–Based Geospatial Analysis for Disaster-Resilient Renewable Energy Systems
[NO] 1785/1997 | Machine Learning-Based Toxicity Prediction of Industrial Chemicals Using Tox21 Database: Toward Applications in Epichlorohydrin, Acrylonitrile, and Styrene-Based Polymers
[NO] 1786/1997 | Fallguard-Det: an Efficient Fall Detection Algorithm Based on Deep Learning
[NO] 1787/1997 | A Fault Diagnosis System for Aerospace Bearings Based on LSTM-RNN and Envelope Spectrum Analysis
[NO] 1788/1997 | An Optimal Control Model for Vehicle Path Planning and Motion Control Based on TD3 Algorithm with Multi-Dimensional Penalty Mechanism
[NO] 1789/1997 | Data Fusion Methodology for a Hyperspectral-LiDAR System
[NO] 1790/1997 | Effect of variable blade pitch on the aeroacoustic performance of a Darrieus rotor
[NO] 1791/1997 | Megawatt-Scale Filter Design for Off-Grid Fuel Cell Systems
[NO] 1792/1997 | The Analysis of Research Status of Intelligent Unmanned Cluster Based on CiteSpace
[NO] 1793/1997 | The Environmental Dimensions of Artificial Intelligence: A Multifaceted Challenge
[NO] 1794/1997 | Advanced Fault Detection and Classification in Distribution Systems Using PMUs and Optimized SVM &amp; KNN Algorithms
[NO] 1795/1997 | An Explainable Pipeline for Automated Detection and Grading of Diabetic Retinopathy
[NO] 1796/1997 | Comparison Between TLS and viDoc RTK for High Resolution Geometric Characterization of Hazelnut Plants
[NO] 1797/1997 | Design and Application of a Vision-Guided Pick-and-Place Robot System
[NO] 1798/1997 | Optimizing Cost Management in Business with Digital Solutions: *Note: Sub-titles are not captured in Xplore and should not be used
[NO] 1799/1997 | SCS-AC: Enhancing LLaVA with Salience Comprehension Scorer and Aspect-Aware Classifier for Multimodal aspect-based Sentiment Classification
[NO] 1800/1997 | Fiber Bragg Grating Temperature Sensor Package Design for Transformer Calibration Contacts
[NO] 1801/1997 | From Files to URLs: A Unified ML-Based Vulnerability Scanner
[NO] 1802/1997 | AICPS 2025 Cover Page
[NO] 1803/1997 | Table of Contents
[NO] 1804/1997 | Robust Traffic Sign Recognition in Complex Environments Based on Transfer Learning and RESNET-18
[NO] 1805/1997 | Capacity Allocation Strategy for Independent Energy Storage in Medium- and Long-Term and Spot Electricity Markets
[NO] 1806/1997 | Cross-Company Evaluation of ML Algorithms for Employee Performance Forecasting
[NO] 1807/1997 | Automated Brain Tumor Classification Using ConvNeXt-Tiny and Colorized MRI: A Deep Learning Approach With Enhanced Interpretability
[NO] 1808/1997 | Cloud Computing Technology Innovation for SMEs Women Entrepreneurs: A Study on SLA Violation
[NO] 1809/1997 | FEM-based Design Guidelines for the Thermal Management of PCBs with Paralleled GaN HEMT Devices
[NO] 1810/1997 | Physics Informed Neural Network (PINN) for Multi-Scale Thermal Transport in AlGaN/GaN HEMT Heterostructures
[NO] 1811/1997 | Neural Network-Based Reduced-Order Model for Wind Pressure Prediction in Structural Engineering
[NO] 1812/1997 | Implementation and Prototyping of Self-Aiming Unmanned Vehicles on Dynamic Decision-Making and Cascade PID Control
[NO] 1813/1997 | Visual Assessment of Metallic Mesh Wheel Condition Integrating Terramechanics Testing with Semantic-Enhanced Deep Learning
[NO] 1814/1997 | Dual Active Bridge Converter Design for Solid-State Transformer–Based Power System Applications
[NO] 1815/1997 | A Transformer-Based Bushing Fault Diagnosis Method with Data Balancing
[NO] 1816/1997 | A GNN-Based Coordination Framework for Embodied Intelligence in UGV Swarms
[NO] 1817/1997 | A HSPSO-ANN Enhanced Framework for Cyber-Resilient Load Frequency Control Against False Data Injection Attacks
[NO] 1818/1997 | Modeling of nonlinear ferroelectric microactuator with Fourier Neural Operator
[NO] 1819/1997 | QoS Position-Based Routing Protocol for Wireless Body Area Networks
[NO] 1820/1997 | Using Big Data to Improve the Effectiveness of Go-to-Market Strategies
[NO] 1821/1997 | Network Forensic Investigations and Machine Learning Techniques for Early Detection of Ransomware
[NO] 1822/1997 | Brain Stroke Classification Using YOLOv8
[NO] 1823/1997 | Load Forecasting Based on Decoupling and Causal Inference Considering Demand Response
[NO] 1824/1997 | Dual-Space Similarity Search: Collaborative Indexing and Density-Aware Pruning
[NO] 1825/1997 | Multi-Dimensional Leadership and Dynamic Weight Adaptation for UAV Collaborative Path Planning
[NO] 1826/1997 | Secondary Effects Causing Early Solder Fatigue Failure of QFN Components Subjected to Test- and Field Cycling
[NO] 1827/1997 | Adaptive Fuzzy-Based Three-Dimensional Impact Angle Control Guidance Law
[YES] 1828/1997 | Integrated Multi-Physics Optimisation of MOSFET Power Modules for Reduced Parasitic Inductance and Enhanced Thermal Reliability
[NO] 1829/1997 | Fed-AE: Privacy-Preserving and Zero-Day Intrusion Detection for IoT Edge Networks
[NO] 1830/1997 | NexaLearn: A Generative AI-Based Multimodal Framework for Interactive Video Learning Assistance
[NO] 1831/1997 | Welcome from the MPCON 2026 Program Chairs
[NO] 1832/1997 | Reconstruction and Analysis of Tumor-Specific Gene Regulatory Networks from scRNA-seq Data
[NO] 1833/1997 | Synchronisation Challenges in Radar Networks
[NO] 1834/1997 | Enhancing Learning Motivation of Engineering Students via Minecraft: Incorporating an Embedded AI Agent
[NO] 1835/1997 | Privacy Concerns of AI-Based Surveillance Systems Under FERPA and Educational Privacy Laws
[NO] 1836/1997 | Hybrid Multi-Modal Learning for Extreme Long-Tail Fungi Classification
[NO] 1837/1997 | Kernel-Aware Federated Learning with Multi-Teacher Knowledge Distillation and OS-Level Synchronization
[NO] 1838/1997 | IEEE Standard Requirements for Subsurface, Vault, and Pad-mounted Load-Interrupter Switchgear and Fused Load-Interrupter Switchgear for Alternating Current Systems up to and including 38 kV
[NO] 1839/1997 | Task and Data Complexity in Gamified Text Labelling: When Do Real and AI-Generated Images Help?
[NO] 1840/1997 | Corrections to “Hybrid CNN–BiLSTM Approach for Wildlife Detection Nearby Railway Track in a Forest”
[NO] 1841/1997 | Near-field Physical Layer Security: Robust Beamforming under Location Uncertainty
[NO] 1842/1997 | End-to-End Adaptation of LLMs for Low-Resource Languages
[NO] 1843/1997 | A Domain-Incremental Learning Framework based on Defect Replay and Gaussian Mixup for Industrial Defect Detection
[NO] 1844/1997 | Reflections and Factors in Applying Threat Modelling Tools for Cybersecurity Certification in Critical Infrastructure
[NO] 1845/1997 | Recommendation Model for Ethnic Cuisine Tourism Destinations in Sichuan-Yunnan Ethnic Regions based on Spatial Data Mining
[NO] 1846/1997 | Research on the Construction and Application of an Evaluation Model for the Implementation of Management Systems in Electric Power Enterprises under Digitalization
[NO] 1847/1997 | Research on the Influencing Factors of Consumers' Post-purchase Behavior in the Context of Short Videos
[NO] 1848/1997 | Modeling Multi-Layer Risk Networks and Analyzing Propagation in Overseas Power Investment
[NO] 1849/1997 | Corrigendum: Score-based Graph Learning for Urban Flow Prediction
[NO] 1850/1997 | Complex-Valued Signal Recovery in Interferometric Electron Paramagnetic Resonance Spectroscopy
[NO] 1851/1997 | AI Based System for Mass Screening of Kidney Diseases Using Ultrasound Images
[NO] 1852/1997 | Implementation of synthetic inertia emulation in the WECC Generic Model for Large-scale PV Plants
[NO] 1853/1997 | It’s Not Just for Trust: Designing for Emerging Uses of Explainable AI in Clinical Decision-Making
[NO] 1854/1997 | Design and Implementation of an Online Teaching Platform for Ideological and Political Courses Based on Docker Containers
[NO] 1855/1997 | Intelligent Evaluation System for the Hydraulic Engineering Cost Course under the Position–Course–Competition–Certificate Framework
[NO] 1856/1997 | Research on Instructional Design Integrating “Selective Flipped Classroom” with the Trinity Teaching Methodology of “PBL+TBL+CCBL”
[NO] 1857/1997 | GAI-Driven STEAM Project-Based Teaching Model: A Case Study of the AI-Enabled Personalized Learning Path Optimization for Smart Open Education: A Simulation-Based Study “Web Design and Production” Course
[NO] 1858/1997 | Exploration and Practice of Course Score Prediction Model Based on Random Forest Algorithm
[NO] 1859/1997 | Prescribed-Time Distributed Formation Tracking Control for Second-Order Multi-Agent Systems under Directed Spanning Tree Topology
[NO] 1860/1997 | An Instantaneous Attitude Estimation Method for Spacecraft Based on Bistatic ISAR Imaging
[NO] 1861/1997 | Efficient Human Pose Estimation for Edge Devices via Structure-Aware and Dynamic Modeling
[NO] 1862/1997 | Design of an Intelligent Tongue Coating Diagnosis System
[NO] 1863/1997 | Design and Implementation of CUDA by Fast Factorized BP Algorithm for GEO SAR Imaging based on NVIDIA GPU
[NO] 1864/1997 | AI-Driven Personalized Nutrition System: Predicting Nutrient Bioavailability Using Deep Learning Models for Optimal Dietary Recommendations
[NO] 1865/1997 | Multi-Agent Deep Reinforcement Learning-Driven Load-Balanced Routing for Satellite Networks
[NO] 1866/1997 | CFE-TS: Complex Frequency-Domain Extrapolation for Time Series Forecasting
[NO] 1867/1997 | Research Progress and Review of UAV Trajectory Planning Algorithms
[NO] 1868/1997 | TVGDP: Target-Visually-Guided Diffusion Policy
[NO] 1869/1997 | Soft and Hard Scaled Relative Graphs for Nonlinear Feedback Stability
[NO] 1870/1997 | Q-MA3DQN: Quantum-Secured Scheduling for Contact-Constrained Decentralized Satellite Federated Learning via Multi-Agent Quantum-Dueling Double Deep Q-Networks
[NO] 1871/1997 | Edge-Deployed AI Optimizing Fractional Frequency Reuse in Multibeam Satellite System
[NO] 1872/1997 | Gradient-Guided Dual-Stream YOLO Combined With Graph Convolution for SAR Object Detection
[NO] 1873/1997 | Neuro-Adaptive Integral Sliding-Mode Consensus Control for Multi-ASVs With Unknown Nonlinearity via Dissipative Disturbance Estimation
[NO] 1874/1997 | A Tensor-Attention and DARTS-Guided Detection Framework for Aero-Engine Blades Surface Defects
[NO] 1875/1997 | Reinforcement Learning for Dynamic Neural Architecture Search in Federated EVCS Security
[NO] 1876/1997 | An Examination of the Impact of DER Control on Voltage Stability Through QV Analysis
