[2026-05-27 23:17:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-26
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605260000+TO+202605262359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-26 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[NO] 752/1000 | 1000FPS+ Novel View Synthesis from End-To-End Opaque Triangle Optimization
[NO] 753/1000 | Remaining Useful Life Prediction of Turbo Engine base on CNN-BiLSTM Model with Feature Enhancement Approaches
[NO] 754/1000 | Empowering Ambient IoT with Agentic UAVs: Reasoning, Learning, and Cooperation
[NO] 755/1000 | Research on the application of prior state vector and covariance matrix in GPS PPP time comparison
[NO] 756/1000 | Unlocking the Video Prior for High-Fidelity Sparse Multi-View Image Synthesis
[NO] 757/1000 | Left2Right: Self-Supervised Training Framework for Low-Dose Computed Tomography Imaging
[NO] 758/1000 | Smart Waste Management Using IoT and Artificial Intelligence with QR Code Reward System
[NO] 759/1000 | Characteristics of a Repetitive Pulsed Capillary Discharge Helium Plasma Source and Its Interaction With Tungsten-Based Materials
[NO] 760/1000 | Multi-Modal Deep Learning for Single-Cell Mapping of Somatic-to-Germline Reprogramming in Infertility
[NO] 761/1000 | Robust Sim2Real Deep Reinforcement Learning for Tracking Control of Continuum Robots
[NO] 762/1000 | Task-Aware Semantic Communications for 6G Under Finite Blocklength: Joint Reliability, Blocklength, Power and Compute Optimisation
[NO] 763/1000 | From Blurry to Believable: Enhancing Low-Quality Talking Heads with 3D Generative Priors
[NO] 764/1000 | Oil Temperature Estimation for Preheating Optimization in Air Conditioner Compressor Drives
[NO] 765/1000 | An LTD-Based Unipolar Pulse Generator With Active Resonant Magnetic Reset for Precision Microfluidic Electroporation
[NO] 766/1000 | Grand Challenges in Cross Reality_supp1-3695303.pdf
[NO] 767/1000 | HCT-Net: A Hybrid Convolutional-Transformer Network with Generative Balancing for Skin Cancer Classification
[NO] 768/1000 | Scene-adaptive Camera Network Construction for Efficient Nap-of-the-Object Photogrammetry
[NO] 769/1000 | Exploring Vision-Language Models for Weakly Supervised Video Anomaly Detection: Experiments and Analysis
[NO] 770/1000 | Attention-Guided Spatiotemporal Information Fusion of GB-SAR Data for Landslide Displacement Prediction
[NO] 771/1000 | PCH Theory-Based Energy Reshaping Control for Transient Stability Enhancement of Grid-Connected Grid-Forming Inverters
[NO] 772/1000 | Service Orchestration in the Computing Continuum: Structural Challenges and Vision
[NO] 773/1000 | From Prediction to Insight: Visual Analytics for Understanding Compound Potency Models
[NO] 774/1000 | AURA: Agentic AI for Unified Reliability Modeling and Annotation Aggregation
[NO] 775/1000 | Author response for "A Physics-Informed Convolutional Neural Network for Global Ocean PAR Reconstruction from Satellite Observations"
[NO] 776/1000 | Image Enhancement for Classifying the Diabetic Retinopathy in Retinal Fundus Images
[NO] 777/1000 | Multi-Model Deep Learning Computer Vision System for Brain Disorder Classification and Tumor Segmentation with Treatment Recommendations
[NO] 778/1000 | Trajectory Design of Angular Displacement for Centrifugal Actuator Based on Model Predictive Control and Research on Vehicle Lateral Vibration Reduction
[NO] 779/1000 | Multi-level In-Memory Computing with 3D Flash Memory using Activation-Time-Modulated Sequential Multi-Block Access and Tightly Integrated Current Control Cell (CC Cell)
[NO] 780/1000 | Explainable AI Framework for Transparent and Fair Recruitment Decision-Making in Automated HR Systems
[NO] 781/1000 | Multi-Path Regulation of Regenerative Braking Energy for Electric Drive Tracked Vehicles
[NO] 782/1000 | Stepwise Dynamic Parameter Identification of Serial Robots with a Nonlinear Friction Model
[NO] 783/1000 | Smart Disease Prediction and Medicine Recommendation System
[NO] 784/1000 | Thermoelectric Energy Generators for Harnessing Excess Thermal Energy: Thermoelectric Energy Sources for Sustainable Usage
[NO] 785/1000 | Orientation–Frequency Fields and Periodic Prior Reranking for Robust Cross-Modal Tire Indentation Retrieval
[NO] 786/1000 | Secured Cloud Data Storage using Blockchain
[NO] 787/1000 | KubeOrch: Visual Template-Based Kubernetes Configuration Management
[NO] 788/1000 | Research of FastSLAM Based on Butterfly Optimization Algorithm with Hybrid Strategies
[NO] 789/1000 | A TD3 Approach Based on Two-Sided Evolutionary Fusion for Robotic Arm Path Planning
[NO] 790/1000 | TeleQNet: Defense-Grade Messaging with Quantum Teleportation
[NO] 791/1000 | A 1781 GOPS Compute-In-Memory CIM Macro with a Novel Dual-Port 8T SRAM for Implementing Multiple Logical Operations
[YES] 792/1000 | HLS Driven Obfuscation of DSP Hardware IP Designs using Non-invertible Arbitrary Function and Reconfigurable Intertwined Obfuscation Logic
[NO] 793/1000 | Automated Screening of Diabetic Retinopathy from Retinal Images
[NO] 794/1000 | Communication System for the Deaf and Mute
[NO] 795/1000 | A Control Method for Electronic Expansion Valves Based on Superheat Variations and its Application in Cold Storage Temperature Control
[NO] 796/1000 | Woman-in-the-Loop: AI-Driven Mentorship Matching System
[NO] 797/1000 | Research on the Oscillation Mechanism of Induction Motor V/f System
[NO] 798/1000 | Intelligent Fruit Detection Using Convolutional Neural Network
[NO] 799/1000 | Fourier-Denoising for Noisy Hamiltonian Systems: Enhancing Symplectic Dynamics Learning
[NO] 800/1000 | An Ideal Approach to 3D NAND Flash Design for Ultra-High IOPS SSDs (&gt;100M) with Low-Latency (&lt;=us), Fine-Grained (Page Size=512B), and a Novel MB-level Embedded DRAM to support On-Chip NAND Managements
[NO] 801/1000 | Non-Invasive Blood Group Classification using Fingerprint Images and Deep Residual Learning
[NO] 802/1000 | Enhancing Offline Maritime Translation Safety: A Retrieval-Gated Generation Approach with Entity Constraints
[NO] 803/1000 | Melody-Centric Cryptography: A Human-Centered Framework for Symmetric Key Generation
[NO] 804/1000 | Study and Analysis of Cyber Security Threats in Smart Home Technology
[NO] 805/1000 | Reviving Ancient Immunity: Harnessing Molecular De-Extinction and Scalable Algal Biofactories of Computationally-Mined Antimicrobial Peptides to Eradicate Livestock Antibiotic Resistance
[NO] 806/1000 | ZnO/Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Heterojunction Based Optoelectronic Neuro-inspired Memristor
[NO] 807/1000 | Optimized Recognition of Dermal Lesion Analysis Based on CNN and Vision Transformer
[NO] 808/1000 | Human centric conversational system in Tamil using Retrieval Augmented Generation
[NO] 809/1000 | Semantic Preservation in LLM-Based Cultural Narrative Generation for Marketing Communication Contexts
[NO] 810/1000 | Analog In-Memory Computing for Large Language Model Inference: Opportunities and Challenges
[NO] 811/1000 | Using Transformer Encoders for Light Curve Classification in Telescope Pipelines
[NO] 812/1000 | Novel Full Ferroelectric-based Continuous-Time Ising Machine with Ultra-Low Hardware Cost for Real-Time Combinatorial Optimization
[NO] 813/1000 | Research on the Pragmatic Functions and Phonetic Realization of Pause Signals in Natural Conversation in the Mongolian Khalkha Dialect
[NO] 814/1000 | Investigating the Suitability of High-Performance Linux-Based System-on-Modules for Lunar Applications
[NO] 815/1000 | Precision-Aware Lightweight Deep Learning Framework for Automated Skin Cancer Classification from Dermoscopic Images
[NO] 816/1000 | Identification of Position-Dependent Geometric Errors in Five-Axis Machine Tools Based on an Attention-Mechanism CNN-LSTM
[NO] 817/1000 | Emotion Detection From Facial Expressions using AI and ML
[NO] 818/1000 | Smart Signal Booster for Cellular and Wi-Fi Communication
[NO] 819/1000 | Smart Kinetic Envelope: Modeling and Empirical Testing of IoT Systems for Tropical Climates : A Low-Cost Innovation Approach to Making the Global South More Energy Efficient
[NO] 820/1000 | Infrared Thermal Bushing Fault Diagnosis Based on Adaptive Roi Extraction and Deep Learning Fusion Model
[NO] 821/1000 | ICPEA 2026 Cover Page
[NO] 822/1000 | Author Index
[NO] 823/1000 | MMA++: Effective Multi-Modal Adaptation for Vision-Language Models_supp1-3691448.pdf
[NO] 824/1000 | Development of Nitrogen-polar GaN HEMTs
[NO] 825/1000 | 2026 IEEE 6th International Conference in Power Engineering Applications (ICPEA)
[NO] 826/1000 | 2026 Fourth International Conference on Augmented Intelligence and Sustainable Systems (ICAISS)
[NO] 827/1000 | FeatInsight: An Online ML Feature Management System on 4Paradigm Sage-Studio Platform
[NO] 828/1000 | First Workshop on Secure and Private Data Management (SeQureDB)
[NO] 829/1000 | Companion of the International Conference on Management of Data
[NO] 830/1000 | Learned Root-Cause SQL Prioritization and Diagnosis for Complex Database Performance Issues
[NO] 831/1000 | Teaching a New Dog Old Tricks: Reusing Data Management Principles in the Age of LLMs
[NO] 832/1000 | Panel on Building Practical Secure Databases: Challenges and Opportunities
[NO] 833/1000 | BitBlender: Scalable, High-Throughput Bloom Filter Acceleration on FPGAs with Dynamic Scheduling
[YES] 834/1000 | Automatic Generation of Vectorizing Compilers for Customizable Digital Signal Processors
[NO] 835/1000 | WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching
[NO] 836/1000 | Adaptive Neural In-Loop Filtering via Boundary-Aware Skipping and Time-Distortion Optimization
[NO] 837/1000 | “Let me try again” – Leveraging Social Interfaces to Improve Trust in Automation for Teleoperation
[NO] 838/1000 | Pretrained Biomedical Foundation Models: Comparative Analysis and Practical Applications in Healthcare
[NO] 839/1000 | DDAD: Diffusion in Dimensionless Domain for Generalized Hyperspectral Anomaly Detection
[NO] 840/1000 | Enhanced Stacking Ensemble Using Multi-Level Meta-Learning for Student Course Evaluations Sentiment Analysis
[NO] 841/1000 | Short-Window Gamma-Gamma Parameter Estimation With SW-GGNet for Satellite-to-Ground Laser Communication
[NO] 842/1000 | Explainable Kidney Stone Detection from CT Scans: Integrating Grad-CAM with YOLO Model
[NO] 843/1000 | CamC2V: Context-aware Controllable Video Generation
[NO] 844/1000 | Privacy-Preserving Federated Learning for Fraud Detection in Distributed Banking Networks
[NO] 845/1000 | Ultra-low-power Monostatic Backscatter Platform with Phase-Aware Channel Estimation and System-Level Validation
[NO] 846/1000 | Physics-Guided Surface Current Reconstruction of 3D PEC Targets from a Single Image via Cascaded Neural Networks
[NO] 847/1000 | Lightweight Pause Detector-Based ECG Sensing Device for Intelligent Cardiac Health Monitoring
[NO] 848/1000 | Autonomous Security Framework for AI-Native 6G Networks: Architecture and Threat Taxonomy
[NO] 849/1000 | Numerical Analysis and Performance Optimization of $\text{RbGeBr}_{3}$-Based Perovskite Solar Cells Under Non-Ideal Conditions
[NO] 850/1000 | SplatFusion: Training-Free 3D Scene Completion From Sparse Views Using Temporal Diffusion Priors and Gaussian Splatting
[NO] 851/1000 | Generalized Direct Grid Current Control for Voltage Sensorless Grid-connected Inverter with Output LCL Filter
[NO] 852/1000 | R BD: A Reconstruction-Based Method for Generalizable and Efficient Detection of Fake Images_supp1-3692527.pdf
[NO] 853/1000 | Improving Multi-View Reconstruction via Texture-Guided Gaussian-Mesh Joint Optimization
[NO] 854/1000 | Lightweight Multi-Channel Generative Adversarial Network for Synthesizing Brain Perfusion CT Series from Healthy Subjects: Toward Radiation Dose Reduction in Clinical Imaging_supp1-3696320.docx
[NO] 855/1000 | Structure from Noise: Confirmation Bias in Particle Picking in Structural Biology
[NO] 856/1000 | T-LEAP Posit: A Truncated Logarithmic Enhanced Arithmetic Posit Multiplier for Area–Power Efficient and Accuracy-Robust Deep Neural Networks.
[NO] 857/1000 | Satellite-Derived Chlorophyll-a and Deep Learning for Enhanced Potential Fishing Zone Advisory in the Bay of Bengal
[NO] 858/1000 | NeuralFur: Animal Fur Reconstruction from Multi-View Images
[NO] 859/1000 | Stable Learning for Trustworthy Modeling in Industrial Processes With Small Samples
[NO] 860/1000 | Anchor-Driven Compact Gaussian Splatting for Dynamic Scene Reconstruction_supp1-3695021.mp4
[NO] 861/1000 | Toward Explainable Trust: Polynomial-Driven Bidomain Memory-Gain-Scheduling of Active Suspension Systems via Mode-Affected Physical-Layer Authentication
[NO] 862/1000 | Long-Reach, High-Capacity Non-Orthogonal PAM4–OFDM Optical Access Transmission Enabled by Advanced Chromatic Dispersion Pre-compensation
[NO] 863/1000 | CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection
[NO] 864/1000 | Strong electric field measurement method based on Rydberg atom Stark effect
[NO] 865/1000 | Attention-Based CNN Architectures for Automated Binary Classification of Salmon Fish Diseases
[NO] 866/1000 | Long-Term Optimal Incentives for Differential-Privacy Federated Learning: A Multi-Stage Game Approach
[NO] 867/1000 | MEMS-Based Gas Sensing via Broadband Dielectric Relaxation Spectroscopy
[NO] 868/1000 | Optical Remote Sensing Image Super-Resolution via Adaptive High-Pass Filtering and Window Attention Mechanism
[NO] 869/1000 | Broadband Microwave Signal Processing via Low-Frequency-Detected Photonic Correlation in Parallel Bidirectional Frequency-Shifting Loops
[NO] 870/1000 | Innovation-Domain Decision-Directed Phase Tracking for Wiener Phase Noise in Fast Rayleigh Fading
[NO] 871/1000 | Full Index Mapping Multi-Domain AFDM-IM for High-Mobility Communications
[NO] 872/1000 | Beamforming Algorithm and System Optimization Based on True-Time-Delay and Phase Cooperative Control for Broadband Optically Controlled Phased Arrays
[NO] 873/1000 | Flexbee: A Grasping and Perching UAV Based on Soft Vector-Propulsion Nozzle
[NO] 874/1000 | The Flashover characteristics and arc development patterns of train roof insulator under ultra - high altitude
[NO] 875/1000 | Steering Committee
[NO] 876/1000 | Foreword
[NO] 877/1000 | Robust Fine-Grained Oriented Ship Detection for Remote Sensing imagery via Controllable Generative Pretraining_supp1-3694663.docx
[NO] 878/1000 | 2025 IEEE AFRICON
[YES] 879/1000 | Agentic AI for Chip Design
[NO] 880/1000 | Building Neural Interfaces – Key Components, System Integration, and Technical Hurdles
[NO] 881/1000 | Heterogeneous Integration of 2D Materials-Based Devices For New Memory-Centric Computing Architectures
[NO] 882/1000 | LEGEND: A Learned Explainable Graph-Enhanced Navigable Index for Hybrid Vector-Graph Search
[NO] 883/1000 | Enzyme: Incremental View Maintenance for Data Engineering
[NO] 884/1000 | Bitmap Filtering in the Fabric Data Warehouse
[NO] 885/1000 | Optimizing Power Infrastructure Reinforcement using Distributed Generators: An Economic Loss-Based Analysis of Three Installation Scenarios
[NO] 886/1000 | Mango Leaf Disease Classification through EfficientNetB5 based Deep Learning Framework
[NO] 887/1000 | On the Compressibility of Fine-Tuned Attention: A Tensor Decomposition Study of PEFT Weight Structure
[NO] 888/1000 | Single Event Upset Characterization of the Versal® Adaptive SoC Using Proton Irradiation
[YES] 889/1000 | Eight Myths on Software Engineering and GenAI
[NO] 890/1000 | Smart Energy Management in Industry 4.0 Using IoT-Enabled Sensing and LSTM Prediction Models
[NO] 891/1000 | Design of a Digital Twin Interactive System for a Radio Control Wheeled Vehicle
[NO] 892/1000 | Predicting the Total Crop Production in Area and Advising Best Alternative Crop
