[2025-12-23 09:14:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-22
正在获取论文...
[arXiv] 2025-12-22 | Fourier dimension of imaginary Gaussian multiplicative chaos
[NO] 1537/1768 | A Distributed and Scalable Testbed for Developing Intelligent UAV Swarm Controllers Based on Curiosity-Driven Machine Learning
[NO] 1538/1768 | Difference Between Characteristic Mode Theory and Cavity Mode Theory for Square and Circular Microstrip Antennas
[NO] 1539/1768 | Analyzing the Impact of Pre-training Data Domain and Scale on Cross-Domain Performance in wav2vec 2.0 Model
[NO] 1540/1768 | Porosity Meets Plasmonics: A Novel Route to High-Q Mechanical Nanoresonators
[NO] 1541/1768 | A Review of Open Access High-Resolution Data for Machine Learning-Based Landslide Susceptibility Mapping
[NO] 1542/1768 | Laser Vision: Haptic Navigation System for The Blind
[NO] 1543/1768 | Thermo-Fluid Coupling Analysis and Optimization for a Single Guide Ring Electromagnetic Heater
[NO] 1544/1768 | Radar HRRP Generation Using a Scattered Echo Calculation Model Based on the Generalized RCS
[NO] 1545/1768 | Research on Accurate Extraction of Partial Discharge Signals in Distribution Switchgear Based on Partial Discharge Sensors and Digital Twin Technology
[NO] 1546/1768 | Flexible Transparent Broadband Absorber Enabled by Cu(S,I) Gradient-Impedance Films
[NO] 1547/1768 | Research on the Mode Purity of Frequency-Dependent Vortex Electromagnetic Waves Generated by UCA
[NO] 1548/1768 | Electronic-Photonic Co-Design for All-Optical Signal Processing and Computing
[NO] 1549/1768 | Explaining Gender Bias in Machine Learning Hiring Systems: An XAI-Based Impact Assessment
[NO] 1550/1768 | Optimization of Cross-Polarization Level in Circularly Polarized Antenna Arrays Based on Rotated-Element Modeling
[NO] 1551/1768 | Design, Integration and Testing of a GSM Enabled Solar E-Bike for Sustainable Transportation
[NO] 1552/1768 | Design and Analysis of Online Monitoring Device for Galloping of Transmission Lines
[NO] 1553/1768 | RF Current Distribution Measurement based on Fourier Space Reconstruction for PCB Interconnect Structure
[NO] 1554/1768 | Multi-Robot Defense with Visibility Constraints: A Relay-Based Approach for Guarding Multiple Targets
[NO] 1555/1768 | Digital Twin Models for Key Components of Heavy-Duty Diesel Vehicles
[NO] 1556/1768 | Low-Cost and Modular Broadband Light Sources for Fluorescence Microscopy
[NO] 1557/1768 | Validation of Spatially Offset High-Resolution Microendoscopy (HRME) for Visualization of Cellular Morphology
[NO] 1558/1768 | An Ultra-Sparse MIMO Radar Array Topology Using Redundancy and Utilization of Elements
[NO] 1559/1768 | Circularly Polarized Beam-Scanning Leaky-Wave Antenna Based on Etched Asymmetric Circular Patch Fed by Spoof Surface Plasmon Polaritons
[NO] 1560/1768 | welcome Message
[NO] 1561/1768 | Cover
[NO] 1562/1768 | ICAEA 2025 TOC
[NO] 1563/1768 | Hybrid Learning-Based Resilient Formation Control for Multi-Vehicle Systems Under Distributed Denial-of-Service Attacks
[NO] 1564/1768 | Enhanced Masking-differential Prompting (MDP): Defending Backdoor Attacks for Pre-trained Language Models under Few-shot Learning
[NO] 1565/1768 | Decoding of Intuitive Motor Imagery Paradigm Based on Frequency-Band Double-Branch Network
[NO] 1566/1768 | Insider Threat Detection Using GCN and Bi-LSTM with Explicit and Implicit Graph Representations
[NO] 1567/1768 | MambaJSCC: Adaptive Deep Joint Source-Channel Coding with Generalized State Space Model
[NO] 1568/1768 | Trajectory Planning in Narrow Environments by Integrating Enhanced Target-Tree and Hybrid A* for Automated Parking Systems_supp2-3642158.mp4
[NO] 1569/1768 | Joint Design for IRS-Assisted Integrated Radar and Communication Systems: Multi-Target Detection and Multi-User Interference Management
[NO] 1570/1768 | A High-Stability Real-Time Simulation Model for DC–AC Power Electronic Converters and Digital Twin Applications
[NO] 1571/1768 | Integrating metal-hydride and gas-detector for tritium gas detection
[NO] 1572/1768 | Joint Power Allocation and Reflecting-Element Activation for Energy Efficiency Maximization in IRS-Aided Communications Under CSI Uncertainty
[NO] 1573/1768 | IEEE Transactions on Computers: Call for Papers
[NO] 1574/1768 | Local Community Detection in Complex Networks: A Brief Survey and an Algorithm Based on Identifying High-quality Core Region
[NO] 1575/1768 | Nanosecond Laser Damage Morphology in Silica Gratings: A Thermal Stress Analysis
[NO] 1576/1768 | Table of Contents
[NO] 1577/1768 | Closed-Loop Probabilistic Forecasting Method of Short-Term Spatial Load Considering Corrupted Data and Field Verification
[NO] 1578/1768 | Research on the Mechanisms and Heterogeneity of Data Element Empowerment for High-Quality Development of the Real Economy-Based on a Quasi-Natural Experiment in National Comprehensive Big Data Pilot Zones
[NO] 1579/1768 | Research on Hybrid Data Classification and Table Structure Optimization Methods for Training Large Models
[NO] 1580/1768 | Ori-YOLO: Detection of Astronaut Body Parts on the Space Station Based on Orientation-Invariant Convolution
[NO] 1581/1768 | Meta-Operators for All-Optical Image Processing
[NO] 1582/1768 | Photonic Ising Machine Based on Second Harmonic Generation
[NO] 1583/1768 | Individual Rate-Guaranteed Noma/Oma Switching Mechanism and Multi-Resource Allocation Optimization for Sipm-Based Vlc Systems
[NO] 1584/1768 | Thermal Crosstalk in a 6×6 Photonic Multiplier
[NO] 1585/1768 | The Impact of AI-Based Personalization Services on Customer Experience, Customer Satisfaction, and Customer Loyalty in E-Commerce
[NO] 1586/1768 | Ln-Sin Hybrid Microring Resonators for Nonlinear Applications
[NO] 1587/1768 | Design of a circularly polarized antenna with enhanced wide beam
[NO] 1588/1768 | Structures and Microwave-Absorbing Properties of Graphene Aerogels
[NO] 1589/1768 | 2D Engineering Drawing Information Detection Based on Improved RT-DETR
[NO] 1590/1768 | Symmetry-Protected Dual Bound States in Continuum Metasurfaces for Terahertz Photonic Applications
[NO] 1591/1768 | Target Vulnerability Analysis of Radar Position Based on Entropy Weight-TOPSIS Methodology
[NO] 1592/1768 | A Monolithically Integrated GaN Comparator with Depletion-Mode Input for Power Converter Applications
[NO] 1593/1768 | Dynamic Control of Carrier Sense Threshold and Transmission Power in Dense WLAN Deployments
[NO] 1594/1768 | Design and Implementation of a Broadband Balun Using LTCC Technology
[NO] 1595/1768 | Bloch Surface Modes Propagating at the Surface of 1D Photonic Crystals for Label-Free and Fluorescence Detection of Biomarkers in Human Serum
[NO] 1596/1768 | Wideband Circularly Polarized Magneto-Electric Dipole Antenna for Millimeter-Wave Communications
[NO] 1597/1768 | A Fast Line-Overload Mitigation Scheme via BLS N-1 Predictive Sensitivity Analysis
[NO] 1598/1768 | Wideband Dual-Polarized Filtering Antenna with Wide Out-of-Band Suppression
[NO] 1599/1768 | Securing AI and Agentic Systems in Medical Devices: Methods, Risks, and Defenses
[NO] 1600/1768 | Betel Leaf Disease Classification Using EfficientNet-B7 Architecture With Triplet Attention
[NO] 1601/1768 | A Photographer Guided Framework for Web Image Falsification Detection Using Vision Language Models and Segmentation Tools
[NO] 1602/1768 | Energy Optimization of HESS Integrated DCMG: PSO Based Approach
[NO] 1603/1768 | Low-Cost and High-Efficiency Electromagnetic Near-Field Scanning System Based on AI-Enabled Visual Manipulator
[NO] 1604/1768 | A Pneumatic Bistable Origami Actuator for Robotic Applications
[NO] 1605/1768 | Hamming Distance Optimization for 16-QAM Symbol Labeling Using GA and SA Algorithms
[NO] 1606/1768 | Silicon Photonics Enabled Tunable Multi-Band Dual-LFM Waveform Generation
[NO] 1607/1768 | A 9.2-ENOB, 500MHz-BW VCO-Based ADC with 64GS/s Polyphase Frequency-Digitisation
[NO] 1608/1768 | Small Signal Stability Prediction of Wind Integrated Power Systems Based on NRBO-BLS
[NO] 1609/1768 | Analog Photonic RF Transport and Front-Ends for High-Capacity Satellites
[NO] 1610/1768 | Geman-McClure Function Constrained Sparse Beamforming Algorithm
[NO] 1611/1768 | Interference Identification and Mitigation Using Selective Spectral Filtering in a Photonics Radar System
[NO] 1612/1768 | Multi-Scale Attentive Fusion with Adaptive Positional Encoding for 3D Object Detection
[NO] 1613/1768 | Passive Teleoperation with an Enhanced Compliance Model for Compliance-Position Equilibrium in Dynamic Push-Pull Tasks
[NO] 1614/1768 | Optimization of 1D Photonic Crystal Biosensor for Hemoglobin Based Anemia Detection
[NO] 1615/1768 | Design and Modelling of a One-Dimensional Photonic Crystal Biosensor for the Identification of Blood Components and Blood Infections
[NO] 1616/1768 | The 6-Wheeled Active-Caster-Type Omnidirectional Mobile Robot with Separation and Reconfiguration Function*
[NO] 1617/1768 | Research on Frequency Response Analysis of Disk Space Variation Faults in Transformer Windings
[NO] 1618/1768 | A New Approach for 2D Microwave Imaging Based on ODIL
[NO] 1619/1768 | Single-Output InAs Quantum Dot DFB Laser Using Integrated MMIR for Photonic Applications
[NO] 1620/1768 | Application of Lexicon Based Method and Naïve Bayes Classifier Algorithm in Twitter-Based Tapera Sentiment Analysis
[NO] 1621/1768 | Enhancing Performance and Scalability in Containerised Environments
[NO] 1622/1768 | ConfPred: ML-Based Conformational B-cell Epitope Prediction Using Novel Features
[NO] 1623/1768 | Administrative Committee Information
[NO] 1624/1768 | Optimization of Sigma Coloring in Cartesian Products of Graphs and Lower Bounds for Sigma Chromatic Numbers of Graphs Containing Complete Subgraphs
[NO] 1625/1768 | Decentralized Cost-Based Dispatchable Virtual Oscillator Control for Grid-Forming Inverters
[NO] 1626/1768 | SGNet: Style-Guided Network with Temporal Compensation for Unpaired Low-Light Colonoscopy Video Enhancement
[NO] 1627/1768 | Enabling AI-Driven Real-Time Communication and Computation With DDS for IoT-Assisted Home Care
[NO] 1628/1768 | GenScore: Agent-based Short-Answer Question Generation and Scoring in Software Engineering Courses
[NO] 1629/1768 | Delayed discrete memristive ring neural network and application in pseudorandom number generator
[YES] 1630/1768 | EvaRAG: Evaluating Advanced RAG Techniques with Indexing and Distance Metrics
[NO] 1631/1768 | Robust Adaptive Beamforming for Radar Target Polarization Scattering Matrix Estimation
[NO] 1632/1768 | Toward Effective Model Merging in Semantic Segmentation
[NO] 1633/1768 | Influence of Rotor Back-Iron on Optimal Halbach PM Machines
[NO] 1634/1768 | BP-LCGCD: A Gaussian-Elimination-Free and High-Performance Decoder for Surface Codes
[NO] 1635/1768 | Weak Pareto Boundary: A Critical Challenge for Evolutionary Multi-Objective Optimization
[NO] 1636/1768 | Comparative Evaluation of Production Techniques for Tactile Map Rendering
[NO] 1637/1768 | Frequency Tracking Features for Domain-Robust and Data-Efficient Deep Siren Identification
[NO] 1638/1768 | 2025 IEEE 8th International Symposium on Electromagnetic Compatibility (ISEMC)
[NO] 1639/1768 | Demonstration of 8.5-kV/100-A SiC Light-Triggered Thyristor With Trenched-Junction Isolated Amplifying Gate Structure
[NO] 1640/1768 | A FFT-Based Iterative PEEC Solver for Electromagnetic Modeling of PCB-Like Geometries
[NO] 1641/1768 | IC2ECT 2025 Cover Page
[NO] 1642/1768 | Optical Characterization of Oral Tissues Using High Wavenumber Raman Spectroscopy
[NO] 1643/1768 | The Marriage of Neurotechnologies and Artificial Intelligence: Ethical, regulatory, and technological aspects
[NO] 1644/1768 | Trajectory Control of ROV Based on Finite-Time Extended Observer
[NO] 1645/1768 | SMC-Based Anti-Swing Controller of Underactuated Systems
[NO] 1646/1768 | Universal Approximated Real-Valued Fast Fourier Transform for Image Blur Detection
[NO] 1647/1768 | Performance Measurement of LLM Classification for Imbalanced Class sizes
[NO] 1648/1768 | Flowing Blood Analysis &amp; Separation: Integrating Raman Spectroscopy &amp; Acoustophoresis in a Microfluidic System
[NO] 1649/1768 | Machine Learning-Driven Optimized Epitaxial Structure Design of III-Nitride Based Green LEDs
[NO] 1650/1768 | Addressing Class Imbalance in Crop Disease Classification Through GAN-Based Synthetic Image Augmentation
[NO] 1651/1768 | Measurement of Responsible AI and Sustainable AI Influence on IT Service Management
[NO] 1652/1768 | Systematic Evaluation of Initial States and Exploration-Exploitation Strategies in PID Auto-Tuning: A Framework-Driven Approach Applied on Mobile Robots
[NO] 1653/1768 | Conformal Dual-polarization Independently Phase-tunable Metasurface
[NO] 1654/1768 | Modulation Method to Reduce the Current Zero Crossing Distortion of Vienna Rectifier
[NO] 1655/1768 | Design of a Dual-Resonance Circularly Polarized Microstrip Antenna
[NO] 1656/1768 | A Low Profile Reflectarray Antenna Based on Spoof Surface Plasmon Polariton
[NO] 1657/1768 | A Robotic Additive Manufacturing System for In-Situ Repair of In-Vessel Tokamak Components
[NO] 1658/1768 | Design of Bandwidth-Enhanced Facet Reflection Tolerant Directly Modulated Membrane Distributed Feedback Lasers with Wire-Like Active Region
[NO] 1659/1768 | Nanoparticle-On-Resonator-Boosted Spontaneous Emission
[NO] 1660/1768 | Interrogating Optomechanical Ultrasound Sensor with On-Chip Tunable Distributed Bragg Reflector Laser
[NO] 1661/1768 | Emergency Repair Cost Interval Modeling and Optimization Method for Power Grids Integrating Attention Mechanism
[NO] 1662/1768 | Numerical Analysis of 1-Bit Finite Periodic Arrays Using Efficient Modified SSED Basis Function Method
[NO] 1663/1768 | Real-Time Tracking of Instrument Motion to Enable Machine Learning Approaches to Laparoscopy Training
[NO] 1664/1768 | Selective Epitaxial Growth of SiGe/Si Multi-Layer Structure for Silicon Photonics
[NO] 1665/1768 | Fault Diagnosis of Photovoltaic Power Stations Based on the CNN-LSTM-BP Algorithm
[NO] 1666/1768 | Wavelength Dependence of Polarization State in Single-Mode Fiber: Implications for BOTDA
[NO] 1667/1768 | Simulation of Barrier Layer Influence on the Performance of Ge-On-Si Single-Photon Avalanche Diodes
[NO] 1668/1768 | Ultra-Dense and Efficient 98-Channel Fiber-to-Chip Connectivity with Polarization Diversity
[NO] 1669/1768 | Implementation of a Cloud-Connected IoT System for Real-Time Indoor Air Quality Monitoring in Tropical Environments
[NO] 1670/1768 | A Data Glove for Object Recognition and Classification Based on LSTM
[NO] 1671/1768 | Study of an Ultra-wideband High-frequency System for Terahertz Band Dual Mode Sheet Beam Traveling Wave Amplifier
[NO] 1672/1768 | Polarization HRRP Target Recognition Neural Network Based on Adaptive Feature Fusion
[NO] 1673/1768 | Mitigating Limb Position Effect Through Data Augmentation Using Diffusion Model
[NO] 1674/1768 | Impact of Interferer Azimuth on Angle Estimation Accuracy after Interference Cancellation in Monopulse Phased Array Radar
[NO] 1675/1768 | Total Response Time Estimation for On-Grid Protection Systems in Renewable Smart Grids Using Transient Kinetic Energy Waveform Analysis
[NO] 1676/1768 | Towards a Model-based Approach for Behavioral Safety Concepts in Automated Driving
[NO] 1677/1768 | A Multi-Task Attention-Driven SegNet for Lung Infection Segmentation and Classification from HRCT Images_supp1-3646487.pdf
