[2026-05-26 23:10:01] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-25
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605250000+TO+202605252359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2026-5-25 | Nezha-FX: A Morphing HAUV Designed Based on Balanced Cross-Domain Performance Optimization
[NO] 818/1000 | LEGEND: A Learned Explainable Graph-Enhanced Navigable Index for Hybrid Vector-Graph Search
[NO] 819/1000 | Enzyme: Incremental View Maintenance for Data Engineering
[NO] 820/1000 | Bitmap Filtering in the Fabric Data Warehouse
[NO] 821/1000 | The xPU-athalon: Quantifying the Competition of AI Acceleration
[NO] 822/1000 | Steering Committee
[NO] 823/1000 | Wavelet-Decoupled Representation with Rotation-Domain Prior Gating for PolSAR Ship Detection
[NO] 824/1000 | Spatiotemporal Ensemble Deep Learning for Sea Surface Temperature Forecasting
[NO] 825/1000 | SCD-Net: A Semantic-Contour-Disparity Triadic Collaborative Network for 3D Building Reconstruction from Stereo Satellite Imagery
[NO] 826/1000 | Prioritizing Expert-Like Transitions for Reward-Free Offline Imitation Learning
[NO] 827/1000 | Foreword
[NO] 828/1000 | Techno-economic analysis of PV-integrated EV charging stations for a university campus microgrid
[NO] 829/1000 | Integrating Federated Learning and Hyperspectral Imaging for Early Detection of Tomato Disease
[NO] 830/1000 | Histopathology-Based Deep Learning for Melanoma PDX Drug-Response Tracking
[NO] 831/1000 | Optimizing Power Infrastructure Reinforcement using Distributed Generators: An Economic Loss-Based Analysis of Three Installation Scenarios
[NO] 832/1000 | The K-BLEND Framework: A Hybrid Genomic Workflow Integrating Blast with a Kmer-Based Neural Ensemble
[NO] 833/1000 | An Intelligent System for Remote Care of Parkinson Disease
[NO] 834/1000 | Real-Time Smart Path Recommendation System for People’s Safety
[NO] 835/1000 | Haptic Mouse for Non-Visual Navigation with Hybrid IMU-Optical Tracking
[NO] 836/1000 | Full-Stack Learning Management System with AI-Driven Course Generation
[NO] 837/1000 | Intelligent Appointment Scheduling and Resource Optimization in Smart Healthcare
[NO] 838/1000 | Improved Power Transformer Fault Diagnosis Through Optimized Feature Selection in DGA Using SVM and KNN Techniques
[NO] 839/1000 | Forecasting for the Future: AI-enhanced Emissions Modeling in the Built Environment
[NO] 840/1000 | A Hybrid Classical–Quantum Variational Learning Framework for Breast Mass Classification
[NO] 841/1000 | Robust Generalized Maximum Likelihood Estimator Inspired Physics-Informed Learning for Distribution System State Estimation
[NO] 842/1000 | Full-aperture Imaging of curve-trajectory SAR Based on Hybrid Parametric and Non-parametric Autofocus
[NO] 843/1000 | Joint Power Transfer and Interference Suppression via Metaheuristics-Driven 1-Bit Phase Control in Intelligent Reflecting Surface-Aided Wireless Systems
[NO] 844/1000 | HepaCopilot: A 6G-Enabled Multimodal Vision-Language Agent for Real-Time Hepatocellular Carcinoma Risk Stratification via Contrast-Enhanced Ultrasonography with Chain-of-Thought Clinical Reasoning
[NO] 845/1000 | A Novel SVPWM Strategy for Asymmetric Cascaded H-Bridge Inverters Considering Power Balancing and Current Backflow Elimination
[NO] 846/1000 | Minimizing Person-Specific Variations using Cepstral Features and Supervised Clustering for Improving Stress Identification Accuracy
[NO] 847/1000 | GA-Avatar: Geometry-Aware Human Avatar Modeling Based on Gaussian Splatting From Monocular Videos
[NO] 848/1000 | Prediction and Analysis of Total Health Expenditure in China Based on Combination Model
[NO] 849/1000 | An Efficient Approach with Theoretical Guarantees to Simultaneously Reconstruct Activity and Attenuation Sinogram for TOF-PET
[NO] 850/1000 | Dependent Task Offloading Based on OPQ-SubTransformer and Genetic Optimization for Vehicular Edge Computing
[NO] 851/1000 | Deep Reinforcement Learning Enabled Persistent Surveillance with Energy-Aware UAV-UGV Systems for Disaster Management Applications
[NO] 852/1000 | Robust Fine-Grained Oriented Ship Detection for Remote Sensing imagery via Controllable Generative Pretraining_supp1-3694663.docx
[NO] 853/1000 | Predicting the Total Crop Production in Area and Advising Best Alternative Crop
[NO] 854/1000 | 2025 IEEE AFRICON
[YES] 855/1000 | Multi-Agent Interaction: Creating Websites with Ease
[NO] 856/1000 | Smart Energy Management in Industry 4.0 Using IoT-Enabled Sensing and LSTM Prediction Models
[NO] 857/1000 | An Intelligent System for Personalised Compliance Training Recommendation
[NO] 858/1000 | An Adaptive Multi-Agent Framework for Energy Optimization in Green Data Centers
[NO] 859/1000 | Early Identification and Segmentation of Brain Tumors Using Deep Learning Techniques
[NO] 860/1000 | Face Detection In Real World Environment Using Deep Learning Model
[YES] 861/1000 | Agentic AI for Chip Design
[NO] 862/1000 | Design of a Digital Twin Interactive System for a Radio Control Wheeled Vehicle
[NO] 863/1000 | Meaning in Motion: Tracking Temporal Semantic Drift through Incremental Representation Spaces
[NO] 864/1000 | On the Compressibility of Fine-Tuned Attention: A Tensor Decomposition Study of PEFT Weight Structure
[NO] 865/1000 | The Impact of Rain–Fog Coexistence on Quantum Positioning
[NO] 866/1000 | Si Ultrathin Body Nanosheet by Sophisticated Wet Etching
[NO] 867/1000 | Building Neural Interfaces – Key Components, System Integration, and Technical Hurdles
[NO] 868/1000 | Text Detection for Screen Content Images with Complex Text Characteristics
[NO] 869/1000 | Multimodal Sentiment Analysis via Dynamic Mixture of Modal Experts and Cross-modal Gated Fusion
[NO] 870/1000 | Mango Leaf Disease Classification through EfficientNetB5 based Deep Learning Framework
[YES] 871/1000 | FLAIR: A Framework for LLM-Driven Assertion Generation and Incremental Refinement
[NO] 872/1000 | From Specification to Layout: An AI-driven Automation Design Flow for Analog Circuits
[NO] 873/1000 | Minimal Linux-Bootable RV64 Core: Microarchitecture Design and SoC Simulation
[NO] 874/1000 | Single Event Upset Characterization of the Versal® Adaptive SoC Using Proton Irradiation
[NO] 875/1000 | Soft Error Evaluation of 12nm FinFET Technology Based on COTS GPU Neutron Testing
[NO] 876/1000 | Effect of Stirring Time on the Oxidation After AC Breakdown Voltage Test of Insulation Oils
[NO] 877/1000 | Deep Reinforcement Learning-Based Active Thermal Routing for Energy Storage Converters Under Renewable Uncertainty
[NO] 878/1000 | Characterization and Performance Analysis of Aging Effect on Enterprise HDDs
[NO] 879/1000 | CPU Bottlenecks in Rack-Stand Brain-Computer Interfaces: A Phase-Aware Characterisation
[NO] 880/1000 | Heterogeneous Integration of 2D Materials-Based Devices For New Memory-Centric Computing Architectures
[NO] 881/1000 | Automated Fish Feeding System for Aquaculture
[NO] 882/1000 | Mitigating String Current Deficit in Future-Generation 3D NAND through a Co-Design Strategy for Verify Level and Bitline Voltage
[NO] 883/1000 | Enhancing SONOS-Type Flash Memory for Nonvolatile Analog Computing-in-Memory via Precise Multi-Level Weight Control and Improved Retention
[NO] 884/1000 | CFACO-Net: A Hybrid Deep Learning Framework with Dual-Backbone Transformer Fusion and Metaheuristic Feature Selection for Aluminum Wheel Defect Detection
[NO] 885/1000 | Resettlement Work: Accounting for the Invisible Work of Refugee Community Health Workers
[NO] 886/1000 | Towards Multispecies Participation in More-than-human Worlds
[YES] 887/1000 | PoCo: Agentic Proof-of-Concept Exploit Generation for Smart Contracts
[NO] 888/1000 | PRLBridge: A Legality-Aware Interface between Compilers and LLMs for Secure DNN Obfuscation
[NO] 889/1000 | Linear Economic MPC With Nonlinear Friction Feedforward for Built-in Direct-Drive Wave Energy Converters
[NO] 890/1000 | A sub-1V, 82ppm/K Cryo-CMOS Voltage Reference based on ΔVth in 22nm FDSOI
[NO] 891/1000 | Mechanism Analysis of the Impact of Distributed Photovoltaic Integration on Distribution Network Overcurrent Protection*
[NO] 892/1000 | An Automated Brain Stroke Classification from Computed Tomography Scans using a Deep Denoising Autoencoder Network with Feature Extraction Technique
[NO] 893/1000 | Aero-Engine Remaining Useful Life Prediction Based on CNN-BiLSTM Bidirectional Temporal Modeling
[NO] 894/1000 | Early Detection of Heart and Stroke Analysis Facial Bio Marks and Location Based Medical Analysis
[NO] 895/1000 | Structure-Aware Mamba Sequence Modeling for Image Super-Resolution
[NO] 896/1000 | Redefining AI Architecture with NAND Flash
[NO] 897/1000 | A Non-autoregressive based Multi-role Speech Synthesis Method
[NO] 898/1000 | Comparative Analysis of Regression Algorithms for Crop Yield Prediction
[NO] 899/1000 | Deep Learning-based Automated Defect Detection Approaches for Quality Assessment in Smart Manufacturing Industries: A Comprehensive Review
[NO] 900/1000 | High-Frequency Performance Analysis of a Compact Multi-Port Planar Antenna for Future 6G Networks
[NO] 901/1000 | Fast Dual Path Hybrid FIR-IIR Filter Algorithm for Multi Target Separation in Array Signal Processing
[NO] 902/1000 | LUCID: An Explainable Multi-Stage Framework for Lung CT Image Analysis and Clinical Outcome Interpretation
[NO] 903/1000 | 8-Inch Open Innovation SiC Pilot Line and Technology Platform for Power Electronics in A*STAR, Singapore
[NO] 904/1000 | A Clinical Feature-Guided Deep Learning Framework for Robust Dementia Severity Assessment using the Clock Drawing Test
[NO] 905/1000 | Superior Performance of Online Learning in Breast Cancer Classification: An AI-Driven Approach for Diagnosis and Prognosis
[NO] 906/1000 | Proposal of a 3D Position Estimation Method by Region-based Matching of Stereo Images using a Two-Pass Scan Clustering Method
[NO] 907/1000 | Areca Nut Recognition Using Machine Learning
[NO] 908/1000 | Intelligent Laptop Assistance Chatbot using Retrieval Augmented Generation
[NO] 909/1000 | IoT for Social Safety: A Cloud-Based Fire Detection and Alert Solution
[NO] 910/1000 | SAATH:Smart Alert and Tracking Hardware
[NO] 911/1000 | ShadowGPT: Linguistic Fingerprinting for Robust Detection of AI-Generated Phishing Emails
[NO] 912/1000 | An Energy Balancing Fuzzy based Routing Algorithm for Energy-Efficient IoT Networks
[NO] 913/1000 | K-FDE: Kurtosis and Frequency Domain Enhanced Adaptive Feature Learning Framework for Intelligent Fault Diagnosis
[NO] 914/1000 | Near-Field Beam Training Design for Stacked Intelligent Metasurface Assisted Communication Systems
[NO] 915/1000 | Spatiotemporal Drought Analysis Using Hybrid Evolutionary Algorithm-Optimized Deep Learning Architecture
[NO] 916/1000 | In Vitro Micro-Propagation of Chrysanthemum (Poornima) Using Apical Meristem
[NO] 917/1000 | OpenVerse: An Intelligent Recommendation Platform for Google Summer of Code Preparation
[NO] 918/1000 | A High-Performance Modular Linear Actuator With Enhanced Compensation of Cogging Torque and Friction
[NO] 919/1000 | Detection of Health Conditions and Disease of Multi-Crops Using Deep Learning and Machine Learning Models
[NO] 920/1000 | Lifecycle-Aware Multi-Temporal InSAR: Synergistic Optical-Radar Monitoring of Evolving Infrastructure
[NO] 921/1000 | Enabling Fast Polar SC Decoding with IR-HARQ
[NO] 922/1000 | Design of a 3D Braiding Online Tension Monitoring Spindle Based on Multi-Sensor Fusion
[NO] 923/1000 | A Real-Time Heuristic 3D Bin Packing Algorithm for Robotic Mixed Palletizing with Kinematic and Stability Constraints
[NO] 924/1000 | AI-Driven Agricultural Portal for Optimized Crop Management
[NO] 925/1000 | Enabling Logic-in-Memory (LiM) Functionality with Junctionless FeFETs
[NO] 926/1000 | Adaptive NeuroDefense: Graph Neural Network and Reinforcement Learning-based Self-Healing Cybersecurity Architecture
[NO] 927/1000 | Smart Sidewalks: Exploring Piezoelectric Energy Harvesting for Sustainable Urban Transport Systems
[NO] 928/1000 | Adaptive Multi-Resolution Attention Networks for Speech Emotion Recognition with Temporal Consistency Regularization
[NO] 929/1000 | A Comparative Study of Backbone Architectures for Document Analysis with DINO
[NO] 930/1000 | Prognostic Impact of Hypertension and Diabetes on PRKAA1, MAP4K4, RBP4, and ZFHX4 Expression in Endometrial Cancer
[NO] 931/1000 | Benchmarking Machine Learning Models for Cloud Resource Forecasting: LSTM vs. SVR, Random Forest, XGBoost, and Prophet
[NO] 932/1000 | Effects of Grid Impedance and Load on Transformer Frequency Response via in situ Measurement
[NO] 933/1000 | Scalable Short-Term Solar PV Forecasting Using Hybrid Transformer-ELM Models under Heterogeneous Data Conditions
[NO] 934/1000 | Leveraging Large Language Models to Predict Long-Term Language Outcomes in Late Talkers
[NO] 935/1000 | A Table of Contents-Based Novel Architecture for Compute-Aware Retrieval-Augmented Generation
[NO] 936/1000 | Experimental Benchmarking: CAN and I2C Protocols for EV BMS Communication
[NO] 937/1000 | Discrete-Time Sliding Mode Control for Constrained Mechatronic Systems via an $r$-Order Difference Observer
[NO] 938/1000 | Weak Magnetic Detection Method of Steel Wire Rope Based on the Principle of Spatial Magnetic Field Vector Synthesis
[NO] 939/1000 | A Global Vision-Based Mobile Obstacle Perception and Global Path Optimization Method for Unmanned Vehicles
[NO] 940/1000 | Interference-resistant Radar Reception with Microwave Photonic Time-frequency Matched Signal Selection and Amplification
[NO] 941/1000 | Flexible Floating-Gate Optoelectronic Synaptic Transistor for Neuromorphic Visual Processing
[NO] 942/1000 | Supervised Feature Selection Guided by Granular-Ball Computing: A Two-Stage Geometry-Driven Framework_supp1-3695768.pdf
[NO] 943/1000 | A High-Precision Dual-Domain Signal Denoising and Lightweight Phase Picking Method for Seismic Edge Devices
[NO] 944/1000 | Transient Modulation of the Nucleus Accumbens by Transcranial Temporal Interference Stimulation: An fMRI Study in Healthy Adults
[NO] 945/1000 | Arrayed triaxial force plate system using high-speed line-scan camera and sampling moiré method for jumping spider measurement
[NO] 946/1000 | Bayesian Learning-Based Spectrum Mapping with UAV Path Dynamic Optimization Under Three-dimensional Unknown Environments
[NO] 947/1000 | Photovoltaic Power Forecasting Method Based on Similar-Day Clustering and Attention-Based Multi-Scale Transformer
[NO] 948/1000 | A Method for Short-Term Wind Power Forecasting Based on Multi-Scenario Segmentation and Error Correction
[NO] 949/1000 | Empowering Community-Based Heritage through Gaming: A Developer's Perspective
[NO] 950/1000 | Perceiving the tactile properties of the fabrics using fabric images, fabric videos, and real fabrics
[NO] 951/1000 | Optimal Scheduling Algorithms for LLM Inference: Theory and Practice
[NO] 952/1000 | Information Design for Prosocial Behavior
[NO] 953/1000 | Use of What-if Scenarios to Help Explain Artificial Intelligence Models for Neonatal Health
[NO] 954/1000 | Investigating a synergized game design teaching framework for student engagement and reflective design
[NO] 955/1000 | Bridging Extreme Data Gaps: SAR-Optical Fusion Guided by Dual-Temporal SAR Differences
[NO] 956/1000 | An Adaptive and Lightweight Hybrid Beamforming Design for Massive MIMO
[NO] 957/1000 | Reduced-scale test method for dynamic responses of bundle conductor line following ice-shedding
[NO] 958/1000 | CleanAll: Efficient Object Collection Route Planning from LiDAR Point Clouds Transmission in Cleaning Scenarios
