[2026-02-11 09:40:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-10
正在获取论文...
[arXiv] 2026-02-10 | Hecke curves in Frobenius strata of moduli space of rank 2 vector bundles
[NO] 998/1428 | Multi-Generator Continual Learning for Robust Delay Prediction in 6G
[NO] 999/1428 | Analysis and Experiment of a Low-Cost Multipanel Reconfigurable Intelligent Surface System for Signal Enhancement at mm-wave
[NO] 1000/1428 | Warm-Starting Collision-Free Model Predictive Control With Object-Centric Diffusion_supp1-3662654.mp4
[NO] 1001/1428 | CCMANet: A Cross-Layer Cascade Network with Multi-Attention Mechanisms for Remote Sensing Object Detection
[NO] 1002/1428 | URLLC Service for Stacked Intelligent Metasurface-Assisted RSMA Systems
[NO] 1003/1428 | Quantitative Reflection for Mental State Analysis via Aspect Sentiment Triplet Extraction
[NO] 1004/1428 | Exploiting Data Significance in Remote Estimation of Discrete-State Markov Sources
[NO] 1005/1428 | Modeling and Analysis of Terahertz Inter-Satellite Communication-Ranging System under Platform Vibrations
[NO] 1006/1428 | Decentralized Coalition Formation of Infrastructure Providers for Resource Provisioning in Coverage Constrained Virtualized Mobile Networks
[NO] 1007/1428 | Parameter-Robust MPPI for Safe Online Learning of Unknown Parameters_supp1-3662531.mp4
[NO] 1008/1428 | MMCL: A Multi-modal Contrastive Learning Framework for Molecular Property Prediction
[NO] 1009/1428 | HGTFN: A Hypergraph and Transformer Fusion Network for Hyperspectral Image Classification
[NO] 1010/1428 | Large AI Model in the Air: Ubiquitous Intelligent Networks for Low Altitude Economy
[NO] 1011/1428 | A Simple Compliant Gripper That Reconfigures Between Sensing and Grasping Modes_supp1-3662656.mp4
[NO] 1012/1428 | Learning From Easy to Hard: Fingerprint Spoof Detection with Hard Sample Mining
[NO] 1013/1428 | High Power Density Integrated Transformer with Quasi All-in-One Structure for LLC DCX
[NO] 1014/1428 | Cluster-Driven Block-Flip Transformer with Dynamic Positional Learning for IoT-Based Wind Power Forecasting
[NO] 1015/1428 | Dynamic Positioning for Switched LPV Model of NUSV Based on Dual-Channel Attack Detection-Compensation Mechanism
[NO] 1016/1428 | Drift-Resistant Heading Estimation for Smartphone-Based Indoor Positioning via Adaptive Calibration Using Wi-Fi Fingerprinting and Magnetic Stability
[NO] 1017/1428 | AGEP_TWAS: A Deep Learning-based Framework for Predicting Gene Expression Levels in Tissues
[NO] 1018/1428 | A New Dynamic Pricing Strategy for Energy Trading in a Distribution System with Multiple Microgrids
[NO] 1019/1428 | On the signal distortion in a sampling-rate enhanced DAS system with mode division multiplexing
[NO] 1020/1428 | Design and Analysis of Hybrid Rigid-Soft Self-Aligning Index Finger Exoskeleton_supp1-3662646.docx
[NO] 1021/1428 | THUS: A Two-Phase Cross-Platform Hybrid User Recruitment Strategy in Mobile Crowdsensing
[NO] 1022/1428 | Logits-Level Balanced Machine Unlearning for LLM-Based Recommendation System
[NO] 1023/1428 | Performance Analysis of Spatiotemporal 2-D Polar Codes for Massive MIMO with MMSE Receivers
[NO] 1024/1428 | A Flexible Design Framework for Integrated Communication and Computing Receivers
[NO] 1025/1428 | Modality-Agnostic Hybrid Federated Learning via Knowledge Distillation and Reinforcement Learning Based Aggregation
[NO] 1026/1428 | A Framework for Multiobjective Antenna Optimization Based on Differential Evolution of Deep Gaussian Processes: DGP–DEMO
[NO] 1027/1428 | Ultrasmall Four-Channel Multiplexer Designed by Bayesian Direct Binary Search Method
[NO] 1028/1428 | Indirect laser metal deposition unexpectedly stabilises amorphous Germanium memristors
[NO] 1029/1428 | Multi-LEO Satellites Cooperative Electromagnetic Sensing via Deep Learning: Vision and Challenges
[NO] 1030/1428 | Memory-Efficient Distributed Unlearning
[NO] 1031/1428 | Cooperative Decision-Making of UAVs Within-Visual-Range Integrating a Two-Step Matrix Game and an Improved Genetic Algorithm
[NO] 1032/1428 | RIS-Aided LoRa Uplink Transmission with Differential Index Modulation
[NO] 1033/1428 | Evolution of Business Failure Mode and Effects Analysis (BFMEA): A Strategy to Reduce Failure Rates of Small Technology Businesses (STBs)
[NO] 1034/1428 | A 12.2–19.1 GHz High-Selectivity CMOS Power Amplifier Chip With Two-Stage Transformer-Based Filtering Matching Network
[NO] 1035/1428 | Bio-Inspired Gait-Adaptive Mapping: Real-Time 3D Scene Modeling Through Embodied Sensorimotor Coordination
[NO] 1036/1428 | A Streamlined Two-Antenna Architecture for Passive RFID Phase Localization via Accelerometer-Based Yaw Disambiguation
[NO] 1037/1428 | Semantic-Aware Remote Sensing Visual Question Answering via Segmentation-Guided Learning
[NO] 1038/1428 | Conceptual Design of Solid Breeder Blankets for Fusion Pilot Plants
[NO] 1039/1428 | Predictor-Based Fuzzy Tracking Control for Nonlinear Systems: A Reference-Independent Output Constrained Approach
[NO] 1040/1428 | Design of Nanocrystalline Alloy for Reducing Motor Hysteresis Loss by Machine Learning
[NO] 1041/1428 | New Lower Bounds on File Size of Fractional Repetition Codes via Eigenvalues of Bipartite Graphs
[NO] 1042/1428 | Dual-Band Shared-Aperture Base-Station Antenna Array Using Frequency-Selective Absorbers for Cross-Band Interference Mitigation
[NO] 1043/1428 | DNNini-UPSCA: Optimal Beamforming and Power Control for D2D Networks via DNN and UPSCA
[NO] 1044/1428 | MotionScope AI: Comprehensive Human Activity Recognition Through Integrated Pose Analysis and Temporal Modeling
[NO] 1045/1428 | A Wideband Millimeter-Wave Circularly Polarized Metasurface Antenna Array Loaded With Dual-Layer LC Decoupling Resonators
[NO] 1046/1428 | Incremental 3D Crop Model Association for Real-Time Counting in Dense Orchards_supp1-3662648.mp4
[NO] 1047/1428 | Stage-Resolved Spectral Research for Intermediate-Frequency Vacuum Arcs
[NO] 1048/1428 | Customizable Information Dispersal-Based Byzantine Broadcast with Communication Optimization Using Bloom Filters
[NO] 1049/1428 | Numerical Investigation of Overpressure Suppression During Arcing Faults Inside Converter Transformers Based on SFCLs
[NO] 1050/1428 | An Improved Nanosheet Compact Model Capturing Spacer and Epitaxial Geometry Effects for RF Applications
[NO] 1051/1428 | Effects of Winding Asymmetry on Power Quality in Multiport Integrated Generator Rectifiers
[NO] 1052/1428 | Improving Financial Statement Fraud Detection: A Large Language Model Processing Approach
[NO] 1053/1428 | Front Cover
[NO] 1054/1428 | When Vision-Language Model (VLM) Meets Beam Prediction: A Multimodal Contrastive Learning Framework
[NO] 1055/1428 | Training Objectives and Evaluation Metrics for Counterfactual Story Rewriting
[NO] 1056/1428 | REACH: Reinforcement Learning for Efficient Allocation in Community and Heterogeneous Networks
[NO] 1057/1428 | GHz Range Surrogate Modeling of Transistor Switching Spectra
[NO] 1058/1428 | Spatio-Temporal Collaborative Optimization and Spatial Sensitivity Calibration for Portable Quartz Piezoelectric Weigh-in-Motion Sensors
[NO] 1059/1428 | Personalized Robotic Lumbar Rehabilitation Based on Medical-Imaging-Assisted Musculoskeletal Biomechanical Modeling
[NO] 1060/1428 | A Fully Unsupervised Online Classification Algorithm for Event-Related Potential based Brain-Computer Interfaces
[NO] 1061/1428 | Research on Two-branch Semi-supervised Classification Method Based on Incremental Dictionary Learning for Hyperspectral Image
[NO] 1062/1428 | Adversarial Augmentation With Maximum Discrepancy for Graph Contrastive Learning_supp1-3650798.pdf
[NO] 1063/1428 | AlLNet: Alternative Learning is Better for Multimodal Fake News Detection
[NO] 1064/1428 | Robust Image Stitching with Optimal Plane
[NO] 1065/1428 | Blank Page
[NO] 1066/1428 | Design and Analysis of Hybrid Rigid-Soft Self-Aligning Index Finger Exoskeleton_supp2-3662646.mp4
[NO] 1067/1428 | A 19-dBm 110–142-GHz CMOS Power Amplifier With Device-Centric Power Boosting and Dual-Coupled Slotline Combiner
[NO] 1068/1428 | Demonstration of a Novel Insulated Two-in-hand REBCO Magnet for High-field Applications
[NO] 1069/1428 | Policy-Driven Orchestration Framework for Multi-Operator Non-Terrestrial Networks
[NO] 1070/1428 | A Green Approach to Stabilizing Soybean Oil Dielectric Fluids: The Role of Methyl Carnosate
[NO] 1071/1428 | The Response and Attribution of Vegetation Productivity to Drought Sensitivity in Northwest China
[NO] 1072/1428 | Artificial Intelligence-Driven Energy Management: A Strategy for Hybrid Electric Vehicle Trains Integrating Nondominated Sorting Dynamic Programming and Deep Learning
[NO] 1073/1428 | Joint Beamforming and 3D Location Optimization for Multi-User Holographic UAV Communications
[NO] 1074/1428 | HeadGaze: Natural Gaze Estimation While Walking From a Single IMU on Earbuds
[NO] 1075/1428 | Optimization strategy of the hyena algorithm with multi-directional variable weights in complex dyeing workshop scheduling
[NO] 1076/1428 | Quantum Reinforcement Learning with Classical Policy Deployment for Resource Allocation in Multi-Beam GEO-LEO Satellite Networks
[NO] 1077/1428 | UAV-Assisted Mixed THz-RF Relaying Under Transceiver Fluctuations
[NO] 1078/1428 | DHT-Backed Ancestor-Assisted Merkle Verification for Scalable and Real-Time Log Integrity in Cloud Data Lakes
[NO] 1079/1428 | Degraded Composite Insulator Detection Method based on Spatial Electric Field Measurement
[NO] 1080/1428 | PCRNet: Progressive Correlation Refinement for Few-Shot Hyperspectral Image Classification
[NO] 1081/1428 | A Combined Power Factor Correcting and Active Voltage Balancing Control Technique for Buck-Type AC/DC Grid-Tied Flying Capacitor Multilevel Converters
[NO] 1082/1428 | Corrections to “Development of an Adaptive Serious Game System for Facial Paralysis Rehabilitation: A Facial Movement Recognition Pilot Study”
[NO] 1083/1428 | A Highway Vehicular Channel Model for OTFS Performance Evaluation
[NO] 1084/1428 | HFFST: A Hierarchical Feature Fusion Algorithm for Spatial Gene Expression Prediction Using Histopathology Images_supp1-3658320.pdf
[NO] 1085/1428 | L-MACD: Learning-Based Adaptive CAPTCHA Defense Against Multimodal AI Attacks
[NO] 1086/1428 | Egocentric Head Direction Encoding and Perception Model Based on an Adaptive Ring Attractor Network_supp1-3656687.docx
[NO] 1087/1428 | Revisiting Frequency Domain: Spatial-Frequency Joint Tuning for Referring Image Segmentation
[NO] 1088/1428 | IEEE Standard for Definite-Purpose Switching Devices for Use in Metal-Enclosed Low-Voltage (600 Vac and Below) Power Circuit Breaker Switchgear
[NO] 1089/1428 | VIS 2025 Executive Committee
[YES] 1090/1428 | Promptware Engineering: Software Engineering for Prompt-Enabled Systems
[NO] 1091/1428 | Preference-Conditioned Gradient Variations for Multi-Objective Quality-Diversity
[NO] 1092/1428 | Joint Codebook and UE Selection for mmWave Multi-gNB Coordination Based on Dual-Encoder
[NO] 1093/1428 | Physical Model and Experimental Validation for Thermal Noise Wireless Communication Using Microwave Brightness Temperature
[NO] 1094/1428 | Smart Interrupted Routing Based on Multi-head Attention Mask Mechanism-Driven MARL in Software-defined UASNs
[NO] 1095/1428 | A Novel Double Stator Consequent Pole Transverse Flux Motor with Trapezoidal Teeth and Permanent Magnets
[NO] 1096/1428 | Multi-view clustering via graph regularized and one-hot-constrained symmetric nonnegative matrix factorization
[NO] 1097/1428 | IEEE Standard for Flexible Optical Service Unit for Optical Networks
[NO] 1098/1428 | Lithium-Ion Propulsion Battery Occupational Safety: Best Practices and Future Requirements
[NO] 1099/1428 | SSRec: Structured Ranking Optimization Criterion for Sequential Recommendation
[NO] 1100/1428 | Temperature Self-compensated High-temperature and Vibration Sensor Based on Step-coated FBG Twin Reflection Spectrum
[NO] 1101/1428 | Dual-Mode Magnetic Sensor With Ultrawide Bandwidth for Current Monitoring in Press-Pack Power Modules_supp1-3656984.pdf
[NO] 1102/1428 | Phase Configuration Designs for a New Family of Greedy Detection-Enabled RIS-Assisted Multi-Stream Spatial Modulation Schemes
[NO] 1103/1428 | MFE: A Multimodal Hand Exoskeleton with Interactive Force, Pressure and Thermo-haptic Feedback_supp1-3662616.mp4
[NO] 1104/1428 | RiWiX: Towards Automatic River Water Width Extraction from High Resolution Satellite Imagery Using Swin Transformers
[NO] 1105/1428 | iProDMP: An Enhanced Probabilistic Dynamic Movement Primitives Framework for Hip Exoskeleton-Assisted Lifting
[NO] 1106/1428 | Real-Time Readout System Design for the BULLKID-DM Experiment: Enhancing Dark Matter Search Capabilities
[NO] 1107/1428 | 2025 VGTC Visualization Significant New Researcher Award
[NO] 1108/1428 | 2025 VGTC Visualization Lifetime Achievement Award
[NO] 1109/1428 | Adversarial Imitation Learning with General Function Approximation: Theoretical Analysis and Practical Algorithms_supp1-3657578.pdf
[NO] 1110/1428 | Monocular Multi-object 3D Visual Language Tracking
[NO] 1111/1428 | Robust Fault-Tolerant Control for Underwater Vehicles With Saturation-Triggered Thruster Health Estimation_supp1-3662535.mp4
[NO] 1112/1428 | ManiVID-3D: Generalizable View-Invariant Reinforcement Learning for Robotic Manipulation via Disentangled 3D Representations_supp1-3662647.mp4
[NO] 1113/1428 | BEVDrive-E2E: Imitation With Bird's Eye View Perception for Interpretable End-to-End Autonomous Driving_supp1-3662561.mp4
[NO] 1114/1428 | A SAR-Assisted Continuous-Time M-0 MASH Delta-Sigma Modulator with Digital-Domain Noise Leakage Shaping
[NO] 1115/1428 | An Auxiliary Problem-Assisted Evolutionary Algorithm With Dynamics Regulation for Complex Constrained Multiobjective Optimization
[NO] 1116/1428 | Explainable Artificial Intelligence (XAI): Concepts, Applications, Challenges, and Future Perspectives
[NO] 1117/1428 | CRFD: Causal and Interpretable Fault Diagnosis Using Counterfactual Reasoning for Microservices on Multi-source Observability Data
[NO] 1118/1428 | Joint Activity Detection and Channel Estimation for Massive Connectivity: Where Message Passing Meets Score-Based Generative Priors
[NO] 1119/1428 | Optimal Ferrite Structure Design of DD-Type Magnetic Coupler Based on Improved Deep Reinforcement Learning for WPT System
[NO] 1120/1428 | Hybrid CNN-Transformer Model for Enhanced Real-Time Surveillance of Suspicious Group Activities
[NO] 1121/1428 | Evaluating Soil Surface Scattering Models: Perspectives from Polarimetric P-, L- and S-Band SAR Observations
[NO] 1122/1428 | Enhanced Particle Swarm Optimization for Minimizing Governor Actuation in Hydropower Plants under Renewable Energy Intermittency
[NO] 1123/1428 | Coordinated Scheduling of Multiple Frequency Services in Electricity-Gas-Hydrogen Systems Based on Federated Warm Starts
[NO] 1124/1428 | Table of Contents
[NO] 1125/1428 | Strain-Rate-Dependent Charge Release and Nonlinear Depolarization in PZT-5H under Compressive Loading: Modeling and Experimental Validation
[NO] 1126/1428 | Fully inkjet-printed glucose sensor on flexible polyimide substrate
[NO] 1127/1428 | Reliability-Aware Multi-Agent Deep Reinforcement Learning for Stochastic Optimization in Cellular-Connected UAV-Assisted MEC Systems
