[2026-04-07 22:38:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-06
正在获取论文...
[arXiv] 2026-04-06 | Strongly Correlated Superconductivity in Twisted Bilayer Graphene: A Gutzwiller Study
[NO] 1166/1614 | Blockchain Enabled Secure Data Sharing for Distributed Healthcare Systems
[NO] 1167/1614 | Predictive Modeling of Air Pollution using Deep Reinforcement Learning
[NO] 1168/1614 | Transformer Bushing Health Monitoring via Embedded Nanoparticle-Coated Micro-Sensors
[NO] 1169/1614 | Efficient Jamming Detection in IoT Networks using 2D CNN Models
[NO] 1170/1614 | AI-Enabled Learning and Critical Thinking: A Study among Indian Engineering Students
[NO] 1171/1614 | Autonomous joint multi-factor sensing platform design for lunar space environment
[NO] 1172/1614 | Edu-EmotionNet: Cross-Modality Attention Alignment with Temporal Feedback Loops
[NO] 1173/1614 | Improving Robustness of MRI-Based Brain Tumor Classification Via Multi-View Preprocessing and Hybrid VIT-CNN Learning
[NO] 1174/1614 | Performance Enhancement of Rice Bran Oil–based Transformer Fluid Enhanced with TiO
                    <sub>₂</sub>
                    Nanoparticles as Dielectric Additives
[NO] 1175/1614 | Early Forest Fire Detection Using Enhanced YOLOv11 with Contrast and Dynamic Attention Mechanisms
[NO] 1176/1614 | AI-Powered Urban Traffic Management using YOLOv11 and Meta-Learning-based Deep Q-Network
[NO] 1177/1614 | Control of dissolved oxygen and ammonium ion in constructed wetlands using multivariable integral state feedback controller
[NO] 1178/1614 | Investigation of Dual Active Bridge Converters for Electric Vehicle Battery Charger
[NO] 1179/1614 | HierTTF: Hierarchical Two-Stage Time-to-Failure Prediction for Datacenter SSDs Using Telemetry
[NO] 1180/1614 | Enhancing NFT Ownership and Trading with Blockchain based Decentralized Marketplaces
[NO] 1181/1614 | Time-Coupled Optimal Power Flow Incorporating DER Volt–VAR Dynamics for Voltage Recovery and Stability
[NO] 1182/1614 | X-PDResNet: An Explainable Residual Neural Network for Discrimination of Partial Discharge Defects in High Voltage Apparatus
[NO] 1183/1614 | Beyond a Single Perspective: Neural Fusion of Lévy-Generated Super-Resolution Images for Robust Face Recognition
[NO] 1184/1614 | A Triple-Loss Optimized U-Net Framework for Accurate Pancreas Segmentation in CT Scans
[NO] 1185/1614 | Federated Capsule Endoscopy Analytics for Privacy-Preserving Gut Disease Screening
[NO] 1186/1614 | A Sign Language Recognition Model for Transport Systems
[NO] 1187/1614 | Hybrid and Gradient-Boosted Regression Models for Accurate Transistor Drain Current Prediction
[NO] 1188/1614 | Multimodal Foundation Models for Zero-Shot Water Stress Forecasting in Precision Agriculture
[NO] 1189/1614 | State of Health estimation of Li-ion cells via internal degradation modes identification and physics-informed machine learning
[NO] 1190/1614 | Reconstruction-Free Classification for Lensless Imaging Systems
[NO] 1191/1614 | Iterative Tensorization of Physics-Informed Neural Networks
[NO] 1192/1614 | Sensor-Based Portable Device for Soil Nutrients Monitoring, Communication and Intelligent Crop Recommendation System
[NO] 1193/1614 | Integrated Navigation Research for Outdoor Multi-sensor Off-road Vehicle Based on PID-Pure Pursuit
[NO] 1194/1614 | Cloud-IoT and AI-based Intelligent Waste Monitoring and Collection System for Sustainable Urban Development
[NO] 1195/1614 | LIGHT-HIDS: A Lightweight and Effective Machine Learning-Based Framework for Robust Host Intrusion Detection
[NO] 1196/1614 | Intelligent Binary Descriptor Generation through GA Based Dimension Selection in MPEG CDVS and LDVS for Visual Search
[NO] 1197/1614 | Com-Analyzer: A Multi-Modal Artificial Intelligence Framework for Personalized Interview Skill Assessment
[NO] 1198/1614 | Study of Different Filter for Altitude Estimation in UAVs using Sensor Fusion
[NO] 1199/1614 | Reading Between the Signals: A Comprehensive Tutorial on Harnessing Physical Side-Channels for Anomaly Detection
[NO] 1200/1614 | One-shot 3D Affordance Learning for Multi-stage Robotic Manipulation
[NO] 1201/1614 | Quality of Service Enhancement and Security Assurance in Internet of Things Networks: A Survey and Integrated Blockchain Sidechain Architecture
[NO] 1202/1614 | Evolutionary Hyper-Transformation for Multi-AAV Path Planning to Visit Moving Targets_supp1-3678144.pdf
[NO] 1203/1614 | TechRxiv: Share Your Preprint Research with the World!
[NO] 1204/1614 | <i>
                      l
                      <sub>2</sub>
                    </i>
                    -
                    <i>
                      l
                      <sub>∞</sub>
                    </i>
                    Proportional-Integral State Estimation for Stochastic Nonlinear Systems With State Saturations Under Decode-and-Forward Relay
[NO] 1205/1614 | An Efficient Data Generation Method Based on Flow Matching for Bearing Fault Diagnosis Under Imbalanced Data Conditions
[NO] 1206/1614 | Lateral Anti-Misalignment Performance Improvement of the Single-Transmitter/Dual-Receiver WPT System with a Single Load
[NO] 1207/1614 | Automatic Dual-Battery Switching System for E-Vehicles using Solar Integration
[NO] 1208/1614 | Deep Learning-Based Direction Prediction: A Comparative Study of Neural Architectures on XAU/USD 30-Minute Data with Win-Big-Lose-Small Strategy
[NO] 1209/1614 | Explainable Multi-Modal AI for Brain Tumor Segmentation and Radiotherapy Planning
[NO] 1210/1614 | An Intelligent Traffic Behaviour Prediction Method using Deep Learning Approach
[NO] 1211/1614 | Design and Implementation of an IoT-Based Smart Safety Ring with Direct Cellular Link for Women's Security
[NO] 1212/1614 | Weighted Ensemble Classification for Misinformation Detection using Optimized TF-IDF Features on a Large-Scale News Dataset
[NO] 1213/1614 | AI-Driven Cross-Layer Optimization of Hybrid Optical-Wireless 5G Transport Systems
[NO] 1214/1614 | Implementation of a Cyber Reflex Layer for Securing Autonomous Vehicles
[NO] 1215/1614 | 2025 6th International Conference on Smart Electronics and Communication (ICOSEC)
[NO] 1216/1614 | Interactive Force-Impedance Control
[NO] 1217/1614 | An Open-Source, Reproducible Tensegrity Robot that can Navigate Among Obstacles
[NO] 1218/1614 | Model-predictive Vibration Reduction of a Suspended Cable-Driven Parallel Robot
[NO] 1219/1614 | Two-axis transparent force plate for droplet collision measurement using high speed line-scan camera and sampling moiré method
[NO] 1220/1614 | MOFM: A Multiple-in-One Flow Mamba for Unregistered Multi-Modal Image Fusion
[NO] 1221/1614 | Stacked Intelligent Metasurfaces-enabled Transceiver: Functional Coding and Data-Enhanced Deep Unfolding Detection
[NO] 1222/1614 | A Kind of Flexible Forceps With High Clamping Force and Large Opening Angle for Endoscopic Surgery
[NO] 1223/1614 | A Pneumatically Actuated Robotic Assistant for MRI-Guided Stereotactic Neurosurgery
[NO] 1224/1614 | A Multi-AAV Assisted Mobile Edge Computing Task Offloading Based on Dynamic Priority and Two Stage Multi-Agent Collaborative Optimization
[NO] 1225/1614 | A promising movement-based prosthesis control tested on valid and arm-amputated participants using first-person teleoperation of humanoid robot Reachy
[NO] 1226/1614 | USIGAN: Unbalanced Self-Information Feature Transport for Weakly Paired Image IHC Virtual Staining
[NO] 1227/1614 | ISAC-enabled Beam Tracking for U2U Communication Systems under Jittering Effects
[NO] 1228/1614 | Physics-Guided Multistage Segmentation for Structural Characterization of TRISO Fuel Particles in X-ray CT Imaging
[NO] 1229/1614 | Use Case Matters: Comparing the User Experience and Task Performance across Tasks for Embodied Interaction in VR_supp1-3680577.pdf
[NO] 1230/1614 | Descriptor: Solar and Kinetic Energy Harvesting Dataset for Human Activity Recognition (SKEH-HAR)
[NO] 1231/1614 | Tag-Along Virtual Windows Increase Perceived Resistance and Task Load in Augmented Reality
[NO] 1232/1614 | A Generic Construction of
                    <i>q</i>
                    -ary Near-MDS Codes Supporting 2-Designs with Lengths Beyond
                    <i>q</i>
                    + 1
[NO] 1233/1614 | Geographic and Statistical Analysis of EESS-Passive Satellite Overpasses for Spectrum Coexistence
[NO] 1234/1614 | DS²AF: An Iterative Detection to Spectral Similarity-Guided Augmentation Framework for Few-Shot Hyperspectral Image Classification
[NO] 1235/1614 | Successful Diversity Is Not What You Think: How to Build a Great Start-Up Team
[NO] 1236/1614 | Hybrid Dynamic-Statistical Algorithm for Optimizing CMOS-Type System Configuration
[NO] 1237/1614 | Retraction Notice: Automatic Breast Tumor Cancer Diagnosis Based on a Hybrid Densenet
[NO] 1238/1614 | Title Page
[NO] 1239/1614 | Retraction Notice: Comprehensive solution of Scheduling and Balancing Load in Cloud - A Review
[NO] 1240/1614 | Retraction Notice: Prediction of Juvenile Delinquencies in Correlation with Education
[NO] 1241/1614 | Retraction Notice: Vegetable Disease Detection Using K-Means Clustering And Svm
[NO] 1242/1614 | Retraction Notice: IOT Based Health Tracking Shoe For Elderly People Using Gait Monitoring System
[NO] 1243/1614 | IEEE Industrial Electronics Society Publication Information
[NO] 1244/1614 | Fidelity as Forgetting: Rethinking Reconstruction in Neural Volumetric Media
[NO] 1245/1614 | Neural Network Image Quality Enhancement Using Multiscaling, Attention, and Residuals
[NO] 1246/1614 | A Pilot Study on the Feasibility and Preliminary Efficacy of a Virtual Reality System for Stress Reduction
[NO] 1247/1614 | Synthetic AI-Based Ultrasound Images of Breast Cancer on Small Datasets
[NO] 1248/1614 | Enhancing Image Classification Performance Using Data Augmentation and Adaptive Training Strategies
[NO] 1249/1614 | Real-Time Accident Prevention, Detection and Alert System using Federated Learning: A Decentralized Framework for Road Safety
[NO] 1250/1614 | Interpretable Gender Classification from Malayalam Speech
[NO] 1251/1614 | STEPCon 2025 TOC
[NO] 1252/1614 | Evolution and Future of Decision Support Systems: Frameworks, Applications, and Emerging Trends
[NO] 1253/1614 | A Classification based on Salp Swarm Algorithm for Incomplete Imbalanced Data
[NO] 1254/1614 | Smart Fall Detection for Elderly using Wearable Sensors and Machine Learning Analytics
[NO] 1255/1614 | Development of a Hybrid Piezoelectric and Solar Rainfall Energy Harvesting System with Water Collection Storage and Python-Based Performance
[NO] 1256/1614 | AI-Driven Personalization in the Classroom: Impacts on Intrinsic Motivation and Academic Performance
[NO] 1257/1614 | Micro-defect Detection Based on Application of Mixing Frequency Ultrasound
[NO] 1258/1614 | DistilBERT-Powered Optimized Sentiment Analysis for Next-Generation Natural Language Processing
[NO] 1259/1614 | Assessing Operational Autonomy in Decentralized Energy Systems
[NO] 1260/1614 | Kolmogorov-Arnold Networks in Low-Data Regimes: A Comparative Study with Multilayer Perceptrons
[NO] 1261/1614 | Radix-8 Booth Encoded Approximate Multiplier Design for Energy-Efficient Image Processing Applications using a 5:3 Compressor
[NO] 1262/1614 | Synthetic Data Generation with GANs for Rareevent Detection in Medical and Traffic Vision
[NO] 1263/1614 | Ultra-Reliable Receiver for Asynchronous SCMA in Satellite-Terrestrial Communication
[NO] 1264/1614 | IEEE Standard for Wearable, Cuffless Blood Pressure Measuring Devices
[YES] 1265/1614 | Bridging Machine Learning and Generative AI for Intelligent Vulnerability Detection and Remediation in Source Code
[NO] 1266/1614 | Triple-Stream Ensemble Fusion for Resilient Multi-Modal Human Action Recognition: Addressing Generalization in Co-Located Sensing
[NO] 1267/1614 | Past Forward: All Alone in the Abyss
[NO] 1268/1614 | To be Healed or Hacked? - User-Centered Ethical Design for Embodied AI in Mental Health Care_supp1-3680608.mp4
[NO] 1269/1614 | ESTune: Bayesian Uncertainty-Guided Early Stopping for Database Configuration Tuning
[NO] 1270/1614 | A Review of Neural Networks in Precipitation Prediction
[NO] 1271/1614 | Adaptive Modulation for Half-Duplex Cooperative Non-orthogonal Multiple Access (C-NOMA)
[NO] 1272/1614 | Enhancing Distribution Grid Resilience: A Data-Driven Calibration of Physics-Based Fragility Models Using Historical Outage Records
[YES] 1273/1614 | Learning from Execution Graphs: A Graph Neural Network Approach to Malware Detection
[NO] 1274/1614 | Passivity-Based Analysis and Control of Low-Inertia Islanded Microgrids
[NO] 1275/1614 | Bio-RV: Low-Power Resource-Efficient RISC-V Processor for Biomedical Applications
[NO] 1276/1614 | Author Index
[NO] 1277/1614 | Application of Machine Learning Approach for Medicine Recommendation in Healthcare System
[NO] 1278/1614 | Comparative Analysis of LoRaWAN and NB-IoT for Wide-Area IoT Deployments: Performance, Scalability, and Cost Considerations
[NO] 1279/1614 | Clustering and Explainable AI for Supporting Energy Contracting in the Brazilian Free Energy Market
[NO] 1280/1614 | A Comparative Analysis of Deep Learning and Transformer Models for Emoji-Aware Sarcasm Detection in Code-Mixed Text
[NO] 1281/1614 | Scheduling and Optimization of EV Fleet Charging using Multi-Agent Reinforcement Learning
[NO] 1282/1614 | A Novel Strategy for Boosting Performance and Power Efficiency of Multicore WNoC Systems
[NO] 1283/1614 | Joint Nested-Array and Frequency Offset Design for FDA-MIMO Radar Under Quasi-Static Interference
[NO] 1284/1614 | Leveraging U-Net and Convnext for Accurate Plant Disease Prediction with Hyperparameter Tuning
[NO] 1285/1614 | RetCareNet: Real-Time Precision Healthcare through IoT–VANET Integration and RetNet-based Analytics
[NO] 1286/1614 | Enhancing Island Power Systems Operational Flexibility with Hybrid Power Plants
[NO] 1287/1614 | System and Method for Automated Redaction of Personal Identifiable Information Using Responsible AI and Computer Vision
[NO] 1288/1614 | S$^{3}$aDPWo: Spatial-, Semantic-, and Shape-Aware Diffusion Policy Towards Autonomous Wound Repair
[NO] 1289/1614 | Cap4Bridge: Caption-Guided Cross-Modal Contextualization with Stochastic Augmentation for Text-Video Retrieval
[NO] 1290/1614 | IDC-Integrated SRR-based Printed Differential Microwave Sensor on Biodegradable Substrate for High Sensitivity Material Sensing
[NO] 1291/1614 | Flapping Hydrofoil Propulsion for Unmanned Surface Vehicles: Design and Experimental Evaluation
[NO] 1292/1614 | MultiVis-Agent: A Multi-Agent Framework with Logic Rules for Reliable and Comprehensive Cross-Modal Data Visualization
[NO] 1293/1614 | Marking Underwater Infrastructure: A Crab-Like Robot for Traversing Pipes
[NO] 1294/1614 | Pretrained Foundation Model-Driven Source-Free Unsupervised Domain Adaptation for IoT Physical-Layer Authentication
[NO] 1295/1614 | Long-Tailed Skeleton-Based Action Recognition via Realistic Mixing and Class-Aware Sampling
[NO] 1296/1614 | Evaluation of Metallic Interference in Electromagnetic Tracker for Handheld Robotics_supp1-3679451.pdf
[NO] 1297/1614 | IEEE COMPUTER SOCIETY CALL FOR PAPERS
[NO] 1298/1614 | VecFlow-Chamfer: A GPU-based Data Management System for High-Performance Multi-Vector Search on Superchips
[NO] 1299/1614 | Transporting the Cross-modal Prototypes for Unsupervised Visible-Infrared Person Re-identification
