[2026-06-23 23:08:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild
[NO] 1698/1964 | Blockchain-based Education Certification System
[NO] 1699/1964 | Motion Transfer-Enhanced StyleGAN for Generating Diverse Macaque Facial Expressions_supp1-3706030.pdf
[NO] 1700/1964 | GridSecSim: A Hybrid Cyber-Physical Co-simulation Platform Integrating GridLAB-D and NS-3 for Cyberattack Simulation and Real-Time Intrusion Detection in Smart Grids
[NO] 1701/1964 | WD-HMSTL:A Wavelet-Driven Hybrid Multi-Scale Temporal Learning Framework for Earthquake Precursor Groundwater Level Anomaly Detection
[NO] 1702/1964 | User-Centered Development and Evaluation of an Energy Information System: Incremental System Instantiations using Design Science and Multi-Method Evaluation_supp1-3705235.pdf
[NO] 1703/1964 | WaveKoop-KAN: A Wavelet-Decomposed Koopman–Gated Temporal Convolution Hybrid with Kolmogorov–Arnold Fusion for Univariate Time Series Forecasting
[NO] 1704/1964 | Ultimate Intrinsic Temporal Performance in Magnetic Resonance Imaging Using a Realistic Human Head Model
[NO] 1705/1964 | Large-Scale UAV Swarm Coordination for Sensing and Communication: A Spatiotemporal Perspective
[NO] 1706/1964 | 2026 5th International Conference on Electronics, Integrated Circuits and Communication Technology (EICCT)
[NO] 1707/1964 | Embedded Speckle-Assisted Spatiotemporal Multiplexing Phase-Shifting Profilometry for Dynamic 3D Shape Measurement
[NO] 1708/1964 | Integrating Multimodal Learning with Dual-Granularity XAI for E-Commerce Security
[NO] 1709/1964 | Minimum-Effort Differential Geometric Guidance with Angle Constraints and Obstacle Avoidance
[NO] 1710/1964 | Hybrid Monopulse-Deep-Learning-Based Blind-Spot Compensation for Full-Azimuthal Leaky-Wave Antenna Systems
[NO] 1711/1964 | IEEE Xplore Digial Library
[NO] 1712/1964 | On the Isospectral Nature of Minimum-Shear Covariance Control
[NO] 1713/1964 | : Safeguarding Against Non-consensual Photo Sharing over Social Networks_supp1-3705636.pdf
[NO] 1714/1964 | TRO-CBF-Based Safety-Critical Formation Control of Multi-QUAV Systems: A Low-Complexity Method Under Limited Communication and Sensing Range
[NO] 1715/1964 | Applications of Natural Language Processing (NLP) in Philippine Education Settings: A Literature Review
[NO] 1716/1964 | Design of a Miniaturized Broadband Millimeter-Wave Group Delay Equalizer Based on Gallium Arsenide Integrated Passive Device technology
[NO] 1717/1964 | Advancements in the Development of Lungs-on-a-Chip for Preclinical Drug Testing
[NO] 1718/1964 | A Data-Scarce Digital Twin Framework for Irrigation Decision-Making Using Physics-Constrained Generative AI
[NO] 1719/1964 | Privacy-Aware Health Digital Twins Using Centralized Differential Privacy and Tabular VAE
[YES] 1720/1964 | Study on Multi-Corner Standard Cell Delay Prediction Based on Machine Learning
[NO] 1721/1964 | Design and Implementation of a 2FSK-Based Low-Power Underwater Acoustic Wake-Up Receiver for Positioning
[NO] 1722/1964 | Conceptualizing an Edge-Based Local Guidance Framework Unifying Mobile Sensing with LLMs
[NO] 1723/1964 | Deep Learning Architecture for Multi-Class Banana Leaf Disease Classification
[NO] 1724/1964 | Comparative Clustering Analysis of Cities and Municipalities Competitiveness Index (CMCI) Indicators Across Cebu, Lapu-Lapu, and Mandaue Cities Using K-Means and Hierarchical Methods
[NO] 1725/1964 | HRI Design of Water Sampling Robots: A Review of System Architecture and Interaction Modules
[NO] 1726/1964 | Wavelength-Based Hyperspectral Modeling of Wheat Leaf Traits Using Transformer and Recurrent Neural Networks
[NO] 1727/1964 | An Optimization-Based Variational Bayesian Filter for Nonlinear State Estimation
[NO] 1728/1964 | Attention-Based Deep Learning for Multi-Target Prediction of Process Time and Tool Availability in Large-Scale Semiconductor Fabs
[NO] 1729/1964 | Multi-agent Q-learning-based Efficient Opportunistic Routing for Underwater Acoustic-Optical Hybrid Networks
[NO] 1730/1964 | Nanosecond Pulse Measurements of Partial Discharges and Surface Degradation Depth Over Five Kinds of Polymer Films
[NO] 1731/1964 | The Role of Memory Information in Privacy-Preserving Average Consensus
[NO] 1732/1964 | Research on Immersive Exhibition Space Design Based on Visitor Emotional Response and Computer Vision-Driven Spatial Reconfiguration
[NO] 1733/1964 | FlushSync: The Hidden Synchronization Bottleneck in LSM-tree based Stream Processing
[NO] 1734/1964 | Generate-Filter-Edit: A Human-AI Collaborative Pipeline for Developing and Automatically Evaluating Middle School Mathematics Questions
[NO] 1735/1964 | Adapter-Based Parameter-Efficient Adversarial Training for Enhanced Clean Accuracy
[NO] 1736/1964 | A Wideband Two-Port High-Isolation MIMO Antenna Based on Radiation Pattern Decoupling
[NO] 1737/1964 | QAFD: Quality-Aware Fault Diagnosis for Drilling-Pump Signals with Missing Segments
[NO] 1738/1964 | Critical Spike Attribution for Feature Importance in Spiking Neural Networks
[NO] 1739/1964 | Dynamic Multisource Kalman Synchronization for TSN-Enabled LEO Satellite Networks
[NO] 1740/1964 | Weighted Sum-Rate Maximization in MISO Systems Using Reconfigurable Intelligent Surfaces and Non-Orthogonal Multiple
[NO] 1741/1964 | Design and Simulation Analysis of a 12-Bit SAR ADC Based on Structured LMS Calibration
[NO] 1742/1964 | Broadband Noise Reduction of a Small HAWT Using Trailing-Edge Slotting: FW-H Prediction and Directional Assessment
[NO] 1743/1964 | Enhancing Water Access with Solar Powered Well Systems in Oman
[NO] 1744/1964 | An Intelligent Layered Detection System for Identifying Cyber Hate Using ML and Fuzzy Logic
[NO] 1745/1964 | Collaborative Anti-Jamming Decision-Making for Heterogeneous Radar Networks Based on QMIX Network
[NO] 1746/1964 | Design of Reconfigurable Variable-Gain Amplifier
[NO] 1747/1964 | Integration of Solar Gel Ponds for Sustainable Energy in Reverse Osmosis Desalination
[NO] 1748/1964 | Implementing Decarbonization Strategies in Oman’s Petrochemical Industry: A Six Sigma DMAIC Approach Toward Net Zero 2050
[NO] 1749/1964 | Temporal-Semantic Unsupervised Framework for Coordinated Fake Review Detection Using Sbert with AI
[NO] 1750/1964 | ADFF-Net: An Adaptive-Dynamic Feature Fusion Network for Skin Lesion Segmentation
[NO] 1751/1964 | Subglacial Conditions Estimated From Unsupervised Clustering Analysis of Radar Bed-Echo Shape
[NO] 1752/1964 | Semiconductor Chips: The Fuel Behind the Artificial Intelligence Revolution—A Technical Seminar by IEEE EDS/SSCS Bangladesh Joint Chapter [Chapters]
[NO] 1753/1964 | MedAIting with the Mediators: Exploring Aligned Agent Interventions to Resolve Challenges in Mediator Workflows
[NO] 1754/1964 | “Label from Somewhere”: Reflexive Annotating for Situated AI Alignment
[NO] 1755/1964 | The FOI Patchwork Method: Assembling Open Freedom of Information Requests for Algorithmic Accountability
[NO] 1756/1964 | Shaping History, Responsibly: Seven Principles to Guide the Design of Archival AI Assistants for Cultural Heritage Collections
[NO] 1757/1964 | Period Finding for Continuous Functions Cannot Be Automated on Turing Machines
[NO] 1758/1964 | A Few-Shot Industrial Image Inspection Framework using Florence-2: A Detailed Experimental Study and Comparison with CLIP
[NO] 1759/1964 | PSO–SVM based Machine Learning Framework for Parkinson’s Disease Stage Prediction
[NO] 1760/1964 | A Robust Impedance Parameter Estimation Method for Three-Phase Unbalanced Distribution Networks with Incomplete Measurement
[NO] 1761/1964 | Integrated Sensing and Communication for the Low-Altitude Economy: When Rotatable Antenna Meets RIS
[NO] 1762/1964 | Development of a New Highly Miniaturized Compact Patch Antenna for 5G Applications
[NO] 1763/1964 | Author Index
[NO] 1764/1964 | Soft Voting Ensemble Based Machine Learning Appraoch for Alzheimer's Disease Diagnosis and Severity Classification
[NO] 1765/1964 | Hybrid Machine Learning Frameworks for Predictive Thermal Management of Lithium-Ion Batteries in Electric Vehicles
[NO] 1766/1964 | P-V2B: A Neuro-Symbolic Framework for Leveraging User Persistence in Vehicle-to-Building Charging
[NO] 1767/1964 | Reinforcement-Driven Programmatic Targeting: Unifying Contextual and Behavioral Signals for AI-Optimized Ads
[NO] 1768/1964 | AI Interviewer: A Multimodal AI-Driven Virtual Mock Interview Platform using Real-Time Avatar Simulation and Automated Behavioural Analytics
[NO] 1769/1964 | FS-DPO-Qwen: Online Courses Review-Based Sentiment Analysis Using Qwen 1.5-7B with Few-Shot Prompting and Direct Preference Optimization
[NO] 1770/1964 | 3D Limb Pose Reconstruction and Dynamic Tracking Method Using NeRF
[NO] 1771/1964 | AI-Driven Underwater Debris and Marine Life Detection for Sustainable Aquatic Ecosystem Management
[NO] 1772/1964 | A Custom Convolutional Neural Network for Automated Malaria Detection using Microscopic Blood Smear Images
[NO] 1773/1964 | An Hybrid Ensemble Learning based Intrusion Detection Model for Resourced Constrained Smart Grids
[NO] 1774/1964 | Integrating AI-Driven Data Visualization and Data Warehouse Analytics for Predictive Decision-Making in Financial and Stock Market Systems
[NO] 1775/1964 | Explainable AI for Cardiomegaly Detection using MobileNet and Grad-CAM for Interpretable Chest Radiograph Analysis
[NO] 1776/1964 | A Multi-Layer Intelligent Transportation Architecture using VANET and Machine Learning
[NO] 1777/1964 | Adaptive Denoising of ECG and EMG Signals using One-Dimensional Convolutional Neural Networks
[NO] 1778/1964 | Privacy-Preserving Data Anonymization Protocols for Secure Publishing of Sensitive Customer Transactional Datasets
[NO] 1779/1964 | EMBC Special Issue: Non-invasive BP Estimation via Carotid-Brachial-Radial Coupling: A Physics-Informed Asymmetric Cycle Network Approach
[NO] 1780/1964 | A Comprehensive Review of Intrusion Detection Systems for Vehicular Ad Hoc Networks: Machine Learning, Deep Learning, and Emerging Challenges
[NO] 1781/1964 | A Hybrid Deep Learning Framework for Liver Cancer Detection using Capsule Networks, Vision Transformers, Graph Neural Networks, and Quantum-Inspired Optimization
[NO] 1782/1964 | Seven Level Inverter Machine Learning based Fault Prediction using MATLAB and Renewable Energy Sources
[NO] 1783/1964 | Transformer-based Deep Learning for Massive MIMO Beamforming in 5G Networks with High-Mobility CSI Prediction
[NO] 1784/1964 | An Integrated Deep Learning Framework for Traffic Sign Recognition with Symbol and Text Interpretation
[NO] 1785/1964 | Neural Network-Assisted Multitask Learning for Multiobjective Optimization Problems With Heterogeneous Expensive Constraints
[NO] 1786/1964 | ICIT 2026 Industry Forum at Monterrey, Mexico [News in Industry Activities]
[NO] 1787/1964 | Adaptive Trust-Based SIR and Gossip Framework for Misinformation Mitigation and Data Dissemination in Urban Networks
[NO] 1788/1964 | Broadband Source-Driven Resonant Fiber-Optic Gyroscope Using an Intra-cavity 90° Polarization-Axis Rotated Transmission Resonator
[NO] 1789/1964 | Sum-Rate Maximization for Uplink Segmented Waveguide-Enabled Pinching-Antenna Systems
[NO] 1790/1964 | Adaptive Hybrid Ensemble Framework for Real-Time Outlier Detection in Streaming Cybersecurity Data
[NO] 1791/1964 | Table of Contents
[NO] 1792/1964 | A 300-mV Curvature-Compensated Current-Mode Bandgap Reference with Sub-2-ppm/°C Temperature Coefficient
[NO] 1793/1964 | Hybrid CNN Based Disaster Image Classification using Satellite and UAV Imagery
[NO] 1794/1964 | Spatial-Aware Networks for Fully and Weakly Supervised Teeth Segmentation on X-Ray Images
[NO] 1795/1964 | SpectraRefNet: Frequency-Guided Pixel Refinement with Spectral Gated Aggregation for Efficient Image Super-Resolution
[NO] 1796/1964 | ECG Abnormality Detection Based on CNN-LSTM and Attention Mechanism
[NO] 1797/1964 | A Controlled Study of U-Net for CamVid Semantic Segmentation under Reduced Training Data Using the Sunny Split
[NO] 1798/1964 | Intelligent Privacy-Preserving Federated Learning with Multi-Objective Optimization for Communication-Efficient Systems
[NO] 1799/1964 | CNN-Based Tomato Leaf Disease Detection Using Hybrid Feature Extraction
[NO] 1800/1964 | Malware Classification and Detection Using Deep Neural Networks
[NO] 1801/1964 | A Reconfigurable Topology WPT System Based on Dual Resonant Frequency with CC-CV Output
[NO] 1802/1964 | A Survey of Modern Transport Protocols for a Low-Latency, Bandwidth-Adaptive Virtual Classroom Architecture
[NO] 1803/1964 | AI-Driven Career Pathway Identification Using Multidimensional Skill and Interest Analysis
[NO] 1804/1964 | Deep Learning Techniques for Pancreatic Cancer Analysis: A Comprehensive Review of Imagingbased Approaches
[NO] 1805/1964 | Lightweight Malware Recognition via Linear Attention Reconstruction and Visual-Prior Guided Pruning
[NO] 1806/1964 | DL-NLP Powered Anomaly Detection Framework for Noisy and Unstructured Log
[NO] 1807/1964 | FPGA Accelerated AI System for Multi-Organ Medical Image Segmentation
[NO] 1808/1964 | A Two-Stage Probabilistic Framework for Movement Intent Detection Based on Multimodal Signal Refinement
[NO] 1809/1964 | IoT-Enabled System for Real-Time Soil Nutrient Monitoring and Crop Recommendation Using ESP32
[NO] 1810/1964 | Differential Impact-Based Evaluation Framework for Blended Teaching Effectiveness in College English
[NO] 1811/1964 | Spatial and Channel Synergistic Attention for Rotated Object Detection in Remote Sensing Images
[YES] 1812/1964 | Bringing Mixed-Stage Programming to OCaml (Keynote)
[NO] 1813/1964 | Revealing Photoshop Inpainting Traces Under JPEG Compressions
[NO] 1814/1964 | Parallel, Asymptotically Optimal Algorithms for Moving Target Traveling Salesman Problems
[NO] 1815/1964 | Table of Contents
[NO] 1816/1964 | Enhancing Communications and Sensing Simultaneously by Zero-Order Optimization of MTS
[NO] 1817/1964 | CI
                    <sup>2</sup>
                    SAC: CRC-Assisted Channel Codes for Iterative Integrated Sensing and Communications
[NO] 1818/1964 | Integration Formulas for Linear Ordinary Differential Equations by Padé Approximants of the Exponential Function and Their Evaluation
[NO] 1819/1964 | Wideband Channel Modeling and Performance Evaluation for RIS-assisted Wireless Communications
[NO] 1820/1964 | Low Profile High-Efficiency Dual-CP ME-Dipole Radiator with a Planar-Patterned Folded-Sheet Geometry for Ku-Band SATCOM Terminals
[NO] 1821/1964 | Inverse Design of Angle-Stable Pixelated Dual-CP Reflectarrays via Surrogate-Assisted Optimization
[NO] 1822/1964 | ISGKG: LLM-Driven Dual-Framework Threat Mapping for Space-Ground Cyber Reports
[NO] 1823/1964 | Measuring Simulation Fidelity via Statistical Detectability: A Diagnostic Framework for AI-Generated Tutoring Conversations
[NO] 1824/1964 | SHIELD: Evolutionary Synthesis of Privacy-Preserving Pipelines for Live Stream Data Sharing
[NO] 1825/1964 | HPC Congestion Analysis via Programmable Data-Plane Network Emulation
[NO] 1826/1964 | Hyperspectral Imaging-Based Grain Quality Assessment With Limited Labelled Data
