[2026-04-03 22:34:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-02
正在获取论文...
[arXiv] 2026-04-02 | Sensitivity analysis for stopping criteria with application to organ transplantations
[NO] 1228/1842 | VRCL-MSVFF: An Accurate Multi-Source Visual Feature Fusion-Based Vehicle–Road Collaborative Localization Method for Indoor Testing Scenarios
[NO] 1229/1842 | Privacy Decentralized Online Federated Learning for Smart Healthcare Service Systems_supp1-3680310.pdf
[NO] 1230/1842 | Thermal Modeling and Analysis of Cryogenic Nitrogen Flow Boiling through Micro-Pin Fin Channels
[NO] 1231/1842 | MHPF-HSI: A Multimodal Framework for Hepatocellular Carcinoma Prognosis Prediction Integrating Microscopic Hyperspectral Imaging
[NO] 1232/1842 | Evolutionary Hyper-Transformation for Multi-AAV Path Planning to Visit Moving Targets
[NO] 1233/1842 | EasyVoid: A Handheld Coandă Effect Uroflowmeter for Accurate and Portable Measurement of Urinary Flow Dynamics
[NO] 1234/1842 | A Hybrid Active Switched LC and Passive Capacitor Quadratic-Based High-Gain DC–DC Converter with Common Ground and Reduced Device Stress
[NO] 1235/1842 | Multi-Static Reluctance Network with Constant Topology and Fixed Air gap Parameters Applied to PMSG
[NO] 1236/1842 | Kinematic-Aware Robust LIO-W: A Tightly-Coupled Framework with Trajectory-Based Asynchronous Compensation for Degraded Environments
[NO] 1237/1842 | Design and Implementation of Fast Transient Overvoltage Protection Systems for SPIDER Power Supplies
[NO] 1238/1842 | Automata Learning versus Process Mining: The Case for User Journeys
[NO] 1239/1842 | Path Planning for Petrochemical Plant Inspection Robots Based on an Enhanced Black-Wing Kite Algorithm
[NO] 1240/1842 | Guest Editorial for the 21th Asia Pacific Bioinformatics Conference
[NO] 1241/1842 | Multilevel, High Resistance Switching in AlO/TiO Bilayer RRAM Devices_supp1-3674821.docx
[NO] 1242/1842 | Scalable Collocated Multi-User VR through Virtual Environment User Spatial Coherence_supp1-3679887.mp4
[NO] 1243/1842 | Predefined-time Tracking Consensus Control of Cyber-physical Multi-Agent System under DoS/Deception Attacks using Event-Triggered Switching Topology
[NO] 1244/1842 | Quantification and Correction of SMAP Soil Moisture Retrieval Biases Induced by Subpixel Moisture and Texture Heterogeneity over China_supp1-3679771.docx
[NO] 1245/1842 | AGHE: Generating Enhanced Node Embeddings in Heterogeneous Graphs - Design and Semantic Embedding Compositions
[NO] 1246/1842 | Compact Biconnected Components on GPUs
[NO] 1247/1842 | Drone Detection on Wi-Fi Channels Using Radio Frequency Signal Power Variation Properties
[NO] 1248/1842 | Can Treadmill Walking Replicate Natural Walking? Optimizing Speed, Platform Tilt, and Training Duration on a Cyberith Virtualizer Elite 2
[NO] 1249/1842 | Improving Resource-Efficient Speech Enhancement via Neural Differentiable DSP Vocoder Refinement
[NO] 1250/1842 | More Similar than Dissimilar: Modeling Annotators for Cross-Corpus Speech Emotion Recognition
[NO] 1251/1842 | MADASR 2.0: Multi-Lingual Multi-Dialect ASR Challenge in 8 Indian Languages
[NO] 1252/1842 | On the Use of Self-Supervised Representation Learning for Speaker Diarization and Separation
[NO] 1253/1842 | Reliable Batch-Sequential Model Editing via Enhanced Editing Anchor Compression
[NO] 1254/1842 | Pedagogy Meets AI &amp; Systems: Towards Orchestrating Tutor Agents in Moodle using FaaS
[NO] 1255/1842 | Social Media for Whom? The Absence of Guideline Adherence in Social Platforms
[NO] 1256/1842 | Efficient Selection of Decoding Order for Rate Maximization in Uplink RSMA
[NO] 1257/1842 | 2DAM-SC: Two-Dimensional-Adaptive Modulation for Semantic Communications under Shadowed Fading Channels
[NO] 1258/1842 | Photovoltaic Defect Image Generator With Boundary Alignment Smoothing Constraint for Domain Shift Mitigation
[NO] 1259/1842 | IEEE App
[NO] 1260/1842 | Balancing the Virtual Path: Influence of Amplitude, Frequency, and Input Method on VR Locomotion
[NO] 1261/1842 | Energy Storage Units Optimal Operation Strategy with Efficiency Improvement and State of Charge Balance
[NO] 1262/1842 | Classifying Drones and Birds from Images using Deep Neural Networks
[NO] 1263/1842 | Material sensing using arrays of open dipole RAIN RFID tags
[NO] 1264/1842 | Grid-Constrained Planning for Scalable Hydrogen Production and Refueling at Transit Bus Depots
[NO] 1265/1842 | SymptoMatch: Improving Clinical Symptom Recognition via Bidirectional Learning from Layman Expression
[NO] 1266/1842 | Enhancing URLLC Performance in Teleoperation Systems through Dual Prediction and Resource Optimization
[NO] 1267/1842 | A Triaxial MEMS Capacitive Accelerometer With Efficient Temperature Hysteresis Compensation Based on a Modified Prandtl–Ishlinskii Model
[NO] 1268/1842 | FPGA-Based Handwritten Digit Recognition Using 3-D Hop Net and Equilibrium Optimization
[NO] 1269/1842 | A 20–500 MHz, 250 WAdaptive-Supply Balanced GaN Power Amplifier With Inherent Resilience to Antenna VSWR
[NO] 1270/1842 | Closed-loop feedback scheme for resonant fiber optic current sensor based on AOM
[NO] 1271/1842 | A Trust Model for Human-Machine Interaction in Virtual Reality_supp1-3679898.pdf
[NO] 1272/1842 | IEEE VR 2026 Steering Committee Message
[NO] 1273/1842 | MIMO Channel Estimation using Transformer-Based Generative Diffusion Models
[NO] 1274/1842 | LLMs and IoT: A Comprehensive Survey on Large Language Models and the Internet of Things
[NO] 1275/1842 | A Statistical Abstraction Framework for Integrating Heterogeneous VR Datasets in Ordinal Cybersickness Prediction
[NO] 1276/1842 | Training and Inference Efficiency of Encoder-Decoder Speech Models
[NO] 1277/1842 | Transcribe, Translate, or Transliterate: An Investigation of Intermediate Representations in Spoken Language Models
[NO] 1278/1842 | PARCO: Phoneme-Augmented Robust Contextual ASR via Contrastive Entity Disambiguation
[NO] 1279/1842 | Intermediate-Selective Feature Enhancement for Speech Emotion Recognition
[NO] 1280/1842 | GAFIN: Gradient Direction-Agnostic Differential Privacy Control for Federated Learning via Nussbaum-Enhanced PID Tracking
[NO] 1281/1842 | STAR-RIS Aided Covert Communication with Symbiotic Backscatter
[NO] 1282/1842 | ADD: An Automated Neural Architecture Search Baseline for Deepfake Detection
[YES] 1283/1842 | MATANALYZE - A Custom Accelerator Generator for Sparse × Dense and Dense × Sparse Matrix Multiplication
[NO] 1284/1842 | Measuring Student Performance and Readiness in Algorithms and Data Structures Courses
[NO] 1285/1842 | MoLEx: Mixture of LoRA Experts in Speech Self-Supervised Models for Audio Deepfake Detection
[NO] 1286/1842 | Granite-speech: open-source speech-aware LLMs with strong English ASR capabilities
[NO] 1287/1842 | Analysis of Gate Leakage Mechanism in AlGaN/GaN HEMTs With PECVD and ICPCVD/PECVD SiN Passivation Considering the Varying Electric Field in GaN Cap Layer
[NO] 1288/1842 | Unification of Closed-Open Industrial Detection Scenarios: New Large-Scale Benchmarks, Challenges and Baselines
[NO] 1289/1842 | FanType: Intention-Inferring Fan-shaped Thumb Interface for Text Entry on Small XR Keyboards
[YES] 1290/1842 | Personalized NextGen Product Design with GenAI
[NO] 1291/1842 | Electric Vehicle Fast Charging Technologies and Grid Integration—A Comprehensive Review
[NO] 1292/1842 | Graph Neural Networks for Graphs With Heterophily: A Survey
[NO] 1293/1842 | IEEE Journal of Emerging and Selected Topics in Power Electronics Publication Information
[NO] 1294/1842 | Glow plug Integrated Solar Heater for Reducing Initial Waiting Period of Evaporation Lag and Improve Thermal Efficiency in Solar Still Desalination
[NO] 1295/1842 | Physical Layer Security for NOMA-OFDM Using Power Hopping
[NO] 1296/1842 | Investigation of Thermal Distribution in Cryogenically Cooled Inverter for HTS Motor
[NO] 1297/1842 | WeakTr: Exploring Plain Vision Transformer for Weakly-supervised Semantic Segmentation_supp1-3678362.pdf
[NO] 1298/1842 | Precise Near-Field Beam Training With DFT Codebook Based on Amplitude-Only Measurement
[NO] 1299/1842 | Frequency-Dimension Virtual Array Expansion in MIMO Radars for Improved Angular Resolution
[NO] 1300/1842 | CSNR and JMIM Based Spectral Band Selection for Reducing Metamerism in Urban Driving
[NO] 1301/1842 | AsyncVoice Agent: Real-Time Explanation for LLM Planning and Reasoning
[NO] 1302/1842 | Serialized Output Prompting for Large Language Model-based Multi-Talker Speech Recognition
[NO] 1303/1842 | CentGNN: A Centrality-Driven Scheme for High-Performance Graph Neural Networks
[NO] 1304/1842 | A Targeted Attack against Certifiably Robust Smoothed Classifiers
[NO] 1305/1842 | Sharing The Load: Influence of Cognitive Load Visualization on Social Presence in Collaborative Virtual Reality
[NO] 1306/1842 | A 0.53-pJ/bit 5 × 10 Gb/s/pin Single-Ended Transceiver With Reconfigurable 4-Aggressor Crosstalk Cancellation for HBM Interfaces
[NO] 1307/1842 | PF-MSAS: Multi-Split Address Scheme based LSTM Prefetcher with DoA filtering
[NO] 1308/1842 | Maestro-EVC: Controllable Emotional Voice Conversion Guided by References and Explicit Prosody
[NO] 1309/1842 | ASR for Affective Speech: Investigating Impact of Emotion and Speech Generative Strategy
[NO] 1310/1842 | Conference Organization
[NO] 1311/1842 | Introduction to the 2nd Workshop on High Performance Fabrics (FABRICS 2025)
[NO] 1312/1842 | Distributed Composite Regularization via Dual-Layer Consensus Optimization
[NO] 1313/1842 | Quantum Intuition XR: Tangible Quantum Mechanics Using Interactive XR Experience_supp1-3679913.pdf
[NO] 1314/1842 | Together in Sync: Assessing Prosocial Behavior with a Full-Body Interactive Mixed Reality Experience_supp1-3679116.mp4
[NO] 1315/1842 | Deep Reinforcement Learning-based Cluster Selection for Network-layer Performance Guarantee in Federated Learning
[YES] 1316/1842 | Large Language Models for Malware Detection: A Systematic Review, Taxonomy, and Open Challenges
[NO] 1317/1842 | A Joint Learning Framework for Document-Level Event Extraction
[NO] 1318/1842 | Auto-Topology Particle Swarm Optimization for Multimodal Multiobjective Problems
[NO] 1319/1842 | Adaptive Gossip-Enhanced SIR Models for Real-Time Routing Optimization and Fault Tolerance in Distributed Networks
[NO] 1320/1842 | qfusion-opt: Profile-Informed Gate Scheduling and Fusion Optimization for Accelerating Quantum Circuit Simulation
[NO] 1321/1842 | OptMRT: Near-Optimal Partitioning for Mixed Real-Time Tasks on Heterogeneous Architectures_supp1-3677772.pdf
[NO] 1322/1842 | Scalable Modeling Approach to Zero-shot High-Capacity and High-Speed Machinery Fault Diagnosis
[NO] 1323/1842 | Simulation of Energy Output From a Charged Capacitor With Conductive Near-Electrode Layers
[NO] 1324/1842 | Rhythms of Recovery: Patient-Centered Virtual Reality Exergame for Physical Rehabilitation in the Intensive Care Unit
[NO] 1325/1842 | A Crosstalk-Free GaN-on-Si Power Integration Platform for Integrated Half-Bridge Circuits and Bidirectional Switches
[NO] 1326/1842 | System Guidelines for Impact of PRS Inter-Satellite Interference in NTN PNT with LEO Constellations
[NO] 1327/1842 | AI-Enabled KPM Granularity Control xApp for O-RAN Digital Twins
[YES] 1328/1842 | Digital Twins Reimagined: Zero-Day LLM-Powered Moving Target Defense In-Depth for Real-Time CPS
[NO] 1329/1842 | Toward Simultaneous Neurostimulation and Prosthetic Control: Real-Time Filtering of Amplitude-Modulated Stimulation Artifacts from Implanted Electrode Signals
[NO] 1330/1842 | Disentangled Graph Prompting for Out-Of-Distribution Detection
[NO] 1331/1842 | A Quantum-Resistant and AI-Resilient Real-Time Keystroke Protection Framework with Blockchain-Backed Decentralized Identity
[NO] 1332/1842 | Blind Radio Map Construction via Topology Guided Manifold Learning
[NO] 1333/1842 | A 400-kW Integrated Modular Machine Drive for Electrified Transportation: Architecture, Thermal Management, and EMI Filtering
[NO] 1334/1842 | Data Semantics for Earth Observation: A technical guide to ontology-based integration for environmental data monitoring
[NO] 1335/1842 | Key Instance-Based Spatio-Temporal Network for Group Activity Recognition
[NO] 1336/1842 | Artificial reference-based terminal-free NMPC for autonomous parking among irregularly placed vehicles
[NO] 1337/1842 | In-Sector Direction-of-Arrival Estimation Using a Switched Receive Array
[NO] 1338/1842 | Airborne Capacitive Micromachined Ultrasonic Transducers in Pitch-catch Mode: Modelling and Characterization of the Measurement Chain
[NO] 1339/1842 | Federated Learning with Residual Seasonality Adaptation (FedRSA): Robust Personalized Building Energy Forecasting in Heterogeneous, Data-Constrained Environments
[NO] 1340/1842 | IEEE VR 2026 Best Dissertation Award
[NO] 1341/1842 | A Systematic Review of Electric Vehicle Supply Chains: Challenges and Research Agenda_supp1-3679958.pdf
[NO] 1342/1842 | FD-TE Diagnosis: Enhancing Microservice Fault Diagnosis With Frequency Domain Features and Centrality-Aware Time Encoding
[NO] 1343/1842 | A Comprehensive Framework for Assessing Power System Reliability in Taiwan: Global Insights and Local Challenges
[NO] 1344/1842 | KMoPSO: Advancing Self-Driving Networks with a Knowledge-Driven Multi-Objective Particle Swarm Optimization Algorithm for Traffic Engineering_supp1-3679812.pdf
[NO] 1345/1842 | Development and Modeling of a Soft Array Actuator for Elderly Assistive Robotic Exoskeleton_supp1-3675670.pdf
[NO] 1346/1842 | A Real-Time Profiling Method to Detect Attacks on IoT Networks Using LSTM and 1-DCNN
[NO] 1347/1842 | EMO-Debias: Benchmarking Gender Debiasing Techniques in Multi-Label Speech Emotion Recognition
[NO] 1348/1842 | Improving Multimodal Speech-To-Slide Alignment for Academic Lectures with Vision LLMs
[NO] 1349/1842 | State-of-the-art Embeddings with Video-free Segmentation of the Source VoxCeleb Data
[NO] 1350/1842 | Audio Aesthetics Prediction System QAM16k Based on Pre-trained Audio Encoder
[NO] 1351/1842 | Speech Synthesis From Continuous Features Using Per-Token Latent Diffusion
[NO] 1352/1842 | An Effective Strategy for Modeling Score Ordinality and Non-uniform Intervals in Automated Speaking Assessment
[NO] 1353/1842 | Personalized Federated Learning with Fuzzy Clustering for Dysarthric Speech Recognition
[NO] 1354/1842 | The T12 System for AudioMOS Challenge 2025: Audio Aesthetics Score Prediction System Using KAN- and VERSA-based Models
[NO] 1355/1842 | ULTRAS - Unified Learning of Transformer Representations for Audio and Speech Signals
[NO] 1356/1842 | Pedagogical Insights, Impact, and Recommendations from User Trainings in Scientific Computing Under the National Supercomputing Mission
[NO] 1357/1842 | ScaleFree: Dynamic KDE for Multiscale Point Cloud Exploration in VR
[NO] 1358/1842 | Domain-Informed Eye Movement Biometrics with Practical Evaluation for VR/AR User Authentication
[NO] 1359/1842 | HAMP-Net: GPU-Accelerated Hierarchical Adaptive Mixed-Precision Training with Gradient Compression for Image Classification
[YES] 1360/1842 | AutoTuneGPU: An Energy-Aware Autotuning Framework for Machine Learning Workloads on GPUs
[NO] 1361/1842 | BlanchTouch: Bringing Fingertip Blanch Detection into Mixed Reality for Touch Input on Flat Surfaces
[NO] 1362/1842 | Tuning PLGA Properties for Drug Delivery Optimization through Computational Simulation
[NO] 1363/1842 | Accelerating Robust Graph Representation Learning: A High-Performance Dual-Stream Contrastive Framework
[NO] 1364/1842 | An Improved Spaceborne SAR Range Ambiguity Separation Method Based on Phase Coded FM Waveforms
[NO] 1365/1842 | A 1024-Ch 583-nW/Ch Spike-Sorting SoC With Sparsity-Aware Spike Detection Scratchpad and Ultra-Low-Leakage Dual-Voltage 5T-SRAM for 16K-Template Clustering
