[2026-06-13 23:04:29] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-12
正在获取论文...
[ACM] 2026-6-12 | On the Node-Averaged Complexity of Locally Checkable Problems on Trees
[YES] 833/1000 | Demystifying LLM API Misuses: A Lifecycle-Based Empirical Study on Real-World Android Apps
[NO] 834/1000 | Why Privacy-by-Design (PbD) is Underspecified for Divination Generative AI (GenAI)?
[NO] 835/1000 | Comforting an Emotion-Mirroring Robot: Externalized Self-Soothing via Role-Reversal Touch Interaction
[NO] 836/1000 | Co-Designing with Autistic Livestreamers: Care, Constraints, and Trade-offs in Livestreaming
[NO] 837/1000 | Modulating Olfactory Perception through Localized Nasal Thermal Stimulation
[NO] 838/1000 | Critical Success Factors for Sustainable Village Tourism Development: A Conceptual Framework
[NO] 839/1000 | Simulation Metal Particle Motion Characteristics Particle Tracking-Multibody Dynamics GIS
[NO] 840/1000 | An Intelligent Ensemble Learning Framework for Diabetes Risk Prediction with Gender- and Age-Aware Analytics
[NO] 841/1000 | Intelligent Structural and Motion Analysis of an Omnidirectional Four-Wheel Mobile Robot for Smart Automation
[NO] 842/1000 | Adaptive Gated Hybrid CNN Swin Transformers for Stage Aware Sugarcane Anthracnose Diagnosis
[NO] 843/1000 | Design and Application of a Self-Aligning Control Circuit Using Operational Amplifier Configurations
[NO] 844/1000 | 3D Scene Reconstruction From 2D Images for Smart Assistance and Interaction
[NO] 845/1000 | Development and Validation of an LQR-Optimized State-Feedback Controller for DC Motor Position Control
[NO] 846/1000 | An Inverse Problem for Cellular Automata on Probability Measures with Application to Pollution Diffusion Modelling
[NO] 847/1000 | Leaf Disease Detection using Classical Image Processing and Rule-based Analysis
[NO] 848/1000 | Decentralized Blockchain Framework for Tamper-Proof Cloud Data Storage and Retrieval
[NO] 849/1000 | TCAD Simulation and Analytical Investigation of a Lateral Tunnel FET Biosensor for Biomolecule Detection
[NO] 850/1000 | A Case-Density-Driven Closed-Loop Intelligent Strategy for Air-Ground-Human Collaborative Disinfection: An End-To-End Framework from Case Perception to Task Scheduling
[NO] 851/1000 | Sampling Strategy Design for Model Predictive Path Integral Control on Legged Robot Locomotion
[NO] 852/1000 | A Reusable Sample Feeding and Sealing Mechanism for Lunar Regolith In-situ Analysis
[NO] 853/1000 | Information-and-Measurement Model for Validating Engineering Operating Procedures of Unmanned Systems Using Simulator Event Data
[NO] 854/1000 | A Robust Hybrid Solar–Wind–Battery based Standalone DC Microgrid for Reliable Off-Grid Power Supply
[NO] 855/1000 | An Integrated Explainable AI Architecture with Hybrid Attribution and Fairness Monitoring for Machine Learning
[NO] 856/1000 | IoT-Enabled Intelligent Smart Fitness Bands for Muscle Growth and Performance Analytics Using EMG Signals
[NO] 857/1000 | Queueing-Theoretic and Reinforcement Learning-Based Admission Control for 5G/6G Network Slicing: Synthetic Traffic Models
[NO] 858/1000 | Implementation and Performance Analysis of Proposed ANN model for Unreinforced Exterior RC Beam-Column Joint Strength
[NO] 859/1000 | Real-Time Offensive Speech Detection in Google Meet using Speech-to-Text and NLP
[NO] 860/1000 | Intelligent Multi-Agent Reinforcement Sanitizer for Securing LLM Systems
[NO] 861/1000 | Developing Machine Learning Models for Automated Text Classification in Legal Documents: A Traditional NLP Approach
[NO] 862/1000 | Calculation of a Cooled Compressor Accounting for Friction
[NO] 863/1000 | Investigation of the Optimal Number of Packets per Acknowledgment for the QUIC Protocol in Wireless Networks
[NO] 864/1000 | Sliding mode control for semi-Markov switching power models with unknown semi-Markov kernel
[NO] 865/1000 | Characterizing Failures of Deep-Learning Models Under Data Paucity for Wireless Time-Varying Channel Estimation
[NO] 866/1000 | An Optimized Explainable Transformer-based Intrusion Detection System for Enhancing IoT Security
[NO] 867/1000 | Transformer Augmented Mask R-CNN with Variational Denoising Autoencoder for Robust EEG Signal Reconstruction
[NO] 868/1000 | "Death" of a Chatbot: Investigating and Designing Toward Psychologically Safe Endings for Human-AI Relationships
[NO] 869/1000 | CatalaBlocks: A Block-Based Visual Tool for Programming the Law
[NO] 870/1000 | From Active Tests to Co-Interpretation: Design Considerations for Data Representations in Parkinson’s Care
[NO] 871/1000 | Trans Technologies or Precarisation Machines?: How Social Media Facilitates &amp; Constrains Trans Care amid Precarity
[NO] 872/1000 | MyoInteract: A Framework for Fast Prototyping of Biomechanical HCI Tasks using Reinforcement Learning
[NO] 873/1000 | Slowing Down and Pushing Boundaries: What Space Bicycles Can Teach Us About Data, Interaction, and Active Mobility.
[NO] 874/1000 | How Demographics and Popup Warnings Influence the Spread of Misinformation
[NO] 875/1000 | Machine Learning in Botnet Intrusion Detection for IoT Botnets: A Literature Review in Context of the Evaluation
[NO] 876/1000 | Artificial Intelligence in Tax Administration: A Review of Implementation Strategies, Challenges, and Performance Outcomes
[NO] 877/1000 | SERA – An AI Driven Re-Programmable Simulation Environment for Explainable Resiliency Analysis in Cyber-Physical Systems
[NO] 878/1000 | Secure Sparse Matrix Multiplications and their Applications to Privacy-Preserving Machine Learning
[NO] 879/1000 | 30+ Years of Malicious Cryptography
[NO] 880/1000 | Sustainability via Large Language Model Right-sizing
[NO] 881/1000 | Breaking Time: A Fully Gaussian Framework for Distributed and Continuous-Time SLAM
[NO] 882/1000 | Position-Consistent Thin-Film Pressure Sensing for Robust Object and Posture Recognition
[NO] 883/1000 | SleepXNet: DeepSeek-Guided Hybrid Transformer Model for Clinically Interpretable EEG-Based Sleep Stage Classification
[NO] 884/1000 | Meta-Fluid Reflector-Enabled Inverse Scattering for Frequency-and-Spatial-Diverse Microwave Imaging
[NO] 885/1000 | A Reconfigurable Metasurface with Broadband and Polarization-Independent Characteristics for Holographic Imaging_supp1-3700630.mp4
[NO] 886/1000 | Parallel-Elastic Actuation with Reactive Latch Elevates Robotic Hopping Performance: Jump Height and Continuity_supp1-3701316.mp4
[NO] 887/1000 | Trajectory Tracking Control of AUV Based on Adaptive Robust NMPC Controller With Disturbance Compensation
[NO] 888/1000 | Inforino 2026 Breaker Page
[NO] 889/1000 | Resonant Cavity Theory and Its Applications Into Common-Mode Resonance Analysis and Suppression in Ultrawideband Phased Arrays
[NO] 890/1000 | A Voltage Correction Virtual Admittance Control of STATCOM for Suppressing SSO in Wind Farms Under Weak Grid
[NO] 891/1000 | Featured schools integrate digital technology VR--Looking at the learning of teachers and students' ecological courses DIY self-directed and self-acted
[NO] 892/1000 | Improving PID Control with Bayesian Optimization for Adversarially Robust Federated Learning
[NO] 893/1000 | Survey on the Development of Key Technologies in Computational Power Identification Network
[NO] 894/1000 | An Intelligent Machine Learning Framework for Sustainable Public Data Governance
[NO] 895/1000 | Innovation-Pollution Dynamics in a Nonlinear Reaction-Diffusion Framework
[NO] 896/1000 | An Intelligent AR–VR Assisted Cognitive Therapy Framework for Spasticity Treatment in Children
[NO] 897/1000 | IoT based Smart Home Surveillance System with ESP32-CAM, PIR Sensor &amp; Telegram App
[NO] 898/1000 | Investigation of a Contactless Encoder Based on the Doppler Effect
[NO] 899/1000 | Adaptive Event-Triggered Lag Consensus for Nonlinear Multiagent Systems With External Disturbances
[NO] 900/1000 | Project-Based Learning in the Belorusian-Russian University Cyber-Physical Systems Laboratory: a Clinical Decision Support System for X-Ray Image Analysis
[NO] 901/1000 | SoulSynth:Multimodal Emotion Recognition and secure Authentication for Mental Wellness
[NO] 902/1000 | AI Assisted Performance Feedback Quality and Employee Satisfaction with Appraisal Systems: Evidence from Service Sector Employees in Mekong Delta
[NO] 903/1000 | An Intelligent Deep Learning Framework for Brain Tumor Segmentation and Classification Using MRI Images
[NO] 904/1000 | TabTransformer-X Driven Feature-Optimized and Explainable Hybrid Ensemble Learning for Early Parkinson’s Disease Detection
[NO] 905/1000 | Continuous Compliance Monitoring with Real-Time Risk Quantification
[NO] 906/1000 | Procedural Algorithms for Generation of 3D Scenery Using Open GIS Data and Computer Vision
[NO] 907/1000 | Suppression of Flow Excursion Instability for HighPower Thermal Management Systems with SeriesParallel Evaporators
[NO] 908/1000 | Enhanced Glaucoma Detection Framework Integrating Generative Adversarial Networks and Attention U-Net
[NO] 909/1000 | Intelligent Access Control Models in Telecommunication Systems: Application of Artificial Intelligence for Adaptive Security
[NO] 910/1000 | An Intelligent Early Warning System for Student Dropout Prediction using Deep Learning on the OULAD Dataset
[NO] 911/1000 | BES: Quantum-Inspired Deadline-Aware Task Scheduling in Cloud-based Machine Learning Systems
[NO] 912/1000 | Simulation Analysis of Planetary Vehicle’s Parking Performance via Bulldozing Resistance Correction
[NO] 913/1000 | Intelligent Multi-Modal Edge Framework for Real-Time Railway Crack Detection and Automatic Braking
[NO] 914/1000 | Deep Denoising Improved Super-Resolution Framework based on Convolutional Neural Network
[NO] 915/1000 | A Hierarchical Attention-Driven Semantic Matching Framework for Intelligent Resume–Job Description Alignment
[NO] 916/1000 | MindPulse: A Multimodal AI Framework for Early Detection of Mental Health Crisis in Young Adults
[NO] 917/1000 | Acousto-Optic Modulation of Bessel Light Beams by Longitudinal Ultrasonic Waves in Paratellurite Crystals
[NO] 918/1000 | Compliant Control Parameter Optimization for Continuum Robots in Space Grasping Tasks
[NO] 919/1000 | Identity Shield-Anti Spoof detection
[NO] 920/1000 | AI-Driven Adaptive Quantum PSO-Optimized TabNet Framework for Intelligent Crop Recommendation
[NO] 921/1000 | Construction of a Data-Driven Model for Boost Converter Loss Based on Convolutional Neural Networks and Current Spectrograms
[NO] 922/1000 | Employment of AI for Predicting the Quality of Stem Cells
[NO] 923/1000 | Timestamp-Free based Cooperative Clock Synchronization for Time-Sensitive Human-Machine Systems
[NO] 924/1000 | Design and Implementation of a Hybrid PD-Fuzzy Controller to Improve Trajectory Tracking in Differential Drive Mobile Robots
[NO] 925/1000 | AI-Enabled Multimodal Prenatal Assessment Platform Utilizing Ultrasound Imaging and Amniotic Fluid Analysis for Early Anomaly Detection
[NO] 926/1000 | A Comparative Study of Machine Learning-based Intrusion Detection Approaches for Securing IoT Networks
[NO] 927/1000 | Features of Teaching Students Parallel Programming for Heterogeneous Architectures Using the SYCL Standard
[NO] 928/1000 | Hybrid Convolutional and Bidirectional LSTM Network for Mental Health Severity Analysis
[NO] 929/1000 | EfficientNet based Deep Learning Framework for Significant Classification and Early Detection of Skin Diseases
[NO] 930/1000 | The Dctnn With L2 Regularization for Parameter Identification of DC-Bus Capacitor in AC-DC Power Electronic Transformer
[NO] 931/1000 | A Social Cognitive Perspective on AI Use: Moral Disengagement, Epistemic Agency, and First-Principles Reasoning Among Engineering Students
[NO] 932/1000 | Robotics in the Cath Lab: Precision, Safety, and the Rise of Remote Cardiac Interventions
[NO] 933/1000 | Multi-Sensor Fusion Based Indoor Localization and Navigation System for Dual-Ackerman Steering Mobile Robots
[NO] 934/1000 | Adaptive fault-tolerant control for hypersonic vehicles with unknown control direction and actuator fault
[NO] 935/1000 | Optical Two-Channel Airborne System for Forest Fire Detection
[NO] 936/1000 | A Deep Transfer Learning Framework for Fresh and Rotten Fruit Classification Using EfficientNet-B3
[NO] 937/1000 | Automated Industrial Surface Defect Detection on Bolts Using Deep Learning
[NO] 938/1000 | Creating an Immersive Language Learning VR Environment for Engineering Students
[NO] 939/1000 | Atmospheric Spine: Reconnecting Indoor Dwellers to Local Climate through Sensory Augmentation
[NO] 940/1000 | Queer Zineographies: Materializing Tactics for Resisting AI and Data Systems
[NO] 941/1000 | “Grandpa, Can You Speak Nicer?”: Envisioned Chatbot Roles and Design Tensions in Intergenerational Communication Conflicts
[NO] 942/1000 | Not Too Early, Not All at Once: Design Tensions in AI-Mediated Self-Disclosure in Online Dating
[NO] 943/1000 | When Systems Take Initiative: A Design Framework for Adaptive, Mixed-initiative Database Querying
[NO] 944/1000 | Exploring Fairy Cursor as a Form of AI Agent for In-the-Flow Assistance: Design Opportunities and Challenges
[NO] 945/1000 | Guidelines for Designing AI Technologies to Support Adult Learning
[NO] 946/1000 | HanaARrange: Designing an Augmented Reality Support System for Daily Ikebana Practice and Well-being
[NO] 947/1000 | Robo-Blocks: Generative Scaffolding in End-User Design and Programming of Social Robots
[NO] 948/1000 | When Extended Reality Comes Home: Perceptions, Possibilities, and Challenges of Immersive Technology in Domestic Life
[NO] 949/1000 | DualFocusNet: Dual-Stream Spatio-Temporal Transformer for Generalizable Deepfake Detection
[YES] 950/1000 | A Modular HRL Agent for Automated Pentesting with Specialized Policies: A Maritime use case
[NO] 951/1000 | Corrigendum: LyDRL: Lyapunov-guided Deep Reinforcement Learning for Stable Task Offloading in Connected Autonomous Vehicles
[NO] 952/1000 | Image Privacy Protection: A Survey
[NO] 953/1000 | A Comprehensive Survey on Secure and Graphenhanced Multi-Agent Reinforcement Learning for Scalable HetNet Resource Allocation
[NO] 954/1000 | A Vision-Guided Learning Framework for Robotic Pick-And-Place Based on Demonstrated Patterns
[NO] 955/1000 | Dense Feature Learning for Canola Disease Classification Using DenseNet201
[NO] 956/1000 | Implementation of Network Digital Platforms for Additional Professional Education Based on Multy-Agent Technology
