[2026-09-12 23:46:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609110000+TO+202609112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-11 | Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions
[NO] 839/1000 | Imitation Game: Reproducing Deep Learning Bugs Leveraging an Intelligent Agent
[NO] 840/1000 | LogFold: Compressing Logs with Structured Tokens and Hybrid Encoding
[NO] 841/1000 | Efficient Strong Updates For Path Sensitive Data Dependence Analysis
[NO] 842/1000 | One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts
[NO] 843/1000 | Escape Routes
[NO] 844/1000 | Towards Global Matches for Third-Party Library Detection in Android
[NO] 845/1000 | ModularEvo: Evolving Multi-Task Models via Neural Network Modularization and Composition
[NO] 846/1000 | JCICE 2026 Cover Page
[NO] 847/1000 | ICVARS 2026 TOC
[NO] 848/1000 | PF-OS: Ocular-Dominant Short-Window Workload Sensing in Virtual Reality
[NO] 849/1000 | Enabling Distributed Cooperative Full-size LLM Inference with Tensor Parallelism across Heterogeneous Edge Devices
[NO] 850/1000 | When Port Electrification Meets Real Operations: Microgrids, digital twins, and automatic identification system-driven energy awareness.
[NO] 851/1000 | PSF-Based Antifragility and Network Interpretation in Microwave Imaging with Antenna Dropout
[NO] 852/1000 | FIRST: Lightweight Verifiable Privacy-Preserving Iris Recognition for Resource-Limited Smart Home Terminals
[NO] 853/1000 | ST-AttTSN: Social Relationship Prediction Via Graph Representation Learning of Spatio-Temporal Trajectories
[NO] 854/1000 | An Embedded TEC Thermal Regulation Platform for Semiconductor Device Testing Using Anti-Windup Filtered Fuzzy PID
[NO] 855/1000 | High-Resolution 3D MIMO SAR Imaging of Buried Targets Using a Bi-Static Robotic Radar System
[NO] 856/1000 | Bi-Level Capacity Optimization of Photovoltaic Energy Storage Systems Considering Wide-Temperature Dual-Mechanism Coupled Aging
[NO] 857/1000 | Curing Thermal History Optimization for Wafer Warpage Control in Multilayer PSPI Structures
[NO] 858/1000 | Adjustment of Cluster-Then-Predict Framework for Multiport Scatterer Load Prediction
[NO] 859/1000 | Electricity Integration Efficiency Measures in The Conventional Grids
[NO] 860/1000 | A Data-Driven Framework for Rotational Grazing Management Based on Mixed-Effects Modeling of Reindeer Pastures
[NO] 861/1000 | Tailoring DINO-DETR to be efficient for SAR: A novel Loss Function to Correct Physical Effects
[NO] 862/1000 | A study of Multi-objective Thermal Management for TTSV Arrays in Three-Dimensional Integrated Circuits
[NO] 863/1000 | Efficient Beampattern Synthesis for ISAC Systems: An Angular-Domain Perspective
[NO] 864/1000 | A Low-Frequency Metasurface to Prevent EM Side-Channel Attacks Against Wireless Devices
[NO] 865/1000 | A Compact Circularly Polarized MIMO Implantable Antenna for Wireless Capsule Endoscopy Applications
[NO] 866/1000 | Data-Driven Parametric Interpolation of Kinetic Plasma Dynamics
[NO] 867/1000 | A Controlled Comparison of Weight-Tuning Paradigms for Quadrotor Model Predictive Control under Disturbances
[NO] 868/1000 | System-Level Energy Characterization of an Automotive PEM Fuel Cell Model Using Quasi-Steady Extraction and Local Sensitivity
[NO] 869/1000 | A Coupled Cohesive-Zone and Structural-Dynamics Framework for Solder Joint Fracture Prediction in PCB Assemblies under Mechanical Shock
[NO] 870/1000 | Efficient Simulation of Rotor Blade Modulation for Unmanned Aerial Vehicles
[NO] 871/1000 | A Hybrid Model for Oat Water Requirement Prediction Based on Harris Hawks Optimization
[NO] 872/1000 | Analytical Synthesis of Ultra-Thin Multilayer Absorbers for TM-Polarized Grazing Incidence
[NO] 873/1000 | Optimization and Modeling of Transposable Memristor Crossbars for Low Power On-Chip Learning
[NO] 874/1000 | Multiple-symbol Noncoherent Learning Detection for LDPC-Coded OFDM in 5G NR Networks
[NO] 875/1000 | A Plasma-Enabled Technique for Wideband and Tunable Microwave Phase Shifting
[NO] 876/1000 | Improving the Mechanical Shock Reliability of Bond Wires Using a Local Polyimide Coating
[NO] 877/1000 | Transmissive Reconfigurable Intelligent Surface for Millimeter-Wave 5G Smart Radio Environments
[NO] 878/1000 | A Wideband RHCP Flat-Panel Antenna Array with Integrated LNA for $X-/Ku$-Band SATCOM
[NO] 879/1000 | Benchmarking Data Augmentation Methods for Hand-Drawn Circuit Component Detection Across Object Detectors
[NO] 880/1000 | Connecting, Supporting, Growing: The ECAP WG Impact on Early Careers in Antennas and Propagation
[NO] 881/1000 | Plasmonic Nanocavity Metasurface Leveraging Boosted Surface Nonlinearities to Enhance Second Harmonic Generation
[NO] 882/1000 | MM-Dy: A Multimodal Dynamic Channel Fusion Method for Rainfall Nowcasting
[NO] 883/1000 | SenseM: Automated System for Real-Time Electrochemical Detection of Arsenic (As) in Industrial Wastewater
[NO] 884/1000 | MAI-Damped Prior-Aware GAMP for Joint User Activity and Data Detection in Grant-Free Random Access
[NO] 885/1000 | Are “Solved Issues” in SWE-bench Really Solved Correctly? An Empirical Study
[NO] 886/1000 | Parse this! Summoning Context-Sensitive Inputs with Goblin
[NO] 887/1000 | A Programmable Shared-resource Potentiostat Supporting All Common Electrode Topologies
[NO] 888/1000 | Opportunities, Characteristics and Challenges of Smart Grids
[NO] 889/1000 | Analysis of Scattering of Electromagnetic Waves from Multilayer Dielectric Cylinders Using the Spectral Projection Model
[NO] 890/1000 | The New Development of the 3D Finite Element Terminal Simulator in YaoEM Software
[NO] 891/1000 | An Intelligent Far-Field Prediction Method for Simulating SAR Raw Data of Electrically Large PEC Targets
[NO] 892/1000 | AI Generated Multiparametric DGS for Incredibly Low Cross-Pol Microstrip Antenna Development
[NO] 893/1000 | A Soft-Start Circuit and Method with Adjustable Startup Time
[NO] 894/1000 | Programmable Metasurface Antenna Based on Ridge Gap Waveguide Technology for Millimeter-Wave Applications
[NO] 895/1000 | Thermomechanical Reliability Implications of Copper Filler Scaling in Through-Glass Via Structures
[NO] 896/1000 | The Use of In-situ Instruments for Snowflake and Snowfall Analysis to Constrain Scattering Winter Observations by Weather Radars
[NO] 897/1000 | Design of Analog SNNs with 4-Bit Programmable Synapses Using Molecular FETs
[NO] 898/1000 | A mixed-signal analogue front-end for brain-implantable neural interfaces using a digital fixed-point IIR filter and bulk offset cancellation
[NO] 899/1000 | Multi-Agent Tool Sharing: Task Allocation, Concurrent Access Coordination, and Consistency Guarantees in Collaborative LLM Agent Systems
[NO] 900/1000 | A Conceptual Framework for Refining Influence Knowledge from Simulation Evidence in Cyber-Physical Systems
[NO] 901/1000 | MazeBreaker: Multi-Agent Reinforcement Learning for Dynamic Jailbreaking of LLM Security Defenses
[NO] 902/1000 | Lane Centering for Low-Speed Autonomous Robots via Vanishing-Point Triangle Distortion with a Lightweight Vision Pipeline
[NO] 903/1000 | NR-Current Based Synthesis of Constrained Antenna Arrays
[NO] 904/1000 | Exact Ideal Polarization Measurement through High-Fidelity Modeling of a Dual-Polarization Antenna
[NO] 905/1000 | QFedAgent: Quantum-Enhanced Personalized Federated Learning for Multi-Agent Activity Recognition
[NO] 906/1000 | From AI as Tutor to AI as Co-Regulator: A Deep Learning Approach for Real-Time Cognitive and Motivational Support in LMS Environments
[NO] 907/1000 | Federated Deep Learning for Decentralized Cybersecurity in Smart Grid Communication Networks
[NO] 908/1000 | Deep-Learning-Based Signal Integrity Modeling and Circuit Parameter Optimization for High-Speed Communication Chips
[NO] 909/1000 | Mathematical Modeling of Metastatic Cancer Spread
[NO] 910/1000 | A Miniaturized ±45° Dual-Polarized Dipole Antenna for 5G Micro Base Stations
[NO] 911/1000 | YOLOv8n-Based End-to-End Solar Panel Inspection: Detection and Multi-Class Classification with SVM Comparison
[NO] 912/1000 | OwenNet: A Partition-Aware Harsanyi Network for Grouped Feature Attribution
[NO] 913/1000 | An Ultra-Wideband High-Isolation Phased Array Antenna for Full-Duplex Communications
[NO] 914/1000 | A picosecond delay measurement technique with improved immunity to measurement cable parasitics
[NO] 915/1000 | Optimization and Investigation of a Lithium Niobate Millimeter-Wave Bandpass Filter with T-Shaped Slots and a Floating Copper Patch
[NO] 916/1000 | Near Field-Aware UE Localization in RIS-Aided Wireless Networks Through ML-Regressor
[NO] 917/1000 | Strain-Engineered SiGe MOS Channels: A Poisson–Schrödinger Comparison of Relaxed SiGe, Strained Si and Strained SiGe
[NO] 918/1000 | Design and Implementation of a Lightweight RISC-V SoC for FPGA Prototyping Platform
[NO] 919/1000 | MedEvidence-RAG for Joint Evidence Retrieval and Generator Alignment in Medical Visual Question Answering and Report Generation
[NO] 920/1000 | Artificial Intelligence for Grid-Scale Energy Storage Optimization: A Review
[NO] 921/1000 | A Bi-Level Optimal Planning Framework of Highway Electricity-Hydrogen Stations Considering Emergency Supply
[NO] 922/1000 | Experimental Characterization of the Indoor Propagation Channel at 8-12 GHz Based on the Saleh-Valenzuela Model and Automatic Clustering
[NO] 923/1000 | Two-Stage Constraint-Aware NSGA-III for Spatio-Temporal Task Allocation in Edge Computing
[NO] 924/1000 | Stall-Free Software–Hardware Co-Design for Perception-Driven Contrast-Limited Adaptive Histogram Equalization
[YES] 925/1000 | How Do Semantically Equivalent Code Transformations Impact Membership Inference on LLMs for Code?
[YES] 926/1000 | EchoFuzz: Empowering Smart Contract Fuzzing with Large Language Models
[NO] 927/1000 | 3D Software Synthesis Driven by Constraint-Expressive Intermediate Representation
[NO] 928/1000 | A Comparison of Conversational Models and Humans in Answering Technical Questions: the Firefox Case
[NO] 929/1000 | PreServe: Intelligent Management for LMaaS Systems via Hierarchical Prediction
[NO] 930/1000 | NB2P: Generating Data Science Pipelines from Computational Notebooks
[NO] 931/1000 | RIS-Assisted Industrial URLLC with Interference-Aware Max-Matching Diversity
[NO] 932/1000 | Copyright Page
[NO] 933/1000 | Variable Elimination in Hybrid Factor Graphs for Discrete-Continuous Inference &amp; Estimation_supp1-3732831.pdf
[NO] 934/1000 | Step Into the Unknown: Online Visual-Physical Bayesian Inference for Open-World Terrain Perception_supp1-3732911.mp4
[NO] 935/1000 | Copyright Page
[NO] 936/1000 | SU-CAD: Lightweight Real-Time Anomaly Detection via Saliency Guidance
[NO] 937/1000 | Quadruped Obstacle Avoidance and Footstep Planning with Distributed Low-cost Time-of-Flight Sensors_supp1-3732834.mp4
[NO] 938/1000 | A Multiscale Method for Predicting the Remaining Useful Life of Bearings Using Physics-Informed Hypergraph Wavelet Attention Network
[NO] 939/1000 | 3D-RobOstrich: An Ostrich-Inspired 3D Flexible Manipulator With a Lateral Stabilization Mechanism_supp1-3732920.mp4
[NO] 940/1000 | PIWich: Enhancing Quadrotor UAV Fault Diagnosis Under Imbalanced Data via Physics-Informed End-to-End Learning
[NO] 941/1000 | JEDI: Java Evaluation of Declarative and Imperative Queries
[NO] 942/1000 | A Compact Upper Mid-Band Phased Array with Dual-Polarized Harmonic-Pair Operation Enabled by Mode-Reconfigurable Pattern Stabilization
[YES] 943/1000 | Research on an EDA Geometric Feature Screening Framework for PCB PDN Impedance Risk
[NO] 944/1000 | Modeling High Permittivity Nanoparticles in Stratified Media with Surface Integral Equations
[NO] 945/1000 | The Strait of Hormuz as a Critical Energy Corridor: A Technical Review of Electricity Generation, Fuel Supply, and Energy Supply Security
[NO] 946/1000 | A Machine Learning-Augmented Penalty Difference Approach for Transportation Cost Optimization
[NO] 947/1000 | A Pairing-Free Matchmaking Bilateral Access Control Scheme with Equality Testing for Cloud—Fog-Assisted Secure IoT-Based EHR Sharing
[NO] 948/1000 | Super-Resolution Reconstruction Method for Near-Field SAR Image Artifact Removal
[NO] 949/1000 | Supporting Root Cause Analysis Decision in Cloud Microservices Using Hybrid Ai Techniques
[NO] 950/1000 | A 3D Printed Metamaterial Based 2D Holographic Antenna
[NO] 951/1000 | A Low-Rank Sensitivity-Mapping Approach with Image Enhancement for Microwave Stroke Imaging
[NO] 952/1000 | Detection-Guided Bounding-Box Attention U-Net for Lightweight Brain Tumor Segmentation in MRI
[NO] 953/1000 | AI-Enabled Non-Intuitive RF Passive and Antenna Design
[NO] 954/1000 | Deployment-Aware Evaluation of Short-Term PV Forecasting Models Using a Composite Efficiency-Accuracy Index for Smart Grids
[NO] 955/1000 | Microwave Applicator for Surface Hyperthermia
[NO] 956/1000 | A Single Input Fourier Neural Operator for Indoor Propagation Modelling
[NO] 957/1000 | Driving Style Impact on Energy Consumption in Electric Buses with Virtual Reality Testing
[NO] 958/1000 | A Two-Stage Frequency-Offset Compensation Framework for Carrier-Frequency-Offset-Robust Automatic Modulation Classification
[NO] 959/1000 | Physics-Informed Unrolled Fast Iterative Shrinkage-Thresholding Framework for Microwave Imaging of Hemorrhagic Brain Stroke
[NO] 960/1000 | Circularly Polarized Reactively Loaded Metasurface Antenna
[NO] 961/1000 | Early Detection of Degradation in Automotive Sensor Using Temporal RF Performance Drift
[NO] 962/1000 | Cybersickness in Immersive VR Simulation: Evaluating the Effects of Navigation, Interaction, and Environment
[NO] 963/1000 | BP-NMS: Linear-Time Bit-Parallel Non-Maximum Suppression for Scalable Object Detection
[NO] 964/1000 | WISE-E: Wearable Intelligent System for Edge-AI Blood Glucose Estimation via PPG
[NO] 965/1000 | Nullspace-Free Finite-Element Method for Robust Full-Wave Analysis Across Frequencies and Scales
[NO] 966/1000 | An Area-Efficient Arbiter PUF Architecture for Secure Authentication in IoT Systems
[NO] 967/1000 | Evolution and Performance Analysis of Reinforcement Learning Algorithms in Complex Dynamic Environments
[NO] 968/1000 | Low-Complexity Channel Estimation for Reconfigurable Fluid Antenna System
[NO] 969/1000 | A High-Efficiency and Reconfigurable Polynomial Multiplication Hardware Accelerator for CRYSTALS-Kyber
[NO] 970/1000 | Design of a Two-Stage Differential Wideband Ka-Band LNA in 65 nm CMOS
[NO] 971/1000 | Dual-Band, Dual-Polarized, Highly Selective Bandpass FSS for Ku- and Ka-Band Applications
[NO] 972/1000 | An h/p Adaptive Finite Element Method for Waveguide Structure Analysis
[NO] 973/1000 | An Approach to Extracting Scattering Centers Parameters
[NO] 974/1000 | Dual-Polarized Dielectric Resonator Antenna Arrays for In-Band-Full-Duplex Operation
[NO] 975/1000 | Research and Application of Multi-GPU-Based Full 3D FDTD Parallel Algorithm
[NO] 976/1000 | EGP-YOLO: A Lightweight License-Plate Detector with Ghost Convolution for Edge Deployment
[NO] 977/1000 | Efficient Time-Modulated Array Factor Synthesis Using Knowledge-based Deep Learning
[NO] 978/1000 | A Wideband Low-Profile Circularly Polarized ME-Dipole Antenna and 1×4 Series-Fed Array for Millimeter-Wave Applications
[NO] 979/1000 | Characterization of Microvias for Antenna-In-Package Applications
[NO] 980/1000 | Knowledge-Augmented Log Anomaly Detection with Large Language Models
[NO] 981/1000 | Hey, ChatGPT, Look at My Work: Using Conversational AI in Requirements Engineering Education
[NO] 982/1000 | Why Attention Fails: A Taxonomy of Faults in Attention-Based Neural Networks
[YES] 983/1000 | SeRe: A Security-Related Code Review Dataset Aligned with Real-World Review Activities
[NO] 984/1000 | Generator Solving for Symbolic Execution
[NO] 985/1000 | "Maybe We Need Some More Examples:" Individual and Team Drivers of Developer GenAI Tool Use
[YES] 986/1000 | Exploring and Improving Real-World Vulnerability Data Generation via Prompting Large Language Models
[NO] 987/1000 | Operations and Life: The Important Decisions Document
[YES] 988/1000 | TAAF: A Trace Abstraction and Analysis Framework Synergizing Knowledge Graphs and LLMs
[NO] 989/1000 | UniCoR: Modality Collaboration for Robust Cross-Language Hybrid Code Retrieval
