[2026-03-03 09:29:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-02
正在获取论文...
[arXiv] 2026-03-02 | Bimanual XR Specification of Relative and Absolute Assembly Hierarchies for Teleoperation
[NO] 1562/1882 | Detecting Human-Written and AI-Generated Phishing Emails with DistilBERT and Explainable AI
[NO] 1563/1882 | Non-Invasive Detection of Atherosclerosis and Aneurysm via Electrical Impedance Spectroscopy: A Finite Element Simulation Study
[NO] 1564/1882 | Face Detection and Masked Face Recognition with Convolutional Neural Networks (CNNS)
[NO] 1565/1882 | Four Port X-mmWave MIMO Antenna for HighSpeed Wireless Applications
[NO] 1566/1882 | Drug Abuse Detection Systems Based on Machine Learning Using Data Fusion of Biomedical Sensor Network: A Comparative Study
[NO] 1567/1882 | Arm Model for Elbow Motor Control
[NO] 1568/1882 | Towards Smarter Agriculture: Deep Learning-Based Multistage Detection of Leaf Diseases
[NO] 1569/1882 | Autonomous Delivery Drone
[NO] 1570/1882 | An 85–110 GHz Class-AB SiGe Power Amplifier Using Doubly-Tuned Transformer and Over-Neutralization with 13.7% Peak PAE
[NO] 1571/1882 | Making Root Cause Localization on FPGA Simulation Tools Robust
[NO] 1572/1882 | Resilience-Oriented Allocation of FI and RCS Considering Multi-Stage Collaborative Restoration with Improved Integer L-Shaped Method
[NO] 1573/1882 | Erdős goes Neural Pipeline-Based User Pairing in Wireless Communication Networks
[NO] 1574/1882 | Quantifying Methane-Climate Interactions in Eastern Saudi Arabia Using Geospatial and Machine Learning Modelling
[NO] 1575/1882 | Target-Mounted Intelligent Reflecting Surface for Electromagnetic Spoofing
[NO] 1576/1882 | Federated Spatial-Temporal Synchronous Graph Convolutional Network for Cross-City Traffic Prediction
[NO] 1577/1882 | Ultrathin Synchronous Permanent Magnet Micromotor With 400 µm Outer Diameter for in-Body Health Applications_supp1-3660600.mp4
[NO] 1578/1882 | Low-Complexity Matched Filters Removing ISI/ICI of OTFS Radar Using Partial FFT
[NO] 1579/1882 | IEEE Dataport
[NO] 1580/1882 | Adaptive Object Exploration and Mapping through Meta-Reinforcement Learning
[NO] 1581/1882 | 2025 Reviewers List
                    <sup>*</sup>
[NO] 1582/1882 | PEXP: A Scalable Parallel Tree-Based Framework for Interpreting Models on Big Data_supp1-3668673.pdf
[NO] 1583/1882 | Detection Method for CDN-Spoofing DDoS Attacks Using ECS-Based LDNS Log Tracing
[NO] 1584/1882 | Project-Based Learning and Design Thinking Applied to the Improvement of Teaching and Learning in Electrical Engineering
[NO] 1585/1882 | Low-Profile Wideband Circularly Polarized Slot Antenna for GNSS Applications
[NO] 1586/1882 | Predictive Control Over Low-Altitude Wireless Networks: Joint Trajectory Design and Resource Allocation
[NO] 1587/1882 | Historical Prediction Attention Mechanism based Trajectory Forecasting for Proactive Work Zone Safety in a Digital Twin Environment
[NO] 1588/1882 | Data-Driven Analysis and Predictive Control of Descriptor Systems with Applications
[NO] 1589/1882 | ACAI 2025 TOC
[NO] 1590/1882 | ICATEI 2025 Welcome
[NO] 1591/1882 | A Ku-Band 50 W MMIC High-Power Limiter With Optimized Power Division and p-i-n Diode Structure
[NO] 1592/1882 | Design of a Tank-Optimized 20 GHz VCO with Fourth Harmonic Extraction Achieving 193.8 dBc/Hz Peak FoM in 22 nm FDSOI
[NO] 1593/1882 | When Annotators Disagree: A Principled Approach to Learning with Noisy Labels
[NO] 1594/1882 | 2025 5th International Conference on Communication Technology and Information Technology (ICCTIT)
[NO] 1595/1882 | Physics-Constrained Deep Learning for Effective Atomic Number and Density Calculation of Biological Tissues in Photon-Counting Spectral CT
[NO] 1596/1882 | Weak-Mamba-UNet: Visual Mamba Makes CNN and ViT Work Better for Scribble-based Medical Image Segmentation
[NO] 1597/1882 | EarCalo: Earable-Based Energy Expenditure Estimation While Running
[NO] 1598/1882 | Telemetric Occlusion and Flow Detection in Ventriculoperitoneal Shunt
[NO] 1599/1882 | Comparative Analysis of Time-Frequency Representations for Pediatric Respiratory Sound Classification Using Deep Learning
[NO] 1600/1882 | A 19dBm 110–142 GHz Power Amplifier Employing an Enhanced-Power Cascode and 4-Way Dual-Coupled Combiner in 65-nm CMOS
[NO] 1601/1882 | Improved Alzheimer’s Disease Classification from MRI Scans Using Deep Learning
[NO] 1602/1882 | Analysis of Indonesian Public Sentiment Towards Government Free Meal Program Using Artificial Intelligence
[NO] 1603/1882 | Singular Vector Decomposition In Reconstructing Data Electricity Consumption with Clustering Analysis
[NO] 1604/1882 | Adversarial Model Poisoning in CNNs for Brain Tumor Detection: Risks to Smart Healthcare Integrity
[NO] 1605/1882 | Optimization of Ensemble Deep Learning Models for Freshwater Fish Disease Classification Using Particle Swarm Optimization
[NO] 1606/1882 | Precision Image Segmentation-Enhanced CNN for Apple Leaf Disease Detection
[NO] 1607/1882 | Hybrid Sampling with Mixed Shape and Seed Representations for Point Cloud Recovery
[NO] 1608/1882 | MDP-Based Distributed Relay Selection Policy for Cooperative Networks with Energy Harvesting
[NO] 1609/1882 | Hybrid Beam Steerable &amp; Low RCS UWB Vivaldi Antenna Array for Ground Surveillance Radar Systems
[NO] 1610/1882 | Analysis and Simulation of DC-DC Converters for Solar Microgrids
[NO] 1611/1882 | Comparison of Linear Regression and Long Short-Term Memory in Predicting the Electricity Demand of PLN in Jambi City
[NO] 1612/1882 | In Synthetic and Natural Bone: A Comparative Study
[NO] 1613/1882 | Conditional Variational Autoencoder for Exoplanetary Radiance Spectrum Modeling
[NO] 1614/1882 | Exploring AI-Enhanced User Experience Monetization: A Multi-Task Learning Approach for Streaming Service Tiered Pricing Optimization
[NO] 1615/1882 | A review paper on design of chaotic oscillator using current-feedback operational amplifier and its implementation in secure Communication
[NO] 1616/1882 | Ensemble and Boosting-Based Machine Learning Framework for Personality Prediction
[NO] 1617/1882 | Bearing Fault Diagnosis Based on SCSSA-CNN-Transformer
[NO] 1618/1882 | Multi-scale Facial Expression Recognition Based on Multi-Direction Local Binary Pattern
[NO] 1619/1882 | Quantum-Inspired and Context-Aware Approach to Cross-Lingual Voice Cloning
[NO] 1620/1882 | Neural Network Based Digital Predistortion for Digital MIMO Arrays Under Load Modulation
[NO] 1621/1882 | Career Guidance System using Artificial Intelligence for Decision-Making based on the Interests of Adolescents
[NO] 1622/1882 | Broadband Characterization of Newly Developed ABF Type A Material for Advanced Packaging and mmWave Applications
[NO] 1623/1882 | Evaluation of Mechanical and Biological Properties of PCL-coated Magnesium Scaffolds
[NO] 1624/1882 | Lightweight RTOS for Safety-Critical Smart Mobility and Healthcare Applications
[NO] 1625/1882 | Refinement of 41 GHz Planar Microstrip Radiating patch antenna for advancing Wireless Infrastructure
[NO] 1626/1882 | RGB-D Semantic Segmentation in Indoor Environments via Heterogeneous Dual-Branch Networks
[NO] 1627/1882 | Secure Communication for Industrial Applications via Measurement-Based Distributed Quantum Computing
[YES] 1628/1882 | RegCheck-Hybrid: A Hybrid Rule-LLM Framework for Automated Multi-modal Fire Code Compliance Checking
[NO] 1629/1882 | Real vs. Fake News Classification with Logistic Regression and TF-IDF Feature Extraction
[NO] 1630/1882 | Polarization-Insensitive Terahertz Modulator Based on Reconfigurable Metallic Ring Arrays
[NO] 1631/1882 | Deep Learning for Inclusive Communication: A CNN-Based Approach to Sign Language Recognition
[NO] 1632/1882 | EfficientNetV2B0 Hyperparameter Optimization with Metaheuristic Algorithm on Lung Cancer Detection from Lung CT Scan
[NO] 1633/1882 | Voice-Based Parkinson's Disease Detection Using Ensemble Learning Techniques
[NO] 1634/1882 | System Using 3D-Hydrodynamic Focusing
[NO] 1635/1882 | Hardware Accelerated Detection of Elevator Electric Bike Using Improved YOLOv4-tiny
[NO] 1636/1882 | Enabling the Design of Robust Network Applications by Creating Realistic Scenarios
[NO] 1637/1882 | Collaborative Optimization of 6G Edge Computing Networks Based on Intelligent Reflecting Surfaces
[NO] 1638/1882 | Research on Methods of Vehicle Re-identification in Highway Scenes Based on Deep Learning Fusion Network
[NO] 1639/1882 | Transform-based algorithms dedicated to ECG baseline drift cancellation: A comparative study
[NO] 1640/1882 | Modeling Attention Performance Across Female Reproductive Aging Using Logistic Regression
[NO] 1641/1882 | IoT Security Landscape: Risks, Challenges, and the Road to Robust Countermeasures
[NO] 1642/1882 | Design of a high efficiency peak current-mode buck DC-DC converter
[NO] 1643/1882 | Toward Scalable Quantum Computing: A Comparative Review of Qubit Platforms
[NO] 1644/1882 | Examination and Analysis of the Influence of Near-Infrared Light Absorption by Hair Melanin on fNIRS Signal
[NO] 1645/1882 | Next Generation AI-Enhanced Intelligent Imaging for Automated Knee X-ray Interpretation in Osteoarthritis: Front office Integration and Employee Training
[NO] 1646/1882 | An Open-Source Facial Recognition Based Attendance System
[NO] 1647/1882 | MRI to SPECT Image Translation for Parkinson's Disease Diagnosis
[NO] 1648/1882 | A Novel Transfer Learning Approach in HUMERAL fracture detection utilizing Pre-Trained Deep Learning Algorithms
[NO] 1649/1882 | Quantifying White Space Zone of Image Segmentation Task Based on Mask2Former
[NO] 1650/1882 | Multi-Modal Predictive Maintenance Framework for Telecommunications Infrastructure Using Environmental, Usage, and Performance Data
[NO] 1651/1882 | Exploring the Garden of Forking Paths in Empirical Software Engineering Research: A Multiverse Analysis
[NO] 1652/1882 | Develop an Enhanced AI-Based Model to Predict Depression in Women
[NO] 1653/1882 | Total-Ionizing-Dose Radiation Effect on Current Gain for Bipolar Junction Transistor Based 18 V BCD technology
[NO] 1654/1882 | Immediate Aftereffect of tACS on Directed Functional Brain Networks in Subacute Stroke Patients_supp1-3668719.docx
[NO] 1655/1882 | Differential Pressure Sensor Based on Pore Electrolytic Conductance
[NO] 1656/1882 | Electromechanical Performance Evaluation of PLD-processed REBCO Tapes for Superconducting Magnets
[NO] 1657/1882 | Design and Performance Comparison of Single-Electrode and Vertical Contact-Separation Triboelectric Nanogenerators for Energy-Harvesting Applications
[NO] 1658/1882 | Toward Realistic and Efficient Cyber Deception
[NO] 1659/1882 | ICCTIT 2025 Author Information Page
[NO] 1660/1882 | MEAI 2025 Preface
[NO] 1661/1882 | SecDiff: Diffusion-Aided Secure Deep Joint Source-Channel Coding Against Adversarial Attacks
[NO] 1662/1882 | SpectralZero: Text-Driven Spectral-Spatial Alignment for Zero-Shot Hyperspectral Image Classification
[NO] 1663/1882 | Characterisation of the Radiation Field in LHC IR4 using a Timepix Radiation Monitor measurements and FLUKA simulations
[NO] 1664/1882 | Verifiable Noise based Privacy-preserving Scheme for Trustworthy Consumer Applications
[NO] 1665/1882 | COMFORT: A Continual Fine-Tuning Framework for Foundation Models Targeted at Consumer Healthcare
[NO] 1666/1882 | SCMIT: Style-Consistent Multi-Domain Image-to-Image Translation - REVISED
[NO] 1667/1882 | Direct Detection Φ-OTDR System Based on the Different Pulse Width Method
[NO] 1668/1882 | Compositional Text-to-Image Synthesis with Training-Free Layout-Guided Diffusion_supp1-3668676.pdf
[NO] 1669/1882 | Grad-CAM Guided Occlusion Adversarial Training
[NO] 1670/1882 | A Preliminary study for estimating Solar Energy in Tropics Using A Semi-empirical model
[NO] 1671/1882 | AI-Driven Symptom-Based Disease Prediction for Efficient Healthcare Diagnosis
[NO] 1672/1882 | Bokeh Rendering via Diffusion Models without Depth Priors
[NO] 1673/1882 | Exploring Human-in-the-Loop Integration in the Operation of Digital Twin Applications
[NO] 1674/1882 | IoT-Enabled Anti-Poaching Sensor System for Sandalwood Trees Using Wireless Sensor Networks
[NO] 1675/1882 | TACNet: Architecture for SAR Image Despeckling
[NO] 1676/1882 | A Novel Indoor Intelligent Localization Strategy Based on NRBO-SVR Technology
[NO] 1677/1882 | Geo-Temporal LSTM-Based Trajectory Prediction of Mobile Robots Using Sequential Multi-Sensor Data
[NO] 1678/1882 | From Frames to Fakes: Deep Learning and Classical Approaches for Video-Based Deepfake Detection
[NO] 1679/1882 | Panicle-Driven Rice Yield Estimation Using YOLO: A Data-Centric Deep Learning Approach
[NO] 1680/1882 | Beam-Squint-Aided Hierarchical Sensing for Integrated Sensing and Communications With Uniform Planar Arrays
[NO] 1681/1882 | Topological and Entropic Analysis of Steganography and Steganalysis via AI-Driven Multi-Agent Systems
[NO] 1682/1882 | Blockchain-Enabled Protocols for Secure and Scalable Data Transmission
[NO] 1683/1882 | Triple Band Dual Element Bow-Tie Antenna for Wirelss Application
[NO] 1684/1882 | Resolving Cyber Security Issues in 6G Networks Using Blockchain Technology and Quantum Computing
[NO] 1685/1882 | Sentinel Turret Rover: Intruder Defense System with Precision Shooting
[NO] 1686/1882 | On the Impact of Chunking Strategies in NLP Pipelines: A Multi-Task Empirical Study
[NO] 1687/1882 | Intelligent Energy Prediction Mechanism for Smart Buildings Using CNN-BiLSTM and Occupant Count Data
[NO] 1688/1882 | An Incremental Target Recognition Method for HRRP Based on Autoencoder Reconstruction and Multi-Level Knowledge Distillation
[NO] 1689/1882 | an EEG Study
[NO] 1690/1882 | Data-Driven Techniques and Their Application in Agriculture Using Machine Learning
[NO] 1691/1882 | Voice-Driven Smart Home Automation System with AR-Enhanced Interfaces and Quantum Optimization
[NO] 1692/1882 | Performance Evaluation of QChainFog - Queueing Assisted Blockchain Enabled IoST-Fog-Cloud Framework for Geospatial Big Data Analytics
[NO] 1693/1882 | GR-Moment: Quantifying Match Momentum for Real-Time Tennis Prediction via a Hybrid Fuzzy-Neural Framework
[NO] 1694/1882 | Implementation of a Student Psychological Crisis Early Warning System Based on Multimodal Data Fusion
[NO] 1695/1882 | Machine Learning for Mental Health Illness Detection Based on Behavioral and Thought Patterns
[NO] 1696/1882 | ILT: Advancing Indoor Localization with Transformer Learning on Wi-Fi RSSI Data
[NO] 1697/1882 | Deep Learning for Abnormal Human Activity Detection: A Comprehensive Review of Technology, Evaluation parameters and Recent trends in Intelligent Surveillance
[NO] 1698/1882 | A Deep Learning Approach for Enhanced Detection of Small and Dense Defects in Engine Oil Pipelines
[NO] 1699/1882 | Linear Active Disturbance Rejection Trajectory Tracking Control of Manipulator Based on an Improved Dung Beetle Optimizer
[NO] 1700/1882 | High-Resolution Image Reconstruction Using Convolutional Neural Network-Based Deep Learning Models
[NO] 1701/1882 | Salt Supply Chain Modelling: A Dynamic System Approach to Salt Price Prediction
[NO] 1702/1882 | A Low-Power High-Sensitivity 100-GHz 2:1 ECL Static Frequency Divider with 68-GHz SOF in 130-nm SiGe:C BiCMOS
[NO] 1703/1882 | Application of Deep Q-Learning for Contamination Assessment in Water
[NO] 1704/1882 | Evaluation of Lightning Protection System on High Voltage Overhead Transmission Line 150 kV
[NO] 1705/1882 | Adaptation of Deep Learning Architectures for Bird Classification in Information Security Applications
[NO] 1706/1882 | Investigation of Microbubble Motion in a Microvessel with Various Obstructions Filled with Viscous Fluid: A Finite Element Modeling Study
