[2026-06-26 23:06:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[NO] 1473/1913 | Data-Free Knowledge Distillation for LiDAR-Aided Beam Tracking in MmWave Systems
[NO] 1474/1913 | Input-to-State Stability Analysis for Pneumatic Valve Control Systems With PI Controllers
[NO] 1475/1913 | An Integrated Flexible Antenna with a Four-Element Parasitic Array for Multibeam Radiation and Solar Energy Harvesting
[NO] 1476/1913 | Efficient Pattern Synthesis of Separable Cylindrical Antenna Array Employing Alternating Fast Segmented Cyclic Convolution and FFT
[NO] 1477/1913 | CM-ARM: Collaborative Model for Privacy-Preserving Association Rule Mining
[NO] 1478/1913 | When Blockchain and Federated Learning Hit It off: Forging a Novel Proof of Useful Work
[NO] 1479/1913 | Phy-HHMR: Physics-Aware Holistic Human Mesh Reconstruction
[NO] 1480/1913 | Constraint Harmonic Compensation Strategy for Extending Power Routing Capability in CHB Converter
[NO] 1481/1913 | Event-Triggered Composite Reward DRL for Vehicular Active Suspension: Towards Multi-Objective Performance and Cross-Scenario Generalization
[NO] 1482/1913 | RIT-PDFMal-2026: A Comprehensive Benchmark Dataset for PDF Malware Detection
[NO] 1483/1913 | Real-Time Multimodal Attention-State Classification on Resource-Constrained Edge Devices via Hardware-Aware CNN with Bayesian Optimization
[NO] 1484/1913 | Light-Dependent Resistor-Integrated Dual-Band Antenna Sensor for Optical Intensity Detection and Wireless Communication
[NO] 1485/1913 | Design of a High-Stiffness Triaxial Force/Torque Sensor Exploiting Anisotropic Force-Frequency Response of Quartz Resonators
[NO] 1486/1913 | Generalised Medical Phrase Grounding
[NO] 1487/1913 | Branch-Aware Mixture of Experts for CPM Shaping-Pulse Recognition
[NO] 1488/1913 | RMPflow-Magnetic: End-of-Arm Radar-Grounded Reactive Avoidance for Manipulator Motion in Dynamic Environments_supp1-3706942.mp4
[NO] 1489/1913 | 2026 International Biennial Conference on Advances in Artificial Intelligence and Data Science (IBAAIDS)
[YES] 1490/1913 | Intent-Aware Defect Pattern Extraction from Singular Examples
[NO] 1491/1913 | Demo Abstract: PosePerfect: Real-Time Exercise Visualization &amp; Assessment on Mobile Phone
[NO] 1492/1913 | Data-Driven Predictive Modeling and Optimization Frameworks for Electric Vehicle Energy Consumption
[NO] 1493/1913 | Demo Abstract: AMULET - Acoustic Metastructure for Direction-of-Arrival Estimation Underwater Using a Single Hydrophone
[NO] 1494/1913 | Demo Abstract: Prompt2Edge – An Autonomous Machine Learning System for Edge Devices
[NO] 1495/1913 | Emotion-Robust Fake News Detection Through Proximal Policy Optimization
[NO] 1496/1913 | A Segmentation-Guided YOLOv11 Framework for Real-Time Multi-Class Brain Tumor Detection in MRI
[NO] 1497/1913 | Emotion Aware AI Mentorship System for Personalized Learning Enhancement Using Multilingual Emotion Detection
[NO] 1498/1913 | Using Artificial Intelligence in Digital Content Creation for ELearning Environments: An Applied Experiment at Jadara University
[NO] 1499/1913 | Digital Transformation’s Role in Enhancing Supply Chain Sustainability: The Impact of E-Commerce Platforms on Environmental Integration through Innovation
[NO] 1500/1913 | AI-Based Predictive Risk Intelligence for Smart and Sustainable IT Project Systems
[NO] 1501/1913 | Attention-Based Deep Learning for CO
                    <sub>2</sub>
                    Global Emission Forecasting to Support Sustainable Global Climate Actions
[NO] 1502/1913 | An Empirical Study of Delayed Causal Relationships Between Market Variables and Bitcoin Prices
[NO] 1503/1913 | Explainable Multilingual Hybrid Transformer-Based Model for Cyberbullying Detection in Social Media: A Systematic Review
[NO] 1504/1913 | A Deep Learning Framework for Detecting Deforestation in the Western Ghats Using Sentinel-2 Imagery
[NO] 1505/1913 | Next Generation Multi-Pollutant Air Quality Monitoring System
[NO] 1506/1913 | A Hybrid Machine Learning and Mathematical Optimisation Framework for Energy Consumption Prediction in Smart Sustainable Systems
[NO] 1507/1913 | Life Cycle Cost Analysis of Fixed and Dual-Axis Tracking PV Systems for Rural Microgrids in Senegal
[NO] 1508/1913 | Integrating Emerging Technologies in Telemedicine: A Systematic Literature Review of Health Informatics Advances
[NO] 1509/1913 | Model YIQ in the Study of Lymphoblastic Leukemia from Digital Microscopic Images of Blood Smears
[NO] 1510/1913 | A Throughput Model Framework for Dynamic Ethical Governance in AI-Driven Biometric Systems
[NO] 1511/1913 | AI-Driven Anomaly Detection in Industrial IoT Networks for Predictive Maintenance
[NO] 1512/1913 | IEEE Recommended Practice for Test and Verification Procedures for Inverter-Based Resources Interconnecting with Bulk Power Systems
[NO] 1513/1913 | Design treatment of antique service buildings through metaverse technology (Applied study: Faculty of Fine Arts Mazloum building
[YES] 1514/1913 | Extracting Conditional Expressions as Local Variables: Frequency, Motivation, and Automated Recommendation
[NO] 1515/1913 | Spectrum Sharing and Sensing-based Scheduling in Integrated Terrestrial-Non-Terrestrial Networks
[NO] 1516/1913 | Detection Error Probability Analysis over Atmospheric Quantum Channels with Pointing Errors: A Physically Admissible Bounded Transmissivity Framework
[NO] 1517/1913 | Enhancing Multi-step Photovoltaic Forecasting with Large-scale Meteorological Data
[NO] 1518/1913 | Privacy-Enhanced Vertical Federated Learning for Healthcare via Directional Noise and Subset Representations
[NO] 1519/1913 | Connection-friendly Voltage Balancer Featuring Continuous Input/output Interface Currents without Electrolytic Capacitors
[NO] 1520/1913 | S2EKD: Sequence-to-Epoch Knowledge Distillation for Real-Time Sleep Staging_supp1-3707389.pdf
[NO] 1521/1913 | A Digital-Twin-Enabled Cyber-Physical Framework for Predictive Infection-Risk Monitoring and Secure Health-Data Surveillance
[NO] 1522/1913 | Effective Mel-Spectrogram Synthesis for Multi-Speaker Text-to-Speech with Band-Specific Acoustic Modeling
[NO] 1523/1913 | Integrated Network Design and Demand Estimation for Advanced Air Mobility Using an Extended Multiple-Allocation p-Hub Median Framework
[NO] 1524/1913 | Online Industrial Sensor Drift Identification Using Anomaly Detection Methods
[NO] 1525/1913 | Poster Abstract: Turning Budget Earphones Into Hi-Fi with Hardware-Aware Learning
[NO] 1526/1913 | Fostering Collaborative Engagement Between Underrepresented Learners and AI Educator
[NO] 1527/1913 | Optimal Control with Physics-Informed Boundary Conditions for a 4DOF Manipulator
[NO] 1528/1913 | Multimodal Emotion Recognition Based on STM32 Microcontroller
[NO] 1529/1913 | Cross-Domain Distribution Alignment for Segmentation of Private Unannotated 3D Medical Images
[NO] 1530/1913 | Benchmarking Column Statistics for Analytical Query Pruning
[NO] 1531/1913 | Whither Computing?
[NO] 1532/1913 | Evaluating Green SCM and Employee CSR with Modified Servqual Dimensions in the Manufacturing Industry
[NO] 1533/1913 | PSD-Guided Multi-Template Waveform Saturation Recovery for Wide-Dynamic-Range Fast-Neutron Spectrometry with SiPM Readout
[NO] 1534/1913 | GLLA: A Unified Force-Directed Graph Layout Framework Supporting Local Adjustments
[NO] 1535/1913 | AvatarVTON: 4D Virtual Try-On for Animatable Avatars_supp2-3705812.mp4
[NO] 1536/1913 | Looking Broader for Knowledge Distillation Via Receptive-Field Alignment_supp1-3704741.pdf
[NO] 1537/1913 | Bidirectional Buck and Boost DC–AC/AC–DC Converter Based on Dual-Mode Time-Sharing Technology
[NO] 1538/1913 | IoT-Based Smart Power Quality Analyzer
[NO] 1539/1913 | AI Adoption in Smart Manufacturing and Sustainable Manufacturing Performance
[NO] 1540/1913 | Intelligent Control Strategies for Autonomous Robotic Assembly in Mechanical Manufacturing
[NO] 1541/1913 | AI-Driven Industrial Data Analytics for Process Optimization in Automated Mechanical Production
[NO] 1542/1913 | Task-Agnostic Assistance via Centroidal Momentum Shaping: Preliminary Validations on a Hip Exoskeleton_supp1-3706926.mp4
[NO] 1543/1913 | 2026 IEEE International Symposium on Robotic and Sensors Environments (ROSE)
[NO] 1544/1913 | Digital prosopography and Ireland’s Catholic clergy
[NO] 1545/1913 | Two-State Beam-Switchable Microstrip Patch Antenna Enabled by a Nematic Liquid Crystal Layer and Parasitic Coupling
[NO] 1546/1913 | Hardware–Algorithm Co-Design for Efficient Bit-Serial Acceleration of Lightweight CNNs With Standard and Depthwise Convolutions on FPGA
[NO] 1547/1913 | A 110–170-GHz Subharmonic Mixer With Low LO Drive Power and 1–35-GHz IF Bandwidth
[NO] 1548/1913 | Empathetic Response in Audio-Visual Conversations Using Emotion Preference Optimization and MambaCompressor
[NO] 1549/1913 | EEG Connectivity Signatures in Active vs. Passive Mental Fatigue Settings
[NO] 1550/1913 | PATROL: A Privacy-preserving and Auditable Tracing framework for Rapid Oversight of CBDC Ledgers
[NO] 1551/1913 | Why Language Model Reasoning Systematically Fails: A Structural Definition of Hallucination Based on Coordinate Closure
[NO] 1552/1913 | Energy-Aware Federated Distillation via Quantum-Driven Task Offloading in LEO Satellite Networks
[NO] 1553/1913 | Physically constrained dual-channel neural network framework for MEMS frequency prediction
[NO] 1554/1913 | Adaptive High-Dynamic Fractional-Order SHC Reduction Method Considering Parameter Errors and Frequency Deviation for V2G System
[NO] 1555/1913 | FDMamba-FMT: Physical Consistency-guided Feature-decoupled Mamba for Fluorescence Molecular Tomography
[NO] 1556/1913 | Compact Object-Level Representations with Open-Vocabulary Understanding for Indoor Visual Relocalization
[NO] 1557/1913 | CHAI - Compliant Human-centered Adaptive Interaction through Diffusion-based Language Trajectory Transformer
[NO] 1558/1913 | Common Mode Suppression in Tunneling Magnetoresistive DC Residual Current Sensor with Conductor Geometry Optimization
[NO] 1559/1913 | Study on the Improvement of Static Synchronous Series Compensators Based on Hybrid Circuit Breakers
[NO] 1560/1913 | IEEE Moving
[NO] 1561/1913 | Proceedings
[YES] 1562/1913 | APITestGenie: Generating Web API Tests from Requirements and API Specifications with LLMs
[NO] 1563/1913 | Predicting Student Academic Performance Using Classification, Clustering and Association Rule Mining
[NO] 1564/1913 | Probabilistic Short-Term Load Forecasting with Gated Multi-Head Temporal Attention and Quantile LSTM
[NO] 1565/1913 | Machine Learning-Based Approach for Predicting the Penetration of Air-Blown Bitumen in the Blowing Columns
[NO] 1566/1913 | Unified Evaluation of Traditional and GNN Models for Node Classification Across Heterogeneous Graph Domains
[NO] 1567/1913 | Poster Abstract: Automatic Vision-Based Component Detection in Legacy BMS Maps
[NO] 1568/1913 | Poster Abstract: Lightweight Gain-Phase Correction for Practical Wi-Fi Sensing on Embedded Devices
[NO] 1569/1913 | Learning Goodness Fields for Collision-Aware Robot Motion Planning
[NO] 1570/1913 | An Approach for Identifying and Evolution Analyzing of Domain Key Technologies Based on Patent Semantic Networks
[NO] 1571/1913 | Design and Implementation of Lightweight Communication Middleware for Aircraft Embedded Real-Time System Based on Standard DDS
[YES] 1572/1913 | Model Checking Probabilistic Operator Precedence Automata
[NO] 1573/1913 | TFS-Net: Time–Frequency Signal Modeling for Few-Shot Low-Rate DoS Detection
[NO] 1574/1913 | Efficient Multi-scale Hierarchical Feature Extraction and Fusion Network for Hyperspectral Image Classification
[NO] 1575/1913 | Network analysis as a tool for improving digital transformation in ICU
[NO] 1576/1913 | Systematic Acoustic Monitoring of Underwater Floating Debris Using Deep Learning With Temporal Information
[NO] 1577/1913 | Hyper-modal Imputation Diffusion Embedding with Dual-Distillation for Federated Multimodal Knowledge Graph Completion_supp1-3705201.pdf
[YES] 1578/1913 | LLM-based Intelligent Agents for Cybersecurity: A Tutorial and Survey of Automated Vulnerability Discovery
[NO] 1579/1913 | Ultralow-Voltage NMOS-Only Voltage Reference with High-Frequency PSR Optimization via Decoupling Pseudo-Resistor
[NO] 1580/1913 | STORM-Net: Summary-Token Object-Relational Mamba Network for Dynamic Crime-Scene Graph Generation
[NO] 1581/1913 | SHED: Semantic Heterogeneous Graph Learning for Estimating Eating Disorder Severity
[NO] 1582/1913 | Multi-Objective Optimization of Residential Layout and Envelope Design for Daylight, Thermal Comfort, and Cooling Energy in Hot-Arid Climates
[NO] 1583/1913 | UniFormer-Based Dual Quaternion Network for Visual Odometry
[NO] 1584/1913 | Feasibility of a Center of Mass Based Fuzzy-Logic Phase Detection Algorithm for Post-Spinal Cord Injury Gait_supp1-3705681.docx
[NO] 1585/1913 | MVOFormer: Flow-Semantic Transformer for Robust Monocular Visual Odometry_supp1-3707361.mp4
[NO] 1586/1913 | Consensus-Based Communication for Cooperative Multi-Agent Reinforcement Learnin
[NO] 1587/1913 | VIKSER: Visual Knowledge-Driven Self-Reinforcing Reasoning Framework_supp1-3707187.pdf
[NO] 1588/1913 | A Wideband Spaceborne Stacked GNSS Antenna With Low Hemispherical AR for Stable Phase Center
[NO] 1589/1913 | AWC-LVI: Robust LiDAR-Visual-Inertial SLAM With Residual-Based Adaptive Weighting Controller in Complex Environments
[NO] 1590/1913 | Green synthesized Ceria nanoparticles based electrochemical sensor for Creatinine detection_supp1-3707221.pdf
[NO] 1591/1913 | Apache Storm-Based Data Acquisition, Processing and Visualization Framework
[NO] 1592/1913 | The impact of digital transformation on financing and non-performing loans
[NO] 1593/1913 | Adaptive AI-Based Control Algorithms for Intelligent Industrial Robotic Manipulators in Automated Assembly Systems
[NO] 1594/1913 | “Digital Communication Transformations and Their Impact on Job Performance in Government Institutions: The Case of Abu Dhabi Ports”
[NO] 1595/1913 | 2026 International Conference on Artificial Intelligence for Sustainable Engineering and Innovation (AISEI)
[NO] 1596/1913 | Wavelet Ideology and No-Reference Quality Metrics as Tools for Localizing Potential Areas of Interest in Color Medical Images
[NO] 1597/1913 | PRBPR: Privacy-Preserving Redactable Blockchain Supporting Policy Hiding and Revocation
[NO] 1598/1913 | Federated Learning for Privacy-Preserving Energy Consumption Prediction in Smart Buildings
[NO] 1599/1913 | Remote Estimation of Gauss-Markov Processes over Multiple Channels: A Whittle Index Policy_supp1-3706007.pdf
[NO] 1600/1913 | Leveraging Data Analytics to Enhance Sustainable Human Resources Practices in Engineering Projects
[NO] 1601/1913 | Analyzing Regional Variations in Bangla Speech: A Voice Classification Approach Using MFCCs
[NO] 1602/1913 | Explainable Machine Learning for Identifying Key Environmental and Operational Factors Affecting Transport System Performance
[NO] 1603/1913 | Machine-Vision-Based Bangladeshi Geographical Indication Dessert Recognition
[NO] 1604/1913 | Cogging Torque Characteristics and Mitigation of Permanent Magnet Synchronous Machines With Axial Excitation Ports
[NO] 1605/1913 | High-Rate Free-Space Optical Communication with DMD-Based Modulating Retroreflectors
