[2026-04-02 22:32:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-01
正在获取论文...
[arXiv] 2026-04-01 | Grothendieck's Equality vs Voevodsky's Equality
[NO] 1198/1897 | Terminology Fragmentation of Infrastructure Calibration in Radio-Based Indoor Positioning: A Systematic Review
[NO] 1199/1897 | An estimation methodology for car wheel forces in fully general ride and handling driving conditions
[NO] 1200/1897 | Table of Contents
[NO] 1201/1897 | A Multi-Scale Perimeter Control and Route Guidance System for Large-Scale Road Networks
[NO] 1202/1897 | The use of artificial intelligence requires increasing criticality
[NO] 1203/1897 | Share Your Preprint Research with the World!
[NO] 1204/1897 | A Novel Reconstruction Strategy for Terrestrial Water Storage During the GRACE(-FO) Gap Using Geographically Weighted-based Method_supp1-3671815.docx
[NO] 1205/1897 | Facial Expression Recognition for Chinese Elderly Using Edge and Semantic Features Dual Path Network With Two-Step Transfer Learning
[NO] 1206/1897 | Cross-Frequency Implicit Neural Representation with Self-Evolving Parameters
[NO] 1207/1897 | Global Communications Newsletter
[NO] 1208/1897 | A Contrastive Free Energy-Enhanced Transformer Framework for Efficient Reinforcement Learning
[NO] 1209/1897 | Single-Source Cascaded Multilevel Inverter with Boosting and Cascade through Inductors for Magnetic Coupling Wireless Power Transfer Systems
[NO] 1210/1897 | SLICE: An Efficient and Tuning-Free Keyframe Sampling Framework for Long-Form Video Understanding
[NO] 1211/1897 | A Hybrid Soft Asynchronous Actor-critic Framework for UAV-assisted IoV Task Offloading with Vehicle Trajectory Prediction
[NO] 1212/1897 | Two-Dimensional Model-Free Off-Policy Optimal Iterative Learning Control for Time-Varying Batch Systems
[NO] 1213/1897 | Computational Applications empowering Sports Education: A Bibliometric study from 2020 to 2025
[NO] 1214/1897 | Enhancing Dental Polymer Formulation through Interpretable Machine Learning: A Comparative Analysis of Feature Selection and Algorithm Performance
[NO] 1215/1897 | Tourism Resource Allocation Optimization in Peak Season Based on Statistical Analysis Methods
[NO] 1216/1897 | Enhancing Food Delivery Efficiency Using Machine Learning and Deep Learning for Predictive Delay Classification
[NO] 1217/1897 | A Tripartite Evolutionary Game Study of Blockchain-Empowered Corporate Greenwashing Governance
[NO] 1218/1897 | Strategic Positioning and Financial Resilience: An Integrated Enterprise Management Framework Using Explainable Machine Learning
[NO] 1219/1897 | Learning User Driving Preference from Intervention Trajectories via an Integrated Inverse Reinforcement Learning and Reinforcement Learning from Demonstrations Framework
[NO] 1220/1897 | Research on Classroom Student Abnormal Behavior Detection System Based on Improved YOLOv10 Model
[NO] 1221/1897 | StyleGAN-CLIP Cross-Modal Generative Model Based Automatic Design and Dissemination Effect Optimization for Regional Culture-Oriented Apparel Patterns
[NO] 1222/1897 | An Exploratory Study of User Perceptions of Information Across Social Media Platforms
[NO] 1223/1897 | Section 1. Computing &amp; Processing (Hardware/Software)
[NO] 1224/1897 | Adaptive Model-Based Transfer Learning for Dynamic HVAC Control
[NO] 1225/1897 | An Up to 10-MHz 6.8% Minimum Duty Ratio GaN Driver With Adaptive Short-Pulse High-CMTI Level Shifter and Dual-Switch Bootstrap Techniques_supp1-3676911.pdf
[NO] 1226/1897 | A Reuse-Rate-Driven and Gain-Scheduled MINCO Trajectory Optimization Method for UAV Formations
[NO] 1227/1897 | Optimisation of TES design for the CRESST experiment
[NO] 1228/1897 | Dual-Branch CNN-MLP-Dropout Network for Multi-Class Scene Recognition: Fusing Multi-Sensor Time-Domain Inputs and Time-Frequency Representations
[NO] 1229/1897 | Electromagnetic Analysis of SPM Using Sub-domain Model Based on the Magnetic Scalar Potential Field
[NO] 1230/1897 | Neural Signal Compression using RAMAN tinyML Accelerator for BCI Applications_supp1-3674434.pdf
[NO] 1231/1897 | Rethinking Frequency Modeling: Tail-Aware Dynamic Adversarial Training for Long-Tailed Robustness_supp1-3679189.pdf
[NO] 1232/1897 | Structured Light-Assisted Optical Biosensor Using Airy–Bessel Excitation for Early Oral Cancer Diagnosis
[NO] 1233/1897 | Modeling of Control and Monitoring Systems for Positioning Workers in a Coal Mine
[NO] 1234/1897 | A Comprehensive Review of Brain Tumor Using Deep Learning
[NO] 1235/1897 | Combating Social Bots: Advances in Detection and Prevention
[NO] 1236/1897 | Construction of Binary Sequence Having PMEPR Bounded by 4
[NO] 1237/1897 | Analysis of Approaches to Executing Fuzzy Queries to Relational Databases
[NO] 1238/1897 | AI-Driven Optimization of Sustainable Hydrogen Transportation Systems in the Global Energy Transition
[YES] 1239/1897 | FPGA Implementation of a Fault-Tolerant Low-Latency Reversible ALU Using Hybrid Parity-Preserving IG–NFT Logic Gates in Verilog HDL
[NO] 1240/1897 | Architecture and Power-Balancing Effects on Side-Channel Leakage Protection in AES Hardware Implementations
[NO] 1241/1897 | A Hybrid Long Short-Term Memory and Kalman Filter Model for MIMU Inertial Data Fusion
[NO] 1242/1897 | PRFCM: Poisson-Specific Residual-Driven Fuzzy $C$-Means Clustering for Image Segmentation
[NO] 1243/1897 | Neurodynamic Optimization Approaches with Fixed-Time Convergence for Nash Equilibrium Seeking: Theory and Hardware Experiment
[NO] 1244/1897 | LACO-OFDM-Based Optical ISAC System Design and Performance Analysis
[NO] 1245/1897 | PureRx: A Non-Fungible Token-Based Prescription Management for Efficient and Secure Healthcare System
[NO] 1246/1897 | Neural Network Aided Information Filtering for Model Uncertainty
[NO] 1247/1897 | MicroSDF: Microfacet-Driven Hybrid Neural SDFs for Mixed-Reflectance Surface Reconstruction_supp1-3678096.pdf
[NO] 1248/1897 | Spectral-Spatial Enhanced Local Contrast Strategy for Hyperspectral Small Air Target Detection
[NO] 1249/1897 | Three-Mode MHz Wireless Power Transfer: Inductive, Capacitive, and Hybrid, with A Unified Coupling Architecture
[NO] 1250/1897 | Oxygen Vacancy-Mediated Switching in InO-Based Heterostructure Memristors: Effects of Interface Position and Material Composition_supp1-3676029.docx
[NO] 1251/1897 | CFP: Quantum-Enabled AI for Future Communications
[NO] 1252/1897 | Leading Through Partnership: Translating Strategic Vision Into Operational Excellence
[NO] 1253/1897 | A Look Back
[NO] 1254/1897 | Table of Contents
[NO] 1255/1897 | Generative AI-Native Edge Sensors: Collaborative Data Reconstruction via Lightweight Federated Learning
[NO] 1256/1897 | Table of Contents
[NO] 1257/1897 | Improving the Retrieval Accuracy of Spaceborne GNSS-R Ocean Surface Altimetry Based on Novel Attention Mechanism Model
[YES] 1258/1897 | Leveraging Key Source Code Metrics for Predicting Software Vulnerabilities with Machine Learning
[NO] 1259/1897 | A Unified Trapezoidal Current Mode for Symmetric Three-Level Buck-Boost Converters Without Mode Switching
[NO] 1260/1897 | Improved row hammer and passing gate effect properties with impurity reduction of TiN single metal word-line in modern DRAM
[NO] 1261/1897 | A Comparative Assessment of Power Converter Control Strategies: From Linear Control to Machine Learning Approaches
[NO] 1262/1897 | The Impact of Multisensory Information Processing on Route Change Decisions: An Exploration of Visual and Auditory Effects
[NO] 1263/1897 | A MADRL Driven Optimization Framework for Grid Node Inertia and Grid-Forming Converter Damping Characteristics in Microgrids
[NO] 1264/1897 | RW-Net: Enhancing Few-Shot Point Cloud Classification With a Wavelet Transform Projection-Based Network
[NO] 1265/1897 | An Analytical Model of the SiC MOSFET Body Diode Over a Wide Range of Operating Conditions
[NO] 1266/1897 | A Miniaturized, Self-Packaged Dual-Band Bandpass Filter Based on SIW Mixed-Mode Cavities
[NO] 1267/1897 | Demonstration of an F-Band Heterogeneously Integrated Multichip Downconverter
[NO] 1268/1897 | Evaluating Japanese Dialect Robustness Across Speech and Text-based Large Language Models
[NO] 1269/1897 | The AudioMOS Challenge 2025
[NO] 1270/1897 | Predictive ASR and Turn-taking Prediction at Once: Towards More Responsive Spoken Dialog System
[NO] 1271/1897 | Deep Audio Zooming: Creating a Sound Barrier With Microphone Array Processing
[NO] 1272/1897 | Beam Split Aided Multi-User Near-Field Covert Communication under Wardens Collusion
[NO] 1273/1897 | Investigating Generative Workflows for Immersive Prototyping: A Study on Scene- and Object-Level Creation in VR
[NO] 1274/1897 | EMO-Reasoning: Benchmarking Emotional Reasoning Capabilities in Spoken Dialogue Systems
[NO] 1275/1897 | Rethinking VR Input: Co-Designing Accessible VR Interactions for Gamers with Upper Limb Motor Impairments
[NO] 1276/1897 | Enhancing Spatial Learning of Large Command Sets in Two FastTap Menus with Artificial Landmarks
[NO] 1277/1897 | FlashServe: Cost-Efficient Serverless Inference Scheduling for Large Language Models via Tiered Memory Management and Predictive Autoscaling
[NO] 1278/1897 | Automated Text Classification in Electronic Health Record Narratives Using Machine Learning and Domain-Specific Transformers
[NO] 1279/1897 | Adaptive Differential Privacy Mechanism for Federated Document Classification: A Gradient-Clipping Optimization Approach
[NO] 1280/1897 | Contents
[NO] 1281/1897 | On the Performance of Dual-Antenna Repeater Assisted Bi-Static MIMO ISAC
[NO] 1282/1897 | High-Fidelity and Lip-Synced Talking Face Synthesis via Landmark-Based Diffusion Model_supp1-3676251.mp4
[NO] 1283/1897 | Glacier Snowline Altitude Estimation Integrating a Stacking Machine Learning Model and U-Net: a Case Study in the Antarctic Peninsula
[NO] 1284/1897 | Motion Hierarchical Gaussian for Dynamic Control in VR_supp1-3679101.pdf
[NO] 1285/1897 | An Embedded Tinyml Framework for Real-Time Anomaly Detection in Bluetooth Low Energy Wearable Devices
[NO] 1286/1897 | Environmental Deviation Detection Using Intelligent Agents
[NO] 1287/1897 | SLFGR StegoGAN: Self-Adaptive Local Fusion and Global Recovery StegoGAN for Few-shot Coverless Image Steganography
[NO] 1288/1897 | Machine Learning and Deep Learning in Neuroimaging: Review of Brain Connectivity Analysis for Diagnosis and Prognosis
[NO] 1289/1897 | Comparative Analysis of Machine Learning Techniques for Android Malware Detection
[NO] 1290/1897 | Smart Accident Prediction in Fireworks Industry Using AI
[NO] 1291/1897 | An IoT-Enabled Refined Learning Framework for Sustainable Precision Fertilizer Management in Indian Agriculture
[NO] 1292/1897 | A Comprehensive Review of AI and Machine Learning–Based Diet Chart Recommendation Systems
[NO] 1293/1897 | Smart IoT-Driven Precision Agriculture: Advanced Feature Engineering and Ensemble Machine Learning for Intelligent Crop Classification
[NO] 1294/1897 | S3-FIFO Cache for LSM-based Key-value Stores
[NO] 1295/1897 | Machine Learning and Deep Learning for Brain Tumor Detection
[NO] 1296/1897 | Sensory Integrate-and-Fire Neuron Model with Volatile Memristor Emulator
[NO] 1297/1897 | A CNN Framework with Grad-CAM Visualizations for Explainable Lung Cancer Diagnosis
[NO] 1298/1897 | Shadow Economy Detector Via Urban Activity Ml Analysis
[NO] 1299/1897 | Slot Loaded Modified Circular Patch Antenna with High Gain for Modern Wireless Applications
[NO] 1300/1897 | Vizing’s Theorem in Near-Linear Time
[NO] 1301/1897 | Research on Fault Diagnosis Method Based on ERPM and the Sparse Dictionary Learning with Label Constrain Associated Fisher Criterion
[NO] 1302/1897 | RadioDiff-Inverse: Diffusion Enhanced Bayesian Inverse Estimation for ISAC Radio Map Construction
[NO] 1303/1897 | Robust Transducer-Reflector Distance Control in Acoustic Levitation
[YES] 1304/1897 | Toward Unified Standards for Open RTL-to-GDSII Design Flows: Insights From the Open RTL-to-GDSII Flow Standards Workshop (ORFSW 2025) [Standards Corner]
[NO] 1305/1897 | High-Sensitivity MMF-TCF-MMF Sensor Based on the Synergistic Effect of Au Film and AgNPs
[NO] 1306/1897 | SARCapsNet: A Capsule Network for High-Accuracy SAR Automatic Target Recognition Under Limited Training Sample Conditions
[NO] 1307/1897 | Machine Learning to Secure Wheels: A Survey of Misbehaviour Detection for the Next Generation of Connected and Autonomous Vehicles
[NO] 1308/1897 | A Systematic Review of Takeover System Design in Highly Automated Driving
[NO] 1309/1897 | IEEE Foundation
[NO] 1310/1897 | Detection of Out-of-Distribution Power Quality Disturbance using Dual-Channel Gramian Angular Field with Enhanced Mahalanobis Distance
[NO] 1311/1897 | CON-FC: A Channel Occupancy Notification-Based Fair Coexistence Method for NR-U and WiFi
[NO] 1312/1897 | Research, Analysis and Optimization of Welding Eddy Current Loss for AFPM Propulsion Machine with Yokeless and Segmented Armature
[NO] 1313/1897 | Cover 4
[NO] 1314/1897 | Risk-Aware AIoT-Based Fault Detection for Power Line Monitoring in Consumer Energy Systems
[NO] 1315/1897 | Quantification and Correction of SMAP Soil Moisture Retrieval Biases Induced by Subpixel Moisture and Texture Heterogeneity over China
[NO] 1316/1897 | Model-Free Predictive Current Control With Robust Reference for Grid-Connected Voltage Source Inverter With
                    <i>LCL</i>
                    Filter
[NO] 1317/1897 | Security Cooperative Path-Tracking for Connected Vehicle Swarm Resilient to Dual-Channel Deception Attacks
[NO] 1318/1897 | Joint Multimodal Contrastive Learning for Robust Spoken Term Detection and Keyword Spotting
[NO] 1319/1897 | Communication-Centric UALink and NVLink Comparison for Large Scale AI Training
[NO] 1320/1897 | CLIP Feature Selection Mechanism via Sparse Autoencoder for Generalized Deepfake Detection
[NO] 1321/1897 | R2H: Rowhammer attack in presence of randomized LLC
[NO] 1322/1897 | Finger Vein Spoof GANs: Are they really useful to enhance PAD training?
[NO] 1323/1897 | CLAIR
                    <sub>A</sub>
                    : Leveraging Large Language Models to Judge Audio Captions
[NO] 1324/1897 | Finite-element methods for noncollinear magnetism and spin-orbit coupling in real-space pseudopotential density functional theory
[NO] 1325/1897 | Title Page i
[NO] 1326/1897 | On the Difficulty of Token-Level Modeling of Dysfluency and Fluency Shaping Artifacts
[NO] 1327/1897 | A correlation-permutation approach for speech-music encoders model merging
[NO] 1328/1897 | A Novel Measurement Method for GIS Mechanical Fault Diagnosis via Physics-Informed Inversion of Feature Vectors and Attention-Enhanced Shallow Neural Networks
[NO] 1329/1897 | Point Cloud Perception in Human-to-Robot Handover based on Semantic Segmentation and Shape Completion
[NO] 1330/1897 | An Embedded Resolver-to-Digital Conversion Method Using Resonant Excitation and Quality-Driven Autotuning
[NO] 1331/1897 | Bottleneck Transformer-Based Approach for Improved Automatic STOI Score Prediction
[NO] 1332/1897 | A Self-Refining Framework for Enhancing ASR Using TTS-Synthesized Data
[NO] 1333/1897 | SLM-S2ST: A multimodal language model for direct speech-to-speech translation
[NO] 1334/1897 | CRESS 2025 Copyright Page
[NO] 1335/1897 | Quantitative Identification of Strong-Interaction Vehicles in Autonomous Driving
[NO] 1336/1897 | A Proactive Triple-Mutation MTD Architecture Enhancing AI-Driven Intrusion Detection against Intelligent Adversaries in CIoT Networks_supp1-3679035.pdf
