[2026-03-05 09:30:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-04
正在获取论文...
[arXiv] 2026-03-04 | Strong Approximation for the Character Variety of the Four-Times Punctured Sphere
[NO] 1465/1807 | METRON: Metabolic Dynamic Perception Kolmogorov-Arnold Network for Biological Age Estimation_supp1-3669919.pdf
[NO] 1466/1807 | Low-Complexity Compensation for IQ Skew-Induced Mirror-Subcarrier Crosstalk in High-Speed Coherent DSCM Systems
[NO] 1467/1807 | PerC-SimAM-BLSTM: Position Perception Circular Convolution With Simple Attention Mechanism Based on BLSTM for Bundle Branch Block Detection
[NO] 1468/1807 | Learning Globally Stable Neural Imitation Policies via Reshaped Energy Functions
[NO] 1469/1807 | Improving Conversational Literature Retrieval Quality via Personalized Profile-Based Re-ranking_supp1-3669741.pdf
[NO] 1470/1807 | Simulated Artifacts and Data Augmentation for Real-World Video Motion Deblurring
[NO] 1471/1807 | Hybrid Graph-RL for Beam Management in 6G Satellite Networks with Heterogeneous Service Requirements
[NO] 1472/1807 | Impact-aware Maneuver Decision with Driving Style Tuning for Autonomous Vehicle
[NO] 1473/1807 | Evolving Intelligent Network Attack Classifier Under Label Distribution Shift_supp1-3669948.pdf
[NO] 1474/1807 | Improved Traffic Sign Detection with ECA Attention and Augmentation
[NO] 1475/1807 | Battery Scheduling and Smart Inverter Volt/Var Control for Voltage Stability in Microgrids
[NO] 1476/1807 | Point-of-Care Diagnostics for Infectious Diseases: A Novel Approach using Microfluidics and Machine Learning
[NO] 1477/1807 | An Intelligent System for Graduate Admission Prediction
[YES] 1478/1807 | Design and Implementation of Enhanced Multiplier-Free Architecture for VLSI Signal Processing
[NO] 1479/1807 | Employing Blockchain to Provide Safe and Expandable Authentication Techniques: Decentralized Personal Identification Management for Internet of Things Devices
[NO] 1480/1807 | Deep Learning Approach for Accurate Detection of Common Leaf Diseases in Crops
[NO] 1481/1807 | Secure File Transmission using Cryptography and Blockchain
[NO] 1482/1807 | Nonlinear Electrochemical Impedance and Harmonic Response of a 26650 LFP Battery Under Varying Current Amplitudes
[NO] 1483/1807 | Improving Credit Decision with an Interpretable EBM-Based Model
[NO] 1484/1807 | Robust Speaker Verification Using Deep Embeddings in Noisy and Adverse Conditions
[NO] 1485/1807 | A Multi-Objective Game Environment for Evaluating AI Agents
[NO] 1486/1807 | AI-Driven Energy Cost Optimization for Mixed-Use Buildings Using Machine Learning and Renewable Integration
[NO] 1487/1807 | Quantum-Resistant Cryptographic Models for Next-Gen Cybersecurity
[NO] 1488/1807 | Design and Modelling of a robust type-3 Fuzzy controller for frequency stabilization enhancement of AC Microgrid
[NO] 1489/1807 | Performance Analysis of a Generalized Card Trick Algorithm: A Case Study in Algorithmic Optimization
[NO] 1490/1807 | A New Design of 5L Active Neutral Point Clamped Inverter Topology with Double Voltage Gain
[NO] 1491/1807 | Optimized Control Strategies for Microgrid Dynamics: LQR and ILQR Tuned via Metaheuristic Optimization Algorithms
[NO] 1492/1807 | XAI-MigNet: An Explainable AI Model for Migraine Prediction Using Feedforward Neural Networks and SHAP Analysis
[NO] 1493/1807 | Video Retrieval Using GAT Enhanced CLIP Model
[NO] 1494/1807 | Real-Time Offside Detection in Football Using Wearable Sensors and Embedded Ball Tracking
[NO] 1495/1807 | Islanding Detection of Distributed Generation using Rotation Double Random Forest
[NO] 1496/1807 | A Switched-Capacitor Based Midpoint-Clamped Multistage Inverter for Sustainable Power Applications
[NO] 1497/1807 | Applying Machine Learning to Identify Optimal Locations for Wind Energy Generation Based on Regional Suitability
[NO] 1498/1807 | Review and Implementation of Digital Twin for MPPT Techniques in Grid-Connected PV Inverters
[NO] 1499/1807 | Hybrid Resampling-Driven Deep Learning Architecture for Cardiovascular Risk Stratification
[NO] 1500/1807 | Synchrophasor Data Anomaly Detection Using Unsupervised Transformer Autoencoder
[NO] 1501/1807 | Analysis of Risk Factors on the Stability of Grid-Following Inverter-Based Power Generation System
[NO] 1502/1807 | zkPHIRE: A Programmable Accelerator for ZKPs over HIgh-degRee, Expressive Gates
[NO] 1503/1807 | Characterizing Cloud-Native LLM Inference at Bytedance and Exposing Optimization Challenges and Opportunities for Future AI Accelerators
[NO] 1504/1807 | Exploration of LLM Workload Reliability Based on di/dt Effects and Voltage Droops
[NO] 1505/1807 | FractalCloud: A Fractal-Inspired Architecture for Efficient Large-Scale Point Cloud Processing
[YES] 1506/1807 | Nugget: Portable Program Snippets
[NO] 1507/1807 | Research on personalized learning path optimization of electrical control and PLC courses based on machine learning algorithm
[NO] 1508/1807 | Integrating Advanced AI Models and Blockchain for Robust Fake News Detection
[NO] 1509/1807 | A Hybrid AI-ML Framework for Predictive Maintenance and Load Forecasting in Smart Grid Infrastructures
[NO] 1510/1807 | Predicting Mental Health Conditions Across Countries Using Lifestyle Factors: A Machine Learning Approach
[NO] 1511/1807 | Forecasting with Open-AI Transformer Model S and P 500 Index
[NO] 1512/1807 | Neuromorphic Computing and AI-Driven Risk Assessment: Toward Ultra-Low Latency Financial Decision Systems
[NO] 1513/1807 | A Deep Learning Approach for Binary Classification of Bone Fractures in Multi-Region X-ray Images
[NO] 1514/1807 | Resource Allocation in Cloud Computing: A Review of Scheduling Algorithms and Optimization Techniques
[NO] 1515/1807 | An Attention-Driven CNN-GRU Framework for Handwritten Character Recognition
[NO] 1516/1807 | Bi-Level Siting and Sizing Optimization Method for Energy Storage Systems with Source-Grid Coordination
[NO] 1517/1807 | Cognitive AI for Proactive Cyber Defense: A Rule-Based Multi-Agent Approach
[NO] 1518/1807 | Designing Intelligence at the Edge: Smart Laboratory Model for Remote &amp; Safe Power Electronics Education
[NO] 1519/1807 | Survey of Task-Offloading Mechanisms in Mobile Edge Computing Environments
[NO] 1520/1807 | VisualArt: Adaptive Art Tools for Paralyzed Individuals
[NO] 1521/1807 | A Hybrid Solar-Biodiesel Submersible Water Pump System for Providing Fresh-Water in Residential Area: IKN Nusantara Case Study
[NO] 1522/1807 | Predicting DRAM Failures at Scale: A Two-Stage Approach for Heterogeneous Systems
[NO] 1523/1807 | RetinoAI: Smart Screening for Diabetic Retinopathy with EfficientNetV2
[YES] 1524/1807 | A Cybersecurity - Driven Software Metrics Framework for Continuos Risk Quantification and Anomaly Detection
[NO] 1525/1807 | A Comprehensive Computer Vision Framework for Brain Tumor Classification and Explainable Analysis from MRI Scans
[NO] 1526/1807 | Smart Pill Dispenser for Real-Time Elderly Care Through IoT, AI Insights, and Emergency Alerts
[NO] 1527/1807 | Enhancing PV Array Performance Under Partial Shading Using Logic Shifting Array Reconfiguration
[NO] 1528/1807 | High-Frequency Modeling of Electrical Machines Using Physics-Constrained Neural Network
[NO] 1529/1807 | Modeling SLA Breach Probability for Critical Fintech Data
[NO] 1530/1807 | Deep Learning-Based Multi-Angle Classification of Tree Species from UAV Images
[NO] 1531/1807 | Sensitivity Analysis of a Pem Electrolyzer in a Solar Pv Powered Green Hydrogen Production System
[NO] 1532/1807 | I-POP: Ignite Positive Prefetchers
[NO] 1533/1807 | Learning Similarities in EV Charging Behaviors Using Siamese Neural Networks for Idle-Time Reduction and Smart Charging Policy Design
[NO] 1534/1807 | Integrating Biomass Forecasting with Techno-Economic Analysis for Spirulina Cultivation: A Predictive Modeling Review
[NO] 1535/1807 | Fuzzy-Based Reliability Analysis of Machine Repairable Systems with Service Imperfections
[NO] 1536/1807 | Design of Axial Flux Machine for EV Traction Considering Effects of Pole-Slot Combinations and Winding Type on Eddy Current Loss in Winding
[NO] 1537/1807 | Shelf Image Analysis Using YOLO11 and YOLOv12 for Product Recognition
[NO] 1538/1807 | Carecast: Predictive Modeling For Two Chronic Diseases Using Machine Learning
[NO] 1539/1807 | Predicting Network Congestion in Mobile Networks: A Machine Learning Approach for Traffic Management
[NO] 1540/1807 | Report on the 16th Conference and Labs of the Evaluation Forum (CLEF 2025): Experimental IR Meets Multilinguality, Multimodality, and Interaction
[NO] 1541/1807 | 6.5–20-GHz Reconfigurable Phased-Array Receive Beamformer Utilizing Switchable Networks for 6G Applications
[NO] 1542/1807 | Safe Multi-Agent Deep Reinforcement Learning for Privacy-Aware Edge-Device Collaborative DNN Inference
[NO] 1543/1807 | Compact Attention-Augmented Neural Decoder for Chaos-Based Wireless Communications
[NO] 1544/1807 | A Low-Latency Decoder for Sliding-Window FEC on ARM-FPGA Heterogeneous Systems_supp1-3670155.mp4
[NO] 1545/1807 | Accelerating Pharmaceutical Innovation through AI: A Systematic Review of Machine Learning and Deep Learning Technologies for Drug-Drug Interaction Prediction
[NO] 1546/1807 | Dynamic Path Planning for Unmanned Ground Vehicles Based on LSTM and Distributed PPO in Off-road Environments
[NO] 1547/1807 | A Transfer Learning-Based State of Health Estimation Framework for Supercapacitor Systems Utilizing Tram Field Data
[NO] 1548/1807 | A Novel Diagnosis Framework for Maglev Levitation Control Faults Based on Contrastive Self-Supervised Feature Learning
[NO] 1549/1807 | Dual Consistency Learning Network for Multimodal Semi-supervised Oriented Ship Detection
[NO] 1550/1807 | Context2Context: A Zero-Shot SAR Image Speckle Filter_supp1-3669951.pdf
[NO] 1551/1807 | Modeling and Mitigation of Thermal Drift in Reflective Fiber-Optic Current Sensors with a Spun Quarter-Wave Plate via Eight-State Square-Wave Modulation
[NO] 1552/1807 | DPIU: Dynamic Pedestrian Intention Understanding Through Cognitive Decision-Making
[NO] 1553/1807 | An Efficient Ternary In-Memory Computing Architecture with Application in Phonocardiogram-Based Driver Stress Detection
[NO] 1554/1807 | Urban Air Quality Prediction with Infinite Width Convolutional Networks
[NO] 1555/1807 | High-Performance and Energy Efficient Computing-In-CAM Design for Binary Neural Network Acceleration
[NO] 1556/1807 | DOA-DOD Estimation for Bistatic MIMO Radar: Entropy-Based Tight Closed-Form Lower Bound
[NO] 1557/1807 | Guaranteed Global Optimal Path Planning Through Convex Segmentation and Homotopy guidance_supp1-3669766.mp4
[NO] 1558/1807 | Adaptive X-Band Permittivity Sensing Using a Waveguide-Integrated 3D-Printed All-Dielectric Slotted 1D Photonic-Crystal Resonator
[NO] 1559/1807 | Radar-Based Hand Gesture Recognition: Leveraging Raw ADC Data through Independent Component Analysis and Spiking Neural Networks
[NO] 1560/1807 | Analysis-Driven Synthesis: Evaluating Transformer and TimeGAN Models for Generating Realistic Energy Time Series Data
[NO] 1561/1807 | Malware Detection System-A Machine Learning approach for Real-Time Threat Analysis and Sandbox Isolation
[NO] 1562/1807 | Coordinated DC-Link and Rotor Control for Power Smoothing with Rotor Stress Analysis in PMSG Wind Turbines
[NO] 1563/1807 | KPPENet: A Lightweight C2f and Self-Attention Based Network for Accurate Tiger Key Point Pose Estimation
[NO] 1564/1807 | Computer Vision Intelligence for Medication Safety: Pill Instance Segmentation in Philippine Healthcare
[NO] 1565/1807 | Enhanced Spectral and Power Efficiency in MIMO f-OFDM Systems Using Hybrid LS-PCHIP Channel Estimation with Jakes Fading Conditions
[NO] 1566/1807 | Virtual Educational Dashboard for Children with ASD and ID
[NO] 1567/1807 | Equation-of-Motion-Based Assessment Method for Device Grid-Forming Capability Under Large Disturbances
[NO] 1568/1807 | A Secure and Intelligent Data Transfer System for Cloud Environments using Hybrid Cryptography and Deep Learning-based Intrusion Detection
[NO] 1569/1807 | Hardware in Loop Validation for Dfig Control Under Normal and Abnormal Grid Conditions
[NO] 1570/1807 | Distributed Synchronous Condenser Excitation Control for Voltage Stability Enhancement in Power Systems with High Renewable Energy Penetration
[YES] 1571/1807 | RPU – A Reasoning Processing Unit
[NO] 1572/1807 | Scaling Graph Neural Network Training via Geometric Optimization
[NO] 1573/1807 | Breaker Failure Backup Protection Scheme for MTDC Network
[NO] 1574/1807 | Secure and Efficient Management of EV Charging in Microgrids Using LSTM Networks
[NO] 1575/1807 | LiLo: Harnessing the on-Chip Accelerators in Intel CPUs for Compressed LLM Inference Acceleration
[NO] 1576/1807 | Optimizing Operational Costs in Resource-Limited Environments via Linear Programming
[NO] 1577/1807 | Enhancing Apple Leaf Disease Classification via VGG-16 with Convolutional Block Attention and Explainable AI
[NO] 1578/1807 | A Review of Physical Contact Methods for IGBT Junction Temperature Sensing
[NO] 1579/1807 | Fuzzy–Decision Tree Model for Online Fraud Detection Using Psycholinguistic and Personality Features
[NO] 1580/1807 | A Multiclass Classification Method for PV Array Fault Diagnosis Robust to Label Error
[NO] 1581/1807 | Design and Implementation of a Totem-Pole Power Factor Corrector with Light Load Efficiency Improvement
[NO] 1582/1807 | Optimizing PV-Based Vehicle-to-Grid Systems with Intelligent Control: A Comparative Study of Neuro-Fuzzy and ANN-Based Approaches
[NO] 1583/1807 | Graphite-Enhanced Accurate Forced-Air Cooling for Magnetic Components
[NO] 1584/1807 | A Comparative Analysis of Data Mining Algorithms in Predicting the Academic Performance of University Students
[NO] 1585/1807 | A Performance Study of the Combined Implications of Synchronous Condensers and Battery Energy Storage Systems Supporting Grid Stability and Blackout Resilience
[NO] 1586/1807 | Anomaly Detection for Secure Power System Digital Twins Updates
[NO] 1587/1807 | Design and Implementation of an Advanced Continuous Monitoring System for Real-Time Performance Analytics
[NO] 1588/1807 | Optimization of Multi-DC Systems Based on Combined Linear Power Flow Analysis
[YES] 1589/1807 | A Scoping Review of the Use of DSL in Software Applications: The Case of Chatbot Development
[NO] 1590/1807 | CrisisGuideGPT: an Agentic-Ai for Crisis Response Planning
[NO] 1591/1807 | An Ensemble Voting Model for Phishing Website Detection Using Machine Learning Algorithms
[NO] 1592/1807 | Pediatric Cancer LLM for Symptoms and Side-Effects Prediction with Explanation
[NO] 1593/1807 | Kidney Stone Identification Using a Two-Stage ResNet and SVM-Based Ultrasound Image Analysis System
[NO] 1594/1807 | Intent-Driven Multi-Agent Coordination for Edge Computing under Resource and Communication Constraints
[NO] 1595/1807 | A Novel Modified Interleaved High-Gain DC–DC Converter Using Asymmetrical Voltage Multiplier and Coupled Inductor With Leakage Energy Recycling
[NO] 1596/1807 | Machine Learning–Driven Assistive Technologies for Enhancing Academic Assessment of Students with Learning Disabilities in Kerala’s Secondary Schools
