[2026-02-21 09:18:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-20
正在获取论文...
[ACM] 2026-2-20 | Wildfire@Home: Personalized Immersive Training for Household Situation Awareness
[NO] 792/1000 | A Multi-Modal Quantification of Parkinson’s Medication Response Using Kinematic Rigidity Profiling and Acoustic Feature Regression: A Proof-of-Concept Study
[NO] 793/1000 | Employing random forest regression and oceanic factors to predict the occurrence of marine heatwaves
[NO] 794/1000 | Intelligence Shoes with Live Tracking and Health Analytics
[NO] 795/1000 | YOLOv5-WMA: Improved YOLOv5 with Windowed Multi-Head Attention for Infrared Welding Anomaly Detection
[NO] 796/1000 | Techno Economic and ML Optimization of IOE Integrated Hybrid Solar-Wind-Biomass Microgrid in Remote Kerala Village, India - A Case Study
[NO] 797/1000 | Transfer Learning for Survival Analysis with Application to Breast Cancer Risk Prediction
[NO] 798/1000 | Deploying Context-Aware AI Tools for Internal Organizational Communication
[NO] 799/1000 | Intra-Lead ECG Analysis for Deepfake Detection Using Temporal Neural Networks
[NO] 800/1000 | Enhanced Plant Leaf Disease Detection Using Optimized Machine Learning Models
[NO] 801/1000 | A Pattern-Based Predictive Optimization of E-Shape Antenna Design Using Pre-Simulated Data
[NO] 802/1000 | An Integrated Framework for Real-Time Crime Prediction and Trend Analysis Using Crime Cast-AI
[NO] 803/1000 | A Data-Based Digital Twin Model for Distributed Systems in the Field
[NO] 804/1000 | M3ET: Efficient Vision-Language Learning for Robotics based on Multimodal Mamba-Enhanced Transformer
[NO] 805/1000 | Novel 9-Level Switched Capacitor Inverter with Reduced Components and Variable Frequency PWM
[NO] 806/1000 | Integrated Electrical and Thermal Model of Li-ion Batteries for Accurate SOC, Core Temperature, and Internal Resistance Estimation
[NO] 807/1000 | Explainable AI for Deep Gait-based Fall Detection Models: Smartphone vs. Wearable Inertial Sensors
[NO] 808/1000 | Comparative Analysis and Final Selection of the Best Reference Frame for MTPA Control Implementation in DI-WRIM Drives
[NO] 809/1000 | Deep Learning Model Development Using a Super-Resolution Approach for Age and Gender Recognition in Low-Resolution Facial Images
[NO] 810/1000 | Integrating BFV Homomorphic Encryption and BB84 QKD: A Simulation Study of Quantum-Resilient Encrypted Computation
[NO] 811/1000 | Greedy Adaptive Critics and Integral Reinforcement Learning: Convergence and Optimal Control for Constrained-Input Systems
[NO] 812/1000 | Doppler-Robust Zero-Crossing Deep Autoencoder Vocoder for Secure and Efficient Underwater Acoustic Speech Communication
[NO] 813/1000 | Using an Immersive Virtual Reality Game Guided by Generative AI for Fifth-Grade Science Learning
[NO] 814/1000 | Comparative Machine Learning Analysis for Predicting Container Turnaround Time in ESG-Driven Port Marine Systems
[NO] 815/1000 | Multi-Objective Optimization Method of Distribution Network Outage Planning Based on Interpretable Deep Reinforcement Learning
[NO] 816/1000 | Performance Evaluation and Optimization of Energy Storage in Renewable-Powered Nanogrid Systems
[NO] 817/1000 | A Steel Industry Smoke Feature Extraction Method Based on Variable Selective Convolution
[NO] 818/1000 | A Comparative Analysis of AI-Based Predictive Models for NIFTY50 Index Forecasting
[NO] 819/1000 | Enhancing Startup Support in TBIs through AI and IoT-Enabled Decision Systems
[NO] 820/1000 | SE-FedMLP: A Federated Learning Approach with Squeeze-and-Excitation MLP for Crop Recommendation
[NO] 821/1000 | The Indian Agriculture System's Implementation of Diverse Agriculture Techniques and Technologies to Promote Sustainable Farming
[NO] 822/1000 | Human Behavior as a Key: An Innovative Fusion of AI and MFA
[NO] 823/1000 | Advanced Packed U-Cell Inverter Topology for High-Efficiency Power Conversion
[NO] 824/1000 | Enhancing Anemia Detection with Histogram-Based Gradient Boosting and SMOTE Integration
[NO] 825/1000 | Impact of tilt angle on bifacial power gain of a bifacial solar photovoltaic (PV) module: A comparative study with monofacial (rear side covered) module
[NO] 826/1000 | Performance Degradation of Deep and Traditional Machine Learning Models Under Market Volatility: An Inter-Day Stock Trend Comparison
[NO] 827/1000 | NB-IoT over Non-Terrestrial Networks: Performance Evaluation for MT &amp; MO scenarios
[NO] 828/1000 | Performance of ZP-OTFS Communication System Over Transmission Channel
[NO] 829/1000 | Comparative Analysis of CNN and Transformer Models for Cigarette and E-Cigarette Detection
[NO] 830/1000 | Fault Location in Intelligent Substations Based on Multimodal Spatio-Temporal Graph Neural Networks
[NO] 831/1000 | Receiver Algorithms for Satellite-Terrestrial ISAC-RIS Systems
[NO] 832/1000 | Sugarcane Disease Classification Using MobileNetV3
[NO] 833/1000 | Multi-Layered Cybersecurity for Smart Power Grids Using AI and Machine Learning for Real-Time Threat Detection and Prevention
[NO] 834/1000 | Forest Fire Prediction using One Dimensional Convolutional Neural Network
[NO] 835/1000 | TabNet-Based Deep Transfer Learning Approach to Predict Anxiety Disorder over Obsessive Compulsive Disorder Dataset
[NO] 836/1000 | Cloudless Intelligence: Building Autonomous AI Agents on Edge Fabric
[NO] 837/1000 | Integrating Human Factors into Insider Threat Detection – A Systematic Review
[NO] 838/1000 | ISRITI 2025 Cover Page
[NO] 839/1000 | ISRITI 2025 Index
[NO] 840/1000 | ISRITI 2025 Breaker Page
[NO] 841/1000 | SYMPOL 2025 Cover Page
[NO] 842/1000 | SYMPOL 2025 Cover Page
[NO] 843/1000 | Message from ATC 2025 General Chairs
[NO] 844/1000 | Benchmarking Subjective Quality Assessment Methodologies for Light Field Compression_supp1-3661409.pdf
[NO] 845/1000 | Sea Surface Elevation Retrieval From Synthetic Aperture Radar During Tropical Cyclones
[NO] 846/1000 | Path-Specific Beamforming and Nonuniform Doppler Compensation for Underwater Acoustic Communications
[NO] 847/1000 | Random Access for Semantic Transmission under Finite Buffer and Retransmission in Vehicular Networks
[NO] 848/1000 | ATRMME: A Tensor Ring-based Feature Extraction Method for Hyperspectral Remote Sensing Image Classification under Noisy Labels
[NO] 849/1000 | Adaptive Finite Time Command Filtered Backstepping Control for Optimal Oxygen Excess Ratio of Hydrogen Fuel Cells With Unknown Air Compressor Faults
[NO] 850/1000 | Advances in Laser-Generated Ultrasound for Biomedical Applications
[NO] 851/1000 | Evaluation of Pedestrian Future Conflict at Non-Signalized Intersections Based on Probabilistic Trajectory Prediction
[NO] 852/1000 | HeightFormer: Learning Height Prediction in Voxel Features for Roadside Vision Centric 3D Object Detection via Transformer
[NO] 853/1000 | Parkinson's Disease Identification with Antenna and Shallow Hybrid Network
[NO] 854/1000 | Measurement and Analysis of Induced Voltage in a Rotating Coordinate System of a 1 kW-class High Temperature Superconducting Squirrel-Cage Rotor Winding
[NO] 855/1000 | Small Language Models for Emergency Departments Decision Support: A Benchmark Study
[NO] 856/1000 | Evaluation of Low-Cost Pressure Sensors for IoT and ML-based Water Flow Estimation
[NO] 857/1000 | A Survey on Speech Emotion Recognition Datasets: Research Challenges, Issues and Opportunities
[NO] 858/1000 | Enhancement of PV Panel Efficiency Using Reflection of Light Technique
[YES] 859/1000 | Next-Gen AI Decision Support in Software Engineering: Leveraging Complexity with Quantum Computing, DevOps Automation, and Responsible Machine Learning
[NO] 860/1000 | Ensemble Strategy for Road Network Extraction in Satellite Imageries
[NO] 861/1000 | Impact of Multiple Types of Regulation Resources on Primary and Secondary Frequency Regulation Capability in Modern Power Systems
[NO] 862/1000 | Integrated Segmentation and Classification Framework for Neonatal HIE Using SegResNet and XGBoost
[NO] 863/1000 | Control Allocation for Electric Vehicles with Brake-by-Wire to Optimise Safety and Energy Efficiency Across Full Envelope of Operation*
[NO] 864/1000 | Efficient Reconstruction of High-Resolution Human Avatars from Monocular Videos via a Hybrid Representation
[NO] 865/1000 | Explore the Dynamics of Mobile Social Networking
[NO] 866/1000 | Broadband High Power High Efficiency Pulsed VHF SSPA For Ground Penetrating RADAR Applications
[NO] 867/1000 | An Active Power Enhancement Method for Renewable Energy Source under Voltage Faults
[NO] 868/1000 | Fault Detection Using Kernel Nonnegative Matrix Factorization
[NO] 869/1000 | Teaching Transformed: Integrating YOLOv11, GroundingDINO, and SSDMobileNetV3 for Enhanced Monitoring in Video-Based Classrooms
[NO] 870/1000 | Emerging AI Technology in Cloud Doctor Machine: A Paradigm Shift in Digital Healthcare
[NO] 871/1000 | Development and Application of an Auxiliary Device for 10kV Live-Line Installation of C-Type Clamps
[NO] 872/1000 | Autonomous Underwater Robots for Live Environmental Monitoring
[NO] 873/1000 | Boosting Automated Urine Sediment Classification via Data Scaling
[NO] 874/1000 | An Innovative Machine Learning Framework for Classification of Natural Events and Cyber Attacks in PMU-Based Power Transmission System
[NO] 875/1000 | LSF Integrated Hippopotamus Optimizer Algorithm for Single DG Optimization in Radial Distribution Power Network
[NO] 876/1000 | Blockchain-Enabled Secure Federated Learning for Electronic Medical Records: A Scalable and Privacy-Preserving Framework
[NO] 877/1000 | A Novel Gradient Boosting Model for Effort Estimation in Scrum Projects
[NO] 878/1000 | A Hierarchical Intelligent Design Approach for Frontal Collision Vehicle Structures Based on Machine Learning
[NO] 879/1000 | Experimental Investigation of Mode Switching in Dynamic Wireless Power Transfer System Integrated Onboard Auxiliary Battery Charger
[NO] 880/1000 | Revolutionizing Brain Tumor Detection with Deep Learning: Enhancing Accuracy and Enabling Early Diagnosis
[NO] 881/1000 | Enhancing Cryptographic Security Using Pseudoprimes: A Novel Encryption-Decryption Algorithm
[NO] 882/1000 | Optimal Operation Strategy for VPP Considering Chp Flexibility Enhancement and Deep Peak Regulation
[NO] 883/1000 | Utility-Driven Selective Memory for Reinforcement Learning: A Biologically Inspired Replay Framework
[NO] 884/1000 | Stability Analysis of Double Reference P&amp;O and ANN MPPT in PV Systems
[NO] 885/1000 | AI-Driven Fault Diagnosis and Health Management for Power Equipment Using a Hybrid Deep Learning Framework
[NO] 886/1000 | Performance Evaluation of Deep Reinforcement Learning Algorithms for Transient Stability Assessment Using Synchrophasor Data
[NO] 887/1000 | Early Detection of Autism Spectrum Disorder in Toddlers Based on XGBoost and SHAP
[NO] 888/1000 | Control Strategy For Virtual Synchronous Generator Based on Adaptive Sliding Mode Control
[NO] 889/1000 | Classifying Indonesian Tweet Virality with Machine and Deep Learning
[NO] 890/1000 | A Novel Particle Swarm Optimization Algorithm With Adaptive Parameter Tuning
[NO] 891/1000 | Machine Learning Based Water Quality Assessment of the Krishna River: A Data-Driven Approach for Environmental Monitoring
[NO] 892/1000 | Intelligent Anti-Proxy and Performance Framework for Employee Management using Transfer Learning
[NO] 893/1000 | Matched Filtering and Adaptive Energy for Efficient Pulse Detection in Time-Hopping Pseudolite
[NO] 894/1000 | Real-Time Robotic Painting and Surface Finishing in Automotive Manufacturing
[NO] 895/1000 | Autonomous Edge Intelligence for Real-Time Inventory Management an Adaptive Zone-Aware IoT Mesh Framework
[NO] 896/1000 | Fpga Implementation of Radio and Video Composite Data Transmission for Signal Detection Applications Using Petalinux in Hardware/Software Co-Design Approach
[NO] 897/1000 | SAP System Optimization Using AI-Driven Process Automation and Predictive Modeling Maintenance for Enhanced Business Efficiency
[NO] 898/1000 | Regional Medium-Term Load Forecasting Based on Multi-Stage Residual Decomposition and BiLSTM
[NO] 899/1000 | A Comparative Study of Transformer-Based Models for Aspect-Based Sentiment Analysis on Indonesian Hotel Reviews
[NO] 900/1000 | Leader-Follower Game Optimization of Microgrid Operation Considering Wind Power Uncertainty
[YES] 901/1000 | Clustering and Profiling Student Study Behaviors and Interactions with an AI Coding Assistant
[NO] 902/1000 | Sustainable Agriculture Through Solar-Powered IoT-Based Crop Monitoring
[NO] 903/1000 | State-of-the-Art Antenna Innovations for Effective RF Energy Harvesting-A Review
[NO] 904/1000 | A Deep Learning System using MobileNetV3 to Identify Facial Emotion for Supporting in Mental Health Monitoring
[NO] 905/1000 | Practical Method for Estimating Energy Consumption Model of Electric Vehicles Using Real-World Driving Data
[NO] 906/1000 | Reliability Investigation of High Performance Nanoscale Dual Edge Triggered (DET) TSPC-D-Flip Flops for Future Low Power Electronics
[NO] 907/1000 | Point–Line Pose Estimation With a Known Direction by Branch-and-Bound Optimization
[NO] 908/1000 | Optimal Design of High-Voltage Flameproof Induction Motors Through Active Materials Mass Reduction
[YES] 909/1000 | Embedded C Code Safety Analysis with Automated Fault Tree Synthesis for Automotive Virtualization Systems
[NO] 910/1000 | Smart Driver Assistance System Using AI
[NO] 911/1000 | Dynamic Event-Triggered Disturbance Rejection Synchronous Tracking for Marine Vessels with Prescribed Performance*
[NO] 912/1000 | A Hybrid Approach for Detection of Skin Diseases Using Deep Learning
[NO] 913/1000 | Improving Food Security: A Novel Approach for Rice Leaf Disease Detection using Dynamic Mode Decomposition and DenseNet
[NO] 914/1000 | Design of Fully Automatic Pulverizing Plant using PLC Logic and HMI Graphics
[NO] 915/1000 | Optimizing Plant Disease Resistance Through Cloud-Enabled Microbiome Analysis Using Logistic Regression
[NO] 916/1000 | Harnessing Metaverse Technologies for Sustainable Healthcare: An Integrative Approach to Medical Education and Practice
[NO] 917/1000 | I/Q Imbalance Fingerprinting for Identifying Counterfeit Wireless COTS Transceivers
[NO] 918/1000 | 2025 8th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI)
[NO] 919/1000 | 2025 IEEE 4th Industrial Electronics Society Annual On-Line Conference (ONCON)
[NO] 920/1000 | In Memoriam: Chih-Tang Sah (1932–2025) [Obituary]
[NO] 921/1000 | 2025 International Symposium on Ocean Technology (SYMPOL)
[NO] 922/1000 | On the Robustness of RSMA to Adversarial BD-RIS-Induced Interference
[NO] 923/1000 | Optimal Batch-Size Control for Low-Latency Federated Learning with Device Heterogeneity
[NO] 924/1000 | Carrier-Aided Intensity Modulation Direct Detection with Half-Bandwidth Field Recovery
[NO] 925/1000 | Table of Contents
