[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[NO] 850/1000 | PstpNet: Dual-Branch Physics-Guided U-Net With Multiscale Spatio-Temporal Disentanglement for Precipitation Nowcasting
[NO] 851/1000 | Reinforcement Learning Control for Target Curvature Tracking in Steer-by-Wire Vehicles
[NO] 852/1000 | Comparative Analysis on State of Charge Estimation Based on Coulomb Counting Method and Kalman Filter Algorithm for Lithium Batteries
[NO] 853/1000 | PTER-DTA: Drug Target Affinity Prediction Model Based on Pre-trained Enhanced Representations
[NO] 854/1000 | Combined Urinary Prostate Cancer Risk Score Based on Levels of PCAT14, PCA3, SChLAP1 and TMPRSS2: ERG Biomarkers Detected using Resistive Sensors
[NO] 855/1000 | A Robust Watermarking Algorithm for Medical Image Based on Learnable DCT and Lesion Perception*
[NO] 856/1000 | Quantum Resistant cryptography based deepfakedetection models using Hybrid Watermarking
[NO] 857/1000 | Low-Carbon Optimal Scheduling of an Integrated Energy System with Wind-PV Uncertainty, Demand Response, and Ladder-Type Negative Carbon Trading
[NO] 858/1000 | Message from the Program Chairs
[NO] 859/1000 | Performance Evaluation of Classical, Transformer-Based, and VLM-Based Open-Source OCR Models for Handwritten Text Recognition
[NO] 860/1000 | A Unified Web-based Multi-Cancer Detection Framework using Optimized CatBoost
[NO] 861/1000 | Robust Pose Estimation and Long-Term Video Frame Prediction with LSTMs
[NO] 862/1000 | A Dual Cross-Attention Based Dynamic Weighting Fusion Method for Cross-Pair Landsat and MODIS Images
[NO] 863/1000 | IEEE Transactions on Biomedical Engineering Information for Authors
[NO] 864/1000 | 2026 2nd International Conference on Smart Energy and Smart Grid (SESG)
[NO] 865/1000 | Organizing Committee
[NO] 866/1000 | Vision-Based Data Analysis for Wogan Citrus Maturity Detection Using an Improved YOLOv8 Model
[NO] 867/1000 | Root cause analysis and big data adaptive early warning method for valve cooling system protection "false trip-failure to trip"
[NO] 868/1000 | Dual-Modal Shared Gated Fusion for Temperature-Rise and Partial-Discharge Fault Diagnosis of Medium-Voltage Switchgear
[NO] 869/1000 | Experimental Characterization and Design Guidelines for External‑Electrode Capacitive Liquid‑Level Sensors with Passive UHF RFID Tags
[NO] 870/1000 | Robust Real-Time Coordination of CAVs: A Distributed Optimization Framework under Uncertainty
[NO] 871/1000 | INVITED: Distributed Time-Sensitive Systems: Extended Abstract
[NO] 872/1000 | AI-Driven Prediction of Student Learning Outcomes in Outcome-Based Education Using Multi-Classifier Analysis
[NO] 873/1000 | Multi-Scale CNN-Mamba for Laboratory Earthquake Time-to-Failure Prediction
[NO] 874/1000 | SA-Kura: An Energy-Efficient Systolic Array Accelerator for Locally-Coupled Kuramoto Drift in Diffusion Sampling
[NO] 875/1000 | L
                    <sup>2</sup>
                    Mersit: A Scaling-Free Sub-8-bit Data Format for On-Device Reliable Large Language Model Serving
[NO] 876/1000 | Mechanics-Electronics Coupling Modeling of Origami-Structured Stretchable Electrodes and Design of Adaptive RF Impedance Matching Circuits
[NO] 877/1000 | TrustEndo: A Conformal-Calibrated MLLM With Retrieval-Augmented Reasoning for Trustworthy Gastroscopic Diagnosis
[NO] 878/1000 | An Online Map Semantic Enhanced HMM Map Matching Method with Microservice Architecture for GPS Highway Free-Flow Tolling
[NO] 879/1000 | Transformer-Based Volumetric Lung Nodule Segmentation with 3D SwinUNETR
[NO] 880/1000 | Coordination Models for Carbon Dual Control and Carbon Market Cap Setting under Market Expansion
[NO] 881/1000 | Non-local perturbation bounds of the discrete-time linear quadratic regulator problem
[NO] 882/1000 | Implementation and Application of a Mixing-Based Wideband Jamming Module
[YES] 883/1000 | Towards Autonomous Hardware Synthesis: A Cognitive Multi-Agent Framework for End-to-End Heterogeneous FPGA Development and Self-Healing
[NO] 884/1000 | Intelligent Diagnosis on Working Conditions of Nozzles for Tobacco Primary Processing Flavoring and Feeding Based on Deep Learning
[NO] 885/1000 | Transformer-Based Point-Level Measurement Clustering Front-End for Radar Extended Target Tracking
[NO] 886/1000 | Research on the Optimized Deployment Technology for UAV Autonomous Airborne Target Recognition
[NO] 887/1000 | Sub-Terahertz Fully Metallic Sliding-Aperture Wide-Angle-Multibeam Antenna Based on Mixed-Waveguide Phase Shifter Array
[NO] 888/1000 | Enhancing SWOT Geoid Resolution in Regions Characterized by Complex Oceanic Dynamics via the mrCOSTS Method_supp1-3721484.docx
[NO] 889/1000 | An Interleaved-Fibonacci Always-Dual-Path Buck Converter with Large Voltage Conversion Ratio and Reduced Inductor Current
[NO] 890/1000 | HiMARS: Hierarchical Multiagent Reinforcement Learning With Skill Orchestration for Multi-AAV Cooperation in Complex Environments
[NO] 891/1000 | Cable Fault Location Method Based on Acoustic- Magnetic Joint Intelligent Recognition
[NO] 892/1000 | A High-Precision LOS Detection Circuit Design Based on a Gilbert Multiplier
[NO] 893/1000 | Active Magnetic Levitation Centering System and Dynamic Performance Analysis for Direct-Drive Arc Motors
[NO] 894/1000 | Arc Simulation Study of C₄F₇N Environmentally Friendly Gas Circuit Breaker
[NO] 895/1000 | Physical Feature Augmentation for Data-Driven Modeling of Axial Flow Fans in Thermal Power Plants
[NO] 896/1000 | EITCE 2026 TOC
[NO] 897/1000 | A Deep Learning Based Multi-class Fabric Defect Detection and Classification Approach By Using YoLov8n and ResNet50 Models
[NO] 898/1000 | Social Media Image-Based Visual Sentiment Classification Through Object Groupings
[YES] 899/1000 | SPEAR: State-Constrained Semantic Pruning for Autonomous Penetration Testing in Large Action Spaces
[NO] 900/1000 | Quantum Feature Driven Variational Decision Tree for Early Acute Respiratory Failure Risk Stratification in ICUs
[NO] 901/1000 | Construction of a Typical Load Characteristic Library and Waveform Quantification Method for New-Type Power Systems
[NO] 902/1000 | Hierarchical Attention-Based Multimodal Deep Learning Model for Sleep Apnea Severity Classification
[NO] 903/1000 | Automatic Calibration for UWB Base Station Based on Hybrid Generic-LS algorithm
[NO] 904/1000 | Hardware Impairment Enabled Resource Allocation for Secure NOMA-ISAC Networks
[NO] 905/1000 | Analysis of Memristor-Based Passive Filters
[NO] 906/1000 | Low-Voltage High-Current SWPDT System with Common-Mode Noise Suppression and 1Mbps Full-Duplex Communication for Wireless Separation Device
[NO] 907/1000 | Multi-Model Combined Fault Diagnosis System of MLS Base on Small-Sample High-Dimensional Imbalanced Data
[NO] 908/1000 | Advancing Link Prediction: Comprehensive Analysis and Enhancement of Graph Autoencoders and Variational Graph Autoencoders
[NO] 909/1000 | YOLO-WTB-Mamba: A Global Context Modeling Method for Human Detection
[NO] 910/1000 | A Data Augmentation Method for Rolling Bearings Based on CB-DDPM-DA under Imbalanced Data Conditions
[NO] 911/1000 | Hierarchical Game-Theoretic Optimisation Algorithm for Distributed Multi-Agent Coordination in Embodied Intelligent Systems with Edge Computing Integration
[NO] 912/1000 | High-dimensional Multi-objective Bayesian Optimization with Learned Variable Interactions
[NO] 913/1000 | A self-powered flexible tactile sensor array based on TPU for interactive gesture recognition
[NO] 914/1000 | A Physics-Informed Neural Network Framework for Signal Modulation Recognition
[NO] 915/1000 | Investigating The Effect of Spatiotemporal Changes of Strapping Pressure on User Comfort and Mechanical Coupling Using An Active &amp; Sensorized Physical Interface
[NO] 916/1000 | GomaCheck: Portable Smart Sensor-Based Rubber Quality Checker Using YOLOv8 and Random Forest for Yellow Index Detection and Latex Classification
[NO] 917/1000 | Visual Sound Alert System for the Hearing Impaired Using IoT and FFT-Based Frequency Analysis
[NO] 918/1000 | Beyond Euclidean Tokens: Hyperbolic Structure-Aware Mapping for Dual-Task Scene Parsing With Only Minimal Trainable Parameters
[NO] 919/1000 | Lightweight Deep Learning Architectures for Efficient Visual Understanding in Intelligent Reality Systems
[NO] 920/1000 | VLM Controlled Teleoperation of Heterogeneous Agents
[NO] 921/1000 | An Electroglottography-Pretrained Source-Filter Network and Cross-Domain Phonation Technique Diagnosis Method for Vocal Pedagogy
[NO] 922/1000 | MSSiS 2026: Report on the EighthWorkshop on Modeling and Simulation of Software-Intensive Systems
[NO] 923/1000 | Low-Frequency Sensitive Transformer with Dual Residual for Robust ECG Classification
[NO] 924/1000 | An Integrated Calibration Method for DC Current Transducers with I-V Circuits Using Precision DC Resistance Bridge Technology
[NO] 925/1000 | Bit Error Rate and Performance Analysis of Multi-User OTFS Under Nakagami-$m$ Fading for 6 G and Beyond Networks
[NO] 926/1000 | Data compression in SPAD-based flash LiDAR systems: Analysis of methods and limiting factors
[NO] 927/1000 | Image Style Transfer-Empowered Federated Domain Generalization
[NO] 928/1000 | Understanding Student Perceptions, Mistakes, and Debugging Approaches when Solving Natural Language Programming Tasks
[YES] 929/1000 | When AI Is Wrong on Purpose: How Students Respond to Buggy GenAI Code
[NO] 930/1000 | Improving Low-Speed Stability of PMSM by Combining an Enhanced Sliding Mode Control with a Novel Reaching Law
[NO] 931/1000 | Towards EUROGLOSS: An Interoperable Knowledge Infrastructure for Built Heritage
[NO] 932/1000 | PRISM: Privacy-Aware Recommendation with Noisy LLM-Derived Signals
[NO] 933/1000 | Enhanced Feedforward Force Controller for Cyclic Disturbance Compensation in a Gait-Training Robot
[NO] 934/1000 | Message from the General Chairs
[YES] 935/1000 | LADbridge: LAnguage-Driven composition of APIs on Distributed Edge Devices
[NO] 936/1000 | An NLP Framework for Automated Legal Complaint &amp; FIR Generation
[NO] 937/1000 | A Hybrid Deep Embedding Ensemble-Based Backup Protection of Wind Farm Integrated Transmission System
[NO] 938/1000 | AGI-NeXt: A Next Generation Attention Enhanced Gated Inception Network for Air-to-Air UAV Detection
[NO] 939/1000 | Peer Effects on Physicians' Participation in Online Medical Teams: A Social Comparison Perspective_supp1-3721646.docx
[NO] 940/1000 | CA-LIC: Chroma-Aware Learned Image Compression for Machines
[NO] 941/1000 | IEEE Photonics Technology Letters Information for Authors
[NO] 942/1000 | A Fault-Free Data Informed Fault Diagnosis Method for Aeroengine Intershaft Bearings Under Time-Varying Speed Conditions
[NO] 943/1000 | Thin Film Thickness Estimation from Optical Images using Neural Networks
[NO] 944/1000 | AC and DC Dielectric Strength of Natural Ester Oil-based Nanofluids: Effect of Iron Oxide Nanoparticle Concentration
[NO] 945/1000 | ShroomTech: Automated Smart Greenhouse System for Oyster Mushroom Growth and Quality Detection using YOLOv5
[NO] 946/1000 | Optimization of clean heating replacement for gas field gathering and transportation systems based on genetic algorithms
[NO] 947/1000 | Unsupervised Low-Power ADC Calibration via Goertzel-Based Spectral Objective and Particle Swarm Search
[NO] 948/1000 | A Neural-Feedback-Driven Event Camera for Robust and Efficient Vision Processing
[NO] 949/1000 | High-Accuracy Black Gram Leaf Disease Recognition Using Advanced Convolutional and Transformer-Based Networks
[NO] 950/1000 | CFoM-GS: An Anchor Gaussian Splatting Training Accelerator with Chunk-wise Footprint Matching
[NO] 951/1000 | Early Fault Detection for Industrial Processes under Low False Alarm Constraints
[NO] 952/1000 | UAV Coverage Path Planning Based on DDQNs with Expert Demonstration Prioritized Replay
[NO] 953/1000 | Adaptive Transformer Partial Discharge Acquisition System Based on Bayesian-Fisher Hybrid Decision and FPGA
[NO] 954/1000 | <i>PDAF</i>
                    : Performance-Driven Adaptive Forwarding in
                    <i>SDN</i>
                    -Assisted
                    <i>NDN-MANET</i>
                    s
[NO] 955/1000 | A Magnetoelectric Sensor Based on a Magnetic Flux Concentrator and In-Plane Shear Mode for Weak Magnetic Detection
[NO] 956/1000 | A Partial-Sum-Bound Early-Termination Convolution Accelerator for CNNs on FPGA
[NO] 957/1000 | Agentic Ecosystem for Question Answering using Multi-Persona Agents
[NO] 958/1000 | Metadata-Embedded Self-Synchronized Open-Loop Acoustic Impulse Response Measurement in Vehicle Cabins
[NO] 959/1000 | AI-Powered Intelligent Framework for Cybersecurity Attack Detection and Classification Using Machine Learning
[NO] 960/1000 | Design of a Low-Cost and Compact Uncontrolled Rectifier Converter Valve at ±5kV
[NO] 961/1000 | Minimum-Fuel Control Of Second-Order Overdamped Plants with Arbitrary Initial Conditions
[NO] 962/1000 | Real-Time Adaptive Gray-Box Digital Twin for Industrial Equipment: Online Calibration and Edge-Deployable Prediction
[NO] 963/1000 | A CNN–GNN–LSTM Hybrid Deep Learning for Multi-Agent Tactical Maneuver Prediction
[NO] 964/1000 | Design-Oriented Threshold Selection for UWB-Driven Digital Twin Synchronization
[NO] 965/1000 | Drone-Assisted Livestock Monitoring Using Vision-Based Deep Learning
[NO] 966/1000 | High-Accuracy Classification of 3D Mechanical Parts Using an Improved EdgeNeXt-Small Network
[NO] 967/1000 | Research and Application of Cloud-Based CAD Collaborative Design Methods Utilizing Cloud Rendering Technology
[NO] 968/1000 | Comparative Evaluation of Joint Space and Inverse Kinematics Based Pick and Place Programming for a myCobot 320 M5 Manipulator in ROS2/Gazebo
[NO] 969/1000 | Chatbots in Agriculture: A Literature Review_supp1-3721509.pdf
[NO] 970/1000 | Capacity Maximization for 6DMA- and STAR-RIS-Enhanced Wireless Networks via Spatial Multiplexing and Directional Modulation
[NO] 971/1000 | Resource-Aware Heterogeneous-Graph TSN Scheduling and Dynamic Reconfiguration for Executable GCLs
[NO] 972/1000 | Comparison of Indoor Characterization and Outdoor Energy Yield Measurements of Shade-Resistant and Standard PV Modules Under Partial Shading Conditions
[NO] 973/1000 | Safeguard: A Smart CCTV-Based Threat Detection System Using AI
[NO] 974/1000 | Code as Anchor, Memory and Metaphor as Support: Learner Experiences with Multi-View Visualizations
[NO] 975/1000 | Data-Driven Adaptive Filtering Method for High-Frequency Electromagnetic Interference Spectrum Reconstruction and Suppression
[NO] 976/1000 | An Underwater Object Detection Model with Complex Environment Noise Suppression
[NO] 977/1000 | Non-Invasive Blood Pressure Prediction Model from PPG Signals Based on CWT-Transformer
[NO] 978/1000 | Proton and Gamma Irradiation Robustness of Co-based Amorphous Wire Cores for Fundamental Mode Orthogonal Fluxgate Sensors
[NO] 979/1000 | Data-Driven Intelligent Detection Methods and Systems for Coffee Beans in Natural Orchards
[NO] 980/1000 | Sensitivity Analysis of a Polarimetric PM Fiber Temperature Sensor for Passive Military Security Applications
[NO] 981/1000 | Mathematical Success: A Review of Impact Factors and Predictive Analytics for Student Achievement
