[2026-07-11 22:48:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[NO] 835/1000 | A Comparative Study on the Use of Generative AI Chatbots in Advising on User Experience and User Interface Design
[NO] 836/1000 | A Single-Cycle, Area-Efficient Calibration Method for TDC-based Timing Monitors
[YES] 837/1000 | Evaluating AI-Generated Code Quality across Prompting Strategies
[NO] 838/1000 | Power System Impact of Limiting Wind and Solar Deployment in Species-Rich Areas: Norwegian Case Study
[NO] 839/1000 | Analysis of High-Speed Signal Transmission Characteristics of Lightning Protection Devices Based on Small-Signal Modeling
[NO] 840/1000 | Simulation Analysis on Applicability and Measurement Accuracy of the Reverberation Chamber Method for Radiated Immunity Testing
[NO] 841/1000 | Integrating Renewable Energy Sources and Demand Response in Home Energy Management: A Mixed-Integer Linear Programming Model
[NO] 842/1000 | Oscillation-Based Test for mm-Wave Reflection-Type Phase Shifters
[NO] 843/1000 | Land-Then-Transport: A Flow Matching-Based Generative Decoder for Wireless Image Transmission
[NO] 844/1000 | Efficient Hash-to-Index via Rejection Sampling for Online Fault Detection with Bloom/Cuckoo Filters
[NO] 845/1000 | Clinical information extraction from echocardiography reports using domain-specific transformer models
[NO] 846/1000 | Modeling Student Study Space Occupancy Patterns through Passive Wi-Fi Sensing on a Smart Campus
[NO] 847/1000 | Challenges related to the potential binding alternatives of the AggregateEU mechanism
[NO] 848/1000 | Extending FPGA-based NRZ Test Signals Beyond 100 Gbps
[NO] 849/1000 | Rule-Based and Hybrid Machine Learning Approaches to Network Intrusion Detection
[NO] 850/1000 | PolyglotFakeFacts - A multilingual dataset for fake news detection across politics, security, and social domains
[NO] 851/1000 | Spatiotemporal Graph Convolutional Networks for Context-Aware Video Anomaly Detection
[NO] 852/1000 | Distributed Learning Control of Robot Manipulators via a Reduced Computation Approach: Distributed AILC via a reduced computation approach
[NO] 853/1000 | Two-Dimensional Linear Discrete Time-Varying Systems With Rank-Deficient Feedthrough: Unbiased Minimum Variance States and Unknown Input Estimation
[NO] 854/1000 | Many-Objective Multiple TSP in Path-Influenced Environments using Evolutionary Optimization
[NO] 855/1000 | EvoBatch: A Mini-Batch, Compute-Constrained Evolutionary Algorithm Reduces the Generalization Gap in Deep Learning
[NO] 856/1000 | Anisotropic Random-Feature Surrogate-Assisted Evolutionary Algorithm for High-Dimensional Risk-Based Energy Management Optimization
[NO] 857/1000 | Evolutionary Algorithms for Generating Graphs Matching Desired Laplacian Spectra
[NO] 858/1000 | THINKING ISSUES: Combining Practitioner and Academic Views: Planning a Multi-Vocal Literature Review
[NO] 859/1000 | When Fitness Is Cheap: Pareto-Based Evolutionary Optimisation for Lightweight Neural Architectures
[NO] 860/1000 | Robust Multi-Objective Optimization for Bicycle Rebalancing in Shared Mobility Systems
[NO] 861/1000 | Comparative Environmental Life Cycle Assessment of LVDC and LVAC Architectures for EV Integration
[NO] 862/1000 | Future Power Market Analysis Addressing Challenges in Hydrogen Trajectories for Europe
[YES] 863/1000 | Find My Code Twin: Improving SNIPPET SEARCH Performance Using LLMs in Practice
[NO] 864/1000 | Stabilizing Grover Search via Density-Aware Phase Control
[NO] 865/1000 | Beyond Fixed Budgets: Characterizing the Inelasticity and Limitations of Tree-of-Thought Reasoning Strategies
[NO] 866/1000 | PowerQuant: Architecture-Agnostic GPU Power Estimation via Quantile Regression
[NO] 867/1000 | Smart E-Commerce Platform with AI Features
[NO] 868/1000 | Research on a Wearable Device-Based System for Classifying Toxic Gas Levels in Fire Environments for Firefighters
[NO] 869/1000 | Fault Location Scheme for DC Distribution Networks Utilizing the Switching Characteristics of a Dual Active Bridge Converter
[NO] 870/1000 | FLEL: Federated Ensemble Learning via Distillation under Model Heterogeneity
[NO] 871/1000 | A Novel IBDC topology and Its Quasi-Zero Switching-Loss Operation Strategy for DC Microgrid
[NO] 872/1000 | EEG Signal Processing for Assessing Mannitol Response in Stroke Patients
[NO] 873/1000 | Integrating 30 GW offshore wind in the Norwegian power system
[NO] 874/1000 | On the Applicability of IGCTs in LVDC and MVDC Protection Devices
[NO] 875/1000 | Research on the Evaluation of Wi-Fi Wireless Performance of Handheld Wireless Ultrasound Diagnostic Devices
[NO] 876/1000 | DAgger-Based Person-Following with LiDAR-Style Sensing in Dynamic Pedestrian Corridors
[NO] 877/1000 | Enabling Cold Storage Flexibility and Energy Storage for an Industrial Actor
[NO] 878/1000 | A Method for Assessing the Economic Impacts of Conditional Grid Connection Agreements
[NO] 879/1000 | Analysis of the Relationship Between Carbon Footprint and Mineral Resource Depletion in the Life Cycle Assessment of Digital Systems
[NO] 880/1000 | Towards Massively Parallel HyperDimensional Computing Architectures for Intelligent Satellite Links
[NO] 881/1000 | Novel Hybrid Collaboration Tools in the Wild: A Living Lab in the Making
[NO] 882/1000 | PCANet: Price Change Aware Framework for Mitigating Inconsistencies in Large-Scale Ranking Systems
[NO] 883/1000 | RecPFN: Prior-Fitted Networks for In-Context-Based Recommendations
[NO] 884/1000 | MECI: Multi-Element Collaborative Interaction for Multimodal Entity Linking
[NO] 885/1000 | JFinTEB: Japanese Financial Text Embedding Benchmark
[NO] 886/1000 | NumColBERT: Non-Intrusive Numeracy Injection for Late-Interaction Retrieval Models
[NO] 887/1000 | Vehicle Routing Problem with Resource-Constrained Pickup and Delivery: A Heuristic-Informed BRKGA with Pattern-Based Analysis
[NO] 888/1000 | A Boundary-Aware Multi-Objective Genetic Programming Classifier with Stacking-Based Integration
[NO] 889/1000 | Constructing Streams of Optimization Instances for Benchmarking Algorithm Selection and Configuration Approaches in Streaming Scenarios
[NO] 890/1000 | Accelerating Black-Box Bilevel Optimization with Rank-Based Upper-Level Value Function Approximation
[NO] 891/1000 | A Single Element Antenna With Continuous Beam Steering Capabilities Inspired by FPMS
[NO] 892/1000 | Multi-Agent Reinforcement Learning for Diffusion-Based Token Communications in Robotic Networks
[NO] 893/1000 | IEEE Connecting
[NO] 894/1000 | ASPIRE-VINS: Adaptive Spline-based Visual-inertial Navigation System With Robust 3D Measurement Residuals_supp1-3711842.mp4
[YES] 895/1000 | Enterprise-Scale COBOL-to-Java Translation: LLMs Augmented with Program Analysis
[YES] 896/1000 | HapCheck: DSL-Based Static Bug Detection Framework for OpenHarmony
[NO] 897/1000 | Iberian Electricity Market Performance under European Energy Transition Scenarios for 2050
[NO] 898/1000 | AI-Driven Threat and Incident Detection in Healthcare Cybersecurity: A Stacked Ensemble Model
[NO] 899/1000 | Use Cases and Technological Solutions for Distribution Grid Flexibility and Resilience
[NO] 900/1000 | An Adaptive Constraint Model for Magnetic Anomaly Inversion in Low-Magnetic Rocks
[NO] 901/1000 | Practical and Non-Intrusive Technique for Measuring Shielded Cable Transfer Impedance
[NO] 902/1000 | Deep Learning and Machine Learning Techniques for Sustainable Agriculture: A Comprehensive Review
[NO] 903/1000 | Agriculture Chatbot System: An Intelligent Aidriven Decision Support Framework for Modern Farming
[NO] 904/1000 | Broadband Transmissive Unit Cell Inverse Design Based on a Generative Adversarial Network with Equivalent Circuit Parameters as a Condition
[NO] 905/1000 | Positions and Influence of Interest Representatives on the Second Further Development of the German Greenhouse Gas Quota in 2025
[NO] 906/1000 | Bridging Scales in Energy System Modeling: Vertical Integration of European Energy Pathways and Spent Fuel Inventory Projections Using the Global Energy System Model (GENeSYS-MOD)
[NO] 907/1000 | Mitigating Phase Jumps in Coherent Optical Constant-Envelope OFDM Systems Using Derivative-Based Clipping
[NO] 908/1000 | Fusion of Emotion Recognition and Visual Attention Cues for Real-Time Classroom Engagement Analysis
[NO] 909/1000 | A 77 GHz Synthetic Aperture Radar Imaging System with Simultaneous Co- and Cross-Polarization Capability
[NO] 910/1000 | Collaborative Cyberattack Mitigation Framework for Energy Grids
[NO] 911/1000 | A Reflective EMC Teaching Framework: Bridging Theory and Practice
[NO] 912/1000 | Energy security from hydropower: The Rjukan system
[NO] 913/1000 | Active Thermal Control for Active Neutral-Point-Clamped Converters With Hybrid Modulation
[NO] 914/1000 | A Resource-Constrained Implementation and Characterization of Per-Pixel Motion Detection on Low-Power Embedded Vision Systems
[NO] 915/1000 | A Multi-Agent, Emotion-Aware and Real-Time Labour-Market Adaptive Career Guidance System Using Psychometric Deep Features and Federated Reinforcement Learning
[NO] 916/1000 | EMI Performance Analysis of Interleaved Boost PFC Converter in Electric Propulsion
[NO] 917/1000 | Techno-economic Analysis of PV Active Power Curtailment in Active Distribution Networks
[NO] 918/1000 | Progress in Lunar DC Microgrid Using Hardware-in-the-Loop Technique
[NO] 919/1000 | Single-Layer Wideband High-Gain Circularly-Polarized MIMO Antenna for WiFi 6
[NO] 920/1000 | Structural Analysis of Historical MILP Instances for Machine Learning-Based Warm Starts in Unit Commitment: a Brazilian Power System Application
[NO] 921/1000 | A MUX-based Active-Clamped Flyback Converter for Infrastructure-Integrated Power Delivery
[NO] 922/1000 | A Comparative Study of Two DAB-type Converters for Photovoltaic System
[NO] 923/1000 | Local Renewable Energy Community: Peer-to-Peer Trading and Dynamic Sharing versus Traditional Tariffs
[NO] 924/1000 | Latency, Reasoning, and Hallucination: A Logical DoS Benchmark for Open-Source LLMs
[NO] 925/1000 | A Protection Methodology for Multiport Hybrid DC Circuit Breakers: Fault Detection, Port Identification, and Interruption Control
[NO] 926/1000 | Optimal Membership for Anchor-Centric Renewable Energy Communities
[NO] 927/1000 | Assessing Market Efficiency with Flow-Based Market Coupling
[NO] 928/1000 | Design of A Compact Gate Driver Power Supply for Medium-Voltage SiC MOSFETs with Low Coupling Capacitance
[NO] 929/1000 | Deep Smartphone-Based Classification of NH
                    <sup>+</sup>
                    <sub>4</sub>
                    and NH
                    <sup>-</sup>
                    <sub>2</sub>
                    Colorimetric Strips: Revisiting the Role of Explicit Green-Border Calibration
[NO] 930/1000 | Adaptive Traffic Signal Control at Four-Way Intersections Using YOLOv8 Vehicle Detection: A Two-Stage Proportional Allocation Approach for Indian Urban Road Conditions
[NO] 931/1000 | Adaptive Dynamic Similarity Modeling for Enhanced Collaborative Filtering with Machine Learning Integration
[NO] 932/1000 | COMM 2026 Copyright Page
[NO] 933/1000 | Optimizing Existing Natural Gas Infrastructure for Hydrogen Blends: A Mixed-Integer Non-Linear Programming Approach
[NO] 934/1000 | Voltage-Aware Grid Aggregation: Expanding the European High-Voltage Network
[NO] 935/1000 | Effective Risk Assessment for Mitigating Product Safety Certification Roadblocks
[NO] 936/1000 | Unified Agentic AI Architecture for Data Lineage, Governance, and Predictive Workflow Automation in Enterprise Systems
[NO] 937/1000 | A Compact Cross-Symmetric UWB Textile Antenna for Breast Cancer Detection
[NO] 938/1000 | Gremlins in the Silicon: Why Faulty Chips are Escaping the Fab and Crashing in the Field
[NO] 939/1000 | Jovisp-Abf: a Low-Sidelobe Adaptive Beamforming Method Based on Joint Optimization of Virtual Interference Source Positions and Power
[NO] 940/1000 | Method of Digital Active EMI Filter Based on In-Circuit Identification of Noise Source Impedance for Switching Power Supply
[NO] 941/1000 | A New Era for the Open Science Data Federation: The Pelican Platform
[NO] 942/1000 | I/O Optimisation at the Compiler Level: IOOpt
[NO] 943/1000 | FAME: A Framework for Accelerating Independent Multi-Agent Reinforcement Learning on Heterogeneous Platforms
[NO] 944/1000 | Hardware-based Kernel-Bypass Exceptions to Accelerate Floating Point Tracing and Virtualization
[NO] 945/1000 | Individual Turing Test: A Case Study of LLM-based Simulation Using Longitudinal Personal Data
[NO] 946/1000 | RedGR: Unified Generative Retrieval for Recommendation in REDnote
[NO] 947/1000 | Trustworthy Personalized Retrieval in the LLM Era: Fairness, Bias Awareness, Privacy, and Multimodality
[NO] 948/1000 | Balanced Co-Clustering of Users and Items for Embedding Table Compression in Recommender Systems
[NO] 949/1000 | Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning
[NO] 950/1000 | Semantic IDs for Recommender Systems at Snapchat: Use Cases, Technical Challenges, and Design Choices
[NO] 951/1000 | Certified Adversarial Robustness of End-to-End Malware Detectors via (De)Randomized Smoothing
[NO] 952/1000 | Constraint Persistence in Conversational Product Search
[NO] 953/1000 | AlpsBench: An LLM Personalization Benchmark for Real-Dialogue Memorization and Preference Alignment
[NO] 954/1000 | Beyond Single Slot: Joint Optimization for Multi-Slot Guaranteed Display Advertising
[NO] 955/1000 | Should I Hide My Duck in the Lake?
[NO] 956/1000 | Effective Offline LLM and DNN based Matching, Filtering and Ranking for Search Ads Retrieval in E-Commerce
[NO] 957/1000 | Investigating Robustness in Vision-Language Models via Adversarial Prompt Illumination
[NO] 958/1000 | On the Use of the "Mutate Large, But Inherit Small Principle" in Global and Noisy Optimization
[NO] 959/1000 | Should I Overtake? Cue Learning using Evolution for Accurate Recognition of Safe Autonomous Vehicle Maneuvers
[NO] 960/1000 | Stable Normalization for Preference-based Subset Selection with an Unbounded External Archive
[NO] 961/1000 | QUIVER: Cost-Aware Adaptive Preference Querying in Surrogate-Assisted Evolutionary Multi-Objective Optimization
[NO] 962/1000 | Factor-Assisted Federated Learning for Personalized Optimization with Heterogeneous Data
[NO] 963/1000 | Understanding the rheological performance of AlN-based natural ester nanofluid under large-amplitude oscillatory shear flow conditions
[NO] 964/1000 | Infrared-Guided Reconstruction of Visible Images Occluded by Localized Smoke
[NO] 965/1000 | MVDG++: A Unified Multi-view Framework for Domain Generalization_supp1-3710993.pdf
[NO] 966/1000 | PUMA: Perception-driven Unified Foothold Prior for Mobility Augmented Quadruped Parkour_supp1-3711844.mp4
[NO] 967/1000 | Design of a True-Time-Delay Circularly Polarized Transmitarray Antenna for Millimeter-Wave Applications
[NO] 968/1000 | Assessing Safety of Adaptive Cruise Control Systems Under CAN Denial-of-Service Attacks
[NO] 969/1000 | ELBO-T2IAlign: A Generic ELBO-Based Method for Calibrating Pixel-level Text-Image Alignment in Diffusion Models_supp1-3709461.pdf
