[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[NO] 1015/1615 | Wideband Beam Scanning Leaky Wave Antenna Using CRLH T-Shaped Unit Cells
[NO] 1016/1615 | A New Modeling Method for Universal Kriging with Qualitative and Quantitative Factors
[NO] 1017/1615 | BitRelation: Exploring Bit-Level Dependencies in Neural Cryptanalysis
[NO] 1018/1615 | Erratum: The Last Mile in Remote Sensing Poverty Prediction
[NO] 1019/1615 | In Memoriam: Vicki L. Hanson
[NO] 1020/1615 | Investigation and Enhancement of Spatial Light Uniformity of Laser-Driven PiGF for High-Brightness Lighting
[NO] 1021/1615 | Automated High-Precision Parameter Extraction for Thin-Film Transistors via a GRU-Based Neural Network
[NO] 1022/1615 | Copyright and Reprint Permission
[NO] 1023/1615 | SCImputation: Mitigating Feature Confounding From a Structural Causal Perspective for Data Imputation_supp1-3665199.pdf
[NO] 1024/1615 | IEEE/ASME Transactions on Mechatronics Publication Information
[NO] 1025/1615 | Improving the Accuracy of GNSS-IR-Based Soil Moisture Retrieval by Mitigating Phase Biases from Non-Environmental Factors
[NO] 1026/1615 | FSG-Net: Frequency-Spatial Synergistic Gated Network for High-Resolution Remote Sensing Change Detection
[NO] 1027/1615 | Cascaded Metasurfaces with Polarization Multiplexing for Channel-Separated Terahertz Beam Steering_supp1-3665773.docx
[NO] 1028/1615 | A Calibration Method for Star Sensors Based on the Zernike Wavefront Aberration Model
[NO] 1029/1615 | Soft Auxetic Fingertip (SAF) for Shape-Adaptive and Stable Grasping_supp3-3665077.mp4
[NO] 1030/1615 | Soft Auxetic Fingertip (SAF) for Shape-Adaptive and Stable Grasping_supp1-3665077.mp4
[NO] 1031/1615 | MEDS-Net: Meta-Evidential Dual-Stream Network for Multimodal Few-Shot Driver Fatigue Detection
[NO] 1032/1615 | Multi-Stage Survivable Network Slicing with Load Balancing for LEO Mega-Constellation
[NO] 1033/1615 | Expanding the Magazine to Six Issues With More Special Issues [Editor’s Corner]
[NO] 1034/1615 | DiffLSTM-MTE: A Hybrid LSTM-Diffusion Framework for Virtual iEEG Reconstruction from MEG
[NO] 1035/1615 | IEEE Dataport
[NO] 1036/1615 | Call for Papers: IEEE Computer Society
[NO] 1037/1615 | An Energy Compensation Method With Dropout Technique Based on Data-Driven Approach for SOE Estimation of Lithium-Ion Batteries
[NO] 1038/1615 | Efficient Heat Generation Systems Through Transformer and Recurrent Neural Forecasting Combined With Mixed-Integer Predictive Control
[NO] 1039/1615 | A Coupled Oscillator Arrays for D-Band Scalable Phased Arrays
[NO] 1040/1615 | A Reconfigurable Dual-Band Asymmetrical Doherty Power Amplifier Using PIN Diodes
[NO] 1041/1615 | Assessing Tidal Energy Potential in the Visayas: Viability of the San Bernardino, San Juanico, and Cebu Straits
[YES] 1042/1615 | Hardware Software Co-Design of 2D Modulation Schemes Otfs and Otsm on System-on-Chip
[NO] 1043/1615 | Educating Students for Sustainable Futures: Integrating AI and Environmental Awareness
[NO] 1044/1615 | An End-to-End High-Resolution Model for TFT Chip Pattern Segmentation: Leveraging an Enhanced DeepLabV3+ Architecture
[NO] 1045/1615 | HFS-VAE: A Hierarchical Feature-Splitting Variational Autoencoder for Interpretable and Robust Network Intrusion Detection
[NO] 1046/1615 | Cryptographically Secure Random Number Generator Utilizing Environmental Radiation
[NO] 1047/1615 | Deep Learning-Based Resident Change Detection Using Electricity Metering Data
[NO] 1048/1615 | Domain Knowledge Leveraged Inductive Transfer Learning on Solving a Regression Task
[NO] 1049/1615 | 1D-CNN-Based Denoising of PPG Signals for Preserving Heart Rate Variability Information
[NO] 1050/1615 | Research on Energy Efficient Edge Computing Strategy Based on Federated Reinforcement Learning
[NO] 1051/1615 | Cybersecurity in AR/VR Environments: Threats, AI/ML Defenses, and Future Network Enhancements
[NO] 1052/1615 | Preserving Identity in Portrait Video Generation via Facial Structure Injection
[NO] 1053/1615 | FlowMamba-FSCIL: A Few-Shot Class-Incremental Learning Framework for Adaptive Encrypted Traffic Identification
[NO] 1054/1615 | Skill-A-Thon Action Learning Framework
[NO] 1055/1615 | Research on Web-Based Image Classification Methods for Professional Domains
[NO] 1056/1615 | Comparative PEEC Modeling of Magnetic Materials Under Different Equivalent Sources
[NO] 1057/1615 | Causal Intervention via Visual–Linguistic Filtering for Multimodal Fake News Detection
[NO] 1058/1615 | Screen-printed Via Integrated with 4D-printed Multimaterial for Microwave Circuit Applications
[NO] 1059/1615 | IoT-Enabled Logistics Optimization Framework for Real-Time Supply Chain Management
[NO] 1060/1615 | Review on Implementation Strategies and Challenges of the Internet of Things (IoT)
[NO] 1061/1615 | A K-Band CMOS Power Amplifier with Transformer-Based Matching for High Gain and Low Distortion
[NO] 1062/1615 | Deep Learning-Driven Spectrum Sensing for Cognitive Radio Networks: AHybrid CNN-GRU Approach
[NO] 1063/1615 | Coronary Artery Disease Diagnostics by Applying CNN and Segmentation Techniques
[NO] 1064/1615 | Cross-Temporal Transfer Learning for Online Question Answering via Dynamic Knowledge Distillation
[NO] 1065/1615 | Study on Adopting Machine Learning to Predict the Health Condition of the Inhibiting Film in DLP-Type High-Speed 3D Printing with Inhibiting Film to Reduce Separation Force
[NO] 1066/1615 | Computer Vision-Driven Inventory Inspection System for E-Commerce Quality Assurance
[NO] 1067/1615 | Improved Monarch Butterfly Algorithm-Optimized Particle Filter for Ultra-Wideband Positioning
[NO] 1068/1615 | A D-band CMOS Low-Noise Amplifier Using Complementary Feedback Techniques
[NO] 1069/1615 | Application of Combined GWO-HHO Techniques for Minimization of Energy Consumption Cost in Home Energy Management System
[NO] 1070/1615 | Optimizing Microgrid Profits Through Automated P2P Energy Trading Using Blockchain and BESS
[NO] 1071/1615 | The Impact of Different Starting Methods on The Starting Performance of Squirrel-cage Three-phase Asynchronous Motor
[NO] 1072/1615 | Next-Gen Distributed Power Framework with Intelligent Load Dynamics
[NO] 1073/1615 | Extracting Insights From Medical Text Corpus Using Knowledge Graphs and Deep Learning Techniques
[NO] 1074/1615 | Voice Controlled Event Scheduler Using Cyclone IV FPGA
[NO] 1075/1615 | Research on a CNN-BLSTM-GRU Workload Prediction Model for Software Performance Testing
[NO] 1076/1615 | Enhanced Bad Data Detection in Power System State Estimation Using Modified CUSUM with Future Load Profile Nomination (FLPN)
[NO] 1077/1615 | AI-Driven Predictive Analytics for Sustainable Restaurant Operations and Waste Minimization
[NO] 1078/1615 | AI-Driven Predictive Analytics for Employee Sustainability in the Automotive Manufacturing Sector
[NO] 1079/1615 | RF-DNA Recognition Based on Domain Adversarial Neural Network in Wireless Channe
[NO] 1080/1615 | Design of a narrow-wall slotted waveguide array antenna with corporate feed in the 150 GHz band
[NO] 1081/1615 | A Topology Optimization Technology for Distribution Networks Based on Graph Theory and Graph Search
[NO] 1082/1615 | An Improved Image Encryption and Fusion Framework with Multi-Task Loss Analysis for Embedded UAV Communication
[NO] 1083/1615 | Machine Learning-Based Blood Group Detection Using Fingerprints
[NO] 1084/1615 | Implementing Zero Trust Micro Segmentation Using Open Source Tools for Robust Security in Cloud Environments
[NO] 1085/1615 | Research on the Improvement of the Signal Detection System for Small Basket Positioning
[NO] 1086/1615 | Optimized Sizing and Impact of BESS and PV on Grid Frequency Under Varying Droop Coefficients with Partial Load Shedding Mechanism
[NO] 1087/1615 | Extraction of Wildfire Regions from UAV Imagery Using Boundary Priors and Advanced Semantics Derived from the Visual Foundation Model
[NO] 1088/1615 | Smart Farming: Harnessing Robotics and Automation for Sustainable Agricultural Practices
[NO] 1089/1615 | Weighted Binary Search Tree to NDN Name Lookup
[NO] 1090/1615 | Experimental Validation of Finite Element Models Using Digital Image Correlation Strain Data
[NO] 1091/1615 | Measuring Emotion Preservation in Expressive Speech-to-Speech Translation
[NO] 1092/1615 | A Study on the Noise Source Analysis of Capacitance Differences Between Single IGBT and Module for Automotive Power Systems
[NO] 1093/1615 | DR-VQA: Large Language Model Based Vision Question Answering System on Diabetic Retinopathy
[NO] 1094/1615 | Enhancing Histology Image Segmentation Using Improved Retrieval Augmented Generation Technique
[NO] 1095/1615 | Investigation of Nano Refrigerant Lubrication System in Vapor Compression Refrigeration System Using Environmental Friendly Refrigerant
[NO] 1096/1615 | Real-Time ML-Based Fraud Detection in Insurance Claims Using Kafka and Snowpipe
[NO] 1097/1615 | Fixed-Time ESO-based Longitudinal Speed Tracking Control for the Four-Wheel Distributed Electric Drive Vehicle
[NO] 1098/1615 | A Cost-Effective Approach to PCB Structure and Process for Enhanced High-Speed Signal Integrity
[NO] 1099/1615 | Performance Analysis of TabNet for Autism Spectrum Disorder Classification in Children
[NO] 1100/1615 | Federated Learning for Collaborative Dental Diagnosis Across Hospitals Without Compromising Privacy
[NO] 1101/1615 | Efficient Integral Equation Modeling of Arbitrary Rectangular Waveguide Bends and T-Junctions with Conducting Inclusions
[NO] 1102/1615 | Green Hydrogen Generation Using AI-Based Predictive Control of Electrolyzers
[NO] 1103/1615 | A Fractal-FSS Based Antenna Architecture for Enhanced DSRC Communication in Intelligent Transportation Systems
[NO] 1104/1615 | Simulation and Performance Analysis of the Communication Link Between Earth and Moon
[NO] 1105/1615 | LLM-Augmented Causal Discovery: A Framework of Integrating Non-Causal Priors for High-Dimensional Noise Scenarios
[NO] 1106/1615 | Comparison of Omni PDP and Synthesized Directional PDP at 415 GHz
[NO] 1107/1615 | A Compact High-Isolation Wilkinson Power Divider Combiner for W- and D-Band with Series and Coupled Inductors
[NO] 1108/1615 | Computational Design and Disassembly for Recycling Multi-Material 3D Printed Objects
[NO] 1109/1615 | Atmospheric Correction for HY-3A CZI: A Deep Learning Method Applied Across Open Ocean, Coastal, and Turbid Inland Waters_supp1-3665003.docx
[NO] 1110/1615 | Efficient Transient Electromagnetic Inversion with Automatic Differentiation
[NO] 1111/1615 | SCAN: Visual Explanations with Self-Confidence and Analysis Networks
[NO] 1112/1615 | Table of Contents
[NO] 1113/1615 | ICICSE 2025 Panel Discussion
[NO] 1114/1615 | Personalized Federated Learning for Session-based Affective Interaction Modeling
[NO] 1115/1615 | Prescribed-Time Tracking Control for Nonlinear Systems: A Nonvanishing Disturbance Observer-Based Approach
[NO] 1116/1615 | Decentralized Constrained Optimization Over Time-Varying Directed Networks via Subgradient Rescaling
[NO] 1117/1615 | A Knowledge-Enhanced Evolutionary Multitasking Memetic Algorithm for Multimodal Multiobjective Flexible Job Shop Scheduling Considering Speed
[NO] 1118/1615 | Learning Multi-view Anomaly Detection with Efficient Adaptive Selection_supp1-3660076.pdf
[NO] 1119/1615 | Aging Aware Test Generation Procedure for Multicycle Scan-Based Tests
[NO] 1120/1615 | Visual Based Fixed Wing UAV Trajectory Tracking with Optimal Control Methods
[NO] 1121/1615 | Adaptive Feature Aggregation Enhanced by Using DenseNet for Robust Breast Cancer Histopathology Image Classification
[NO] 1122/1615 | An AI-Driven Fuzzy-Statistical Model for Alzheimer’s Disease Risk Assessment Based on Coenzyme Q10 and 25-Hydroxyvitamin D Levels
[NO] 1123/1615 | Skyline Cardinality Estimation Model of Skyline Queries over Incomplete Data
[NO] 1124/1615 | Text Neck Syndrome: Electromyographic Analysis of Forward Head Posture Induced Cervical Strain
[NO] 1125/1615 | Redefining Disease Detection: Innovative Machine Learning and Wearable Sensor Integration
[NO] 1126/1615 | Antenna factor calibration of optical electric field sensor using GTEM cell
[NO] 1127/1615 | ProFS: Pareto-based Resource-aware Optimized Fog head Selection in Healthcare IoT Systems
[NO] 1128/1615 | A Lightweight Temporal Convolutional Identifier for Dynamic Modeling of Substation Inspection Unmanned Aerial Vehicles
[NO] 1129/1615 | Comparative Evaluation of Machine Learning and Ensemble Models for Medical Diagnosis from Patient Profiles
[NO] 1130/1615 | Design and Development of an Integrated Water Spray and Brush System for Solar Panel Cleaning
[NO] 1131/1615 | Broadband Modeling and Stability Analysis of DFIG Grid-Side Converters for Offshore Wind Farm Clusters
[NO] 1132/1615 | A hybrid wireless tracking method based on electromagnetic tracking and IMU
[NO] 1133/1615 | Bio-Inspired Neuro-Swarm Communication Protocol with Dynamic Spectrum Intelligence for IoT and UAV Networks
[NO] 1134/1615 | High-Precision Control Method for Visual Composite Robots Using Continuous PID Sliding Mode Tracking with Extended High-Gain Observer
[NO] 1135/1615 | Research on Bearing Fault Diagnosis Based on Synchronous Compressed Wavelet Transform and Multi-scale Convolutional Neural Networks
[NO] 1136/1615 | Trends in Beam WPT Technology and Its Applications of the 920 MHz WPT System
[NO] 1137/1615 | Vehicle-UAV Cooperative Reconnaissance Path Optimization Based on Improved Variable Neighborhood Search
[NO] 1138/1615 | High-Performance X-Band Semi-Transparent Metamaterial Absorber Utilizing Flexible PDMS and Resistive Elements
[NO] 1139/1615 | Deep Learning Models for Predicting Service Innovation Outcomes in Telecom Networks
[NO] 1140/1615 | High-Output-Power Sub-Harmonic Injection-Locked Colpitts Oscillator
[NO] 1141/1615 | A Ku-band CMOS Variable-Gain Phase Shifter for Upper Mid-Band 6G Communication
[NO] 1142/1615 | Integration of RF MEMS and CMOS RFIC for Infrared Sensing
[NO] 1143/1615 | Simulation and Experimental Verification of a Four-Phase Interleaved Step-Up Converter for Ripple Suppression
[NO] 1144/1615 | A Flexible Millimeter-Wave Array Antenna with Ultralow-Loss BaTiO
                    <sub>3</sub>
                    /MXene/PET Composite Substrate
[NO] 1145/1615 | Fine-Grained Damage Diagnosis of Robot Cables Using a Transformer Encoder
[NO] 1146/1615 | A robust fault diagnosis method based on cross feature grouping and belief rule base with reliability
[NO] 1147/1615 | Design of an Automotive Radar Antenna Based on a Novel Magnetoelectric Dipole
[NO] 1148/1615 | Damping Method for High-Frequency Common-Mode Leakage Current in Electric Drive Systems Using High-bandwidth Current Sensing
[NO] 1149/1615 | High-Speed ATE-Based Test Method for DRAM Read Eye Margin Failure Detection
[NO] 1150/1615 | TCAD Study of SEE-Induced Reliability Analysis of PDSOI FinFET Based Capacitorless 1T-DRAM
[NO] 1151/1615 | A 22.6-28.3-GHz LNA with 22.1-dB Gain and 1.94-dB Noise Figure Using 90-nm CMOS Technology
[NO] 1152/1615 | Indoor Localization Using CNNs with Integrated Wi-Fi Fingerprints and Directional Information
[NO] 1153/1615 | Multi-Timescale Hierarchical Coordination of Market-Based Day-Ahead Dispatch: Practical Applications and Prospects in CSG
