[2026-08-13 22:40:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-12
正在获取论文...
[arXiv] 2026-08-12 | Direct Acceleration of Stochastic Root-Finding Without Variance Reduction and Regularization
[NO] 1081/1805 | XtraLight-MedMamba: An Ultra-Lightweight Mamba-Based Framework for Histopathologic Classification of Neoplastic Tubular Adenomas
[NO] 1082/1805 | MSANet: A Multi-Scale Attention Network for Hot-Rolled Steel Surface Defect Classification
[NO] 1083/1805 | Design and Implementation of a Modular AGC System Based on OPC UA and RX3i PLC for TM2500 Gas Turbines at PLTG Suppa 2×25 MW
[NO] 1084/1805 | Code-Domain Resource Mapping for Adaptive Power Allocation in Multiuser Visible Light Communication Systems Using CD-NOMA
[NO] 1085/1805 | LUMEN: Low-Light Unified Multi-Stage Enhancement Network Using Depth-Guided Flash, Clustering, and Attention-Based Transformers
[NO] 1086/1805 | A DQN-Based Frequency Modulation Control for Robust CC/CV Operation in LCL WPT Systems
[NO] 1087/1805 | A Reinforcement Learning Approach with Human in the Loop to Explainable Insurance Risk Scoring and Intelligent Policy Portfolio Optimization
[NO] 1088/1805 | Electromechanical Aspects of Pulsed Breakdown of Solid Dielectrics in Strongly Divergent Fields
[NO] 1089/1805 | Crashspot: A Geospatial Data Science Approach to Analyzing Traffic Accident Hotspots
[NO] 1090/1805 | Design and Fabrication of Microstrip Antennas for Electromagnetic Compability Measurements Using the Patch Cut and Ground Slot Methods
[NO] 1091/1805 | Intelligent Processing and Optimization of Large-Scale Real-Scene 3D Data for Digital Twin Applications: A Framework for Standardization, Fusion, and Efficient Rendering
[NO] 1092/1805 | PhotoSAR: Synthesizing Object-Level Near-Field SAR Raw Measurements from a Single RGB Image
[NO] 1093/1805 | Simulating Cyber Attacks and Countermeasures in Vehicular Ad-Hoc Networks Using Cyber Operations Research Gym (CybORG)
[NO] 1094/1805 | Attention-Aware Transformer-Based Aggregation Network for Video Periocular Recognition
[NO] 1095/1805 | Experience on Inverter Voltage Endurance Testing of Enameled Wires According to Relevant Standards
[NO] 1096/1805 | Security Analysis of Distributed Virtual Reality and Physiological Sensor (VR-PHY) Systems
[NO] 1097/1805 | A Compact High-Pressure Test Vessel with Standard GIS and Transformer Accessories for Examinations of Synthetic Air as an Alternative Insulating Gas
[NO] 1098/1805 | Efficient and Secure Convolutions on Encrypted Data
[NO] 1099/1805 | Sigma-Based RGB-Hyperspectral Fusion for Semantic Segmentation in Autonomous Driving
[NO] 1100/1805 | IAFE: Illumination Aware Frequency Enhancement Network for Low-Light Image Deblurring
[NO] 1101/1805 | Thematic Evolution Analysis of “Data Elements ×” Based on a TF-IDF-LDA Hybrid Model: Textual Evidence from Three Batches of National Exemplary Cases
[NO] 1102/1805 | When Simplicity Wins: Bottleneck-Aware Context Modeling for Lightweight Semantic Segmentation
[NO] 1103/1805 | Calculation of the Leakage Impedance of a Reconnectable Three-Phase Mobile Power Transformer Using the Finite Element Method
[NO] 1104/1805 | Efficiency Optimization Scheme for Series Resonant Dual Active Bridge Converter Based on Segmented Control
[NO] 1105/1805 | Enhanced Detection of Tiny Objects in Aerial Images
[NO] 1106/1805 | CADS: Conformal Adaptive Decision System for Cost-Efficient Image Classification
[NO] 1107/1805 | FedALR: Rejection-Aware Adaptive Local Aggregation for Personalized Federated Learning
[NO] 1108/1805 | Research on Multimodal Content Analysis Method Integrating Audio Classification and ASR Evaluation
[NO] 1109/1805 | Towards more Transferable Architectures for Dense Pose Estimation
[NO] 1110/1805 | GameScope: A Multi-Attribute, Multi-Codec Benchmark Dataset for Gaming Video Quality Assessment
[NO] 1111/1805 | Preface: Conference Committee
[NO] 1112/1805 | Orientation-Robust VLCP via Cross-Modal Feature Fusion and Cascaded Learning
[NO] 1113/1805 | Knowledge-Guided Multi-Task Learning for Oral Cancer Classification
[NO] 1114/1805 | Medium and High Voltage Cable Joints Failures: Influence of Ambient Temperature
[NO] 1115/1805 | A Late Acceptance Hill-Climbing Algorithm for Flexible Job Shop Scheduling Problems with Worker Flexibility
[NO] 1116/1805 | Deconvolution of Electron-Ionization Mass Spectra of Mixtures Without Chromatography
[NO] 1117/1805 | Hot off the Press: Migrant Resettlement by Evolutionary Multi-objective Optimization
[NO] 1118/1805 | Exploring the Parameterized Complexity of TSP Operators in Multi-Objective Optimization
[NO] 1119/1805 | Study of Decomposition and Ants Allocation in Multi-Objective Partial Classification Rule Induction
[NO] 1120/1805 | Optimal Timing Strategy in Livestreaming E-Commerce Considering Streamers' Quality Manipulation_supp1-3722452.docx
[NO] 1121/1805 | PELS Membership
[NO] 1122/1805 | Author Index
[NO] 1123/1805 | Table of Contents
[NO] 1124/1805 | IEEE Proceedings
[NO] 1125/1805 | 2026 IEEE 42nd International Conference on Data Engineering (ICDE)
[NO] 1126/1805 | Physics-Constrained Generation of Random Deformations for Textiles
[NO] 1127/1805 | Wireless Multi-Channel EMG Monitoring System For Rehabilitation Exercise Assistance
[NO] 1128/1805 | Toward Scalable Tucker Decomposition: Skew-Aware Multi-Level Partitioning with GPU–Storage Co-Processing
[NO] 1129/1805 | CausalPre: Scalable and Effective Data Pre-Processing for Causal Fairness
[NO] 1130/1805 | Evolving Sketch: Time-Decaying Frequency Estimation for Evolving Streams
[NO] 1131/1805 | CAHRF: Constraint-Aware Hybrid Ranking Framework for Student Project Allocation in a Research Laboratory
[NO] 1132/1805 | JITPrune: An Efficient Online Feature Pruning Framework for Embedding-Based DLRM Training
[NO] 1133/1805 | Classifying High-Dimensional Transcriptional Gene Groups Using Machine Learning
[NO] 1134/1805 | Beyond Traditional Diagnostics: Transforming Patient-Side Information Into Predictive Insights with Knowledge Graphs and Prototypes
[NO] 1135/1805 | Maximum Balanced Clique Search on Large Directed Graphs
[NO] 1136/1805 | Compressing High-Frequency Time Series Through Multiple Models and Stealing From Residuals
[NO] 1137/1805 | Banknote-Chain: Achieving User-Incentivized Parallelism in Blockchain via a Banknote-Inspired Transaction Model
[NO] 1138/1805 | MojoFrame: Dataframe Library in Mojo Language
[NO] 1139/1805 | AlignSketch: A Framework for Aligning Theoretical and Practical Estimation Errors
[NO] 1140/1805 | Literature in Digital Age: Students' Acceptance and Adoption Toward Emerging Educational Technologies
[NO] 1141/1805 | Analysis and Prediction of Tomato Growth Dynamics in an IoT Smart Agriculture Testbed
[NO] 1142/1805 | RiseAble Fully Inclusive And Accessible Web Platform
[NO] 1143/1805 | Design of a Dual Band SIW Antenna for Ku and K Band Satellite and Radar Applications
[NO] 1144/1805 | Techno-Economic Analysis of Renewable Energy Storage via Green Hydrogen
[NO] 1145/1805 | XRAG: Examining the Core - Benchmarking Foundational Components in Advanced Retrieval-Augmented Generation
[NO] 1146/1805 | Classification of Uzbek Banking Texts by Document Types
[NO] 1147/1805 | AI-Driven Digital Twin System Auditor for Secure and Trustworthy EHR Operations
[NO] 1148/1805 | VPS: Rethinking OLTP Database Performance Evaluation Through Transactional Value
[NO] 1149/1805 | Analytical Modeling and Design Optimization of Microscale Dielectric Elastomer Actuators for Twophoton Polymerization
[NO] 1150/1805 | Enhancing Senior High School Chemistry Learning by Integrating Microlearning Video-Making as an Alternative Assessment for Teaching Organic Functional Groups
[NO] 1151/1805 | Optical Probe with Force, Acceleration, and Vacuum Sensing for Open-Heart Surgery
[NO] 1152/1805 | A Novel Design Method for Microstrip Filters Based on Genetic Algorithm
[NO] 1153/1805 | Enhancing Diabetes Prediction on Imbalanced Data Using RM-SMOTE-Driven KNN Framework
[NO] 1154/1805 | Behavioral Trait Extraction and Clustering from Transit User Text Using Large Language Models
[NO] 1155/1805 | LUCID: An Updatable and Concurrent Learned Index for Larger-Than-Memory Data Management
[NO] 1156/1805 | Federated ECG Classification via Embedding-Level Data Augmentation
[NO] 1157/1805 | Modification of Surface Properties of Borosilicate Glass by a Pulsed Forevacuum Plasma Electron Source Based on a Planar Magnetron Discharge
[NO] 1158/1805 | Behavioral Determinants of Financial Activities on Server-Based Electronic Money Platforms: A Multinomial Logistic Regression Approach
[NO] 1159/1805 | Statistical Study of Model Fidelity and Complexity Trade-Off for Energy Efficiency in Buildings
[NO] 1160/1805 | Hardware-Accelerated AES for Privacy-Preserving Healthcare Data Pipelines in Remote Patient Monitoring
[NO] 1161/1805 | KGQA4HS: A Knowledge Graph Question Answering Model for Hindu Scriptures
[NO] 1162/1805 | DynamiQoS: Software Designed Networking with ML Based Load Balancer
[NO] 1163/1805 | Reliability-Oriented Assessment Method for Independent Hybrid Power Supply Systems in the Karabakh Region of Azerbaijan
[NO] 1164/1805 | Modeling of the Thermal Field of a Semiconductor Converter for Prediction of Pre-Failure States
[NO] 1165/1805 | Cement Clinker Quality Prediction Using Advanced Analytics: A Study of Machine Learning and Deep Learning Methods
[NO] 1166/1805 | A Deep Learning-Assisted Bat Algorithm for 2-D Multi-Target Inverse Scattering
[NO] 1167/1805 | AI-Assisted Academic Research Writing in Senior High School: A Survey of Use Patterns, Writing Quality, and Academic Integrity
[NO] 1168/1805 | Sheet Impedance Boundary Conditions in Finite Element Method and Equivalent Analysis of Periodic Structures
[NO] 1169/1805 | Energy Transition in Multi-Family Residential Buildings: A Multi-Level Perspective on Photovoltaic Integration and Deep Energy Retrofit
[NO] 1170/1805 | Cost-effective Synthesis of Diffractive Optical Elements for Ophthalmological Applications
[NO] 1171/1805 | Ai-Based Collision Detection Methods in Hash Functions
[NO] 1172/1805 | Hardware-in-the-Loop Emulator of Three-Stage Synchronous Generator with Saturation Modeling for GCU Testing
[NO] 1173/1805 | Forensic Artifact Parser for Android Fitness Applications
[NO] 1174/1805 | Context-Aware Deep Learning–Based Probabilistic Detection of Energy Anomalies in Smart Greenhouses Under Uncertainty
[NO] 1175/1805 | A Robust Speech Enhancement - Based MVDR Beamformer under Complex Scenario
[NO] 1176/1805 | A Wideband Hybrid-FSS-Based Antenna with Wideband Electromagnetic Transparency for Shared-Aperture Array
[NO] 1177/1805 | Design and simulation of Circular Microstrip Patch Antenna Operating for Biomedical Applications with Defected Ground Structure (DGS)
[NO] 1178/1805 | Comparing Random Forest and LightGBM for Residential Property Price Prediction Using Multi-Platform Online Listings in Indonesia
[NO] 1179/1805 | BollVision-AI: A Web-Based Artificial Intelligence Platform for Real-Time Visual Monitoring and Analytics in Precision Cotton Farming
[NO] 1180/1805 | BClean+: A Bayesian Data Cleaning System with Automated Prior Generation
[NO] 1181/1805 | DS-RSFNet: Dual-Spike RGB-Skeleton Fusion for Efficient Dynamic Hand Gesture Recognition
[NO] 1182/1805 | Big Data and Audit Quality: a Bibliometric
[NO] 1183/1805 | Development of a Cloud-Based Interoperable Platform for Multi-Institutional Medical Data Management
[NO] 1184/1805 | Self-Learning Noise Reduction System for Quantized SAR Images Using Optimized Noise2Noise Architecture
[NO] 1185/1805 | Improvement of Model, Algorithms and HardwareSoftware for Measuring Hydrogeochemical Parameters of Groundwater
[NO] 1186/1805 | Clinical Hierarchical Multi-Expert Attention Model for Dental Implant Outcome Prediction
[NO] 1187/1805 | Extracting the Equivalent Circuit Model of Frequency Selective Surfaces for Wideband Analysis Under Arbitrary Incidence
[NO] 1188/1805 | User Adoption of an AI-Enabled E-Counseling Platform in West Java: A DOI Approach with Privacy-Security Trust Mediation
[NO] 1189/1805 | Quantitative Evaluation of Phase Perturbation Effects in UAV-Towed VLF Distributed Arrays Using Monte Carlo Methods
[NO] 1190/1805 | A Novel Connected Multi-Layer Ring Resonator Structure for Negative Permittivity and Permeability Metamaterial Response
[NO] 1191/1805 | Toward Highly Reliable WDDL and QDI Circuits Using Redundant Decision Architectures
[NO] 1192/1805 | Baseline Predictors of Dementia in the OASIS Dataset: Evaluating Age, Sex, and MMSE Signals
[NO] 1193/1805 | CPU-Efficient Vision Transformer Deployment for Spermatozoa Morphology Classification
[NO] 1194/1805 | A Hybrid Method for Enumerating Minimal Paths in Complex Network Reliability Analysis
[NO] 1195/1805 | Decoupled Koopman-Based Tracking for Enhanced Convergence in Dynamic State Estimation of Power Systems
[NO] 1196/1805 | FED-PsyAU: A Unified Framework for Micro-Expression Recognition With Psychological Topology Learning and Federated Privacy Preservation_supp1-3723127.pdf
[NO] 1197/1805 | Comment on: “Analysis of Melanin Concentration on Reflective Pulse Oximetry Using Monte Carlo Simulations”
[NO] 1198/1805 | QSAFE: Secure and Efficient Hybrid Cryptography for Resource-Constrained IoT Devices in 6G Networks
[NO] 1199/1805 | Hybrid Robotic Gripper with Suction and Fully Retractable Claws for Tomato Picking
[NO] 1200/1805 | Yawdd+: Frame-Level Annotations for Accurate Yawn Recognition on Edge Platforms
[NO] 1201/1805 | MindFusion: Communication-Efficient Mobile-Cloud Orchestration for MLLMs
[NO] 1202/1805 | Mobility-Aware Deep Sequential Learning for QoS Forecasting in Radio Access Networks
[NO] 1203/1805 | MG-NET: A New Multi-Axial Guidance Network for Abdominal Multi-Organ Segmentation
[NO] 1204/1805 | ChestR1: Ground-Truth Augmented Reinforcement Learning for Chest X-Ray Analysis
[NO] 1205/1805 | Ethical Governance of AI in Healthcare: Focus on RL-Based Dosing Models
[NO] 1206/1805 | Comparative Evaluation of Grounding Configurations for a 275-kV Standalone Lattice Tower Subjected to Lightning Transients Using EMTP
[NO] 1207/1805 | Current Status and Trends in Artificial Intelligence-Decision Support System Research: A Visual Analysis Based on CiteSpace
[NO] 1208/1805 | MBHNet: Multimodal Brain Hallucination Network for Fluid Intelligence Prediction Under Missing Structural Connectivity
[NO] 1209/1805 | Preamble-Free Frame Synchronization for Short-Packet Low-Latency Communications
[NO] 1210/1805 | Welcome Message from the Conference Chairs
[NO] 1211/1805 | Passive Reconstruction of Embedded IP Network Topology from Multi-Segment Traffic
[NO] 1212/1805 | Respiration Modulates Pathological Brain Cardiovascular Pulsation Propagation in Alzheimer’s Disease
[NO] 1213/1805 | Stacked Intelligent Metasurfaces (SIM) in the Nonlinear Regime: A Multiport Network Model Approach
[YES] 1214/1805 | Collaborative Fanout and Length Matching for FPC Routing
[NO] 1215/1805 | A Serial-List Viterbi Decoding With an Early-Stopping for Linearly Expurgated Convolutional Codes
[NO] 1216/1805 | Design and Implementation of Measurement Software for Aviation Bearing Micro-Structures
[NO] 1217/1805 | Spatio-Temporal Bifurcate-Fusion Spike Transformer
