[2026-06-03 23:43:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-02
正在获取论文...
[arXiv] 2026-06-02 | Wave-mean decomposition of scale-dependent kinetic energy from surface drifters
[NO] 1829/2000 | MetaErr: Towards Predicting Error Patterns in Deep Neural Networks
[NO] 1830/2000 | Large Language Models for Mobility Data and Transport Planning: A Real-World Experiment on Output Data, Reasoning, and Knowledge-Conditioning
[NO] 1831/2000 | Sensor Fusion and Filtering Techniques for Attitude Estimation in Thrust Vector Control Systems
[NO] 1832/2000 | Understanding Multimodal LLM Behavior in Arabic Image Captioning
[NO] 1833/2000 | NEXORA: Eye Tracking, Voice Command and Gesture Integration System for Enhanced Human-Computer Interface
[NO] 1834/2000 | Study of the Titanium Nitride Damage During the Wet Etch Process in Logic Device
[NO] 1835/2000 | Frequency Changes in Power Systems: Generator Control and Simulation
[NO] 1836/2000 | Urdu Crime News Summarization (UCS) Corpus
[NO] 1837/2000 | Lower Limb Joint Angles Measurements during Gait using Videophotogrammetry and CANGURO
[NO] 1838/2000 | Cloud-Based Dataset Validity Analysis for Enhancing AI Model Performance
[NO] 1839/2000 | An Assessment of Cybersecurity Awareness, Competency Levels, Behavior and Practices among Technical Trainees–An Objective Study
[NO] 1840/2000 | Parametric Modeling and Rapid Prototyping of a Low-Cost Hinged Ankle-Foot Orthosis
[NO] 1841/2000 | Study of New Stress Migration Failure Modes in Nose Plate Structures of Cu/Low-k Interconnects
[NO] 1842/2000 | Transfer Learning-Based CNN Models for Colorectal Cancer Histopathology Classification
[NO] 1843/2000 | Adaptive Trajectory Control and Obstacle Avoidance in Autonomous Vehicles Using MPC and RL-Enhanced Decision-Making
[NO] 1844/2000 | Using AI Technology to Preserve and Protect National Heritage: a Case Study on the Process of Designing and Drafting Mongolian Traditional Clothing
[NO] 1845/2000 | A Responsible GenAI Maturity Model for Delivery Governance: A Five-Level Framework for PMOs, Agile Coaches, and Engineering Leaders
[NO] 1846/2000 | Transforming Customer Experience in Fintech through Ethical, Scalable, and Secure AI Systems
[NO] 1847/2000 | CultuRASC: A Comprehensive Benchmark for Sarcasm Detection in Hindi-English Code-Mixed Tweets with Novel Combined Loss and Explainable AI
[NO] 1848/2000 | Capstone Design: NRC Combat Robot
[NO] 1849/2000 | Fairness-Aware Dynamic Electricity Pricing with Game-Theoretic Demand Response
[NO] 1850/2000 | Performance Analysis of AI-Powered Analytics in Oracle Autonomous AI Lakehouse-Vector Search and Data Lake Acceleration on Apache Iceberg
[NO] 1851/2000 | Performance-Driven Database Distribution: Evaluating Replication, Partitioning, and Sharding for OLAP Using an Adaptive Cross-Platform Framework
[NO] 1852/2000 | Multi-Modal Explainable Deep Learning Architecture for Early Detection of Oral Cancer
[NO] 1853/2000 | Detection of COPD-like Breathing Patterns from Non-Invasive Pressure and Flow Data Using Machine Learning and Deep Learning
[NO] 1854/2000 | Applying CDIO and PBL Models in AI-Based Educational Projects
[NO] 1855/2000 | FSyD-Net: Fused Synergistic Disentanglement for Robust Audiovisual Emotion Recognition
[NO] 1856/2000 | Analysis of Metallic Contaminants on SiC Wafer with Innovative Extraction Method
[NO] 1857/2000 | Estimating Cricothyroid Muscle Activation from HDsEMG Using a Neural Network–Based Framework: A Case Study
[NO] 1858/2000 | UAV-Derived Vehicle Trajectories for Queue Length and Control Delay Estimation at Multilane Roundabouts
[NO] 1859/2000 | MST-AFF: A Multi-Modal Spatio-Temporal Transformer with Adaptive Feature Fusion for Pain Intensity Estimation
[NO] 1860/2000 | Feasibility and Design Study for Improving the Productivity of the Carding Machine
[NO] 1861/2000 | Autonomous AI-Powered Resource Management for Apache Flink on Amazon EKS
[NO] 1862/2000 | High-Precision Flower Species Classification Using Transfer Learning Based ResNet50
[NO] 1863/2000 | Gesture Based Authentication for the Visually Impaired Using a Smartwatch
[NO] 1864/2000 | A Compact Wearable sEMG–FES System for Bilateral Post-Stroke Rehabilitation
[NO] 1865/2000 | Fine-grained Rubric-Aware Automated Scoring of Programming Short Answer Questions via Large Language Models in Vocational Education
[NO] 1866/2000 | An Exploratory Framework for Applying Machine Learning Proxy Models in Quantitative Finance Education: A Project-Based Learning Approach
[NO] 1867/2000 | A Semantic Alignment Method for Large-Scale Human-Computer Communication Integrating Affective Computation and Simulation Validation
[NO] 1868/2000 | Application of Artificial Intelligence in Educational Assessment: A Case Study of Student Performance Prediction
[NO] 1869/2000 | CaliCausalRank: Calibrated Multi-Objective Ad Ranking with Robust Counterfactual Utility Optimization
[NO] 1870/2000 | Research on Comedy Films Alleviating Anxiety in College Students Based on Imagery Dialogue Technique and Artificial Intelligence
[NO] 1871/2000 | AI+Big Data Technology Adoption in SMEs: A Dynamic Capabilities Perspective
[NO] 1872/2000 | Digital Monitoring Method for Abnormal Grid User Operation Patterns Using Lightweight Graph Convolutional Networks
[NO] 1873/2000 | Metal Artifact Reduction in CT Images via a U-Net Architecture with Multi-Scale Dilated Convolutions
[NO] 1874/2000 | Finding Phones Fast: Low-Latency and Scalable Monitoring of Cellular Communications in Sensitive Areas
[NO] 1875/2000 | Towards Personalised DPOAE Protocols: Bayesian Optimisation of Secondary Stimulus Levels
[NO] 1876/2000 | PERSE: A PERsonalised SEizure prediction system based on large-scale EEG foundation models
[NO] 1877/2000 | Demo: Real-Time Deep Video Watermarking on the Edge
[NO] 1878/2000 | Policy-Driven Federated Learning for Heterogeneous Edge Devices
[NO] 1879/2000 | What Can We Do about It? Regeneration, “Design”, and Creativity
[NO] 1880/2000 | Journal of Microelectromechanical Systems Publication Information
[NO] 1881/2000 | Hollow-core fiber-based photothermal interferometric sensor for ethylene detection
[NO] 1882/2000 | Accurate Interference and Coverage Modelling in Finite OWC Networks
[NO] 1883/2000 | PD
                    <sup>2</sup>
                    Net: A Prototype-guided Generative Copy-move Forgery Image Detection and Distinguishment Framework
[NO] 1884/2000 | A Polarization-Selective Circularly Polarized Antenna for Adaptive High-Power Microwave Protection
[NO] 1885/2000 | Predator–Prey Model: Driven Hunt for Accelerated Grokking
[NO] 1886/2000 | 6D Tip Wrench Estimation for Continuum Robots: A Koopman-UKF-Wrench Decomposition Approach_supp2-3697156.mp4
[NO] 1887/2000 | Effects of ultrafast phase modulation on dynamics and stability criteria of passive mode-locking
[NO] 1888/2000 | Design and Evaluation of a Compact, MR-Compatible Origami Continuum Robot with Variable Length_supp1-3699218.mp4
[NO] 1889/2000 | Deep Reinforcement Learning Enabled Persistent Surveillance with Energy-Aware UAV-UGV Systems for Disaster Management Applications_supp5-3696943.mp4
[NO] 1890/2000 | A Millimeter-Wave Notched Mirror-Grid Dielectric Waveguide Resonator Antenna
[NO] 1891/2000 | A 2-D Circularly Polarized Electronically-Controlled Beam-Scanning Leaky-Wave Antenna for Millimeter-Wave Applications
[NO] 1892/2000 | Beyond Navigation: Unlocking the High-precision Sensing Potential of GNSS Signals
[NO] 1893/2000 | Motion analysis of a multi-stiffness concentric tube magnetic continuum robot and its remote constraint application for minimally invasive surgical operations
[NO] 1894/2000 | Super-Aligned Carbon Nanotube-Based Resistor Array for High-Speed and Polarization Infrared Scene Simulation_supp1-3694063.avi
[NO] 1895/2000 | Front Cover
[NO] 1896/2000 | A General and Efficient Low-Order Approximation Method for Fractional-Order Systems with Improved Accuracy–Complexity Trade-Off
[NO] 1897/2000 | Pervasive Computing Call for Articles
[NO] 1898/2000 | A High Efficiency and High Precision PMU for Neural Stimulation Applications
[NO] 1899/2000 | Robust Wideband Spectrum Sensing in Low-SNR Environments with a Dynamic Convolution-Augmented Transformer
[YES] 1900/2000 | Vision-Based Transformer Model for Fast Simulation of Advanced Packaging Structure
[NO] 1901/2000 | Interference-Aware Complex Phasor Message Passing Network for Joint Beamforming Optimization in Multi-User IRS-Assisted 6G Systems
[NO] 1902/2000 | Evaluating COMPASS for Socially-Aware Robot Navigation in Dynamic Indoor Environments
[NO] 1903/2000 | MLGA-Mamba: Multiscale Locally Gated Attention and Dual-Stream Decoder Guided Vision Mamba for Change Detection of Fast-Growing Urban Regions
[NO] 1904/2000 | Spectral Decomposition and Responsive Scaling: A Dual-Pattern Approach for Efficient Serverless Auto-Scaling
[NO] 1905/2000 | 5G-Enabled Digital Twin and AI-Driven Autonomous Energy Management Architecture for Predictive and Vehicle-to-Grid Optimization in Next-Generation Electric Vehicles
[NO] 1906/2000 | Impedance modeling and sensitivity analysis of fully differential inductive displacement sensor
[NO] 1907/2000 | 3-D Moiré Projection Model for Super-Resolution Point Localization
[NO] 1908/2000 | Monocular Images based Freeboard Measurement of Inland Ships
[NO] 1909/2000 | Frequency Resource Allocation in Distributed MIMO ISAC : From Performance Bounds to Experimental Validation
[NO] 1910/2000 | XFMA-Net: Explainable Forensic Multi-Scale Attention Framework for Image Forgery Detection
[NO] 1911/2000 | From Pixels to Policies: An AI-Driven Workflow for Quantifying Agricultural Drought Impact on Food Security
[NO] 1912/2000 | Adaptive Duty-Ratio-Modulated Direct Torque Control Based on Extended Virtual Voltage Vectors for PMSM Drives
[NO] 1913/2000 | Reliability-Oriented In-Situ Characterization of Thermal Interface Materials under Harsh Conditions for Power Electronics
[NO] 1914/2000 | A Physics-Guided Framework for Available Traction Power and In-Motion Charging
[NO] 1915/2000 | Enhanced Power Yield and Resilience in Partially Shaded TCT PV Arrays through Novel Periodic Sequence Reconfiguration
[NO] 1916/2000 | Information Sufficiency Limits in Metaheuristicbased IIR System Identification Under Multi-Level Observation Reduction
[NO] 1917/2000 | LLM Enhanced Policy Gradient Approach for Cold Start and Diversity Aware News Recommendation
[NO] 1918/2000 | Resource Efficiency Software Index (RESI): Towards Software Product Comparability
[NO] 1919/2000 | A Retrieval-Augmented Agent for Context-Aware Waste Classification Across National Systems
[NO] 1920/2000 | Early Detection of Parkinson's Disease via Spiral Drawings and MRI Images with Deep Transfer Learning and Genetic Feature Optimization
[NO] 1921/2000 | Measuring Cloud Misconfigurations in the Wild: An Empirical Multi-Cloud Study
[NO] 1922/2000 | A Deep Q-Network-Based Opportunistic Routing Protocol for Energy-Efficient Wireless Sensor Networks
[NO] 1923/2000 | LeafNet: CNN-Based Approach for Tree Species Recognition from Leaf Images
[NO] 1924/2000 | An Integrated Fuzzy-Entropy and Fuzzy-Improved-MULTIMOORA Approach for the Selection of Energy Storage Technologies
[NO] 1925/2000 | A Structured Checkpoint Framework for Early Integration and Validation of Schedule and Cost Baselines in Construction Planning
[NO] 1926/2000 | AI-Driven Real-Time Intrusion Detection and Automated Mitigation for Industrial IoT Process Control Sensors
[NO] 1927/2000 | A Machine Learning–based Framework for Indian Domestic Flight Ticket Price Prediction using Real-World Aviation Data
[NO] 1928/2000 | Intelligent Detection of Bank Transaction Fraud Using Multilayer Perceptron Model
[NO] 1929/2000 | Predictive Task Scheduling for Latency Minimization in Vehicular Fog Computing using Optimized Deep Belief Learning
[NO] 1930/2000 | Exploration and Practice of AI-Based Full Lifecycle Management for Teaching Equipment
[NO] 1931/2000 | A Review on the Security Challenges of Industrial Internet of Things
[NO] 1932/2000 | An OMO Learning Analytics Workflow Linking Facial-Expression-Based Emotions to Learning Outcomes
[NO] 1933/2000 | Ultra-Low Power VLSI Architecture for Edge AI-based Biomedical Signal Processing
[NO] 1934/2000 | A Modular Graph Coloring Abstraction for Register Allocation in LLVM: Design and Evaluation
[NO] 1935/2000 | An End-To-End on-Prem Vulnerability Assessment Framework Using Hybrid CPE Matching and Structured Mitigation Generation
[NO] 1936/2000 | Knowledge Distillation for Large Language Models: A Survey with a Case Study for Human-Robot Interaction and Edge Deployment
[NO] 1937/2000 | A Computer Vision Approach for Identifying Chemically Ripened Fruits to Ensure Public Health
[NO] 1938/2000 | An Intelligent Decision Support System Using Explainable Machine Learning for Sustainable Treatment of Liquid Household Hazardous Waste
[NO] 1939/2000 | Modeling Electric Vehicle Adoption at the ZIP Code Level: A Bass Diffusion and Machine Learning Approach
[NO] 1940/2000 | Non-Contact Electrostatic Cleaning of Photovoltaic Panels Using Corona-Induced Charge Transfer
[YES] 1941/2000 | Synergy Model of Threats in Defi Smart Contracts
[NO] 1942/2000 | A Smart Healthcare Solution for Medication Adherence and Expiry Monitoring
[NO] 1943/2000 | Enhanced YOLOv8n for Vehicle and Road Object Detection
[NO] 1944/2000 | Impact of High vs. Low Agile Process Maturity on Cross-Functional Collaboration and Project Success in Enterprise Software Development
[NO] 1945/2000 | Understanding Concurrent DNN Interference on Mobile SoCs
[NO] 1946/2000 | SecureNet: Energy-Proportional Autonomic Self-Protection on Battery-Powered WSN Cluster Heads
[NO] 1947/2000 | SleepBuds: Posture-Aware Modeling of Respiration-Driven Bilateral Earable Motion for Sleep Monitoring
[NO] 1948/2000 | Parallel Test Strategy for Chiplet Testing for HPC/AI Devices - Leveraging Smartest 8 Interleaved Testflow Solution
[NO] 1949/2000 | CSTIC 2026 Cover Page
[NO] 1950/2000 | Algorithmic Bias and Governance Pathways in Affective Computing for Higher Education: A Fairness-based Study
[NO] 1951/2000 | Prompt Engineering as Pedagogical Interface: A Computational Study of Generative AI Systems for Enhancing Creative Thinking in Teacher Education
[NO] 1952/2000 | Research on an Early Warning System for Students' Academic Risks Based on Multi-source Time-series Data and LSTM Model
[NO] 1953/2000 | Leveraging Gated Recurrent Units for Real-Time Tracking of Student Engagement in Healthcare LMS using LLM Analytics
[NO] 1954/2000 | Innovative Research on the Quality Evaluation System for Industry-Academy Collaboration in Vocational Undergraduate Institutions
[NO] 1955/2000 | SATYA: An Automated Framework for Keyboard Navigation and Focus-Indicator Detection for Accessibility Testing Using Computer Vision
[NO] 1956/2000 | Pre-trained Under Noise: A Framework for Robust Bone Fracture Detection in Medical Imaging
