[2026-09-23 00:02:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-22
正在获取论文...
[ACM] 2026-9-22 | I/O-Cool: Using I/Os for Temperature Regulation When Training on the Edge
[NO] 868/1000 | CT Thermometry via Baseline-Aligned Deming Calibration: Error-in-Variables Modeling for Intraoperative Temperature Measurement
[NO] 869/1000 | Soft-Switching Transition and Natural Voltage Balancing Optimization Strategy of ISOP-LLC-DCX for SSPS PMAD System
[NO] 870/1000 | Continual Robust Object Detection via Stochastic Memory Replay and Feature-Based Knowledge Distillation
[NO] 871/1000 | Copula-Based Wind Power Scenario Generation Method for Multiple Wind Farms Considering Temporal Correlation of Power Fluctuations
[NO] 872/1000 | CONCISE: An Efficient and Resilient Alternative to Key Distribution for the Security of Computer Networks
[NO] 873/1000 | A Comparative Analysis of PID Control and Deep Reinforcement Learning in Robotic Peg-in-Hole Assembly
[NO] 874/1000 | Probabilistic Price Forecasting for Robust Model Predictive Control of Grid-Connected Solar-Storage Systems in the Australian National Electricity Market
[NO] 875/1000 | Coordinated Management of PV-Storage-Charging Resources and Heterogeneous Loads in Industrial Parks Considering Grid Constraints
[NO] 876/1000 | A Method for Modeling the Interpretability of the Regulation Feasibility Domain and Verifying the Robustness of Multi-Type Energy Storage Power Stations Based on Federated Learning
[NO] 877/1000 | Explainable Sarcasm Detection in Bengali Text-in-Meme-Image
[NO] 878/1000 | Experimental Evaluation of a Weight Reduced Vehicle Assembly Pad for Inductive EV Charging
[NO] 879/1000 | DA-MDRNet: Learning to Align Spatial and Semantic Misalignment for RGB–TIR Transmission Line Detection in Power Inspection Scenarios
[NO] 880/1000 | Deep RL-Tuned Factor Graphs for Pose-Level GNSS Trajectory Estimation
[NO] 881/1000 | Expansion of Controllable Power Range of GFM Under Small-Signal Stability Constraints
[NO] 882/1000 | Dual- and Triple-Frequency GNSS Ambiguity Resolution for High-Precision Spaceborne Relative Navigation
[NO] 883/1000 | A Point-Scatterer Approach to Terrain Reconstruction for Imaging Radar Simulation
[NO] 884/1000 | Active-Reactive Power Coordinated Voltage Control Strategy Based on Hysteresis Buffering for Grid- Connected Photovoltaic Systems
[NO] 885/1000 | Policy-Based Deep Reinforcement Learning for Optimal Scheduling of Coupled Multi-Energy Systems
[NO] 886/1000 | Message Emphasis in Short-Form Sign-In Notifications: Effects on Existing Users’ Passkey Registration Intention in a Switching Context_supp1-3735725.pdf
[NO] 887/1000 | PESCAPE: SLA-Preserving Escape Routes for Service Function Chains
[NO] 888/1000 | Generative AI Driven Real-Time Open-Set Object Detection for Mobile AR Applications
[NO] 889/1000 | Research on the Strike Decision-Making Method for an intelligent counter-attack platform
[NO] 890/1000 | Predicting Patient Criticality From Electronic Health Records: A Machine Learning Approach
[NO] 891/1000 | Reactive Power Compensation and Harmonic Suppression in Power Systems
[NO] 892/1000 | NutriScan AI: Multimodal Deep Learning for Non-Invasive Anemia and Conjunctivitis Screening via Conjunctival Imaging and Nutritional Priors
[NO] 893/1000 | Self-Supervised Laparoscopic Image Denoising for Endometriosis Detection
[NO] 894/1000 | Comparative Evaluation of Nonlinear and Spectral EEG Features for Game-Evoked Cognitive Engagement
[NO] 895/1000 | SoK: Privacy Risks and Mitigations in Retrieval-Augmented Generation Systems
[NO] 896/1000 | Reliability Assessment of Power Systems with Dynamic Thermal Rating and Energy Storage System in Low-Inertia Grids
[NO] 897/1000 | An Online Identification Method for Charging Load Based on the Mean Teacher-Student Network
[NO] 898/1000 | Machinability Study of Mild Steel with Small Quantity Lubrication and Optimization by Machine Learning Models
[NO] 899/1000 | Topological State Identification of Market Rotation in Chinese ETFs
[NO] 900/1000 | Analytical Characterization of Capacitive Power Transfer Links for Subcutaneous Implantable Medical Devices
[NO] 901/1000 | Hub-Height Wind Speed Forecasting and Bias Correction for an Offshore Wind Farm Using a Coupled Atmosphere–Ocean–Wave Model
[NO] 902/1000 | Position: Research in Collaborative Learning Does Not Serve Cross-Silo Federated Learning in Practice
[NO] 903/1000 | RVC-NMPC: Nonlinear Model Predictive Control with Reciprocal Velocity Constraints for Mutual Collision Avoidance in Agile UAV Flight
[NO] 904/1000 | FoodCHA: Multi-Modal LLM Agent for Fine-Grained Food Analysis
[NO] 905/1000 | Embedded Multi-Terminal Chip Capacitors with Ultra-Low Package ESL and ESR for MHz-Range 3D-Stacked Integrated Voltage Regulators
[NO] 906/1000 | Semantic-Enhanced Data-Knowledge Fusion for Fine-Grained Short-Term Load Forecasting in Distribution Transformer Areas
[NO] 907/1000 | Enhanced Multi-Modal Deep Learning for Marine Threat Detection: Achieving Near-Perfect Accuracy Through Regularization and Realistic Data Synthesis
[NO] 908/1000 | Attested Policy Brokerage for Secure MCP Sessions in Hybrid AI Fabrics
[NO] 909/1000 | Towards Mitigating Excessive Forgetting in LLM Unlearning via Entanglement-Guidance with Proxy Constraint
[NO] 910/1000 | Kraken: Higher-order EM Side-Channel Attacks on DNNs in Near and Far Field
[NO] 911/1000 | Energy Shaping and Damping Control Based on Hamiltonian Control Law of Hydrogen Fuel Cell/Supercapacitor/Battery Hybrid Source for DC Microgrid Stability
[NO] 912/1000 | Identification Method of Distributed Photovoltaic Power in Low-Voltage Distribution Networks
[NO] 913/1000 | A Multi-Paradigm AI Framework for Explainable and Proactive Battery State-of-Health Estimation in Electric Vehicles
[NO] 914/1000 | Attention Based Multi-Channel Graph Convolutional Networks for EEG-Based Emotion Recognition
[NO] 915/1000 | AI-Enhanced Detection, Localization, and Vulnerability Assessment of Jamming and Spoofing for Safety-Critical Users
[NO] 916/1000 | Bi-Level Distributed Aggregation and Optimization Strategy for Virtual Power Plants Considering User Decision Autonomy
[NO] 917/1000 | Auditing Rank Stability in Temporal Link Prediction: Decay-Calibrated Baselines Outperform Two TGNN Architectures Under Heavy-Tailed Dynamics
[NO] 918/1000 | Using STAR-IRS to Secure Indoor Communications Through Symbol-Level Random Phase Modulation
[NO] 919/1000 | Physical-Prior Reliability-Gated Ultra-Short-Term Photovoltaic Power Forecasting Under Complex Weather Conditions
[NO] 920/1000 | An Explainable Residual Neural Network Based Methodology for Phonocardiogram Signal Characterization
[NO] 921/1000 | Optimal Operation of Wind-Storage Combined System Participating in Frequency Regulation Ancillary Service Market
[NO] 922/1000 | Towards Automated Parking Lot As-built Measurement: All-factor Extraction and Coarse-to-Fine Reliable Vectorization via LiDAR-Visual Fusion
[NO] 923/1000 | Application of Intelligent Educational Robots in College Classroom Interaction: Mechanisms, Effects, and Optimization Strategies
[NO] 924/1000 | SoK: Blockchain-Based Decentralized AI (DeAI)
[NO] 925/1000 | Transmission Line Description of a Capacitive Wireless Power Transfer System with Electric Field Repeaters
[NO] 926/1000 | Proactive Defense against AIGC Deepfakes: A Framework Unifying Latent Watermarking and Human-in-the-Loop Cognitive Synergy
[NO] 927/1000 | A Hybrid Deep Learning Framework for Networked System Advanced Persistent Cyber Attack Detection
[NO] 928/1000 | Message Emphasis in Short-Form Sign-In Notifications: Effects on Existing Users’ Passkey Registration Intention in a Switching Context
[NO] 929/1000 | Hybrid Evolutionary Swarm Osmotic Offloading for Real-Time Smart City Traffic Systems
[NO] 930/1000 | Demonstration of a Single-Chip Dual-Polarization Sideband-Separation SIS Mixer At 2 Mm Band
[NO] 931/1000 | Attention-Based Fusion of LSTM and Transformer for Stable Short-Term Taxi Demand Forecasting
[NO] 932/1000 | Telemetry-Only Voltage Sensitivity Estimation for Interoperable DER Aggregation
[NO] 933/1000 | Provably Safe Model Updates
[NO] 934/1000 | Tail-Risk-Preserving Scenario Reduction for Resilient Distribution Network Assessment Under Typhoon Disasters
[NO] 935/1000 | A Hybrid Machine Learning and SLM-Based System for Heart Disease Prediction and Personalized Diet Planning
[NO] 936/1000 | Knowledge-Informed Primary School Layout Planning via RAG-Based Multimodal LLMs
[NO] 937/1000 | Secure and Privacy-Preserving Smart Healthcare Monitoring Using Edge Computing and Homomorphic Encryption
[NO] 938/1000 | Rapid and wide-range SF
                    <sub>6</sub>
                    leakage monitoring for high-voltage equipment exploiting QTF transient behavior
[NO] 939/1000 | Low-Frequency Oscillation Evaluation of Photovoltaic Integrated Cophase Traction Power Supply System
[NO] 940/1000 | Design and Implementation of Pulmonary Nodule Target Detection System Based on Improved YOLOv13
[NO] 941/1000 | Chance-Constrained Multistage Volt/VAR Control with Topology-Switching SOPs and Hydrogen Storage in Active Distribution Networks
[NO] 942/1000 | A Portable LAMP Microdevice for SARS-CoV-2 Detection: Sensitivity, Specificity, and Point-of-Care Applications_supp1-3733790.avi
[NO] 943/1000 | Evaluating ML-Based Algorithms for GNSS Spoofing Detection with Cross-testing Capabilities: A Comparative Study
[NO] 944/1000 | An All-Silicon 4x56 Gb/s NRZ, 1pJ/bit Optical Receiver With Ge-on-Si PDs and 28 nm CMOS TIA Array
[NO] 945/1000 | Adaptive Control of Wireless Power Transfer in Distributed Sensor Networks Using Telemetry Feedback
[NO] 946/1000 | Electrical–Thermal–Gas Feature-Based Safety Situation Awareness for Energy Storage Power Stations
[NO] 947/1000 | Dynamic Loss Analysis and Safety Margin Evaluation of ReBCO Superconducting Excitation Magnets in a Dual-Stator High-Temperature Superconducting Electrical Machine
[NO] 948/1000 | Security-Aware Adaptive Offloading for Resource-Constrained UAV Systems Using Homomorphic Encryption
[NO] 949/1000 | Contactless Power Transfer of Long-stator Doubly Fed Linear Motor for Electromagnetic Suspension-based High-Speed Maglev Application
[NO] 950/1000 | Coordinated Management of Electro-Hydrogen Combined Energy System for Peak Load Reduction and Carbon Emission Reduction
[NO] 951/1000 | Precise Orbit Determination of the ISS in the frame of ACES
[NO] 952/1000 | Research and Analysis of Microgrids with Gridfollowing and Grid-Forming Inverter Control
[NO] 953/1000 | AQI Intelligence Hub: An AI Driven, IoT and Multi-Model Deep Learning Framework for Realtime AIR Quality Monitoring, Forecasting, and Policy Simulation
[NO] 954/1000 | Formalizing a Routing Layer for Cross-Blockchain Communication
[NO] 955/1000 | The Host Is Not Idle: Computational SSDs for Host-Free Checkpointing in Multimodal LLM Training
[NO] 956/1000 | SocRATES: Language-Driven Scenario Generation for Evaluating Social Navigation Algorithms
[NO] 957/1000 | Impact of Obliqueness of Ambient Magnetic Field and Electron Inertia on Magnetosonic Solitons in Plasmas With Two-Fluid Approach
[NO] 958/1000 | Diabetes Prediction Model Using Machine Learning Techniques
[NO] 959/1000 | FairCareer-CHN: A Dataset for Evaluating Bias in LLM-Based Career Recommendation
[NO] 960/1000 | A Multi-Dimensional Misalignment-Tolerant Electromagnetic Halbach Array Structure for Inductive Power Transfer
[NO] 961/1000 | Attention-Based Multi-Task Neural Network for Electromechanical Composite Transmission Simulation and Verification
[NO] 962/1000 | Optimal Tuning of PIDA Controller for SOPTD System
[NO] 963/1000 | Critical Configuration Testing for Autonomous Driving Systems—Targeting the Achilles’ Heel of Four Open Autopilots
[NO] 964/1000 | A Distribution Network Black Start Incentive Mechanism Considering External and User Behavior Uncertainties
[NO] 965/1000 | Interpretable Cyberbullying Identification Using Large Language Models
[NO] 966/1000 | Fall Detection Using YOLOv8 and MediaPipe: A Software-Based Pose Estimation Framework for Real-Time Elderly Monitoring
[NO] 967/1000 | Generalizing Gaussian Noise Removal Methods to Realistic Image Denoising
[NO] 968/1000 | Bohr’s Theorem and the Sparse Array Curse
[NO] 969/1000 | Optimization Control Strategy for Distribution Networks to Mitigate Transformer Aging Under Bidirectional Power Flow Switching
[NO] 970/1000 | Federated Edge Learning for Privacy-Preserving Energy Monitoring and Control in Electric Vehicle Networks
[NO] 971/1000 | Model-Free Adaptive Control of a Three-Leg Interleaved Buck Converter
[NO] 972/1000 | TransWGAN-EF: Transformer-Enhanced Wasserstein GAN with Ensemble Filtering for Small-Sample Wind Turbine SCADA Fault Diagnosis
[NO] 973/1000 | TabDDPM-Med: Class-Conditional Diffusion Models for Privacy-Preserving Medical Data Augmentation in Imbalanced Osteoporosis Prediction
[NO] 974/1000 | Unlocking Actionable Insights Through Data Mining of Restaurant Transactions to Boost Sales and Customer Satisfaction
[NO] 975/1000 | Bidding Strategy of Energy Storage Power Stations Participating in the Electricity Market Based on Evolutionary Game Theory
[NO] 976/1000 | Classification of Skin Cancer Image Using Resnet-50 with 3-Fold Cross-Validation Technique
[NO] 977/1000 | Private Blind Model Averaging – Distributed, Non-interactive, and Convergent
[NO] 978/1000 | Sensor-Guided Efficient 3D Gaussian Reconstruction via Depth-Enhanced Initialization and Adaptive Early Stopping
[NO] 979/1000 | A rolling bearing fault diagnosis method based on SVMD-SCSSA-MCKD
[NO] 980/1000 | Photovoltaic Power Forecasting: A Comprehensive Review of Theoretical Evolution, Model Architectures, and Future Pathways
[NO] 981/1000 | Temporal Knowledge Graphs for Hierarchical Analysis of Dynamic Social Networks
[NO] 982/1000 | Author Index
[NO] 983/1000 | Research on a Dynamic and Precise Carbon Emission Calculation Method for GIS Installation Processes Based on the Internet of Things and the Adaptive Variational Particle Swarm Algorithm
[NO] 984/1000 | ARAS: Round-Level Availability for Unattended Antarctic LoRa Monitoring
[NO] 985/1000 | Construction Method for Instruction Tuning Dataset for Domain-specific Entity Extraction Tasks
[NO] 986/1000 | GLCM-Based Feature Mining for Breast Cancer Classification
[NO] 987/1000 | Carbon-Aware Offline Reinforcement Learning for Safe and Energy-Efficient HVAC Control Using Conservative Q-Learning
[YES] 988/1000 | A Methodology for Generating Sonar Data Based on the DDPM
[NO] 989/1000 | Communication-Cost-Aware Task-to-Core Mapping for 2D Concentrated-Mesh NoC-Based Neural Network Accelerators
[NO] 990/1000 | Position: Gaussian DP for Reporting Differential Privacy Guarantees in Machine Learning
[NO] 991/1000 | A Review of Ancillary Service Types and Market Design for Microgrid Integration
[NO] 992/1000 | Outliers Detection and Exclusion for Orbit Determination using an Interacting Multiple-Model Approach with Variable Structure
[NO] 993/1000 | An Energy-Focused Order Reduction Envelope Model for Parallel-Parallel Circuits in Inductive Power Transfer
