[2026-02-18 09:33:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-17
正在获取论文...
[arXiv] 2026-02-17 | A Content-Based Framework for Cybersecurity Refusal Decisions in Large Language Models
[NO] 1370/1561 | A Hybrid Framework for Personalized Learning Path Optimization Integrating Learner Preference and Blended Modality Exposure
[NO] 1371/1561 | Emotion Segregation and Analysis of Social Media Comments using Artificial Intelligence
[NO] 1372/1561 | Real-Time Household Electricity Consumption Prediction and Energy Management with the Help of Machine Learning Models Combination
[NO] 1373/1561 | Integrating Blood Flow Guidance into Seq2Seq Models for Direct Transformation of Ultrasound Scans to Contrast-Enhanced Images
[NO] 1374/1561 | Secure Session Initialization via Quantum and Post-Quantum Key Generation
[NO] 1375/1561 | Unmasking Backdoors: Generative Anomaly Detection for VLM Poison Samples and Trigger Characterization
[NO] 1376/1561 | Assessment of UHF Blade Antenna Response to High-Altitude Electromagnetic Pulse (HEMP) in Aerospace Platforms
[NO] 1377/1561 | EMC design modifications to solve failure of an industrial product due to EFT - A case study
[NO] 1378/1561 | Unified Framework for Multi-Method Image Forgery Detection
[NO] 1379/1561 | A Comprehensive Review on Dataset Pruning for Medical Imaging
[NO] 1380/1561 | A Hybrid AI-Blockchain Framework for Predicting Satisfaction and Loyalty in Organic Food Markets
[NO] 1381/1561 | Interlaboratory Comparison of Conducted Emissions Using Low-Cost LED Bulb Artifact
[NO] 1382/1561 | Federated Multi-Task Learning Using Server-Side Normalized Loss-Based Weighting Method
[NO] 1383/1561 | AI-Powered Candidate Matching System for Skill-Based Recruitment in HR
[NO] 1384/1561 | Transformer Fault Detection System based on Vibration Pattern using Xgboost Algorithm
[NO] 1385/1561 | A-Based Topological Search for Trajectory Completion in Sparse Spatiotemporal Data
[NO] 1386/1561 | Research on Standardization and Detection Methods for Communication of IoT Devices in Substations
[NO] 1387/1561 | PASIVI: A Methodological Proposal to Promote Student Disposition and Engagement in Clinical Simulation Environments
[NO] 1388/1561 | A Data-Driven Faculty Appraisal Framework Integrating AHP, TOPSIS, and Random Forest for Fair and Transparent Evaluation
[NO] 1389/1561 | Machine Learning-Driven Diagnostic Prediction System for Early Disease Detection
[NO] 1390/1561 | Signease: Machine Learning Based Sign Language Interpreter
[NO] 1391/1561 | Billiards Optimized Depthwise Separable Convolutional Neural Network for Fake User Identification Using MERN Stack
[NO] 1392/1561 | Robotic Search Engine Optimization (SEO) Competitor Analysis Tool for In-Depth URL Evaluation
[NO] 1393/1561 | Artificial Intelligence-Driven Fraud Detection in Digital Payment Systems: A Hybrid Machine Learning Approach
[NO] 1394/1561 | A Deep Reinforcement Learning Enabled Path Optimization Approach for UAV Logistics
[NO] 1395/1561 | Malware Detection using Explainable AI
[NO] 1396/1561 | Machine Learning Algorithm Execution Model in Serverless Architectures
[NO] 1397/1561 | Performance-Driven Scheduling of Independent Tasks in Heterogeneous Computing Systems
[NO] 1398/1561 | A Robotic Grasping Framework for Railway Cargo Based on an Improved YOLOv8 Model
[NO] 1399/1561 | Utal-Gnn: Unsupervised Temporal Action Localization Using Graph Neural Networks
[NO] 1400/1561 | Diffusion Based Scalable Semantic Communication Framework For Image Compression And Transmission
[NO] 1401/1561 | Comparing Transformer Models for Indonesian Speech-to-Text: Vanilla and Whisper
[NO] 1402/1561 | Real-Time Threat Detection and Incident Response Using ML
[NO] 1403/1561 | Comparison of Q-Learning and SARSA in Allocating Marketing Budget
[YES] 1404/1561 | MCLF: Smart Contract Vulnerability Detection Based on Multimodal and Contrastive Learning
[NO] 1405/1561 | Adaptive Cross-Modal Detection via Multi-Scale Fusion and Semantic Alignment
[NO] 1406/1561 | Edge-Assisted and Scalable IoT Gate Automation System Using Hybrid RFID-Facial Biometric Authentication
[NO] 1407/1561 | Edge and Fog Computing for IoT: Architectures, Applications, and Emerging Trends
[NO] 1408/1561 | Scalable Machine Learning Solutions for Solar Energy Output Forecasting and PV Performance Improvement
[NO] 1409/1561 | An Effective Method for Mitigating Polarization Mode Dispersion in Optical Frequency Transfer
[NO] 1410/1561 | Explainable Deep Learning Model Leveraging ConvNeXtV2 for Multiclass Skin Lesion Classification
[NO] 1411/1561 | Improving Outlier Detection with Robust NIQR Z-Score Evaluation Method
[NO] 1412/1561 | Pumped Storage Hydropower Cost and Power Modelling and Power Balance Analysis in Multi-vector Energy Systems
[NO] 1413/1561 | PV Plant Installed Capacity Verification Based on High-Resolution UAV Imagery and YOLO11OBB
[NO] 1414/1561 | Cognitive IoT-Driven Antenna Optimization System for Dynamic Wireless Connectivity
[NO] 1415/1561 | Vehicular Network DDoS Defender: Detecting And Preventing DDos Attacks in Connected Vehicles
[NO] 1416/1561 | Experimental Evaluation of Examining the Impact of Artificial Intelligence Enabled Skills and Adaptive Competence on Women IT Professionals Career Growth
[NO] 1417/1561 | NSOA: User-Centric Interference-Aware Load Balancing in Cloud Computing Environment
[NO] 1418/1561 | Low-Pass Filtering Enabled Design of High-Efficiency Broadband Power Amplifier
[NO] 1419/1561 | Computational Intelligence for Electric Vehicles: Transforming Mobility through AI
[NO] 1420/1561 | COSMIC 2025 Cover Page
[NO] 1421/1561 | List of Reviewers
[NO] 1422/1561 | Self-Supervised Hyperspectral Learning for Leaf Multi-Trait Prediction with Sparse Labels
[NO] 1423/1561 | D2S-RSG-SSD: Dual Double-Sampling with Random Sub-Samples Generation for Self-Supervised Real Image Denoising
[NO] 1424/1561 | Sign-Based Privacy-Preserving and Communication- Efficient Federated Learning in Large-Scale Edge Computing
[NO] 1425/1561 | Open Hardware for Electrostatic Discharge Testing
[NO] 1426/1561 | A methodological framework for optimizing palm-based soap formulations using deep neural networks
[NO] 1427/1561 | A Hybrid Deep Learning Approach with Explainable AI for Diabetic Retinopathy Classification
[NO] 1428/1561 | Efficient Off-Grid Near-Field Cascade Channel Estimation for XL-IRS Systems via Tucker Decomposition
[NO] 1429/1561 | Facial Image-Based Diagnosis of Autism Spectrum Disorder Using an Ensemble Deep Learning Approach
[NO] 1430/1561 | AI-Driven Audiobook Production: Advancements, Challenges, And Future Directions
[NO] 1431/1561 | Federated Learning and Blockchain-Enabled IoT Framework for Next-Gen Human Resource and Hybrid Portfolio Management
[NO] 1432/1561 | Adaptive Fault Response Technology for Transient Stability of Multi-Inverter Systems Supporting Active Synchronization of Clusters
[NO] 1433/1561 | Transition of Isolated Communities to Net-zero: Case of El Pinar on El Hierro in the Canary Islands
[NO] 1434/1561 | GTOA: Energy-Efficient and Reliable Task Scheduling in Cloud Computing Environments
[NO] 1435/1561 | Proposed Optimized Energy-Efficient Routing in WBANs: A Comparative Analysis of ABC and Hybrid ABC-CSO Methods
[NO] 1436/1561 | A synthesis of methods for accounting for indirect carbon emissions from power systems
[NO] 1437/1561 | Pneumatic Air Leakage Detection and Alert System
[NO] 1438/1561 | Smart Insole Solution to Enhance Comfort and Mobility for Pregnant Women
[NO] 1439/1561 | Graph Attention Networks for Authorization in Hadoop
[NO] 1440/1561 | Joint Fragmentation and Crosstalk-aware DRL RMSCA Algorithm for SDM-EONs
[NO] 1441/1561 | Impacts on Power Quality by Solar PV Integration in Distribution Networks and Mitigation strategies
[NO] 1442/1561 | Research on Binomial Distribution Experiment Design and Consistency Test Issues
[NO] 1443/1561 | EEG-based Neurofeedback Gaming: A Non-Invasive Approach to Improve Sleep in Insomnia
[NO] 1444/1561 | A Multi-Horizon Machine Learning Model for Sepsis Mortality Prediction in the ICU Based on Early Vital Sign Trends
[NO] 1445/1561 | Frequency-Aware Weather Recognition for Transmission Corridors: Spectral Attention with Lightweight Self-Distillation
[NO] 1446/1561 | Artificial Intelligence for Sustainability: Advancing Environmental, Social, and Economic Goals
[NO] 1447/1561 | Deep learning phase unwrapping method based on convolutional block upsampling network
[NO] 1448/1561 | Multimodal Knowledge Graph Construction and Application in Smart Curriculum
[NO] 1449/1561 | An Improved YOLOv8-Based Method for Citrus Leaf Disease Recognition in Natural Scenes
[NO] 1450/1561 | A Lightweight Hybrid CNN–Transformer Model for Liver Lesion Detection with Cloud-based Deployment
[NO] 1451/1561 | Enhancing Urban Object Re-Identification With Part-Aware Transformers and Semantic-Guided Retrieval
[NO] 1452/1561 | Adaptive control for hybrid stochastic delay systems based on LaSalle’s invariance principle
[YES] 1453/1561 | Custom VLSI Framework for Real-Time Video Background Adaptation
[NO] 1454/1561 | Improving Multiple Intelligence Learning Style Classification in E-Learning Using Feature Selection - Sequential Floating Forward Selection (SFFS) Technique
[NO] 1455/1561 | Design Health Care Monitoring System Using ESP32 Controller Based on Cloud Computing
[NO] 1456/1561 | A Logical Robotic Arm Fabrication to Perform Human Tasks and Monitoring Purposes Using Deep Learning Methodology
[NO] 1457/1561 | Binary Code Featureless Mutation Approach Based on Encryption and Compression Consistency
[NO] 1458/1561 | AI-Powered Simulation for Optimizing Ambulance Dispatch and Emergency Response
[NO] 1459/1561 | Proof of Concept: Low-Cost Pressure Sensors Fabricated with a Modified Microhole Inter-Etch and Sealing (MIS) Process
[YES] 1460/1561 | Visionary Code: An AI-Driven Platform for Blind and Visually Impaired Programmers
[NO] 1461/1561 | Real-Time Stock Trading Simulation using Cloud Computing and Interactive Analytics with AI
[NO] 1462/1561 | Optimal Current Sharing and Voltage Regulation in DC Microgrid Clusters Using a Hybrid ANN–GWO-Based Fixed-Time Consensus Algorithm
[NO] 1463/1561 | Adaptive Optimal Control for DC-Bus Integration with A Single-Phase Microgrid Under Uncertain System Dynamics
[NO] 1464/1561 | AI-driven Dried Coconut Classification Using Computer Vision
[NO] 1465/1561 | Monitoring and Analysis System for the Growth Environment of Radix Codonopsis Pilosulae Based on DeepSeek-V3 and Internet of Things (IoT) Technology
[NO] 1466/1561 | Automated Analysis of Exam Questions Based On Bloom’s Taxonomy
[NO] 1467/1561 | Resident Issue Reporting System with AI-Powered Predictive Analytics and Blockchain Transparency
[NO] 1468/1561 | Leveraging Post-Quantum Cryptography in Digital Signatures for Enhanced Security in Quantum Computing Threat
[NO] 1469/1561 | A Comprehensive Review of Deep Learning and Machine Learning Approaches for Detecting Plant Nutrient Deficiencies and Diseases
[NO] 1470/1561 | Multi Scale Attention Based Hybrid Resnest-Capsnet Deep Learning Model for Diabetics Retinopathy Detection
[YES] 1471/1561 | Exploring the Role of AI in Transforming Programming Education at Universities: Qualitative and Quantitative Insights
[NO] 1472/1561 | Dual-Attention Graph Neural Networks for SpatioTemporal Crime Forecasting and Patrol Optimization
[NO] 1473/1561 | Two-Person Action Surveillance via Multi-Modal Feature Optimization and Markov Model
[NO] 1474/1561 | Unsupervised Video Anomaly Detection Based on Dual-Branch Feature Refinement and Multi-Scale Dilated Dense Integration
[NO] 1475/1561 | Deep Reinforcement Learning-Based Error Correction Method for Secure Data Transmission
[NO] 1476/1561 | Twinshield: A Dual-Phase System for Detecting and Extracting Backdoors in VLMS
[NO] 1477/1561 | Compressing Quantum Circuits via Learning Hermitian Operators
[NO] 1478/1561 | Computer Vision-Driven Crop Disease Identification System for Yield Enhancement
[NO] 1479/1561 | Cryogenic Sensor Performance Testing Methods and Data Analysis
[NO] 1480/1561 | An IoT-Enabled Solar-Powered Multi-Crop Thresher with Real-Time Efficiency Monitoring: Design and Development
[NO] 1481/1561 | Efficient CUDA-Based GNSS Tracking Architecture for High-Rate BeiDou B3I Signals
[NO] 1482/1561 | An Integrated Agentic AI System for Early Nephropathy Risk Prediction and Prescription Safety
[NO] 1483/1561 | PlantHealthNet: An Efficient CNN Model for Disease Diagnosis and Pesticide Recommendation
[NO] 1484/1561 | Underwater Image Enhancement Based on Diffusion Model
[NO] 1485/1561 | Secure Remote Access: A Scalable VPN Framework using Machine Learning-based Intrusion Detection with Random Forest
[NO] 1486/1561 | Adaptive Cognitive Digital Twin Framework for Efficient Smart City Operations
[NO] 1487/1561 | APRIX - Anomaly Powered Retail Index
[NO] 1488/1561 | EvoTexFit: Perceptually Aware and Efficiently Adaptable Framework for Fashion Image Editing
[NO] 1489/1561 | Establishing Ensemble Boosting Algorithm Based Models with SMOTE to Forecast the Initial Vulnerability of Gastric Cancer (GC) with Patient Dataset
[NO] 1490/1561 | Performance Evaluation and Comparative Analysis of Energy-Efficient Clustering of Data Routing Protocols for WSNs
[NO] 1491/1561 | OvaAI: HyperFused Multi-Modal Deep Learning and Graph-Augmented Diagnostics for Early Ovarian Cancer Detection
[NO] 1492/1561 | A Secure Cloud-Based EHR System Integrating Advanced Blockchain Technology with an Attribute-Based Cryptosystem
[NO] 1493/1561 | Architecting Resilient Global Network Infrastructure: Lessons from the Move Off Corp Modernization Program
[NO] 1494/1561 | Control System Performance Evaluation Method Based on Improved Hellinger Distance under Sensor Degradation
[NO] 1495/1561 | A Composite Approach for Gear Angular Displacement Measurement and Degradation Diagnosis Based on TMR Sensors and Eddy Current Effects
[NO] 1496/1561 | Predictive Modeling of Academic Success Based on Real-Time Learning Behaviors in LMS Platforms
[NO] 1497/1561 | Privacy-Preserving Glaucoma Detection Through Blockchain-Enabled Federated Deep Learning
[YES] 1498/1561 | Hybrid Graph-Transformer Framework for Intelligent Pseudocode to Source Code Synthesis
[NO] 1499/1561 | Internet of Things in the Era of Smart Applications: Emerging Trends and Future Challenges
[NO] 1500/1561 | Advancing Post-Quantum Cryptography: NIST's Standardization Efforts
[NO] 1501/1561 | The Influence of Single Parameter Changes on Subjective Experience and Ordering Performance of Electrotactile Cues
[NO] 1502/1561 | KNightCore: An Ultra-Lightweight NTT-Based Polynomial Multiplier for ML-KEM on Resource-Constrained Platforms
[NO] 1503/1561 | ICICCS 2025 TOC
[NO] 1504/1561 | PuneCon 2025 Schedule
[NO] 1505/1561 | Task Offloading and Resource Optimization Based on Dependency-Aware Graph and Collaborative Deep Reinforcement Learning in Mobile Edge Computing
[NO] 1506/1561 | Performance Evaluation and Experimental Validation of a Three-Level Neutral-Point-Clamped Inverter with 240CPWM
[NO] 1507/1561 | Explainable Anomaly Detection in Dynamic Heterogeneous Graphs via Relation Evolution
