[2026-09-18 23:54:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-17
正在获取论文...
[arXiv] 2026-09-17 | Converging Naming Styles, Persistent Network Locality: GitHub in the LLM Era
[NO] 1432/2000 | CMR-GAN: Covariance Matrix Reconstruction for Coherent DOA Estimation
[NO] 1433/2000 | TwinCardioNet: Digital Twin-Assisted AIoT Framework for Early Cardiac Disease Detection
[NO] 1434/2000 | Real-Time Edge AI Camera-Radar Fusion for MOT with YOLOv11 and ByteTrack
[NO] 1435/2000 | Exploring Temporal Amplitude Envelopes for Robust Deepfake Audio Detection
[NO] 1436/2000 | A Review of High Current Density Power Modules
[NO] 1437/2000 | ReplenishGPT: Agentic AI for Autonomous Store-Level Replenishment Decision in Cloud-Native Retail Supply Networks
[NO] 1438/2000 | Study on the strength and microstructure of the ultrasonic-assisted solder of aluminum alloys
[NO] 1439/2000 | An Adaptive Multi-Encryption Protocol for IoT Networks using Transit Search Optimization
[NO] 1440/2000 | Spatial Autoregressive Quantile Regression Modeling of Provincial Poverty Prevalence in Indonesia Using Queen Contiguity Weights
[NO] 1441/2000 | Hybrid Qualification in Virtual Factory: A Data-Driven Framework for Cross-Site Manufacturing Consistency
[NO] 1442/2000 | Low-CTE Underfill with Monodisperse Mesoporous Silica Nanofillers for 2.5D Packaging
[NO] 1443/2000 | Forecasting the Stock Price of PT Kalbe Farma Tbk using Hybrid Methods
[NO] 1444/2000 | Integrated Sentiment Analysis and Demand Forecasting for Public Service Evaluation
[NO] 1445/2000 | Signsight: An Edge-AI Based Multimodal Assistive Framework for OCR, Isolated Sign Recognition, and Scene-to-Speech Feedback
[NO] 1446/2000 | Fuzzy Quantum Logic Decision Trees for Interpretable Classification
[NO] 1447/2000 | Simulation and optimization study of bottom-up TSV electroplating process based on multi-physics coupling and additive competitive adsorption
[NO] 1448/2000 | Data-Free Quantization of Medical Image Segmentation Models via Generative Feature Priors
[NO] 1449/2000 | A Paradigm Shift in Digital Trust: A Cybersecurity Analysis of Zero-Knowledge Proofs
[NO] 1450/2000 | Electrografting of Ultralow-k Films on Si(111) via Sterically Hindered Diazonium Chemistry
[NO] 1451/2000 | Physics-Informed Predictive Resilience Framework for Offshore Wind Farms Under Extreme Weather Uncertainty
[NO] 1452/2000 | Table of Contents
[NO] 1453/2000 | Graph-Based Spatio-Temporal Deep Learning Framework for Autism Spectrum Disorder Prediction Using Gait Dynamics
[NO] 1454/2000 | Ai-Driven Compact Gene Expression Biomarkers for Multi-Cancer Diagnosis
[NO] 1455/2000 | Synthesis of Bio-based Accelerator and Its Performance Study for Epoxy Molding Compounds
[NO] 1456/2000 | Transient Stability Analysis of Multiple Grid-Forming SVGs in a Renewable Energy Sending-End Power Grid
[NO] 1457/2000 | Emotune: Exploring Context-Aware LLM Support for Driver Emotion Regulation
[NO] 1458/2000 | Student Research Track: Observing School-Age Child Group Crossings from Bird's-Eye View for Behavioural Research
[NO] 1459/2000 | From Papers to Production: Opportunities and Challenges in Academic Automotive HMI Research Translation - An Expert Interview
[NO] 1460/2000 | EFCA: A Federated Learning Framework for Continuous Physiological Data Analysis in Diabetes Management with Validation
[NO] 1461/2000 | Computational Fluid-Structure Interaction in a Complete Left Heart Model with Bioprosthetic Valves
[NO] 1462/2000 | Design of an AI-Based Personalized Artwork Recommendation System
[NO] 1463/2000 | Grammarless Language Generation Algorithm Based on Idiotypic Artificial Immune Network
[NO] 1464/2000 | A Comparative Study of Machine Learning-Based Short-Term Precipitation Forecasting Models in Fuzhou
[NO] 1465/2000 | ECG Classification Model Based on Multi-View Image Fusion
[NO] 1466/2000 | Spectral-Persistent Hierarchical Analysis of the Garden of Humble Administrator: A Transformer-Enhanced Space syntax Method
[NO] 1467/2000 | A Study on a Voice-Interaction-Based Electronic Health Record Data Entry Assistance System
[NO] 1468/2000 | Design of Emotion-Aware Intelligent Therapeutic Toys: A Machine Learning‑Based Study of Multimodal Affective Experience Using Random Forest
[NO] 1469/2000 | Design of Intelligent Sensory Integration Educational Tools for Children Based on Embodied Cognition: A Human–Computer Interaction Approach
[NO] 1470/2000 | Proceedings of the 18th International Conference on Automotive User Interfaces and Interactive Vehicular Applications
[NO] 1471/2000 | Designing for Anticipation: Centring Cyclist Perspectives on Trust for Automated Vehicle Interaction
[NO] 1472/2000 | 2026 International Conference on Intelligent Digitization of Systems and Services (IDSS)
[NO] 1473/2000 | Dual-Gated p-Type Tellurium Transistors with High Drive Current, Large ON/OFF Ratio, and Improved Bias-Temperature Stability
[NO] 1474/2000 | Rhomboid Flap Simulations under Anisotropic Skin Tension Conditions: A Shape-based Validation Study through Porcine Experiments and Patient Photograph Analysis
[NO] 1475/2000 | Asymmetric Mode Competition Excitation and Suppression in a Triple-Band Frequency-Agile High-Power Microwave Oscillator
[NO] 1476/2000 | Select Less, Drive Better: Efficient and Generalizable E2E Autonomous Driving With Foundation Models Via Stochastic Patch Selection
[NO] 1477/2000 | An Optical Intensive Electric Field Sensor Based on LiNbO
                    <sub>3</sub>
                    Crystal for Measuring Both the AC and DC Electric Fields
[NO] 1478/2000 | An Optimization Framework for Intraoperative Suture Planning via Physics-Aware Differentiable Graph Neural Network-Based Surrogates_supp2-3734895.mp4
[NO] 1479/2000 | AdaFuse: Generative Spatio-Temporal Fusion for Daily 10 m Land Surface Temperature Estimation with Domain Adaptation_supp1-3734360.pdf
[NO] 1480/2000 | Prompting Large Language Models with Partial Knowledge for Answering Questions with Unseen Entities
[NO] 1481/2000 | Cross-Dataset Stability of EEG Power Band Features for Seizure Detection: A SHAP-Based Explainability Analysis
[NO] 1482/2000 | An Intent-Coverage-Driven Hybrid Semantic Retrieval Framework for Diversified Web Search
[NO] 1483/2000 | Characterizing Why Inference-Time Interventions Fail to Mitigate Sycophancy in LLMs
[NO] 1484/2000 | Research on Cloud-Edge-Device Collaborative Computing Framework and Load Balancing Strategy for Highway Construction Safety Early Warning
[NO] 1485/2000 | A Method for Formulating Fire Accident Emergency Plans Based on Case-Based Reasoning
[NO] 1486/2000 | Realized Volatility Prediction Based on JANET Model
[NO] 1487/2000 | A Machine-Learning-Based Early Warning Model for Corporate Cash Flow Security
[NO] 1488/2000 | A Tunable Adjustable Window for Digital FIR Filter Design with Enhanced Spectral Properties and Performance Evaluation
[NO] 1489/2000 | AI-Driven Resource Allocation in 6G: A Reinforcement Learning Approach for Sustainable and Energy-Efficient Network Operation
[NO] 1490/2000 | A Survey on Artificial Intelligence Techniques for Fetal Abnormality Detection
[NO] 1491/2000 | Optimizing Queueing in Passport Offices
[NO] 1492/2000 | A Secure and High-Efficiency Packetized Test Network Architecture for Complex SoCs
[NO] 1493/2000 | Design and Integration of an ISP Pipeline on the Kria KV260 SoC for Embedded Vision Applications
[NO] 1494/2000 | An LSTM-Based Framework for Classification of Marine Oil Spills and Related Pollution Events in the Bulgarian Black Sea and Danube Coastal Zone
[NO] 1495/2000 | Integrating Solid-State Energy Harvesting with Advanced Power Systems for Sustainable Urban Infrastructure
[NO] 1496/2000 | Zero-Day Exploits at the Boundary: A Comparative Analysis of Network-Layer and Application-Layer Attack Vectors, Detection Mechanisms, and Mitigation Strategies
[NO] 1497/2000 | THG-RiskChain: Temporal Heterogeneous Graph Risk Propagation with Consortium Blockchain for Airport Baggage Anti-Smuggling
[NO] 1498/2000 | 3D MRI Brain Image Enhancement and Brain Tumor Detection with Symbolic Reasoning
[NO] 1499/2000 | Rate-Distortion Analysis of Collective Chemotaxis in Cell Clusters
[NO] 1500/2000 | When Robots Patrol: Rethinking Authority in the Age of Automation
[NO] 1501/2000 | Sub-Basin Scale Quantification of Land Use Change Impacts on Flood Susceptibility Mapping Using Random Forest and XGBoost
[NO] 1502/2000 | An Evanescent-Mode Rectangular Waveguide Bandpass Filter Using Post Arrays
[NO] 1503/2000 | GIS-AHP Renewable Energy Siting with Deep Reinforcement Learning and Digital Twin Battery for 24/7 Carbon-Free Dispatch in Sri Lanka
[NO] 1504/2000 | Investigation and improvement of Delamination Failure in LQFP 10×10 Dual-Die Package
[NO] 1505/2000 | Multi-Adapter Qlora for Cross-Domain Financial Fraud Detection
[NO] 1506/2000 | XRAG-CJG: A Trust-Aware and Explainable Retrieval Framework for Reviewer Recommendation
[NO] 1507/2000 | Bite-Fuse: a Multimodal Temporal-Spectral Fusion Model for Bilateral Temporal Lobe Epilepsy Analysis
[NO] 1508/2000 | Interactive 3D Car Customization for Augmented Reality and Virtual Reality Applications
[NO] 1509/2000 | Digital Twin-Enabled Explainable Multi-Agent Deep Reinforcement Learning for Adaptive Cross-Layer Hybrid IoT Communication Networks
[NO] 1510/2000 | AI-Powered IoT-Based Early Fire Detection with Multimodal Sensor Fusion and Acoustic Suppression
[NO] 1511/2000 | IoT-Enabled Smart Safety System for Real-Time Fire Detection and Suppression in Firecracker Manufacturing Industries
[NO] 1512/2000 | Water Conservation Strategies for Achieving Sustainable Development Goal 6 in Water and Sanitation in Sri Lanka
[NO] 1513/2000 | Event-Based Atmospheric Transport Analysis of Volatile Organic Compounds to Antarctica
[NO] 1514/2000 | WiMT-Net++: Cross-Dataset Wavelet-Infused Multi-Scale Transformer with Self-Supervised Feature Alignment for Robust Heart Sound Classification
[NO] 1515/2000 | Assessing Physics-Informed Neural Networks in Streamflow Predictions for Tropical Monsoonal Basins in Sri Lanka
[NO] 1516/2000 | Front Cover
[NO] 1517/2000 | Characterization of Mechanical Deformation Resistance of a Novel Interconnection Solder Based on Porous Copper-Filled SAC305 for Deep Space Exploration
[NO] 1518/2000 | FPGA-Based Hardware Accelerator for U-Net: A Resource-Efficient, Pipelined Micro-Architecture for Real-Time Image Segmentation
[NO] 1519/2000 | Warpage Study of Heterogeneous Integration in Die-first and Die-last FOWLP
[NO] 1520/2000 | Stress simulation study on Panel level fanout packaging of Multi-MOS modules
[NO] 1521/2000 | Drive-AdaDiT: Adapting DiT with Hybrid Attention for Multi-View Driving Scene Video Generation
[NO] 1522/2000 | PlugNDetect A Lightweight Plug-and-Play Adapter for Cross-Domain Object Detection
[NO] 1523/2000 | A Low-Profile Wideband Circularly Polarized Integrated Antenna with Board-Level Packaging for K-Band Applications
[NO] 1524/2000 | Multilayer Structured Thermally Peelable Electromagnetic Shielding Film for PCBA-Level Conformal Shielding
[NO] 1525/2000 | GNDO-Based Optimal PV-STATCOM Relocation in Distribution Systems
[NO] 1526/2000 | Comparative Study of Surface Coatings for Enhancing the Durability of Concrete
[NO] 1527/2000 | 2026 International Conference on Smart Data, Intelligence, and Analytics (ICoSDIA)
[NO] 1528/2000 | Hybrid Graph Neural Network Framework for Anomaly-Based Detection and Visualization of Suspicious Bank Transactions
[NO] 1529/2000 | Lightweight CNN-Based Embedded System for Li-Ion Battery Fault Diagnosis
[NO] 1530/2000 | Manifold Integrated Cold Plate for High Power Computing Applications
[NO] 1531/2000 | Federated Continual Meta-Learning and Graph Neural Network-Based Predictive Self-Healing Framework for Privacy-Preserving Hybrid Iot Communications
[NO] 1532/2000 | Optimization and Reliability Investigation of Nano-Copper Sintering Technology for SiC MOSFET Devices
[NO] 1533/2000 | FishMate: An IoT-Enabled Decision Support System Using Hybrid Ensemble Machine Learning for Predicting Safe and Optimal Fishing Zones for Small-Scale Vessels in Sri Lanka
[NO] 1534/2000 | Thermo-Mechanically Coupled TPF-CZM for Crack Evolution Analysis in IMC Layer Structures
[NO] 1535/2000 | A Comprehensive Survey on Livestock Behavior Detection: From Traditional and Sensor-Based Methods to Deep Learning Approaches
[NO] 1536/2000 | Contact-Free BMI Estimation from Dual-View Body Silhouettes Using Deep Learning
[NO] 1537/2000 | Performance Characterization and Statistical Analysis of Waste-Derived Coconut Coir Fibre Composite Ceiling Panels with Binary, Ternary, and Quaternary Binder Combinations
[NO] 1538/2000 | Transformer Health Prediction Using Explainable Machine Learning and Predictive Analytics
[NO] 1539/2000 | Crack Propagation Risk Assessment in High Aspect Ratio TGVs in Glass Substrates during Annealing and Lamination Processes
[NO] 1540/2000 | Sentiment Analysis of Citizen Reviews in Digital Public Services: A Comparison of TF-IDF and Multilingual BERT Representations for the iJakarta Digital Library
[NO] 1541/2000 | Threshold-Oscillator-Based Binary Computing Using Cell Models
[NO] 1542/2000 | A Retention-Based Framework for Feature Selection in High-Dimensional Tabular Data
[NO] 1543/2000 | Establishment and Ground-Based Characterization of Natural Reference Sites for UAS Gamma Spectrometry Standardization
[NO] 1544/2000 | A Multi-Dimensional Stochastic Optimization Framework for Power System Planning with High Renewable Energy Penetration
[NO] 1545/2000 | Iterative Calculation of Reliability Probability Power Flow and Analysis of Convergence Characteristics of Risk Boundary in Distribution Network with Distributed Generation Access
[NO] 1546/2000 | Adaptive Mean Flow for Responsive Closed-Loop Robot Control
[NO] 1547/2000 | Target Localization in Distributed FDA-MIMO Radar Using Factor Graph
[NO] 1548/2000 | Online Assessment of Current Transformer Metering Performance Based on a Multi-Scale Adaptive Graph Neural Network
[NO] 1549/2000 | A Fast Efficiency Map Estimation Method for Axial-Flux Permanent-Magnet Motors
[NO] 1550/2000 | Power-Circle-Based Two-Layer Virtual Impedance Decoupling Control for Grid-Forming Energy Storage Converters
[NO] 1551/2000 | Interval Volume-Priority Clearing for Electricity Markets with Renewable Participation
[NO] 1552/2000 | Movable Antenna-Aided MIMO SWIPT Networks
[NO] 1553/2000 | Modeling Misinformation Risk: Severity Classification of Brand-Related Fake News using Transformer Models
[NO] 1554/2000 | Machine Learning Techniques for Context-Aware Data Aggregation and Filtering in the Internet of Things
[NO] 1555/2000 | A Parasitic Error Self-Compensating ZTT Nano-Alignment Device for Advanced Packaging
[NO] 1556/2000 | Teachers' Readiness and Perceptions towards AI-Enhanced Teaching and Learning Tools: The Role of Gender and Training
[NO] 1557/2000 | Cost Effective and Reliable Rework Process for BGA with Head-in-Pillow Defect
[NO] 1558/2000 | Random Vibration Analysis and Reliability Evaluation of CQFP Packaged Devices with Different Shoulder Widths
