[2026-07-24 23:02:43] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[NO] 1427/1796 | Green Autoscaler for Performance Aware Microservices: a Machine Learning Approach
[NO] 1428/1796 | Cooperative Target Tracking Control for Multiagent Systems: An Event-Based Aperiodic Observation Method
[NO] 1429/1796 | Digitalization of quality management in knowledge-based organizations: challenges and artificial intelligence-based solutions
[NO] 1430/1796 | Organizational Coupling as a Leading Indicator of Microservice Architecture Degradation
[NO] 1431/1796 | Cyber Resilience Assessment of Smart Port Infrastructures through Secure Handshake Protocols and Supersingular Isogeny-Based Post-Quantum Cryptography
[NO] 1432/1796 | Software supply chain attacks in 2025–2026: comparative analysis of attack vectors, OSINT sources and design of a Machine Learning architecture for early warning
[NO] 1433/1796 | A Review of Delay-Tolerant Networks for IoT: Multi-Dimensional Taxonomy and Deployment Perspectives
[NO] 1434/1796 | Low Displacement Rank Dictionary Learning_supp1-3716412.pdf
[NO] 1435/1796 | ECAI 2026 List Reviewer Page
[NO] 1436/1796 | Characterization and
                    <sup>131</sup>
                    I tests with the MACACO III+ Compton camera
[NO] 1437/1796 | Operational eXploration and Inspection DEvice (OXIDE): A Simulation-Based Design Feasibility Study for Autonomous Corrosion Detection in Industrial Infrastructure
[NO] 1438/1796 | A Physics-Informed Neural Network Framework Leveraging Deterministic Learning and Statistical Constraints for Bearing Fault Diagnosis
[NO] 1439/1796 | Comparative Case Study on Vehicle Classification Using Inductive Loop Detectors and Camera-Based ANPR/MMR Systems
[NO] 1440/1796 | Corrections to “Detection of Spark Erosion on Insulated Rail Joints by Deep Learning”
[NO] 1441/1796 | Quantum Key Distribution-as-a-Service (QKDaaS) for Smart Megacities: A Satellite Based Framework and Performance Benchmarking
[NO] 1442/1796 | Steam Generator Technologies and Design Approaches for Generation IV Lead-Cooled Fast Reactors
[NO] 1443/1796 | Transformer-Based Detection of Colonic Peristalsis Excitement in Spinal Cord Injured Mice via Electrocolonogram Signal Processing
[NO] 1444/1796 | High-Performance Graph Processing on NVMe SSDs via Chunk-Based Representation and Access
[NO] 1445/1796 | Towards Minimized Cost for Wide Stripe Generation via Incremental Stripe Merging in Distributed Storage
[NO] 1446/1796 | Enhancing Readability of Telugu Text Summarization Using Multi-scale Attention and Bio-inspired Optimization
[NO] 1447/1796 | Study on the Effect of Contact Force on Joule Heating in High-Voltage Disconnectors Based on COMSOL Multiphysics Simulation
[NO] 1448/1796 | DDCLS 2026 Copyright Page
[NO] 1449/1796 | Committee Lists
[NO] 1450/1796 | Budget-Aware Cost-Efficient Edge AI Inference for Data Streams Via Blockchain-Empowered Auctions_supp1-3711102.pdf
[YES] 1451/1796 | A Combined-Field Boundary Element Formulation for the Electromagnetic Modeling of Multiscale Interconnects and Integrated Passive Components from DC to Millimeter-Wave Frequencies_supp3-3715919.pdf
[NO] 1452/1796 | Best Student Paper Award Finalists
[NO] 1453/1796 | Title Page iii
[YES] 1454/1796 | Doping Enabled Clustering based Class Imbalance Handling for Software Defect Detection using Heterogeneous Stacking_supp7-3716176.docx
[NO] 1455/1796 | Analysis of Successive Interference Cancellation Algorithm Operation in Receiving a 16-QAM Signal in a PD-NOMA System with user Power Allocation based on Fibonacci Numbers
[NO] 1456/1796 | Optimization of Slot–Pole Combinations for Hairpin-Wound Synchronous Reluctance Motors Using a Gradient-Based Algorithm
[NO] 1457/1796 | Interactive Attention-Based Hybrid Temporal Modeling for Online Ion Prediction in Hydrometallurgical Zinc Purification
[NO] 1458/1796 | Stabilization of Randomly Sampled Networked Control Systems under Hybrid Cyber-Attacks
[NO] 1459/1796 | CDEAR: A Coordinated Dual-End Adaptive Driving Scheme for Voltage Compensation in Memristor Crossbar Arrays
[NO] 1460/1796 | Evaluating the Impact of Time Synchronization Accuracy on the Quality of Multi-agent Computer Network Control Systems
[NO] 1461/1796 | Impact of Clock Gating on IC Delay Testing: Experimental Results
[NO] 1462/1796 | Fault Root Cause Diagnosis for Industrial Process Using Echo State Network-Based Granger Causality
[NO] 1463/1796 | Industrial Process Fault Detection Based on Self-supervised Multi-scale Principal Component Spectrum Analysis
[NO] 1464/1796 | Dynamic Event-Triggered Prescribed-Time Optimal Attitude Control for Helicopters
[NO] 1465/1796 | Development and Simulation of f Quartz Biharmonic Oscillator Circuit With Frequency Multiplicaty of Two
[NO] 1466/1796 | Key Aspects of Determining the Level of Fractional Noise in Synthesizers with Fractional Variable Frequency Dividers Using Delta-Sigma Modulators
[NO] 1467/1796 | The Rise and Fall of Canada’s Radar Industry: Research Enterprises Limited, 1940-46
[NO] 1468/1796 | Variability-Aware Statistical Read Stability and Yield Analysis of 6T and 8T SRAM Cells in 45 nm CMOS Technology
[NO] 1469/1796 | Radar and Radio Astronomy: the Dual Legacy of Ruby Payne-Scott
[NO] 1470/1796 | Fed-Equilibrium Framework for Topological Pareto Control in Robust and Fair Clinical Federated Learning
[NO] 1471/1796 | Air Conditioning Load Forecasting Based on Optimized LSTM-Multi-Head Attention Hyperparameters
[NO] 1472/1796 | Finite-iteration learning identification of first-order hyperbolic distributed parameter systems
[NO] 1473/1796 | BHARAT-TPM: Micro-Architecture Design of AXI Enabled AES Hardware Accelerator for RISC-V Trusted Platform Module
[NO] 1474/1796 | Spatiotemporal Analysis of VIIRS Satellite Observations and Network Traffic During the 2025 Manitoba Wildfires
[NO] 1475/1796 | A Concurrent Queue System for Multi-GPU Platforms: Application to Bellman-Ford SSSP
[NO] 1476/1796 | Multi-task-based Finite-time Control for Second-order Multi-agent Systems
[NO] 1477/1796 | Accurate Fuel Level Estimation in Automotive Systems through Machine Learning
[NO] 1478/1796 | Enabling Efficient Vectorization in Particle-In-Cell Monte Carlo Simulations on X86 and RISC-V
[NO] 1479/1796 | Evaluation of Retrieval-Augmented Reasoning for Robotic Manipulation
[NO] 1480/1796 | Hydrodynamic and Predictive Modeling of Microbial Fuel Cells toward Self-Powered Energy Harvesting
[NO] 1481/1796 | Coupling of Innovation Ecosystem of Automobile Industry Under the Background of Intelligent Internet of Things and Intelligent Communication
[NO] 1482/1796 | Application of Big Data Analysis in Evaluation of College Chinese Learning Effectiveness
[NO] 1483/1796 | AISA: A Hybrid Human-AI Evaluation Framework for Trustworthy AI Benchmarking
[NO] 1484/1796 | Randomized DFT Spread Spectrally Efficient Frequency Division Multiplexing_supp1-3714695.pdf
[NO] 1485/1796 | Photoacoustic spectroscopy gas sensing system based on streamlined shunt dual resonant photoacoustic cell
[NO] 1486/1796 | A Study on AI Readiness and Bias Risk in AI Based Recruitment Evidence from Selected IT Companies
[NO] 1487/1796 | Regularization-Enhanced Federated Class-Incremental Learning with Generative Replay for Smart Edge
[NO] 1488/1796 | Towards Reasoning-centric Video Object Segmentation via Multi-modal Large Language Models
[NO] 1489/1796 | Control-Aware Handover for Low-Altitude UAV in LEO Satellite-Ground Integrated Wireless Networks
[NO] 1490/1796 | NOMAC-IRSA: A Novel Grant-Free Access Scheme for Distributed Random Access Systems
[NO] 1491/1796 | Single Inductor Pulsating DC/DC Converter With Current Observer Tracking Control for VCSEL Laser Drivers
[NO] 1492/1796 | IEEE Transactions on Industrial Electronics Publication Information
[NO] 1493/1796 | Automated Multiclass IoT Network Traffic Classification Using AutoAI
[NO] 1494/1796 | Prospects and Challenges of E-Government Adoption: A Comprehensive Literature Review
[NO] 1495/1796 | Tunable Optical Diffractive Neural Network for OAM Mode Demultiplexing and Beam Steering
[NO] 1496/1796 | PhyTrace: Tracing Physical Inconsistency in AI-Generated Images via ISP Emulation
[NO] 1497/1796 | Backward-Informed Tightly-Coupled PPP-AR/INS Smoothing for Single-BDS Airborne Positioning and Orientation
[NO] 1498/1796 | Towards Safer Urban Mobility: YOLO-Driven Detection of Road Irregularities for Smart City
[NO] 1499/1796 | An Agentic Multi-Modal Unstructured Data Preprocessing Framework with LLM-Guided Orchestration and Quality-Driven Validation
[NO] 1500/1796 | Real-Time AFDX Network Analysis and Fault Diagnosis in Unity
[NO] 1501/1796 | UV-Based Surface Activation for Morphology-Controlled Die-to-Die Cu/SiO
                    <sub>2</sub>
                    Hybrid Bonding
[NO] 1502/1796 | Robust Multi-Sensor Fault Diagnosis of Induction Motors Using LSTM-Attention Networks
[NO] 1503/1796 | Partial Discharge based on Charge Behavior under Electric-Flow-Thermal Coupling Fields
[NO] 1504/1796 | Benchmarking Deep Neural Network Architectures for Pothole Detection Using Matlab
[NO] 1505/1796 | ITS-Based Reversible Lane Management on a Seasonal Coastal Road Capacity Analysis for DN39 Eforie Nord Romania
[NO] 1506/1796 | Carbon Transparency Blockchain in Renewable-Rich Hydrogen Energy Smart Ecosystems
[NO] 1507/1796 | Title Page iii
[NO] 1508/1796 | Direct Iterative Feedback Tuning of Anti-Windup Fuzzy Control of Small Rescue Mobile Robot
[NO] 1509/1796 | HairMixer: A Hairstyle Recommendation and Simulation System Based on Facial Structure Using Convolutional Neural Networks
[NO] 1510/1796 | Lateral-Vertical Coupled Nonlinear Resonance Behavior in High-Temperature superconducting Pinning Maglev Train with Electromagnetic Compensation Coil
[NO] 1511/1796 | Effects of Operating Temperature on Efficiency in High-Pressure Proton Exchange Membrane (PEM) Water Electrolyzers
[NO] 1512/1796 | Initial Alignment Method for Large Misalignment Angles in SINS/DVL Using Lie Group SE₃(3)
[NO] 1513/1796 | Cross-Layer Scheduling Optimization of 5G-TSN Integrated Networks Based on QoS Mapping and Joint Scheduling
[NO] 1514/1796 | YOLO-Bubble: A Lightweight and High-Precision Instance Segmentation Model for Industrial Bubble Detection with BubConv Enhancement
[NO] 1515/1796 | A Review of Data Preprocessing and Feature Engineering for DGA-Based Power Transformer Fault Diagnosis
[NO] 1516/1796 | A Bioinspired Soft Magneto-Ciliary Tactile Sensor for Direction-Sensitive Interaction Sensing_supp1-3714622.pdf
[NO] 1517/1796 | IEEE Transactions on Transportation Electrification Information for Authors
[NO] 1518/1796 | Table of Contents
[NO] 1519/1796 | Author Index
[NO] 1520/1796 | Copyright Page
[NO] 1521/1796 | Design of Systolic Array Multiplier for Neural Networks
[NO] 1522/1796 | FPGA Implementation of a High-Speed ALU using Booth Multiplier and Kogge-Stone Adder
[NO] 1523/1796 | Machine Learning-Assisted Characterization of Top-Contact Pentacene Thin-Film Transistors
[NO] 1524/1796 | Development of a Streaming Video Transmission System Based on MANET
[YES] 1525/1796 | Efficient Test Pattern Reduction of VLSI Circuits:A Hybrid Approach
[NO] 1526/1796 | End-edge-cloud collaborative architecture for intelligent industrial robots in the Industrial Internet of Things
[NO] 1527/1796 | Value-Added Pathway for Aplication of Data-Driven Method in Engineering Materials
[NO] 1528/1796 | A Safe Reinforcement Learning Algorithm with Adaptive Lagrangian Multipliers
[NO] 1529/1796 | Power Evaluation of Adiabatic Logic in CMOS Circuit at 90 nm Technology
[NO] 1530/1796 | Design and Implementation of a Network of Autonomous LoRa Tags Based on ESP32 and SX1262
[NO] 1531/1796 | Model-Free Adaptive Finite-Time Bipartite Containment Control for Nonlinear MultiAgent Systems
[NO] 1532/1796 | IoT-Based Milk Adulteration Detection System using Random Forest, Support Vector Machine and XGBoost on Raspberry Pi
[NO] 1533/1796 | LTE Traffic Structures and Network Architectur for Multimedia Content Delivery Optimization
[NO] 1534/1796 | Retrieval Augmented Generation Enhanced RLHF Framework for Factuality Verification Improvement
[NO] 1535/1796 | Real-Time AI-Based Polyp Detection and Segmentation in Gastrointestinal Endoscopy Using Deep Learning
[NO] 1536/1796 | Fred, the Friendly Editor
[NO] 1537/1796 | A Cloud Energy Storage Based Energy Management Framework for Energy Internet
[NO] 1538/1796 | Adaptive Epsilon-Controlled MAC Architecture for Energy-Efficient Image Processing
[NO] 1539/1796 | Enhancing Trust in Virtual Characters: The Influence of Familiarity and Varied Eye Contact on Trust in Look-Alike Avatars
[NO] 1540/1796 | Prediction of Exoskeleton Knee Angle Based on Unilateral Lower Limb Information
[NO] 1541/1796 | From Agent Dependency to Financial Autonomy: Smartphone based Inclusive MFS Design for Low-Literate Population
[NO] 1542/1796 | Designing Sode: A Culturally Grounded Web Application for Social-Emotional Learning Among Ghanaian Preschoolers
[NO] 1543/1796 | Energy-Efficient Speed Profile Optimization for Maglev Trains Based on Proximal Policy Optimization
[NO] 1544/1796 | Unsupervised Embedding-Based Clustering for Vehicle Detection Refinement in SAR Imagery
[NO] 1545/1796 | Explainable Pan-Cancer Classification and Biomarker Discovery from mRNA Gene Expression
[NO] 1546/1796 | Evaluating Cross-Dataset Robustness of EEG Emotion Recognition Under Wearable Channel Constraints
[NO] 1547/1796 | Ensemble Machine Learning–Driven QSAR Modeling for Skin Irritation Assessment of Hazardous Compounds
[NO] 1548/1796 | A Novel Genetic Algorithm for Low-Complexity PAPR Reduction in OTFS Modulation
[NO] 1549/1796 | Activation-Guided Rule Evolution in Evolving Fuzzy Predictor for Online Modeling of Nonlinear Dynamic Systems
[NO] 1550/1796 | Uncertainty-Aware Dynamic Multi-Prototype Representation for Out-of-Distribution Detection in SAR Imagery
[NO] 1551/1796 | An Edge-of-Things Multisensor System for Real-Time Home Safety Monitoring Using ESP32 and Home Assistant
[NO] 1552/1796 | Calibrated Multi-Sensor Models for Early Defect Forecasting in Extrusion 3D Printing
[NO] 1553/1796 | Green Emergency Communications in RIS- and MA-Assisted Multi-UAV SAGINs: A Partially Observable Reinforcement Learning Approach
[NO] 1554/1796 | Fast Speech Encryption Technique Using Adjacency Matrix, Dynamic DNA Coding, and Quantum Chaos Map
[NO] 1555/1796 | Design and Experimental Validation of an Excavator End-Effector Position Estimation Method Based on an On-Machine Multivariable Motion Sensor
[NO] 1556/1796 | HARNES: Heuristic Algorithm for Routing and Network Efficiency using SDN in Intelligent Transportation Systems
[NO] 1557/1796 | Calculation Method for Equivalent Ejection Mass of Variable Thrust in the Internal Ballistic Equation of Pyrotechnic Folding Rudder
[NO] 1558/1796 | Collision-Free NN Adaptive Hybrid Optimal Formation Control for Vehicle Platoon Systems
[NO] 1559/1796 | Drive-Cycle-Based System-Level Optimization of an IPMSM Traction Motor Considering Vibration-Induced Loss and Fuel Economy
[NO] 1560/1796 | Decentralized Storage System with Enforced User Control over Data
[NO] 1561/1796 | Predictive Resilience in 5G/6G MEC Infrastructures: Adaptive Entropic Control and Digital Twins within a Multi-Agent Cognitive Framework
[NO] 1562/1796 | ARGUS: A Context-Aware Software Architecture for Smart Environments
[NO] 1563/1796 | Ambiguity-Free Direction Finding Based on Time-Modulated Array Using Multiharmonic Amplitudes
