[2026-02-14 09:19:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-13
正在获取论文...
[ACM] 2026-2-13 | Gender Differences in Class Participation in Online versus In-Person Core CS Courses
[NO] 834/1000 | An Intelligent Lung Cancer Diagnosistic System based Latent Equivariant Quantum Convolutional Neural Network with Improved Orca Predation Algorithm using Histopathological Imaging
[NO] 835/1000 | Secure and Tamper-Proof Exam Center Attendance System using NFC and Encrypted QR Codes
[NO] 836/1000 | AI - Powered Personalised Learning System
[NO] 837/1000 | Research on the Application of KNN and CART Algorithms in Network Security Intrusion Detection
[NO] 838/1000 | Design of a Scalable IoT Edge Node Based on SPI Bus
[NO] 839/1000 | A Hybrid Intrusion Detection Framework using Rough Set-based Feature Selection and SVM Classification
[NO] 840/1000 | CNN-Driven Retinal Images Segmentation
[NO] 841/1000 | Implementation of Artificial Intelligence based Skin Disease Detection using Computer vision Technique
[NO] 842/1000 | Throughput Optimization of Digital Modulation Techniques Across Star and Ad-Hoc Network Configurations in BDsat-01 Maritime Systems
[NO] 843/1000 | Smart Diagnosis of Plant Disease using AI and Imaging Technology
[NO] 844/1000 | Control Strategy for a Boost-Derived LCC Converter with Low Input Ripple and Wide-Range Operation for Fuel Cell Systems
[NO] 845/1000 | High-Frequency Resonant Inverter for Resistive Heating in Electrified Industrial Furnaces
[NO] 846/1000 | Adaptive Educational Platform with Resume Integrated Career Assistance
[NO] 847/1000 | 3D Mapping Navigation System using Lidar
[NO] 848/1000 | Voice-Enabled Personalized Tutoring System for Rural English Learners
[NO] 849/1000 | Modulation Adaptation Method to Reduce Switching Losses in Three-Level Converters Using Delta-Sigma Modulation
[NO] 850/1000 | Bidirectional Multilevel Solid-State Transformer for Medium-Voltage EV Charging Stations with Vehicle-To-Grid Capability
[NO] 851/1000 | Channel Estimation for mmWave mMIMO Systems with Mixed-ADC: Conditional Generative Adversarial Network and Deep Transfer Learning
[NO] 852/1000 | Design of Multi-frequency Digital Lock-in Amplifier Based on Multi-sine Coherent Sampling
[NO] 853/1000 | An Efficient, Identifiable and Abortable Multi-Party Signature Scheme for VANETs
[NO] 854/1000 | Analytical Modeling of Multi-DOF Permanent Magnet Linear Braking via Equivalent Circuit Method
[NO] 855/1000 | ICUIS 2025 TOC
[NO] 856/1000 | Cyber-Physical Security of Virtual Power Plants: A Survey
[YES] 857/1000 | Bringing Interactive Learning to Industrial IDEs: Kotlin Notebook and LLM-Generated Exercises
[NO] 858/1000 | LayerStudio: A Visual Approach to Building Neural Networks
[NO] 859/1000 | Actually Achieving "A's for All" (as Time and Interest Allow)
[NO] 860/1000 | Improving Students' Algorithmic Mathematical Competency via In-class Activities: New Course Materials and a Preliminary Multi-Section Study
[NO] 861/1000 | A Call for Critical Technology to Enable Innovative and Alternative Grading Practices
[NO] 862/1000 | Exploring Transitions of Graduates From an Online Master's in Computer Science Program to Doctoral Programs
[NO] 863/1000 | Empowering Neurodiverse Talent in Cybersecurity Through Fair and Inclusive AI Education
[NO] 864/1000 | A Replication Study on Student Expectations on CS Tutors: Understanding Roles and Labors of Tutors
[NO] 865/1000 | Integrating Industry AI/ML Practices into Academia: Towards Bridging the Industry/Academia Gap
[NO] 866/1000 | The Ursinus WebIDE: A Serverless Browser-Based Development Environment for Student Practice and Rapid Instructor Exercise Development
[NO] 867/1000 | Teaching with AI
[NO] 868/1000 | A Sound Approach: Mitigating Distance Compression in Virtual Reality with Spatially Incongruent Real-World Sounds
[NO] 869/1000 | Empowering Computer Science Teachers by Integrating AI into Learning Environments
[NO] 870/1000 | Tracing Code Through History and Time: Unplugged Computing Across K–16 Classrooms
[YES] 871/1000 | Prompting through Decomposition: Evaluating the Efficacy of Problem Decomposition Diagrams for Code Generation
[NO] 872/1000 | Enhancing the Accuracy of Airborne Vehicle Detection Model using AI Technique
[NO] 873/1000 | Scalable Task Scheduling in Cloud Environment using the One-to-One-based Optimizer Algorithm
[NO] 874/1000 | Historical Review on the Performance of Monopole Circularly Polarized Antenna for Sub 6 GHz Applications
[NO] 875/1000 | CNN-based MRI Brain Tumor Classifier for Detecting Glioma, Meningioma, Pituitary Tumor, or Absence of Tumor
[NO] 876/1000 | IoT-Enabled Smart Healthcare Monitoring: A Low-Cost Real-Time Solution for Vital Signs Tracking
[NO] 877/1000 | AI-based Hybrid Approach for Real-Time Anomaly Detection and Fault Management in Digital Services
[NO] 878/1000 | Machine Learning-based Predictive Model for Ischemic Stroke Risk Assessment: A Data-Driven Approach using XGBoost
[NO] 879/1000 | Cost-Effective Voltage Stability Enhancement via HEES-based Interline DC Flexible Voltage Restorer
[NO] 880/1000 | Transfer Learning with DenseNet for Accurate Breast Histopathology Images Classification
[NO] 881/1000 | End-to-End Deep Learning Model for Early Detection of Plant Diseases from Leaf Images
[NO] 882/1000 | Spyware Detection using Artificial Intelligence &amp; Machine Learning
[NO] 883/1000 | Smart Shopping Cart using RFID Technology for Automated Billing and Enhanced Retail Experience
[NO] 884/1000 | Carbon-Aware Large Language Models for Edge Inference: Towards Sustainable and Adaptive AI
[NO] 885/1000 | AI-Driven System Design for Human-Animal Conflict Mitigation
[NO] 886/1000 | Discrete-Time State Feedback Control with Extended Observer for Interleaved Boost Converter
[NO] 887/1000 | Data-Driven GRU Model for Reliable SoC Prediction in EV Battery Systems
[NO] 888/1000 | AI Driven Multitask Transformer Framework for Predicting Learning Outcomes in ADHD Students
[NO] 889/1000 | Solar-Powered Isolated Bidirectional DC–AC Converter for Microgrid and Distributed Energy Systems
[NO] 890/1000 | Early and Reliable Non-Invasive Liver Disease Diagnosis using Machine Learning Techniques
[NO] 891/1000 | Insights and Emerging Trends in Artificial Intelligence for Early Detection and Monitoring of Parkinson’s Disease
[NO] 892/1000 | Explainable AI-based Tuberculosis Detection using DenseNet121 on Chest X-rays
[NO] 893/1000 | Secure, Predictive, and Transparent Cold-Chain Logistics using Deep Learning and Ethereum Blockchain
[NO] 894/1000 | Pacing for Mastery: Optimizing LLM Interactions for Learning
[NO] 895/1000 | Local LLM Chatbot
[NO] 896/1000 | Gender Differences in Gaze Patterns during Block-Based Programming: A Multimodal Literacy Perspective
[NO] 897/1000 | CASTCurate: An Agentic System to Accelerate the Collection and Annotation of Data-Driven Stories
[NO] 898/1000 | How We Teach Undergraduates to Do CS Research
[NO] 899/1000 | Community Input for the Globalization of Computing Curricula
[NO] 900/1000 | Assessing the Role of Diversity in LLM Explanations for Enhancing Student Understanding
[NO] 901/1000 | Teaching Misinformation Implications and Ethical Design in Search Engines in CS Curriculum
[NO] 902/1000 | Effects of GenAI Assistance in Computer Science Theory Courses
[NO] 903/1000 | Bridging the Code Gap: Understanding Pedagogical Patterns in CS1 Programming Courses
[NO] 904/1000 | Motivational Differences to Learn Computer Science Among Middle School Boys and Girls
[NO] 905/1000 | Barriers and Mitigations: Recruiting and Training CS Teachers in a Large Urban School District
[NO] 906/1000 | By and For Teaching Assistants: Homegrown Tools in Computing Classrooms
[NO] 907/1000 | Sense of Community in an Asynchronous Online Degree Program
[NO] 908/1000 | Planting the Seeds of Access: Connections Between a Statewide Investment in Professional Learning and Student Access to Computer Science
[NO] 909/1000 | A Longitudinal Pilot Study Exploring the Impacts of Coaching for Equity on Computer Science Teachers
[NO] 910/1000 | Dynamic Fixed-point Values in eBPF: a Case for Fully In-kernel Anomaly Detection
[NO] 911/1000 | Energy-Risk Optimal Path Planning for Surface Vehicle via Parameterized Level Set in Dynamic Flows Marine Environment
[NO] 912/1000 | Face Presentation Attack Detection by Exploiting Prior Knowledge of Region Relationships
[NO] 913/1000 | A Deep Probabilistic Flow-Based Framework for Unsupervised Cross-Domain Soft Sensing
[NO] 914/1000 | Combined Acoustic-Acupuncture Stimulation Demonstrates Efficacy in Primary Tinnitus Rehabilitation: Objective Evidence from EEG Brain Network Analysis
[NO] 915/1000 | <i>GRAPPA</i>
                    : Generalizing and Adapting Robot Policies via Online Agentic Guidance
[NO] 916/1000 | Towards Adversarial Robustness in MADRL-based EV Charging Scheduling: A Tailored Multi-Criteria Adversarial Attack and Defense Framework
[NO] 917/1000 | AI Adoption and Innovation Strategy: An Empirical Analysis of Strategic Moderation by Innovation Stage Duration
[NO] 918/1000 | Snapshot Compressive Hyperspectral Image Reconstruction via Complementary Priors
[NO] 919/1000 | Design and Cold-Test Study of W-Band Suspended Array Ring-Rod Dual-Channel Integrated Microstrip Meander Line Slow Wave Structure
[NO] 920/1000 | DFL-GC: A Decentralized Federated Framework for Planetary Gearbox Fault Diagnosis under Domain Shift and Class Imbalance
[NO] 921/1000 | Distributed Temperature Sensing in the Spray-Cooled Shell of a 150-Ton DC Electric Arc Furnace Using Brillouin Optical Fiber Technology
[NO] 922/1000 | Synesthesia of Machines Based Multi-Modal Intelligent V2V Channel Model
[NO] 923/1000 | DGM-RDW: Redirected Walking with Dynamic Geometric Mapping Between Environments_supp1-3660749.pdf
[NO] 924/1000 | Compendia: Automated Visual Storytelling Generation from Online Article Collection_supp1-3663204.pdf
[NO] 925/1000 | Machine Learning &amp; AI-based Analysis of EEG Signals for Neuropathic Pain Classification
[NO] 926/1000 | A Carrier Frequency Estimation Method Based on Stochastic Resonance Combined with Cyclic Spectrum
[NO] 927/1000 | Extension of Unified Predictive Flux Control Through Harmonic Compensation for EESM, IM, PMSM and SyRM
[NO] 928/1000 | Aquanexus: AI &amp; ML Driven Aquaponics System for Fish and Plant Health Monitoring
[NO] 929/1000 | Design of a Pulsed Charger Employing Active Ripple Energy Compensation for Electric Vehicle Batteries
[NO] 930/1000 | Enhancing Scene Text Images in the Tamil Language using a Two-Stage Text Prior Super Resolution Framework
[NO] 931/1000 | Intelligent Robot for Human Following using Global Positioning System and Arduino
[NO] 932/1000 | Explainable Dual-Model Framework for Rainfall Anomaly Detection using SHAP-Enhanced Machine Learning
[NO] 933/1000 | Improving Natural Disaster Surveillance: A Grey Wolf Optimizer-based Approach for Drone Swarms
[NO] 934/1000 | A Comprehensive Review of IoT-Driven Soil Diagnostics and Crop Recommendation Techniques
[NO] 935/1000 | Multi-Objective Task Mapping in Cloud Environments using Secretary Bird Optimized Quantum Convolutional Neural Network
[NO] 936/1000 | Addressing the Cold-Start Challenge in Recommendation Systems using SBERT and XGBoost
[NO] 937/1000 | A Sustainable Hybrid Energy System for Adaptive Street Lighting in Smart Cities
[NO] 938/1000 | Handheld Device for Automatic Number Plate Recognition
[NO] 939/1000 | Automatic Snacks Weighing and Packaging Machine
[NO] 940/1000 | Efficient Task Allocation in Heterogeneous Cloud–Edge Environments via Optimized Deep Reinforcement Learning
[NO] 941/1000 | Fake News Detection Using Machine Learning
[NO] 942/1000 | Explainable Artificial Intelligence Frameworks for User-Centered Product Design
[NO] 943/1000 | API Can Code: Laying the Computational Foundations of Data Science in High School Classrooms
[NO] 944/1000 | Exploring Undergraduate Computing Tutors' Pedagogical Practices
[NO] 945/1000 | Parallel X: Redesigning of a Parallel Programming Educational Game with Semantic Foundations and Transfer Learning
[NO] 946/1000 | Teaching Computing with Purpose: Remote Community Partnerships as Scalable Pedagogy
[NO] 947/1000 | Visualizing Course Content with Knowledge Graphs
[NO] 948/1000 | Understanding Rural Strengths and Challenges Related to Elementary Computer Science Pathway Development
[NO] 949/1000 | Investigating High School Students' Code Comprehension and Strategy Use Across Block-Based and Text-Based Programming
[YES] 950/1000 | WebTigerPython: A Low-Floor High-Ceiling Python IDE for the Browser
[NO] 951/1000 | Data Science in Computer Science Classrooms: Insights from Standards Alignment
[NO] 952/1000 | Exploring Self-Doubt in Community College Computer Science: Evidence from Exploratory Factor Analysis
[NO] 953/1000 | Students with Disabilities in Computer Science Principles: An Examination of Capacity, Access, and Participation
[NO] 954/1000 | Boundary Crossing and Collaboration: Reconciling the Academia and Industry Gap in Computing Internships through Mentorship
[NO] 955/1000 | Collective Impact at Scale: Comparing State-level Policy Adoption Related to Broadening Participation in Computing
[NO] 956/1000 | Fighting Fire with Fire: LLM-Assisted Grading of Handwritten CS Assessments
[YES] 957/1000 | Are CS1 Students More Creative than LLM in Solving a Problem? Preliminary Results on a Comparison of Code Diversity
[NO] 958/1000 | Enabling Open Educational Resource Adoption through Integrated Sharing in PrairieLearn
[NO] 959/1000 | Differentiable Obstacle Avoidance Framework for Robot Safety
[NO] 960/1000 | Maximizing Revenue for Reliability-Aware Edge Application Deployment_supp1-3659644.pdf
[NO] 961/1000 | GPR-Net: Geometric-Positional Collaborative Point Cloud Registration Network for Repetitive Ge-ometric Structures
[NO] 962/1000 | A Constraint Relaxation Co-Evolutionary Algorithm for the Two-Echelon Vehicle Routing Problem With Load-Dependent Drones_supp1-3658745.pdf
[NO] 963/1000 | A Novel Lightweight Hybrid GAN-Transformer Architecture for Sand-Dust and Haze Image Enhancement
[NO] 964/1000 | EMPM: Embodied MPM for Modeling and Simulation of Deformable Objects
[NO] 965/1000 | OnMAXFlow: Link-Aware Online Maximum Flow for Hybrid Ambient Backscatter Wireless Networks
[NO] 966/1000 | WEMA-VINS: Visual-Inertial SLAM With ELSED-MIS Line Filtering
[NO] 967/1000 | Energy-Aware Application Life-Cycle Management in Cloud Edge Computing Continuum Using Applications Profiles
