[2026-08-12 22:40:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-11
正在获取论文...
[arXiv] 2026-08-11 | Stay or Stray - A Dynamical Systems Viewpoint of Popularity Bias
[NO] 1605/1877 | Multigroup Encirclement and Obstacle Avoidance of Unmanned Surface Vehicles via Group-Based Policy Optimization
[YES] 1606/1877 | R2F: A Practical DRL Framework to Improve Fuzzing Scheduling Policy
[NO] 1607/1877 | Large-Scale Distributed Photovoltaic Power 1 Forecasting With Incomplete Data Based on Mixture of Experts Ensemble
[NO] 1608/1877 | Robot Intrinsic Tactile Sensing for Touchscreen-Like Interaction: Character Recognition on an Uninstrumented Touchpad
[NO] 1609/1877 | “Onion peeling” Method for MIGHTI Temperature Retrieval with Enhanced Precision and Full Coverage
[NO] 1610/1877 | Power System Transient Support System Based on Synchronous Machine With Electromagnetically Coupled High-Inertia Flywheel
[NO] 1611/1877 | The Role of Prompting Strategies in AI-Assisted Thematic Analysis
[NO] 1612/1877 | A MXene-based aptasensor for measuring Cystatin-C in human sweat
[NO] 1613/1877 | Semantic Knowledge Guided Diffusion Model for Biomedical Ontology Definition Generation
[YES] 1614/1877 | THAITI Verifiable Synthesis of Wazuh and Suricata Rules for Proactive Threat Hunting
[YES] 1615/1877 | Rethinking Input Construction for Webshell Detection: A Controlled Study of Tokenization, Chunking, and Feature Fusion
[NO] 1616/1877 | Modeling and Mitigating Electromagnetic Interference Crosstalk from High-to-Low-Voltage Systems in Electric Vehicles
[NO] 1617/1877 | Clutter-Map CFAR for Non-Homogeneous Radar Environments: Analysis and FPGA Implementation
[NO] 1618/1877 | Design of a Terahertz Circularly Polarized OAM Array Antenna with Graphene
[NO] 1619/1877 | Multi-Scale Periodic Spatiotemporal Graph Convolutional Network for Sea Surface Temperature Prediction
[NO] 1620/1877 | Group Co-attention Transformer for Image Co-segmentation
[NO] 1621/1877 | Phasor Modeling of Phase-Shifting Transformers: Accounting for Inter-Phase Coupling and Impedance Effects to Address Asymmetric Influence
[NO] 1622/1877 | Latent Generative Model Induced Holographic Channel Estimation: How to Learn Low-Dimensional Manifold from High-Dimensional Channels?
[NO] 1623/1877 | Underactuated Positioning Control With Robust Positioning Laws for Unmanned Surface Vehicle in Presence of Fast Time-Varying Environmental Disturbance
[NO] 1624/1877 | PAX-Alert: Full-Coverage Detection of Left-Behind Passenger in Car Cabin Using Single Speaker-Mic Pair_supp1-3719821.pdf
[NO] 1625/1877 | SpikeSOD: Directly Training Spiking Neural Network for Multimodal Saliency Object Detection
[NO] 1626/1877 | Enhancing Φ-OTDR Sensing Distance Using Simulated Annealing-Optimized Phase Sequence
[NO] 1627/1877 | Interest-prior Masked Feature Distillation with Implicit Association Mining for Dense Prediction
[NO] 1628/1877 | Zigbee Network Communication Analysis and Security Vulnerability Evaluation
[NO] 1629/1877 | Secure Voice Communication Using Cryptography Technique
[NO] 1630/1877 | 3D-Printed and Fused Ferroelectret Composites
[NO] 1631/1877 | Deep Learning-Based Radio Coverage Using Ray Tracing Simulations in Urban Environments
[NO] 1632/1877 | Extensive Exploration in Highway Overtaking Scenarios using Hierarchical Reinforcement Learning
[NO] 1633/1877 | VisiFold: Long-Term Traffic Forecasting via Temporal Folding Graph and Node Visibility
[NO] 1634/1877 | A Temporal-Aware Feature Extraction Module for Robot Locomotion Control Policies
[NO] 1635/1877 | Deep Learning Based Detection of Cardiovascular Diseases from Medical Images
[NO] 1636/1877 | Extraction of SiO
                    <sub>2</sub>
                    Permittivity from Dielectric Pastes for Inkjet Printing as a Function of Binder Volume Fraction
[NO] 1637/1877 | Zero-Knowledge Verifiable Graph Query Evaluation via Expansion-Centric Operator Decomposition
[NO] 1638/1877 | Pedagogical Recommendations for Digital Assessment Policy in Higher Education: The Cases of Romania and Moldova
[NO] 1639/1877 | Particle Swarm Optimization-Aided Enhanced Belief Propagation Bit-Flipping Decoding of Polar Codes
[NO] 1640/1877 | Characterizing Vulnerabilities in the TCP/IP Protocol Stack Across Packet Semantics and Control Plane Architectures
[NO] 1641/1877 | Perspectives on Teaching Machine Learning and Data Science with AI from Career Professionals
[NO] 1642/1877 | Towards Enabling a Containerized Virtual Desktop System
[NO] 1643/1877 | Quantile-Based Skewness for Fuzzy Numbers with Probabilistic Foundations: An Application in Portfolio Optimization_supp1-3721516.pdf
[NO] 1644/1877 | Is Dual-Adaptive Space–Reflection Modulation the Next Leap for RIS-Aided Wireless IIoT?
[NO] 1645/1877 | ZipCCL: Efficient Lossless Data Compression of Communication Collectives for Accelerating LLM Training
[NO] 1646/1877 | SeCoR: Evidence-Guided Selective Correction for Lightweight Remote Sensing Change Detection
[NO] 1647/1877 | HyNA: Taming Tail Latency in MoE Training with Hybrid Switch Silicon
[NO] 1648/1877 | POSTER: Coherence Time-Aware Predictive Filtering for Entanglement Verification in Hybrid Quantum-Classical Networks
[NO] 1649/1877 | Retraction Notice: An Efficient Framework for Cloud Infrastructure Security
[NO] 1650/1877 | Retraction Notice: Review of Data Extraction, Segregation &amp; Privacy with Big Data Analytics in the Online Health Care Systems
[NO] 1651/1877 | Simulation-Based Analysis of BB84 Decoy-State Quantum Key Distribution (QKD) Protocol on İstanbul Metropolitan Fiber Optic Infrastructure
[NO] 1652/1877 | OneActor++: Consistent Multi-Subject Generation via Cluster-Conditioned Guidance_supp1-3719827.pdf
[NO] 1653/1877 | Evaluation of End-to-End RAG Performance in Turkish Legal Texts
[NO] 1654/1877 | Night-Time Robustness Analysis of 3D Lane Detection Methods on the OpenLane Dataset
[NO] 1655/1877 | Gain Enhancement of Antenna Using Epsilon-Near-Zero Metamaterial
[NO] 1656/1877 | Attention-based Operation-aware Neural Networks
[NO] 1657/1877 | Retraction Notice: Real Time Facial Emotion Recognition Methods using Different Machine Learning Techniques
[NO] 1658/1877 | IGA Based Anti-ISRJ Waveform Design
[NO] 1659/1877 | Dynamic Clustering-Based Clinical Decision Support Approach for Patient Phenotyping in Mechanical Ventilation
[NO] 1660/1877 | EK-LIME: Balancing Local Fidelity and Stability in Imbalanced Classification
[NO] 1661/1877 | Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery
[YES] 1662/1877 | LLM Based Code Generation and Code Integration with Multi-Agent Systems
[NO] 1663/1877 | Deep Learning-Based Automatic Modulation Recognition of Harmonic-Modulated Signals
[NO] 1664/1877 | Parameter Estimation and Detection of Frequency Hopping 915 MHz Narrowband UAV Telemetry
[NO] 1665/1877 | The Limits and Fine-Tuning Performance of Open-Source Small Language Models in Turkish NLP Tasks
[NO] 1666/1877 | Particle Tracking and Velocity Estimation in Solid Propellant Combustion Using Infrared Imaging
[NO] 1667/1877 | Autonomous Spider Robot with Hybrid Locomotion
[NO] 1668/1877 | Comparative Analysis of Classical and Quantum Machine Learning Approaches for Anomaly Detection in IoT Security
[NO] 1669/1877 | FedStockNet: Decentralized Stock Price Forecasting with a Federated LSTM-Based Deep Neural Framework
[NO] 1670/1877 | Numerical Investigation of the Gliding Arc PlasmaAssisted Ammonia Combustion and NO Emission
[NO] 1671/1877 | An Offloading and Resource Allocation Technique Using Artificial Rabbit Optimization in Edge Computing for IoT Applications
[NO] 1672/1877 | A Three-Dimensional Novel View Synthesis Method Based on Vision Transformer and Dual Residual Branches
[NO] 1673/1877 | Prediction-Error-State-Driven Wasserstein Distributionally Robust Dispatch for Active Distribution Networks
[NO] 1674/1877 | Conveyor Fugitive Dust Control
[NO] 1675/1877 | NeuroTopo: A Benchmark for Neuro-Symbolic Topological Reasoning on Geometric Diagrams
[NO] 1676/1877 | Research on performance optimization of fin heat dissipation system for high power density aerospace motors
[NO] 1677/1877 | Enhanced Low-Voltage Ride-Through Strategy for Grid-Forming Units in Hybrid Direct-Drive Wind Farms Under Weak Grids
[NO] 1678/1877 | Quantitative Evaluation of Transient Stability of Grid-Forming Converters Considering Detailed Dynamics of DC-Side Energy Storage
[NO] 1679/1877 | AI-Driven Predictive Energy Consumption Modelling for Smart Green Buildings Using Machine Learning
[NO] 1680/1877 | AI-Enabled Business Process Reengineering for Agile and Data-Driven Organizations
[YES] 1681/1877 | A Multi-Agent NLP Framework for Querying Databases Without Writing SQL
[NO] 1682/1877 | Cogging Torque Optimization of Servo Motor Based on Three-segment Arc Rotor
[NO] 1683/1877 | Advanced Deep Convolutional Neural Network Framework for Automated Classification of Rice Leaf Pathologies
[NO] 1684/1877 | AI-Optimized Floating Solar (FPV) on Malaysian Hydropower Reservoirs
[NO] 1685/1877 | Fine-Tuned EfficientNetB3 for Robust Flower Species Classification
[NO] 1686/1877 | Energy-Aware Federated Edge Intelligence for 6G-Enabled Smart Urban Networks
[NO] 1687/1877 | Deep Belief Network-Based Cervical Cancer Detection with SMOTE and K-Means Clustering
[NO] 1688/1877 | Output Steering for Latent Diffusion-Based MRI-to-CT Synthesis
[NO] 1689/1877 | Fault Detection of Induction Motor Stator Windings Based on an Improved Adaptive Iterated Extended Kalman Filter
[NO] 1690/1877 | Biyomedikal Sinyallerde Gürültü Giderme İçin Biyolojik Esinli Purkinje Hücre Modeli Tabanlı Uyarlamalı Dijital Filtre
[NO] 1691/1877 | StimBench: A Video Benchmark for Stereotypical Motor Movement Detection in Autism Spectrum Disorder
[NO] 1692/1877 | Analysis and Simulation of a Novel High-Gain Converter with Low Voltage Stress
[NO] 1693/1877 | Fault Diagnosis of Pump Control Valves Based on Multi-Frequency Differential Transformation and a Residual Attention Network
[NO] 1694/1877 | Hybrid Segmentation-Classification Pipeline for Sickle Cell Disease Detection: A Fusion of Deep Learning and Morphometric Analysis
[NO] 1695/1877 | Design and Implementation of Embedded Active Vibration Control System Based on OpenAMP Architecture
[NO] 1696/1877 | Intelligent Distribution Network Dispatch based on Scenario-Adaptive Multi-Task SAC
[NO] 1697/1877 | A Study on a WiFi Indoor Positioning Method Enhanced by Pseudo-Label Generation and Filtering Based on Coding Representation
[NO] 1698/1877 | Safety Optimization and Energy-Saving Retrofit of Electrical Control Systems for Port Crane Machinery
[NO] 1699/1877 | Coordinated Active-Reactive Self-Optimizing Control of Distributed Resources in Distribution Networks Based on an Improved Adam-MPC Algorithm
[NO] 1700/1877 | A Semi-Online Smoothing Framework for Stride-Level Gait Metrics from a Single Foot-Mounted IMU Toward Clinical Gait Assessment
[NO] 1701/1877 | Deep Learning Based Real-Time Threat Monitoring for Cloud and IoT-Enabled Healthcare Systems
[NO] 1702/1877 | Multiple Choice Question Generation for Reading Comprehension Using Bidirectional and Auto-Regressive Transformer
[NO] 1703/1877 | Lightweight and Accurate MobileNetV2 Model for Citrus Disease Detection
[NO] 1704/1877 | Quantum-Assisted Interpretable Cluster-Boosting Framework for Imbalanced Intrusion Detection
[NO] 1705/1877 | Author Index
[NO] 1706/1877 | REVISION:Reflective Intent Mining and Online Reasoning Auxiliary for E-Commerce Visual Search System Optimization
[NO] 1707/1877 | Dynamics Analysis of a Small Training Ship and Practical Gain Tuning Method for its Autopilot at Sea
[NO] 1708/1877 | Vision-Based Robotic Grinding Path Generation and Verification Using Digital Twin
[NO] 1709/1877 | Low-Complexity Column Overlay: 1-Bit RIS Pre-Coding Beam Scanning Optimization
[NO] 1710/1877 | NephroTwin: A Digital Twin Framework for Proactive and Personalized Management of Chronic Kidney Disease
[NO] 1711/1877 | Beyond Imputation: A Semantic Unification Framework for Data and its Missingness in Multimodal Healthcare Analytics
[NO] 1712/1877 | Anisotropic Terrain-Aware Autonomous Exploration via Image-Domain Perception and Sparse Routing
[NO] 1713/1877 | Flipped Learning in Fashion Design with AI: Evaluating Student Attitudes, Learning Reflections, and AI-Mediated Lecturer Presence
[NO] 1714/1877 | Discovery of Temporal Network Motifs (Extended Abstract)
[NO] 1715/1877 | Force-Sensorless Acceleration-Based Impedance Control for the Inertia Compensation in the Assisted Manipulation of Large Payloads
[NO] 1716/1877 | Predicting e-Commerce for Sustainable Accommodations Behavior Intention Using Machine Learning Approaches: The Case of National Capital Region, Philippines
[NO] 1717/1877 | Hierarchy-Aware Neural Subgraph Matching with Enhanced Similarity Measure (Extended Abstract)
[NO] 1718/1877 | NeuroVoice-Py: Python Toolkit for Speech-Based Biomarkers in Machine Learning Applications
[NO] 1719/1877 | TS3D: A Temporal Multimodal Dataset for Distributed Database System Analysis
[NO] 1720/1877 | Electro-Thermal Effects of Penetration Defects in Copper-Clad Steel Ground Rods
[NO] 1721/1877 | Model Development and Update for the Determination of Moisture Content with Consideration of Cut Tobacco Sample Status Variation
[NO] 1722/1877 | The Role of AI Chatbots in Supporting Mental Health Among Senior High School Students
[NO] 1723/1877 | Advanced Cascaded LPV-PI Observer for Electric Vehicle Power Steering
[NO] 1724/1877 | MOPbot: A Harm-Reduction Chatbot for Opioid Overdose Prevention and Local Resource Navigation
[NO] 1725/1877 | DPDK-Accelerated O-RAN DU with Per-Flow Network Slicing and 3GPP-Compliant Dynamic Bandwidth Guarantee
[NO] 1726/1877 | Sample-Efficient Reinforcement Learning for Continuous Production: A Case Study on High-Modulus Fiber Tape Spreading
[NO] 1727/1877 | Environmental Analysis: Can AI Improve Forecasting in the Business Environment?
[NO] 1728/1877 | Optimization Study of Operational Methods in an Educational System Using Editable Electronic Textbooks
[NO] 1729/1877 | Wanderlust: A Design-Driven Approach to Promoting Local Tourism Through Digital Photobooks
[NO] 1730/1877 | An Efficient Distance Truncation Method for Full-Wave Ship-Sea Composite Scattering Using Local Current Response
[YES] 1731/1877 | Determining the Optimal Degree of Integration and Number of Outputs of an Integrated Circuit in the Structural System of a Logic Element-Integrated Circuit-Printed Circuit Board
[NO] 1732/1877 | Machine Learning Models for Next-Day Forecasting of Global Horizontal Irradiance Using K-Fold &amp; Time-Series Validation Methods
[NO] 1733/1877 | A 0.38-pJ/bit 35-Gb/s/pin Single-Ended Impedance-Matched PAM-4 Transmitter with CML-Assisted N-over-N Driver for Memory Interfaces
[NO] 1734/1877 | Front Cover
[NO] 1735/1877 | Harnessing Frequency-Driven Frame-Importance Cues for Video-Based Visible-Infrared Person Re-identification
[NO] 1736/1877 | UAV-Mounted IRS-Enhanced Secondary Transmission and Primary Covert Communication for Cognitive Radio Networks
[NO] 1737/1877 | Compact Broadband Fiber-optic Vibration Sensor Based on Elastic Mandrel
