[2026-06-16 23:23:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-15
正在获取论文...
[arXiv] 2026-06-15 | NeuronFabric: A Software Reference Architecture for On-Chip Transformer Training with Local Adam
[NO] 1187/1985 | Group-Aware Interactive Scenario Generation for Vehicle-Cyclist Interactions in Mixed-Traffic Autonomous Driving
[NO] 1188/1985 | Privacy-Preserving Federated Multimodal Agriproduct Anomaly Detection in AIoT via Modality-Under-Optimized Knowledge Distillation_supp1-3703645.pdf
[NO] 1189/1985 | SAGA: Open-World Mobile Manipulation via Structured Affordance Grounding
[NO] 1190/1985 | Identifying Firm-Specific Business Diversification Opportunities Based on Existing Technological Capabilities: A Metapath2Vec and Subgraph Mining Approach
[NO] 1191/1985 | A 1064-nm TFLN EOM with Low Drive Voltage and High Bandwidth Using Capacitively Loaded Electrodes
[NO] 1192/1985 | Development and Validation of a Novel Handheld Spasticity Measurement System_supp1-3701556.docx
[NO] 1193/1985 | Voltage Support Method for Hybrid Parallel System of Multi-type Inverters Under Grid Asymmetric Voltage Sag
[NO] 1194/1985 | Dynamic Multi-Scale Attention Fusion Transformer: A Novel Approach Based on Swin Transformer for Remote Sensing Land Cover Semantic Segmentation
[NO] 1195/1985 | Numerical Simulation and Experimental Investigation of Exhaust Nozzle Response Subjected to Random Vibration Energy with Non-Uniform Input
[NO] 1196/1985 | MEAE 2025 Copyright Page
[NO] 1197/1985 | Perception Modeling and Dynamic Risk Assessment Optimization for CO
                    <sub>2</sub>
                    Transmission Systems Oriented Toward Energy-Carbon Chain Safety
[NO] 1198/1985 | A Dynamic Privacy-Preserving Aggregation Method for Smart Meters Based on Electricity Usage Pattern Drift Awareness
[NO] 1199/1985 | A Spatio-Temporal Bayesian Graph Neural Network for Proactive Anomaly Prediction in Dynamic Wireless Networks
[NO] 1200/1985 | A Fault Diagnosis Method for Current Sensors in Multiphase Permanent Magnet Synchronous Motors Based on Current Signals
[NO] 1201/1985 | Cell Segmentation Framework Based on the Fusion of Point Annotation-Based Transformer and CNN
[NO] 1202/1985 | Balanced Torque-Based Model Predictive Control for Virtual Synchronous Generator
[NO] 1203/1985 | Deep Learning Based Time-Domain Precoding Extrapolation for Massive MIMO Systems
[NO] 1204/1985 | Trusted Execution Method for Relay Protection Settings Based on Verifiable Smart Contracts
[NO] 1205/1985 | Compliance-Driven Identity and Access Management (IAM) in Critical Infrastructure
[NO] 1206/1985 | Anomaly Detection and Correction Method for Solar Irradiance Data Based on Hybrid Neural Network
[NO] 1207/1985 | Harnessing AI: Economic And Technical Paradigm Shifts in Modern Business Practices
[NO] 1208/1985 | A High-Precision Assisted Timing Support Mechanism for Edge Access Points
[NO] 1209/1985 | Dynamic Response Analysis of the Active Magnetic Bearing-rotor System Subjected to Base Motion
[NO] 1210/1985 | Design and Simulation of LLC High Voltage Inverter Power Supply System
[NO] 1211/1985 | Leveraging AI in Healthcare: Engaging Industry and Academia for Development Work
[NO] 1212/1985 | Research on Event Camera-Based Flame Detection Method Using Spiking Neural Network
[NO] 1213/1985 | A Hybrid Space Vector Modulation Strategy for Current Distortion Suppression in Vienna Rectifiers
[NO] 1214/1985 | Dynamic Task Offloading with Active Inference and LLM Integration for Low-Altitude Networks
[NO] 1215/1985 | Research on Fabric Defect Detection Based on Improved RT-DETR
[NO] 1216/1985 | HS-FPN: A High-Frequency Spatial Feature Pyramid Network for Multimodal Fire Warning Using Vision-Sensor Cooperative Perception
[NO] 1217/1985 | Right to Privacy And The Growing Scope of Artificial Intelligence
[NO] 1218/1985 | Blockchain Adoption Challenges and Opportunities for Sustainable Digital Transformation: A Mixed-Methods Multi-Sector Analysis
[NO] 1219/1985 | Day-ahead Coordinated Dispatch of Photovoltaic-Battery-direct Current-flexible Energy MG Clusters
[NO] 1220/1985 | Second International Workshop on LLM+Vector Data: Agentic RAG Edition
[NO] 1221/1985 | Robust Uplink Multi-User Digital Semantic Communication Under Imperfect Synchronization
[NO] 1222/1985 | Interpreting SSL Representations for Spoof Detection: A WavLM Study
[NO] 1223/1985 | AI-Based Visual Measurement System for Quality Assessment in Agrifood Production
[NO] 1224/1985 | Settling the Pass Complexity of Approximate Matchings in Dynamic Graph Streams
[NO] 1225/1985 | YOLO Based IoT Tracking for Academic Labs on Raspberry Pi
[NO] 1226/1985 | Organizational Support as a Mediator: Understanding Security Behavior Toward Network-Connected Printers in the Workplace
[NO] 1227/1985 | Challenging Extractive Participation: Spatiality, Power, and Lessons from PDC Places
[NO] 1228/1985 | Optimal Prediction-Correction Algorithm Using Sparse Linear Extrapolation for Time-Varying Optimization
[NO] 1229/1985 | Toward Goal-Oriented Communication in Multi-Agent Systems: An overview
[NO] 1230/1985 | Feature Extraction and Selection in Walking Surface Classification: Evaluating the Effectiveness of Multiple Sensor Configurations
[NO] 1231/1985 | Tuning Access Class Barring Factor for Machine-Type Devices in Random Access: A Trade-Off Between Preamble Detection and Collision Resolution
[NO] 1232/1985 | A Review of Space-Based Infrared Detection of Aerial Targets
[NO] 1233/1985 | Octopus-Inspired Embodied Tactile Intelligence: A Universally Calibrated Miniature Vision-Based Suction Cup_supp5-3694100.mp4
[NO] 1234/1985 | MPHINE-KT: Heterogeneous Information Network Embedding With Metapath Knowledge Tracing
[NO] 1235/1985 | Investigation of Mechanical Properties of Kraft Paper Insulation of Transformer Windings by Digital Image Correlation Technique
[NO] 1236/1985 | Model-Free Predictive Current Control Under Ultralocal Model of FTPMV-RDM Based on Extended State Observer with Optimized Feedback Gains and Precise Input Gains
[NO] 1237/1985 | Enhancement of PECVD Chamber Dry-cleaning with Carbonyl Fluoride by Additive Gases
[NO] 1238/1985 | Event-Driven Double Dueling Deep Q-Learning for Efficient Serverless Edge Function Offloading and Scheduling
[NO] 1239/1985 | Synthetic Audiences as Proxies for Human Users: A Systematic Literature Review
[NO] 1240/1985 | From Physics to Representation: Audio Learning with Synthetic Pre-training via Procedural Generation
[NO] 1241/1985 | Contestable Multi-Agent Debate with Arena-based Argumentative Computation for Multimedia Verification
[NO] 1242/1985 | ICSGDiff: A Multimodal Structure-Aware Diffusion Network for Restoring Ancient Bamboo Slips
[NO] 1243/1985 | Fairness in Information Retrieval: An Economic Perspective
[NO] 1244/1985 | Teaching Audio-Language Models to Reason over Time
[NO] 1245/1985 | PURE: Probabilistic Utility for Robust Evidence in Multimodal Recommendation
[NO] 1246/1985 | Person Parametric Physics-informed Representation for mmWave-based Human Pose Estimation
[NO] 1247/1985 | Editors' Introduction to the Issue, June 2026
[NO] 1248/1985 | Multi-Scale Signal Quality Assessment for Reliable RF-Based Physiological Sensing
[NO] 1249/1985 | TrajLM: Transferable Mobility Pattern Distillation for Unified Trajectory Learning in Sparse Road Networks
[NO] 1250/1985 | Reflective Cross-Granularity Grounding with Preference Optimization for Long Video Understanding
[NO] 1251/1985 | Anatomic-Decoupling Adaptation: A Unified Framework for Zero/Few-Shot Medical Anomaly Detection
[NO] 1252/1985 | A Review of Cooperative Guidance Technology for High-Speed Moving Targets
[NO] 1253/1985 | Decentralized Fractional-Order Control for an Interconnected Nonlinear System via Fully Actuated System Approach
[NO] 1254/1985 | A Fuzzy Logic-Based Adaptive Fusion Algorithm for GNSS/IMU in Conductor Galloping Monitoring
[NO] 1255/1985 | Effect of Interaction Circuit Configuration on Heat Dissipation for High Power Traveling Wave Tube
[NO] 1256/1985 | Adaptive Cooperative Control for Nonlinear High-Order Fully-Actuated Multi-Agent Systems Under Full-State Interval Constraints
[NO] 1257/1985 | Actor-Critic Enhanced Model Predictive Control with Dual-Tournament Online Evolution for Efficient Robotic Control
[NO] 1258/1985 | Synchronization Control of Fractional-Order Hyperchaotic Systems Based on Fully Actuated System Approach
[NO] 1259/1985 | Predefined-Time Spacecraft Attitude Tracking with Tunable Anti-Fragile Performance Boundaries
[NO] 1260/1985 | Attitude Maneuver and Vibration Suppression for Dumbbell-Shaped Spacecraft Using a Fully-Actuated System Approach Based on Modified Rodrigues Parameters
[NO] 1261/1985 | Event-Triggered Output-Constrained Consensus of Nonlinear Multi-Agent Systems with Switching Topologies
[NO] 1262/1985 | Stabilization of Rotary Inverted Pendulum via an Improved Fully Actuated System Approach with Velocity Damping Injection
[NO] 1263/1985 | Simulation of a transformed folded waveguide slow wave structure for D-band traveling wave tube
[NO] 1264/1985 | Interpretable Regression Tree Analysis of EM Characteristics of Cavity Slow-Wave Structures
[NO] 1265/1985 | Fully Distributed Optimization for Multiple Flexible-Joint Robots: An Adaptive Fully Actuated System Approach
[NO] 1266/1985 | High Frequency Characteristics of the Output Cavity of X-band Klystron Amplifier
[NO] 1267/1985 | Multi-Task Fault Diagnosis in Distributed Power Grids with Lightweight CNN
[NO] 1268/1985 | Distributed Adaptive Optimal Secondary Control of DC Microgrids: A Fully Actuated System Approach Using an Identifier-Actor-Critic Architecture
[NO] 1269/1985 | Development of Traveling Wave Tube Amplifiers for Photonic–Assisted Millimeter–Wave Communications System
[NO] 1270/1985 | Underwater Acoustic Doppler Velocity Estimation Based on Matched Filtering
[NO] 1271/1985 | Consensus of Heterogeneous Multi-Agent Systems Under Deception Attacks: Dynamic Event-Triggered Intermittent Impulsive Control
[NO] 1272/1985 | A Weighted Projection Renormalization for Networked SIS Epidemic Dynamics Model
[NO] 1273/1985 | Distributed Cooperative Control of Multi-Impact Oscillator Systems Under Multi-Strategy False Data Injection Attacks
[NO] 1274/1985 | Output-Dependent FASs and Output Feedback Control, Part 3: Performance Control
[NO] 1275/1985 | Coherency Analysis in Nonlinear Heterogeneous Power Networks: A Blended Dynamics Approach
[NO] 1276/1985 | Risk-Sensitive Peak-Aware Energy Scheduling: Competitive and Learning-Augmented Algorithms
[NO] 1277/1985 | Leveraging Synthetic Data to Reduce Biases in Face Recognition Systems
[NO] 1278/1985 | Cover-Source Mismatch in Deepfake Detection: A Systematic Study
[NO] 1279/1985 | Semantic Information Flow for Power Systems Under Multi-Vector Cyberattacks
[NO] 1280/1985 | The Limitations of Proxy Bus Models in Coordinated Transaction Scheduling
[NO] 1281/1985 | Systematic Analysis of Interconnect and Contact Defects in RRAMs
[NO] 1282/1985 | Enabling Full-State Observability in Pedestrian Localization via Active Kinematic Excitation
[NO] 1283/1985 | Motional-Current-Sensing Method and Simplified Closed-Loop Control Strategy for Piezoelectric-Resonator-Based DC-DC Converters
[NO] 1284/1985 | A Joint Spectral-Spatial Adapter for Domain Generalization in High-Resolution Remote Sensing Image Segmentation
[NO] 1285/1985 | Tariff Shocks and Global Supply Chains: Network Propagation, Logistics Resilience, and System Reconfiguration - A Systematic Review_supp1-3703535.docx
[NO] 1286/1985 | PADLOS: Deformable Linear Objects Segmentation With Pseudo-Depth Guidance and Attribute Constraints
[NO] 1287/1985 | Integrated by Design: A Hybrid Robotic Palm Fusing a Functionally-Dense Compliant Matrix with an Actuated Skeleton_supp1-3703500.mp4
[NO] 1288/1985 | ESPADA: Execution Speedup via Semantics Aware Demonstration Data Downsampling for Imitation Learning
[NO] 1289/1985 | vS-Graphs: Tightly Coupling Visual SLAM and 3D Scene Graphs Exploiting Hierarchical Scene Understanding
[NO] 1290/1985 | Engineering The Nurturing Diversity, Championing Equity, And Cultivating Inclusion For Transformative Change
[NO] 1291/1985 | Multi-Inference Offloading Strategy for Distributed Large Language Models in Industrial IoT
[NO] 1292/1985 | Multi-Sample Compression of Fingerprints: Can it be Done?
[NO] 1293/1985 | A THz with VLC Assisted ISAC System Under the Impact of Human Blockages
[NO] 1294/1985 | MedGenie: Advancing Clinical AI through Multi-Modal Medical Data Fusion and Diagnostic-Conversational Benchmarking
[NO] 1295/1985 | Permutation-Based Obfuscation for Secure Space Shift Keying in MIMO Systems
[NO] 1296/1985 | Collaborative Multi-Agent Deep Reinforcement Learning for Anti-Jamming Communication in UAV-Assisted Data Collection Systems
[NO] 1297/1985 | Standard Condition Number-Based Robust Signal Detection with Whitening under Uncertainty
[NO] 1298/1985 | Hierarchical Planning With Object Keypoint-Axis Constraints for Robotic Manipulation: Proposing the PORM Framework
[NO] 1299/1985 | RSLCPP - Deterministic Simulations Using ROS 2
[NO] 1300/1985 | A Light-Weight Low-Latency Transmission Mechanism for Reliable Wi-Fi Multicast
[NO] 1301/1985 | Multi-Modal Data Driven Virtual Base Station Construction for Massive MIMO Beam Alignment
[NO] 1302/1985 | Kyujin Cho Elected as IEEE Robotics and Automation Society President for 2028–2029 Term [Society News]
[NO] 1303/1985 | A Prediction Model of Ionospheric foF2 and hmF2 for Multiple Stations for HF Skywave Communication
[NO] 1304/1985 | DRS-TD3 for Joint Freshness and Energy Optimization in UAV-Assisted Energy-Harvesting Sensor Networks
[NO] 1305/1985 | The Development and Applications of Kalman Filter in Geomagnetic Navigation: A Review
[NO] 1306/1985 | GFRA: A High-Utilization Grain-Fused Reconfigurable Architecture for Coarse-Grained and Fine-Grained Applications
[NO] 1307/1985 | A Real-Time Compression Method for Airborne LiDAR Full-Waveform Data Using Segment-Based Delta-RLE-Bit Pack
[NO] 1308/1985 | Chain Length Effects on Glass Transition Dynamics of a Diels-Alder Network_supp1-3703392.pdf
[NO] 1309/1985 | HyCT-Net: A Dual-Pathway Hybrid Convolutional-Transformer Architecture for Facial Emotion Recognition
[NO] 1310/1985 | Bond Wave Propagation Mechanics in Hybrid Bonding Processes
[NO] 1311/1985 | Crucial Technology of Transistor Stacking to Extend Moore's Law into Sub-1nm Region
[NO] 1312/1985 | Research on Actual Sound Pressure Level of Motor Under Strong Background Noise Interference
[NO] 1313/1985 | TI-RADS Sign Recognition and Automatic Grading of Thyroid Ultrasound Using MMoE Multi-Task Learning
[NO] 1314/1985 | Design and Simulation of Transition Mode Control Strategies for Hybrid VTOL Unmanned Aerial Vehicles
[NO] 1315/1985 | Integrate and Fire Counting Spike Detection for Spiking Communications
[NO] 1316/1985 | Body-Freedom Flutter Modeling and Flight Testing of a Flexible Flying Wing Drone
[NO] 1317/1985 | Research on Transformer Load Forecasting and Dynamic Overload Warning Based on Temporal Big Data Mining
[NO] 1318/1985 | Tunnel Crack Detection Method Improved Based on YOLO11
[NO] 1319/1985 | Structure-Aware Grouping with Adaptive Greedy Scheduling for Belief Propagation in Loopy Graphs
[NO] 1320/1985 | Euler: An Out-of-Order-Aware Load Balancing with Adaptive Granularity for AI Clusters
[NO] 1321/1985 | On NOMA Short Packet THz Communications with Misalignment Error and Hardware Impairment
[NO] 1322/1985 | QR-LBAS: Lattice-Based Aggregate Signature Scheme With Quantum-Resistant Security for Vehicular Ad Hoc Networks
[NO] 1323/1985 | Flight Dynamics Modeling and Analysis of a Flexible Aircraft with Hinged Wingtip
[NO] 1324/1985 | AINIT 2026 Cover Page
[NO] 1325/1985 | Urgency-Aware Coordinated Charging of Electric Vehicles in PV-Integrated Microgrids
