[2026-03-04 09:28:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-03
正在获取论文...
[arXiv] 2026-03-03 | Odin: Multi-Signal Graph Intelligence for Autonomous Discovery in Knowledge Graphs
[NO] 1142/1807 | A 7.15-to-7.95GHz Magnetically Enhanced Feedforward Waveform-Shaping CMOS Oscillator with Implicit Common-Mode Noise Cancellation Achieving −146.72 dBc/Hz PN@1MHz and 190.6dBc/Hz FoM
[NO] 1143/1807 | Adaptive Threshold ISI Encoding for Noise-Resilient SNNs on Memristors Crossbar Arrays
[NO] 1144/1807 | Reconstructing Protected Biometric Templates from Binary Authentication Results
[NO] 1145/1807 | Design and development of MEMS-based cantilever beam for the low-frequency energy harvester
[NO] 1146/1807 | Equivalent Modeling Method for PMSG Wind Farms Considering Negative-Sequence Control Strategies
[NO] 1147/1807 | Stator Grounding Protection of Large Synchronous Turbo-generator Considering Intermittent Grounding Fault
[NO] 1148/1807 | Keynotes
[NO] 1149/1807 | Distributed Consensus Network: A Modularized Communication Framework and Reliability Probabilistic Analysis_supp1-3667834.pdf
[NO] 1150/1807 | A Privacy-Fidelity Tradeoff Framework in Post-Processed Machine Learning
[NO] 1151/1807 | Research on the "Electricity-Carbon" Synergistic Optimization Method of the "Source-Grid-Load-Storage" Integrated System at the Park Level
[NO] 1152/1807 | Reliability Improvement Strategy of Active Distribution Networks Based on Proactive Load Transfer
[YES] 1153/1807 | Generative Diffusion Modelling for High Quality Wafer Image Data Augmentation, Defect Detection and Image Annotation
[NO] 1154/1807 | Advances in Agricultural Automation in South Africa: Technologies, Applications, and Future Research Directions
[NO] 1155/1807 | 21.9 A -82.3dB THD+N 60V Fully Integrated Shunt-Resistor-Based In-Line Current Sensor with DLL-Assisted Dynamic Body-Biasing Technique
[NO] 1156/1807 | DArFace: Deformation Aware Robustness for Low Quality Face Recognition
[NO] 1157/1807 | From Features to Embeddings: Extending the Temporal-Persistence Principle to Deep-Learning Eye-movement Biometric
[NO] 1158/1807 | FPGA Implementation of Bilateral Filter for MRI and CT Scan Image Denoising
[NO] 1159/1807 | Transferable XAI: Relating Understanding Across Domains with Explanation Transfer
[NO] 1160/1807 | Synthesis Methodology for Sensors Based on Nonlinear Resonators
[NO] 1161/1807 | Splice Site Prediction Network Based on Position Aware Attention Mechanism
[NO] 1162/1807 | Performance Analysis of Frequency Hopping Communication’s Resistance to Partial Band Interference Based on Forward Error Correction Coding
[NO] 1163/1807 | A Synergistic Model for Prostate Cancer Detection Combining Deep Learning and Traditional Techniques
[NO] 1164/1807 | An Interactive System for Embedding and Extraction of Dual-Mode Watermarking
[NO] 1165/1807 | Digital-Assisted-Analog hybrid LDO with High PSR and Transient Enhancement
[YES] 1166/1807 | Buffer Overflow Fuzzing Guided by Directed Identification Metric
[NO] 1167/1807 | Heterogeneous network multi-target tracking algorithm based on PHD filter
[NO] 1168/1807 | Multitemporal Vegetation Analysis for Renewable Energy Planning in Colombia's Amazon River Ports and the Areas Surrounding the Bogotá River
[NO] 1169/1807 | High-Performance Interconnect Interface Design Based on Wafer-Level Systems
[NO] 1170/1807 | Vector Array Shortwave Signal Enhancement Technology Based on Neural Networks
[NO] 1171/1807 | Microwave-Induced Thermoacoustic Imaging Based on Field Distribution Calibration
[NO] 1172/1807 | Radar Narrow-band Target Recognition Method Based on Image Processing
[NO] 1173/1807 | A Wideband CMOS DSA with Low Phase Shift Variation Based on a Compact Co-Design Method
[NO] 1174/1807 | Semantic Intent Weaver: A Context-Aware Search Algorithm for Ambiguous Query Resolution
[NO] 1175/1807 | Face-Based Kinship Verification Using Deep Embeddings for Low-Cost Health Record Linkage
[NO] 1176/1807 | A Low-Latency Hybrid Cryptographic Framework for Secure Spiking Neural Network Inference
[NO] 1177/1807 | Advances in Convolutional Neural Networks for Image Classification : Architecture Evolution, Transformer Fusion, and Application Expansion
[NO] 1178/1807 | Research and Implementation of Short Video Content Sentiment Analysis Based on LSTM Neural Networks
[NO] 1179/1807 | SPCNC 2025 TOC
[NO] 1180/1807 | A Fuzzy-Adaptive Potential Field Method for Multi-AGV Formation with Dynamic Maintenance and Flexible Obstacle Avoidance
[NO] 1181/1807 | Analysis of Nanomaterial Based Biosensor Health Monitoring Systems with Artificial Intelligence for Smart Healthcare
[NO] 1182/1807 | Research on Vision-Based Underwater Polarization Navigation
[NO] 1183/1807 | Inkjet-printed flexible photodiode with synaptic characteristics
[NO] 1184/1807 | Development of CMOS compatible Gd
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    wet etching process for SOI/GeOI applications
[NO] 1185/1807 | Mind the Gap: Bridging Occlusion in Gait Recognition via Residual Gap Correction
[NO] 1186/1807 | 33.3 A 6GHz Quadrature Digital Transmitter Supporting a 1GHz Signal Bandwidth with &lt;-40dB EVM Floor and &gt;55dB Dynamic Range in 28nm CMOS
[NO] 1187/1807 | Filament Conductivity Modelling of Atomistic Au/MoS
                    <sub>2</sub>
                    /Au Memristors
[NO] 1188/1807 | 9.4 A Multi-Coil Scalable Energy-Shared Wireless Power Receiver Network for Distributed Time-Division-Multiplexing Somatosensory Cortex Stimulation
[NO] 1189/1807 | Learning from Literature: A Retraining-Free Framework for LLM Jailbreak Defense via NLP-Based Adversarial Literature Analysis
[NO] 1190/1807 | NIPIN Diode with Designable Asymmetry for Low Voltage and Low Capacitance System Level ESD Protection
[YES] 1191/1807 | VulnDetective: Using LLM Agents to Analyze Common Weaknesses and Identify Smart Contract Vulnerabilities
[NO] 1192/1807 | OnePV: A Novel One-Stage Palm Vein Recognition Method Based on Oriented Object Detection
[NO] 1193/1807 | An OCR-Driven Filtering Approach for Improving VIC System Efficiency
[NO] 1194/1807 | Session 18 Overview: Technology and Circuits for Domain-Specific Accelerators
[NO] 1195/1807 | Self-powered Ultrabroadband Photodetection in MoO
                    <sub>2</sub>
                    -MoSe
                    <sub>2</sub>
                    heterostructure
[NO] 1196/1807 | Effect of Silicon Anisotropy and Wafer Orientation on Extensional Modes
[NO] 1197/1807 | Research on Intelligent Management and Control Technology of Electrical Main Equipment Installation Oriented to Accident Prevention and Stability Enhancement
[NO] 1198/1807 | Enhancing Fall Detection Accuracy with Bagging Ensembles on Kalman-Filtered Smartphone Accelerometer Signals.
[NO] 1199/1807 | An Inverted-V Channel P-type NsFET for Improved Performance per Device Footprint
[NO] 1200/1807 | 20-H Rule of Power Ground Plane of Printed Circuit Board and Clustering of Electric Near-Field Distribution
[NO] 1201/1807 | Research on Residential Air Conditioning Load Regulation and Subsidy Mechanism Based on Power Supply Security
[NO] 1202/1807 | Clone What You Can't Steal: Black-Box LLM Replication via Logit Leakage and Distillation
[NO] 1203/1807 | Convergence of Operational Technology/Industrial Control Systems/Internet of Medical Things: Internet-Exposed Medical Device Threats
[NO] 1204/1807 | Online Measurement of Active Frequency Support Capability for Wind-Storage combined System Based on Data-Model Hybrid Driving
[NO] 1205/1807 | Examining The CoVCues Dataset: Supporting COVID Infodemic Research Through a Novel User Assessment Study
[YES] 1206/1807 | EDL: Efficient Data-Oblivious Loops
[NO] 1207/1807 | Inverter Based Resource With a Long Feeder: Modeling and Experimental Validation
[NO] 1208/1807 | Reprogramming Automatic Speech Recognition Models for Neonatal Chest Sound Separation
[NO] 1209/1807 | Avatar Standardization Efforts for Interoperable Metaverse Services: Towards a Seamless Avatar-As-a-Service Ecosystem_supp1-3668856.pdf
[NO] 1210/1807 | Thermodynamic Modeling and Kinetic Estimates of the Destruction of Polyol Ester Oils Contaminated With the Hydrofluorocarbon R-134a via Liquid-Injection Incineration Catalyzed by Nonthermal Gliding Arc Plasma
[NO] 1211/1807 | Near-Perfect Clustering Based on Recursive Binary Splitting Using Max-MMD
[NO] 1212/1807 | A Novel ICESat-2 Bathymetry Model Guided by Photon Density Profiles and Synergy with Sentinel-2 for Automated Seafloor Mapping Without In-Situ Data
[NO] 1213/1807 | ADRC-Based Voltage Regulation and Energy Dispatch in DC Microgrids for In-Situ Wave Energy Converters_supp1-3665977.docx
[NO] 1214/1807 | I See You: Using RF Signals to See Inside Manufacturing Processes
[NO] 1215/1807 | KG-LLM: A Framework for Intrusion Detection in 6G Industrial Internet of Things
[NO] 1216/1807 | 2025 7th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)
[NO] 1217/1807 | 2025 IEEE 7th International Conference on Emerging Electronics (ICEE)
[NO] 1218/1807 | Deformation Behavior of Clay Soil Foundation during Pile Driving
[NO] 1219/1807 | MAGIC: Multimodal Adaptive Graph Interaction Network for Conversation
[NO] 1220/1807 | 5.1 A Formation Flight Phased-Array Transceiver for Spatial Power Combining and Distributing Architectures in Direct-to-Device-Communication Satellite Constellations
[NO] 1221/1807 | Electromagnetic Field Exposure Assessment and Mitigation Strategies for Wireless Power Transfer Systems: A Review and Future Perspectives
[NO] 1222/1807 | StableMorph: High-Quality Face Morph Generation with Stable Diffusion
[NO] 1223/1807 | 4.4 A 2.1-to-3.7ppm/°C Bandgap Voltage Reference with a Current-Domain TC Compensation and ±0.06% Inaccuracy from −40°C to 125°C in 130nm CMOS
[NO] 1224/1807 | Author Index
[NO] 1225/1807 | IWAIN 2025 - Committees
[YES] 1226/1807 | MADiC: A 3nm 7.4TOPS/mm
                    <sup>2</sup>
                    , 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism
[NO] 1227/1807 | Optimization of Data Collection in Facial Recognition Models through Subsampling Strategies
[NO] 1228/1807 | Comparison of PM Machines with Different Winding Type for All-Electric Aircraft Propulsion
[NO] 1229/1807 | An Open-Circuit Fault Diagnosis Method for Six-Phase Permanent Magnet Synchronous Motors Based on q-Axis Fundamental Current Plane
[NO] 1230/1807 | Session 23 Overview: Next-Generation Optical Transceivers
[NO] 1231/1807 | ARIA: Toward Human-Centered Embodied AI Instruction in Real-Time Augmented Reality
[NO] 1232/1807 | User Reliance on AI Support for Collaborative Partner Selection
[NO] 1233/1807 | From Text to Movement: LLM-driven Swarm User Interfaces for Embodied and Interactive Storytelling
[NO] 1234/1807 | A 26/28/37/39GHz Reconfigurable Fully Connected MIMO Receiver Front-End with On-Chip Diplexer Achieving 52-to-70dB Blocker Rejection
[NO] 1235/1807 | AI-Enabled Next-Gen Waste Segregation and Awareness System
[NO] 1236/1807 | Preface
[NO] 1237/1807 | Cost-Effective Freight Management with IOT Integration for Railway Wagon Load Optimization
[NO] 1238/1807 | An Integrated Method for Transmission Tower Laser Point Cloud Segmentation Based on Bounding-Box Growth and Symmetry Principle
[NO] 1239/1807 | ICMSP 2025 Author Index
[NO] 1240/1807 | Bandgap Engineered Tunnel Design to Overcome WL Pitch Scaling Challenges for 3D NAND Flash
[NO] 1241/1807 | Effect of Quantum Wells in DC Characteristics of Stacked Gate Oxide AlGaN/GaN MOS-HEMT for High-Power Electronics
[NO] 1242/1807 | Comparative Analysis of FinFET-LDMOS Device Types for wireless RF communications and high voltage applications
[NO] 1243/1807 | Optimizing Free Form Parametric Sources via Source Mask Optimization for Advanced Memory Lithography
[NO] 1244/1807 | Detecting Fraudulent Job Postings Using Bi-LSTM-Based Text Classification
[NO] 1245/1807 | Research Progress on Molybdate-Based Electrode Materials for Supercapacitor Energy Storage Applications
[NO] 1246/1807 | (POSTER) Rule List Optimization Method via Dependency Removal
[NO] 1247/1807 | Optimal Design of Amorphous Alloy Dry-Type Transformer Based on INSGA-SA
[NO] 1248/1807 | Experimental Hardware Emulation of Spiking Neural Networks Using Ultra-Low-Voltage 2D SnS Memristors
[NO] 1249/1807 | Enhancing the modulation bandwidth of III-Nitride blue LED by reducing barrier width
[NO] 1250/1807 | Session 28 Overview: Innovations from Outside the (ISSCC) Box
[NO] 1251/1807 | Towards Robust Multi-Object Pose Estimation Under Sparse and Noisy Data in Robotic Systems
[NO] 1252/1807 | The Role of Perceived Social Identity in Human-AI Collaboration
[NO] 1253/1807 | A Quantitative Data Risk Assessment Model Based on Improved AHP
[NO] 1254/1807 | Low Phase Noise Millimeter-Wave Voltage Controlled Oscillators Based on Electromagnetic Bandgap Material Resonators
[NO] 1255/1807 | Predictive Neuro – Electrical Modelling for Epileptic Seizures using Machine and Deep Learning
[NO] 1256/1807 | Ai-Driven Detection and Predictive Modeling of Invasive Species Using Deep Learning Models
[NO] 1257/1807 | 3-ASKNet: Resolving Scale-Orientation Dilemma in Aerial Images with Selective Receptive Field Adaptation
[NO] 1258/1807 | A Multiband CPW-Fed Monopole Rectenna Using SMS7630 SC-79LF Schottky Diode for Powering Low-Power Wireless Sensor Networks and IoT Devices
[NO] 1259/1807 | A Path-Subgraph Enhanced Attention Network for Fault Diagnosis of Power Communication Equipment
[NO] 1260/1807 | Optimized Solar Energy Utilization for Continuous Power Supply Using Dual-Battery System
[NO] 1261/1807 | Data-Driven Machine Learning and Visualization for Solar PV System Fault Detection and Power Forecasting
[NO] 1262/1807 | Simulation of Dual-band Sequential Load Modulated Balanced Power Amplifier Using Reciprocal Gate Bias with Extended Dynamic Power Range
[NO] 1263/1807 | A Novel Flexible Resistive Based Pulse Wave Measurement Method
[NO] 1264/1807 | Performance Study of Ultraviolet Detector Based on Porous Electrode Structure of GaN Material
[NO] 1265/1807 | Research and Validation of Time-Interleaved ADC Mismatch Correction Algorithm
[NO] 1266/1807 | Vision-based flat landing field recognition for the autonomous landing of Micro Aerial Vehicle (MAV)
[NO] 1267/1807 | Defect Detection in PE Gas Pipeline Thermo-fusion Welding Based on Improved YOLOv7
[NO] 1268/1807 | Optimization of CNTFET Ternary Multiplier for Digital Signal Processors
[NO] 1269/1807 | Towards Better Few-Shot Learning Embeddings via Full-Pipeline Augmentation
[NO] 1270/1807 | Biometric Spoofing Detection with Post-Quantum Cryptography Integration
[NO] 1271/1807 | Research on Single Event Effects of Sensor Data Acquisition System Based on FPGA
[NO] 1272/1807 | MOOD MISSION: An Application to Monitor Emotional States in Nonverbal Individuals
[NO] 1273/1807 | Adaptive Fine-Tuning Attacks for Watermark Removal in Deep Models
[NO] 1274/1807 | Three-phase Imbalance Control and Reactive Power Optimization of Distribution Network Using Soft Actor-Critic Algorithm
[NO] 1275/1807 | OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with on-Chip Data Generation for Privacy-Preserving Computation
[NO] 1276/1807 | Benchmarking Optimization Algorithms for BSIM-CMG Compact Model Parameter Extraction
[NO] 1277/1807 | On the Feasibility of Detecting Fingerphoto Presentation Attacks using Multimodal Large Language Models
[NO] 1278/1807 | Fairness in AI: Evaluating and Mitigating Bias in Decision-Making Models
[NO] 1279/1807 | Artificial Intelligence in Assessing Delayed Disclosure: Bridging Psychological Trauma and Credibility in Child Abuse Cases
