[2026-02-28 09:14:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-27
正在获取论文...
[IEEE] 2026-2-27 | Prediction of the Breast Cancer in Histopathology Images using JAYA-Optimized Deep Network
[NO] 852/1000 | 2025 Fourth International Conference on Smart Technologies and Systems for Next Generation Computing (ICSTSN)
[NO] 853/1000 | Research on a Fault Diagnosis Method of Four-Level Converter with Improved Residual Multi-Feature Maintenance and Improvement of 1D-CNN
[NO] 854/1000 | Active Learning based Hand Gesture Recognition using Electrical Impedance Tomography
[NO] 855/1000 | Modulation Strategy for Flying Capacitor Five-Level Rectifier with Extended Seven-Level Output
[NO] 856/1000 | Data-Driven Long-Term Learning Model for EV Charging Load Prediction
[NO] 857/1000 | Deep Vision-Based Intelligent Bird Deterrent System for Transmission Lines
[NO] 858/1000 | Performance Analysis of AFDM with Finite-Resolution ADCs
[NO] 859/1000 | Scan-invariant Mamba with Differentiated Sequence Contrastive Learning in Computational Pathology
[NO] 860/1000 | Slope-aware Adaptive Gaussian Process Sampling for Robotic Information Gathering on Rough Terrain
[NO] 861/1000 | Particle swarm optimization-optimized Continuous Input Shaping for Robust Vibration Control
[NO] 862/1000 | The Role of Content Quality and Institutional Trust in Shaping Perceived Value and Purchase Intention for Body Care Products on E-Commerce Platforms
[NO] 863/1000 | Scalability via Sparsity in Stackelberg Security Games: An Augmented Decision Space Approach
[NO] 864/1000 | Adaptive LBIST for Aging-Induced Fault Dynamics in Deep-Submicron VLSI Circuits
[NO] 865/1000 | Learning Local Semantic Signals and Inter-class Discrepancy for Weakly Supervised Video Anomaly Detection
[NO] 866/1000 | Adaptive Federated Learning-Based Distributed Resilient Control for Hybrid AC/DC Microgrids
[NO] 867/1000 | Contrastive Prompt Learning in Structured Graph Networks for Multimodal Fake News Detection
[NO] 868/1000 | A Deep Learning Based Blind Detection Method for Wideband Multi-Signal Sensing
[NO] 869/1000 | Model Predictive Controller with Input–State Feedback Linearization for a Three-Phase Rectifier
[NO] 870/1000 | Channel-Correlation-Based Access Point Selection and Pilot Power Allocation for Cell-Free Massive MIMO
[NO] 871/1000 | LO Leakage Suppression in Resistive Zero-IF IQ Mixers Beyond 100 GHz
[NO] 872/1000 | Solving the Block-wise Puzzles in an Encryption-Then-Compression System
[NO] 873/1000 | Turbo-GoDec: Exploiting the Cluster Sparsity Prior for Hyperspectral Anomaly Detection
[NO] 874/1000 | Privacy-Preserving and Collusion-Resistant Data Query Scheme for Vehicular Platoons
[NO] 875/1000 | Physics-Informed Neural Networks for Device and Circuit Modeling: A Case Study of NeuroSPICE
[NO] 876/1000 | Independent Block-Wise Attribution for Vision Transformer Interpretability through Semantic Relevance
[NO] 877/1000 | Bayesian-Optimized Deep Learning for Adaptive Real-Time FDIA Detection in Smart Grid Demand Response Systems
[NO] 878/1000 | Adaptive Robust Trajectory-Tracking Control of Underactuated Uncrewed Surface Vehicles With Environmental Disturbance and Variable Payload
[NO] 879/1000 | IEEE Transactions on Circuits and Systems--II: Express Briefs Publication Information
[NO] 880/1000 | C-CBF: Communication-Aware Control Barrier Functions for Resilient Multi-Robot Connectivity
[NO] 881/1000 | Table of Contents
[NO] 882/1000 | A Wildfire Monitoring Method Based on Daily Nighttime Light Data: A Case Study of the Los Angeles Wildfire
[NO] 883/1000 | Modeling and Unilateral Adaptive Control of a Flexible Slung Load System for Multirotor UAV With Actuator Constraints and Faults
[NO] 884/1000 | Distance-Attention Augmented Reinforcement Learning: A Robust Approach for 3D Cooperative UAV Navigation in Dense Urban Environments
[NO] 885/1000 | Groove Gap-Waveguide Transverse Slot-Fed Patch Antenna Array with Reduced RCS Operating at 28 GHz
[NO] 886/1000 | More is Not Always Better: Toward General Cross-Modal Saliency Prediction for Immersive Communications
[NO] 887/1000 | Converter for Ultra-Fast EV Charging: A Comparative Study of SPS, EPS, and DPS Modulation with HIL Validation
[NO] 888/1000 | Field Implementation of an Automated Hydraulic Excavator Using ROS2-TMS for Construction and OPERA
[NO] 889/1000 | Edge—Cloud Multi-Agent Framework for Real-Time Thermal Runaway Prevention in Lithium Iron Phosphate Batteries Using Lightweight Deep Models
[NO] 890/1000 | Digital Sustainability in Business Models: Role of Digital Enablers and Smart Technology
[NO] 891/1000 | RAG-Augmented Payroll Intelligence Stack: A Zero-Trust, Policy-Verified Architecture for Compliant and Explainable Payroll Automation
[NO] 892/1000 | A Data-Driven Civic Communication Model for Air Quality Governance in Smart Cities using IoT Sensor Technologies
[NO] 893/1000 | Performance and Emission Characteristics of Soapnut Biodiesel Blends in a Crdi Diesel Engine Operated at Variable Injection Pressures
[NO] 894/1000 | Position-Based Force Control for In-Hand Manipulation Using a Soft-Rigid Hybrid Two-Finger Hand
[NO] 895/1000 | Unsupervised Deep Learning for Multi-Modality Tumor Detection Using Generative Adversarial Networks
[NO] 896/1000 | Dual Personality Matching System for Candidate – Company Compatibility Using AI and NLP
[NO] 897/1000 | Geographically Aware Spatio-Temporal Fusion Transformer Models for Enhanced Air Quality Prediction
[NO] 898/1000 | An Explainable and Optimal Deep Transfer Learning Approach for Forest Fire Detection Using Grad-CAM Visualizations
[NO] 899/1000 | Team Sports Coaching System Using Vibrotactile Feedback
[NO] 900/1000 | Non-Geometric Kinematic Error Estimation of the Articulated Robot Using Kernel Ridge Regression
[NO] 901/1000 | Grid-Based Marking Prompt Framework for Spatial Understanding in Vision–Language Models
[NO] 902/1000 | Digital Twin Modelling and Rul Estimation of a Battery Powered Motor System in Matlab
[NO] 903/1000 | Computational Implementation of Group Theory in Cryptography and Chemistry: A Unified Mathematical Framework
[NO] 904/1000 | Secure Comparative Evaluation of Alzheimer MRI Classification Models Using Blockchain
[NO] 905/1000 | AutoShard: Intelligent Multi-Tenant Sharding and Privacy-Aware Resource Allocation for Serverless Architectures on AWS
[NO] 906/1000 | DataVault: Secure On-Field IoT Data Logging using Blockchain and IPFS
[NO] 907/1000 | Hardware-Enabled Root of Trust for Enhanced Security in Embedded Systems
[NO] 908/1000 | Full-Mode Synchronous ZVS Modulation of the Cascaded Systems With Two Time Scales
[NO] 909/1000 | Research on the Design of an Emotion Detection Wristband with Emotional Enhancement Based on an Improved BERT Mode
[NO] 910/1000 | Improvement Research on YOLOv5 Object Detection : Algorithm Based on Multi-Attention Mechanism
[NO] 911/1000 | An Integrated LSTM-TabNet Ensemble with Elastic Net for Jakarta Composite Index Forecasting
[NO] 912/1000 | Exploring Trends and Insights in the Steam Gaming Ecosystem Through Data Analysis
[NO] 913/1000 | The Design of ICT Enabled Circular Economy for Duck Farming Ecosystem
[NO] 914/1000 | Smart Home Automation System: Secure Face Recognition and Gesture-Based Control
[NO] 915/1000 | A Novel Modulation Scheme of Dual Active Bridge Converter with Zero Reactive Power
[NO] 916/1000 | An Improved Junction-to-Case Thermal Resistance Test Method for In-Line Metal-Cased Package Solid State Relays
[NO] 917/1000 | Comparative Analysis of Hydrogen Production Power Supplies and Auxiliary Systems under Fluctuating Operating Conditions
[NO] 918/1000 | Density-Aware Performance Profiling of A*, Dijkstra, and RRT Algorithms in Static 2D UAV Grid Navigation
[NO] 919/1000 | Agentic Ads: A Multi-Agent AI Framework for Privacy-Safe and Explainable Ad Decisioning
[NO] 920/1000 | High-Density Integrated Transformer for Combined OBC and LDC System in Electric Vehicles
[NO] 921/1000 | FedPrompt–MAML–MLID: Federated Meta-Learning for Few-Shot Multi-Label Text Classification
[NO] 922/1000 | A Novel Two-stage Non-isolated Soft-switching Residential PCS with Partial Power Transfer Characteristic
[NO] 923/1000 | QKD-Enhanced Attribute-Based Encryption for Secure and Access Control in Smart Grid Databases
[NO] 924/1000 | Solution of Forward Kinematics of Trifree Hybrid Robot Based on BP-N Method
[YES] 925/1000 | Navigating Successful Automation on Challenged Programs: A Case Study and Practical Solutions
[NO] 926/1000 | Fog Computing-Enabled Multi-User Interaction System using Soft Robotic Gloves
[NO] 927/1000 | Virtual Slicing: Achieving Control Plane Availability and Traffic Engineering Efficiency in Data Centers
[NO] 928/1000 | SII 2026 Commentary
[NO] 929/1000 | Design and Implementation of Smart Solar Tracker
[NO] 930/1000 | Discrete Element Method Study of Hopping on Granular Media to Develop Analytical Model for Hopping Robot Design
[NO] 931/1000 | Integrating Gen-AI with RAG for Automating SDG Mapping from Sustainability Report of Organisations
[NO] 932/1000 | Wearable Gravity Compensation System for Muscular Load Reduction in Manual Handling of Heavy Objects
[NO] 933/1000 | Adaptive Evaluation of Classical and PSO-Augmented Path Planning Algorithms Across Varying Obstacle Densities for AGVs
[NO] 934/1000 | Relationship Between the Benefit of Inconvenience and Emotions in a Sightseeing Experiment: An ANOVA and Correlation Analysis*
[NO] 935/1000 | SII 2026 Commentary
[NO] 936/1000 | A Flexible Field-Based Policy Learning Framework for Diverse Robotic Systems and Sensors
[NO] 937/1000 | Communications for Low-Altitude Economy: A Precoding Transmission Method for RIS-Assisted UAV Communication
[NO] 938/1000 | RSV-LoRA: Enhancing Object Segmentation in Remote Sensing Videos via Fine-tuning with LoRA-based Mixture of Experts
[NO] 939/1000 | Tungsten Disulphide Modified Interdigitated Electrochemical Sensor for Nitrite Detection
[NO] 940/1000 | Mesh-Based Deep Learning Surrogate Model for Rapid Wideband 3D Electromagnetic Scattering Computation_supp1-3661600.pdf
[NO] 941/1000 | Explainable AI for Classifying Human Leg Movement Patterns in Load-Carrying Scenarios
[NO] 942/1000 | Smart Healthcare Evolution: Deep Learning Meets Cyber-Physical Systems in Brain CT Image Interpretation
[NO] 943/1000 | MPC Parameter Tuning Based on Improved Whale Optimization Algorithm
[NO] 944/1000 | Modeling of V
                    <sup>2</sup>
                    Control for Three-Level Flying Capacitor Buck Converters
[NO] 945/1000 | Optimized YOLOV8N with Convolutional Block Attention Mechanism for Vision Based Systems
[NO] 946/1000 | Intermodal Journey Planning to Transportation Hubs in a Microscopic Environment: A Multi-Objective Multi-Agent Reinforcement Learning Optimization Framework
[NO] 947/1000 | Third-Harmonic Injection-Based Active Thermal Control for a Modular Multilevel Converter Considering Voltage Dip Depth
[NO] 948/1000 | Research on Topology and Control Strategy of Single-stage Isolated Photovoltaic Micro Inverter Based on Triple-Active-Bridge Converter
[NO] 949/1000 | Clinical Summarization of Bradycardia and Desaturation Episodes in Preterm Neonates using LLM Models
[NO] 950/1000 | Detecting Deep Fake Audio: A Hybrid CNN-LSTM Approach Leveraging Spectrogram Analysis
[NO] 951/1000 | Spiral-Shaped Coupling Plate for Increased Coupling Capacitance in Capacitive WPT
[NO] 952/1000 | A Thermal Stress Optimization Strategy Based on Variable Structure Converter
[NO] 953/1000 | Battery-oriented Double-line-frequency Ripple Current Suppression Method Based on RDCX Converter
[NO] 954/1000 | Design, Modeling and Control of a Deformable Quadrotor Using McKibben Pneumatic Actuators
[NO] 955/1000 | A Multi-Factor Analysis of Gaming Habits and Their Impact on Mental Health, Learning Efficiency, and Behavioral Outcomes in Indian College Students
[NO] 956/1000 | Matrix nearness problems,
                    <i>D</i>
                    -stability and μ-values in economic models
[NO] 957/1000 | Video-Level Cross-Modal Temporal-Navigation for RGBT Tracking
[NO] 958/1000 | IEEE Transactions on Industrial Electronics Information for Authors
[NO] 959/1000 | Det-Agent: Open-Vocabulary Object Localization and Detection with Reinforcement Learning Agent
[NO] 960/1000 | An Adaptive Sensor for Detecting Hybrid Defects on Steel Plate With Unknown Thickness
[NO] 961/1000 | Design of a High-Efficiency High-Power-Density Constant Current Source for Lasers
[NO] 962/1000 | 2025 13th International Conference on Intelligent Systems and Embedded Design (ISED)
[NO] 963/1000 | 2025 IEEE International Workshop on Wireless Sensing Technologies and Applications (IWSA2025) - Proceedings
[NO] 964/1000 | ISCEIC 2025 Cover Page
[NO] 965/1000 | Analysis and Improvement of Harmonic Transient Stability for Grid-Forming Active Power Filters
[NO] 966/1000 | Differentially Private Wireless Federated Learning Using Orthogonal Sequences
[NO] 967/1000 | The Impact of Live Streaming E-Commerce on Impulsive Buying Behavior in the Fashion and Lifestyle Industry
[NO] 968/1000 | Investigation on the effect of packaging on SiC MOSFETs under short-circuit conditions
[NO] 969/1000 | A Hybrid Control Method for Flexible Single Inverter with Quantitative Grid-Following/Grid-Forming Power Apportion
[NO] 970/1000 | XGBoost-Based Energy Consumption Forecasting with Spatial Mapping: A Smart Building Approach Using IoT Smart Meter Data
[NO] 971/1000 | Multi-mode PLMPWM Transition Strategy Based on Stator Flux Linkage Deviation Vector
[NO] 972/1000 | Research on a Single-UAV Follow Control Based on Enhanced Deterministic Supervised Learning
[NO] 973/1000 | Critical Success Factors for the E-Business Software Projects in Indonesia and Its Prediction Model
[NO] 974/1000 | AI-Powered Student Recruitment Using Skilltract
[NO] 975/1000 | Real-Time Joint-Torque Feedback in VR Pre-Training for Safe Lifting: A Comparative Study of Visual Encodings
[NO] 976/1000 | An Efficient Electrothermal Decoupling Method for Power MOSFETs in Three-Phase LLC Converters Based on Iterative Multi-Artificial Neural Networks
[NO] 977/1000 | AI-Driven Ensemble Intrusion Detection System for Secure IoT Networks
[NO] 978/1000 | State Estimation of a Shape-flexible Multi-fingered Robotic Hand Leveraging Multiple Proximity Sensors Measuring an Ambient Environment including the Self-body and a Constant Curvature Model
[NO] 979/1000 | Causal Analysis and Mapping of Urban Traffic Congestion using Geosocial Analytics
[NO] 980/1000 | A State Recognition Method of Industrial Robots Based on Adaptive Class Weight Gated Convolutional Neural Network
[NO] 981/1000 | ParaMind: Parallelized Adaptive Memory Integration for Long-Context Large Language Models
[NO] 982/1000 | Network-Layer Ransomware Protection for IoT in Resource-Constrained Environments Using Machine Learning
[NO] 983/1000 | 2D- Convolutional Neural Network for Non Surgical Breast Cancer Detection in Mammograms
