[2026-02-20 09:29:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-19
正在获取论文...
[arXiv] 2026-02-19 | BadCLIP++: Stealthy and Persistent Backdoors in Multimodal Contrastive Learning
[NO] 1454/1694 | Trust Without Transparency: An Empirical Analysis of Anonymity and Verifiability in Iron Fish Cryptocurrency
[NO] 1455/1694 | A Memory-Efficient Framework for Deformable Transformer with Neural Architecture Search
[NO] 1456/1694 | Design and Implementation of a MobileNet-Based YOLO Object Detection Model for Resource-Constrained Devices
[NO] 1457/1694 | Analysis of Operational Characteristics of Evaporative Cooling Systems for Offshore Wind
[NO] 1458/1694 | A Super-Resolution Generative Adversarial Network Approach with Perceptual Loss and Residual Learning
[NO] 1459/1694 | Asymmetric Password Authentication Transport Layer Security Protocol
[YES] 1460/1694 | Autonomous Digital Design Implementation on FPGA Using Large Language Models
[NO] 1461/1694 | Enhancing Lightweight IRSR Models via Knowledge Distillation with Structural and Spectral Losses
[NO] 1462/1694 | Real-Time Surface Defect Detection for Electrical Equipment Based on Lightweight Yolov5
[NO] 1463/1694 | Multi-Protocol DAS Using FPGA
[YES] 1464/1694 | ML-Pump: A Machine Learning Based Bidirectional Prediction Framework for Charge Pump Design Optimization
[NO] 1465/1694 | An Inhomogeneous Plane Wave-based Ray Tracing Algorithm for LEO Atmospheric Propagation Modeling
[NO] 1466/1694 | Cross-Course Prediction of Student Performance: Feature Engineering and Model Evaluation Using LMS and Attendance Data
[NO] 1467/1694 | Artificial Intelligence as a tool for developing critical and creative thinking in foreign language teaching, ITALS
[NO] 1468/1694 | DistFedAvg: Distance-Guided Proportional Aggregation for Federated Machine Learning
[NO] 1469/1694 | Convolutional Neural Network Approach to Glaucoma Detection through Retinal Fundus Imaging
[NO] 1470/1694 | Reproducing the Classroom? Spatial Positioning in Frontal Teaching in Social Virtual Reality
[NO] 1471/1694 | An L-Band Dual-Low-Noise-Amplifier Bank Ic in 65-nm SOI CMOS with &lt;0.8-dB NF and &gt;20-dB Gain for Advanced GNSS Receiver Front Ends
[NO] 1472/1694 | Broadband Photomixing-Based THz Transmitter for Multi-Channel High-Speed Wireless Communication
[NO] 1473/1694 | An Overview of Classification Techniques for Epilepsy Symptoms Based on EEG Data
[NO] 1474/1694 | Smart Vehicle Accident Detection System Using IOT
[NO] 1475/1694 | Low-Cost Rapid-Development Air-Ground Robotic Solution for Nuclear Power Plant Inspection
[NO] 1476/1694 | AutoML-Based Hyperparameter Optimization for Machine Learning Models in Software Defect Prediction
[NO] 1477/1694 | Agentic Portfolio Construction: A Multi-Agent Architecture for LLM-Driven Financial Asset Allocation
[NO] 1478/1694 | Interpretable Deepfake Detection: Enhancing Real vs. Fake Face Classification with Explainable AI and Transfer Learning
[NO] 1479/1694 | BIPSec: An End-to-End Formal Verification Framework for AH/ESP in Industrial-Grade IPSec Protocol Stacks
[YES] 1480/1694 | ProvAuditChain: A Gas-Efficient On-Chain Provenance Framework for AI-Driven Smart Contract Audits
[NO] 1481/1694 | Hybrid Quantum-Classical Generative Adversarial Network for Patch-Based Image Generation
[NO] 1482/1694 | Attention Mechanism in Neural Flow Models for Imbalanced ECG Beat Classification
[NO] 1483/1694 | Policy-based Word Subset Selection for Explaining Black-Box Language Models
[NO] 1484/1694 | A Semi-Supervised Learning Framework for Employee Performance Evaluation using Group-based Features
[NO] 1485/1694 | A Comparison between Simultaneous and Sequential Multitask Learning for Wireless Signal Classification and Reconstruction
[NO] 1486/1694 | Enhancing quality content on social media for online education: use of TikTok to learn statistical methods in Market Research
[NO] 1487/1694 | Y-branch Waveguide-type Exclusive OR Logical Gate for THz-band Communication
[NO] 1488/1694 | Reinforcement Learning-Based Correction of Indoor Path Loss Models for Wi-SUN Sub-GHz Communications
[NO] 1489/1694 | A Sub-100 nW Power-on-Reset Circuit with Integrated Brown-Out Detection and Autonomous Power Gating for Edge Devices
[NO] 1490/1694 | Study on the Design of a Physical Education Course Analysis and Management System Based on Decision Tree Algorithms
[NO] 1491/1694 | Smart Blind Stick for Visually Impaired Navigation: Leveraging IoT and Exploring Future Enhancements
[NO] 1492/1694 | Enhanced Duplicate Image Detection via Multi-Task Learning and Contrastive Features
[YES] 1493/1694 | LLM-as-a-Judge for Software Engineering: Literature Review, Vision, and the Road Ahead
[NO] 1494/1694 | Advisory Board Member
[NO] 1495/1694 | Long-Term Crop Strategy Optimization via a Markov Decision Process with Rotational Constraints
[NO] 1496/1694 | Intelligent Early Warning and Intervention System for College Students' Psychological Crisis Based on Multimodal Data Fusion
[NO] 1497/1694 | TASEM: A Multimodal Time-Aware Deep Learning Framework for Investor Sentiment Prediction: Data Mining from Financial News
[NO] 1498/1694 | Computer-Assisted Control Innovation for Improving SOE Property Rights Governance Capability
[NO] 1499/1694 | Preference Aligned Visuomotor Diffusion Policies for Deformable Object Manipulation_supp1-3665075.mp4
[NO] 1500/1694 | A Highly Sensitive MXene/rGO Piezoresistive Pressure Sensor With Fast Response
[NO] 1501/1694 | Temporal Visual Semantics-Induced Human Motion Understanding with Large Language Models
[NO] 1502/1694 | A Fingertip-Size Six-Axis Force Sensor via Origami Coil Arrays for Intrinsic Tactile Sensing_supp3-3660186.mp4
[NO] 1503/1694 | Efficient Point Cloud Processing with High-Dimensional Positional Encoding and Non-Local MLPs_supp1-3665872.pdf
[NO] 1504/1694 | Iterative and Real-Time Trajectory Modification Control via Error Decoupling for Wafer Scanner Synchronization
[NO] 1505/1694 | Ultra-Wideband Reconfigurable Radar Waveform Generation Based on Optical Recirculating Frequency Shifter Loop
[NO] 1506/1694 | Electro-Optic Doppler Target Simulation for FMCW LiDAR
[NO] 1507/1694 | Non-Invasive Blood Glucose Estimation Using Near-Infrared Spectroscopy with an Optical Sensor and MLP-Based Machine Learning
[NO] 1508/1694 | A Signed-Transfer SRAM Computing-in-Memory Macro with In-Column Reconfiguration Dac and 2Bit/Cycle Quantization
[NO] 1509/1694 | Development of FTM Automatic Measurement System for Indoor Location
[NO] 1510/1694 | Mobility-Aware Multi-Agent Learning for Efficient Handover in Multi-Layer Satellite Network
[NO] 1511/1694 | An In-Depth Examination of Occupational Stress among Banking Employees in Uttarakhand
[NO] 1512/1694 | CoRN-LN: Compressed Reciprocal Newton Method for Efficient Layer Normalization
[NO] 1513/1694 | PoTS: Proof-of-Training-Steps for Backdoor Detection in Large Language Models
[NO] 1514/1694 | Advancing Cryptographic Security Through Quantum True Random Number Generation
[NO] 1515/1694 | Method for Identifying Abnormal Operating States of Electromechanical Equipment Based on Improved Random Forest Algorithm
[NO] 1516/1694 | Research on Prediction Model of Lithium Battery Cycle Life
[NO] 1517/1694 | Federated Matching Learning for Privacy-Preserving and Robust Task Allocation in Industrial Control System Crowdsourced Testing
[YES] 1518/1694 | Design Automation for a-IGZO Thin Film Technology Using a Multi-Row Standard Cell Architecture
[NO] 1519/1694 | Beam Search Method for Active RIS
[NO] 1520/1694 | Model to promote STEM careers based on Machine learning for secondary education - Peru
[NO] 1521/1694 | Temporal-Spatial EEG Feature Learning for Schizophrenia Classification via Transformers and LSTM Networks
[NO] 1522/1694 | The ISC Creator: Human-Centered Design of Learning Analytics Interactive Indicator Specification Cards
[NO] 1523/1694 | Variable Step-Size Modified One-Tap Affine-Projection Algorithm for Adaptive Null-Forming in Digital Hearing Aids
[NO] 1524/1694 | Early Student Performance Prediction in Personalized Programming Education
[NO] 1525/1694 | Hardware-Efficient VLSI Architecture for L-BFGS Detection in MIMO-OFDM Systems
[NO] 1526/1694 | A Hybrid Approach Using Grey Wolf Optimization with Discrete Wavelet Transform and LeNet Features for Tuberculosis Classification in Chest X-Ray
[NO] 1527/1694 | A Hierarchical Learning Approach for Optimal Resource Allocation Strategy for NTN-TN Coexistence Scenarios
[NO] 1528/1694 | Verti-Arena: A Controllable and Standardized Indoor Testbed for Multi-Terrain Off-Road Autonomy
[NO] 1529/1694 | State of Power Estimation of Lithium Ion Battery Using Machine Learning
[NO] 1530/1694 | Precise Transmission Delay Measurement in Microwave Photonic Links
[NO] 1531/1694 | Understanding Human Daily Experience Through Continuous Sensing: ETRI Lifelog Dataset 2024
[NO] 1532/1694 | A Cost-effective Single Element Dielectric Rod Antenna for THz Applications
[NO] 1533/1694 | THES-SNN: Thresholded Hybrid Encoding with Single-Spike Neurons for Energy-Efficient Spiking Neural Networks
[NO] 1534/1694 | Approaches to Detect and Mitigate Phishing Threats: a Deep Learning Approach to Prevent Cyber Attacks
[NO] 1535/1694 | AutoAlign Tiling Machine for Efficient Floor Setup
[NO] 1536/1694 | Explainable Artificial Intelligence Model for Secure Blockchain-Based Cyber-Physical Industrial Systems
[NO] 1537/1694 | Anomaly Detection for Multi-Region Radio Noise Measurement Data
[NO] 1538/1694 | Uncertainty-Aware Performance Evaluation of Low-Noise Amplers via Generalized Polynomial Chaos Expansion-Based Surrogate Model
[NO] 1539/1694 | Improving the Accuracy of Cognitive Diagnosis with Integration of Online Handwriting Data
[NO] 1540/1694 | Real-Time Personalized Feedback Generation System for College English Writing Based on GPT-4 and Reinforcement Learning
[NO] 1541/1694 | Decentralized Fraud Detection in Telecom Networks via Graph Theory and Blockchain Technology
[NO] 1542/1694 | Generative High-Magnification Image Synthesis for EUV Mask Inspection
[NO] 1543/1694 | Application of Coordinated Optimization Technology for New Energy Station-Level Control Systems Under Power Grid Faults
[NO] 1544/1694 | Federated Anomaly Detection and Mitigation for EV Charging Forecasting Under Cyberattacks
[NO] 1545/1694 | Performance Analysis and Selective Retransmission Optimization For Fragmented Post-Quantum IKEv2
[NO] 1546/1694 | Chipkill-Level ECC Using 4-Bit Symbol Reed-Solomon Codes for DDR5 DRAM
[NO] 1547/1694 | ‘Self-Supervised Learning for Natural Language Understanding’
[NO] 1548/1694 | InclusiVRity: Exploring the use and Needs for Virtual Reality in Education for Neurodiversity
[NO] 1549/1694 | Development of News Classification Model Using Bidirectional Encoder Representations from Transformers (Bert) with Interpretability Analysis Based on Explainable Artificial Intelligence (Xai)
[NO] 1550/1694 | Adaptive Decoding of Turbo Product Codes Using Soft Information
[NO] 1551/1694 | A Three-Level Inverting Buck Converter with 5μs Response Time and 20mV Output Ripple for Micro-Led Displays
[NO] 1552/1694 | WMSM: An Efficient Real-Time Framework for Hebrew Sign Language Recognition and Sentence-Level Translation
[NO] 1553/1694 | Pseudo-Random Number Generation Based on Quantum Kicked Rotor Dynamics
[NO] 1554/1694 | A Robust Hybrid Image Watermarking Scheme Using DWT, DCT, and QR Decomposition based on Spread Spectrum
[NO] 1555/1694 | Improving Waste Classification with Auxiliary Fourier Features and GroupMamba Networks
[NO] 1556/1694 | Generating Question-Answer Pairs for Interviewing Software Engineering using LLMs
[NO] 1557/1694 | GraphSAGE-Based SDN Anomaly Detection Using GNN
[NO] 1558/1694 | Spatio-Temporal Disease Forecasting Using SGCN-TGRU with Mobility Integration
[NO] 1559/1694 | Multi Disease Identification in Tomato Plant using CNN and SVM
[NO] 1560/1694 | Towards MCQ Generation to Evaluate K-12 Students: Selecting the Effective Modules in Limited Dataset Tuning for LLMs
[NO] 1561/1694 | Improving Threat Intelligence in Healthcare Through a High Interaction DICOM Honeypot
[NO] 1562/1694 | PEAT: A Scalable LLM-Powered Tutoring System with Real-Time Adaptation and Explainable Feedback for Diverse Learners
[NO] 1563/1694 | Enhancing Recommender Systems with Contextual Awareness Using Hybrid Filtering and Spark-Based Scalability
[NO] 1564/1694 | Multi-Objective Optimization of Explainable AI Models Under Resource Constraints in Embedded Systems
[NO] 1565/1694 | Bipolar Prediction Multimodal Network: A Machine Learning Model for Euthymic Bipolar Disorder Disease
[NO] 1566/1694 | Proceedings of the 2025 International Conference on Digital Society and Intelligent Computing
[NO] 1567/1694 | Construction of a Generative AI Interactive Teaching Platform for Art Education
[NO] 1568/1694 | AGM-MDA: Discriminant and Generative Collaborative Interpretable Multilingual Harmful Text Detection Framework
[NO] 1569/1694 | ICTC 2025 Cover Page
[NO] 1570/1694 | 2025 IEEE International Conference on Blockchain Technology and Information Security (ICBCTIS)
[NO] 1571/1694 | ICETC 2025 TOC
[NO] 1572/1694 | Harmonic Reduction Using Periodic/Aperiodic Separation Filter for Surface-EMG-Based Force Estimation with Power Line Interference
[NO] 1573/1694 | PV-KRRT
                    <sup>*</sup>
                    : Adaptive Classification Sampling and Curvature Constrained Motion Planning for Quadrotor MAVs
[NO] 1574/1694 | FUGC: Benchmarking Semi-Supervised Learning Methods for Cervical Segmentation
[NO] 1575/1694 | CaASR: A Causal Lens for Refining Temporal Action Segmentation_supp1-3664960.pdf
[NO] 1576/1694 | Accelerating Update Broadcasts Over LoRaWAN Downlink via D2D Cooperation
[NO] 1577/1694 | Hybrid Computing of Decentralized Applications in Edge Web 3.0: A Scheduling Strategy via Decision Transformer
[NO] 1578/1694 | Enabling Indoor Autonomous Vehicle Navigation through HCMI Map Construction Using Spatial Data Cubes
[NO] 1579/1694 | Hand Gesture Controlled Robot with Ultrasonic Object Detection
[NO] 1580/1694 | Detection of PUCCH Format 0 and Performance Analysis for 5G NR Systems
[NO] 1581/1694 | NWDAF Implementation: Network Function Load Analytics in 5G Core Network
[NO] 1582/1694 | Evaluating the Effect of Search Strategies in a Hierarchically Decentralized Multi-Robot Task Allocation System
[NO] 1583/1694 | Adaptive Online Learning. Implementing SEL4C-GPT for the Development of Social Entrepreneurship
[NO] 1584/1694 | Scalable and High-Performance Number-Theoretic Transform Design for Lattice-Based Cryptography
[NO] 1585/1694 | Gesture Control and Eye Tracking for Enhanced Human Computer Interaction Using Hidden Markov Kalman Filtering
[NO] 1586/1694 | Optical Handwritten Exam Answer Recognition using Intensely Learned Model
[NO] 1587/1694 | AI-Driven Crop Yield Prediction with State-Level Customization
[NO] 1588/1694 | Towards Robust SSH Anomaly Detection: A Deep Learning Comparative Analysis
[NO] 1589/1694 | Application of Domestic Operating Systems in the Field of Electric Power Informatization
[NO] 1590/1694 | A Comparative Study of Channel Hardening Between Fixed-Position and Movable Antennas
[NO] 1591/1694 | Applications of Deep Learning-Based Image Generation and Processing in Visual Communication Design
