[2025-12-17 09:16:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-16
正在获取论文...
[arXiv] 2025-12-16 | Broadening View Synthesis of Dynamic Scenes from Constrained Monocular Videos
[NO] 1206/1736 | Blockchain-Assisted Secure Fine-Grained Searchable Encryption for Cloud-Based Healthcare Cyber-Physical Systems
[NO] 1207/1736 | A next generation non etching adhesion promoter enabling streamlined process for Advanced IC substrates
[NO] 1208/1736 | Parameters Identification of Lithium-Ion Battery Model Based on Dung Beetle Optimization Algorithm Improved Particle Filter
[NO] 1209/1736 | Broadband Two-Array Metasurface-Gridded MIMO Antenna with Dual-CP Bi-Directional Capabilities
[NO] 1210/1736 | Design and Implementation of a Microwave Laboratory Setup for Training in Engineering Education
[NO] 1211/1736 | Simulation Study of a Hybrid PV-Grid Multi-Voltage Battery-Swapping System for Electric Motorcycles
[NO] 1212/1736 | Temporal Analysis of Microwave Radiation Bursts Associated with Positive Narrow Bipolar Events
[NO] 1213/1736 | Smart Healthcare and Wellness Systems for Real-Time Monitoring
[NO] 1214/1736 | A Transaction-Based Settlement Framework for Electricity Markets
[NO] 1215/1736 | SmartSort for Outlook: A Machine Learning Approach to Automated Email Classification
[NO] 1216/1736 | MediHealth AI: An Integrated Framework for Automated Health Report Analysis, Symptom Triage, and Conversational Assistance
[NO] 1217/1736 | Real-Time AI-Based Skill Gap Analysis and Adaptive Career Guidance Using a Generative AI Framework for the Modern Job Market
[NO] 1218/1736 | Dynamic Temporal Cross-Modal Attention for Early Parkinson’s Disease Detection using Voice and Spiral Drawing Data
[NO] 1219/1736 | Research and Development of LLC Resonant Converters with Sliding-Mode-PI Hybrid Control Strategy
[NO] 1220/1736 | Research on Permanent Magnet Synchronous Motor (PMSM) for Train Adhesion Control Based on Active Disturbance Rejection Control (ADRC)
[NO] 1221/1736 | Automatic Infusion Liquid Delivery Machine Equipped with Safety Sensor
[NO] 1222/1736 | Efficient and Accurate Short Answer Grading Using SBERT
[NO] 1223/1736 | Numerical Simulation and Experimental Investigation of Plasma Dynamics in Grid-type Compressed Arcextinguishing Device
[NO] 1224/1736 | Secure Federated Learning Framework for Real-Time English Grammar Correction on Edge Devices
[NO] 1225/1736 | Analysis of the Impact of Distributed Phase Modulators on the Static Stability Margin of HighProportion Wind Power Systems
[NO] 1226/1736 | Enhancing Social and Emotional Skills of University Students through Fisher Score Sparse Auto Encoder Technique
[NO] 1227/1736 | Telecommunication-Enabled mHealth Intervention: Evaluating the Effect of a Medication Reminder App on Adherence Among Hypertensive Patients
[NO] 1228/1736 | Study of Body Bias on the Frequency Tuning Range of a Ring Oscillator in 180 nm SCL PDK Technology
[NO] 1229/1736 | Detecting Evergreen Articles: Comparing Word Embeddings for Hybrid Bidirectional GRU and LSTM Model on Indonesian News Portal
[NO] 1230/1736 | Earthquake Magnitude Prediction : Comparative Study of Machine Learning and Deep Learning Methods
[NO] 1231/1736 | Enhanced Color Image Security Using Chaotic Maps and Genetic Algorithm-Optimized Symmetric Key Encryption
[NO] 1232/1736 | AI-Driven Fruit and Vegitable Quality Recognition: A CNN Approach for Agricultural Enhancement
[NO] 1233/1736 | Financial AI: Harnessing Machine Learning for Algorithmic Trading, Risk Assessment, and Fraud Detection
[NO] 1234/1736 | Design and Development of Image based Climate Prediction Model by using Quantum Computing Technology
[NO] 1235/1736 | ASIANCON 2025 Contributor Page
[NO] 1236/1736 | A Comprehensive Approach to Multi-Factor of Medium and Long-Term Electricity Load Forecasting Utilizing a Hybrid Model
[NO] 1237/1736 | Smart Meter Energy Data Compression by a Low-computational Differential Coding based Lossless Compression Algorithm
[NO] 1238/1736 | Vision transformer-based emergency classification in Azure cloud
[NO] 1239/1736 | Power Allocation of Multi-Stack Fuel Cells in an Electric-Hydrogen Hybrid Storage System for a Wind Farm Under a Dispatch Strategy
[NO] 1240/1736 | Early Detection of Alzheimer's Disease using Machine Learning and Deep Learning Techniques
[NO] 1241/1736 | Advanced Flat Cable Innovations for Scalable and Flexible System Architectures
[NO] 1242/1736 | Access to Justice Through Artificial Intelligence: An Innovative Journey
[NO] 1243/1736 | Full Path PIPD Co-Simulation and Correlation with SDLE
[NO] 1244/1736 | CNCIT 2025 TOC
[NO] 1245/1736 | AO-Rec: An Adaptive Attention-based Algorithm for Personalized Library Information Services
[NO] 1246/1736 | Design of Microwave Sensor Node for Water Quality Monitoring
[NO] 1247/1736 | AttentionGAN Based Super-Resolution for Enhanced Diagnostic Accuracy in Magnetic Resonance Imaging
[NO] 1248/1736 | Building belonging: evaluating a student-led peer-support scheme in Computer Science
[NO] 1249/1736 | Blender+Echarts based Hainan Tropical Rainforest Ecotourism Visualization Platform
[NO] 1250/1736 | Design of an intelligent stroller control system based on the Internet of Things
[NO] 1251/1736 | A lightweight protocol sensor network leveraging BeiDou3- SMS segmentation
[NO] 1252/1736 | An Intelligent Real-Time Drowsiness Detection System Using Computer Vision And Facial Landmark Analysis For Enhanced Road Safety
[NO] 1253/1736 | Certain Investigation on Deep Learning Algorithms for Leukemia Classification
[NO] 1254/1736 | ICVEE 2025 Committees
[NO] 1255/1736 | Digitized Document Tracking System Using QR Code Technology and Graphic Draw (GD) Integration
[NO] 1256/1736 | Multi-Omics Data Integration Using Machine Learning for Schizophrenia Risk Prediction
[NO] 1257/1736 | Retraction Notice: Assessing Academic Performance Using Ensemble Machine Learning Models
[NO] 1258/1736 | Design and Analysis of a Fully Automatic Elastic Hook Joint Device for Power Transmission Systems : Fully Automatic Elastic Hook Joint Device
[NO] 1259/1736 | MediVault: Smart Expiry Alerts Full Store Solution
[NO] 1260/1736 | Plastic Detection in Water Using Computer Vision
[NO] 1261/1736 | Cloud-Native AI: Optimizing Machine Learning Workloads for Scalability and Performance
[NO] 1262/1736 | Efficient MRI Brain Tumor Classification using an Optimized Hierarchical Deep CNN
[NO] 1263/1736 | Combining Object Detection and Geometric Analysis for Egg Dimension Estimation in Smart Farming
[NO] 1264/1736 | AI-Powered Summarization of Legal Documents: A Solution for Enhancing Legal Research Efficiency
[NO] 1265/1736 | Optimizing Mental Health Detection: A Performance Study of Support RideNN Forward Harmonic Network with Adaptive Giant Trevally Algorithm
[NO] 1266/1736 | Machine Learning-Enhanced Flexible Metamaterial Biosensor for Pesticide Qualitative and Quantitative Analysis
[NO] 1267/1736 | A 21–29GHz Low-Power LNA with High-Linearity Achieved Using a Novel Post-Distortion Method with Triple-Coupled Transformer
[NO] 1268/1736 | A 2D ADMM High-Resolution Imaging Algorithm Incorporating Reweighted Sparse and Total Variation Regularization
[NO] 1269/1736 | Fast Iterative Method for Millimeter-Wave Waveguide Antenna Array
[NO] 1270/1736 | A New Near-Field Probe with Parasitic Element for High Sensitivity
[NO] 1271/1736 | Compact 5G N77 Band Filter with Upper Out-of-Band Suppression
[NO] 1272/1736 | Design Method for Severs of Sub-Millimeter Wave Multi-Section Traveling Wave Tube
[NO] 1273/1736 | 2-D SVPF for Wavefront Curvature Compensation in PFA for FMCW SAR Imaging
[NO] 1274/1736 | Design of a Down-Conversion Module Based on HTCC Integrated Packaging
[NO] 1275/1736 | Hybrid Method of Deep Residual Learning and Particle Swarm Optimization Applied to Slotted Patch Antenna Design
[NO] 1276/1736 | Investigation of Double-Corrugated Waveguide with Grating Slow-Wave Structure for Low-Voltage Terahertz TWT
[NO] 1277/1736 | Evaluate Hybrid Classical-Quantum Architecture in Deep Image Processing
[NO] 1278/1736 | Indoor Smart Cultivation Monitoring System (SCMS) while Measuring Energy Consumption
[NO] 1279/1736 | LibraPIM: Dynamic Load Rebalancing to Maximize Utilization in PIM-Assisted LLM Inference Systems
[NO] 1280/1736 | Receipt Information Extraction Through YOLOv8 and OCR Space Enhanced with Grad-Cam Explainability
[NO] 1281/1736 | CT-HS: Cross-Translation Hate Speech Detection with Co-Attention Network for Cross-Lingual Generalization
[NO] 1282/1736 | A Flying Boom Aerial Refueling Docking Control Strategy Based on Model Free Adaptive Control
[NO] 1283/1736 | Effects of Instructional Modality on Performance Anxiety and Stress in Sight-Singing
[NO] 1284/1736 | Design of Wall-Climbing Mobile Robot System for Crack Detection in Buildings
[NO] 1285/1736 | Three-Dimensional Vortex Electromagnetic Wave Radar Imaging in the Large Squint Sight
[NO] 1286/1736 | On-Chip W-Band Power Divider Based on Spoof Surface Plasmon Polaritons
[NO] 1287/1736 | Research on Semi-Blind Channel Estimation Algorithm Based on CFDP in NB-IoT
[NO] 1288/1736 | Design of a Field-Enhanced Terahertz Biosensor Based on an SSPP—CPS—SRR Structure
[NO] 1289/1736 | Ka-Band Twisted Ridge Circularly Polarized Horn Antenna with Wideband Waveguide Transition Using Additive Manufacturing Technology
[NO] 1290/1736 | Message from the Executive Chairs &amp; TPC Chairs
[NO] 1291/1736 | Consensus-based Full-process Formation Control Strategy for Multi-UAV System
[NO] 1292/1736 | Adaptive Model Switching for Dynamic Inference Serving in the IoT-edge-cloud Continuum
[NO] 1293/1736 | A Dynamic AI-Powered Honeypot Framework for Adaptive Cyber Threat Diversion
[NO] 1294/1736 | Hybrid LSTM-BiLSTM Approach for DDoS Attack Forecasting
[NO] 1295/1736 | Research on Trajectory Tracking Control of Ship Barnacle Cleaning Robot
[NO] 1296/1736 | Analysis of Terahertz Doppler Radar Based on High Temperature Superconductors
[NO] 1297/1736 | AI-Powered Predictive Maintenance for Field Equipment Optimization and Failure Risk Reduction
[NO] 1298/1736 | LegalAssist: Empowering Legal Insights with LLM
[NO] 1299/1736 | Future-Proofing Your Power Skills for 2030
[NO] 1300/1736 | Improving Board-Level Reliability of Large BGA Packages via Edgebond Placement
[NO] 1301/1736 | Dual-Model Framework for Alzheimer's Detection in CT Imaging: A Comparative Study of EfficientNetV2-B0 and ResNet50V2
[NO] 1302/1736 | FL-KAN: A Federated Learning Framework with Kolmogorov-Arnold Networks and Confused Modulo Projection Homomorphic Encryption
[NO] 1303/1736 | In-House Recovery of Palladium Catalysts from PCB Wastewater for Reuse in Electroless Plating
[NO] 1304/1736 | A Gated Recurrent Unit-Based Model for Detecting Emergency Words in Indonesian Speech
[NO] 1305/1736 | CAFE-Net: Context-Aware Facial Expression Network
[NO] 1306/1736 | Single to Dual Band Reconfigurable and Switchable Reflective Metasurface for 5G Millimeter Wave
[YES] 1307/1736 | Agentic Auto-Scheduling: An Experimental Study of LLM-Guided Loop Optimization
[NO] 1308/1736 | Ultra-Wideband Ground Open Slot Fed Millimeter Wave Dielectric Resonator Antenna for 5G Applications
[NO] 1309/1736 | A Comparative Evaluation of Outlier Handling Techniques in Photovoltaic Power
[NO] 1310/1736 | Poster: HeteroSched: Co-Optimizing Scheduling and Parallelization for Deep Learning Workloads
[NO] 1311/1736 | BrailleVox: A Refreshable Voice Driven Braille Converter
[NO] 1312/1736 | Research on the Sub-synchronous Oscillation Problem of New Energy Inverters Connected to the Power Grid
[NO] 1313/1736 | Impact of Market Forecasting Analysis using Deep Learning Models
[NO] 1314/1736 | CNN-based Demolition Waste Classification for Sustainable Construction Resource Recovery
[NO] 1315/1736 | Beyond ETL: Architecting Resilient, Intelligent Data Workflows for Distributed AI Systems
[NO] 1316/1736 | Protocol-Aware Continuous Monitoring and Anomaly Detection in Internet of Things Networks
[NO] 1317/1736 | Optimizing Talent Retention: Comparative Analysis of ML Techniques for Employee Attrition Prediction
[NO] 1318/1736 | Next-Gen Channel Estimation: Unifying RIS, Photonic Processing, and Metaheuristic Intelligence for 5G and Beyond
[NO] 1319/1736 | BERT-based Semantic Matching for Detecting Phishing URLs in Email Content
[NO] 1320/1736 | A Non-Invasive Dental Caries Detection using Hyperspectral Imaging: An Advanced Diagnostic Approach
[NO] 1321/1736 | Strategic Initiative with VIPPO Technology for High-Density DDR Configuration in Next-Generation 19-inch Rack Design
[NO] 1322/1736 | Energy Efficiency Optimization through Identification and Improvement of Compressed Air Leaks in Production Machine
[NO] 1323/1736 | Contrasting EEG Signatures of Unilateral Motor Imagery Versus Execution: A Spectral and Spatial Feature Analysis
[NO] 1324/1736 | Organizing Committee
[NO] 1325/1736 | Research on Lightning Current Diversion Characteristics of 220 kV Transmission Line Towers Considering Multi-Factor Coupling
[NO] 1326/1736 | A Comparative Study on Lung Cancer Detection and Classification using Deep Learning Methods
[NO] 1327/1736 | Vision based Hand Gesture and Character Identification using Convolution Neural Network
[NO] 1328/1736 | EMDF-YOLO: An Enhanced Multimodal Feature and Cross-Modal Differential Fusion Network for Object Detection in Remote Sensing Images
[NO] 1329/1736 | A Novel Quasi-Z-source Coupled-Inductor High-Gain DC/DC Converter
                    <sup>*</sup>
[NO] 1330/1736 | Preface
[NO] 1331/1736 | A Hybrid LSTM–STGNN Framework for Reliable Earthquake Magnitude Prediction
[NO] 1332/1736 | Teaching Machine Translation Post-editing in the Context of Language Service Industry
[NO] 1333/1736 | When Should We Meet? Automating Team Formation for Synchronous Projects in Online Education
[YES] 1334/1736 | Novel Two-Stage GNN Approach For VLSI Floorplanning With ISPD-Inflated Data
[NO] 1335/1736 | Automated Thyroid Dysfunction Screening from Voice Using CNN-LSTM Deep Learning Models
[NO] 1336/1736 | Methods and implementation of multi-pathway environmental health risk assessment
[NO] 1337/1736 | Sensor Management Method for Tracking Target Continuously and Stably
[NO] 1338/1736 | Deep Learning-Enhanced Dynamic Margin Period of Risk Prediction for Counterparty Credit Risk Management: A Multi-Modal Approach Integrating Market Sentiment Analysis and Real-Time Exposure Assessment
[NO] 1339/1736 | Research on the Integration of Big Data and Artificial Intelligence in Cloud Database and Intelligent Grouping System of Hydropower Project Costing
[NO] 1340/1736 | Synthesis of 3D Ultra-Wideband Structure for 45° Linear Polarization Rotation
[NO] 1341/1736 | A Fast Roll-Off Low-Pass Energy Selective Surface
[NO] 1342/1736 | A Broadband Ku/Ka-Band Shared-Aperture Antenna Array with High Isolation and Wide-Angle Scanning Capability
[NO] 1343/1736 | Graphene Metasurfaces Guiding Terahertz Waves
[NO] 1344/1736 | Wideband Dual Circularly Polarized Multi-Beam Antenna Array for 5G/6G Applications
[NO] 1345/1736 | An Explainable AI Approach for Pinkeye Detection Using LIME for Enhanced Diagnostic Transparency
[NO] 1346/1736 | Electromagnetic Characteristics of Polyesterbamboo Sheet Reinforced With Graphene Oxide Composite Material at Microwave Frequency
[NO] 1347/1736 | Insulator Defect Detection Based on Improved YOLOv8n
