[2026-03-10 09:31:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-09
正在获取论文...
[arXiv] 2026-03-09 | GOMA: Geometrically Optimal Mapping via Analytical Modeling for Spatial Accelerators
[NO] 782/961 | Central Limits via Dilated Categories
[NO] 783/961 | Airborne Magnetic Anomaly Navigation with Neural-Network-Augmented Online Calibration
[NO] 784/961 | Magnetoconvection in a spherical shell: Equatorial symmetry during the transition from the weak- to the strong-field regime
[NO] 785/961 | The Levi problem over generalized Hirzebruch manifolds
[NO] 786/961 | Magnetic phase diagram and spin Hamiltonian of antiferromagnet Cs$_2$CoI$_4$
[NO] 787/961 | Disentangling Reasoning in Large Audio-Language Models for Ambiguous Emotion Prediction
[NO] 788/961 | GarmentPainter: Efficient 3D Garment Texture Synthesis with Character-Guided Diffusion Model
[NO] 789/961 | SAVE: Speech-Aware Video Representation Learning for Video-Text Retrieval
[NO] 790/961 | Spectrum Phase and Constraints on THz-Optical klystron
[NO] 791/961 | SplitAgent: A Privacy-Preserving Distributed Architecture for Enterprise-Cloud Agent Collaboration
[NO] 792/961 | Wiener Chaos Expansion based Neural Operator for Singular Stochastic Partial Differential Equations
[NO] 793/961 | Multi-Objective Evolutionary Optimization of Chance-Constrained Multiple-Choice Knapsack Problems with Implicit Probability Distributions
[NO] 794/961 | Distributional Regression with Tabular Foundation Models: Evaluating Probabilistic Predictions via Proper Scoring Rules
[NO] 795/961 | Adaptive shape control for microswimmer navigation in turbulence
[NO] 796/961 | Broad frequency tuning of a Nb$_{3}$Sn superconducting microwave cavity for dark matter searches
[NO] 797/961 | Evolution Strategy-Based Calibration for Low-Bit Quantization of Speech Models
[NO] 798/961 | SiPM non-linearity studies in beam tests with scintillating crystals
[NO] 799/961 | Covenant-72B: Pre-Training a 72B LLM with Trustless Peers Over-the-Internet
[NO] 800/961 | Optimal Embedding of Wiring Diagrams in Constrained Three-Dimensional Spaces
[NO] 801/961 | Are We Winning the Wrong Game? Revisiting Evaluation Practices for Long-Term Time Series Forecasting
[NO] 802/961 | Gender Bias in MT for a Genderless Language: New Benchmarks for Basque
[NO] 803/961 | Edged USLAM: Edge-Aware Event-Based SLAM with Learning-Based Depth Priors
[NO] 804/961 | Gradually Excavating External Knowledge for Implicit Complex Question Answering
[NO] 805/961 | Fourier Transform Infrared microspectroscopy-based super-resolution virtual staining of unlabeled tissues by pixel Diffusion Transformer
[NO] 806/961 | TRIAGE: Type-Routed Interventions via Aleatoric-Epistemic Gated Estimation in Robotic Manipulation and Adaptive Perception -- Don't Treat All Uncertainty the Same
[NO] 807/961 | A note on hyperseparating set systems
[NO] 808/961 | An improved measurement of $η^\prime\rightarrow e^{+}e^{-}ω$
[NO] 809/961 | Heavy mesons with dynamical gluon on the light front
[NO] 810/961 | Shape Selection in Nanopillar Formation
[NO] 811/961 | A new proof of Delahan's induced-universality result
[NO] 812/961 | Topological insights into Monoids and Module systems
[NO] 813/961 | From Reactive to Map-Based AI: Tuned Local LLMs for Semantic Zone Inference in Object-Goal Navigation
[NO] 814/961 | Tiny Autoregressive Recursive Models
[NO] 815/961 | Enhancing Cross-View UAV Geolocalization via LVLM-Driven Relational Modeling
[NO] 816/961 | Serre conjecture II for pseudo-reductive groups
[NO] 817/961 | CinemaWorld: Generative Augmented Reality with LLMs and 3D Scene Generation for Movie Augmentation
[NO] 818/961 | Coupling-Aware RHS Beamforming for Wideband Multi-User Sum Rate Maximization
[NO] 819/961 | Energy-Aware Multi-Exit TinyML for Smart Zero-Energy Devices
[NO] 820/961 | A generalization of Kadell's orthogonality ex-conjecture
[NO] 821/961 | Higher operad structure for Fukaya categories
[NO] 822/961 | CDRRM: Contrast-Driven Rubric Generation for Reliable and Interpretable Reward Modeling
[NO] 823/961 | Non-Markovian heat production in ultrafast phonon dynamics
[NO] 824/961 | Classically Driven Hybrid Quantum Algorithms with Sequential Givens Rotations for Reduced Measurement Cost
[NO] 825/961 | ConflictBench: Evaluating Human-AI Conflict via Interactive and Visually Grounded Environments
[YES] 826/961 | Capacity-Aware Mixture Law Enables Efficient LLM Data Optimization
[NO] 827/961 | Missing No More: Dictionary-Guided Cross-Modal Image Fusion under Missing Infrared
[NO] 828/961 | Designing a Generative AI-Assisted Music Psychotherapy Tool for Deaf and Hard-of-Hearing Individuals
[NO] 829/961 | From Daily Song to Daily Self: Supporting Reflective Songwriting of Deaf and Hard-of-Hearing Individuals through Generative Music AI
[NO] 830/961 | RL unknotter, hard unknots and unknotting number
[NO] 831/961 | The Sense of Misinformation Can Harm Local Community: A Case Study of Community Conflict
[NO] 832/961 | VisualAD: Language-Free Zero-Shot Anomaly Detection via Vision Transformer
[NO] 833/961 | Decomposition-Driven Multi-Table Retrieval and Reasoning for Numerical Question Answering
[NO] 834/961 | A note on small cap square function and decoupling estimates for the parabola
[YES] 835/961 | SWE-Fuse: Empowering Software Agents via Issue-free Trajectory Learning and Entropy-aware RLVR Training
[NO] 836/961 | Ponderomotive Achromat for Electron Optics: Radially Polarized Annular Focusing and a Round-Lens Corrector Regime
[NO] 837/961 | Event-Study Designs for Discrete Outcomes under Transition Independence
[NO] 838/961 | The Average Age Map of the Galactic Bulge
[NO] 839/961 | Designing Extremely Low-Power Topological Transistors with 1T'-MoS2 and HZO for Cryogenic Applications
[NO] 840/961 | MINT: Molecularly Informed Training with Spatial Transcriptomics Supervision for Pathology Foundation Models
[NO] 841/961 | An alternative proof of Miyashita's theorem in a skew polynomial ring II
[NO] 842/961 | Graded Ehrhart Theory of Unimodular Zonotopes
[YES] 843/961 | SynPlanResearch-R1: Encouraging Tool Exploration for Deep Research with Synthetic Plans
[NO] 844/961 | Physics-Informed Global Extraction of the Universal Small-$x$ Dipole Amplitude
[NO] 845/961 | The Birman-Schwinger operator for the Cornell Hamiltonian
[NO] 846/961 | Entropies, cross-entropies and Rényi divergence: sharp three-term inequalities for probability density functions
[NO] 847/961 | The Exact Erdős-Ko-Rado Theorem for 3-wise $t$-intersecting uniform families
[NO] 848/961 | PreHO: Predictive Handover for LEO Satellite Networks
[NO] 849/961 | Vector-Valued Invariants Associated with All Irreducible Representations for a Finite Group
[NO] 850/961 | Extend Your Horizon: A Device-Agnostic Surgical Tool Tracking Framework with Multi-View Optimization for Augmented Reality
[NO] 851/961 | VORL-EXPLORE: A Hybrid Learning Planning Approach to Multi-Robot Exploration in Dynamic Environments
[NO] 852/961 | Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning
[NO] 853/961 | Structural Design and Performance Analysis of Laser Transmitting Telescope for Space Gravitational Wave Detection
[NO] 854/961 | Introduction to non-Abelian Patchworking
[NO] 855/961 | Vector Field Augmented Differentiable Policy Learning for Vision-Based Drone Racing
[NO] 856/961 | NATPS: Nonadiabatic Transition Path Sampling Using Time-Reversible MASH Dynamics
[NO] 857/961 | Signature Change in $f(R, T_φ)$ Theory
[NO] 858/961 | An Alternate Pathway for H$_2$ Formation in the Early Universe: A physical process to account for the presence and coevolution of the luminous galaxies and supermassive black holes at the high redshifts
[NO] 859/961 | Multi-Axis Concentration Modulation for Mobile Molecular Communication Systems
[YES] 860/961 | Human-AI Collaboration for Scaling Agile Regression Testing: An Agentic-AI Teammate from Manual to Automated Testing
[NO] 861/961 | CritiQ AI and SixHats Engine: AI-as-Judge Systems for Early-Stage Evaluation and Preference Formation in Collaborative Ideation
[NO] 862/961 | VineSentinel: Implementing Case-Based XAI for Expert Scrutiny in Precision Viticulture
[NO] 863/961 | Session Summary Podcast: Session 13: Natural and Intent Aware Interfaces
[NO] 864/961 | MultEval: Collaboratively Creating Criteria for LLM-as-a-Judge Systems
[NO] 865/961 | Session Summary Podcast: Session 6: From Papers to Practice: Lessons for Human-AI Researchers and Practitioners
[NO] 866/961 | filescape: A Non-Hierarchical, Privacy-Preserving Visual AI System for Personal File Organization and Exploration
[NO] 867/961 | CURE2026: Communicating Uncertainty to foster Realistic Expectations via Human-Centered Design
[NO] 868/961 | Companion Proceedings of the 31st International Conference on Intelligent User Interfaces
[NO] 869/961 | Prompt to Press: Evaluating Human Perception of AI Involvement in News Writing Across Prompt Specificity
[NO] 870/961 | Neural Notes: An Online Platform for Real-Time Structured Musical Improvisation Supporting Human-Human, Human-AI, and AI-AI Interaction
[NO] 871/961 | Disentangling Anticipation: Polarity-Aware Emotion Strength for Explainable Rating Prediction
[NO] 872/961 | Adaptive Temporal Expert Routing with Hierarchical Wavelet Enhancement for Multi-Modal Sequential Recommendation
[NO] 873/961 | AI4Qual: A Comprehensive Field Guide to LLM-Supported Qualitative Research (Tutorial)
[NO] 874/961 | MIRAGE: Misleading Impacts Resulting from AI Generated Explanations (Workshop)
[NO] 875/961 | CausalAgent: A Conversational Multi-Agent System for End-to-End Causal Inference
[NO] 876/961 | Chatbots or Apps? Design Tradeoffs and the Opportunity for Hybrid Health Interfaces
[NO] 877/961 | Detecting and Recovering from Human Errors using Multimodal Sensor Data Obtained by Smartphone
[NO] 878/961 | Enhancing Vignette-Based Research Through AI-Generated Storyboards
[NO] 879/961 | Conversing with the Past: Immersive Access to Cultural Digital Archives with LLMs and Spatial Interfaces
[NO] 880/961 | Looking Back to the Future: Characterizing Feedback Loops in Adaptive Systems
[NO] 881/961 | Feasibility of Activity Fingerprints for Glucose Prediction
[NO] 882/961 | Sensei: Intelligent Physiological Signal Acquisition and Analysis Dashboard
[NO] 883/961 | Collage Co-Collaborator: Creative Ideation for Divergent Thinking in Art Making
[NO] 884/961 | SitWell: An Intelligent User Interface for Real-Time Posture Monitoring and Clinically-Informed Feedback
[NO] 885/961 | How Do We Measure Over-Reliance? A Unified Probabilistic View
[NO] 886/961 | REFLECT: Tutorial on Reflecting on Bias in LLMs through Human-Centered Perspectives
[NO] 887/961 | A Privacy-Preserving Hypercube Framework for Interactive Recommendations
[NO] 888/961 | Human-AI Schema Discovery and Application for Creative Problem Solving
[NO] 889/961 | Session Summary Podcast: Session 10: Learning through Interaction
[NO] 890/961 | Is Feedback All You Need? Benchmarking Random Search vs. Iterative Refinement for Parametric Icon Design
[NO] 891/961 | Designing for Social Collaboration and Human-AI Alignment
[NO] 892/961 | DASH: Designing and Developing Agentic Systems for Humans (Tutorial)
[NO] 893/961 | “Walk a Mile in My Voice”: Voice Conversion Shapes Trust, Attribution, and Empathy in Human-AI Speech Interactions
[NO] 894/961 | Beyond the Conversational Paradigm: Models, Design Principles, and Tools for Advancing the Spectrum of Human-LLM Interaction
[NO] 895/961 | PARTICIPATE-AI: Exploring the Participatory Turn in Citizen-Centred AI
[NO] 896/961 | Designing Persuasive Messages Using Hypothesis Generation from Large Language Models
[NO] 897/961 | From Verification Burden to Trusted Collaboration: Design Goals for LLM-Assisted Literature Reviews
[NO] 898/961 | SBOMs into Agentic AIBOMs: Schema Extensions, Agentic Orchestration, and Reproducibility Evaluation
[NO] 899/961 | Demonstrating Domain-informed Summarization through Contrast (DiSCo)
[NO] 900/961 | HealthIUI: Workshop on Intelligent and Interactive Health User Interfaces
[NO] 901/961 | Session Summary Podcast: Session 4: Doctoral Consortium
[NO] 902/961 | "There is more potential for AI in vocational high-school": Exploring perceptions on AI trust and control boundaries of vocational high-school teachers
[NO] 903/961 | How Many Kilometers Can I Drive Before Shisa-chan Gets Sick? Affective LLM-AR Gamification for Mobility Behavior Change in Okinawa
[NO] 904/961 | Benefiting from AI Without Losing Ourselves in the Process
[NO] 905/961 | Session Summary Podcast: Session 6: Tutorials
[NO] 906/961 | Session Summary Podcast: Session 2: Adaptive and Personalized Interfaces
[NO] 907/961 | Session Summary Podcast: Session 15: Persuasion, Trust &amp; Appropriate Reliance
[NO] 908/961 | Session Summary Podcast: Session 16: User Modeling and Perceptions
[NO] 909/961 | TRUST-CUA: Trustworthy Computer-Using Generalist Agents for Intelligent User Interfaces (Workshop)
[NO] 910/961 | Session Summary Podcast: Session 11: Making Together: Collaborative AI in Creative Work
[NO] 911/961 | ExPeerience: Support Student-AI Co-Creation in a Learnersourcing Workflow
[NO] 912/961 | From Data to Dialogue: A Multi-Agent Chatbot Interface for Decision Support in Guide Dog Training
[NO] 913/961 | SmartUI: Human-in-the-Loop Editable Interface Generation through Semantic Structures
[NO] 914/961 | Session Summary Podcast: Session 5: Explainable AI (XAI) Methods
[NO] 915/961 | Session Summary Podcast: Session 4: Co-Creation for Design and Coding
[YES] 916/961 | AIoT Smart Home Automation Architecture: Autonomous Decision-Making Powered by Multimodal Large Language Models (MLLMs)
[NO] 917/961 | Eterna: An AI-Powered Journaling System for Contextual Memory Preservation and Digital Legacy Creation
[NO] 918/961 | Human-AI Collaboration for Goal Achievement in Physical Activity Tracking
[NO] 919/961 | Personal Reflection through Adaptive Data Comics: A Story on Reading Data
[NO] 920/961 | EvalAgent: Interactive Comparative Evaluation of Computer-Using GUI Agents
[NO] 921/961 | Session Summary Podcast: Session 12: Multi-Agent &amp; Collaborative AI Interfaces
[NO] 922/961 | Session Summary Podcast: Session 5: Tutorials
[NO] 923/961 | Session Summary Podcast: Session 4: Work-In-Progress
[NO] 924/961 | From Speech to Action: Home Automation Speech Ensemble (HASE) and an Open Pipeline for Smart-Home Control
[NO] 925/961 | Qux360: A Validation Framework for Improving Reliability and Transparency of AI-Supported Qualitative Analysis
[NO] 926/961 | DEMO: Enhancing Museum Accessibility through an Integrated Conversational AI Agent
[NO] 927/961 | Evaluating Semantic and Perceptual Alignment in Multilingual Story Visualization
