[2026-06-01 23:27:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-31
正在获取论文...
[ACM] 2026-6-1 | Poster: Data-Free One-Shot Federated Learning with Fixed Classifiers for LEO Constellations
[NO] 809/1000 | Digital Twin enabled Autonomous Vehicles for Obstacle Avoidance in Disaster response
[NO] 810/1000 | Autonomous Seamless Transition between Grid-Connected and Islanded Operations for DC-Coupled EV Charging Infrastructures
[NO] 811/1000 | Event-Based De-Snowing for Autonomous Driving_supp1-3697155.pdf
[NO] 812/1000 | An Effectiveness Study of Dithering for Improved Force Estimation on the dVRK-Si System
[NO] 813/1000 | Balanced Multi-Source Transfer Learning for Fruit Quality Prediction With Limited Data
[NO] 814/1000 | Application of FFT and DFT for Detection and Assessment of Current and Voltage Distortion
[NO] 815/1000 | <b>L</b>
                    ux
                    <b>I</b>
                    A: A
                    <b>L</b>
                    ightweight
                    <b>U</b>
                    nitary matri
                    <b>X</b>
                    -based Framework Built on an
                    <b>I</b>
                    terative
                    <b>A</b>
                    lgorithm for Photonic Neural Network Training
[NO] 816/1000 | Cost-Effective Grid Congestion Relief Via Battery-based Virtual Power Lines
[NO] 817/1000 | Trajectory Extraction for Urban Roundabouts from Aerial Imagery: A Proof-of-Concept for the Dataset for Observation of Navigation in Urban Traffic
[NO] 818/1000 | IEEE Transactions on Evolutionary Computation Information for Authors
[NO] 819/1000 | Power Harmonics Distribution Study in System with a Complex Load and Solar Power Station
[NO] 820/1000 | I2I-Mamba: Multi-modal medical image synthesis via selective state space modeling_supp1-3698056.pdf
[NO] 821/1000 | Analytical Design of High-Frequency Magnetic Coupling Inductive Transformer
[NO] 822/1000 | An AI-Powered Predictive Platform for Early Detection of Chronic Kidney Disease
[NO] 823/1000 | P -MAPPO: Feasibility-Projected Multi-Agent PPO for Discrete Macro-Actions with Application to Dynamic Airspace Sectorization
[NO] 824/1000 | A synergized combinational relaxation strategy assisted design method for the hydrogen network in refinery under price uncertainty: a distributionally robust optimization perspective
[NO] 825/1000 | A Conceptual Framework Based on AI Agents and Multimodal Prompt Engineering for Personalized and Adaptive Educational Experiences
                    <sup>*</sup>
[NO] 826/1000 | The First Needlescopic Wristed Grasper to Surpass da Vinci Grasping Performance
[NO] 827/1000 | Sixth-Sense: Self-Supervised Learning of Spatial Awareness of Humans from a Planar Lidar
[NO] 828/1000 | Toward the Open World: Closed-Loop Psychophysiological Intervention Systems Driven by Biosignal Foundation Models
[NO] 829/1000 | Possibilities to Reduce the Impact of Harmonics on Power Quality in Industry
[NO] 830/1000 | Assessment of Energy Efficiency of the European Union Countries and Their Grouping by Qualimetric Methods
[NO] 831/1000 | sxSNF: Similarity Network Fusion-Guided Deep Graph Learning for Single-Cell Multimodal Integration
[NO] 832/1000 | Creative Satisfaction in Human-AI Collaborative Writing Workflows: Insights from Large Language Model Use in Technical Communication Training
[NO] 833/1000 | Permanent Monitoring of Protection, Automation, Control and Communication Systems in Substations
[NO] 834/1000 | Robot-to-Human Object Handover Informed Using Human Object Transfer
[NO] 835/1000 | A New Hybrid CNN–FOPID Control for Maximum Power Point Tracking in Photovoltaic Systems
[NO] 836/1000 | Convolutional Neural Network Pipeline with Feature Synthesis for Cardiovascular Risk Prediction
[NO] 837/1000 | Post-Quantum Secure Federated DeFi for Inclusive Banking
[NO] 838/1000 | Uncovering Deployment Gaps in Multipath Transport through Refined Analysis and Measurement Insights
[NO] 839/1000 | Generalized Barycentric Coordinates for Hierarchical Multiscale Finite Elements on Irregular Polygonal Meshes: A Comparative Analysis
[YES] 840/1000 | From Detection to Prevention: Explaining Security-Critical Code to Avoid Vulnerabilities
[YES] 841/1000 | JMigBench: A Benchmark for Evaluating LLMs on Source Code Migration (Java 8 to Java 11)
[YES] 842/1000 | Large Language Models for Secure Code Assessment: A Multi-Language Empirical Study
[NO] 843/1000 | Demo: Visualising Mobile Operator Connectivity
[NO] 844/1000 | How to Build Explainable Recommender Systems using Path Reasoning on Knowledge Graphs: A Tutorial with hopwise
[NO] 845/1000 | Poster: Towards Practical Bi-Static Polarimetric Imaging Using Commodity mmWave Radars for Material Sensing
[NO] 846/1000 | Poster: Enabling Low Power Spectrum Surveillance
[NO] 847/1000 | Match-it: Group Recommendations in the Age of Mobile Applications
[NO] 848/1000 | Harnessing Query Context for Personalized User Intent-Aware Sequential Recommendation
[NO] 849/1000 | Toward Balanced Personalization: Bridging Short-Term Intent and Long-Term Preference
[NO] 850/1000 | Enhanced Source Detection in Incomplete Networks via Redundancy-Guided Sensing and Anchor-Bounded Inference
[NO] 851/1000 | How Breakable Is Privacy: Probing and Resisting Model Inversion Attacks in Collaborative Inference
[NO] 852/1000 | Distribution-Level Local Imbalance Market for Multi-Timescale Settlement and Network-Constrained Balancing
[NO] 853/1000 | Search-Space Efficient Optimization of Karatsuba Multipliers for ECDSA Hardware Accelerators
[NO] 854/1000 | Delay-Focused Preamble-Free Blind Acquisition for Asynchronous Overloaded Grant-Free IoT Uplinks
[NO] 855/1000 | Exploring Representation Learning for Developmental Infant EEG
[NO] 856/1000 | A Universal Generalized Flip Decoder for Next-Generation URLLC Systems
[NO] 857/1000 | A Universal Action Space for General Behavior Analysis
[NO] 858/1000 | An Anatomy-Specific Guidewire Shaping Robot for Improved Vascular Navigation
[NO] 859/1000 | PAMS-PSO: A Predictive and Adaptive Multi-Swarm Particle Swarm Optimizer for Dynamic Optimization Problems
[NO] 860/1000 | The First Approach to Modeling Direct Lightning Striking a Skyscraper Equipped with the Lightning Current Monitoring System
[NO] 861/1000 | A Taxonomic Framework for Human-Robot Interaction in Healthcare - Research Gaps and Future Research Directions
[NO] 862/1000 | Developing An AI Agent for Technical Support in the Machine Tools Industry
[NO] 863/1000 | Research of the Process of Combustion of RDF/SRF with Coal in Pulverise Coal Boilers
[NO] 864/1000 | Evaluation of the accuracy of determining the moisture content of the cellulose component of transformer insulation using the Frequency Domain Spectroscopy method
[NO] 865/1000 | AI-Powered Symptom Assessment and User Experience: A Case Study of Simtomi and Simtomi-Care
[NO] 866/1000 | Coordinated Restoration of Integrated Electricity-Gas Systems With Frequency Stability Constraint Learning: A Multi-stage Model with Exogenous-Endogenous Uncertainties
[NO] 867/1000 | OntoCRA-NS: A Neuro-Symbolic Framework for Explainable and Auditable Cybersecurity Compliance Aligned with EU Regulatory Frameworks
[NO] 868/1000 | Increasing of the Rotary Machine Efficiency by the Numerical-Analytical Identification of Active Magnetic Bearing Stiffness and Damping Properties
[NO] 869/1000 | GlucoGuardian: An AI-Powered Platform for Diabetes Management
[NO] 870/1000 | A Hierarchical End-of-Turn Model with Primary Speaker Segmentation for Real-Time Conversational AI
[NO] 871/1000 | A Novel Reconfigurable Grid Following/Grid Forming Control for Photovoltaic Inverters
[NO] 872/1000 | EPE 2026 Cover Page
[NO] 873/1000 | Integrated Neutronics Modeling for Inertial Fusion Energy Systems: Development and Application to LD-FIRST
[NO] 874/1000 | Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection
[NO] 875/1000 | Dual-band Terahertz Metamaterial Based Absorber for Biosensing Applications
[NO] 876/1000 | Research on the Multi-Target Perception Capability of mmWave Radar in Complex Traffic Environments
[NO] 877/1000 | Optimizing Source–Drain Doping to Improve Drive Current and Transport Characteristics in FinFETs
[NO] 878/1000 | A Multi-Model Ensemble YOLO Framework for Automated Detection of Dental Pathologies in Low-Quality Panoramic Radiographs
[NO] 879/1000 | New IoT Architecture With Adaptive Predictive Controller for Resilience Enhancement of Smart Microgrids Toward Wind Power Penetration and Cybersecurity
[NO] 880/1000 | Editorial: The Rise of Affective Computing: Challenges and Opportunities
[NO] 881/1000 | Stochastic Modelling of Low‑Voltage Distribution Feeder Operation
[NO] 882/1000 | Glaucoma Diagnosis and Progression Prediction Based on Deep Multimodal Fusion and Collaborative Attention Mechanism_supp1-3698681.pdf
[NO] 883/1000 | Transformation calculation between the inner- and outer rotor permanent magnet motor
[NO] 884/1000 | Data-Efficient Design of Experiments for Lipid Nanoparticle Development through Prior-Informed Machine Learning
[NO] 885/1000 | Bayesian Neural Network-Based Model Calibration and Uncertainty-Adapted Control for Robot Manipulators
[NO] 886/1000 | Enhanced Half-Aperture OAM Mode Identification Based on Parity-Symmetry Decomposition
[NO] 887/1000 | Efficiency of Energy Conversion in the Autonomous Electric Drive of the Metropolitan Rolling Stock
[NO] 888/1000 | Assessment of Accumulated Damage and Resource Exhaustion of the Low-Pressure Rotor of T-100/120-130 Turbine
[NO] 889/1000 | PACMNET V4, N2, June 2026 Editorial
[NO] 890/1000 | Deep Learning-Based Melanoma Classification from Dermatoscopic Images
[NO] 891/1000 | 1800 V/20 A E-mode GaN PSJ-HEMTs
[NO] 892/1000 | A Nonlinear Chaos-Driven Cryptosystem for Biomedical Data Security
[NO] 893/1000 | A Three-Stage On-Device Machine Learning Pipeline for Service-Aware Power Optimization in 5G User Equipment
[NO] 894/1000 | CADEMAS – A Framework for Cooperative Automated Decision-Making Systems
[NO] 895/1000 | Non-Contact Infant Sleep Monitoring via Deep Learning-Based Facial Behavior Analysis
[NO] 896/1000 | Privacy-Preserving Incentive Mechanism for Federated Learning in Regional Carbon Allowances Management and Trading
[NO] 897/1000 | Autoencoder-Enabled Anomaly Reconstruction Framework for Intrusion-Tolerant Cloud Data Science Workflows
[NO] 898/1000 | Adaptive Fully-Actuated Control for Lower Limb Exoskeletons with High-Order Disturbance Compensation
[NO] 899/1000 | Weakly Paired Remote Sensing Change Captioning with Large Multimodal Model
[NO] 900/1000 | Design of Patient-Specific Robot for Left Coronary Artery Access: Algorithm and Demonstration
[NO] 901/1000 | Comparison of Selected Machine Learning Algorithms for Classifying On-Load Tap-Changer Defects Using Acoustic Emission Waveforms
[NO] 902/1000 | Device for Metering He-Xe Gas Mixture Composition for Gas-Cooled Reactor Power Systems
[NO] 903/1000 | Challenges and Marketing Strategies of Renewable Energy Market Development
[NO] 904/1000 | Mathematical Modelling of Production and Economic Activities of an Enterprise of the Energy Sector
[NO] 905/1000 | A Method for Analyzing the Damage Location of a Low-Noise Amplifier Based on High-Power Microwave Injection
[NO] 906/1000 | High-Quality Entity Segmentation and Grounding_supp1-3698232.pdf
[NO] 907/1000 | The Trainable BCJR and Its Applications
[NO] 908/1000 | A 5-Bit Quantized and Programmable Racetrack Micro-Ring Modulator Integrated With Indium Tin Oxide for Photonic Neural Networks
[NO] 909/1000 | SplatXtRact: Tractable Gaussian Splatting via Open World Region-of-Interest Extraction and Refinement
[NO] 910/1000 | Power Congestion Management of Subtransmission Areas Using Partial Renewable Power Curtailment: Modeling, Control, and Open-Source Software
[NO] 911/1000 | A High-Frequency-Link Single-Phase Rectifier With a Simplified Active Clamping Circuit
[NO] 912/1000 | Edge Intelligence-Driven Low-Altitude IoT via Digital Twin: Requirements, Challenges and Solutions
[NO] 913/1000 | Beyond Polarity in Bengali Texts: Can Multi-Task Modeling Capture Sarcasm Intensity and Classification?
[NO] 914/1000 | Velocity Obstacle-Based Control Barrier Function for Safety-Critical Predictive Control
[NO] 915/1000 | Reinforcement Learning-Based Membership Function Optimization and Non-Fragile Control for IT2 Polynomial Fuzzy Switched Positive Systems
[NO] 916/1000 | Forecasting Developer Environments with GenAI: A Research Perspective
[YES] 917/1000 | DeepTest Tool Competition 2026: Benchmarking an LLM-Based Automotive Assistant
[NO] 918/1000 | Demo: Real-Time Cross-Layer Semantic Error Correction Using Language Models and Software-Defined Radio
[NO] 919/1000 | Poster: Reference-Based Prompting for Acoustic Anomaly Detection
[NO] 920/1000 | LLM-Based Content Tagging at The Washington Post
[NO] 921/1000 | Game On for News: Stance-Aware Gamification in a News Aggregator to Promote Engagement with Diverse Viewpoints
[NO] 922/1000 | Modeling Relational Dynamics into Cognitive Architectures for Socially Assistive Robots
[NO] 923/1000 | Electromechanical Coupled Dynamic Modeling and Vibration Mechanism of a Novel Permanent Magnet Direct-Drive Inboard Bearing Bogie
[NO] 924/1000 | A Distributed Framework for Anonymous Authentication and Secure Computation Services in Vehicular Networks
[NO] 925/1000 | GLITCH_AI: A Hybrid Framework for Automated Penetration Testing with LLM-Driven Adaptation and Reporting
[NO] 926/1000 | Applying Deep Learning-based Sonar Image Analysis to Exploration of Hydrothermal Activities_supp1-3698356.pdf
[NO] 927/1000 | Election-Based Task Pruning in Mixture-of-Experts for Scalable Multi-Task Learning
[NO] 928/1000 | CoDE-GAN: Consistency Diffusion Evolutionary Algorithm Based Neural Architecture Search for Generative Adversarial Networks_supp1-3698189.pdf
[NO] 929/1000 | Size Matters: Reconstructing Real-Scale 3D Models from Monocular Images for Food Portion Estimation
[NO] 930/1000 | Design and Evaluation of Visuo-Haptic Simulators for Skill Acquisition in Epidural Needle Insertion
[NO] 931/1000 | FreeTune4D: Anatomy-Aware 4D-MRI Motion Reconstruction Benchmark and Free Fine-Tuning Framework
[NO] 932/1000 | Novel Generalized Homogenization-Based Finite-time Consensus Tracking Control for Singular Multiagent Systems
[NO] 933/1000 | On Assessment of Wind Influence on Lightning Shielding Performance of Overhead Transmission Lines Based on Electro-Geometric Model
[NO] 934/1000 | Alternating Bi-Objective Optimization for Explainable Neuro-Fuzzy Systems
[NO] 935/1000 | Online Routing Problems under Spatial Locality
