[2026-07-18 22:50:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-17
正在获取论文...
[ACM] 2026-7-17 | Holmes: Multimodal Agentic Diagnosis for Mixed-Language Mobile Crashes at Industrial Scale
[NO] 867/1000 | LLM-Enhanced Unbiased Multi-Criteria Decision Making: A New Paradigm for Urban Sustainability Assessment
[NO] 868/1000 | A Comprehensive Analysis of Machine Learning Based File Trap Selection Methods to Detect Crypto Ransomware
[NO] 869/1000 | ICAIM 2026 Cover Page
[NO] 870/1000 | VCVS-Based Reflection Wave Decomposition Method for Analysis of Multiloading Transmission-Line Channels
[NO] 871/1000 | Bidirectional Event-Triggered Sliding Mode Load Frequency Control for Islanded Microgrids with Auxiliary Power-to-Hydrogen Devices
[NO] 872/1000 | Wireless Imaging for Low-Altitude Surveillance: A New Paradigm for ISAC Networks
[NO] 873/1000 | A Driving-By-Targets Algorithm Based on Deep Reinforcement Learning for Intelligent Vehicle
[NO] 874/1000 | Design and Validation of a Bio-Inspired Wing Capable of Large-Smooth-Accurate Trailing-Edge Morphing_supp1-3708549.mp4
[NO] 875/1000 | VVC Double Compression Detection under Different Coding Parameters based on Hybrid Intra Prediction Modes Variation
[NO] 876/1000 | Perceptual Graph-Theoretic Semantic Communication for Highly Constrained Bandwidth Multimedia Transmission: A Hybrid Generative Approach
[NO] 877/1000 | Fixed-Frequency Analog Hysteresis Current Control for Multi-Harmonic Injection in PMSM Drives Based on HZTI
[NO] 878/1000 | WiSER-X: Wireless Signal-Based Decentralized Multi-Robot Exploration Without Explicit Information Exchange_supp1-3711857.mp4
[NO] 879/1000 | Smartphone Distractions and Pedestrians’ Perception of E-Scooters in Shared Spaces Using Virtual Reality
[NO] 880/1000 | Guide Eye: A Wearable Obstacle Detection System Using ESP32-CAM
[NO] 881/1000 | Understanding and Predicting Hybrid Functional Corrections to Band Gaps: A Physics-Informed Machine Learning Approach
[NO] 882/1000 | Integrated Sensing and Communications for Real-time Avatar Control in XR over 5G
[NO] 883/1000 | A Low-Frequency, Autoresonant Wireless Power Transfer Link for Bidirectional Bionic Interfaces
[NO] 884/1000 | User-Centered Obstacle-Avoidance-based Shared Control Algorithm for an Active Assistive Walker
[NO] 885/1000 | Active Closed-Loop Feedback Temperature Monitoring and Intervention for Enhanced Modular PV Panel Cooling
[NO] 886/1000 | Analyzing Eco-Innovation Performance with Tree-Based Machine Learning and Shap Analysis
[NO] 887/1000 | An Explainable AR/VR-Driven Educational Metaverse with Digital Twin Learner Modelling for Personalized Learning Engagement and Cognitive Load Management
[NO] 888/1000 | Chemical Surface Modification of Silicon Nanowires for Photovoltaic Application
[NO] 889/1000 | A Comparative Study on Forecasting Air Pollution in India Using Machine Learning
[NO] 890/1000 | Research on Incremental Partial Discharge Diagnosis for High-Voltage Switchgear Based on Weighted Distillation
[NO] 891/1000 | HIL-MDF: A Human-in-the-Loop Multimodal Deepfake Detection System
[NO] 892/1000 | Design of Monolayer MoS
                    <sub>2</sub>
                    Transistors with CuCo
                    <sub>2</sub>
                    S
                    <sub>4</sub>
                    Asymmetric Electrodes for AI-Driven Self-Powered Optoelectronics
[NO] 893/1000 | Ensemble Learning for Coronary Heart Disease Detection: A Machine Learning Approach
[NO] 894/1000 | Evaluating Clusterability of CNN-Based EMG Feature Embeddings Under PCA Dimensionality Reduction
[NO] 895/1000 | Artificial Intelligence-Enhanced Investigation of Biomimetic Water-Drop-Shaped Flow Channel Structures on Gas-Liquid Transport Characteristics in Proton Exchange Membrane Fuel Cells for Advanced Materials Design
[NO] 896/1000 | Sustainable Retail Inventory Management by the RNN and Stacked LSTM Models Integration
[NO] 897/1000 | Efficient RGB–LiDAR Fusion for Autonomous Driving under Real-Time Constraints
[NO] 898/1000 | Trace-Driven Energy Validation of Forecasting-Based Temporal Aggregation in Contiki-NG/Cooja
[NO] 899/1000 | Probabilistic Lung Masking for Reduction of Rib-Related Artifacts in Chest Tomosynthesis Images
[NO] 900/1000 | Vibration-Based Structural Fault Detection in Mechanical Systems Using Deep Learning
[NO] 901/1000 | The Role of Metaheuristics in Smart City Energy Efficiency: Challenges, Applications, and Future Trends
[NO] 902/1000 | Fair Hire for Economic Growth Using a Late Fusion Multimodal Recruitment Assistant
[NO] 903/1000 | Challenges to Integrate LLM in Company: Sustainability Management Service Case Study
[NO] 904/1000 | Towards Dual Connectivity in 5G NTN: Synchronization and Handover Implementation Aspects
[NO] 905/1000 | Fabrication of Asymmetric Capacitor with High Performance by Co
                    <sub>3</sub>
                    O
                    <sub>4</sub>
                    /CC Composite as a Negative Electrode
[NO] 906/1000 | Navigating Challenges in the Smart Transformation of Historic Cities and Embracing Technological Innovations
[NO] 907/1000 | Intelligent Quantum Optimization for AV–Drone IoT in Real-Time Monitoring Systems
[NO] 908/1000 | A Simulation Framework for Evaluating Wireless Sensor Clock Discipline Algorithms
[NO] 909/1000 | Low-Complexity SIC and Precoding Design for RSMA-Assisted MIMO-OFDM Systems over Doubly-Dispersive Channels
[NO] 910/1000 | A Deep Learning Approach to Matched Filter-Based Spectrum Sensing
[NO] 911/1000 | Adaptive EEG Frequency Filtering and Serial Spatio-Temporal Attention for Speech Decoding
[NO] 912/1000 | Analysis of the Robustness and Sensitivity of Deep Learning Models for Automatic Target Recognition
[NO] 913/1000 | From Waste Tracking to Circular Intelligence: A Digital Platform for Healthcare Waste Management
[NO] 914/1000 | Interactive Architecture as a Catalyst for Smart Urbanism
[NO] 915/1000 | Maximizing the Smart Agriculture System Availability by utilizing Artificial Intelligence of Things (AIoT) with Edge Computing
[NO] 916/1000 | A Sustainble Practical EOQ Model to Improve Warehousing Activites Performance
[NO] 917/1000 | Explainable Ai Framework for Wind Turbine Power Prediction Using Deep Learning Model
[NO] 918/1000 | Explainability-Driven Feature Selection and Ensemble Learning for EEG-Based Alzheimer’s Staging
[YES] 919/1000 | SparseMap: A Sparse CNN Mapping Framework Tailored for Streaming Coarse-grained Reconfigurable Array
[NO] 920/1000 | A Survey on the Use of Machine Learning within Computer Algebra
[NO] 921/1000 | Bio-Aware Software Engineering for Reproducible Research
[YES] 922/1000 | CoRenameAgent: A Human-In-The-Loop, Multi-Agent Tool for Coordinated Rename Refactoring
[NO] 923/1000 | Replication-Free Failover: Protocol-Fenced Takeover for Stateful Services
[YES] 924/1000 | ConstantGuard: Lattice-Based Taint Analysis for Timing Side-Channel Risk Detection in C Code
[YES] 925/1000 | Latent Security Threats in Modern Software Code Logs
[NO] 926/1000 | Beyond Single-PR Issues: Understanding Multi-PR Issue Resolution in Game Development
[NO] 927/1000 | Energy Flow Graph: Modeling Software Energy Consumption
[NO] 928/1000 | Deliverables Are Not Understanding in the AI Era: Reforming Full-Stack Development Education with Continuous Interactive Learning
[YES] 929/1000 | Refactoria: A Game-Based Tool for Learning Code Refactoring
[YES] 930/1000 | LLM-based Specification-Driven Test Oracle Enhancement
[NO] 931/1000 | The Poisoned Chalice of LLM Evaluation Report
[NO] 932/1000 | A Spatio-Temporal Model for Information Freshness in Massive Random Access
[NO] 933/1000 | Synergistic Authentication in Beam Alignment for Secure MmWave Communications
[NO] 934/1000 | Synthetic Inertia Aggregation Control of Inverter-Based Thermostatically Controlled Loads: A Lightweight Computation and Communication Architecture
[NO] 935/1000 | Model-Based Multifrequency Eddy Current Inversion for Surface Crack Characterization Under Coupled Tilt and Liftoff
[NO] 936/1000 | LYRA: Low-Frequency Rank Adaptation via Factored DCT Coefficients for Parameter Efficient Fine Tuning of Transformers
[NO] 937/1000 | Electric Field Redistribution Driven SEGR Mitigation in a High-k Trench VDMOS with Floating Islands
[NO] 938/1000 | CaRLi-V: Camera-RADAR-LiDAR Point-Wise 3D Velocity Estimation_supp3-3702579.pdf
[NO] 939/1000 | Joint Optimization Design for Fluid Antenna Empowered RIS-Aided Symbiotic Radio Systems
[NO] 940/1000 | Low-Cost LED Array-Based Optical Time Grating with Submicron Resolution
[NO] 941/1000 | Multi-stage Metric Learning with CLIP-based Adaptation for Few-shot Action Recognition
[NO] 942/1000 | Accurate Camouflaged Object Segmentation via Dual-Structural Cues Collaborative Learning
[NO] 943/1000 | Noninvasive Preoperative Evaluation in Drug-Resistant Epilepsy Based on the Brain Network Topological Dynamics_supp1-3713442.pdf
[NO] 944/1000 | Self-Diplexing Implantable MIMO Antenna
[NO] 945/1000 | ELNANO 2026 Breaker Page
[NO] 946/1000 | Important Dates
[NO] 947/1000 | Small Stories with Food Allergies on TikTok: Design Opportunities for Social Technologies Supporting Health
[YES] 948/1000 | Cohort: Multiple Coverage Guided Greybox Fuzzing
[NO] 949/1000 | Olaf: Bringing an Animated Character to Life in the Physical World
[NO] 950/1000 | Predicting Students' Academic Performance and Psychological Readiness Toward ChatGPT Use Using NLP and Machine Learning
[NO] 951/1000 | Physical properties of CdFeP₂S₆ as a new material for spintronic devices
[NO] 952/1000 | Human-Centric Smart Public Open Spaces in Hot Climates: A Conceptual Matrix Framework with Implications for Bahrain
[NO] 953/1000 | Explainable Patient Health Risk Prediction Using Random Forest and Feature Importance Analysis
[NO] 954/1000 | Comparative Evaluation of Different YOLO Architectures for Drone Detection
[NO] 955/1000 | Predicting from Nilometer Data in Ancient Egypt: A Source of Interest for Statistical Learning in Sustainability Governance
[YES] 956/1000 | Fully Automated and EM-Circuit-Co-Simulated Inverse Design of Wideband Harmonic-Engineered Power Amplifier
[NO] 957/1000 | On-demand Volumetric Content for Teaching
[NO] 958/1000 | Utilizing AI-Powered Channel Coding Techniques to Enhance the Delivery of Lingnan Cultural Content in Communication System
[NO] 959/1000 | An Explainable Machine Learning Framework for Filipino Linguistic Proficiency Assessment Using Lexical, Syntactic, and Semantic Features Among Filipino GenZ Students
[NO] 960/1000 | 5G-Enabled V2V Communication for Real-Time ADAS with High-Precision UWB-GPS Localization
[NO] 961/1000 | Complexity-Aware Adaptive Bitrate Streaming for Improved Video Quality
[NO] 962/1000 | Interference Mitigation in Offshore USV Networks: A Hybrid Spread Spectrum and Adaptive Beamforming Approach
[NO] 963/1000 | Simulation of High Field Electron Transport in Bulk Gallium Antimonide
[NO] 964/1000 | Cyclic Fatigue Testing as a Reliability Assessment Method for HDI Circuit Boards
[NO] 965/1000 | Federated Learning for Cross-Institution Fraud Detection in Cloud
[NO] 966/1000 | Automated Nanofiltration–Electrodialysis Reversal (NF–EDR) Brine Concentration System for Salt Production in the Philippines
[NO] 967/1000 | Wearable and multimodal systems for early warning and tracking of epileptic seizures, a systematic review
[NO] 968/1000 | End-to-End Molecular Crystal Structure Prediction via Physics-Constrained Retrieval-Augmented GNN-VAE
[NO] 969/1000 | Behavioral Segmentation of Older Adult Mobility in Metropolitan Areas Based on a High-Resolution GPS Data: A Case Study of Île-De-France
[NO] 970/1000 | U-Net Based Liver Segmentation and CNN Classification for Early Disease Detection
[NO] 971/1000 | Spectral Monitoring of Dynamic IoT Communication Graphs
[NO] 972/1000 | Wireless Communications Feasibility for Automated Vehicle Marshalling Systems
[NO] 973/1000 | Artificial Intelligence as a Catalyst for Sustainable Development in Libya: An Integrated Analysis of Pathways, Challenges, and Strategic Frameworks
[NO] 974/1000 | From GLAM to Labs: Ethical–Technological Reconfigurations in Korea–Africa Cultural Cooperation
[NO] 975/1000 | Wi-Fi-Enabled CSI Sensing for Fine-Grained Filipino Sign Language Recognition
[NO] 976/1000 | eBPF Anomaly Detection Baselines: Evaluating Syscall and Network Instrumentation Layers
[NO] 977/1000 | FPGA Implementation of Clock Synchronization between Satellites and Earth Stations Under Doppler Effect
[NO] 978/1000 | QoS-Aware Load Balancing Scheme for Integrated Terrestrial–Non-Terrestrial Networks
[NO] 979/1000 | Modelling Eye Mechanics Using Eye-tracking Glasses and Deep Learning
[NO] 980/1000 | Automated Pavement Distresses Detection Using Image Processing and Deep Learning
[NO] 981/1000 | Integrative Radio-Genomics for Cancer Stage Prediction
[NO] 982/1000 | Deep Learning-Aided OFDM Doppler Estimation with Low Latency for Future 6G-ISAC Systems
[NO] 983/1000 | Low-Latency Relay Selection in NR-V2X Vehicular Communications via Graph Isomorphism Networks with Edge Features
[NO] 984/1000 | Real-Time Obstacle Avoidance and Optimal Trajectory Planning Based on Combined Adaptive Particle Swarm and Artificial Potential Field Theory
[NO] 985/1000 | Automated Blood Cell Segmentation and Counting using Multi-Class U-Net with Semantic Segmentation on the BCCD Dataset
[NO] 986/1000 | Statistical Analysis of Process Parameters for Laser Micro Machining in Inconel 718: A Pilot Study for Laser-Hybrid Micro Machining
[NO] 987/1000 | E-Scooter–Mounted mmWave FMCW Radar for Urban Terrain Characterization and Collision Avoidance
[NO] 988/1000 | Gamma2Patterns: Deep Cognitive Attention Region Identification and Gamma-Alpha Pattern Analysis
[NO] 989/1000 | Data-Driven Analysis of Heat Treatment Effects on Microstructural Homogenization and Mechanical Anisotropy in WAAM ER70S-6 Steel: Toward AI-Enhanced Additive Manufacturing
[NO] 990/1000 | Study on Temporal-Spatial Water Quality Variation Characteristics During Flood Season and Effect of Water Quality Improvement Projects in Jinyin Lake Based on Spatiotemporal Data Analysis and Nonlinear Fitting
[NO] 991/1000 | Triplanar Mapping Based on Local Coordinate Systems: A UV-Free Seamless Texturing Method for 3D Models
[NO] 992/1000 | Research on Evaluation Method of Navigate on Autopilot for Urban Application Scenarios
[NO] 993/1000 | Research on Propagation Characteristics of 2.4GHz / 5GHz Radio Signal in Typical Terrain
[NO] 994/1000 | VirtualHAB: A Simulated openHAB Digital Model for Rules Testing
[YES] 995/1000 | Projectional Decoding: Towards Semantic-Aware LLM Generation
[YES] 996/1000 | YASA: Scalable Multi-Language Taint Analysis on the Unified AST at Ant Group
[NO] 997/1000 | An Empirical Analysis of Rust Integration in Android Open Source Project
[NO] 998/1000 | Greetings from the New Editors-in-Chief
