[2026-08-27 02:58:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-26
正在获取论文...
[arXiv] 2026-08-26 | Reassembling Distributed Risk: Trajectory-Conditioned Action Generation for Multi-Turn Agent Safety
[NO] 1173/1865 | Intelligence Without Infrastructure: How Mobile AI Is Redefining Entrepreneurship in Africa
[NO] 1174/1865 | IEEE Transactions on Professional Communication Information for Authors
[NO] 1175/1865 | The MPEG Avatar Representation Format (ARF) an Interoperable Container and Animation Framework for Avatars
[NO] 1176/1865 | Performance Analysis and Design Guidelines of Single and Multi-PA Driving Architectures for 5.8 GHz RF-Based Wireless Power Transfer Systems
[NO] 1177/1865 | Table of Contents
[NO] 1178/1865 | A High-Precision Bandgap Reference Circuit with Chopper Modulation
[NO] 1179/1865 | Research on Broadband Down-conversion Scheme Based on Interleaved Frequency Mixing
[NO] 1180/1865 | Digital Skills and Computational Competency Requirements in Malaysia's Biotechnology Industry
[NO] 1181/1865 | FedRIDA: Coordinated Participation and Update Control for Time-Efficient Federated Learning
[NO] 1182/1865 | ICDH 2026: Organizers
[NO] 1183/1865 | Towards Accurate and Lightweight Peripheral Neuroblastic Tumor Diagnosis via Contrastive Multi-scale Pathological Image Analysis
[NO] 1184/1865 | Research on Dynamic Scheduling Strategy of Smart Classroom Teaching Resources Based on Industrial Network Optimization Algorithm
[NO] 1185/1865 | Cultivating the Code: Community, Care, and the Clinic for Open Source Arts
[NO] 1186/1865 | AI and Society: Navigating Policy, Ethics, and Innovation: Sheena Lovia Boateng and Richard Boateng: [Book Review]
[NO] 1187/1865 | Nonlinear Constraint-Aware Pressure Difference Control in PEM Fuel Cells Using Reference Governor Approach
[NO] 1188/1865 | OPAL: An Optimal Distributed Learning Framework via Mutual Validation Between Sites_supp1-3727323.pdf
[NO] 1189/1865 | FPGA-Based Hardware Acceleration and SDR Platform Realization of OTFS Modulation
[NO] 1190/1865 | Message from the PC Co-Chairs
[NO] 1191/1865 | LiteViT-Polar: Lightweight Annular-Attention ViT for OAM-SK FSO Demodulation and Polar Decoding
[NO] 1192/1865 | BGP-Shadow: Accelerating BGP Verification via Programmable Data Planes
[NO] 1193/1865 | GuardMLLM: Overconfidence-Aware Dynamic Fusion for Early Outcome Prediction
[NO] 1194/1865 | EdgeFaaS: A Function-based Framework for Edge Computing
[NO] 1195/1865 | CTMamba: A Center-Targeted Mamba Network for Hyperspectral Image Classification_supp1-3726900.docx
[NO] 1196/1865 | Engineering Trustworthy AI: The VERITAS Framework for Responsible AI Research
[NO] 1197/1865 | A RAG-Total Data Framework for Bidirectional Empowerment in Generative AI and Smart Libraries
[NO] 1198/1865 | Enhancing Medicaid Social Risk Identification: Comparing Linear and Non-Linear Machine Learning Models with Expert Heuristics
[NO] 1199/1865 | A miniaturized nanocalorimetry salinity sensor based on rapid thermal response
[NO] 1200/1865 | Fast Filter Synthesis and Placement for Programmable Photonics
[NO] 1201/1865 | Design and Performance Evaluation of an Interior Permanent-Magnet Linear Actuator for High-Dynamic Robotic Joint Applications
[NO] 1202/1865 | Lightweight IoT Node Offloading Framework for Real-Time Edge Analytics
[NO] 1203/1865 | The Cost of Assistance: High Prosthetic Knee Torque Reduces Biological Joint Work but Induces Symmetry Trade-Offs in Knee Power and Center-of-Mass Velocity During Stair Ascent
[NO] 1204/1865 | AutoQABench: A Three-Level UX Benchmark for Automated Evaluation of Open-Ended LLM Responses
[NO] 1205/1865 | Bluetooth Low Energy Communication Security in Wearable IoT Devices: A Fitbit Sense 2 Case Study
[NO] 1206/1865 | MSC-TGF: A Multi-Scale CNN-Transformer with Graph-Augmented Fusion for Imbalanced Network Intrusion Detection
[NO] 1207/1865 | WiFi-based Human Pose Estimation via Intermediate Pose Synthesis and Part Grouping
[NO] 1208/1865 | Concerted Flexibility and Other Shades of Hybrid Work. Is There a New Black?
[NO] 1209/1865 | Square: Towards Sharing Internet-Scale GPU Clouds Fairly and Efficiently
[NO] 1210/1865 | Video Denoising Method Based on Dense Attention Denoising Network
[NO] 1211/1865 | Microbenchmarking Cloud Cryptographic Workloads for Privacy-Preserving Healthcare Iot
[YES] 1212/1865 | AI4SE for CI/CD: Explainable Code Smell Risk Analysis
[NO] 1213/1865 | Zephyr: Switch-Aided Weighted Congestion Control for Differentiated Inference Workloads
[NO] 1214/1865 | A YCrCb Bit-Plane Quantum Polar Coordinate Representation Model for Color Images
[NO] 1215/1865 | A Detailed Study of Wideband Dual-Polarized Aperture-Coupled 1 × 4 Linear Antenna Array for Wi-Fi 8 Applications
[NO] 1216/1865 | Alleviating Regional Shortcuts for Few-Shot Class-Incremental Learning
[NO] 1217/1865 | Design of a Monitoring System for Rubber Liner Lifetime in a Ball Mill Using XBee-Based Wireless Sensors and HMI Visualization
[NO] 1218/1865 | An Inter-GM Time Consistency Enhancement Method for Multi-Domain Time-Sensitive Networking
[NO] 1219/1865 | Simulink Collage: A Novel and Creative Approach to Teaching Basic Simulink Concepts
[NO] 1220/1865 | Reader-Assisted Blind Source Separation for Multi-Tag Detection in Chipless Radio Frequency Identification Using Pattern Diversity
[NO] 1221/1865 | Identifying VIIRS Near-Hotspot Observations for Accurately Calibrating Model Hotspot Effect
[NO] 1222/1865 | Zeroing Neural Network-Based Motion Planning and Adaptive Sliding Mode Tracking Control for Mobile Manipulators
[NO] 1223/1865 | Facial Privacy-Preserving Human Pose Estimation via Camera Sensor Side-Channel_supp1-3727536.pdf
[NO] 1224/1865 | Phase-Aware Memory Repartitioning for Extended-Context Edge LLM Inference
[NO] 1225/1865 | When Confidence Fails: Overconfidence in LLMS Under Uncertainty and Missing Clinical Information
[NO] 1226/1865 | Explainable Subject-Independent Freezing-of-Gait Detection Using Wearable Sensors: Toward Real-World Digital Neurological Monitoring
[NO] 1227/1865 | A C-SSRS-Based Risk-Aware Evaluation Framework for Self-Harm Safety in LLMs
[NO] 1228/1865 | Optimal Capturing Strategy for Multiagent Pursuit–Evasion Differential Games Suffered by Actuator Faults and External Disturbances
[NO] 1229/1865 | Dirichlet Process-Guided Dynamic Filtering for Mitosis Detection with Single Point Supervision
[NO] 1230/1865 | A Survey on Energy-Efficient Next-Generation Wireless Terahertz Communications
[NO] 1231/1865 | Topology-Aware Mainlobe Identification and Robust PSLL Evaluation for Sparse Array Synthesis
[NO] 1232/1865 | LongSumEval: Question-Answering Based Evaluation and Feedback-Driven Refinement for Long Document Summarization
[NO] 1233/1865 | Copyright Page
[NO] 1234/1865 | IEEE Computer Call For Special Issue Proposals
[NO] 1235/1865 | β-free Information Bottleneck in Representation Learning
[NO] 1236/1865 | Mechanism and Suppression of IGBT Turn-Off Voltage Overshoots in an H-Bridge-Driven Reluctance Coilgun
[NO] 1237/1865 | SDM: Object-Centric Semantic-Distance Map for Generalizable Dexterous Grasp Synthesis
[NO] 1238/1865 | Guaranteed State Boundaries for Power System Dynamic State Estimation: A Tight Ellipsoidal Bounding Method
[NO] 1239/1865 | Reframing HCI Research from the Global South: Seven Grand Challenges for Brazil
[NO] 1240/1865 | An LDPC-Aided Adaptive Equalization Scheme Based on Exponential Variable-Step LMS for Multipath Interference Suppression in Wireless Communications
[NO] 1241/1865 | Research on the Allocation of Educational Resources in China Based on the ARIMA-SVR Hybrid Model
[NO] 1242/1865 | Flexible Needle Tip Detection in 2D Ultrasound Images Based on Improved YOLOv7
[NO] 1243/1865 | Coal fire identification based on multi-source remote sensing time-series features and hierarchical feature optimization: A case study in the Zhundong Coalfield
[NO] 1244/1865 | Variable–Patch Semantic Routing for Multimodal Climate and Environmental Time Series Forecasting
[NO] 1245/1865 | Hybrid Multichannel Room Impulse Response Generation With Joint Reverberation-Time and Diffuse-Field Coherence Control
[NO] 1246/1865 | Do AI Agents Exhibit Greed in Shared Resource Environments?
[NO] 1247/1865 | Flow Linearity Improved-Based Fuzzy Multivoltage Drive Control for High-Speed On/Off Valve
[NO] 1248/1865 | Collaborative Task Offloading Optimization in Multi-UAV-Assisted Mobile Edge Computing
[NO] 1249/1865 | A Survey on Ambient IoT: Use Cases, Standardization, Enabling Technologies, and Research Directions
[NO] 1250/1865 | Organizing Committee
[NO] 1251/1865 | Message from Congress 2026 General Chairs
[NO] 1252/1865 | Kernel Similarity Few-Shot Learning for Cross-Domain Hyperspectral Image Classification with Global-Local Feature Modeling
[NO] 1253/1865 | Chronus: Accurate and Memory-Efficient Sketching for High-Cumulative-RTT Flow Detection
[NO] 1254/1865 | Achieving Fast and High Throughput Data Exchange for Serverless Computing Systems via Switch-Native Serialization/Deserialization
[NO] 1255/1865 | Robustness Verification of Recurrent Neural Networks with Abstraction Refinement
[NO] 1256/1865 | Topology and Coordinated Modulation of Multiport Power Converters with Wide Voltage Gain for HESS
[NO] 1257/1865 | Two-Dimensional Photonic Crystal Implementation in Semiconductor Surface Emitting Lasers
[NO] 1258/1865 | ECNCT 2026 Cover Page
[NO] 1259/1865 | AlphaEarth Foundations Provide Superior Accuracy in Vegetation Height Mapping Across Severely Disturbed Forest Areas_supp1-3727370.docx
[NO] 1260/1865 | H2I: A Handover-State Encoding-Based Data Inheritance Method for Mobile Crowdsensing
[NO] 1261/1865 | Eight-Element Wideband Decoupled Antenna Based on Parasit-ic Structure and Neutralization Line for Smartphones
[NO] 1262/1865 | Storytelling Matters: Effects of Different Narrative Types in Immersive XR Avatar-Based Learning
[NO] 1263/1865 | IoT-Based Air Monitoring with Self-Reported Health Outcomes Across Rural-Urban India: A Pilot Study
[NO] 1264/1865 | Local Graph-Aware Hop-by-Hop Routing for Dynamic LEO Satellite Networks
[NO] 1265/1865 | Understanding Communication Predictability of Distributed LLM Training
[NO] 1266/1865 | IEEE Social Networking
[NO] 1267/1865 | Heterogeneous Compute Orchestration for AI-Era Infrastructure
[NO] 1268/1865 | Lifecycle or Dead End: Tracking the Evolution of Professional Societies
[NO] 1269/1865 | SpectraMerge: A Spectral-Structural Compression Framework for Bandwidth-Efficient Edge Transformers
[NO] 1270/1865 | Real Sampling Based Phase-coded Coherent LiDAR with Communication System: Dual-mode Design and Experimental Verification_supp1-3726939.pdf
[NO] 1271/1865 | Dither-Free Control for Arrayed MZMS in Optical Beamforming Network
[NO] 1272/1865 | Protocol-Aware Traffic Representation with Conditional Diffusion Transformer for Imbalanced Network Intrusion Detection
[NO] 1273/1865 | Dynamic Cross-Modal Interaction and Multi-Scale Edge Enhancement for RGB-Infrared UAV Detection
[NO] 1274/1865 | Learning from Experience: Real-time and Efficient Network Measurement on Programmable Switches
[NO] 1275/1865 | ICDH 2026: Program Committee
[NO] 1276/1865 | Deep Learning-Enhanced Trajectory Generation for Knee Exoskeletons: Integrating Physics-Based Priors and Customized Loss Functions
[NO] 1277/1865 | Dual-MPC Footstep Planning for Robust Quadruped Locomotion
[NO] 1278/1865 | LocMore: Locating More Bursty Latency-critical Jobs on Resource-constrained Nodes
[NO] 1279/1865 | Table of Contents
[NO] 1280/1865 | Digital Twin-Driven Deep Reinforcement Learning for Dynamic Scheduling of Satellite Assembly Pulsed Production Lines
[NO] 1281/1865 | OpScope: Exploiting Operation-Driven Visual Scope for QoS-Stable Cloud Gaming
[NO] 1282/1865 | Electrical and Morphological Properties of Tollens-Deposited Silver on Photopolymer Resin Relevant to 3D-Printed Microwave Components
[YES] 1283/1865 | A Vulnerability Analysis Method for Open-Source Components Based on Relational Subgraph Fusion
[YES] 1284/1865 | A Dynamic Evaluation Approach to Repository-Level Code Generation Via LLM
[NO] 1285/1865 | Toward Multimodal AI for Dementia: A Challenge-Driven Survey of LLMs and VLMs
[NO] 1286/1865 | A Compact Broadband Circular Waveguide TM
                    <sub>01</sub>
                    –TE
                    <sub>01</sub>
                    Mode Converter
[NO] 1287/1865 | Performance Analysis of IEEE 802.11p/bd MAC with Considering Capture Effect Under Rayleigh Fading Channel in IoV
[NO] 1288/1865 | Coherent Direction-of-Arrival Estimation Based on a DWCNN-Transformer Network
[NO] 1289/1865 | Adaptive BitFit: Gradient-Driven Sparse Bias Fine-Tuning for Efficient Cancer Classification
[NO] 1290/1865 | Duet: Towards Efficient and Accurate Sketch-Based Measurement on DPUs
[NO] 1291/1865 | Fault-Tolerant Control of a Nine-Phase Permanent Magnet Synchronous Motor With Position Sensorless Under Open-Circuit Faults
[NO] 1292/1865 | Table of Contents
[NO] 1293/1865 | An Explainable Network for Adaptive Change Detection in Unannotated Hyperspectral Images
[NO] 1294/1865 | Inferring Starlink Latency Structure from Public RIPE Atlas Measurements
[NO] 1295/1865 | Evil-AI Benchmark: An Evaluation Framework for Adversarial Security Assessment of LLM Agents in Smart Environments
[NO] 1296/1865 | Towards Understanding the Role of Technology on the Quality of Life of Parents of Autistic Children
[NO] 1297/1865 | TAILOR: Token-Aware Partitioning and Routing for Edge–Cloud Transformer Inference
[NO] 1298/1865 | Mitigating Sybil Attacks in V2X Communication Through Cryptographic Trust Anchors
[NO] 1299/1865 | Expert Fusion Network for Automated Blastocyst Morphology and IVF Decision Support
[YES] 1300/1865 | Commit-Message-Augmented Static Analysis of Cross-Site Scripting Fixes in Java Web Applications
[NO] 1301/1865 | Cooperative Caching Optimization Strategy Based on Hedonic Game Theory in Mobile Edge Computing
[NO] 1302/1865 | Recent Advances in 3D Object and Scene Generation: A Survey
[NO] 1303/1865 | Investigating Environment–Beverage Matching: Effects on Expected and Perceived Palatability
[NO] 1304/1865 | Sensing Uncertainty in Sustainable Human-Computer Interaction
[NO] 1305/1865 | A 2D-DCT Processor Using One-Time-Programmed Floating-Gate Transistor Array for Processing-in-Sensor Architecture
[NO] 1306/1865 | Prostate Cancer Recognition Using Incremental Transformer Pipeline
[NO] 1307/1865 | Connecting Uncertainty Quantification to Safety Engineering: Uncertainty Gate Framework for Safe ML Decision Making
[NO] 1308/1865 | Computing Through Time: Generative Art
[NO] 1309/1865 | The Truth Engine We Have Yet to Build
[NO] 1310/1865 | Designing Games Beyond Entertainment
[NO] 1311/1865 | O3-Sketch: Memory-Efficient Online Chaotic Flow Detection in High-Speed Networks
[NO] 1312/1865 | Automated Compliance Verification of Medical IoT Privacy Policies Using Knowledge Graphs
[NO] 1313/1865 | HASA: Subnet Allocation for Compute-Constrained Model-Heterogeneous Federated Learning
[NO] 1314/1865 | SpecNet-Agent: Network-Aware Speculation Control for QoS in Agentic Generative AI Services
[NO] 1315/1865 | From Regulatory Text to Executable Constraints: Operationalising Compliance for Medicine Labelling
[NO] 1316/1865 | Rapid Assessment of Blast-Induced Structural Damage Using a Physics-based Multimodal Network
[NO] 1317/1865 | Institutional Pressures and Workforce Training in the Age of Automation: Evidence from Brazilian Companies_supp1-3720899.docx
[NO] 1318/1865 | Self-Refining Spherical Consensus Embedding for Constrained Multi-View Clustering
[NO] 1319/1865 | Modeling Spectral-Spatial Attributes for Hyperspectral Anomaly Detection
[NO] 1320/1865 | Avalanche Failure Mechanism of SiC MOSFETs After Total Ionizing Dose Irradiation
[NO] 1321/1865 | MCI-Net-Lite: A Lightweight Multi-Cue Fusion Network for Robust PCB Defect Detection
[NO] 1322/1865 | Call for Submissions
[NO] 1323/1865 | Pass the Parcel: A Relay-Based Nonprehensile Approach to Manipulate Cargo With Multirobot Systems
[NO] 1324/1865 | Complex Grid Multi-Stability of Memristive Tabu Learning Neural Network and Application in SAGIN
