[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[NO] 1773/2000 | Expectation-Maximization-Based Data-Driven Predictive Control
[NO] 1774/2000 | Hourly Precipitation Retrieval Using Fourier Neural Operator with GOES-16 and GOES-19 Inputs During the 4 July 2025 Texas Flash Flood
[NO] 1775/2000 | A Channel Charting-Based Semi-Supervised Positioning Algorithm with Co-Training
[NO] 1776/2000 | Machine Learning Driven Adaptive Time-Frequency Analysis using Wasserstein Distance
[NO] 1777/2000 | Information Gain and Guided Calibration with Few-Shot Learning for Prompt Optimization in LLMs: Application in Disease Diagnosis
[NO] 1778/2000 | Automatic Classification of Toddler Gross Motor Development Based on Gait Feature Analysis
[NO] 1779/2000 | FLCNN: A Fuzzy Convolutional Neural Network Model for Retinal Vessel Segmentation
[NO] 1780/2000 | Comparative Analysis of EEG Signals for Controlling a Prosthetic Hand: Audio vs. Visual Instruction Methods
[NO] 1781/2000 | Research on Architecture and Key Technologies of Truck auto drive system for Trunk Logistics
[NO] 1782/2000 | DARF:Communication-Efficient Federated Learning via Dynamic Adaptive Random Projection
[NO] 1783/2000 | A Study on Business Students' Use of Large Language Models to Learn Programming Languages: The Case of University A
[NO] 1784/2000 | Method for Constructing a Knowledge Graph of Mechanical Transmission Design
[NO] 1785/2000 | SAM-ASR: A Stutter-Aware Speech Recognition Framework
[NO] 1786/2000 | Fragmented Conceptions of Agency in AI-Enabled Systems: A Bibliometric Analysis of IS Research
[NO] 1787/2000 | Trajectories of Turnback to Information Technology Work
[NO] 1788/2000 | Glycated Hemoglobin (HbA1c) Elevates Osteoarthritis Risk via Magnesium Deficiency and Sarcopenia with HbA1c&gt;5.7%: Evidence from NHANES 1999-2018
[NO] 1789/2000 | Improved Lower Bounds for Privacy under Continual Release
[NO] 1790/2000 | NeuroMesh: A Unified Neural Inference Framework for Decentralized Multi-Robot Collaboration_supp1-3692327.mp4
[NO] 1791/2000 | A phased-progressive collaborative lane-changing strategy for CAV platoon
[NO] 1792/2000 | Exploiting Rear-Wheel Steering to Reduce Driving Force Demand for Vehicle Drifting
[NO] 1793/2000 | Predicting Public Intention to Seek AI-Based Psychological Help Using Random Forest: A Survey-Based Study
[NO] 1794/2000 | Combining Graph Neural Networks and Mixed Integer Linear Programming for Molecular Inference under the Two-Layered Model
[NO] 1795/2000 | Quantitative Evaluation of Amino Acid Substitution &amp; Missense Mutation Patterns in Candidate Genes of Eleven Selective Cancers
[NO] 1796/2000 | E-Link: A 256-ch Mini-Pedestal Connector for High-Density Soft Neural Interfaces_supp2-3692102.mp4
[NO] 1797/2000 | Multi-Scale Edge Fusion Network for Small Water Body Extraction in High-Resolution UAV Imagery
[NO] 1798/2000 | Establishing the Foundations of Quantum Information Science
[NO] 1799/2000 | What's the IT in IT identity? Towards a Conceptualization of Information Technology for IT Identity Research
[NO] 1800/2000 | Unified Generative Multimodal Modeling of Surgical Gestures and Phases via Transfer Learning
[NO] 1801/2000 | Comparing Transformers and Zero-Shot Large Language Models for Suicidal Ideation Detection
[NO] 1802/2000 | SA-SegFormer: Sequential Attention Mix-Transformer for NMSC Histopathology Segmentation and Uncertainty Estimation
[YES] 1803/2000 | IR-drop Aware Multiple Power-domain Substrate Layout Optimization with Power Diagram
[NO] 1804/2000 | Coresets for Robust Query Optimization
[NO] 1805/2000 | AIOTB: Benefiting Graph Contrastive Learning from Adversarial Information Optimal Transport Bottlenecks
[NO] 1806/2000 | Identifying Malicious Software Using Neural Networks Based on Visual Representation and Static Analysis Techniques
[NO] 1807/2000 | An Incipient Fault Detection Approach for Wind Turbine Generator Bearings Based on Speed-Normalized Morphological Filtering
[NO] 1808/2000 | Decentralized Enforcement of Inter-VNF Link Security in Heterogeneous NFV Infrastructures
[NO] 1809/2000 | BrainPrompt+: Multi-Level Brain Prompt Learning for Knowledge-Guided Neurological Disorder Identification
[NO] 1810/2000 | Multi-dimensional Cross-granularity Open-set Network Intrusion Detection
[NO] 1811/2000 | A Wideband 1-stage 220-279 GHz amplifier in BiCMOS55x process
[NO] 1812/2000 | Sequence Reconstruction Problem for Ternary Deletion Channels
[NO] 1813/2000 | An Improved SVR based Broadband Behavioral Model for RF Power Transistors
[NO] 1814/2000 | The End of Indexes
[NO] 1815/2000 | Transport of Intensity-driven Phase Object Recognition and Classification
[NO] 1816/2000 | Neural Network–Based Motion Control of Wheeled Mobile Robots: A Comprehensive Review
[NO] 1817/2000 | A Tibetan Speech Enhancement Method Based on the Mamba-GPFCA Parallel Dual-Branch Network
[NO] 1818/2000 | HRAG: A Fine-Grained Text Classification Framework Oriented Towards Explainability
[NO] 1819/2000 | Analysis and Simulation of High-Directivity Differential mm-Wave Microstrip Couplers for SiGe-MMIC Reflectometers
[NO] 1820/2000 | Shallow-to-Deep and Slack Matching for Self-Distillation
[NO] 1821/2000 | Feature-Level Multi-Modal Cooperative Perception for Connected and Autonomous Vehicles
[NO] 1822/2000 | Covert Communication Under Stochastic Resonance Eavesdropping: Analysis and Design
[NO] 1823/2000 | On Optimizing Time-, Space-, and Power-Domain Energy-Saving Techniques for Sub-6 GHz Base Stations
[NO] 1824/2000 | Ultraviolet Photon Detection in CMOS Single-Photon Avalanche Diodes: A Review
[NO] 1825/2000 | Technology Facilitated Abuse and the Security Paradox
[NO] 1826/2000 | SSPA: Split-and-Synthesize Prompting with Gated Alignments for Multi-Label Image Recognition
[NO] 1827/2000 | A Review on Bilevel Optimization Using Evolutionary Algorithms and Machine Learning Approaches
[NO] 1828/2000 | Fault-Tolerant NMPC with Safety Guarantees for Underwater Vehicles
[NO] 1829/2000 | Terminal-Cloud Collaborative Containment Control Subject to Adversary Attacks
[NO] 1830/2000 | Fourier Neural Operator Approach for Ionospheric Phase Compensation in L-band SAR Interferometry
[NO] 1831/2000 | Review for "Directional Object Detection in Aerial Images"
[NO] 1832/2000 | A Preliminary Study on the Vocabulary of Flaky Tests in Swift
[NO] 1833/2000 | Research on the Design of an Integrated Intelligent pre-hospital Emergency and Five Major Centers System based on Data Center Platform
[NO] 1834/2000 | Design of Enterprise Management Decision Support System Based on Big Data and Artificial Intelligence
[NO] 1835/2000 | Understanding Development Patterns in Corporate Open Source Projects
[NO] 1836/2000 | Enhancing Compliance Training with LLM-Powered Conversational Agents: A Design Science Evaluation of FERPA Education
[NO] 1837/2000 | Decentralizing Work: How Blockchain Reshapes Project Coordination, Trust, and Accountability through the Strategic-Decentralized Resilience Theory (SDRT)
[NO] 1838/2000 | Responsible Use of Digital Health Technologies: A Configurational Analysis of Traits, Beliefs, and Competencies
[NO] 1839/2000 | Multi-Scale Remote Sensing Image Classification Algorithm Based on Self-Attention and Local Attention
[NO] 1840/2000 | TLSFinder: identifying Tertiary Lymphoid Structure in Spatial Transcriptomics Data using a Deep Learning model
[NO] 1841/2000 | RETHiNK: Simulating Human Reasoning via Multi-LLM Debate for Cognitive Reframing of Negative Thoughts
[NO] 1842/2000 | Characterizing Doppler Tags for Moving Object Identification and Range and Velocity Estimation
[NO] 1843/2000 | Sponsors
[NO] 1844/2000 | Prediction of Operational Energy Consumption in Building HVAC Systems Based on Self-Adaptive Ensemble Learning
[NO] 1845/2000 | ECHO: Estimating Continuous Radar Cross Section via Hierarchical Features of Objects
[NO] 1846/2000 | Flexible UWB Antennas for Thoracic Microwave Dielectric-Property Sensing: Phantom Experiments
[NO] 1847/2000 | Redundant Leg-Based Fault-Tolerant PV Grid Integration System
[NO] 1848/2000 | IEEE Transactions on Antennas and Propagation Information for Authors
[NO] 1849/2000 | PVLM: Parsing-Aware Vision-Language Model With Dynamic Contrastive Learning for Zero-Shot Deepfake Attribution
[NO] 1850/2000 | <i>RadarSim</i>
                    : Toward an Intelligent Digital Twin for AI-Driven Radar Detection Systems
[NO] 1851/2000 | Fast and Efficient 6-DoF Grasp Estimation With Segment Anything Model in Cluttered Scenes
[NO] 1852/2000 | Addressing Missing-Modality Data Quality Issues in Multimodal Remote Sensing Via Automated Encoder Architecture Search
[NO] 1853/2000 | The untapped potential of computer modeling for solving challenges in microwave electronics
[NO] 1854/2000 | GTFA-Net: A Generative Network for High-Resolution Time-Frequency Analysis in Dual-Frequency Continuous Wave Radar Tracking
[NO] 1855/2000 | I Have A Claw! Impact of Embodying A Biomimetic Avatar on Self-perception and Task Performance in Virtual Reality
[NO] 1856/2000 | Sparse Tableau-Based Dynamic Simulation for Active Distribution Feeders
[NO] 1857/2000 | A Realistic Control Approach for Set Stabilization of Complex Biological Networks With Logical Models_supp1-3692800.docx
[NO] 1858/2000 | Design of Intelligent AED Monitoring System for Key Public Places
[NO] 1859/2000 | Enhancing Security and Integrity of Public Kiosk Systems Against Privilege Escalation
[NO] 1860/2000 | Dependence of optical refractive index of seawater on temperature, salinity, pressure, and wavelength in near-infrared waveband for warm and shallow sea
[NO] 1861/2000 | Toward Wireless Human-Machine Collaboration in the 6G Era
[NO] 1862/2000 | From Generation to Detection: Multigenerator, Multitype, and Multirole LLM-Generated Vaccine Misinformation
[NO] 1863/2000 | 8-Channel Silicon Photonics Transceiver Arrays for 896 Gb/s PAM-4 Transmission Over 2 km
[NO] 1864/2000 | Pre-processing Pipeline and Imaging Equipment Impact the Performance of CNN for Breast Cancer Detection in Mammograms: Evidence from CBIS-DDSM and VinDr-Mammo
[NO] 1865/2000 | Robust and Accurate Magnetic Anomaly Detection under Complex Noise Using Synchrosqueezed Short-Time Fourier Transform and Attention-Based Residual Network
[NO] 1866/2000 | A Wavenumber-Domain Imaging Algorithm for Terahertz Synthetic Aperture Radar with Variable-Curvature Trajectory
[NO] 1867/2000 | Fast Measurement for Lithium-Ion Battery Based on Phase-Optimized Frequency-Divided Hybrid Excitation Signal
[NO] 1868/2000 | A Model Predictive Control Approach with Three-Dimensional Generalized Optimal Creep Model for Adhesion Control of High-speed Trains
[NO] 1869/2000 | Sensorless Control of CPMSM via Hybrid Reaching Law-Based ISMO and LCO-Assisted SOGI
[NO] 1870/2000 | High-efficiency High-isolation Dual-frequency Magnetron using Cascaded Axial Extraction with Intended Impedance Mismatching
[NO] 1871/2000 | Optimization-Based Behavioral Modeling of Mixers for Frequency Comb OFDM Radar Processing
[NO] 1872/2000 | Metaverse Framework for Wireless Systems Management
[NO] 1873/2000 | Contextual Semantic Relevance Predicting Human Visual Attention_supp1-3683873.pdf
[NO] 1874/2000 | GaN based PAM Inverter performance compared with Silicon based PWM VSI motor drive
[NO] 1875/2000 | Research on Vehicle Agents for Emergency Evacuation under Marine Storm Surge Scenarios
[NO] 1876/2000 | Circularly Polarized Array Antenna for Polarimetric SAR Application
[NO] 1877/2000 | Generative Consistency Models for Estimation of Kinetic Parametric Image Posteriors in Total-Body PET
[NO] 1878/2000 | Application of a Domain Adaptation-Based Semi-Supervised Segmentation Framework for PET Imaging of GISTs
[NO] 1879/2000 | Deep Q-Network-Guided Genetic Algorithm Integrating Biological Knowledge for Robust Protein Complex Detection from PPI Networks
[NO] 1880/2000 | Design and Application of a 3D Basic Modeling Teaching Support System Integrating SAM3D and Maya
[NO] 1881/2000 | Dctrec: A Dual-Path Model that Balances Spectral Filtering and Self-Attention for Sequential Recommendation
[YES] 1882/2000 | Preliminary Results on Evaluating Large Language Models for Labeling Root Cause Categories of Fixed Flaky Tests
[NO] 1883/2000 | Proceedings of the 63rd ACM Conference on Computers and People Research
[NO] 1884/2000 | The Future of the IT Workforce: Perspectives from Research and Practice: A Joint SIGMIS-SIM Panel
[NO] 1885/2000 | Illustrating TinyML on Microcontrollers with an Acoustic Monitoring Project
[NO] 1886/2000 | Impact of the thermally forced accelerated aging process on lightning properties of ester liquids compared to conventional mineral oil
[NO] 1887/2000 | SADP: Spatially-Aware DCT Priors for Low-Light Image Enhancement
[NO] 1888/2000 | Sparse Antenna Array with Metagratings for Wide-angle Beamforming and Grating-lobe Suppression
[NO] 1889/2000 | RSO-YOLO:Traffic Sign Detection Method Based on Reparameterization and Shallow Feature Enhancement
[NO] 1890/2000 | Emerging Materials and Enabling Technologies for Advancing Antenna Systems: From Design to Manufacturing
[NO] 1891/2000 | Minimizing the Noise in Low-Current Sensing by MOSFET PN-Junction Diode Feedback
[NO] 1892/2000 | A Wide-Load-Range Pseudo-Constant Frequency Buck Converter With Actual Duty-cycle Control Scheme
[NO] 1893/2000 | SatProxy: Accelerating Web Browsing in LEO Satellite Networks via Loss-hiding
[NO] 1894/2000 | Frequency Doubling Helical-Type Gyro-TWT for Radar Applications
[NO] 1895/2000 | A 3-D Efficient Hybrid Magnetic Circuit Modeling Method for Transformer Interturn Short-circuit Faults
[NO] 1896/2000 | Enhancing Wireless Networks for IoT with Large Vision Models: Foundations and Applications
[NO] 1897/2000 | Fourier Neural Operator Approach for Ionospheric Phase Compensation in L-band SAR Interferometry_supp1-3692846.docx
[NO] 1898/2000 | Hybrid Machine Learning Model for Forest Height Estimation from TanDEM-X and Landsat Data
[NO] 1899/2000 | Source-Free Domain Adaptive Semantic Segmentation of Remote Sensing Images With Diffusion-Guided Label Enrichment
[NO] 1900/2000 | Sampling-Free Diffusion Transformers for Low-Complexity MIMO Channel Estimation
[NO] 1901/2000 | An End-to-End Signal-Level Framework for Multifunction Radar Working Mode Recognition
[NO] 1902/2000 | From Agentification to Self-Evolving Agentic AI for Wireless Networks: Concepts, Approaches, and Future Research Directions
[NO] 1903/2000 | HyDRA: Deadline and Reuse-Aware Cacheability for Hardware Accelerators
[NO] 1904/2000 | FewShotMetabolic: Parameter-Efficient Transfer Learning for Rapid Metabolic Risk Prediction in Data-Scarce Obesity Phenotypes
[NO] 1905/2000 | Interpretable High-Pass Filter Fingerprint Model for 1000BASE-T Ethernet Authentication in IIoT
[NO] 1906/2000 | F-CP-RALS Algorithm for Channel Estimation in RIS-Aided mmWave MIMO Systems
[NO] 1907/2000 | Linear Convergence of Decentralized Gradient Tracking under Generalized Smoothness
[NO] 1908/2000 | Autonomous Drone Landing Assistant System
[NO] 1909/2000 | Welcome from the General Chair
[NO] 1910/2000 | Weight Mapping Properties of a Dual Tree Single Clock Adiabatic Capacitive Neuron
[NO] 1911/2000 | A Tutorial on Weight Structure of Polar Codes
[NO] 1912/2000 | Compact Doherty Power Amplifier–Circularly Polarized Antenna Integration for Phased Arrays
