[2026-07-10 22:59:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[NO] 1427/1777 | Unlocking the Value of Surplus Assets – Backup Generators as Flexibility Solutions in the Nordic mFRR Market
[NO] 1428/1777 | Computational Intelligence Approaches for Metaphor Detection in Low-Resource Languages: A Systematic Survey with Focus on Malayalam
[NO] 1429/1777 | Hardware-Efficient Architecture for Secure Underwater Image Transmission Using CNN-Based AES and DNN Encoders
[NO] 1430/1777 | Market-Responsive Deep Reinforcement Learning for Resource Sharing in Energy Communities
[NO] 1431/1777 | Extended Target Tracking Algorithm Based on Interactive Multiple Model Particle Filter
[NO] 1432/1777 | Improved soft-magnetic performance of Fe-based nanocrystalline cores immersed in silicone oil
[NO] 1433/1777 | Design and Experimental Evaluation of a Bidirectional Magnetic Soft Diaphragm Pump
[NO] 1434/1777 | Early-Warning of Thermal Runaway for Lithium-Ion Batteries via State-Insensitive EIS&amp;#x000A0;Features_supp1-3692867.docx
[NO] 1435/1777 | Author Index
[NO] 1436/1777 | Navigating Authority Having Jurisdiction (AHJ) Compliance: Field Evaluations of Industrial, Non-Listed Equipment
[NO] 1437/1777 | Outage and Error Performance Analysis of Partially Illuminated IRS-Assisted Underwater Optical Wireless Systems
[NO] 1438/1777 | A Scalable IoT and Sensor Network Architecture for Smart Agricultural Monitoring and Adaptive Control
[NO] 1439/1777 | 10 W Ku/Ka-Band Compact Passive Diplexer with High Isolation and Low Loss
[NO] 1440/1777 | From Supervised Reasoning to Reward-Optimized Policy Adaptation: A GRPO Framework for Trustworthy Numeric Decision Support
[NO] 1441/1777 | Comparative Analysis of MIMO and SISO System Performance Based on Indoor Measurements Using USRP B210
[NO] 1442/1777 | Impact of Reward and Consumption Profile on Flexibility Aggregation of Residential End-users
[NO] 1443/1777 | Ultrasonic Signal-Based Operating-Regime Estimation of Double-Regulated Hydraulic Turbines
[NO] 1444/1777 | Targets Trajectory Prediction in NLOS Environments Based on TDOA and Interacting Multiple Model Robust Extended Kalman Filtering
[NO] 1445/1777 | Adaptive Fault Interruption Coordination in DC Microgrids Based on Current Rise Rate
[NO] 1446/1777 | Influence of Output Cable Length on Pulse Shape in Unified Output Intense EMP Generator
[NO] 1447/1777 | Performance Evaluation of Chaos-Optimized XGBoost on Heterogeneous Datasets
[NO] 1448/1777 | Fault Diagnosis Method for DC Microgrids Based on Double-Ended Teager-CUSUM Fusion Criteria
[NO] 1449/1777 | Compare GFDM-NOMA with CR-GFDM Systems for 6G Communications
[NO] 1450/1777 | Hybrid Large Language Models (LLM) with Adversarial Training for Robust AI-Generated Text Classification
[NO] 1451/1777 | Effect of Optimizer Choice on Island Class Structures in Dimension-Deficient Classifier Geometry
[NO] 1452/1777 | Study of the Possibility of Using Filters with Nanocrystalline Cores in Railway Automation Devices
[NO] 1453/1777 | Surrogate Modeling and Sensitivity Analysis on Conducted Emission of a Buck Converter
[NO] 1454/1777 | Is flexibility just a form of energy?
[NO] 1455/1777 | Nordic Green Hydrogen: Infrastructure Decisions and Market Effects
[NO] 1456/1777 | Minimum Current Stress Optimization Control Method for Dual Active Bridge DC-DC Converter under Dual Phase Shift Modulation
[NO] 1457/1777 | SOC Estimation of Lithium Batteries Based on Electrochemical Impedance Spectroscopy and Fractional Order Model
[NO] 1458/1777 | Passivity-Based DC-Side Impedance Analysis of Voltage Source Converters with Droop Controls
[NO] 1459/1777 | Implementation of Modular Active Cell (MAC) Control on Multi-Port Home Energy Routers
[NO] 1460/1777 | Enhanced Adversarial Drift Detection for MLOps Feature Monitoring
[NO] 1461/1777 | Experimental Comparative Analysis of EMI Suppression Methods Between SMA-OIS Actuator and CMOS Image Sensor
[NO] 1462/1777 | An Intelligent Fault Diagnosis Method for DC Microgrids Based on Local and Global Feature Fusion
[NO] 1463/1777 | Power Operation Panoramic Video Fusion Algorithm Based on Real-Time Image Registration and Transformation Technology
[NO] 1464/1777 | Design of Two-Probe Inductively Coupled Impedance Measurement Setup Using AD8302
[NO] 1465/1777 | Evaluating the Time-Performance Trade-off of BERT variants in Duplicate Bug Report Detection
[NO] 1466/1777 | Do Solar Panel Orientation and Tilt Matter? Effects on Revenue and Cannibalisation in Finland’s Snowy Conditions
[NO] 1467/1777 | Detection of Sexually Explicit Content in ASCII Art Representations
[NO] 1468/1777 | Mitigating Strategic Bidding Behavior in Redispatch Markets through Operator-Owned Out-of-Market Flexibility Assets
[NO] 1469/1777 | Efficient Heterogeneous Signcryption with Forward Privacy for Vehicular Platoon Communication
[NO] 1470/1777 | Entropy-Based Ransomware Detection Using File System Filters
[NO] 1471/1777 | Analysis of the Wider Aggregated Electric Vehicles Utilisation in Electricity Markets - Finnish Case Study
[NO] 1472/1777 | A Lightweight BiGRU-Based Framework for Multi-Attack Detection in SDN Networks
[NO] 1473/1777 | Perceived Difficulty of Household Energy-Conservation and Scheduling Behaviours
[NO] 1474/1777 | SENARY-ViU: A Decoupled Transformer-Recurrent Learning for Spatial-Temporal Modeling in Surveillance Videos Understanding
[NO] 1475/1777 | Evolving Macro-Actions for Monte Carlo Tree Search in Real-Time Domains
[NO] 1476/1777 | Pareto Optimization with Robust Evaluation for Noisy Subset Selection
[NO] 1477/1777 | Stability-Driven CPG Design for More Effective Quality-Diversity in Evolutionary Robotics
[NO] 1478/1777 | The Witcher Season 4
[NO] 1479/1777 | Minimization of Execution Time and Energy Consumption of Parallel Applications on Heterogeneous Hybrid Parallel Computers through Optimal Combination of Workload Distribution and Operating Voltage and Frequency_supp1-3711149.pdf
[NO] 1480/1777 | Reviewers
[NO] 1481/1777 | Software Architecture Sherlock: An Educational Game for Software Architecture Exploration and Problem-solving
[NO] 1482/1777 | Robust Constrained Tetrahedralization with Steiner-point-free Boundaries
[NO] 1483/1777 | Large Language Model-Enabled Optimization for Assembly Job Shop Scheduling Problem With Bin-Packing Constraint
[NO] 1484/1777 | CRN2DB: Chemical Reaction Networks to Database Matching via Dynamic Programming in ChemComp
[NO] 1485/1777 | SATUQ: Quantum-Ready Cybersecurity for Integrated Space–Aerial–Terrestrial Networks
[NO] 1486/1777 | Evaluating the benefits of Argument Fusion: Optimizing host-device communication
[NO] 1487/1777 | Robust EEG Functional Connectivity Metrics for Decoding Action Observation Conditions and Observed Actions
[NO] 1488/1777 | Microembossing Hydrogel Meso-Circuits for Patterning Dissociated Neurons Promotes Ensemble Formation*
[NO] 1489/1777 | Performance Evaluation of a Proposed Reward-Based Recharging Policy in Wireless Sensor Networks
[NO] 1490/1777 | Design of an Energy Selective Surface with Dual-Polarization Characteristics for HPM Protection
[NO] 1491/1777 | A Predictive Current-Limited Harmonic Compensation Strategy for PV-BESS Grid-Connected Converters
[NO] 1492/1777 | A Low-Profile Shared-Aperture Metasurface Integrating Scattering Control and High-Efficiency Transmission
[NO] 1493/1777 | Machine Learning-Based Surrogates of Musculoskeletal Models to Link Maintained Muscle Activations to Joint Angles
[NO] 1494/1777 | Series Arc Fault Detection Method Based on ISGMD-CRDS
[NO] 1495/1777 | A Low Profile and Wideband Dual-Polarized Antenna with Filtering Performance for LTE700/GSM850/GSM900 Applications
[NO] 1496/1777 | PINN-Based Line Impedance Identification and Reactive Circulating Current Suppression in Parallel Inverters
[NO] 1497/1777 | An Energy Stable Hybrid Framework for SBP-SAT FDTD and FETD Method
[NO] 1498/1777 | A Modular and Low-Profile Designed All-Metal Ultra-Wideband Antenna Array for AESA Systems
[NO] 1499/1777 | Zonotope-Based L
                    <sub>∞</sub>
                    Tracking Control for T-S Fuzzy PMSG-based Wind Turbine Systems
[NO] 1500/1777 | Transfer Learning-Enabled Rapid Inverse Design of S-Band Energy Selective Surface
[NO] 1501/1777 | Optogenetic Modulation of Epileptiform Network States in Human Hippocampus Slices
[NO] 1502/1777 | A Large-Scale Experimental Analysis of ROS 2 Instances Exposed on the Internet
[NO] 1503/1777 | Impact of Template and Electrode Configuration on Eeg Microstate Analysis in Disorders of Consciousness
[NO] 1504/1777 | Series-Fed Antenna Arrays Based on T-Shaped Decoupling Structure
[NO] 1505/1777 | Low-Carbon Optimization Scheduling of Integrated Energy Systems Based on Improved Clustering
[NO] 1506/1777 | Adaptive Resampling Bias Correction Method for Surrogate Model-Based Branch Overloading Risk Assessment
[NO] 1507/1777 | MSCM-Net: Multi-Scale Causal Fusion Network for Electricity-Carbon Collaborative Prediction
[NO] 1508/1777 | Rodent Hippocampal-Cortical Population Decoding and Interactions in Episodic Memory Tasks
[NO] 1509/1777 | The Rubber Hand Illusion in Virtual Reality: Rendering Real-World Collisions for Real-Time Embodiment
[NO] 1510/1777 | ±45° Dual-Polarized Full-Duplex Base Station Array Antenna
[YES] 1511/1777 | Equivalent Circuit Modeling of Aperiodic On-Silicon PDNs for Fast What-If Analysis
[NO] 1512/1777 | Earable Platform with Integrated Simultaneous EEG Sensing and Auditory Stimulation
[NO] 1513/1777 | Assessment of Neurocognitive Processes During Action Sequence Execution Under Varying Demand
[NO] 1514/1777 | Time-domain Distance Protection based on Solving the Line Rl Differential Equations Combined with the Least Squares Method
[NO] 1515/1777 | Co-design of an Accessible Avatar for Deaf Users: A Participatory Methodology in Practice
[NO] 1516/1777 | TimelyAI: When Should Generative AI Assistants Intervene?
[NO] 1517/1777 | Speak Beyond English: Multilingual Prompts Improve Query Classification in Small Language Models
[NO] 1518/1777 | CS3: Efficient Online Capability Synergy for Two-Tower Recommendation
[NO] 1519/1777 | Analytical Search
[NO] 1520/1777 | Unified Supervision for Walmart's Sponsored Search Retrieval via Joint Semantic Relevance and Behavioral Engagement Modeling
[NO] 1521/1777 | Verbalizing LightGCN: Direct Learning of Textual Representations from User-Item Interaction Graph via LLMs
[NO] 1522/1777 | Well Begun is Half Done: Training-Free and Model-Agnostic Semantically Guaranteed User Representation Initialization for Multimodal Recommendation
[NO] 1523/1777 | Financial Transaction Retrieval and Contextual Evidence for Knowledge-Grounded Reasoning
[NO] 1524/1777 | SurGE: A Benchmark and Evaluation Framework for Scientific Survey Generation
[NO] 1525/1777 | Generative Bid Shading in Real-Time Bidding Advertising
[NO] 1526/1777 | Fourier Kolmogorov-Arnold Network and Hypergraph Enhanced Contrastive Learning for Recommendation
[NO] 1527/1777 | H-MAPS: Hierarchical Memory-Augmented Proactive Search Assistant for Scientific Literature
[NO] 1528/1777 | R
                    <sup>3</sup>
                    Check: Reinforcement Learning for Iterative Retrieval and Structured Reasoning in Complex Fact Checking
[NO] 1529/1777 | An Asymmetric-difference based Document Exact Similarity Search Algorithm
[NO] 1530/1777 | LLM-Informed Bayesian Content Exploration in Ultra-Recency Recommendation
[NO] 1531/1777 | Emergence Of Internal State-Modulated Swarming In Multi-Agent Patch Foraging System
[NO] 1532/1777 | A Generic Framework for Optimisation under Uncertainty with Recourse: Theory and Examples
[NO] 1533/1777 | Dynamic Descriptor Mutations Improve Automated Quality-Diversity
[NO] 1534/1777 | Using GenAI Scenarios to Talk about Academic Integrity across Cultures
[NO] 1535/1777 | From Six to Two: SLIM-DUO, a Simplified Extension of SLIM-GSGP
[NO] 1536/1777 | Quantum-Behaved PSO-DE for Ubiquitous Connectivity in Space-Terrestrial Cell-Free Massive MIMO Systems
[NO] 1537/1777 | KGS-GCN: Kinematics-Driven Gaussian Splatting and Probabilistic Topology for Skeleton-Based Action Recognition
[NO] 1538/1777 | Performance evaluation model of belief rule base for laser gyroscopes: An enhanced adaptive membership function
[NO] 1539/1777 | sEMG-Based Force Estimation with Channel Reduction for Human-Robot Interaction in Forearm Rehabilitation: Online Experimental Validation
[NO] 1540/1777 | Practical predefined-time adaptive tracking control for uncertain nonlinear systems with input saturation
[NO] 1541/1777 | ORDER: Generative Models for Increasing Robustness in Crop Recognition via Anomaly Detection
[NO] 1542/1777 | A Comparison of Stability Assessment Approaches for Public DC Electric Distribution Grids
[NO] 1543/1777 | Analysis of FoF Gasket Parameters on SE: Flexible Use of H-t &amp; SAE ARP 6248 Stripline Methods
[NO] 1544/1777 | Linearization Technology and Efficiency Optimization of Mobile Communication Radio Frequency Power Amplifiers Based on Model Predictive Control Algorithm
[NO] 1545/1777 | Piece-Wise State-Space Modeling of Active Discharge Protection Circuits for Solid-State Circuit Breakers in Vehicular Power Supply Systems
[NO] 1546/1777 | JCSSE 2026 Content Announcement Page
[NO] 1547/1777 | Radar Target Simulation and EMC Evaluation Framework for Automotive ADAS Systems
[NO] 1548/1777 | Hydrogen Procurement for the German Pulp and Paper Industry: A Techno-Economic Comparison of Decentralized Electrolysis and Backbone Supply
[NO] 1549/1777 | Financing: Non-Monetary Barriers and Opportunities for Energy Transition Investments in Germany
[NO] 1550/1777 | Integrator-Aided Minimization of Capacitor-Voltage-Ripple Disparity in Cascaded H-Bridge Energy Systems via Reactive Power Distribution
[NO] 1551/1777 | Application of Large Language Models for Aspect-Based Sentiment Analysis on Social Media Data: A Case Study of the Thai Telecommunications Industry
[NO] 1552/1777 | Analysis of the Impact of Negative Body Bias on the ESD Behavior of RF Switches
[NO] 1553/1777 | AI-Generated Content on Social Media: Correlations with Persuasion and Disinformation
[NO] 1554/1777 | JCSSE 2026 Message General
[NO] 1555/1777 | Energy and Economic Assessment of Renewable Hybrid Systems in Residential Buildings with Integration of Demand-Side Flexibility
[NO] 1556/1777 | JCSSE 2026 Content Announcement Page
[NO] 1557/1777 | Netverse: A Game-Based Learning Environment for Introductory Computer Networking
[NO] 1558/1777 | Two Heads Are Not Better Than One: Continual Learning from Multiple Models for Encrypted Traffic Analysis
[NO] 1559/1777 | Tech-Enabled Blood Donation: Incorporating AI Matching, Donor Monitoring, and Ride-Sharing for Enhanced Lifesaving Efficiency
[NO] 1560/1777 | VerifiED: Blockchain for Academic Credential Verification System
[NO] 1561/1777 | Understanding Field-Cycling-Dependent Evolution of Polarization Dynamics in Nonvolatile Anti-Ferroelectric Hf
                    <sub>x</sub>
                    Zr
                    <sub>1–x</sub>
                    O
                    <sub>2</sub>
                    Capacitors
[NO] 1562/1777 | Conditions for Asymptotic Stability of Negative Semidefinite Linear Time-Varying Systems
