[2026-06-06 23:04:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-05
正在获取论文...
[ACM] 2026-6-5 | Hop-wise Planning with Iterative Explainable Self-Correction for Knowledge Base Question Answering
[NO] 769/928 | Real-Time Phishing Threat Detection Using Hybrid Deep Learning and Multi-Domain URL–Email Analysis
[NO] 770/928 | VPN Queue Performance Analysis Using Matrix Analytics Methods
[NO] 771/928 | A Single-Layer Pseudo-Quantum Creep-In Mechanism for Time-Series Forecasting
[NO] 772/928 | Intelligent Feature Selection for Semiconductor Manufacturing Using a Hybrid Genetic Algorithm and Neural Network
[NO] 773/928 | Proceedings of the 2026 International Conference on Artificial Intelligence and Agents
[NO] 774/928 | Current-Sensorless Virtual-Vector Quasi-Sliding Mode Predictive Control for T-Type Inverters
[NO] 775/928 | Cardinal-Ordinal Consistency Adjustment Driven Group Consensus Decision Making With Distributed Preference Relations and Application in Remanufacturing Quality Management_supp1-3694094.docx
[NO] 776/928 | Front Cover
[NO] 777/928 | Conference Calendar
[NO] 778/928 | Adaptive Dynamic Functional Connectivity with Deep Spatio-Temporal Fusion for High-Accuracy Identification of Major Depressive Disorder
[NO] 779/928 | Reports From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[NO] 780/928 | Self-Assembled Monolayer Functionalized Q-BIC Terahertz Metasurfaces for High-Sensitivity Biosensing_supp1-3697738.docx
[NO] 781/928 | Strong Saddle-Shaped Geometry of Depth Maps Can Boost Multi-View Stereo
[NO] 782/928 | Masthead
[NO] 783/928 | HEPE++: Towards VLM-based Hybrid Explainable Prompt Enhancement for Zero-Shot Industrial Anomaly Detection
[NO] 784/928 | A Novel Physics-Informed Transformer Algorithm (PITA) for Near&amp;#x2013;Real-Time Synergistic Multi-Parameter Aerosol Retrieval From FY-4B/AGRI Geostationary Satellite_supp1-3700045.docx
[NO] 785/928 | The 2026 ICON Student Research Conference: A Stage for Students to Present, Collaborate, and Learn [Diversity, Outreach, and Development Activities]
[NO] 786/928 | Safety-Certified Distributed Formation for Uncertain Multirobot Systems With Minimum Restrictive Connectivity Maintenance
[NO] 787/928 | HierCIM: A 16-Kb SRAM-Based Digital CIM Macro With Hierarchical Adder-Tree Accumulation for Edge CNN Inference
[NO] 788/928 | Domain Decomposition-Based DGTD Method With Automated Implicit–Explicit Classification for Multiscale Electromagnetic Modeling
[NO] 789/928 | Performance Analysis and Optimization of Carrier Tracking PLL under Noise in GNSS Receivers
[NO] 790/928 | Deep Learning-Based Predictive ISAC for Backscatter Vehicular Networks
[NO] 791/928 | Multi-Objective Evolutionary Policy Learning Aided Resource Management for SCMA LEO Transmission
[NO] 792/928 | Effect of Dielectric Barrier Discharge Plasma-Activated Water on Growth Characteristics of Hydroponic Lettuce
[NO] 793/928 | Characterizing Tests in IoT Software: Practices, Challenges and Opportunities
[NO] 794/928 | Preface
[NO] 795/928 | Spatial Dynamics of the Western Ghats Ecosystem in Kerala, India
[NO] 796/928 | TRAN: Texture Response Adjustment Network for Lightweight Single Image Super-Resolution
[NO] 797/928 | RAPNet: Rate-Distortion-Aware Video Pre-Processing via One-Step Reinforcement Learning for Video Coding
[NO] 798/928 | Decoupling Control of a Multi-segment Hybrid-Actuated Soft Origami Continuum Robot Through Variable Stiffness
[NO] 799/928 | Machine Learning-Enhanced Domain Decomposition FDTD for Electromagnetic Scattering Problems
[NO] 800/928 | Enhancing Network Resilience: High Efficient Deployment Based on Digital Twin for Underwater Wireless Sensor Networks
[NO] 801/928 | Secure Agentic AI–Driven Semantic Communication Framework for Autonomous Vehicle Coordination in 6G Edge Networks
[NO] 802/928 | Mario di Bernardo [People in Control]
[NO] 803/928 | Adaptive Current Control for High-Efficiency Motor Drive Operation in Transients
[NO] 804/928 | Contents
[NO] 805/928 | Tensorized Noise-aware Anchor Graph Learning with Deep Complementary Information Propagation for Scalable Multi-view Clustering
[NO] 806/928 | Front Cover
[NO] 807/928 | Cover 3
[NO] 808/928 | Defense Strategy for Active Vehicle Suspension Systems with Incomplete Modes: Risk-Driven Gain-Scheduling and Experimental Validation
[NO] 809/928 | CognNet: An Interpretable LLM-as-Judge Framework for SOLO-Level Prediction Using Structured Cognitive Evidence
[NO] 810/928 | IEEE Journal of Biomedical and Health Informatics Publication Information
[NO] 811/928 | Knowledge Graph Neural Network Enabled Personalized and Efficient Content Caching for Large-Scale Social Networks
[NO] 812/928 | RWW 2027 Call for Papers RWS
[NO] 813/928 | Power Factor Analysis and Optimization Control of a DC Biased Hybrid Excitation Vernier Machine
[NO] 814/928 | Front Cover
[NO] 815/928 | Detecting wave direction spectrum using GNSS multistatic reflectometry on an offshore platform
[NO] 816/928 | Energy-Efficient UAV-RIS-assisted SWIPT in Integrated Ground-Aerial-Space Networks
[NO] 817/928 | IEEE Conference on Decision and Control in Rio de Janeiro, 9–12 December 2025 [Conference Reports]
[NO] 818/928 | Quantitative Time-Resolved Imaging of Surface Acoustic Waves by Dual-Comb Interferometry with a Fiber-Based Sagnac Interferometer
[NO] 819/928 | SMCPP: Safety Margin Controllable Path Planning via Safety Constraint Propagation
[NO] 820/928 | Using the master-slave injection locking scheme in a Brillouin optomechanical system for the design of all-optical nonlinear photonic elements
[NO] 821/928 | CogCoor: A Cognition-Driven Heterogeneous Coordination Framework for Urban Multi-Target Tracking
[NO] 822/928 | AI-Powered Sentiment Analysis Using Image and Video
[NO] 823/928 | Anomaly Detection in Vehicle Trajectories using LSTM Autoencoders and Gaussian Mixture Models
[NO] 824/928 | Stability Around the World [President’s Message]
[NO] 825/928 | Lightweight, Client-Side Approach for Real-Time Detection of Text-Based Dark Patterns in E-commerce
[NO] 826/928 | AutoContext: An Adaptive Framework for Intelligent Context Management in Large Language Models
[NO] 827/928 | Unveiling Influential Nodes in Complex Networks: A Journey Through Graph Learning, Community Insights, and Fuzzy Hybrids
[NO] 828/928 | Adaptive-AI-Zerotrust-Chain: AI-Centric Zero Trust Enforcement for IoT Security
[NO] 829/928 | Dual Image Super-Resolution for High-Resolution Imagery Using an Agentic Approach
[NO] 830/928 | Federated Learning and Generative AI for Privacy-Preserving FinTech Cybersecurity
[NO] 831/928 | QR Code Based Digital Payment System for Bus Conductors
[NO] 832/928 | Artificial Intelligence for Strengthening E-Prescription Security in Healthcare Networks
[NO] 833/928 | SeatLux: Explainable AI for Seat-Level Visual Comfort Prediction and Illuminance Targets in Fluorescent and LED Classrooms
[NO] 834/928 | A Hybrid PQC-Enabled Attribute and Data Encryption Pipeline for Next-Generation Metaverse Platforms
[NO] 835/928 | ST-OVTrack: Spatio-Temporal Enhanced Open-Vocabulary Tracking for Traffic Surveillance
[NO] 836/928 | Past Forward: The Forgotten History of Hershey's Electric Railway in Cuba: In 1916, the Chocolate Magnate Built the Railroad to Keep its Sugar Moving
[NO] 837/928 | Table of Contents
[NO] 838/928 | BAVote: Blockchain-based Electronic Voting System with Privacy and Accountability
[NO] 839/928 | Meta-Policy-Based Multi-Agent Reinforcement Learning for Dynamic UAV Networks: Resolving Hybrid Action Spaces and Non-Stationarity
[NO] 840/928 | Study on the Electron Acoustic Waves in Inhomogeneous Electron-Ion Plasmas
[NO] 841/928 | DroneSplat+: Semantics-Enhanced 3D Gaussian Splatting for Robust 3D Reconstruction from In-the-Wild Drone Imagery
[NO] 842/928 | An Optimized Model-Free FCSMPC Method Based on Affine Projection Algorithm for Three-Phase Inverter Systems
[NO] 843/928 | Node-Differentiated Resource Allocation for Media Access Control in Wireless Body Area Networks
[NO] 844/928 | Extending Attention Analysis in E-Learning: Eye-Tracking Metrics That Analyze Gaze Within and Outside AOIs
[NO] 845/928 | Design of a Low-Leakage In-Shaft-Integrated Wireless Excitation Coupler for Electrically Excited Machines
[NO] 846/928 | Pseudonym Scheme Based on Hybrid Certificates for Security Credential Management System in Vehicular Communications
[NO] 847/928 | Event-Triggered Distributed State of Charge Estimation for Lithium-ion Batteries with Fading Measurements
[NO] 848/928 | GAFNet: Learning Local Geometric-Aware Features for End-to-End Point Cloud Registration
[NO] 849/928 | Priors Meet Hindsight: An Asymmetric Collaborative Evolution Framework for RGB-D Road Defect Detection
[NO] 850/928 | Revisiting The Pbh Test: Fast Uncontrollability Certificates via Krylov Methods
[NO] 851/928 | A Dynamic Phishing URL Detection System Integrating Advanced Machine Learning and Crowdsourced Threat Intelligence
[NO] 852/928 | Detail++: Training-Free Detail Enhancer for T2I Diffusion Models_supp1-3698370.pdf
[NO] 853/928 | Conference Paper Acceptance Prediction with Quality Assessment using Machine Learning
[NO] 854/928 | Advancements and Challenges in Historical Language Restoration: A Comprehensive Review of Techniques, Text Generation, Preservation Strategies, and Ethical Considerations
[NO] 855/928 | A Novel Accurate Demand Side Battery Management by Using an Adaptive Radial Basis Neural Network Controller
[NO] 856/928 | Securing Dual-Hop Multi-Relay Cooperative Networks Through Signal Interleaving Technique
[NO] 857/928 | Skin Cancer Detection and Classification Using Deep Learning Techniques
[NO] 858/928 | Passive on-Device BLE Interference Detection Using TinyML
[NO] 859/928 | SkillCraft: LLM Powered Interview Preparation Platform
[NO] 860/928 | From Player Tracking Data to Impact Quantification: An XGBoost Framework for Playoff BPM Estimation
[NO] 861/928 | Explainable Deep NeuroDiagnostics: Interpretable AI for Alzheimer's Disease Classification
[NO] 862/928 | Robust Pothole Avoidance in Autonomous Driving Using Multi-Task Transformer Perception and Ensemble Reinforcement Learning
[NO] 863/928 | Modular Patch-Level Image Obfuscation Framework for Untrusted Third-Party Vision Inference
[NO] 864/928 | A Novel Query-based Task Assignment Strategy to a Multi-Functional Reconfigurable Mobile Robot in a Warehouse-like Environment
[NO] 865/928 | Adaptive PID Control for Low-Cost Embedded Agricultural Machinery Actuators Under Uncertain Environments
[NO] 866/928 | Source free progressive subspace calibration for transportation equipment diagnosis under time varying conditions
[NO] 867/928 | IEEE Access
[NO] 868/928 | A Whole-cell Extended Gate Field Effect Transistor-Based Immunosensor for Rapid and Sensitive Detection of
                    <i>E. coli</i>
[NO] 869/928 | CTTF: Cross-Temporal Tri-Difference Fusion with Mamba for Remote Sensing Change Detection
[NO] 870/928 | Saliency Characteristic Enhancement Design and Analysis of a Partitioned Rotor Pole PM Motor Considering the Flux-Approaching Current
[NO] 871/928 | Optimal Control of Multidimensional Switched Systems via Deep Reinforcement Learning
[NO] 872/928 | Robust Text-to-Image Person Re-identification via Neighbor Consistency-based Correspondence Estimation
[NO] 873/928 | Development of the Ramsey Microwave Cavity for a Time-keeping
                    <sup>87</sup>
                    Rb Fountain Clock
[NO] 874/928 | On Integer-Forcing Hybrid Precoding for Downlink Millimeter Wave MIMO Systems
[NO] 875/928 | Selecting and Distilling Cross-Label Models
[NO] 876/928 | Statistical Shape Model for Bone-Based Cartilage Prediction: Applicability in Healthy and Pathological Knees
[NO] 877/928 | AIoT-Based Anomaly Detection and Monitoring System for Smart Poultry Farms
[NO] 878/928 | Cloud Reliability Analysis via Log-based Anomaly Detection: An End-to-End Evaluation on HDFS Logs
[NO] 879/928 | Early Detection of Fetal Wellness and Distress using Biomedical Signal Processing
[NO] 880/928 | Intelligent Pattern Analysis and Criminal Profiling
[NO] 881/928 | A Comprehensive Survey of Deep Learning-Based PCB Defect Detection Techniques
[NO] 882/928 | An Enhanced Approach for Early Prediction of Data Anomalies in IoT
[NO] 883/928 | Application and Implementation of Adaptive Railway Signaling Technology
[NO] 884/928 | Semantic NeRF Oriented 3D Object Counting for Industrial Fruit Harvesting
[NO] 885/928 | Multi-UAV Tracking under Partially Overlapping and Gapped Fields of View in Distributed Multi-sensor Networks
[NO] 886/928 | Careers: Finding Success in Industry as a Chip Designer: Academe and Industry Require Different Approaches
[NO] 887/928 | YOWOFormer: Bridging Video Transformers and CNN Detectors for One-Stage Spatio-Temporal Action Detection
[NO] 888/928 | Restricted Target Wake Time Mechanism for Industrial Internet of Things Scenarios: Worst-Case Analysis
[NO] 889/928 | PI-FD: Property Inference Attacks on Federated Learning with Distillation via Synthetic Data Generation
[NO] 890/928 | IEEE Connect
[NO] 891/928 | Toward Green Communication: Power-Efficient Beamforming for STAR-RIS-Aided BackCom
[NO] 892/928 | MonoHPE: Monocular 3D Object Detection with Height Positional Encoding
[NO] 893/928 | A Universal Framework for Programmable Multiattractor Chaotic Maps: Dynamics Analysis, DSP Realization, and Secure Application
[NO] 894/928 | Iterative Feedforward Tuning With Multiplicative Nonlinearity: Application to Linear-Motor-Driven Wafer Stage With Multiplicative Force Ripple
[NO] 895/928 | Protection Efficiency-Based FIPP
                    <i>p</i>
                    -Cycle Design with Topology Partitioning in Mixed-Grid Optical Networks
[NO] 896/928 | Stealthy Merker Memory Attacks on Siemens S7 Programmable Logic Controllers
[NO] 897/928 | PQ-MQTT: A Hybrid Post-Quantum Secure Communication Protocol for MQTT-Based IoT Networks
[NO] 898/928 | EdgeStress: Real-Time Stress Detection Using IoT and Machine Learning
[NO] 899/928 | Zero Trust IoT Security Platform
[NO] 900/928 | BEST: Blockchain And AI-Enabled EHR System For Ambulatory Care
[NO] 901/928 | Machine Learning for Usable Security: A Survey of User-Centered Approaches
[NO] 902/928 | Human-Centered AI in Banking: Designing Adaptive Systems for Secure and Personalized Financial Engagements
[YES] 903/928 | AI-Augmented Debugging: Using LLMs and Execution Traces to Explain and Fix Software Failures
[NO] 904/928 | Performance Evaluation of Machine Learning Models for Real-Time Anomaly Detection in MQTT-Based IoT Networks
[NO] 905/928 | Automated Oral Technical Evaluation Using Speech Recognition and Semantic Scoring
[NO] 906/928 | Multi-Relation Temporal Graph Neural Networks for EquityVolatility Forecasting
[NO] 907/928 | Sensorless Control of PMSMs at Ultralow Speed: An Adaptive Position Estimation Strategy Based on Reconstructed Flux Linkage
[NO] 908/928 | The Routledge Handbook of the Translation Industry: Callum Walker and Joseph Lambert, Eds.: [Book Review]
[NO] 909/928 | Masthead
[NO] 910/928 | Deposition of Titanium Nitride on Inner Surface of Grade B API 5L Steel Pipes by Cathodic Cage Plasma Nitriding Technique
[NO] 911/928 | Egress Accommodation for Factory-Assembled Structures: CODE REQUIREMENTS AND STRATEGIES TO MEET THEM
