[2026-07-28 22:58:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | Spectral aspects of random heavy-tailed tensors
[NO] 1184/1848 | A Structured Application Database and Fast Evaluation Method for Civil Aircraft Crew Alerting Systems
[NO] 1185/1848 | Parameter Estimation Method for Factorial Linear Dynamical Systems
[NO] 1186/1848 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp3-3714831.mp4
[NO] 1187/1848 | Cross-Chain Arbitrage: The Next Frontier of MEV in Decentralized Finance
[NO] 1188/1848 | Offline Local Search for Online Stochastic Bandits
[NO] 1189/1848 | Stochastic Network Utility Maximization in Strategic Queueing Systems: A Game-Theoretic Approach
[NO] 1190/1848 | Resource Allocation for Pinching-Antenna Systems: State-of-the-Art, Key Techniques and Open Issues
[NO] 1191/1848 | Direct Nonlinear Approximation for Security Region Boundary of Integrated Energy Systems: A Polynomial Chaos Expansion Solution
[NO] 1192/1848 | Table of Contents
[NO] 1193/1848 | RESCUE-ISAC: Energy-Efficient Active–Passive Beamforming for Emergency UAV-ISAC in 6 G Networks
[NO] 1194/1848 | Channel Modeling and Performance Analysis of UAV Systems Based on Lens Antenna Arrays
[NO] 1195/1848 | Length-Compensated Synthesis-to-Geometry Mapping for Rectangular Waveguide Filters
[NO] 1196/1848 | LEXI-SG: Monocular 3D Scene Graph Mapping with Room-Guided Feed-Forward Reconstruction
[NO] 1197/1848 | Multi-Acoustic Source Localization via Improved Joint Time-Frequency Feature Enhancement Method
[NO] 1198/1848 | Wavelet-Driven Spectral–Spatial State Space Modeling for Hyperspectral Image Classification
[NO] 1199/1848 | Table of Contents
[NO] 1200/1848 | An Ensemble Learning Approach to Graph Learning Based on Evolutionary Graph Neural Architecture Search
[NO] 1201/1848 | SAV-G: A Global Routing Verification System for Mitigating IP Source Address Spoofing
[NO] 1202/1848 | GenTI: Benchmarking LLMs for Autonomous IDPS Rule Generation for Unseen Attacks
[YES] 1203/1848 | RefactorCoderQA: Benchmarking LLMs for Multi-Domain Coding Question Solutions in Cloud and Edge Deployment
[NO] 1204/1848 | PersonaEcho: A Personalized Voice Companion
[NO] 1205/1848 | Surgical Transcription System for Laparoscopic Surgeries - Cholecystectomy
[NO] 1206/1848 | A Review of ROS-Based Robot Navigation Technologies
[NO] 1207/1848 | Comparative Analysis of Federated Learning Algorithms for Instruction Tuning on Lightweight Language Models: A Privacy-Preserving Approach
[NO] 1208/1848 | MCWF-Net: A Multi-Channel Wavelet Fusion Network for Dual-Polarization SAR Ship Classification
[NO] 1209/1848 | BioGuard: A Privacy-Preserving Federated Framework for Edge-Optimized Continuous Multimodal Authentication
[NO] 1210/1848 | A Generative AI-Based Framework for Retail Sales Forecasting and Demand Prediction
[NO] 1211/1848 | A Multi-Metric Evaluation of K-Means Clustering for Tuberculosis Detection in Healthcare domain
[NO] 1212/1848 | Persian Speech Emotion Recognition Using Multi-Scale SincNet and cGAN-based Ensemble Learning
[NO] 1213/1848 | Real-Time Football Curve Shot Posture Assessment Using Multi-View Video Analysis and Markerless Pose Estimation
[NO] 1214/1848 | Layer Adaptive Error-Bounded Compression for Federated Learning on Edge Devices
[NO] 1215/1848 | CAMQL-NPC: Enhancing Survival Behaviors in Dynamic Game Environments via Internal State Augmentation
[NO] 1216/1848 | Coarse-to-Fine Failure Attribution for Long-Horizon LLM Multi-Agent Systems
[NO] 1217/1848 | SIMCap: Stacked Interaction Module for Refining Subject-Object Dynamics in Video Captioning
[NO] 1218/1848 | A Distributed Adaptive Deep Learning Architecture for Scalable Big Data Analytics
[NO] 1219/1848 | HAXD 2026 Committees
[NO] 1220/1848 | Autonomous GenAI-Driven Quality Engineering Framework for Healthcare Systems
[NO] 1221/1848 | Performance Analysis of BLDC Motor Drive Employing Auto-Tuning type PID-Controller for the Speed Control
[NO] 1222/1848 | Cloud-Based AI-Driven Sustainable Computing Optimizing Energy Efficiency and Carbon-Aware Data Centers for SDG 13 Implementation
[NO] 1223/1848 | An Adaptive Efficient-Swin Transformer Model for Robotic Pest Detection and Semantic Scene Understanding in Agriculture
[NO] 1224/1848 | Cyber Multi-Agent LLM Systems in Practice: A Comparative Study of Prompt Engineering
[NO] 1225/1848 | A Low-Carbon Economic Dispatch Method for Multi-Energy Complementary Microgrids Incorporating Tiered Carbon Trading
[NO] 1226/1848 | Student Stress Level Prediction using Voting Classifier based on Random Forest and XGBoost
[NO] 1227/1848 | A Spatio-Temporal Deep Reinforcement Learning Framework for Algorithmic Trading Using Genetically Evolved Dynamic Knowledge Graphs
[NO] 1228/1848 | Terahertz Pulsed-Magnet Gyrotron Experiment with Millisecond-Level Duration and Hard-Excitation-Induced Hysteresis
[NO] 1229/1848 | Hybrid CNN and Transformer-Based Temporal Modeling for Deepfake Video Detection
[NO] 1230/1848 | Bioinformatics - Guided Identification of Biomarkers, Therapeutic Targets, and Candidate Drugs from Mimosa pudica (Makahiya) against Dengue, Zika, and Japanese Encephalitis Viruses
[NO] 1231/1848 | Field Evaluation of Frequency-Selective High-Linearity Passive Radar Receiver for FM Radio Signals
[NO] 1232/1848 | A Framework for Optimizing Human-Machine Interaction in Classification Systems
[NO] 1233/1848 | Dangerous driving behavior detection algorithm based on improved YOLO11s
[NO] 1234/1848 | Preference-Conditioned Multi-Objective Reinforcement Learning for Spatiotemporally Constrained Heterogeneous UAV Swarms
[NO] 1235/1848 | A Learning-Enhanced and Communication-Robust Scheme for Multi-Agent Cooperative Control of Autonomous Vehicle Platoons
[NO] 1236/1848 | A Hybrid Electromagnetic Tracking Method Combining Rotating Magnetic Field and Levenberg-Marquardt Optimization
[NO] 1237/1848 | Effect of Back-Gate Bias-Induced Interfaces on the Zero-Temperature-Coefficient in Fully Depleted SOI Transistors
[NO] 1238/1848 | Equal-Valley Arm-Length Design for Full-Range SNR Equalization in OFDR with Multi-Arm Auxiliary-Interferometer Compensation
[NO] 1239/1848 | IEEE Computer Society: Unleash Your Potential
[NO] 1240/1848 | Scalable Predictive Control for District Heating Networks: A Physics-Guided Koopman Operator Approach
[NO] 1241/1848 | Node Scheduling Algorithm Based on Multi-Objective Optimization in Industrial Internet of Things
[NO] 1242/1848 | Seismic Acoustic Impedance Inversion Framework Based on Conditional Latent Generative Diffusion Model
[NO] 1243/1848 | Changes to the Editorial Board
[NO] 1244/1848 | A Convolutional Neural Network Model for Underwater Pulsed Sound Source Detection and Localization
[NO] 1245/1848 | Research on Layered State Recognition Method of Mixed-Bed Resin based on Improved Mask R-CNN
[NO] 1246/1848 | Single-shot Vibe-coded Search Tool For Lifelog Data Layer
[YES] 1247/1848 | Lightweight Large Model Adaptation Edge Terminal Malicious Code Real-time Detection and Dynamic Defense System
[NO] 1248/1848 | Decomposing Mathematical Reasoning into Hierarchical Feature Circuits: A Sparse Autoencoder and Causal Attribution Framework
[NO] 1249/1848 | ConvNeXt-TDA: A Topology-Enhanced Network with Adaptive Residual Gating for Galaxy Classification
[NO] 1250/1848 | Smart Window 2030: Integration of Electrochromic Glass and Machine Learning Technologies
[NO] 1251/1848 | Adaptive Local Density-based Defense Against Poisoning Attacks in Federated Learning
[NO] 1252/1848 | SAI-GCN: Fusing Social Enhancement and Adaptive Interaction Graph Convolution for Pedestrian Trajectory Prediction
[NO] 1253/1848 | Proposed Novel Methodology: M3D-Attention-ResNet (Multi-Scale 3D Attention Residual Network with Clinical Fusion)
[NO] 1254/1848 | Research on Lightweight Image Classification Method Based on Joint Constraint of Structural Entropy and Cross Entropy
[NO] 1255/1848 | Fast Computation Methods of Number-Theoretic Functions and Their Applications in Cryptography
[NO] 1256/1848 | Reinforcement Learning-Based Motion Planning and Adaptive Control Method for Robotic Manipulators
[NO] 1257/1848 | Nexoria Framework for Agentic Clinical Intelligence through Causal Multimodal Knowledge Learning
[NO] 1258/1848 | Characterization of Magnetic Nanowire Array Materials Using Effective Thin Film Medium
[NO] 1259/1848 | A Fast and Reliable RF Probing Technique for Autonomous On-Wafer S-Parameter Measurements
[NO] 1260/1848 | Large Language Model-Assisted Natural-Language-To-Sql Pipeline for Project Management in Aviation Certification
[NO] 1261/1848 | ChronoSeek: Temporal-First Agentic RAG with Event Knowledge Graph for Lifelog Retrieval
[NO] 1262/1848 | Evaluating Open-Weight Large Language Models for a Local Clinical Assistant
[NO] 1263/1848 | Optimization-based Feature Selection for Enhanced Student Performance Prediction in E-Learning
[NO] 1264/1848 | AGFM: Angle-Guided Feature Modulation for Cross-Angle SAR Target Recognition
[NO] 1265/1848 | A Probabilistic Confidence-Level Testing Framework for Quality and Reliability Evaluation in Non-Deterministic AI Systems
[NO] 1266/1848 | CMR-SMOTE: Centrality-Guided Majority Refinement for Imbalanced Classification
[NO] 1267/1848 | Towards Secure and Energy-Efficient IoT: A Comparative Study of Lightweight Cryptographic Protocols
[NO] 1268/1848 | Scalable Event-Driven Architectures for Distributed Retail Data Collection using ActiveMQ Artemis
[NO] 1269/1848 | Crop early disease location technology based on high-frequency enhanced diffusion model in complex field background
[NO] 1270/1848 | YOLO-LDMC: An Improved YOLOv11-Based Cervical Cancer Lymph Node Detection Model
[NO] 1271/1848 | Construction and Application of High-Precision Detection Model for Grid Equipment Defects Based on Unmanned Aerial Vehicle Inspection
[NO] 1272/1848 | Prevalent but Fragmented: Understanding the Scattered URL Navigation Interventions in Modern Web Clients
[NO] 1273/1848 | Enhancing Text-Based Emotion Detection in Turkish and English: A Sentence-Level Enrichment Approach Using BERT and DistilBERT
[NO] 1274/1848 | A Minimal-Assumption Analysis of Q-Learning with Time-Varying Policies
[NO] 1275/1848 | Can Multipath TCP Congestion Control do better without adhering to its First Design Principle?
[NO] 1276/1848 | From Measurement to Emissions: Assessing the Carbon Footprint of Traffic Flows
[NO] 1277/1848 | A Stacked Glass Wafer-Level Antenna for W-Band Scalable Phased Arrays
[NO] 1278/1848 | An Alternating-Polarity Magnetic Coupling Structure with 360° Rotational Misalignment Tolerance for AUV Wireless Power Transfer Systems
[NO] 1279/1848 | Finite-Time Robust Control for Bowden Cable-Driven Exoskeletons With Time-Varying Cable Configurations_supp2-3713361.mp4
[NO] 1280/1848 | Robust Beamforming for CoMP ISAC Networks With GLRT-Based Target Detection
[NO] 1281/1848 | A Multi-Scene Adaptive SAR False Scene Signal Generation Network Based on Bidirectional Gated Recurrent Units
[NO] 1282/1848 | RIS-Aided Covert THz Communication with Imperfect CSI: Multi-User Power and Phase Shift Optimization under Pointing Errors
[NO] 1283/1848 | Design of Multiple ISL-Aware Waveforms With SINR Guarantees for Integrated Sensing and Multi-User Communications
[NO] 1284/1848 | ICIGP 2026 Author Index
[NO] 1285/1848 | A Trust and User Preference Model for Marketing Information Dissemination
[NO] 1286/1848 | Path Planning for Amphibious Hexapod Vehicles in Complex Multi-Substrate Terrain Based on the Enhanced Dynamic Gorilla Troops Optimizer
[NO] 1287/1848 | Range Separation Clutter Suppression with INS-Aided Motion Compensation for Mobile Multi-Channel Passive Radar
[NO] 1288/1848 | Back-Gate Effect Mechanism and Mitigation in High-Voltage Thick-Layer SOI pLDMOS Using a Field Plate-Bulk Dual Depletion Structure
[NO] 1289/1848 | Towards Reliable Low-Latency Low-Altitude Wireless Networks: Novel Decoding Strategy Motivated by Globally-Coupled LDPC Codes
[NO] 1290/1848 | Displacement measurement in impact tests based on machine vision
[NO] 1291/1848 | Rice Distribution and Biomass Monitoring via Multi-Rule Remote Sensing Image Fusion and Dynamic Growth Period Unification Algorithm: Case Study of Sanya, Hainan Island
[NO] 1292/1848 | Cross-Modal Knowledge Distillation for Lightweight Atrial Fibrillation Detection Using Non-Contact Capacitive ECG in Consumer Healthcare Devices
[NO] 1293/1848 | U-DID: A Self-Sovereign Identity Based Trustworthiness for Multimedia in 6 G
[NO] 1294/1848 | Privacy Amplification via Random Client Check-Ins and Data Subsampling in Federated Learning
[NO] 1295/1848 | Adaptive Fuzzy Tactile Servoing on Soft Surfaces With a Multimodal Tactile Sensor
[NO] 1296/1848 | Variational Extended Target Tracking with Heavy-Tailed Measurement Noise Using Gaussian Processes
[NO] 1297/1848 | Accurate Extraction and Physical Mechanism of SiC MOSFET Threshold Voltage Instability Induced by Coupled SCE and Negative Gate Stress
[NO] 1298/1848 | Sparse Array Beamforming Design with Proximinal Set Constraints
[NO] 1299/1848 | Resilient Counter-Bias Architecture for Autonomous Vehicles Under Adversarial Attacks
[NO] 1300/1848 | Finite element model updating using computational intelligence - based methods: A Case study of the San Roque Valley bridge, California
[NO] 1301/1848 | LLM-Simulated Users for Rapid Usability Evaluation of Decision Support Tools
[NO] 1302/1848 | Copyright and Reprint Permission
[NO] 1303/1848 | AdaDapperLite: A Lightweight Stability-Enhanced Model for Federated Domain Generalization
[NO] 1304/1848 | “Who is Driving Anyway?” A Critical Survey of Trust and Confusion in “Symbiotic” Teleoperation
[NO] 1305/1848 | Compact Dual-Band Microstrip Patch Antenna with Diamond Slot and DGS for Enhanced Bandwidth and Impedance Matching
[NO] 1306/1848 | 2026 2nd International Conference on Artificial Intelligence Systems (AIS)
[NO] 1307/1848 | Hybrid LightFM-Based E-Learning Recommendation System for IT Professionals: Integrating Latent Preferences and Skill Relevance
[NO] 1308/1848 | Federated Deep Learning for Privacy-Preserving Intrusion Detection in Distributed Network Environments
[NO] 1309/1848 | Tone Matters: Personality Trait Shifts in Large Language Models
[NO] 1310/1848 | CGrader: A Configurable Python-Based Automated Grading System for C Programming Assignments with Structured Input Parsing and Weighted Output Scoring
[NO] 1311/1848 | Secure Image Steganography: Comparing LSB, AES-LSB, and Steghide
[NO] 1312/1848 | AI-Driven Competitive Analytics of Online Restaurant Brands in Dubai: A Multi-Platform Data-Driven Study
[NO] 1313/1848 | Regret-Based Skyline Consideration Set Generation for Product Variant Recommendation in Product Customization
[NO] 1314/1848 | A Multi-Stream Forensic-Aware Deep Network for Robust Image Splicing Detection
[NO] 1315/1848 | Long-term optimization of energy demand forecasting in the Sahelian context: a comparison of models applied to the power grid of Central-Eastern Niger
[NO] 1316/1848 | An Intelligent Digital Framework for Clinical Trial Monitoring Using AI and Cloud-Based Software Platforms
[NO] 1317/1848 | Enhancing National Cyber Resilience: Real-Time DDoS Detection and Mitigation Using Isolation Forest and Machine Learning Techniques
[NO] 1318/1848 | Text-to-Keratitis: Clinician-Aligned Multimodal Generation of Keratitis Images With Diffusion Models_supp1-3717053.pdf
[NO] 1319/1848 | A Physics-guided Machine Learning Approach for Efficient Multi-parameter Retrieval of Overlapping Cloud Properties_supp1-3716391.docx
