[2025-12-16 09:15:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-15
正在获取论文...
[arXiv] 2025-12-15 | Intrinsic Geometry of Operational Contexts: A Riemannian-Style Framework for Quantum Channels
[NO] 1100/1806 | Design and numerical modelling of a pivoting tensioned offshore wave energy converter with a mechanical motion rectifier (MMR)
[NO] 1101/1806 | AI-Powered Accessible 3D Tactile Graphics Generation System with Voice Interaction
[NO] 1102/1806 | Impact of AlGaN Superlattices on the Thermal Stability of Al-Rich AlGaN Channel HEMTs_supp1-3640586.pdf
[NO] 1103/1806 | An MLS-AK-MCS Framework for Reliability-Based Design Optimization of Rolling Contact Connector
[NO] 1104/1806 | 2025 Photonics &amp;amp; Electromagnetics Research Symposium - Spring (PIERS-Spring)
[NO] 1105/1806 | Intelligent Accident Detection and Prevention with Geofencing Alerts
[NO] 1106/1806 | Two-Time Scale Based Sliding Mode Controller for Active Suspension Systems to Improve Ride Comfort
[NO] 1107/1806 | A Study on a Wireless Power Transmission Method for Downhole Sensors in Oilfields
[NO] 1108/1806 | Optimization of Graphical User Interface Rendering on Microcontrollers
[NO] 1109/1806 | Advancing Contextual Understanding: Evaluating Polysemy Detection in Modern Natural Language Processing
[NO] 1110/1806 | A Machine Learning-Based Framework for Optimizing Emission Factors in Supply Chain Management within Management Information Systems
[NO] 1111/1806 | Study, analysis and comparison of power inverters
[NO] 1112/1806 | Adaptive Fuzzy Prescribed-Time Tracking Control for Underactuated Surface Vessels
[NO] 1113/1806 | A Hybrid Model For Integrated Soil Sensor Location Allocation Optimization In Agriculture
[NO] 1114/1806 | Design of W-Band Sub-Gigawatt Power Level Relativistic Gyrotron for High-Gradient Accelerator Applications
[NO] 1115/1806 | Real-Time Hand Gesture Recognition Using CNN-LSTM for Gesture-to-Voice and Device Control
[NO] 1116/1806 | Argubuddy - Personalized AI Debater
[NO] 1117/1806 | An abstract fixed-point theorem for Horn formula equations
[NO] 1118/1806 | A Heuristic Modular Spectral Synthesis Engine for Generating Annotated UV-Vis Datasets
[NO] 1119/1806 | Research on Technical Framework and Dynamic Authorization Mechanism for Enterprise-Level Data Security Exchange and Sharing Based on Blockchain
[NO] 1120/1806 | CNN-based Digital Restoration and Optimization Algorithm for Architectural Style of Ancient Villages
[NO] 1121/1806 | Research on the Integration of Automated Loading System and High-bay Warehouse Sorting System
[NO] 1122/1806 | Research on Strategies and Pathways for Urban Digital Transformation Based on the CIM Platform
[NO] 1123/1806 | Implementing AI techniques for efficient searching in document databases
[NO] 1124/1806 | Model-Driven Development as a Theory–Practice Bridge in Theoretical Computer Science Education
[NO] 1125/1806 | Acoustic Leaky-Wave Antenna Based on Phononic Crystals
[NO] 1126/1806 | Predicting Anthropometric Dimensions Using Machine Learning for Biomedical Anthropometric Wearable Devices
[NO] 1127/1806 | Modeling Light-Tissue Interactions in Finger Phantom Using Near Infrared and Mid Infrared Spectroscopy Based on Non-Invasive Glucose Monitoring
[NO] 1128/1806 | Next-Generation Programmable Holographic Metasurface Antenna
[YES] 1129/1806 | Automating Software Test Case Generation with Pre-trained Large Language Models
[NO] 1130/1806 | Use of Augmented Reality Concept for UAV Simulation
[NO] 1131/1806 | Copyright Page
[NO] 1132/1806 | Federated Learning for Large-Scale Cloud Robotic Manipulation: Opportunities and Challenges
[NO] 1133/1806 | Label-Free Imaging of Cancer Cells - Laden 3D Hydrogel Scaffold Using Spectral Domain Optical Coherence Tomography
[NO] 1134/1806 | Enhancing the OpenAPI Ontology with Asynchronous Service Interaction Descriptions
[NO] 1135/1806 | Novel Nanoantennas for Gas Sensing Applications
[NO] 1136/1806 | A Game-Based Approach to Improve Digital Skills Fundamental to Future Computer Engineers
[NO] 1137/1806 | Elucidation of Pathophysiological Factors of Cardiovascular Diseases
[NO] 1138/1806 | A copula-based framework for joint hydro-wind-solar scenario generation
[NO] 1139/1806 | Attention Enhanced Speaker Representation with Contrastive Learning
[NO] 1140/1806 | Enhancing Crowd Counting in Varying Light Conditions with Deep Learning-Based Density Estimation
[NO] 1141/1806 | Speech-Based Dementia Detection Using Egemaps Features for Accurate and Explainable Diagnosis
[NO] 1142/1806 | Table of Contents
[NO] 1143/1806 | Strategies for Enhancing Photovoltaic System Efficiency Under Partial Shading Conditions
[NO] 1144/1806 | Mitigation of the induced effects on double-circuit hybrid power network with T-pylons in the UK
[NO] 1145/1806 | Design and Validation of a Teleoperated Oleophilic Belt Skimmer for Intelligent Marine Oil Spill Recovery
[NO] 1146/1806 | Enhancing Automated Building Plan Analysis: The ELINA Dataset for Unknown Symbol Detection
[NO] 1147/1806 | An Efficient Optimization Method for Light-Guiding Microstructure Design Based on Deep Learning
[NO] 1148/1806 | Development of a Cell-based Planning and Control System Using PID Control for ROV Navigation in Regularly Shaped Pools
[NO] 1149/1806 | ICDIR 2025 Copyright Page
[NO] 1150/1806 | Gain Performance Analysis of Rare-Earth-Doped Fiber Amplifier for Optical Networks
[NO] 1151/1806 | ICT4DA 2025 Edited by Page
[NO] 1152/1806 | Multi-Label Based Plant Disease Identification and Treatment Recommendations Using Transfer Learning and Attention Mechanism
[NO] 1153/1806 | An Ultra-Wideband Electromagnetic Protection Antenna
[NO] 1154/1806 | Optimization of Decision Making and Enhancement of Manufacturing Process Performance through the Application of Business Intelligence
[NO] 1155/1806 | Towards a Greener Future: Teaching Sustainability in Electrical Engineering
[NO] 1156/1806 | Multi-Megawatt KA-Band Relativistic Gyrotron with a Longitudinally Slotted Cavity and a TM-Type Operating Mode
[NO] 1157/1806 | Intelligent Detection of Primary Signals using CNN, SVM and MLP Models
[NO] 1158/1806 | The Design of Ku-Band Anti-UAV Radar Array Antenna
[NO] 1159/1806 | Estimation of the Meteorological Data Time Steps Influence on the Sizing of Hybrid PV Systems Without Energy Injection to the Grid - a Case Study
[NO] 1160/1806 | AI-Based Framework for Financial Data Mapping and Analysis Using RAG and Transformer Models
[NO] 1161/1806 | Modeling and Predicting Machine Learning Performance
[YES] 1162/1806 | Securing the Internet of Things: The Role of Artificial Intelligence in Agricultural Cyber Defense
[NO] 1163/1806 | Quantum navigation system considering the fuel consumption due to elevation difference
[NO] 1164/1806 | Study of Power Supplies Used in Telecommunication Systems
[NO] 1165/1806 | Probabilistic Resource Adequacy Assessment Using an In-House Tool for India’s 2025-26 Power System
[NO] 1166/1806 | Domain-Randomized Pointcloud Simulation and Label Filtering for Industrial 3D Object Detection
[NO] 1167/1806 | Copyright Page
[NO] 1168/1806 | Credit Risk Prediction Based on SC-CTGAN for Imbalanced Datasets
[NO] 1169/1806 | Cross-Domain and Multilingual Analysis of Retrieval Augmented Generation on Ontologies
[NO] 1170/1806 | Operational Studies of a Machine-Tractor Unit for Spring Pre-Seeding Soil Tillage
[NO] 1171/1806 | Environmentally Sustainable Entrepreneurship in the Context of Intergenerational Business: Attitudes and Barriers
[YES] 1172/1806 | LLMMutation: Mutation Testing for Large Language Models
[NO] 1173/1806 | Map Generation From Overlapping Microscopy Images Using Stitching Methods
[NO] 1174/1806 | Deep Learning Based Detection of Islanding Using Scalogram Images and Histogram of Oriented Gradient
[NO] 1175/1806 | Targeted Weed Control: AI-Driven Spot Spraying System with Environmental Adaptation
[NO] 1176/1806 | A Novel Preprocessing-Driven Approach to Remaining Useful Life (RUL) Prediction Using Temporal Convolutional Networks (TCN)
[NO] 1177/1806 | An Empirical Study on Improving SimCLR's Nonlinear Projection Head Using Pretrained Autoencoder Embeddings
[NO] 1178/1806 | Multifactorial Study of Transverse Static Stability of an Agricultural Robot
[NO] 1179/1806 | Privacy-Aware Deep RL for Sequential Coalition Formation Decisions Under Uncertainty
[NO] 1180/1806 | High-Gradient Sub-Thz Accelerating Structures Powered by Cherenkov Superradiance Pulses
[NO] 1181/1806 | AFP Sensor Based on Ferrocene and AFP (Ab)-Modified Electrode: Synthesis and Performance Evaluation
[NO] 1182/1806 | Study on the Output Characteristics of the Trans-former-Rectifier HTS Flux Pump Based on Dynamic Resistance
[NO] 1183/1806 | Multimodal 3D Target Reconstruction from SAR and Optical Imagery via Differentiable Rendering
[NO] 1184/1806 | Autonomous Slip-Prevention Grip Force Control and Its Potential in Shared Control of Robotic Prosthetic Hands
[NO] 1185/1806 | Synchronous Enhancement of Sensitivity and Frequency of Piezoelectric Micromachined Ultrasonic Transducers Operating in the Second-Order Flexural Mode_supp1-3636207.docx
[NO] 1186/1806 | Wide Angle Azimuthal Null Frequency Scanning Antenna under Multimode Resonance
[NO] 1187/1806 | Enhancing Drug Discovery Through Transformer-Based Classification and Regression Models for Bioactivity Estimation
[NO] 1188/1806 | Digital Twins as Predictive Models for Real-Time Probabilistic Risk Assessment of Autonomous Vehicles
[NO] 1189/1806 | SSM-Det: State Space Model-Based Object Detector for Intelligent Transportation System
[YES] 1190/1806 | Silent Data Corruption– Optimal Mitigation Strategies for Datacenter Computing
[NO] 1191/1806 | Sample-Efficient LOS/NLOS Identification in Wi-Fi 6 with COTS Devices
[NO] 1192/1806 | TerraSAP: Spatially-Aware Prompt-Based Framework for Few-Shot Class-Incremental Learning in Remote Sensing Image Classification
[NO] 1193/1806 | Radiation Tolerant Multi-Loop VCO Structures in 28-nm FDSOI Technology
[NO] 1194/1806 | Interpretable Machine Learning Models for Vitamin A Deficiency Screening in School-Aged Children
[NO] 1195/1806 | Adaptive Subarray Segmentation: A New Paradigm of Spatial Non-Stationary Near-Field Channel Estimation for XL-MIMO Systems
[NO] 1196/1806 | List of Reviewers
[NO] 1197/1806 | Stable Trajectory Tracking of Magnetic Swarms Under Uncertain Viscosity: An Adaptive Robust Lyapunov Redesign
[NO] 1198/1806 | FLEX: Flexible Linked EXecution for Real-Time Embedded Hotpatching
[NO] 1199/1806 | Improving Emotion and Intent Understanding in Multimodal Conversations with Progressive Interaction
[NO] 1200/1806 | 2025 Index IEEE Journal of Selected Topics in Quantum Electronics
[NO] 1201/1806 | XLM-RoBERTa-LIME: A Novel Explainable Framework for Sentiment Analysis on Bangla–English–Hindi Code-Mixed Text
[NO] 1202/1806 | Design and Implementation of an IoT-Enabled Intelligent Sleep-Aid Eye Mask Based on STM32 Microcontroller
[NO] 1203/1806 | Design and Development of a Responsible Care Evaluation System for Hazardous Chemical Warehousing Enterprises
[NO] 1204/1806 | A neural network anomaly detection model based on reconstructed relative pairing loss
[NO] 1205/1806 | Towards Intelligent Water Disaster Defense: A Unified Digital Twin Framework Integrating Physics-Informed AI for Flood Prediction, Assessment, and Mitigation
[NO] 1206/1806 | An Improved Lightweight YOLO-Based Smart Marine Landslide Monitoring and Early Warning System
[NO] 1207/1806 | A Hybrid Matheuristic Combining Cheapest Insertion and Benders Decomposition for VRPTW
[NO] 1208/1806 | A Holistic Evaluation of Teleoperation Interfaces for Robotic Manipulation
[NO] 1209/1806 | Comparative Analysis of Classification Algorithms for Mango Leaves Disease Detection
[NO] 1210/1806 | 2025 17th International Conference on Bioinformatics and Biomedical Technology
[NO] 1211/1806 | Study on the Bioimpedance and fNIRS Bimodal Method for Frontal Brain Investigation
[NO] 1212/1806 | Partial Multivariate Transformer as a Tool for Cryptocurrencies Time Series Prediction
[NO] 1213/1806 | Compositional Neural Distance Field with Latent Code Embedding for Dynamic Objects
[NO] 1214/1806 | A Lightweight Hybrid Compressed Convolutional Neural Network for Sleep Apnea Detection
[NO] 1215/1806 | Influence of Thermophoresis on the Deposition of Limestone Dust Particles on Solar Panel Surfaces
[NO] 1216/1806 | Exploring Common Core Targets of Type 2 Diabetes Mellitus and Ulcerative Colitis and Causal Relationship with Intestinal Flora Through Bioinformatics Analysis
[NO] 1217/1806 | Inheritance of Family Companies as an Element of Intergenerational Businesses in Bosnia and Herzegovina, Bulgaria, Poland, Romania and Uzbekistan
[NO] 1218/1806 | Aggregated Dataset vs. Ensemble Learning for Spatial Transferability in Water Demand Forecasting
[NO] 1219/1806 | Numerically Controlled Optomechatronic System for Capture of Solar Energy
[NO] 1220/1806 | Predicting the Performance of an Internal Combustion Engine Using Linear Models
[NO] 1221/1806 | TR-MGI: a temporal reasoning support for multiple instantiations of guidelines
[NO] 1222/1806 | Efficient ASIC Implementation of ALE-NLMS and ANN-LMS Filters for Biomedical Signal Enhancement Across Scaled CMOS Technologies
[NO] 1223/1806 | Design and evaluation of a concave blade to minimize damage to cocoa beans using a rotary roller system using ANSYS Static Structural and Explicit Dinamic
[NO] 1224/1806 | Digital Financial Literacy Implementation Through a Personal Finance Mobile App among Migrant Workers
[NO] 1225/1806 | Inverted Split-Ring Resonator with Varactor Tuning for Controlling the Photon-Magnon Coupling in Quantum Magnonic Systems
[NO] 1226/1806 | Solar Power Generation Prediction Using Advanced Deep Learning Approach for EV Applications
[NO] 1227/1806 | Theoretical study of design aspects of inductive partial discharge sensors with focus on the novel flux concentrator concept
[NO] 1228/1806 | Square-Shape Slope Index-Assisted NSGA-II Optimisation of a PV–Battery–Hydrogen Microgrid for Cost-Carbon Trade-Offs: A Formentera Community Case Study
[NO] 1229/1806 | Soil Moisture Distribution During Drip Irrigation of Tomatoes
[NO] 1230/1806 | Dynamic Ransomware Threat Detection in MySQL Using Behavioural Profiling and Query Analytics
[NO] 1231/1806 | Table of Contents
[NO] 1232/1806 | Green Energy Transition Along the Belt and Road: Opportunities and Challenges
[NO] 1233/1806 | Atmospheric Influence on Quantum Key Distribution on the Earth-Space Channel in the Subterahertz Frequency Range
[NO] 1234/1806 | Impact of Thruster-Induced Power Disturbances on LED Lighting in Shipboard Power Systems
[NO] 1235/1806 | A Study of Bioimpedance-Based Functional Cerebral Blood Perfusion Detection Methods
[NO] 1236/1806 | NP-Hardness and Approximation Algorithms for Constrained Entropy Maximization
