[2026-02-12 09:35:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-11
正在获取论文...
[arXiv] 2026-02-11 | Initial Guesses for Multicomponent Mean-Field Methods: Assessment and New Developments
[NO] 1189/1776 | CosineOpt: Optimization-Based Centralized Cooperative Speed Planning for Multiple CAVs Along Intersected Fixed Paths
[NO] 1190/1776 | Kinematic Coordination and Muscle Synergy Patterns of Grasping during Lower-limb Locomotion
[NO] 1191/1776 | IEEE Transactions on Cognitive and Developmental Systems Information for Authors
[NO] 1192/1776 | High-Power High-Efficiency K-Band Photodiodes via Depletion–Inductance Co-optimization
[NO] 1193/1776 | A Wide-Range Current Balanced Ultra-High-Gain Series-Capacitor Boost Converter With Symmetry-Integrated Step-Up Cells
[NO] 1194/1776 | Diffusion-based Signal Refiner for Speech Enhancement and Separation
[NO] 1195/1776 | Feedback-Based Navigation on QBot Platform: A Comparison of LMPC and Pure Pursuit
[NO] 1196/1776 | Adaptive Neuro Fuzzy Inference System -based Intelligent Control for a Flyback Converter LED Driver with Low THD and Output Ripple
[NO] 1197/1776 | Smart Classroom Management Software for Enhanced Learning Environments
[YES] 1198/1776 | eSavior: An AI-Driven Framework for Sustainable E-Waste Management
[NO] 1199/1776 | Implementation of Linear Programming Problem for Agricultural Development: A Study of Jalna District
[NO] 1200/1776 | A Water Quality Prediction Model Based on Low-Rank Multimodal Fusion Patch Transformer
[NO] 1201/1776 | Depth-Wise Convolution is All You Need for a Lightweight Deep Learning Model for Image Denoising
[NO] 1202/1776 | Coordinated Game and Deep Q Learning-Based Distributed Control for Multi-Microgrid
[NO] 1203/1776 | Design and Analysis of Vehicle-mounted Screen Mechanical Arm Joint Module
[NO] 1204/1776 | Cycle VS. Non-cycle, The Performance Comparison of Energy Charging Policies in Energy Internet
[NO] 1205/1776 | Research on Lightweight Intelligent Identification Algorithm for Small Current Grounding Faults Oriented to STM32
[NO] 1206/1776 | Optimization of Home Demand Response Coordinating Vehicle-to-Home and Grid-to-Vehicle Under Uncertain Conditions
[NO] 1207/1776 | Research on the Intelligent Diagnosis Method of Photovoltaic Module Faults Based on Electrical Information and Image Information
[NO] 1208/1776 | ICOS 2025 Copyright Page
[NO] 1209/1776 | Active Support Control Strategy for Direct-driven Permanent Magnetic Synchronous Generator of Offshore Wind Power System using GFM-FBMMC
[NO] 1210/1776 | Exact-Time Convergent Impact Time Guidance Against Moving Targets
[YES] 1211/1776 | GROOT: GPT-based Human-RObOT Interface
[NO] 1212/1776 | Energy Charging Optimization with Consideration of Island Lifetime for the Energy Internet
[NO] 1213/1776 | An Optimization Method for Substation Access Roads Based on an Improved A-star Algorithm and an Adaptive Cost Model
[NO] 1214/1776 | Weighted Least-Squares Multi-Detection Fusion and Kalman Filter-Based Tracking for Collaborative Perception Systems
[NO] 1215/1776 | Feeder Level Non-intrusive Load Monitoring for Energy Distribution Observatories, based on a Weighted Summation Model Linear Equations
[NO] 1216/1776 | Mechanical Design and Mathematical Derivation of A Quad-Chamber Valveless Rotary Blood Pump
[NO] 1217/1776 | A Sensorless Control Model for Humanoid Robot Joint Modules Using a Novel Switching Function and Dual Filters
[NO] 1218/1776 | A Diffusion Model-Based Landslide Detection Method for Optical Remote Sensing Images
[NO] 1219/1776 | A Wearable Textile-based Sensor for Breast Health Monitoring and Robust Tumor Discrimination Amidst Physiological Noise
[NO] 1220/1776 | Tri-Hybrid Beamforming for Radiation-Center Reconfigurable Antenna Array: Spectral Efficiency and Energy Efficiency
[NO] 1221/1776 | Advanced Energy Management Strategy for Tractor-to-Home Electrification in Off-Grid Agricultural Microgrids
[NO] 1222/1776 | Dual-Mode CMOS LIF Neuron With Subthreshold Efficiency and Saturation-Driven Robustness
[YES] 1223/1776 | A Portable and Hybrid Verification Framework Using C and UVM for Secure RISC-V SoCs
[NO] 1224/1776 | Time Series Analysis of Inter-Beat Intervals: Arima Forecasting and Hybrid CNN-KNN Approach
[NO] 1225/1776 | Generalized Flow in Nearly-linear Time on Moderately Dense Graphs
[NO] 1226/1776 | Explicit Lossless Vertex Expanders
[NO] 1227/1776 | Faster Logconcave Sampling from a Cold Start in High Dimension
[NO] 1228/1776 | Pattern Matching under Weighted Edit Distance
[NO] 1229/1776 | Towards Sustainable Farming: An Intelligent Plant Disease Detection System Using Machine Learning
[NO] 1230/1776 | Innovative Technologies for Green Banking: Integrating Sustainability into Financial Services through AI, IoT, and Blockchain
[YES] 1231/1776 | GNΩSIS: Lessons Learned in Generating a High-Level Synthesis Dataset
[NO] 1232/1776 | Origin of the Peculiar “Double-Step” Behavior in GaN MIS-HEMT Transfer Characteristics
[NO] 1233/1776 | Multisensor Fusion for Efficient 3D Urban Pole Detection and Global Localization
[NO] 1234/1776 | Frequency Response Analysis of a Steer-by-Wire Feedback System
[NO] 1235/1776 | Classification of Cloud Phases in Cold-Air Outbreak Events Based on Polarization Lidar and Cloud Radar Observations
[NO] 1236/1776 | Variation-Tolerant Circuit Design and Online Learning Framework for Memristor-Based Trace-STDP SNN
[NO] 1237/1776 | Performance Improvement of Polar-Coded Offload Method for SD-FEC Complexity Reduction in Ultra-High-Bitrate Optical Fiber Transmission
[NO] 1238/1776 | Simultaneous scheduling of electricity and gas network operations considering energy markets and renewable-source uncertainty
[NO] 1239/1776 | A Novel Ferroelectric NAND Cell Structure Featuring Ultrathin IGZO Charge Trap Layer for Superior Endurance and Retention
[NO] 1240/1776 | Retraction Notice: Detection and Segmentation of Brain Tumor Through MRI Images
[NO] 1241/1776 | ICRAIC 2025 Cover Page
[NO] 1242/1776 | Fully Unsupervised Non-Intrusive Load Disaggregation for Refrigerator Energy Monitoring
[NO] 1243/1776 | 3D Res-Spnet: 3D ResNet with Heterogeneous Branches and Spatial Attention for MDD Diagnosis via sMRI
[NO] 1244/1776 | Modular Ultrasound Platform Design: Designing a Modular 32-Channel Ultrasound Platform with TX7364 and AFE58JD32 for Research Agility
[NO] 1245/1776 | Machine learning-enhanced clinical data anomaly detection: improving pharmaceutical data quality
[NO] 1246/1776 | Distributed Triangle Detection is Hard in Few Rounds
[NO] 1247/1776 | Theoretical limitations of multi-layer Transformer
[NO] 1248/1776 | Proceedings of the 36th International Workshop on Rapid System Prototyping
[NO] 1249/1776 | Functional Requirements for Ultrafast Thomson Coil Actuator in Arc Commutation Hybrid DC Circuit Breaker
[NO] 1250/1776 | ATTE: An Innovative Ensemble Learning Method With Age-Group-Guided Fine-Tuning for Improving Personalized Blood Pressure Estimation
[NO] 1251/1776 | FogZoneSim: A Zone-Based Simulator for Resource Management in Large-Scale IoT-Fog Networks
[NO] 1252/1776 | Large Language Model-Empowered Resource Allocation in Intent-Driven Wireless Networks
[NO] 1253/1776 | Real-Time and Noninvasive Monitoring of Transient Current for Printed Circuit Module Diagnosis
[NO] 1254/1776 | Can We Automatically Label Expressive Robot Arm Motion Qualities? Open Dataset and Machine Learning Results
[NO] 1255/1776 | A Novel Approach to Identification and Detection of Power Theft in a Real-Time Power System Network for Sustainable Development of Power Grid
[NO] 1256/1776 | Classifying Segments to Be Translated or Transliterated
[NO] 1257/1776 | Driving the Core Frontend with LiteBTB
[NO] 1258/1776 | Design and Implementation of an Autonomous Navigation Robot Using Ros and a Multi-Sensor Platform for Educational Applications
[NO] 1259/1776 | Unsupervised Machine Learning for Climate Surveillance: Comparative Temperature Anomaly Detection in Northwestern Bangladesh
[NO] 1260/1776 | Measuring AI Integration as a General Purpose Technology with Patent-Based Analysis
[NO] 1261/1776 | Facial Recognition to Multi-Omics: Next-Generation Diagnostic Strategies for Rare Genetic Disorders
[NO] 1262/1776 | Using Retrieval-Augmented Generation for Fault Prediction and Maintenance on the Factory Floor
[NO] 1263/1776 | Transfer Learning and Domain Adaptation Techniques in 3D Cultural Heritage Semantic Segmentation: A Systematic Review
[NO] 1264/1776 | Dual Authentication Arduino-Based Door Lock System with Light Detection and Keypad Authentication
[NO] 1265/1776 | Optimizing Urban Public Transportation Through AI-Based Bus Tracking and QR Code Ticketing
[NO] 1266/1776 | Diversity-Preserved Constrained Multi-Objective Power Flow Optimization Using a Hybrid Improved MOABC-NSGA-II Metaheuristic Algorithm
[NO] 1267/1776 | Screening and Identification of Potent Antimicrobial Compounds from the Rhizosphere
[YES] 1268/1776 | LLMs’ Hallucination Mitigation Mechanism Used for Task Planning for NAO Humanoid Robot
[NO] 1269/1776 | Wayland Mechanism and Research on Migration to Non-Linux Architecture Operating System
[NO] 1270/1776 | Multiple UAV Allocation and Scheduling for Mine Dispensing Missions
[NO] 1271/1776 | Event-Triggering Scheme in Adaptive Super-Twisting Controller Design
[NO] 1272/1776 | Reinforcement Learning-based Control of a Full-body Biomechanical Model with Exoskeletons while Tracking Motion Capture Data
[NO] 1273/1776 | Title Page
[NO] 1274/1776 | Retraction Notice: Smart Monitoring Instrumentation Design for Poultry Farmhouse
[NO] 1275/1776 | Retraction Notice: Early Stage Ischemic Stroke Prediction using Convolution Neural Network
[NO] 1276/1776 | Cover Page
[NO] 1277/1776 | DATRN: Adaptive Trajectory Learning from Demonstrations for Robotic Manipulation
[NO] 1278/1776 | The 7Ds of Energy Transition in Smart Cities: A Framework for Empowering Energy Citizens
[NO] 1279/1776 | Generalized Distribution Aggregation Protocol for Federated Statistical Heterogeneity
[NO] 1280/1776 | Retraction Notice: A Survey On Smart Electric Meter Using IOT
[NO] 1281/1776 | Dual-Pass Autoencoder: Tackling Temporal Drift in Time Series Anomaly Detection
[NO] 1282/1776 | Integration of Net Metering with Demand Response for Load Balancing in Microgrids: A Case Study
[NO] 1283/1776 | A Neural Network Model Optimized by a Joint Evolutionary Algorithm for Water Body Recognition
[NO] 1284/1776 | Organizing Committee: ICNSC 2025
[NO] 1285/1776 | Path Planning for AGVs: Balancing Computational Efficiency and Optimality
[NO] 1286/1776 | Relevance-Aware Risk Assessment for Pedestrian-Vehicle Interaction
[NO] 1287/1776 | Vehicle Sideslip Angle Estimation Using a Zonotopic Kalman Filter Under Modeling and Measurement Uncertainties
[NO] 1288/1776 | Distributed Drive Trajectory Tracking Control Considering Large Pitch And Roll
[NO] 1289/1776 | Design and Construction of a Micro Soft Colonoscope Robot
[NO] 1290/1776 | Coding for Reliable Packet Delivery Via Multiple Wireless Bufferless Servers With Delay Constraints
[NO] 1291/1776 | Towards Refining Developer Questions using LLM-Based Named Entity Recognition for Developer Chatroom Conversations
[NO] 1292/1776 | An Experimental Study on Fine-Grained Bistatic Sensing of UAV Trajectory via Cellular Downlink Signals
[NO] 1293/1776 | TeleROP-VLF: Federated Vision-Language Model on Wearable Devices for Explainable Retinopathy of Prematurity Vascular Geometrical Feature Screening
[NO] 1294/1776 | A Transformer-Based Computational Framework for Automated Burn Injury Segmentation and Severity Assessment
[NO] 1295/1776 | Hierarchical Motion Planning for MASSs: A COLREGs-Compliant Framework Integrating Offline Trajectory Optimization and Real-Time Coupled Course-Speed Decision-Making_supp3-3662992.mp4
[NO] 1296/1776 | A Global Hierarchical LLM Framework for Precise Responses through Subscriptions to Country LLMs
[NO] 1297/1776 | Improved Fireworks Algorithm for Multi-Skill Robot Multi-Objective Hybrid Disassembly
[NO] 1298/1776 | A High-current IGBT Gate Driver IC featuring a Dual-NMOS Output Stage and Negative Gate Drive
[NO] 1299/1776 | Direct Green Power Connection Project Component Configuration and Economic Analysis
[NO] 1300/1776 | Enhancing Trust Cues in Companion Robots for Older Adults: A Pet-Like, Friendly and Nostalgia-Driven Kansei Approach
[NO] 1301/1776 | An Isolated Multi-Winding Converter for Scalable Charging and Energy Balancing of Retired Battery Packs
[NO] 1302/1776 | Reliability Analysis of Concentrator III-V Triple-Junction Solar Cells Using Arrhenius-Normal Model
[YES] 1303/1776 | Graphical Interface of an Intellegent Support System for the AUV Operator’s Activities
[NO] 1304/1776 | Experimental Results of Autonomous Underwater Vehicle 2D-Hologram by a Vector Receiver
[NO] 1305/1776 | Author Index
[NO] 1306/1776 | Enhancing Power System Protection Through NSGA-III-Based Optimization
[NO] 1307/1776 | Message from General Chair ICNSC 2025
[NO] 1308/1776 | Robust Control Design for a Small Scale Tilt-Augmented Quadrotor
[NO] 1309/1776 | MCE-ERL:Evolutionary Reinforcement Learning Algorithm with Multi-Distribution Critics Evaluation
[NO] 1310/1776 | ICRAIC 2025 Cover Page
[NO] 1311/1776 | Frequency-Aware Multi-Modal Fusion for Sea Surface Temperature Prediction
[NO] 1312/1776 | Retraction Notice: Application of Chatbot for consumer perspective using Artificial Intelligence
[NO] 1313/1776 | Kalman–Savitzky–Golay Filtering for Autonomous Turret Systems: Target Tracking and Engagement
[NO] 1314/1776 | Copyright Page
[NO] 1315/1776 | Predefined-Time UAV Circumnavigation via Lyapunov Vector Fields under Wind Disturbance
[NO] 1316/1776 | Architectural Foundations and Standardization Outlook for AI-Enabled 6G Core Network
[NO] 1317/1776 | A Novel ISAC Waveform Based on Orthogonal Delay-Doppler Division Multiplexing with FMCW
[NO] 1318/1776 | Electromagnetic and Thermal Design of Partially HTS Linear Motor: Analysis of Thrust Ripple Harmonics and Thermal Optimization
[NO] 1319/1776 | FIR Stabilizability Ensures Stabilizability by Non-FIR Controllers Having Integer Monic Characteristic Polynomials
[NO] 1320/1776 | Extending Instruction Set Simulators with ML-based Performance Models: Application to QEMU
[NO] 1321/1776 | Retraction Notice: Ortho Vision: Autoencoder-CNN Fusion Approach for Fracture Detection
[NO] 1322/1776 | Approximating High-Dimensional Earth Mover’s Distance as Fast as Closest Pair
[NO] 1323/1776 | Near-Optimal Algorithms for Omniprediction
[NO] 1324/1776 | Shortest Paths on Convex Polyhedral Surfaces
[NO] 1325/1776 | A Study of Traffic Sign Information Acquisition Methods for Safe Bicycle Navigation
[NO] 1326/1776 | An ROI-aware LiDAR Point Cloud Compression Method in Autonomous Driving
[NO] 1327/1776 | Discovery of Novel PINK1 Activators: Virtual Screening of Niclosamide-Like Compounds for Potential Parkinson's Disease Therapy
[NO] 1328/1776 | Quantum-Resistant Blockchain Framework for Data Anonymization in IoT-Based Smart Agriculture
[NO] 1329/1776 | Rapid Mixing on Random Regular Graphs beyond Uniqueness
