[2026-08-21 03:05:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-20
正在获取论文...
[arXiv] 2026-08-20 | A Fully Automated, Deployment-Aware Testing Pipeline for IoT-Based Automotive Applications
[NO] 1276/1829 | Protein Language Models and Graph-Based Reranking for Toxin-Binder Screening in Antivenom Discovery
[NO] 1277/1829 | Performance Monitoring and Optimization of Manufacturing Systems Enabled by the IoTs: A Comprehensive Review and Integrated Framework
[NO] 1278/1829 | Modeling and Validation of Large Deflection Flexure Hinges
[NO] 1279/1829 | AI Navigo: Innovative Wearable for Visual Assistance
[NO] 1280/1829 | FAD-MRL: Federated Adaptive Deep Multi-Agent Reinforcement Learning for Energy-Balanced Routing in Wireless Sensor Networks
[NO] 1281/1829 | Dimensioning Flat Hexagonal Radiating Panels for Plane-Wave Generation
[NO] 1282/1829 | Flexible Motion Stylization via Multi-modality Latent Diffusion Model
[NO] 1283/1829 | From Rail to Resilience: Managing and Analyzing Big Railway Data in Supporting Urban Analytics
[NO] 1284/1829 | Optimization of Face-Gait Person Identification Pipelines for Edge-Deployed Cognitive Agents
[NO] 1285/1829 | Architecture Design and Analysis Evaluation of AC/DC Hybrid Building Power Supply and Distribution System
[NO] 1286/1829 | Automated Testing of RFID Tags through an Industrial IoT Approach: A Quality Control Application in Tire Manufacturing
[NO] 1287/1829 | BSTrack: Bridging Cross-Modal Spatio-Temporal Differences in Vision-Language Tracking
[NO] 1288/1829 | Planning In-Situ AUV Sampling From Remotely Sensed Data Using Active Learning
[NO] 1289/1829 | Measuring Acoustic Streaming in Ultra-High Frequency Acoustic Tweezers Using A GelMA Microsphere: A Finite Element Study
[NO] 1290/1829 | Evaluating Runtime Security in DevSecOps Pipelines with SELinux Mandatory Access Control
[NO] 1291/1829 | Copyright Page
[NO] 1292/1829 | Deployable 5G Private Networks in Search and Rescue Operations
[NO] 1293/1829 | Off-Grid Photovoltaic Hydrogen Production Strategy Based on Data-Driven Prediction and Adaptive Control
[NO] 1294/1829 | Integrated Radar and Communication via Linear-Motion Backscatter: A Proof of Concept
[NO] 1295/1829 | Context-Aware Enhancements for Dimension-Preserving Invertible Neural Models in Traffic Matrix Estimation
[NO] 1296/1829 | Humidity fiber sensing using high-SNR forward Brillouin scattering enabled by backward SBS gain
[NO] 1297/1829 | A cascaded three core microfiber sensor based on the Vernier effect
[NO] 1298/1829 | Ultra-Fast Solid State Circuit Breaker Based on SiC JFET with Flexible Controlled Current-Time Profile
[NO] 1299/1829 | Precise Deformation Perception of Small Flexible Targets via Sparse Visual Features Integrating Physical Model
[NO] 1300/1829 | Coupling-Structure Optimization for Enhanced Output Efficiency in 1.3 μm InAs/GaAs Quantum Dot Microdisk Lasers with a SiN Bus Waveguide on Silicon
[NO] 1301/1829 | Generation of large-bandwidth and high-precision frequency-hopping signal under electro-optic joint control
[NO] 1302/1829 | Homogeneous in the Bi-Limit Output-Feedback Control for SISO Linear Time-Varying Systems via State Immersions
[NO] 1303/1829 | Single-Switch Soft-Switched Quasi-Resonant DC-link PWM Inverter
[NO] 1304/1829 | How Much Does Privacy Cost? Evaluating Differential Privacy for ML Based VR Gaze and Head Tracking
[NO] 1305/1829 | Transient Overvoltage Analysis and Influencing Factors of the LCC-HVDC Transmission System for New Energy Bases
[NO] 1306/1829 | Summarization-Aware Inference Pipelines for Cost-Efficient Suicide Risk Classification Using Large Language Models
[NO] 1307/1829 | DATT: Dimension-Augmented Tensor-Train Decomposition for Neural Network Compression
[NO] 1308/1829 | Serenify: An AI-Driven Multimodal Digital Coach for Continuous Anxiety and Depression Management
[NO] 1309/1829 | Front Cover
[NO] 1310/1829 | MANA (Modular Agentic NoSQL Architecture): Robust NL-to-NoSQL Querying at Enterprise Scale
[NO] 1311/1829 | Online High-Sulfur Diesel Detection for Commercial Vehicles: Development, Implementation, and Adaptation
[NO] 1312/1829 | Blockchain-based Food Supply Chain: Trend Mapping through Bibliometric Analysis
[NO] 1313/1829 | Adhesion and Friction of Individual Nanoplastic Particle under Varying Salt Concentrations Studied by Colloidal Probe Atomic Force Microscopy
[NO] 1314/1829 | ALD HfSiO Versus MOCVD SiN Gate Dielectrics in N-Polar Deep-Recess GaN HEMTs
[NO] 1315/1829 | Edge-Intelligence-Driven Predictive Protection Mechanism for Industrial PONs
[NO] 1316/1829 | Non-monotonic Transport of Microrobot Droplet at the Air–Water Interface through Surface Tension Manipulation
[NO] 1317/1829 | Multi-Factor K-means-Based Controller Placement Algorithm in Large-Scale Networks
[NO] 1318/1829 | Residual-Learning-Assisted Digital Backpropagation for Nonlinear Compensation in CO-OFDM Systems
[NO] 1319/1829 | Robust RL–SMC Hierarchical Control for Leader–Follower Quadrotor Swarms in 3D Obstacle-rich Environments
[NO] 1320/1829 | Design and Investigation of Hybrid Electrode with Spiral Inductors for Photodetectors
[NO] 1321/1829 | Impairment Characterization of a Common-Source Dual-Comb Microwave Photonic Frequency Converter
[NO] 1322/1829 | The generation of the high-carrier-frequency linearly frequency-modulated waveforms based on the single optial frequency comb
[NO] 1323/1829 | Proceedings of the IEEE Publication Information
[NO] 1324/1829 | Exploring the Role of Grounded Cognition in Physical Computing: A Thematic Synthesis
[NO] 1325/1829 | Self-Interference Cancellation Based on Tunable Optical Delay Line Chip
[NO] 1326/1829 | ICOCN2026 Conference Proceedings Copyright Page
[NO] 1327/1829 | High-Efficiency Four-Wave Mixing in Compact Mode-Loop Silicon Spiral Waveguides
[NO] 1328/1829 | Application of LPV-Based Sliding Mode FTC on a Bio-Inspired Variable-Sweep UAV
[NO] 1329/1829 | KDF-Driven Chaotic Phase Masking for Physical-Layer Security for FSO-OFDM Systems
[NO] 1330/1829 | Photonic phase programmability for microwave differential phase shift keying signals generation with feedback technology
[NO] 1331/1829 | Channel Impairments in Rolling-Shutter Underwater Optical Camera Communication
[NO] 1332/1829 | A New Bipolar Solid State Marx Generator Based on Inductive Energy Storage
[NO] 1333/1829 | Filter-free Widely Tunable Thulium-doped Mode-Locked Fiber Laser Based on Nonlinear Polarization Rotation
[NO] 1334/1829 | How Do Developers Adopt Micro-Frontends? A Survey on Drivers and Challenges
[NO] 1335/1829 | Literature-Informed Stochastic Scenario Analysis of Thermal-Runaway Risk During eVTOL Battery Fast Charging
[NO] 1336/1829 | CloudSkin: AI-Based Learning Plane for Autonomic Management in the Cloud-Edge Continuum
[NO] 1337/1829 | WiAtten: A Contactless Attention Monitoring Service Using Commodity WiFi
[NO] 1338/1829 | Predicting WordPress Security Levels from Malware and Vulnerability Signals: An Ordinal-Hierarchical Machine Learning Approach with XAI
[NO] 1339/1829 | From Factory Floor to Digital Product Passport: A Dual-Chain NFT Architecture for Automotive Traceability
[NO] 1340/1829 | Extending HARD-Lite: Toward Scalable Hardware-Assisted Malware Detection
[NO] 1341/1829 | AI-Assisted Factor Discovery for System-Value Incentive Mechanism of Renewables
[NO] 1342/1829 | Research on Building a Face Detection Model Based on Edge-Cloud Collaboration for Intelligent Logistics in UAV Applications
[NO] 1343/1829 | Digital Twin as a Foundation for a Vulnerability Management Framework in Cloud Environments
[NO] 1344/1829 | SensiDroid: A Multimodal Framework Guided by Sensitive Behavior Chains for Android Malware Detection
[NO] 1345/1829 | Anomaly Detection for Customer Data Profiling and Behavioral Dynamics in Banking Regulatory Reporting
[NO] 1346/1829 | OracleGuardian: Detecting Price Oracle Manipulation with Gradient-Guided Fuzzing
[NO] 1347/1829 | Smooth Motion Control of Microrobots Based on Micro-coil Arrays
[NO] 1348/1829 | PPO-MS: Confidence-Aware and Collaborative Traffic Management for Multimedia Streaming in SDN
[NO] 1349/1829 | AI HandRehab: Automatic Diagnosis and Rehabilitation Plan for Fine Motor Skills Based on Virtual Reality and Artificial Intelligence
[NO] 1350/1829 | Thermal Field Reconstruction of HTS Cables Based on Physics-Informed Neural Networks
[NO] 1351/1829 | A Cost Model for Edge-Local Log Querying: Decomposing Cloud Logging Expenditure and Evaluating Architectural Alternatives
[NO] 1352/1829 | A Thermal Convection Tilt Sensor With Synergistic Thermal Control and Adaptive Filtering for Long-Term Drift Suppression
[NO] 1353/1829 | Design of an Industrial Iot-Based Key Equipment Management and Energy Optimization System
[NO] 1354/1829 | Bridging Strange and Familiar: Design of Knowledge Expansion System via Daily Surroundings
[NO] 1355/1829 | Evaluating CUDA Tile for AI Workloads on Hopper and Blackwell GPUs
[NO] 1356/1829 | A Frequency-Reconfigurable Single-Stage Analog Linearizer for Joint AM-AM and AM-PM Compensation in Wideband PAs
[NO] 1357/1829 | Latent Manifold Projection for Plug-and-Play Generative Priors in Electromagnetic Inverse Scattering
[NO] 1358/1829 | Energy-Aware Joint Trajectory and Hybrid Beamforming Design for UAV-Aided Near-Field ISAC with Deep Reinforcement Learning
[NO] 1359/1829 | Mapping the Landscape of Actors, Technologies, and Business Models in Agri-Business Data Ecosystems: Perspectives from Actor-Network and Stakeholder Theories
[NO] 1360/1829 | Scalable Blockchain-Based Healthcare Consent Management with Automated Compliance Verification
[NO] 1361/1829 | L3SI: A novel LiDAR 3D structural index framework for forest attribute retrievals—a case study on stand volume estimation
[NO] 1362/1829 | Beyond Classical Limits: Quantum-Driven Preselection for Multi-Asset-Class Portfolio
[YES] 1363/1829 | VADER: Validation-Driven DSL Generation with Small Language Models
[NO] 1364/1829 | VoiceAgriNet: Dual-Agent Voice Interaction for Trustworthy Data Collection and Retrieval from Smallholder Farmers
[NO] 1365/1829 | Comparing Connectionless and Connection-Based BLE for Low-Rate Medical Telemetry
[NO] 1366/1829 | ECHO: A Natural Language-Enabled Cognitive Framework for Human-Centric Energy Optimization of Industrial Robots
[NO] 1367/1829 | Adaptive and Scalable Cryptography for IoT-Enabled Medical Cyber-Physical Systems: Benchmarking Symmetric and Asymmetric Approaches
[NO] 1368/1829 | Adverse Event Reporting in VR-Based Mindfulness Therapies for Chronic Pain: An Ethical Analysis Based on the Four Principles of Clinical Ethics
[YES] 1369/1829 | SHADOW: A Hallucination-Aware LLM Agent for Automated CWE-Based Vulnerability Classification
[NO] 1370/1829 | Acoustic Feature Extraction and Multi-strategy Knowledge Distillation for Poultry Disease Screening using Acoustic Signal Vocalizations
[NO] 1371/1829 | Investigating Different Modalities of Behavioral Approach Tests for Spider Phobia in Virtual Reality
[NO] 1372/1829 | Design and Evaluation of a Research Toolkit for Real-Time Data Visualization in Group Cycling Classes
[YES] 1373/1829 | AutoEDA: Enabling EDA Flow Automation through Microservice-Based LLM Agents
[NO] 1374/1829 | A Pilot Study on Reproducibility in Computing Education Research: Examining Ten Years of WiPSCE Papers
[NO] 1375/1829 | Exploring Preservice Teachers’ Conceptual Trajectories While Teaching an AI and STEM Integrated Unit: A Research-in-Practice Report
[NO] 1376/1829 | Analysing Data Paradigms in K–12 Data Science Activities: A Systematic Literature Review
[NO] 1377/1829 | A GAF-Swin Transformer Method for 110kV Dry-Type Bushing Moisture Diagnosis Based on FDS
[NO] 1378/1829 | Large Language Models for Mental Health Support in Arabic-Speaking Populations: Cultural Adaptation, Challenges, and Ethical Considerations: A Perspective
[NO] 1379/1829 | Evaluating FIDO2: Security and Cross-Platform Adoption on Various Mobile Devices
[NO] 1380/1829 | Stability-Aware Dual Graph Recurrent Network for Citywide Wireless Traffic Forecasting
[NO] 1381/1829 | A Novel Compact Multilayer Antenna Array for 5G mmWave Beam Steering and Its Application
[NO] 1382/1829 | Multimodal Emotion Recognition for Empathic Dialogue Using Global and Local Features of Speech and Text
[NO] 1383/1829 | Adapted KoGNER: A Knowledge-Augmented Architecture for Biomedical Named Entity Recognition
[NO] 1384/1829 | Post-Quantum Secure DevOps for Hybrid Quantum Software Engineering
[NO] 1385/1829 | Feasibility of Synthetic Data Generation with Image to Video Models for Lane Change Driver Intent Prediction
[NO] 1386/1829 | A Tri-Port SIW STAR Antenna with Independent Resonance Control and Self-Interference Suppression for UAV Full-Duplex Communication
[NO] 1387/1829 | CI-SSTI: Cyberattack-Induced Subsynchronous Torsional Interaction in Wind-Thermal Bundled Systems
[NO] 1388/1829 | Electric Vehicle-Driven Load Transfer Strategy for Regional Integrated Energy Systems
[NO] 1389/1829 | Always On: A Qualitative Study of AI Agents as a 24/7 Tool for Relief within Fragmented Caregiving Routines
[NO] 1390/1829 | Suitability Assessment Algorithm for Rooftop Airdrop Sites in Urban Scenarios
[NO] 1391/1829 | Gait-Diverse Avatar Selection for Synthetic Crowds in the Metaverse
[NO] 1392/1829 | HR-Pro: Hierarchical Residual Prototype Memory for Efficient Industrial Anomaly Detection
[NO] 1393/1829 | Data-Driven Synthesis of Probabilistic Controlled Invariant Sets for Linear Markov Decision Processes
[NO] 1394/1829 | Multi-Objective Genetic Programming with Ensemble Construction for Medical Image Classification
[NO] 1395/1829 | Automated Laser-Assisted Immotile Sperm Selection via Precise Positioning of Sperm Tail Tip
[NO] 1396/1829 | Sequence-Statistical Fusion for Focal-Plane Turbulence Strength Estimation in Free-Space Optical Links
[NO] 1397/1829 | Broadband Multi-Channel Frequency-Hopping Signal Generation Based on Injection Locking
[NO] 1398/1829 | Thrust-constrained, Soft-Landing of Spacecraft in Hazardous Terrains using a combined Sliding Mode-Control Barrier Function based Guidance Strategy
[NO] 1399/1829 | Optical manipulation with photonic nanojet
[NO] 1400/1829 | PolyF-EMG: Bridging Internal Load and External Motion for Fatigue-Aware Activity Recognition
[NO] 1401/1829 | Leveraging Different “Capture the Flag” Formats for Computer Science Education: Lessons from Two Case Studies
[NO] 1402/1829 | Adapting NIST CSF 2.0 Framework to Enhance Cybersecurity Readiness Against Phishing in SMEs in Yemen
[NO] 1403/1829 | Joint Power and Trajectory Optimization for NOMA-Enabled Covert UAV Networks
[NO] 1404/1829 | Personalized Fall Detection by Balancing Data with Selective Feedback Using Contrastive Learning
[NO] 1405/1829 | H∞ Loop Shaping-Based Current Sensorless Control Strategy for Grid-Forming Converters With Robust Voltage Tracking Performance
[NO] 1406/1829 | Exploring Women's Perceptions of Mobile and Wearable Reminder Technologies for Supporting Contraceptive Adherence in the Context of Teratogenic Medication Risk
[NO] 1407/1829 | A SPEA-Based Algorithm for Finding Recovery Path in a Network Under Malware Attack
[NO] 1408/1829 | IoT Solution Towards Smart Diabetic Foot Monitoring Using Machine Learning
[NO] 1409/1829 | An Adaptive and Proactive Recommendation System Based on Fuzzy Decision Tree for Mobile Support of Learners with Dysgraphia
[NO] 1410/1829 | CHAIN: Long-Context History-Supervised Multivariate Time Series Anomaly Detection
[NO] 1411/1829 | 5G deployment and positioning analysis for Urban Air Mobility vertiport operations
