[2026-06-11 23:22:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-10
正在获取论文...
[arXiv] 2026-06-10 | Adaptive, efficient, and scalable water wave modeling with dispersive hyperbolic systems
[NO] 1633/1890 | Hybrid Kinematic and Muscular Null Space for Simultaneous Control of Natural and Extra Degrees of Freedom
[NO] 1634/1890 | A Hybrid DSP–CNN Framework for Accurate Detection of Cardiac Abnormalities in ECG Signals
[NO] 1635/1890 | Decentralized MNO Resource Management for B5G HetNets
[NO] 1636/1890 | Guest Editorial: Introduction to the Special Section on Near-Field Antenna Systems for Communications and Sensing
[NO] 1637/1890 | An Analytical Theory of Avalanche Breakdown in p-n Junctions Derived From Semiconductor Band Structure
[NO] 1638/1890 | Phoenician Handwriting Alphabet Classification with Explainable AI using a Custom CNN: Comparative Analysis against Machine Learning Models
[NO] 1639/1890 | Dynamic scene graph for Multi-stage Prediction and Planning in Autonomous Driving
[NO] 1640/1890 | FreqMamba: Frequency Enhancement and Mamba-Driven Representation Learning for Pedestrian Attribute Recognition
[NO] 1641/1890 | Twin-Sight Rover: A Mobile Robot with Real-Time Object Detection Using Dual YOLOv11n Model on Resource-Constrained Edge Device
[NO] 1642/1890 | Catching Hackers by Watching Watts: A Measurement Study of Power-Only Attack Detection on Consumer IoT Devices
[YES] 1643/1890 | Learn to Generate Complementary March Tests
[NO] 1644/1890 | Based on Improved Ant Colony Algorithm Identification of Abnormal Nodes in Fiber Optic Communication Networks
[NO] 1645/1890 | Fractal Feature Extraction and Evolution Law of Urban Morphology Based on GIS and Deep Learning
[NO] 1646/1890 | SHDLF: An Efficient Segmentation-Based Hybrid Deep Learning Framework for Liver and Tumor Detection Using CT Images
[NO] 1647/1890 | X-TNet: A Reproducible and Explainable Framework for Automated Ultrasound-Based Liver Fibrosis Staging
[NO] 1648/1890 | Transformer Architectures for Romanized Bangla Dialect Understanding in Resource-Constrained Conversational Systems
[NO] 1649/1890 | Ensemble Learning with Shap-Based Interpretability for Neonatal Seizure Detection From Multi-Channel EEG
[NO] 1650/1890 | Adaptive Gradient-Weighted Stacking Ensemble for Electric Vehicle Energy Efficiency Prediction: A Novel Meta-Learning Approach
[NO] 1651/1890 | Transformer-Based Natural Language Processing for Automated Bug Report Classification in Software Repositories
[NO] 1652/1890 | IoT-Based Electricity Consumption Prediction with User-Controlled Appliance Shutdown
[NO] 1653/1890 | EOCNet: Elongated Oriented Convolution for High-Aspect-Ratio Object Detection in SAR Imagery
[NO] 1654/1890 | Restoration-Guided Multi-Hazard Detection in Hazy Remote Sensing Images
[NO] 1655/1890 | 1.2 kV-Class All Ion-Implanted Vertical GaN-DMOSFETs with Superior Short-Circuit Ruggedness
[NO] 1656/1890 | A Novel Trench IGBT with Floating P-Region Controlled Split Gate for Low EMI Noise
[NO] 1657/1890 | DeTailNet: Scene Graph Generation with Selective Causal Debiasing and Generative Tail Enhancement
[NO] 1658/1890 | Tuberculosis Detection from Chest X-Rays: A Transformer-Based Deep Learning Approach for Faster and More Accurate Diagnosis
[NO] 1659/1890 | Exploring AI-Assisted Translation and Climate Data Extraction from Alaskan Russian Missionary Diaries: Arctic Climate Research
[NO] 1660/1890 | An Intelligent AI Framework for Early Parkinson's Disease Diagnosis Using PCA-Enhanced Vocal Feature Engineering
[NO] 1661/1890 | PCA-Enhanced Logistic Regression Model Framework for Intelligent EV Battery Charging Duration Classification with Comparative Machine Learning Analysis
[NO] 1662/1890 | Analytical Solution for Crosswell Electromagnetic Detection with Cased Boreholes
[NO] 1663/1890 | Understanding Learner Perceptions in Distance Education Using Sentiment Classification
[NO] 1664/1890 | Optimization of Fault Diagnosis Algorithm and Real Time Monitoring System Based on Electronic Information Equipment
[NO] 1665/1890 | Adaptive Learning in Non-Stationary Computer Science Environments with Self-Evolving AI Systems
[NO] 1666/1890 | Comparative Analysis under Laboratory Conditions of the Neutral Grounding Techniques in Electrical Networks
[NO] 1667/1890 | An Explainable Deep Learning Framework for Multi-Class Alzheimer's Diagnosis With Multi-Scale CNN
[NO] 1668/1890 | Paving the Way for 6G – Radio Enhancements for Extended Reality in 5G-Advanced Release-19
[NO] 1669/1890 | Get Published in the
                    <i>IEEE Open Journal of Power Electronics</i>
[NO] 1670/1890 | MST-YOLO: A Lightweight Multi-Scale Feature Fusion-Based YOLOv8 for Small-Target Detection in UAV Aerial Images
[NO] 1671/1890 | An End-to-End Deep Learning Pipeline for Automated Mandible Virtual Surgical Planning Using Real-World Clinical Data
[NO] 1672/1890 | Effect and Mechanism of SiO
                    <sub>2</sub>
                    Polishing Slurry on Chemical Mechanical Polishing Technology in Semiconductor Manufacturing
[NO] 1673/1890 | The Effect of Advertisement Strategy on Business Performance Moderated by AI
[NO] 1674/1890 | A Multimodal Fusion-Based Approach for Political Meme Classification in Bengali
[NO] 1675/1890 | Accurate Temporal Prior Modeling for Learned Video Compression
[NO] 1676/1890 | Improved Multi-Class Pneumonia Detection from Chest X-Rays Using a Swin Transformer Approach
[NO] 1677/1890 | FedAdapt: Unsupervised Federated Domain Adaptation for Cross-Satellite Hyperspectral Image Classification_supp1-3702427.pdf
[NO] 1678/1890 | Deep Transfer Learning for Date Palm Leaf Disease Classification Using DenseNet201
[NO] 1679/1890 | Performance and Efficiency Analysis of Modern Filesystems on Consumer-Grade NVMe SSDs Under Real-World Mixed Workloads
[NO] 1680/1890 | Predicting Brain Stroke Risk from Clinical Data using Optimized Machine Learning Models with Random Stochastic Hyperparameter Optimization
[NO] 1681/1890 | Optimal Energy Management of Residential Microgrids Using Metaheuristic Algorithms
[NO] 1682/1890 | An Explainable Bias-Aware Deep Learning Framework for Evaluating Ideological and Political Teaching Quality
[NO] 1683/1890 | Comprehensive Analysis of Diabetic Retinopathy Classification Using Deep Learning, Transformer Architectures and Hybrid Frameworks
[NO] 1684/1890 | AGFM-Net: Angle-Guided Feature Modulation Network for HRRP Target Recognition
[NO] 1685/1890 | Workload-Aware Optimization of Elderly Care Resource Allocation Using an Improved Genetic Algorithm
[NO] 1686/1890 | High-Precision Estimation of Near Range Parameters for Distributed Airborne SAR System Based on Maximum Coherence Search
[NO] 1687/1890 | A High-Sensitivity Multilayer SPR Biosensor for Early Detection of Dengue Infection Using Plasma and Platelet Samples
[NO] 1688/1890 | A Hybrid Machine Learning Framework for Credit Card Fraud Detection Using SMOTE and Information Gain
[NO] 1689/1890 | A Data-Driven Approach to Type 2 Diabetes Prediction Using Machine Learning Techniques
[NO] 1690/1890 | AI-Integrated Hybrid Knowledge System for High-Reliability Corporate Strategy Planning and Competitive Intelligence
[NO] 1691/1890 | 1.36 kV Planar-gate Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    CAVET with Nitrogen-Graded Multi-Implanted Current Blocking Layer
[NO] 1692/1890 | Isolation Method for Reducing Current Noise of Hump-free MOSFET with Extended Active Region in Current Mirror
[NO] 1693/1890 | Socio-Spatial Modeling of Offline Rumor Diffusion in Hyper-Local Urban Networks
[NO] 1694/1890 | Martian Mineral Formation Analysis Based on Martian Mineral Corpus and Knowledge Graph
[NO] 1695/1890 | AppleNet-B1: Explainable Auto-Reweighted EfficientNet for Apple Disease Detection
[NO] 1696/1890 | Conference Committee
[NO] 1697/1890 | Weather State Classification Using Quantum Machine Learning Algorithms
[NO] 1698/1890 | A Physics-Based CatBoost Model for Thyroid Cancer Recurrence Prediction
[NO] 1699/1890 | Machine Learning-Based Classification for High-Efficiency Perovskite Solar Cell Material Screening
[NO] 1700/1890 | BE-KNN: An Efficient Extension of k-Nearest Neighbors via Stable and Deterministic Ensemble Learning
[NO] 1701/1890 | Deep Learning-Based Chicken Breed Identification Using Convolutional Neural Network and Vision Transformer
[NO] 1702/1890 | An Unsupervised Band Selection Method Based on Sparse Graph Autoencoder Representation Learning
[NO] 1703/1890 | Trading Policy Optimization Using Deep Reinforcement Learning for the Dhaka Stock Exchange
[NO] 1704/1890 | A Comprehensive Overview of NLP Techniques for Hate Speech Detection in Bangla Texts
[NO] 1705/1890 | Layer-Weighted Contrastive Learning for Unpaired UAV Infrared-to-Visible Translation
[NO] 1706/1890 | AroBurn: An Attention-Driven Transfer Learning Model for Burn Severity Grading
[NO] 1707/1890 | Towards Physically Realizable Adversarial Attenuation Patch against SAR Object Detection
[NO] 1708/1890 | Techno-Economic and Performance Analysis of a Photovoltaic-Based Electric Vehicle Battery Swap Charging Station
[NO] 1709/1890 | Efficient Sentiment Analysis Framework Optimized for Edge Implementation
[NO] 1710/1890 | Multi-Temporal Cloud Removal for Remote Sensing Images Based on Spatial-Temporal Convolutional Self-Attention
[NO] 1711/1890 | IoT-Based Smart Irrigation System for Water Optimization Using a Hybrid RF-LSTM Predictive Model
[NO] 1712/1890 | Hybrid CNN-BiLSTM with Attention Mechanism and Ensemble Learning for Multi-Symptom Disease Prediction: A Comparative Analysis
[NO] 1713/1890 | Multi-Scale BiFPN Networks for Tiny Crop Pest Detection with Temporal Infestation Forecasting
[NO] 1714/1890 | A Survey of Cloud-Edge Collaborative Scheduling Strategies for Cyber-Physical Production Systems
[YES] 1715/1890 | Testing LLM-Generated Distributed Protocol Code
[NO] 1716/1890 | POS: A Prompts Optimization Suite for Augmenting Text-to-Video Generation
[NO] 1717/1890 | Secure Charging Session Management in V2G Systems using Blockchain
[NO] 1718/1890 | SpinJORR : Spin actuated Jumping Omnidirectional Rolling Robot_supp1-3701572.mp4
[NO] 1719/1890 | FewShotMetabolic: Parameter-Efficient Transfer Learning for Rapid Metabolic Risk Prediction in Data-Scarce Obesity Phenotypes_supp1-3690956.pdf
[NO] 1720/1890 | Unleashing the Potential of Imperfect Demonstration for Imitation Learning via Hierarchical Expert Guidance
[NO] 1721/1890 | Uncertainty-Aware Tire-Road Friction Estimation for Electric Vehicles: An Evidential Approach_supp1-3694949.pdf
[NO] 1722/1890 | DAS 2026 Commentary
[NO] 1723/1890 | Front Cover Page
[NO] 1724/1890 | Reviewers
[NO] 1725/1890 | Message from the Steering Committee Chair
[YES] 1726/1890 | From Acceleration to Accelerating Acceleration: Applications and Tools for Democratizing Hardware Design
[NO] 1727/1890 | Design of Liquid Hydrogen–Superconducting Integrated Energy Storage Systems
[NO] 1728/1890 | Emergency Frequency Control Strategy for DC-Lockout Coupled with Renewable Sources Tripping at the Sending-End Grid
[YES] 1729/1890 | SPAC: Automating FPGA-based Network Switches with Protocol Adaptive Customization
[NO] 1730/1890 | Optimization of CoSi
                    <sub>2</sub>
                    Salicidation Temperature for Enhanced Yield in 0.18μm Process with eFuse
[NO] 1731/1890 | DTCore: A Compiler-Directed Control-Minimal FPGA Compute Engine
[NO] 1732/1890 | Acute effect of therapeutic ultrasound on myalgia related to temporomandibular disorders: a case series
[NO] 1733/1890 | NGS-GVA: Next-Generation Sequencing and Deep Learning with Hybrid SMOTE Balancing: Unraveling Genetic Variants in Alzheimer’s Disease
[NO] 1734/1890 | Endpoint Strategy for Process Optimization and Yield Improvement in Advanced Memory Devices
[NO] 1735/1890 | Active Disturbance Rejection Control Method Based on Extended State Observer for Single Phase Power Factor Correction Converter under Grid Voltage Distortion Conditions
[NO] 1736/1890 | Enhancing the Global Competence of Thai Engineering Students for International Internships
[NO] 1737/1890 | Using Reinforcement Learning (RL) to maintain coherence between multiple control systems
[NO] 1738/1890 | Contemporary Approaches for Securing Autograders
[NO] 1739/1890 | Bridging Communication Gaps: A Deep Learning Approach for Peruvian Sign Language Recognition
[NO] 1740/1890 | Bringing Research Closer to the Solution of Real Cases: the Experience of a Peruvian University in the Education of Engineers
[NO] 1741/1890 | A Fuzzy Inference System-Based Decision-Making Unit for Arsenic Electrochemical Biosensors
[YES] 1742/1890 | Chariot: Compiler-Aware Heterogeneous Graph Representation Learning for Automated HLS Optimization
[NO] 1743/1890 | Safety Analysis for the Perception System of Autonomous Train Operation
[NO] 1744/1890 | Technological Innovation &amp; Future Security-Impact of Supersonic and Hypersonic Weapon Systems on Air and Missile Defence
[NO] 1745/1890 | Enhancing Heart Disease Prediction Using Feature Extraction and Machine Learning Algorithms with Outlier Handling
[NO] 1746/1890 | Optimal Configuration of Wind-Solar-Hydrogen-Storage Integrated Systems Based on Stackelberg Game Theory
[NO] 1747/1890 | Deep Learning in Concealed Dense Prediction
[NO] 1748/1890 | Automated Mechanism Design: A Survey
[NO] 1749/1890 | Incentive-Aware Machine Learning; Robustness, Fairness, Improvement &amp; Causality
[NO] 1750/1890 | Smart Aqua Guard: IoT-Enabled Framework for Real-Time Monitoring and Sustainable Freshwater Aquaculture
[NO] 1751/1890 | Can Artificial Intelligence and Machine Learning-Based Tools Perform Peer Reviews? Perspectives on Possible Framework and Limitations
[NO] 1752/1890 | Neuromorphic Hyperdimensional Computing for Efficiently Processing Event-Based Data
[NO] 1753/1890 | Explainable Action Form Assessment by Exploiting Multimodal Chain-of-Thoughts Reasoning
[NO] 1754/1890 | HE-FR: A High-Efficiency Fault-Resilient Framework for Stuck-at-Faults Mitigation in ReRAM-Based In-Memory Computing
[NO] 1755/1890 | Generalized Power Flow Model of an Extra High-Power Multi-Terminal HVdc Transmission Grid with Parallel-Connected and Voltage-Stacked Converters
[NO] 1756/1890 | Haptic Tracing: A New Paradigm for Spatialized Vibrotactile Haptic Rendering
[NO] 1757/1890 | Adoption of Artificial Intelligence in Customer Relationship Management: Insights from Bangladesh's Digital Marketing Sector
[NO] 1758/1890 | A Bio-Engineered Adaptive Multi-Modal Deep Learning Framework for Real-Time Neural Prosthesis Control
[NO] 1759/1890 | Phishing Detection using Machine Learning and Explainable Fusion
[NO] 1760/1890 | Recurrent Box Supervision for Robust Remote Sensing Object Detection with Noisy Bounding Boxes and Missing Annotations
[NO] 1761/1890 | Notes on Proof Systems for Intermediate Logics
[NO] 1762/1890 | An Explainable Machine Learning Framework for Pancreatic Cancer Biomarker Prediction with End-to-End Application Deployment
[NO] 1763/1890 | A Multi-Modal Intelligent Virtual Assistant for Extended Reality Environments Based on Computer Vision, Natural Language Processing, and Large Language Models
[NO] 1764/1890 | Demonstration of High Voltage (&gt;1.7kV) GaN Negative-Capacitance Ferroelectric HEMTs Using HZO Gate Stack Achieving 47.89 mV/dec SS and Reduced ON-Resistance
[NO] 1765/1890 | Revisiting the Avalanche Breakdown Criterion in High-Dislocation-Density GaN Power Devices
[NO] 1766/1890 | Editorial: TSC Celebrates IEEE Computer Society's 80th Anniversary
