[2026-09-11 23:53:58] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-10
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609100000+TO+202609102359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-9-10 | Research on Intelligent Logistics Information Sensing Method Based on RFID Anti-interference Coding
[NO] 846/1000 | mmWDensePose: A High-Quality mmWave Point Cloud Benchmark for 3D Human Pose Estimation
[NO] 847/1000 | Prediction of Path Loss Based on CNN and XGBoost at Millimeter-Wave Chanel in an Indoor Corridor
[NO] 848/1000 | Bayesian and Partially Bayesian Neural Networks for Static Tabular Classification: A Review and Benchmark
[NO] 849/1000 | Development of Spatially Variant Apodization for Near-Range SAR Sidelobe Suppression
[NO] 850/1000 | Occlusion-Resilient Autonomous Driving via Vision-Language Models and Cooperative Perception
[NO] 851/1000 | Side-Polished Optical Fiber Detection System with Optical-Harvesting and RF Dual Power Supply
[NO] 852/1000 | A Magnetic Field Measurement System based on Improved Prandtl-Ishlinskii Hysteresis Model
[NO] 853/1000 | Wideband End-Fire Antenna Array with Enhanced Port Isolation via Coupling Cancellation
[NO] 854/1000 | A Shared-Aperture Base Station Antenna with High Isolation for U6G Applications
[NO] 855/1000 | A 170 GHz Balanced Doubler Based on Planar Schottky Diodes
[NO] 856/1000 | A Wideband 77 GHz Power Amplifier with High Figure of Merit Based on 65nm CMOS Technology
[NO] 857/1000 | An E-band Low Insertion Loss Passive Vector-Modulated Phase Shifter with Resonant Compensation Inductor
[NO] 858/1000 | Research on Perception Optimization of Embodied Intelligent Robots with Vision-Tactile Fusion
[NO] 859/1000 | The Research and Design of a Miniaturized Multi-Port Frequency Sources Based on Ping-Pong Structure
[NO] 860/1000 | Design of a Low-Profile High-Efficiency Cavity-Backed Array Antenna
[NO] 861/1000 | Beyond Compliance: Emerging Practices and Opportunities for Generative AI in Student Support and Success in Higher Education
[NO] 862/1000 | An 8-16 GHz Push-Push VCO with Tapped-Inductor Technique for Broadband Impedance Matching
[NO] 863/1000 | A Metric-learning-based Prototypical Network for Few-shot Action Recognition
[NO] 864/1000 | A Rolling Bearing Fault Diagnosis Method Based on Optimized VMD and 1DCNN-BiGRU
[NO] 865/1000 | A K band multifunction chiplet design
[NO] 866/1000 | Confusion-Pair Loss for Mitigating Structural Confusion in Military Aircraft Detection_supp1-3732303.docx
[NO] 867/1000 | Physics-Informed Degradation Kernel Estimation for Mosaic-Based Hyperspectral Fusion Imaging
[NO] 868/1000 | BTBR: A Bayesian-Theory-Driven Probabilistic–Fuzzy Framework for Implicit Bias Removal in Large Language Models
[NO] 869/1000 | Power Dispatch Optimization of Wind Farm Control for Stability Improvement Based on Reduced-Order Impedance
[NO] 870/1000 | Front Cover
[NO] 871/1000 | Task-Uncertainty-Aware Video Restoration for Time-varying Unknown Degradations
[NO] 872/1000 | Organizing Committees
[NO] 873/1000 | Corrected State-of-Health Representation for Lithium-Ion Battery Degradation Forecasting via Model-Parameter Identification and Multi-Source Health Indicator Fusion
[NO] 874/1000 | RecGPT: A User Intent-Centric Next-Generation LLM-Powered Recommender System in Industrial Practice
[YES] 875/1000 | Automatic Dockerfile Generation with Large Language Models
[NO] 876/1000 | Inside Out: Uncovering How Comment Internalization Steers LLMs for Better or Worse
[YES] 877/1000 | Context-Free Grammar Inference for Complex Programming Languages in Black Box Settings
[NO] 878/1000 | Issue2Test: Generating Reproducing Test Cases from Issue Reports
[NO] 879/1000 | Test Flimsiness: Characterizing Flakiness Induced by Mutation to the Code Under Test
[NO] 880/1000 | DNN Modularization via Activation-Driven Training
[NO] 881/1000 | Cobblestone: A Divide-and-Conquer Approach for Automating Formal Verification
[YES] 882/1000 | A Semantic-based Optimization Approach for Repairing LLMs: Case Study on Code Generation
[NO] 883/1000 | Practitioner Views on Mobile App Accessibility: Practices and Challenges
[NO] 884/1000 | OntoSTL: Canonical Knowledge Graph Representation of Signal Temporal Logic Requirements
[NO] 885/1000 | Buck-boost-based DC-DC Converters, A Comprehensive Review on Topologies, Control Strategies, Performance Evaluations, and Emerging Utilizations in Last Decade
[NO] 886/1000 | High-Isolation in-Band Full-Duplex Antenna Array with Reflector-Integrated All-Metal Decoupling Structure
[NO] 887/1000 | An SIE-GSTC Solver for Arbitrarily Shaped Biisotropic Composite Metasurfaces
[NO] 888/1000 | SOC-Based Simulation of non-WSSUS Vehicle-to-Vehicle Channels
[NO] 889/1000 | A Reconfigurable FMCW LiDAR Platform for Laser and Detector Performance Evaluation
[NO] 890/1000 | A Practical Design Process for Additively Manufactured Metallic Metasurface Antennas
[NO] 891/1000 | High-Frequency Preconditioners for Electromagnetic Integral Equations Based on Helmholtz Regularizations
[NO] 892/1000 | Liquid Metal-Based Reconfigurable Yagi-Uda Fluid Antenna System With Full-Azimuth Coverage
[NO] 893/1000 | Power Quality in Grid-Connected Photovoltaic Inverters: A Systematic Review of Critical Parameters, Standards, and Mitigation Strategies
[NO] 894/1000 | A 2.4 GHz &amp; 5 GHz Non-Isolating Dual-Band Antenna for Switched Mode Outphasing Amplifiers
[NO] 895/1000 | Dual-Mode Multi-Band Active Polarization Control Metasurface for Linear and Circular Polarization Conversion
[NO] 896/1000 | Scope-Enhanced Double-View Graph Transformer via Contrastive Learning for Aspect-Based Sentiment Analysis
[NO] 897/1000 | Adaptive Thresholding Technique for Motion-Tracking DVS &amp; DNF Systems
[NO] 898/1000 | Shaped Truncation Noise from Cascaded Integrator Comb Structures
[NO] 899/1000 | A Study and Field Evaluation of the Vertical-Plane Directivity of Transmit Array Antennas for Outdoor Mmwave Band Base Stations
[NO] 900/1000 | Beam Steering Using Field Programmable Microwave Substrate
[NO] 901/1000 | Big Data Meets Large Language Models: A Knowledge Graph and Evolutionary Analysis
[NO] 902/1000 | A Low-Latency Lightweight Neuromorphic Spiking Neural Network for Affective Computing on Edge AI Systems
[NO] 903/1000 | Doppler Multivariate Variational Mode Decomposition for Waveform Separation in DDMA-MIMO Systems
[NO] 904/1000 | Speed perception bias for objects approaching from behind and its implications for robot motion design
[NO] 905/1000 | Antenna Metrology at the NASA Glenn Research Center: Advancements in Antenna Characterization and Communications Systems Testing
[NO] 906/1000 | From Image to Experience: Rethinking Photography through Extended Reality with Reference to Mauritius
[NO] 907/1000 | A Study on Short-Term Aircraft Trajectory Prediction Based on the IGWO-TCN Model
[NO] 908/1000 | Fabrication and Characterization of an Nb/Al/AlO
                    <sub>x</sub>
                    /Al/Nb Superconducting Tunnel Junction Detector
[NO] 909/1000 | Smart Solar Surplus Energy Management System-AI: A Microcontroller-Based AI System for Surplus Solar Energy Management
[NO] 910/1000 | MPHASeg: A Lightweight NAS-Inspired Multi-Path Heterogeneous Architecture for Medical Image Segmentation
[NO] 911/1000 | Smart Grid Key Products Core Services, Main Functionalities and Key Capabilities
[NO] 912/1000 | MXene/O-MXene Composite Gel Device for High Absorption Electromagnetic Shielding
[NO] 913/1000 | Design of a Follow-Flight Test Method for Ground-to-Air Radar Systems
[NO] 914/1000 | Concept Level Techno Operational Assessment of a Grid Connected Rooftop PV BESS Inverter System for a 60 Office Building in South England
[NO] 915/1000 | An OpenWiFi-Based Single-Station Integrated Sensing and Communication System for Respiration Detection
[NO] 916/1000 | Embedded-Oriented Reformulation of a Noise-Aware DIBS Excitation Optimization Workflow for Fast PEMFC EIS
[NO] 917/1000 | Physics-Driven Graph Attention Network for Microgrids AC-OPF Considering Distributed Generator Availability
[NO] 918/1000 | A Digitally Controlled Solid-State Transformer Architecture for Smart Grid-Oriented Low-Voltage DC Distribution Systems
[NO] 919/1000 | Physics-Informed AI Techniques for Power Electronic Converter Reliability Assessment
[NO] 920/1000 | Research on Economic Torque Allocation Strategy for Distributed Virtual Track Train
[NO] 921/1000 | Development and Systematic Management of Information Software Complex in the Electric Power Industry
[NO] 922/1000 | A 10T2R Low-Power Data Update nvSRAM Supporting In-Memory Computing
[NO] 923/1000 | Keynote Speakers
[NO] 924/1000 | A Hysteresis-Controlled Digital LDO with Binary-Weighted PMOS Array for Ripple-Free Regulation and Fine-Grained Current Sensing
[NO] 925/1000 | Sparse Image Recovery under Non-convex ℓ
                    <sub>p</sub>
                    /ℓ
                    <sub>q</sub>
                    Ratio Regularisation
[NO] 926/1000 | Authoring Co-Located Multi-user Augmented Reality Experiences for Exhibitions: A Review
[NO] 927/1000 | Adaptive Channel Weighting Forest for EEG-Based Epileptic Seizure Classification
[NO] 928/1000 | Machine Learning Circuit Optimization Models for RF Energy Harvesting
[NO] 929/1000 | Distill-and-Rank: Evaluating Fast Transformer Models for Keyless PQC Side-Channel Recovery
[NO] 930/1000 | A Sequential Stalk-Based Manipulation Strategy for Post-Harvest Broccoli Orientation
[NO] 931/1000 | Reflective Metasurface Based Broadside and Deflected OAM Beam Generation for mm-Wave Applications
[NO] 932/1000 | Multimodal Audiovisual Signal Analysis for Instrumental Performance Assessment: The Impact of Family Music Education Investment
[NO] 933/1000 | Detecting Modern Phishing Via Large Language Model-Based Cross-Modal Consistency Reasoning
[NO] 934/1000 | Variable-structure Soft Actuator for Multi-mode Grasping_supp3-3732887.mp4
[NO] 935/1000 | Fiberglass Laminated Embedded Conductive Fabric-Based Tunable Antenna for DAM Applications
[NO] 936/1000 | A Recognition Algorithm of Ciphertext Based on Entropy
[NO] 937/1000 | Measurement-Based Small-Scale Channel Modeling and Cluster Analysis in Mountainous Forest Areas
[NO] 938/1000 | Variable-structure Soft Actuator for Multi-mode Grasping_supp1-3732887.mp4
[NO] 939/1000 | Sparsifying Planar Arrays with Element Spacing Constraints Using Minimal-Perturbation Method
[NO] 940/1000 | HARC: Hotness-Aware Replicated Consistent Hashing for Load Balancing in Skewed and Dynamic Workloads
[NO] 941/1000 | Experimental Analysis of RIS Angular Response in Corridor and Underground Mine NLOS Environments at 3.5 GHz
[NO] 942/1000 | Double Decaying PML Technique in FDTD Method of Maxwell's and LLG Equations
[NO] 943/1000 | Multi-Temporal-Scale Event Progressive Calibration for Object Detection
[NO] 944/1000 | A High-Cutoff-Frequency Phase-Change RF Switch Based on In
                    <sub>3</sub>
                    SbTe
                    <sub>2</sub>
[NO] 945/1000 | End-to-End Autonomous Driving Trajectory Planning with Diffusion Transformer
[NO] 946/1000 | Controlled Crystalline Orientation of BA
                    <sub>2</sub>
                    MAPb
                    <sub>2</sub>
                    I
                    <sub>7</sub>
                    Low-n 2-D Perovskite for Self-Powered Photodetectors With High On/Off Ratio
[NO] 947/1000 | Micro-Topography Semantics-Based Hybrid Non-Stationary Channel Modeling for Supersonic Ground-to-Air Communications
[NO] 948/1000 | Stochastic-Based Optical Line-of-Sight Probability Model for UAV-Assisted Communication Systems
[NO] 949/1000 | A Low-Cost Wideband Dual-Polarized ME-Dipole Antenna for Early-6G Distributed Systems
[NO] 950/1000 | A Wideband Tightly Coupled Dipole Array Covering 7-24 GHz for 5G/6G FR3 Applications
[NO] 951/1000 | A Dielectric Resonator Antenna Equipped with a Wideband Linear-to-Circular Polarization Converter for Wireless Communications and Satellite Applications
[NO] 952/1000 | Evaluation of CMOS Compatible Chaos based Analog Encryption Architectures
[NO] 953/1000 | Motion Planning for Dual-Robot Coordination Based on Deep Reinforcement Learning
[NO] 954/1000 | Experimental Characterization of Ground Plane Effects on Polarization Response of a V2X Antenna Array
[NO] 955/1000 | A Systematic Evaluation of LLM Security in Cloud Environments: Failure Modes in Malicious URL and Jailbreak Detection
[NO] 956/1000 | ADC-Free Current-Domain Compute-In-Memory Processors for Intelligent Image Sensing
[NO] 957/1000 | STCAMI-NCM: Secure Triggered Cryptographic Algorithm for Medical Images using Novel Chaotic Map with FPGA Implementation
[NO] 958/1000 | Polarization-Multiplexed Star-Ris Isac: +8.5 Db Communication Beamforming Gain and 3.7° Fourier-Domain Sensing Resolution
[NO] 959/1000 | K-Band Low-Noise Amplifier With Double-Ended Wideband Quasi-Reflectionless Characteristics
[NO] 960/1000 | Towards Agentic Intelligence in Digital Twins: Advances, Use Cases and Challenges
[NO] 961/1000 | DG-SConv-LKRF: A Retinal Vessel Segmentation Method for Connectivity Modeling of Elongated Structures
[NO] 962/1000 | PointGPTv2: Universal Auto-regressively Generative Pre-training Framework for Point Clouds_supp1-3732227.pdf
[NO] 963/1000 | 2026 21st International Conference on Ground Penetrating Radar (GPR)
[NO] 964/1000 | SparseBits: Sparse Ternary LLM Acceleration with
                    <i>
                      L
                      <sub>1</sub>
                    </i>
                    -regularized Cluster-aware Sparsification
[NO] 965/1000 | Modeling Earth Skin Temperature Using Semiparametric Time Series Regression: Insights from Spline, Fourier Series, and Mixed Additive Spline–Fourier Estimators
[NO] 966/1000 | An Aging Monitoring Method for IGBT Module Bond Wires Based on Frequency Characteristics of Transformer Neutral-Point Voltage
[NO] 967/1000 | STRAP: A Task-Level Autonomous Suture-Thread Pulling System for Robot-Assisted Minimally Invasive Suturing
[NO] 968/1000 | A Resistor-Free Power Divider With Wideband High-Isolation for Multilayer MIMO Applications
[NO] 969/1000 | Turning Noisy Auxiliaries into Valuable User Preferences: Uncovering False Negatives via Positive-Unlabeled Learning
[NO] 970/1000 | Special Issue on Arts and Robotics [From the Guest Editors]
[NO] 971/1000 | Prescribed-Time Adaptive Proportional-Integral Consensus Control of Mutiagent Systems via Reinforcement Learning
[NO] 972/1000 | IEEE Industry Activities Board Standards Meeting Held in Vienna in Conjunction With ICRA 2026 [Standards]
[NO] 973/1000 | Discrete Layered Entropy, Conditional Compression and a Tighter Strong Functional Representation Lemma
[NO] 974/1000 | Lightweight Women's Top Classification and Personalized Recommendation System Based on YOLOv8
[NO] 975/1000 | Knowledge Graph Modeling and Relationship Mining Research on the Evolution of the General Aviation Industry Ecosystem
[NO] 976/1000 | SpecOps: A Fully Automated AI Agent Testing Framework in Real-World GUI Environments
[NO] 977/1000 | PyXray: Practical Cross-Language Call Graph Construction through Object Layout Analysis
[NO] 978/1000 | Evaluating Generated Commit Messages with Large Language Models
[NO] 979/1000 | Beyond Final Code: A Process-Oriented Error Analysis of Software Development Agents in Real-World GitHub Scenarios
[NO] 980/1000 | Securing the AI Supply Chain: What Can We Learn From Developer-Reported Security Issues and Solutions of AI Projects?
[YES] 981/1000 | EmbedAgent: Benchmarking Large Language Models in Embedded System Development
[NO] 982/1000 | Perspective-Taking in Software Engineering: A Study on its Relationship to Team Performance
[YES] 983/1000 | MaCTG: Multi-Agent Collaborative Thought Graph for Automatic Programming
[NO] 984/1000 | Testing Deep Learning Libraries via Neurosymbolic Constraint Learning
[NO] 985/1000 | Personalized Carotid Hemodynamic Modeling Using Non-Invasive Ultrasound Data
[NO] 986/1000 | Robustness Evaluation and Denoising Optimization of Deep Learning Models for Brain Tumor MRI Classification Under Noisy Conditions
[NO] 987/1000 | A Fast Computation Method for SBR Electromagnetic Scattering Based on MPI Parallel Track
[NO] 988/1000 | Latent Diffusion Models for Probabilistic Permittivity Inversion and Structural Segmentation of Ground Penetrating Radar Images
[NO] 989/1000 | Contrastive Learning for Aspect Representation Towards Explainable Recommendation
[NO] 990/1000 | Intelligent Recognition of Rotary Mechanical Water Meter Readings by Fusing Multi-Object Spatial Topology and Color Semantics
