[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[NO] 1239/1678 | Integrated Energy System Optimization Incorporating User Demand Response
[NO] 1240/1678 | Objective Methods for Quality Assessment of Digital Television Images for Broadcasting and Applied Television
[NO] 1241/1678 | Multi-Sensor Observations of Nonlinear Internal Waves in the Kara Gates Strait
[YES] 1242/1678 | Bridging the AI-Human Gap in Programming Education: A Case Study on Structured Prompting and Content-Constrained Generation
[NO] 1243/1678 | APX-DREAM-CIM: An Approximate Digital SRAM-Based CIM Accelerator for Edge AI
[NO] 1244/1678 | Research on Key Technologies of Full-Stack Localized Power-Specific IoT Operating System
[NO] 1245/1678 | Heterogeneous Graph Attention Networks for Multi-Robot Task Allocation
[NO] 1246/1678 | AI for Emergency Department Predictions
[NO] 1247/1678 | Scholar API: Search and Recommendations for Academic Search
[NO] 1248/1678 | CheriMore: On-Demand Vertical Memory Expansion for Capability Serverless Runtime
[NO] 1249/1678 | TableMind: An Autonomous Programmatic Agent for Tool-Augmented Table Reasoning
[NO] 1250/1678 | Large Language Model Judged Self-Training for Named Entity Recognition
[NO] 1251/1678 | Forget Me, Not My Friends! Object Unlearning Based on Scene Graphs
[NO] 1252/1678 | Unlocking Scaling Law in Industrial Recommendation Systems with a Three-step Paradigm based Large User Model
[NO] 1253/1678 | Knowledge Distillation for Efficient Human Activity Recognition on Resource-Constrained Smartwatches
[NO] 1254/1678 | Analytical Modeling of Interior Permanent Magnet Machines with Auxiliary Notch Rotor
[NO] 1255/1678 | Meta and Multi-Task Learning for Action Recognition: A Survey
[NO] 1256/1678 | CSP Based Formal Specification of a Resource Allocation for Large-Scale Fog Computing
[NO] 1257/1678 | MCSim: A Discrete-Event Simulation Framework for Studying Multi-Cloud Networks
[NO] 1258/1678 | Impact of Parasitic Elements in Low-Energy Marx Generators
[NO] 1259/1678 | Effectiveness of a High-Velocity-Type Laminar Air Curtain Device for Moisture Isolation under EFEM Airflow Deflection during FOUP Door Opening
[NO] 1260/1678 | RBF-KAN: Radial Basis Function-Kolmogorov-Arnold Networks
[NO] 1261/1678 | A Novel
                    <i>L</i>
                    <sub>1</sub>
                    -and-
                    <i>L</i>
                    <sub>2</sub>
                    -Norm-Integrated Parameter Identification Model for Robot Calibration
[NO] 1262/1678 | A Labriform-Inspired Multi-Stable Soft Robotic Swimmer_supp1-3662591.mp4
[NO] 1263/1678 | IRAC 2025 Cover Page
[NO] 1264/1678 | IRAC 2025 Content Announcement Page
[NO] 1265/1678 | Efficient Training of Large-Scale AI Models Through Federated Mixture-of-Experts: A System-Level Approach
[NO] 1266/1678 | Modeling and Analysis of Ultrasonic Power Transfer Systems With Asymmetric Transducers
[NO] 1267/1678 | U-StegNet: a Unified Deep Network for Image Steganography
[NO] 1268/1678 | PromptTrack: Streaming Spatial-Temporal Prompt Learning for RGB-T Tracking
[NO] 1269/1678 | Audio Watermarking Method with Optimised Embedding Strength Based on DCT-SWT-SVD
[NO] 1270/1678 | Training-Free Dual Hyperbolic Adapters for Better Cross-Modal Reasoning
[NO] 1271/1678 | Output Synchronization via Intermittent Dynamic Event-Triggered Sampled-Data Security Control for Delayed Reaction–Diffusion Neural Networks
[NO] 1272/1678 | Power Supply Induced Jitter: Introduction and Recent Advances
[NO] 1273/1678 | PV Hosting Capacity Assessment of Storage-Integrated Distribution Systems With Constrained PV Curtailment and Load Shedding Under Fault Conditions
[NO] 1274/1678 | IEEE Transactions on Antennas and Propagation Information for Authors
[NO] 1275/1678 | Hybrid Event-Triggered Fuzzy Secure Consensus for PDE-Based Multi-Agent Systems Subject to Time Delays and Multiple Attacks
[NO] 1276/1678 | Preferential Bayesian Optimization with Crash Feedback
[NO] 1277/1678 | Soft Auxetic Fingertip (SAF) for Shape-Adaptive and Stable Grasping
[NO] 1278/1678 | Growth and microwave properties of FeSe thin films and comparison with Fe(Se,Te)
[NO] 1279/1678 | A New Dual-Component Magnetic Field Probe for EMI Test
[NO] 1280/1678 | Research on Artificial Intelligence Empowering Vocational Education Teaching Reform under the Background of Rural Revitalization
[NO] 1281/1678 | Overhead Prediction for PIM-Enabled Applications with Performance-Aware Behaviour Models
[NO] 1282/1678 | Design and Implementation of a Low-Power Standby Module Utilizing Acoustic Signal Detection
[NO] 1283/1678 | Grids Frequency Response Models and Their Applications: A Review
[NO] 1284/1678 | GenB Distance Learning: Interactive Web-Based Science Laboratory for Public Secondary Schools
[NO] 1285/1678 | On the Effectiveness of End-Users’ Data Backup Practices Against Data Corruption
[NO] 1286/1678 | Low Cost Methods for Estimating an Unknown Number of Sources for DOA
[NO] 1287/1678 | Detection and Analysis of Spurious Electromagnetic Fields in Indoor Telecommunication Networks
[NO] 1288/1678 | Profiling Teachers’ Digital Literacy: A Latent Profile Analysis and Its Relationship with Professional Titles
[NO] 1289/1678 | Medium-Long Term Balance Analysis Considering Extreme Scenarios at Multi-time Scales
[NO] 1290/1678 | Mathematical Modelling and Programming of the Torsion Test Process of Rods and Beams in the Further Improvement of the Automotive Industry Networks and Economy
[NO] 1291/1678 | KG-SA-GNN: Knowledge-Guided Self-Attention Graph Networks for Imbalanced Fault Detection in Smart Grids
[NO] 1292/1678 | Research on Node Evaluation Model of Disciplinary Knowledge Graph Based on Contrastive Learning Theory
[NO] 1293/1678 | Effect of Sensor Positions on Wearable Sensor-Based Fall Detection Using Deep Residual Network
[NO] 1294/1678 | Research on a Differential Threshold–Driven Coordinated Switching Mechanism for Dual-System Clearing in Electricity Markets
[NO] 1295/1678 | Evidence Use in Argumentative Essays: Comparing Student Writings and Deepseek-Generated Texts
[NO] 1296/1678 | Smart Road Infrastructure Using LiFi-Based Roadside Units for Next-Generation Vehicular Networks
[NO] 1297/1678 | A Novel Adaptive Learning Framework Integrating Item Response Theory, Bayesian Knowledge Tracing and Deep Learning with Confidence Calibrated Feedback
[NO] 1298/1678 | Amplitude recovery processing of ground penetrating radar data in seasonal freezing area
[NO] 1299/1678 | A QoS-Aware Routing Protocol for High-Speed Optical Networks Using Reinforcement Learning
[NO] 1300/1678 | Ethical Considerations of AI-Enabled Education
[NO] 1301/1678 | Machine Learning Driven Undergraduate Thesis Grade Prediction Supporting Educational Decisions
[NO] 1302/1678 | LiDAR-Guided Adaptive RSSI Filtering: An Approach for Coordination Target Selection in Multi-Robot Systems
[NO] 1303/1678 | An Improved Cloud Drift Optimization Based Two-Layer MPC for Economic Dispatch of Microgrids with Hybrid Energy Storage
[NO] 1304/1678 | Renewable Energy Absorption Capacity Assessment Method of Power System Based on Fine-Tuning Large Language Model
[NO] 1305/1678 | Peak–Valley Reduction and Ramp Suppression via Coordinated Thermal–BESS Control
[YES] 1306/1678 | Understanding the Amount of Changes Required for Merge Request Acceptance: An Empirical Study
[NO] 1307/1678 | Model for Distributing Radio Channel Bandwidth among 5G NR Network Slices Considering Traffic Self-Similarity
[NO] 1308/1678 | Anti-Eavesdropping Multicast GAN Steganography for Botnet Stealth Communication
[NO] 1309/1678 | From Policy to Practice: African AI Strategies and the Role of Computing Education in Human Capital Development "(Work in Progress)".
[NO] 1310/1678 | Accelerating Generative Recommendation via Simple Categorical User Sequence Compression
[NO] 1311/1678 | Assembling Your Personal AI Council in Yupp to Provide Multiple Perspectives
[NO] 1312/1678 | DDGCL: Dual Diffusion-based Graph Contrastive Learning for Recommendation
[NO] 1313/1678 | Calibration in Dynamic Recommender Systems
[NO] 1314/1678 | OPTIMA 2025 TOC
[NO] 1315/1678 | Foreword
[NO] 1316/1678 | A Security-Enhanced Precoding Scheme for RIS-Assisted THz Communication Systems
[NO] 1317/1678 | Impact of Torsional Vibration of Brushless Excitation Turbogenerator Shafting on the Parameters of Coaxial Exciter
[NO] 1318/1678 | CPAD: Continuous Pre-training for Infrared Images with Advances in Data, Preprocessing, and Paradigm
[NO] 1319/1678 | Geometry Aware Entropy Minimization Autofocusing Algorithm for UAV-based SAR
[NO] 1320/1678 | Privacy-Preserving Location-Based Service in Internet of Vehicles via Oblivious Transfer in Zero-Trust Framework
[NO] 1321/1678 | Low threshold single mode lasing from suspended membrane photonic crystal surface emitting lasers
[NO] 1322/1678 | Retrieval-Augmented Generation for Service Discovery: Chunking Strategies and Benchmarking
[NO] 1323/1678 | Metamaterial-Based Sensor with Integrated Real-Time Heartbeat and Respiration Monitoring for IoT-Enabled Clinical Applications
[NO] 1324/1678 | Prolonging Tool Life: Learning Skillful Use of General-purpose Tools through Lifespan-guided Reinforcement Learning
[NO] 1325/1678 | A Three-stack Silicon Wafer Direct Bonding MEMS Tilt Sensor with Less Than 0.005° Angle Repeatability
[YES] 1326/1678 | From Data Mirror to Smart Copilot: A Survey on NextG Semantic Communication for Propelling Digital Twin World into Cognitive Stage
[NO] 1327/1678 | Demand Biasing and Virtual Bidding Can Lead to Suboptimal Unit Commitment Under Uncertainty
[NO] 1328/1678 | FIGhost: Fluorescent Ink-based Stealthy and Flexible Backdoor Attacks on Physical Traffic Sign Recognition
[NO] 1329/1678 | Class Knowledge-Guided Lightweight Network for Salient Object Detection of Strip Steel Surface Defect
[NO] 1330/1678 | Self-Decoupled Dual-Band Dual-Polarized Shared Aperture Base Station Antenna Array
[NO] 1331/1678 | When Vehicle Crowd-Sensing Meets Complex Driving: Robust Illegal Roadside Parking Detections
[NO] 1332/1678 | Load Forecasting of Power System Based on Deep Neural Network and Digital-Twin
[NO] 1333/1678 | MTRAG: Multi-Target Referring and Grounding via Hybrid Semantic-Spatial Integration
[NO] 1334/1678 | DeepTimeGeo: Trajectory Reconstruction From Sparse Data With Transformer
[NO] 1335/1678 | Anomaly Detection for Generic Failure Monitoring in Robotic Assembly, Screwing and Manipulation_supp1-3664647.mp4
[NO] 1336/1678 | Sponsors
[NO] 1337/1678 | Message from General Chairs
[NO] 1338/1678 | 2025 IEEE 16th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)
[NO] 1339/1678 | WECE 2025 Preface
[NO] 1340/1678 | Low-Latency Real-Time Data Storage for Zigbee-Connected Autonomous Surface Vehicles
[NO] 1341/1678 | Improving the Generalization Performance of YOLO-Based Wildlife Detection Models in Camera Trap Images Using a Hyperparameter Tuning Framework
[NO] 1342/1678 | P-Q Coordinated Control Method for Optical Storage Coupled Inverter with Deep Reinforcement Learning
[NO] 1343/1678 | Artificial Intelligence Ethics Test for University Students: Design Principles, Content Validation, and Pilot Testing
[NO] 1344/1678 | Distributed Multi-View Environment Sensing in Wireless Communication Networks
[NO] 1345/1678 | Study on the Relationship Between Ground Spectral Sampling Variance and Observation Scale
[NO] 1346/1678 | An Exploratory Study on Redesigning Learning Activities for Engagement: Addressing Gen Z’s Diverse Needs in Open Distance Learning
[NO] 1347/1678 | How High- and Low-Achieving Students Use Generative Artificial Intelligence to Create Educational Videos
[NO] 1348/1678 | Evaluating AI-Assisted Performance Review Tools: A Framework for Fairness, Efficiency, and Usability
[NO] 1349/1678 | SAGE-HD: SPaT- and Grade-Aware Deep Reinforcement Learning for Eco-Safe Longitudinal Control of Connected Heavy-Duty Electric Vehicles
[NO] 1350/1678 | Adaptive Current Protection Scheme for Power Grids with Distributed Generation Integration
[NO] 1351/1678 | Development of a Hardware - Software Complex for Recognizing Objects and Determining the Distance to them Based on a Neural Network Model
[YES] 1352/1678 | BugBlaze: An Explainable Framework for Detecting Latent Defect Ignitions in Software Systems
[YES] 1353/1678 | Generative AI and Knowledge Graph Empowered Digital-Intelligent Collaborative Teaching System
[NO] 1354/1678 | Real-Time Traffic Monitoring Using AI-Powered IoT Sensor Networks for Smart Cities
[NO] 1355/1678 | Research on Overcurrent Mechanism and Suppression Strategy of Grid-forming Converters during Fault Recovery Stage
[NO] 1356/1678 | The double-sided impact of digital intelligence technology on higher education: Opportunities and challenges
[NO] 1357/1678 | New Designs for Voting Networks Based on the Boyer-Moore Majority-Finding Algorithm
[NO] 1358/1678 | Research on Multi-Objective Operation Optimization of Mine Area Photovoltaic-Wind-Storage-Hydrogen Systems
[NO] 1359/1678 | Analysis of Ecological Sensitivity in Kunming City Based on GIS and RS
[NO] 1360/1678 | Research on Key Technologies of Single-Sample Self-Learning Fault Detection for Electrical Equipment
[NO] 1361/1678 | Chaotically Initialized and Adaptively Disturbed Tunicate Swarm Algorithm (CIAD-TSA)
[NO] 1362/1678 | MELCOT: A Hybrid Learning Architecture with Marginal Preservation for Matrix-Valued Regression
[NO] 1363/1678 | Workshop on Benchmarking Causal Models (CausalBench)
[NO] 1364/1678 | RankGraph-Context: Empowering Different Industrial Recommendation System Stages
[NO] 1365/1678 | Counteracting the Delayed Conversions in OCPC with Survival Analysis
[NO] 1366/1678 | TimeMAE: Self-Supervised Representations of Time Series with Decoupled Masked Autoencoders
[NO] 1367/1678 | Generalization-enhanced Channel Estimation through Adaptive Interpolation and Multi-Task Learning–Based Denoising Network
[NO] 1368/1678 | Multi-View Aligned Clustering Via Sample-Bundled Optimization: Anchor Graph Enhancement and Contrastive Propagation
[NO] 1369/1678 | Auxiliary Innovation-Based Stealthy Attack Strategies Against Distributed State Estimation
[NO] 1370/1678 | High-Frequency Characterization and Modeling of Pulse Magnet via High-Precision Impedance Measurement and Neural Network-Based Parameter Identification
[NO] 1371/1678 | Semantic task offloading and resource allocation in UAV-assisted mobile edge computing network for disaster rescue
[NO] 1372/1678 | DOtA++: Unsupervisely and Collaboratively Detect Objects From Multi-Agent Observations With Multi-Modal Prior Constraints
[NO] 1373/1678 | A Robust Inversion Method for Cross-Sectional River Surface Flow Velocity with Zonal Adaptive Multi-Angle Pairing Using UHF Streamflow Radar
[NO] 1374/1678 | Fusing multi-sensor data to generate a highly integrated global solar-induced chlorophyll fluorescence (FSIF) time series
