[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
                    <i>r, q</i>
                    ) Distributed Electrons on the Formation of Monotonic Shock Structures in an Anisotropic Plasma
[NO] 868/1000 | Revisiting Flow Control in Node-Centric Datacenter Networks
[NO] 869/1000 | Author Index
[NO] 870/1000 | Conference Committee
[NO] 871/1000 | 118 (1571216203): 2D-DOA Estimation Based Sparse Billboard and T-Shaped Arrays
[NO] 872/1000 | A 2.4-GHz CMOS RF Energy Harvester With an Adaptive Power Management Unit Achieving 25-dB Input Power Range and 97.4% DC–DC Efficiency
[NO] 873/1000 | Explainable CNN-GRU Model with Self-Attention for Human Activity Recognition Using Wearable Sensors through Data Augmentation
[NO] 874/1000 | Sentinel Mode Using Sensor Fusion for Improving Security in Shared Vehicles
[NO] 875/1000 | Rolling Optimization Model for Power Systems Based on MultiScenario Probabilistic Assessment
[NO] 876/1000 | Study on Operational Strategy of Grid-Forming Energy Storage Participating in Multi-Level Joint Markets
[NO] 877/1000 | Multi-objective Optimization Framework for Controllable Circadian Rhythm LED Light Sources: A Comprehensive Spectral Design and Performance Evaluation System
[NO] 878/1000 | Performance Analysis of M-Type Barium Hexaferrite coated Artillery Shell for Radar Cross Section Reduction Applications
[NO] 879/1000 | Dynamic Modelling and Analysis of Adiabatic Compressed Air Energy Storage Discharging Process Under Multi-Mode Regulation
[NO] 880/1000 | Research on Reconfiguration and Low-Carbon Optimization of Wind-Solar-Thermal Power Coupled Distribution Network Based on Improved IWOA Algorithm
[NO] 881/1000 | AI and Yolo-Enabled Automated Traffic Management Framework for Emergency Vehicle Priority
[NO] 882/1000 | A Rule-Based Real-Time Security Monitoring Framework for Cross-Slice Isolation in 5G Networks
[NO] 883/1000 | A Robust Motor Imagery EEG Classification Framework Using Adaptive Channel–Window Selection and Temporal Feature Pooling
[NO] 884/1000 | Innovations in data stream processing by combining temporal databases with edge intelligence
[NO] 885/1000 | Design of a Variation-Resilient 2 MHz PWM Circuit for 28 nm Buck Converters Using an Error-Budget Approach
[NO] 886/1000 | Content-Path Optimization for TV News Programs
[NO] 887/1000 | A PUF-Based Security Framework for Fault and Intrusion Detection
[NO] 888/1000 | Research and Implementation of Automated Testing for Vehicle Remote Diagnosis
[NO] 889/1000 | Hybrid Video Enhancement Framework Using Generative Convolutional Vision Transformer
[NO] 890/1000 | Smart Street Lighting System Using AI, Computer Vision, and IoT for Energy Efficiency and Sustainability
[NO] 891/1000 | Secure Healthcare Framework Using Biometric Fingerprint Authentication and Generative AI for Electronic Health Record Management
[NO] 892/1000 | An Improved LCL Filter Design with Passive Damping for Smartgrid and Microgrid Applications with Lower Losses
[NO] 893/1000 | Research on Regional Electricity Consumption Forecasting Based on the Coupled LMDI-STIRPAT-System Dynamics Model
[NO] 894/1000 | Opinion Modeling of Social Media Comments Based on LSTM Sentiment Analysis
[NO] 895/1000 | Perceptual and Structural Similarity-Driven Loss for Improving Unified Rain Removal
[NO] 896/1000 | Optimization Method for Static Voltage Stability in Distribution Systems Considering the Adjustable Capability of Distributed Resources
[NO] 897/1000 | Energy-Efficient Wireless Charging Architecture Using LLC Resonant Converter and Synchronous Rectification for Portable Devices
[NO] 898/1000 | Research on the Application of Big Data Deep Learning in Traceability and Risk Assessment in Clean Label Certified Food Supply Chains
[NO] 899/1000 | Comparative Computational Study on Optimal Path Planning for an UAV
[NO] 900/1000 | Heat Prediction and Control in Smart Phones Using Machine Learning
[NO] 901/1000 | Automated Detection of 3D Video Formats for Mixed Reality Headsets: A Feature Matching Approach Using Epipolar Geometry and Disparity Analysis
[NO] 902/1000 | MAR-MHNet: A Shipborne Crew State Monitoring Framework Integrating Cross-Modal Reliability- Aware Attention and Adaptive Threshold
[NO] 903/1000 | Design of Buck Converter Integrated Circuit in 180nm SCL Technology with CMOS Logic
[NO] 904/1000 | A Machine Learning and Explainable AI-Based Stroke Risk Prediction Approach With SHAP Based Advanced Interpretability
[NO] 905/1000 | TCN-KAN: A Parameter-Efficient and Causal Neural Network for Nonlinear Active Noise Control
[NO] 906/1000 | Research on Complex Time Series Prediction Algorithm Based on ENA-SARIMA-LSTM Combined Model
[NO] 907/1000 | Evaluating Conformal Antenna Arrays for Microwave Head Imaging
[NO] 908/1000 | Computational Framework for Multi-Dimensional Parameter Prediction and Complex System Optimization Based on Weighted Ensemble Learning and NSGA-II Algorithm
[NO] 909/1000 | Research on Intelligent AI-Based Telephone Billing System Architecture and Application in Utility Services
[NO] 910/1000 | Stabilization of an 8-DoF Wheeled Bipedal Robot via Whole-Body Control with Integrated LQR and MPC
[NO] 911/1000 | Machine Learning-Based Fraud Detection in Healthcare Insurance with Optimized Storage in Blockchain Using Zero-Knowledge Proofs
[NO] 912/1000 | Fault Diagnosis of Three-Phase T-Type Multilevel Inverter Based on Variance Analysis
[NO] 913/1000 | Parameter Estimation of DC-DC Buck Converter Using Particle Swarm Optimization Algorithm
[NO] 914/1000 | Intelligent Analytical Framework for the Design of Interior Permanent Magnet Synchronous Motors Toward Renewable and Mobility Integration
[NO] 915/1000 | A Large-Scale Model Driven Framework for Automated Generation of Educational Video Courses: Application in the Tobacco Industry
[NO] 916/1000 | A Low Cost Distributed Computing Cluster for Power Electronics
[NO] 917/1000 | An Assessment of Teachers' TPACK Integration in Classroom Instruction: Implications for 21
                    <sup>St</sup>
                    Century Teaching Practices
[NO] 918/1000 | Bayesian Echo State Networks for Uncertainty Estimation in Dynamic Systems
[NO] 919/1000 | Multimode Operation of Grid-Tied Voltage Source Converter with Synchronous Harmonic Decomposition and Regulation
[NO] 920/1000 | Fuzzy Manifold Transfer Learning for Remaining Useful Life Prediction of Li-Ion Batteries
[NO] 921/1000 | Research on Power Allocation Strategy of Flywheel Energy Storage Array Based on Model Predictive Control
[NO] 922/1000 | FAC-Diff: A Feature-Augmented Conditional Diffusion Model for Spatio-Temporal Imputation
[YES] 923/1000 | Compiler.next: A Search-Based Compiler to Power the AI-Native Future of Software Engineering
[NO] 924/1000 | Unbalanced and balanced competition strategy-assisted dual-swarm optimizer for constrained multi-objective optimization
[NO] 925/1000 | Joint Reconstruction of Building Layouts and Concealed Targets via Structural-Prior-Guided Compressive Sensing
[NO] 926/1000 | Extending the field of view in modulation-based X-ray phase microtomography
[NO] 927/1000 | An Improved Ion-Shuttling Approach for QCCD Architectures
[NO] 928/1000 | National Advisory Committee: ICTCT 2025
[NO] 929/1000 | Maximizing Revenue in Roadside Green Edge Server System
[NO] 930/1000 | Development of Self-Compensated Thin-Film Strain Gauges Suitable for Applications From Room Temperature to 1200°C
[NO] 931/1000 | Dust to Tower: Prior-Driven Coarse-to-Fine Photo-Realistic Scene Reconstruction from Sparse Uncalibrated Images_supp1-3677463.mp4
[NO] 932/1000 | Seismic Data Deblended with Curvelet-Based Multi-level Texture Perception and Regularization
[YES] 933/1000 | Double-Scale LLM Cooperation for Internet of Agents-Oriented Robot Scenarios
[NO] 934/1000 | Transforming Manufacturing Execution Systems with Large Language Models and Multi-Modal Processing
[NO] 935/1000 | Deep Multi-Channel Signal Decoding with Cascaded Latent-space Fidelity Boosting for Precision Medicine
[NO] 936/1000 | A Hybrid Regenerative Braking Strategy in BLDC Motor Driven Electrical Vehicles
[NO] 937/1000 | Snow Ablation Inspired Metaheuristic Algorithm for MPPT in Solar PV System
[NO] 938/1000 | Modulation and Control Technique for a Reconfigurable Capacitor-based DAB Converter in EV Applications
[NO] 939/1000 | Mechanism and Modeling of Radiated EMI Measurement Using Current Transformers
[NO] 940/1000 | Guardian Angel - A Real Time Emotion-Aware Monitoring System
[NO] 941/1000 | Enhancing Forest Fire Detection: Lightweight YOLOv8-AEC with EMA, CSPPC and Adown for Multi-Scale Targets
[NO] 942/1000 | Indigenous Design and Development of Digital Controller-Integrated SiC Inverter for High Performance Induction Motor Drives
[NO] 943/1000 | Intelligent Aerial Surveillance with Gesture Recognition and Alerts System
[NO] 944/1000 | Design of a 2 Port Multi-Band Antenna for Sub-6 GHz 5G Wireless Devices
[NO] 945/1000 | Frequency-Aware Personalized Multi-Annotator Medical Image Segmentation with Mixture of Experts
[NO] 946/1000 | Complex-Valued Orthogonal Superposition Encoding for Quantum Image Transmission
[NO] 947/1000 | Two-View Honeypot Framework for Behavioral Analysis of Consumer IoT Attack Campaigns
[NO] 948/1000 | Autonomous VTOL Drone Solution for Vegetation Overgrowth and Early Wildfire Detection
[NO] 949/1000 | Hybrid Cascade Delegation Vulnerability: A New Threat to Consumer Electronics
[NO] 950/1000 | Accurate Index-based Elemental Image Mapping for Light Field Display
[NO] 951/1000 | Smart Quality Monitoring System for Edible Oils
[NO] 952/1000 | Parametric Analysis of Resonant Compensation Networks for Low-Power Wireless Charging in Urban Electric Vehicles
[NO] 953/1000 | Harnessing Generative AI for L2 Written Corrective Feedback: A Systematic Review of Current Research and Future Direction
[NO] 954/1000 | Research on Multi-Sensor Fusion-Based Gate Operational Status Monitoring and Early-Stage Disease Warning Technology
[NO] 955/1000 | A Metric-Based Framework for Microwave Breast Imaging Array Design
[NO] 956/1000 | Hierarchical Inverse Kinematics for Seated Virtual Avatars: A Real-Time Motion Smoothing Algorithm Using FinalIK
[NO] 957/1000 | Hybrid Compute-in-Memory Architecture for Edge AI: Navigating the Precision-Power-Latency Through Optimization Techniques
[NO] 958/1000 | Performance Enhancement of 3D Indoor Terahertz Communication System via Software-Aided Signal Processing and OTFS
[NO] 959/1000 | Efficiency Comparison of Si and GaN-based External Power Supplies for Consumer Electronics in the Light of New Efficiency Regulations
[NO] 960/1000 | A Study of Reinforcement Learning Models for Computer Vision in Educational Scenarios
[NO] 961/1000 | Analysis of Traffic Flow Problem Based on K-Means Clustering Algorithm
[NO] 962/1000 | A Novel Power Sources Planning Method under Extreme Weather Events with Constrained Renewable Energy Sources Outputs
[YES] 963/1000 | BlockGuard: A PureChain Safety Framework for Agent Validation in Mission-Critical Systems
[NO] 964/1000 | Understanding Body Shape from Numbers: A Sequential Attention Approach Using Anthropometric Data
[NO] 965/1000 | High Density Anomaly Collection Technology for Collaborative Offline Line Loss Data in Cloud Management Edge End
[NO] 966/1000 | Comparative Evaluation of Low-Cost Microcontrollers for Real-Time Control on an Inverted Pendulum
[NO] 967/1000 | Application of 3D Scanning Technology in Automatic Inspection of Commodity Packaging
[NO] 968/1000 | Ensemble Learning Framework for Prosumer Energy Pattern Prediction: Integrating AI with Renewable Energy Systems for Power Dispatching
[YES] 969/1000 | Mono Instruction Set Computer design using a high-level hardware description language
[NO] 970/1000 | Educational Concept Discovery Using Nonnegative Matrix Factorization in Curriculum Mining Systems
[NO] 971/1000 | A New Fault Detection Method of UAVs Based on Compressed Vibration Signal
[NO] 972/1000 | Nutrition-Aware and Climate-Responsive Crop Rotation Modeling in Indian Agriculture
[NO] 973/1000 | A Method for Carbon Emission Quantification Data Correction in the Power Industry Chain with Artificial Intelligence Support
[YES] 974/1000 | GEN AI Enabled Wearable for Early Detection of Sleep Apnea Using NXP I.MX RT1060 and GW1N- LV1LQ144C6/I5 FPGA
[NO] 975/1000 | Finite Element Analysis of a Human Body Communication Channel with a Wrist-Worn Transmitter and Grounded Receiver
[NO] 976/1000 | Variable Transformer Turns Dual Active Bridge Converter with Reduced Current Stress for Battery Charging Applications
[NO] 977/1000 | Enhanced Deep Learning Framework for Lung Disease Detection Using Optimized Segmentation and Classification of Chest X-Ray Images
[NO] 978/1000 | Organizing Committee
[NO] 979/1000 | SPS-CAM: Change Detection for Heterogeneous Images with Dual-Alignment and Cross-Attention
[YES] 980/1000 | Invited: Infusing EDA Knowledge into LLM Systems: An Information-Source Perspective
[NO] 981/1000 | Multi-Level Interconnect Planning for Signal-Power-Thermal Integrity in 2.5D/3D Integration
[NO] 982/1000 | 2026 Second International Conference on Intelligent Systems for Communication, IoT and Security (ICISCoIS)
[NO] 983/1000 | The electromagnetic calculation and mechanical evaluation of CFETR CSMC under transient extreme operation
[NO] 984/1000 | 3GPP RedCap Non-Terrestrial Networks: Direct-to-Device Feasibility Study
[NO] 985/1000 | Decentralized Coordination of Household Energy Flexibility in Virtual Power Plants
[NO] 986/1000 | A New Active Capacitor-Embedded Pulsed Load Power Supply for Pulsed Power Suppression
[NO] 987/1000 | A Novel Control Strategy for Grid-connected Cascaded Multilevel Inverters Improving Resilience with Flexible Neutral Shift
[NO] 988/1000 | Electrical Design and Application of Air-cooled Control System for Ultra-high Voltage Power Transformers Based on PLC
[NO] 989/1000 | A Novel Coordinated Optimisation Control Method for Power System Generation, Transmission, Load and Storage Based on Multimodal Large Models
[NO] 990/1000 | Interpreting Subtle Facial Cues in Elephants: A Deep Learning Approach to Emotional State Recognition
[NO] 991/1000 | Comparing LSTM and ARIMA Approaches for Stock Price Forecasting with a Streamlit-Based Interactive Interface
[NO] 992/1000 | Optimized Design of Planar High-Frequency Magnetics for DPS Modulated Dual Active Bridge Converter
[NO] 993/1000 | hHand-Covered PIN Authentication for Virtual Reality Headsets with Tangible Touch Feedback
[NO] 994/1000 | LeukoLite: A Lightweight and Robust CNN for Smartphone-Based Leukemia Diagnosis
[NO] 995/1000 | Lightweight Infrared Defect Detection Network for Substation Equipment Based on Wavelet-Driven Structured Pruning
