[2026-08-17 22:23:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-16
正在获取论文...
[ACM] 2026-8-17 | Introduction to the Special Section on USENIX FAST 2025
[NO] 833/1000 | MCB-SwinUNet: attention-gated skip fusion framework for multi-crop leaf lesion segmentation with cross-domain generalization and boundary accuracy
[NO] 834/1000 | An Explainable Swin Transformer–Ensemble Framework for Multiclass Alzheimer's Disease Stage Classification from MRI
[YES] 835/1000 | AI-Augmented Test Automation: A Hybrid Framework for Intelligent Regression Testing
[NO] 836/1000 | Multimodal Dynamics Modeling and Fusion for Human-Machine Interaction in Attention-Motion Training
[NO] 837/1000 | Gearbox Fault Diagnosis: A Comprehensive Review of Signal Processing and Machine Learning Approaches
[NO] 838/1000 | Integrating Predictive Sampling and Diffusion Policy for Adaptive Control in Simulated Robotic Arms
[NO] 839/1000 | A Polar Coordinate Lane Detection Algorithm Fusing Geometric and Structural Features
[NO] 840/1000 | A Simple Approximation of KAN—A Case Study Based on Input-Side Quadratic Term Augmentation
[NO] 841/1000 | Asynchronous Visual-Inertial Motion Parsing via Sparse Differential Dynamics for Agile Mobile Platform
[NO] 842/1000 | SOC-Aware Adaptive Control of Lithium-Ion Batteries Based on EKF Estimation and PSO-Optimized PI Regulation
[NO] 843/1000 | Bilingual End-to-End Neural Diarization for Kazakh-Russian Code-Switched Speech
[NO] 844/1000 | Author Index
[NO] 845/1000 | Efficient Dragon Fruit Detection with SF2D-Net: An efficient model architecture for dragon fruit detection in Adversarial environment
[NO] 846/1000 | NotPetya: Anatomy of a Cyberweapon Disguised as Ransomware
[NO] 847/1000 | Carbon Nanotube-Dependent Electrical and Piezoresistive Performance of Hydrogel-Based Flexible Strain Sensors
[NO] 848/1000 | A Cost-Oriented Study of Single-Model and Ensemble Learning for Five-Class Surface Defect Classification in Automotive Production Lines
[NO] 849/1000 | Research on Bp Neural Network Image Compression Algorithm Based on Stochastic Gradient Descent
[NO] 850/1000 | Active Domain Adaptation Under Concept Shift
[NO] 851/1000 | Overhead Minimization in STAR-RIS-Enhanced UAV-Assisted Maritime MEC Networks: A SE-HPPO Approach
[NO] 852/1000 | SGA-Mamba: A Spectral-Guided Asymmetric State Space Model for Hyperspectral Image Classification
[NO] 853/1000 | 2026 International Conference on Advanced Computing and Knowledge Engineering (ICACKE)
[NO] 854/1000 | Index of Authors
[NO] 855/1000 | Research on Intelligent Defect Detection of Wind Turbine Blades Based on Computer Vision and Improved RT-DETR
[NO] 856/1000 | Electric Vehicle Load Forecasting Based on Probabilistic Modeling and Deep Learning
[NO] 857/1000 | Comparative Analysis of Resource-Constrained MP- LS and Neural Network DPD in Deep Saturation
[NO] 858/1000 | Prescribed Performance Control of Active Suspension for Three-Axle Vehicles Considering Uncertain Dynamics
[NO] 859/1000 | Research on Multi-Metric Switching Strategy for Ku/Ka Dual-Band Satellite Communication Links
[NO] 860/1000 | APS-YOLO for UAV-Based PPE Small Object Detection in Complex Industrial Scenes
[NO] 861/1000 | Enhance 3-D Visual Grounding Through LiDAR and Radar Point Clouds Fusion for Autonomous Driving
[NO] 862/1000 | A Hybrid NSGA-III and Reinforcement Learning Algorithm for Truck-Drone Emergency Delivery in Damaged Road Networks
[NO] 863/1000 | An
                    <i>n</i>
                    -Dimensional Discrete Chaotic Model and Its Application
[NO] 864/1000 | IEEE Open Access Publishing
[NO] 865/1000 | Online Scheduling with Zygote Container for Tackling Cold Start in Serverless Functions_supp2-3724052.pdf
[NO] 866/1000 | Benchmarking Input Strategies and Hybrid Loss Functions for Multi-Sequence Abdominal MRI Segmentation
[NO] 867/1000 | Architecture Design of a Synergistic Rehabilitation System Integrating Motor Assistance and TEAS based on Continuous sEMG Decoding
[NO] 868/1000 | Joint Pilot Overhead and Robust Beamforming Design for RIS-Assisted Hybrid-Field Communications Under Imperfect CSI
[NO] 869/1000 | Intelligent Multi Broker Slice as a Service Architecture for Cross Domain Mobility Continuity in 6G Networks
[NO] 870/1000 | Few-Shot Cross-View Gait Recognition Based on Meta-Learning and Generative Adversarial Networks
[NO] 871/1000 | Mechanical Design and Performance Validation of a Wet Friction Simulation Test Bench for ECMO Supported centrifugal pump
[NO] 872/1000 | Prediction of Conducted Emissions in Electric Vehicle eAxles Using Modal Decomposition and an Enhanced Motor Model
[NO] 873/1000 | IEEE Transactions on Medical Robotics and Bionics Publication Information
[NO] 874/1000 | Cloud-Edge Collaborative Adaptation for Vision-Language Model via Compact Prompt Optimization
[NO] 875/1000 | Towards Improved Adaptive Estimation Accuracy: Auxiliary Filters and Heavy–Ball Dynamics
[NO] 876/1000 | Towards a Higher-Order Bialgebraic Denotational Semantics
[YES] 877/1000 | Semantically-Equivalent Transformations-Based Backdoor Attacks against Neural Code Models: Characterization and Mitigation
[NO] 878/1000 | A Secure UAV Communication Scheme Based on SM2 Certificateless Signcryption
[NO] 879/1000 | A High-Precision YOLOv8 Detection Model for Detecting Microscopic Surface Defects on PCBs
[NO] 880/1000 | Comparative Analysis of GaAs pHEMT VCO Types
[NO] 881/1000 | Cylinder Head Defect Segmentation Algorithm Based on Deeplabv3+
[NO] 882/1000 | Research on Object Recognition in Complex Backgrounds Based on the Improved YOLOv8n
[NO] 883/1000 | Robust PMSM Speed Regulation Under Full-State Constraints
[NO] 884/1000 | Joint Trajectory and FAS Port Selection Optimization for Resilient Maritime UAV Networks with Blockchain-Enabled PLKG Authentication
[NO] 885/1000 | Research and design of intelligent defect detection system for magnetic connector
[NO] 886/1000 | GI-Det: Joint Polyp-Instrument Detection and Motion Guidance for Endoscopic System
[NO] 887/1000 | Design of bionic joints with single-cone dielectric elastomer and motion performance of quadrupedal bionic robot
[NO] 888/1000 | Tokenizer Compression for VHR-SAR Scattering Centers Constrained by Metric Relations
[NO] 889/1000 | A systematic optimal design approach of dual-motor coupling drive system
[NO] 890/1000 | A Hierarchical Reinforcement Learning Framework with Action Masking and Teacher Guidance for Dynamic Scheduling
[NO] 891/1000 | Automated Security Assessment and Risk Scoring for IoT Devices via Network Scanning
[NO] 892/1000 | Finite-Time Formation Control of Multiple Underactuated Ships Based on Information-Guided Event-Triggered Mechanism
[NO] 893/1000 | Improved YOLOv11 for High-Precision Instance Segmentation in Aircraft Intake Inspection Robots
[NO] 894/1000 | Intelligent Detection of Moldy Tobacco Based on Multi-Color Illumination and Image Recognition
[NO] 895/1000 | Machine Learning Algorithms for Bearing Fault Diagnosis Using Time-Domain Features
[NO] 896/1000 | Failure Modes Analysis of High-Speed Permanent Magnet Generator Rotor
[NO] 897/1000 | TeaShootNet: An Attention-Enhanced YOLOv10 Model for Precision Tea Shoot Detection and Growth Monitoring
[NO] 898/1000 | Large-Small Model Collaboration over LEO Satellite Networks: A Multi-Agent RL Approach
[NO] 899/1000 | OneBEV++: Towards Unifying Bird's-Eye-View Semantic Mapping with Panoramas_supp1-3719109.pdf
[NO] 900/1000 | Experimental Active Vibration Control of a Cantilever Beam Using Particle Swarm Optimization
[NO] 901/1000 | DFAST-DETR: An End-to-End Small Object Detection Model for Drone Images Based on Dynamic Filtering and Adaptive Sparse Transformer
[NO] 902/1000 | Front Cover
[NO] 903/1000 | Network-Aware Intelligent Transport Optimization with Constraint-Based Route Sequencing: An Enterprise AI Integration Framework for Sustainable Urban Logistics
[NO] 904/1000 | Surface Functionalization of Phragmites Australis Fibers with CTAB
[NO] 905/1000 | IEEE Transactions on Medical Robotics and Bionics Information for Authors
[NO] 906/1000 | Optimal Linear Deception Attacks for Maximizing the Remote Terminal Estimation Error in Networked Control Systems
[NO] 907/1000 | Modeling and Simulation of Combiner Boxes for Offshore Photovoltaic System
[YES] 908/1000 | Scalable Reinforcement Learning for Industrial Analog Circuit Sizing: A Curriculum Learning Approach
[NO] 909/1000 | Evaluating Lexical and Semantic Features for Unsupervised Text Clustering
[NO] 910/1000 | A Self-Organizing Control System for a Nonlinear Spacecraft under Cyber-Physical Uncertainties in the Disaster Class Hyperbolic Umbilic
[NO] 911/1000 | Proposal of a Position–Force Switching Process for Automating Non-Routine Grinding Using a Collaborative Robot: Experimental Verification of Low-Stiffness Compliance for Stable Finishing
[NO] 912/1000 | Modulating Multimodal Emotional and Social Perception of Huggable Robot Expressions Through Chest Haptics_supp1-3723858.pdf
[NO] 913/1000 | A New Scheme of Images Acquisition and Processing Day/Night Video Surveillance System
[NO] 914/1000 | Behavioral Risk Scoring for Predicting User Vulnerability to Social Engineering Attacks: A Random Forest and Isolation Forest Hybrid Approach
[NO] 915/1000 | Cross Environment Human Activity Recognition Using Seismic Vibration Features and Ensemble Classifiers
[NO] 916/1000 | Correction Forest: A Misclassification Correction model for Reducing the Total Error Rate of IIoT Network Intrusion Detection
[NO] 917/1000 | A Malicious Information Propagation Model Based on Generative Adversarial Network and Sparse Representation
[NO] 918/1000 | Multibeam Shaped Array-Fed Reflectors for Enhanced Spatial Power Combining Efficiency
[NO] 919/1000 | AffectSpeech: A Large-Scale Emotional Speech Dataset with Fine-Grained Textual Descriptions for Speech Emotion Captioning and Synthesis
[NO] 920/1000 | Q-CFH-Net: Quantization-Aware Coarse-to-Fine Hybrid Channel Seeding for CSI Feedback
[NO] 921/1000 | When Model Editing Meets Service Evolution: A Knowledge-Update Perspective for Service Recommendation
[NO] 922/1000 | HAP-Centric Flying Ad-Hoc Networks With Cell-Free Non-Terrestrial Connectivity
[NO] 923/1000 | A Family of Perfect Polyphase Codes with Good Aperiodic Autocorrelation Performances
[NO] 924/1000 | Multi-Aspect Knowledge-Enhanced Dermatological Vision-Language Pretraining with Multi-Agent Data Generation
[NO] 925/1000 | ISRL: An Integrated Safety-aware Deep Reinforcement Learning Framework for Autonomous Driving
[NO] 926/1000 | Adaptive Nonlinear Gain Single-Neuron PD Control for Quadrotor Attitude Regulation
[NO] 927/1000 | Direction-Context and Quality-Aware YOLOv8 for Steel Surface Defect Detection
[NO] 928/1000 | AI-Driven Optimization of Multisine Waveforms for Intelligent and Energy- Efficient SWIPT Systems
[NO] 929/1000 | CardiffNav: A GNSS-centric Multisensory Dataset for Robust Localisation in Diverse and Challenging Environments
[NO] 930/1000 | Model Predictive Control for Vehicle Speed Based on LiDAR Sensor Data for Autonomous Vehicle Systems
[NO] 931/1000 | TCPA-MedMTL: A Task-Conditioned Prototype Adapter for Multi-Task Medical Image Classification
[NO] 932/1000 | Uncertainty Quantification and Calibration in Retinal OCT Classification with CNN and MLP-Mixer Models
[NO] 933/1000 | Fault Detection in Unbalanced Data of Brushed DC Motor Worm and Helical Gears for Automotive Applications Based on CNN-LSTM-Attention
[NO] 934/1000 | Adaptive Single-Drive Knee Rehabilitation Robot with Sensorless Interaction
[NO] 935/1000 | Convolutional Neural Network Approach to Intrusion Detection in Wireless IoT Networks
[NO] 936/1000 | Preliminary Study on the Development of a Wearable sEMG System for Muscle Activity Analysis During Elbow Flexion
[NO] 937/1000 | Security Challenges and Countermeasures in Next-Generation Networking: A Comprehensive Survey of 5G, 6G, SDN, and NFV Vulnerabilities
[NO] 938/1000 | Dynamics Simulation and Analysis of a Self-Propelled Pipeline Robot for In-Pipe Inspection of Urban Gas Pipelines
[NO] 939/1000 | Numerical Investigation of High Sensitive Tungsten Disulfide Nanocoated Surface Plasmonic Resonance Microfluidics Biosensor for the Detection of Acute Myocardial Infarction Biomarker
[NO] 940/1000 | Implementation of a Lithium-Ion Battery Fault Detection Method Based on a Luenberger Observer and CNN
[NO] 941/1000 | MudiNet: A Task-Guided Disentanglement Network for Robust Multipath-Assisted Positioning in Diffuse Environments
[NO] 942/1000 | A 2.4 GHz LC-VCO Fractional-N Phase Locked Loop Open-Source Design in 130-nm BiCMOS
[NO] 943/1000 | A Method for Extracting Electrocardiogram Signals Based on VMD Combined with Improved Wavelet Thresholding
[NO] 944/1000 | Intelligent Air Route Optimisation for UK Domestic Aviation Through Machine Learning-Based Passenger Demand and Load Factor Analytics
[NO] 945/1000 | Research on Improved Weighted Smoothed A* Obstacle Algorithm for Offshore Photovoltaic Inspection Robot
[NO] 946/1000 | LLM-Assisted PSO for Structural Lightweight Optimization of Robotic Manipulators
[YES] 947/1000 | Design and FPGA Synthesis of a Majority Logic Approximate Multiplier
[YES] 948/1000 | AICL Co-pilot: A Hybrid Framework for Hierarchical Analog IC Layout Automation
[NO] 949/1000 | Energy-Efficient UAV Trajectory Planning for Water Quality Monitoring Using a Hybrid NN–2Opt Approach
[NO] 950/1000 | An Optimized ResNet18-Based Approach for Cassava Leaf Disease Recognition
[NO] 951/1000 | Design and Kinematic Simulation of a Butterfly-Inspired Flapping-Wing System Driven by a Single-Motor Multi-Linkage Mechanism
[NO] 952/1000 | Cross-View Token-Enhanced Neural Radiance Fields for Sparse-View Novel View Synthesis
[NO] 953/1000 | An Elastic Memory Path Guidance-based Navigation System for Vascular Interventional Robots
[NO] 954/1000 | Experimental Identification of Motor Parameters for Energy-Efficient Kite Traction Systems
[NO] 955/1000 | Cognitive State Recognition Model and Adaptive Control Mechanism of Elderly-Friendly Immersive Interactive System
[NO] 956/1000 | Mitigating Load Intermittency for BESS Integration: A Novel Hybrid Harmony Search-Fuzzy Forecasting Approach in a Jakarta Commercial Office Building
[NO] 957/1000 | AIGC Style Transfer and High-Fidelity Image Generation Method for Zhuang Brocade Patterns Based on Controlnet and Style-Decoupled Loss Function
[NO] 958/1000 | Role-Based Agentic AI for Intent-Driven Network and Service Orchestration
[NO] 959/1000 | Stability-Constrained Machine Learning for Decision Making Under Limited Data
[NO] 960/1000 | Cascaded MPC with Kinematic-Dynamic Dual-ESO for Trajectory Tracking of Tracked Vehicles
[NO] 961/1000 | Impact Assessment Model for Neuro-Symbolic AI Security Attacks
[NO] 962/1000 | Disease-Aware Image Captioning for Mango Leaf Disease Identification Using a Hybrid EfficientNet-LSTM Framework
[NO] 963/1000 | Development of a Web-Based Digital Twin Module for Smart Manufacturing and Logistics
[NO] 964/1000 | Hybrid Jaya-Differential Evolution Algorithms for Engineering Design Optimization Problems
[NO] 965/1000 | MindEcho: A Psychological Stress Perception and Early Warning System for College Students Based on Multi-Source Text Mining
[NO] 966/1000 | Physics-Informed Neural Networks Integrating Learnable Scaling Factors with Hard Constraints and its Application in Nuclear Reactor Criticality Calculations
[NO] 967/1000 | Dynamics of Soil Fertility and Intelligent Irrigation Control in a Portable IoT-Based Smart Farming System
[NO] 968/1000 | Time Series Data Preprocessing and Comparative Machine Learning Study for Temperature Prediction Using Meteorological Data
[NO] 969/1000 | Low-Light Image Decoupling Feedback Enhancement Network Based on Channel-Independent Windmill Convolution
