[2026-09-25 00:18:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-24
正在获取论文...
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[NO] 778/1000 | RAFT: Relative-Pose-Aware Flexible Aerial Tracking of a Moving Target in Cluttered Environments
[NO] 779/1000 | Multimodule EV Charging: Communication Protocols Extension and Cloud-Based Optimization
[NO] 780/1000 | Do electric vehicle charging policies shape driver behavior? Field evidence from a large university charging network
[NO] 781/1000 | Evaluating the Impact of a Load Admittance Approximation in Transient Stability-Constrained Optimal Power Flow
[NO] 782/1000 | From ±120 kV BTB HVDC Experience to the Design of a ±525 kV 2 GW GFM HVDC System for Korea’s West-Coast Energy Highway
[NO] 783/1000 | Cyber-Physical-Social Intelligence for Community Energy Systems: Behavior-Integrated Multiagent Reinforcement Learning
[NO] 784/1000 | Blending Surrogates for Energy System Modeling
[NO] 785/1000 | Author response for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[NO] 786/1000 | Latent World Fly: Self-Supervised Latent World Modeling for Plan-Consistent UAV Navigation
[NO] 787/1000 | Masthead
[NO] 788/1000 | From Sensing to Processing: Integrated Resource and Computation Allocation for Vehicular URLLC in O-RAN Cell-Free Massive MIMO with MEC_supp1-3733351.pdf
[NO] 789/1000 | Front Cover
[NO] 790/1000 | DKF-YOLO: Dynamic Kernel Fusion with Attention-Guided Feature Interaction for Landslide Detection in Complex Terrains
[NO] 791/1000 | Multilayered Magnetic Recording Media Enabled by a Pt
                    <sub>1-x</sub>
                    Ta
                    <sub>x</sub>
                    Intermediate Layer
[NO] 792/1000 | Demonstration of a Circularly Polarized Antenna Using Self-Biased Ferrite
[NO] 793/1000 | 3-D Shape Reconstruction for a Flexible Needle Considering Temperature and Torsion Compensation Using FBG Sensors_supp1-3722064.pdf
[NO] 794/1000 | Amplitude-Phase-Frequency Block Modulation for OFDM-ISAC with SI-Free PAPR Reduction and Pilotless Sensing
[NO] 795/1000 | Vec2Null: Structured Identity Vectorization and Nulling for One-Shot Face Unlearning
[NO] 796/1000 | A Socially Assistive Robot for Delirium Prevention in Older Inpatients: Study Design and Feasibility Results
[NO] 797/1000 | WGAN-GP Based Generation and Verification of Partial Discharge Signals in Gas-Insulated Switchgear
[NO] 798/1000 | MVP: Mapping View-bias with Prompts for Aerial-Ground Person Re-identification
[NO] 799/1000 | Reconfigurable Indoor Optical Wireless Communication (OWC) System Employing Space- and Mode-Division Multiplexing Using Integrated Silicon Photonic Demultiplexer Receiver
[NO] 800/1000 | HypSCA: A Hyperbolic Embedding Method for Enhanced Side-channel Attack
[NO] 801/1000 | Adaptive Resilient Event-Triggered Distributed Load Frequency Control for IT2 T-S Fuzzy Power Systems Under Non-Periodic DoS Attacks
[NO] 802/1000 | Rank Conditions and Tikhonov Regularization for Multipoint Field Focusing
[NO] 803/1000 | AttnWalk: Attention-Enhanced Reinforcement Learning With Reward-Predicted Curriculum for Wheel-Legged Robots
[NO] 804/1000 | Time-Modulated Arrays: A Low-Complexity Antenna Solution for Satellite Direct-to-Device Connectivity
[NO] 805/1000 | NEMO2027 Call for Papers
[NO] 806/1000 | Influence of optimizers on the performance of deep CNN for cattle lumpy skin disease diagnosis
[NO] 807/1000 | Programmable Dielectrophoretic Enrichment of Microorganisms on CMOS-Fabricated Nanoelectrode Arrays_supp1-3732657.mov
[NO] 808/1000 | MTGF-SAM: Multi-Level Terrain-Gated Fusion of Segment Anything Model for Landslide Detection in Remote Sensing Imagery
[NO] 809/1000 | Disentangled Intent-Guided Graph Contrastive Learning for Recommendation
[NO] 810/1000 | Physiologically Interpretable Photoplethysmography Features Associated With Peripheral Artery Disease_supp1-3732080.pdf
[NO] 811/1000 | Secure Split-Plane Handover for UAV Swarms in Fully Decoupled Satellite-Terrestrial RAN
[NO] 812/1000 | AWARE: Adaptive Water Quality Assessment Via Representation-Adapted Encoding and Environmental Fusion
[NO] 813/1000 | Resilient Multibeam Nulling for Massive MIMO SATCOM: An Array Perturbation Framework
[NO] 814/1000 | Physically Aware Generative Design for Spatial Mechanism Synthesis: A Differentiable Diffusion-Refinement Framework
[NO] 815/1000 | Lithium-ion batteries: exploring new opportunities and solutions from first-life to third-life with machine learning
[NO] 816/1000 | Seismic Impedance Inversion With AT
                    <sub>0</sub>
                    V Sparse Constraint
[NO] 817/1000 | MARS: Feature-guided physics-informed deep learning for real-time battery health and lifetime prediction
[NO] 818/1000 | IEEE Transactions on Cybernetics
[NO] 819/1000 | Highly Adaptable Data-Physics-Driven Predictive Control Using Likelihood Weights on PMSM Drives
[NO] 820/1000 | A Fingertip Pose Reconstruction Method Based on Fiber Optic Bending Sensing
[NO] 821/1000 | Optimal Capacity Investments in Oligopolistic Electricity Markets with Learning-by-Doing
[NO] 822/1000 | A Novel Adaptive Crosstalk Detection and Selective Encoding Scheme Without Redundant Bits
[NO] 823/1000 | High-Fidelity Data-Driven Modeling of Battery Energy Storage for Grid Applications
[NO] 824/1000 | Towards hydrogen-powered electric aircraft: Physics-informed machine learning based multi-domain modeling and real-time digital twin emulation on FPGA
[NO] 825/1000 | Peak-Load Pricing and Investment Cost Recovery with Duration-Limited Storage
[NO] 826/1000 | ProxiTact: A Visuotactile Sensor with Proximity 3D Vision and Tactile Sensing_supp1-3736931.mp4
[NO] 827/1000 | Delivery Force Analysis on Bionic Fingers of an Endovascular Intervention Robotic System
[NO] 828/1000 | Best Practices for Simulating Ground Planes in RF Integrated Circuit Design
[NO] 829/1000 | Decision-Informed Prediction Intervals of Renewable Energy Generation for Robust OPF
[NO] 830/1000 | Data-driven Koopman Operator-based Solution of AC Power Flow under Uncertainty
[NO] 831/1000 | RVC-NMPC: Nonlinear Model Predictive Control with Reciprocal Velocity Constraints for Mutual Collision Avoidance in Agile UAV Flight_supp1-3737070.mp4
[NO] 832/1000 | Virtual Reality Framework for Frequency Security and State of Health Monitoring in Microgrids
[NO] 833/1000 | Admittance-Based Aggregated Modeling for Resonance Analysis of Multi-Converter Systems in Nodal-Based EMT Simulators
[NO] 834/1000 | Demonstration of Physical In-Sensor Computing for Sensor Response Linearization
[NO] 835/1000 | Edge-Deployable Physics-Preserving Neural Operators for Transient Digital Twins of Grid-Forming Energy Storage Systems
[NO] 836/1000 | Active Preference Acquisition and Group-Calibrated Optimization for Robust Text-to-Image Debiasing
[NO] 837/1000 | High-Sensitivity Zero-Sequence Pilot Protection for High-Impedance Faults in Low-Resistance Grounded Distribution Networks
[NO] 838/1000 | Homotopy-Guided Self-Supervised Learning of Parametric Solutions for AC Optimal Power Flow
[NO] 839/1000 | Deep RL-Based Operation of Clustered EV Charging Stations Integrated with PV and Battery
[NO] 840/1000 | When Is Analog Filtering and Frequency Translation by Aliasing Before A/D Conversion Power Efficient?—A Systematic Comparison
[NO] 841/1000 | Enhanced Analysis and Optimization of Active-Clamped Forward-Flyback for Highly-Efficient Step-Up Photovoltaic Systems
[NO] 842/1000 | A Fast-Solving Method for Look-Ahead Power Dispatch in Power Systems With High Wind Power Penetration Based on a Riemannian Manifold Diffusion Model
[NO] 843/1000 | An Efficient Low-Current Stress, Isolated Bridgeless SEPIC AC-DC Converter for EV Applications
[NO] 844/1000 | Optimizing Sensor Deployment for Target Coverage in UASNs: An LLM-Enhanced Greedy Approach
[NO] 845/1000 | Aggregation Evolution of Distributed Energy Resources in a Self-Organizing Virtual Power Plant based on Cellular Automata
[NO] 846/1000 | Expectation Maximization MPC-Based Policy Learning Method for USVs Subject to Uncertainties
[NO] 847/1000 | Problem-Driven Scenario Reduction Framework for Power System Stochastic Operation
[NO] 848/1000 | Semantic Evidence Compensation Via VLM Priors for Cross-Modal Few-Shot Synthetic Aperture Radar Target Detection
[NO] 849/1000 | Augmenting Micro-Doppler Signatures Based on Representation Generation and Mix-Up
[NO] 850/1000 | Sizing and Implementation of Phase-Shifting Transformer for Congestion Management in Renewable-Rich Regions: A Case Study of the Croatian Power Grid
[NO] 851/1000 | Tramy: A Multi-Client Dynamic Searchable Symmetric Encryption With Malicious Servers Tracking for Conjunctive Queries
[NO] 852/1000 | A Multi-Objective Framework for the Integrated Planning of Water–Energy–Food Systems*
[NO] 853/1000 | The Next Memory Wall: Why Moving Data Will Define the Future of AI Inference
[NO] 854/1000 | Moving Beyond Binary Classification in Energy Poverty Analysis: A Probabilistic Machine Learning Framework
[NO] 855/1000 | Integrated-Magnetics ZVS Push-Pull Converter for EV LDCs With Enhanced Short-Circuit Fault Tolerance
[NO] 856/1000 | Frequency-mapped sonograms of broadband optical waveforms: Theory and designs
[NO] 857/1000 | Orchestrating Distributed Assets to Expand Resilience During Rolling Outages
[NO] 858/1000 | Mesh-Aware Epipolar Matching for Multi-View Multi-Person 3D Pose Estimation in Basketball_supp1-3736823.pdf
[NO] 859/1000 | Decision letter for "Spaceborne Passive Microwave Signatures of Volcanic Eruptions: Hunga, Fukutoku-Oko-no-Ba, and Raikoke"
[NO] 860/1000 | Single-Stage High Step-Down Bridgeless PFC Rectifier with Improved Efficiency and Power-Density
[NO] 861/1000 | RadarFuser: One-Stage Radar-Camera Depth Estimation With Early and Point-Guided Fusion
[NO] 862/1000 | Algorithm-Hardware Co-Optimization of a High-Throughput Accelerator for AV1 Palette Mode Decision
[NO] 863/1000 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation_supp1-3724746.pdf
[NO] 864/1000 | A Miniaturized Ultra-Wideband Circularly Polarized MIMO Implantable Antenna for Bovine Capsule Endoscopy
[NO] 865/1000 | Experimental Propagation Analysis in the CBRS Spectrum: Path Loss Characterization, Weather and Foliage Impact
[NO] 866/1000 | Virtual Distinguished Lecturers Series
[NO] 867/1000 | Physics-Encoded Neuromorphic Learning for Arc Fault Detection at Low-Voltage Grid Edge
[NO] 868/1000 | Controllable Line Commutated Converter to Eliminate Commutation Failure for HVDC Demonstration Project Application
[NO] 869/1000 | MERT-DETR: Multi-Order Gated and Edge-Enhanced Transformer for Remote Sensing Small Object Detection
[NO] 870/1000 | MCSeg: Pre-training and Fine-tuning Volumetric Pyramid Transformer for Multi-modal Cardiac Image Segmentation_supp1-3733783.pdf
[NO] 871/1000 | A CMOS Variable-Gain LNA Using Mode-Switching and Source Degeneration Control for Upper Midband Applications
[NO] 872/1000 | Deep Unfolding-Based SCA for ISAC Non-Convex Precoding Design: Learning Adaptive Schedules
[NO] 873/1000 | OmniPlanner: Universal Exploration and Inspection Path Planning Across Robot Morphologies_supp9-3733788.mp4
[NO] 874/1000 | Novel Dynamic Integrated Surrogate Model for Dual-Sided Permanent Magnet Arc Motor Optimization
[NO] 875/1000 | A Stationary (And Therefore Compatible) Representation is All You Need_supp1-3692279.pdf
[NO] 876/1000 | A Multi-Port Multi-Beam Binary Coded Millimeter-Wave Metasurface Antenna for Full-Duplex Vehicular Communications
[NO] 877/1000 | Stackelberg Game Optimal Scheduling of Integrated Energy System Considering Integrated Demand Response Uncertainty
[NO] 878/1000 | A Novel Distribution System State Estimation Framework for Non-Gaussian Measurement Noise with Optimally Placed μPMUs
[NO] 879/1000 | IEEE Sensors Letters Subject Categories for Article Numbering Information
[NO] 880/1000 | FreqMamba–KAN: A Lightweight Frequency-Decomposed Mamba Network With Kolmogorov–Arnold Representation for Multi-Horizon Demand and Time Series Forecasting
[NO] 881/1000 | Dynamic Power Allocation Strategy for DC Shipboard Microgrid in Fuel Cell Vessels Based on Adaptive Hybrid Droop Control
[NO] 882/1000 | Distributed Multi-Robot Shape Assembly Based on Attention-Driven Consensus Compensation and Topology-Free Dynamic Interaction_supp2-3731742.mp4
[NO] 883/1000 | PDefect-Prompt: A Prompt-Driven Evaluation Benchmark for Power Equipment Defect Segmentation
[NO] 884/1000 | A Dynamic Gradient Attention Augmented Network for High-Resolution Remote Sensing Image Change Detection
[NO] 885/1000 | ACM as a Professional Society: The ACM Volunteer Database
[NO] 886/1000 | Performance Is the Sole Target: Power Budgeting Assisted Thermal-Aware Processor Floorplanning
[NO] 887/1000 | Parametric Characterization of Triboelectric Nanogenerators: Effects of Materials, Thickness, Surface Roughness, Contact Area, and Actuation Conditions
[NO] 888/1000 | Three-stage Cross-scale Relative Geological Time Estimation for 3D Seismic Data via Deep Learning
[NO] 889/1000 | Physics-Informed Golden Peak Framework for Decoupled Demagnetization Diagnosis of Traction PMSMs Under Variable Steady-State Conditions
[NO] 890/1000 | Robust Cognitive–Flexible Filtering under Noisy Innovation Scores
[NO] 891/1000 | A Novel Weighted Medoid Compositing Algorithm for Enhancing the Separability of Woody Canopy in Savannas
[NO] 892/1000 | Sensor-Aware Spectral Library-Guided Abundance Inference for Multispectral Target Detection
[NO] 893/1000 | It Takes Two to Tango: Exposing Interoperability Oriented Vulnerabilities in EV Charging
[NO] 894/1000 | ELECTRA: A Grounded Retrieval-Augmented Generation System for Electric Distribution Standards
[NO] 895/1000 | A Bi-Level Optimization Approach to Current Reference Configuration of IBRs in Modern Deregulated Distribution Systems
[NO] 896/1000 | Unified Bayesian State Estimation for Distribution Networks with DERs under Low Observability and Heterogeneous Sampling
[NO] 897/1000 | A mixed ℋ
                    <sub>∞</sub>
                    –Passivity approach for Leveraging District Heating Systems as Frequency Ancillary Service in Electric Power Systems
[NO] 898/1000 | Feasibility-Preserving ADMM Coordination of Transmission and Distribution Systems with Emergent Market Interface Equilibrium
[NO] 899/1000 | Utilizing Mobile Energy Storage Systems as Potential Enhancements of Renewable Energy Hosting Capacity for Distribution Systems
[NO] 900/1000 | A Model Predictive Control Framework for Combining Energy Arbitrage and Power Quality Applications From Energy Storage Systems
[NO] 901/1000 | A Cascade-Breakdown Model for Heavy-Ion-Induced Oxide Failure Mechanisms in 4H-SiC Metal-Oxide-Semiconductor (MOS) Capacitors
[NO] 902/1000 | Secret Sharing for Secure and Private Information Retrieval: A Construction Using Algebraic Geometry Codes
[NO] 903/1000 | Handling Qubit Allocation and Topology Design at Scale for Distributed Quantum Computing
[NO] 904/1000 | Transverse Electric Mode (TE
                    <sub>10</sub>
                    ) Excited 45° Slant Linear Polarized Single Feed Microstrip Antenna with Wideband High Gain for 5G n78 BTS Systems
