[2026-09-09 23:51:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-08
正在获取论文...
[arXiv] 2026-09-08 | Neptune: An AI model for Global Ocean Subseasonal Prediction
[NO] 1712/2000 | Intermittent Asynchronous Impulsive Control for Quasi-Consensus of Heterogeneous Multiagent Systems: Time/Event-Triggered Mechanism
[NO] 1713/2000 | SynthLineage: Submodular-Guided Corpus Distillation and Knowledge Graph Provenance for Collapse-Resistant LLM Fine-Tuning
[NO] 1714/2000 | A Hybrid Simulation Modelling Framework for Stress Testing Rare Earth Element-Centric Semiconductor Supply Chains_supp1-3731827.docx
[NO] 1715/2000 | Position Sizing as a Risk-Control Variable: A Closed-Loop GRPO Framework for LLM Trading
[NO] 1716/2000 | Pushing the Thickness Down to 250 nm: Next-Generation Ultrathin C:GaN Buffer on 6-in Sapphire for p-GaN Gate HEMTs
[NO] 1717/2000 | Adaptive Temporal Pooling for Environmental Sound Classification
[NO] 1718/2000 | Impact of Source Material Variations on the DC Performance of HJ-PNPN-Fe-TFET
[NO] 1719/2000 | Nunchaku: Promoting Vertical Federated Learning by Semi-Aligned Samples
[NO] 1720/2000 | MSP-Edge: Multi-Stage Pruning with Neuron Reconstruction for Privacy-Aware Edge Vision-Based Crowd Sensing in IoT-Enabled Rail Transit Systems
[NO] 1721/2000 | Sensor Fault Interval Estimation based on Zonotopes for Uncertain Linear Discrete-time Systems with Application to Aero-engine Control System
[NO] 1722/2000 | Design and Implementation of an On Board EV Charger with Integrated Solar Roof Energy Harvesting and Low Voltage DC-DC Conversion
[NO] 1723/2000 | End-to-End Deep Learning Framework for Dysgraphia Screening from Trajectory-Rendered Handwriting
[NO] 1724/2000 | Incorporating reinforcement learning into decomposition algorithm for solving high-dimensional many-objective antenna optimization
[NO] 1725/2000 | Evaluating the Impact of Upfront Identification of D Requirements on Computer-Based System Quality and Development Time in Agile Context
[NO] 1726/2000 | Applying Lessons from Explainable Models to Non-Explainable Models for Prediction of Wireless Network Performance
[NO] 1727/2000 | Measurement-Driven Diagnostics and Uncertainty Evaluation of NISQ Hardware: A Metrological Framework for NMR Quantum Nodes
[NO] 1728/2000 | Anatomically Guided Graph Neural Network for Intracranial Aneurysm Detection and Localization in 3D TOF-MRA
[NO] 1729/2000 | Evaluating Classical Deepfake Detection Paradigms on the DF40 Image Benchmark
[NO] 1730/2000 | AI-Based Cross-Interface Attack Chain Generation and Optimization for Automotive Cybersecurity Penetration Testing Using a Synthetic Gateway-DUT
[NO] 1731/2000 | Flexible Optical Access based on C-band Unified OLT Supporting Coherent and IM/DD ONU Interoperability via DSP and Zero-Flip Encoding
[NO] 1732/2000 | Comparing Encoding Architectures for Supervised Contrastive Learning in Tabular Classification
[NO] 1733/2000 | Toward Intelligent and Sustainable Satellite Communications: The Role of Electromagnetic Metasurfaces in 6G Non-Terrestrial Networks
[NO] 1734/2000 | Transformer Semantic Genetic Programming for
                    <i>d</i>
                    -dimensional Symbolic Regression Problems
[NO] 1735/2000 | Sovereign-by-Design: A Reference Architecture for AI and Blockchain Enabled Systems
[NO] 1736/2000 | Bug Relevant Test Generation for Better Fault Localization
[NO] 1737/2000 | Drivora: A Unified and Extensible Infrastructure for Search-based Autonomous Driving Testing
[NO] 1738/2000 | Reframing Software Architecture and Design Skills in the Era of Generative Artificial Intelligence
[NO] 1739/2000 | Aligning GenAI Use in Software Engineering Education and Practice: A Three-Layer Framework
[NO] 1740/2000 | An Empirical Perspective on the Lifecycle and Quality Attributes of AI Artifacts
[NO] 1741/2000 | Behavior-Driven Development Meets LLMs: Do We Need Them, and Do They Work?
[NO] 1742/2000 | From Collaboration to Team Effectiveness: The Role of Emergent States in Distributed and Dynamic Software Teams
[NO] 1743/2000 | HERMeS:
                    <u>H</u>
                    igh-Fidelity and High-Speed
                    <u>E</u>
                    mulation with a
                    <u>R</u>
                    econfigurable Framework for DRAM-Based Processing-in-
                    <u>M</u>
                    emory
                    <u>S</u>
                    ystems
[NO] 1744/2000 | 3D Radar Imaging from the UAV Nadir_supp1-3731078.mp4
[NO] 1745/2000 | LU-SSD: A Lightweight U-Shaped State Space Duality Network for Precipitation Downscaling_supp1-3730874.docx
[NO] 1746/2000 | A High-Sensitivity Surge-Mode RF Energy Harvester for Self-Powered Devices
[NO] 1747/2000 | Semantic Communication-Enhanced UAV-Assisted Task Offloading Mechanism in Interference Environments
[NO] 1748/2000 | Animal Re-Identification on Microcontrollers
[NO] 1749/2000 | A Distributed k-Winners-Take-All Network Model With Nonlinear Activation Function
[NO] 1750/2000 | Modelling and Analysis of Multiple DEM Algorithms for Noise Shaping SAR ADCs
[NO] 1751/2000 | Processor-controlled universal sample rate converter with fractional delay filtering for 5G communication systems
[NO] 1752/2000 | Polymorphic Logic Based Leakage Diversification for Power Side-Channel Resilience
[NO] 1753/2000 | Deterministic Fault Pattern Library: Bridging RTL Accuracy and High-Level Simulation Efficiency for Systolic Arrays
[NO] 1754/2000 | Characterization of an Ultra-Low-Power Start-Up Circuit for Highly Resistive Micro-Power Energy Harvesting Sources
[NO] 1755/2000 | Performance portable adjoints for structured mesh applications with OPS
[NO] 1756/2000 | Panel 3: Event / Instance Documentation
[NO] 1757/2000 | Wireless Resource Scheduling Based on Reinforcement Learning with Transformers in V2X Communications for Autonomous Driving
[NO] 1758/2000 | Hybrid-Attack-Resilient Dynamic Event-triggered Distributed Secondary Control for ESSs in Islanded Microgrids
[NO] 1759/2000 | The Challenges and the Potential of MLLM-based Psychological Examination Tools
[NO] 1760/2000 | Challenges in Seamless QKD Integration within Classical Communication Infrastructures
[NO] 1761/2000 | MUC-FL: Block-Wise Marginal Utility Contribution for Communication-Efficient Federated Learning
[NO] 1762/2000 | rfx: An End-to-End Differentiable 3-D FDTD Simulator for RF and Microwave Engineering
[NO] 1763/2000 | A Novel Cost-Efficient Linear and Rectangular Planar Phased Array Design With Low-Sidelobe Levels Using Two-Way Array Factor
[NO] 1764/2000 | Single Image Raindrop Removal for Maritime Images
[NO] 1765/2000 | Boosting Single-Domain Generalization for Autonomous Driving via Vision-Language Guided Diffusion
[NO] 1766/2000 | Blockchain Governance in the Era of Artificial Intelligence
[NO] 1767/2000 | FoilFormer: A Dual-Path Transformer-Based Network With Learnable Wavelet Transforms for ToA Estimation in Eloran Systems
[NO] 1768/2000 | Committees: FITYR 2026
[NO] 1769/2000 | Self-Attention Guided Two-Stream Graph Convolutional Network for Improved Multi-Label Retinal Disease Diagnosis
[NO] 1770/2000 | Mitigation of Physical and Impersonation Attacks on IoT Using Certificate-Based Device Authentication
[NO] 1771/2000 | Phase Center Agile Array: An Encrypted Sensing Scheme for Bistatic Radar Systems
[NO] 1772/2000 | Photonic-enabled wideband self-interference cancellation for FMCW radar transceiver
[NO] 1773/2000 | A Review of Hyperspectral Unmixing Considering Spectral Variability
[NO] 1774/2000 | D2CMFDet: Disparity-Guided Dynamic Cross-modal Mamba Fusion for Multispectral Object Detection
[NO] 1775/2000 | CRCLSF: Color Representation Consistency and Artificial Potential Field Contrastive Learning-guided Unsupervised Underwater Image Enhancement with Self-organizing Frequency Selection
[NO] 1776/2000 | Program Committee Posters and Demos Track
[NO] 1777/2000 | Approximating Signed Distance Fields With Sparse Ellipsoidal Radial Basis Function Networks: A Dynamic Multi-Objective Optimization Strategy
[NO] 1778/2000 | Toward Operationalizing Pluralistic Normative Principles for AI Systems
[NO] 1779/2000 | Toward 6G ISAC-Enabled Low-Altitude Economy Networking: A Multi-Agent DRL Perspective
[NO] 1780/2000 | A Nine-Switch based Integrated Onboard Charger for Simultaneous Driving/Charging of Solar-Assisted EVs using Symmetrical Six-Phase Machines
[NO] 1781/2000 | Letting the AI Decide What the AI Should Code? on Responsibility and Accountability in Requirements-Driven Software Evolution
[NO] 1782/2000 | A Serious Game for Cross-Functional Alignment in Industrial Goal Modeling
[NO] 1783/2000 | Conformal-DP: A Density-Aware Mechanism for Differential Privacy over Riemannian Manifolds via Conformal Transformation_supp1-3727588.pdf
[NO] 1784/2000 | Design of a Low Power OTA based Low Noise Amplifier using Cadence Virtuoso
[NO] 1785/2000 | AFLoRA: Adaptive LoRA for Resource-Efficient Federated Fine-Tuning of Large Language Models
[NO] 1786/2000 | A Linux Kernel Anomaly Detection Based on a Multi-Source eBPF Observability Pipeline and Unsupervised Autoencoders
[NO] 1787/2000 | Physics-Grounded Monocular Video-to-Radar Synthesis for Cross-Modal Data Augmentation
[YES] 1788/2000 | Detection of Optimization-introduced Bugs in C Compilers
[NO] 1789/2000 | Towards Task-Agnostic Evaluation Framework for LLM-Embedded Applications
[NO] 1790/2000 | Anxiety-Aware Requirements Engineering: A Vision Paper
[NO] 1791/2000 | How (not) to Analyze Software Engineering Experiments: From Anti-Patterns to Solutions
[NO] 1792/2000 | PriviSense: A Frida-Based Framework for Multi-Sensor Spoofing on Android
[NO] 1793/2000 | Human-Centered AI for Software Engineering
[NO] 1794/2000 | Valg: A Fast Reinforcement Learning Based Runtime Verification Tool for Java
[NO] 1795/2000 | Decision letter for "Diffusion-Inspired Multi-Source Meta-Learning for Cross-Domain HSI Classification"
[NO] 1796/2000 | A Citespace-Based Knowledge Mapping and Bibliometric Analysis of Common Treatment Approaches in Traditional Chinese Medicine for Obesity
[NO] 1797/2000 | Safety-Regulated Curriculum Multi-Agent Reinforcement Learning for Cooperative On-Ramp Merging in Heterogeneous Traffic_supp1-3729124.pdf
[NO] 1798/2000 | Point-to-Mask: A Two-Stage Framework for Infrared Small Target Detection with Arbitrary Point Supervision_supp1-3730901.pdf
[NO] 1799/2000 | Table of Content
[NO] 1800/2000 | Distill to Diagnose: Toward Stable and Reliable Cross-Modal KD Strategies for Depression_supp1-3731373.pdf
[NO] 1801/2000 | E-RECAP: Embodied REplanning With Cost-Aware Pruning
[NO] 1802/2000 | CAL-IoT: A Causal Attention Framework for Robust and Explainable Intrusion Detection in IoT Networks
[NO] 1803/2000 | Multi-Scale Non-Stationary Attention Learning for Video-Based Depression Severity Regression
[NO] 1804/2000 | Adaptation of the GEMMA Methodology for Industry 5.0: Integration of Human Psychophysiological State
[NO] 1805/2000 | Are Large Language Models Consistent Reasoners?
[NO] 1806/2000 | A bioimpedance sensor for wearable devices using a downconversion based architecture with synchronous demodulation
[NO] 1807/2000 | CRYPTIC: CRYptographic FPGA Targeting through Intelligent Corruption
[NO] 1808/2000 | A Stateless Reusable Crossbar Accelerator for Neural Network Inference
[NO] 1809/2000 | Knowledge-Guided Relational Reasoning for Robust Network Topology Optimization
[NO] 1810/2000 | LLM-Guided Task Planning with A*-Based Navigation for Autonomous UAVs
[NO] 1811/2000 | Toward Behavioral Signatures of User Experience: An Exploratory Comparative Analysis of Passthrough XR and Desktop Learning Environments_supp1-3731057.pdf
[NO] 1812/2000 | I/O Lower-Bound Theory and Reinforcement Learning for Efficient Neural Network Inference Optimization
[NO] 1813/2000 | Automated Testing of Conversational Agents with Chatbot Dōjō
[NO] 1814/2000 | Games Designed to Teach or Practice Technical Debt Management: A Systematic Mapping Study
[NO] 1815/2000 | SIKG: A Semantic Impact Knowledge Graph Approach for Adaptive Test Selection and Prioritization
[NO] 1816/2000 | Trustworthy Resolution of Requirement Conflicts at Runtime
[NO] 1817/2000 | LLM-Assisted Uncertainty Identification in Self-Adaptive Robotics
[NO] 1818/2000 | TIGER: an open-source cyber-Threat Intelligence Game Environment for Reinforcement learning
[NO] 1819/2000 | SplitBench: Benchmarking Tool for Split Learning and Split Federated Learning
[NO] 1820/2000 | FPGA-Based Adaptive Traffic Management System for Complex 7-Point Urban Intersection Control
[NO] 1821/2000 | Bridging the Semantic Gap in Surface Pollutant Retrieval via Implicit Tensor Alignment of Heterogeneous Satellite Data
[NO] 1822/2000 | Network intrusion detection with contrastive learning and transformer
[NO] 1823/2000 | Isolation and Optimization Cost of Service-based Radio Access Network Slicing: A Smart-Contract-Based Approach
[NO] 1824/2000 | Transformer-Less Boost Single-Source Hybrid-Multilevel Inverter Using Quantum Differential Evolution-Based SHE-PWM for PV-Applications
[NO] 1825/2000 | Visualizing the Invisible: A Human-Centric Barrier Layer for Healthcare Systems Requirements Modeling
[NO] 1826/2000 | Revocable and Pairing-free Multi-domain Access Control with Key Self-generation for Vehicular Ad Hoc Networks
[NO] 1827/2000 | A Novel Scalable Bilinear Transformation Based on Numerical Integration for Discretizing Continuous Systems And Its Application in Resonant Controllers
[NO] 1828/2000 | Interpretable Viscosity Prediction of Natural Ester Insulating Oils via Functional Motif-Aware Deep Learning
[NO] 1829/2000 | RTL Design and Verification of Optimized Elliptic Curve Cryptography (ECC)
[NO] 1830/2000 | Generative Site-Specific Beamforming via Information-Maximizing Codebook
[NO] 1831/2000 | Hierarchical Multi-Agent Reinforcement Learning for Networked Multi-AUV Data Collection in UWSNs
[NO] 1832/2000 | A Hierarchical Latent Cognitive Model for Workload Estimation with Bayesian Inference
[NO] 1833/2000 | ZK-SNARK Stealth Addresses: Hash-Commitment Ownership Proofs as an Alternative to ECDH-Based Address Derivation
[NO] 1834/2000 | Energy Efficiency Optimization for UAV-ISAC With Service Target Priority
[NO] 1835/2000 | SSDiffNet: Semantic-Guided and Structure-Consistent Diffusion for Aerial Visible-to-Infrared Image Translation
[NO] 1836/2000 | 2026 IEEE International Workshop on Future Intelligent Technologies for Young Researchers (FITYR)
[NO] 1837/2000 | Autonomous Aerial Interception in Cluttered Environments: An Integrated Perception-Guidance Framework With Adaptive State Estimation
[NO] 1838/2000 | 
[NO] 1839/2000 | Uncertainty Interaction in Software-Intensive Systems: A Community Roadmap
[NO] 1840/2000 | Decentralized Algorithm for Multi-Agent Linear Stochastic Bandit Using Gossip Communication
[NO] 1841/2000 | Did:Crdt: Coordination-Free Decentralised Identifiers VIA Signed Crdts
[NO] 1842/2000 | FC-Siamese-xView2: Fully Convolutional Siamese Networks for Pixel-Level Building Change Detection in Earthquake Damage Assessment
[NO] 1843/2000 | Explainable AI Question-Answering Framework: Integrating RAG with Knowledge Graph Reasoning
[NO] 1844/2000 | ER-AMRF: Essential RDHSI-based Anonymous Multiparty Review Framework
[NO] 1845/2000 | Personalized Federated Learning with Mixture of Experts for EEG-Based Seizure Prediction
[NO] 1846/2000 | Scaled Block Vecchia Approximation for High-Dimensional Gaussian Process Emulation on GPUs
[NO] 1847/2000 | Integrated Multi-Pattern Building Risk Assessment Based on MT-InSAR Measurements
[NO] 1848/2000 | Grid‑Forming‑Capable Coordination of SST‑Interconnected Microgrids
[NO] 1849/2000 | An Efficient Transferable Local Explainer for Enhanced Explainability of Tabular Healthcare Data
[NO] 1850/2000 | Low-Temperature Power-Efficient Design of an 8-Bit ALU for Quantum-Inspired Computational Architectures
