[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[NO] 1195/1855 | Mobility-Aware Fog-Aided Mobile Crowdsensing: From Spatiotemporal and Continuous-Time Perspective
[NO] 1196/1855 | Feasibility-Aware Learning-to-Optimize for Wireless Resource Allocation
[NO] 1197/1855 | Unsupervised Domain Adaptation for SAR Target Classification Based on the SAR-ATR-X Foundation Model
[NO] 1198/1855 | Covert Capacity-Key Tradeoff over Discrete Memoryless Networks_supp1-3696919.pdf
[NO] 1199/1855 | High-Rate Quantized Matrix Multiplication I
[NO] 1200/1855 | PD-RPEB: Heterogeneous Static-Graph Risk Propagation Evaluation and Blocking for Power Distribution Operations
[NO] 1201/1855 | A Dual-Branch Prediction Framework for Lithium-Ion Battery SOC and SOH Based on Discharge-Derived Features and Convolutional Feature Analysis
[NO] 1202/1855 | Attention-Based Deep Reinforcement Learning for Logistics and Data Collection in AoI-Aware UAV Networks
[NO] 1203/1855 | Leveraging Multimodal Artificial Intelligence for Occupational Health and Safety: A Deep Learning Approach for Work at Heights
[NO] 1204/1855 | Reducing the Design-Reference Overlap Compliance Gap in Multibeam Bathymetric Survey Line Planning via Prior-Data-Driven Depth Interpolation
[NO] 1205/1855 | M3imic: Learning a Versatile Whole-Body Controller for Multimodal Motion Mimicking
[NO] 1206/1855 | A Page–Sector Joint Degradation-Reliability Error Analysis Model for High-Density NAND Flash
[NO] 1207/1855 | Multi-directional Cube Graph Convolutional Fusion Network for Neonatal Pain Facial Action Unit Detection
[NO] 1208/1855 | Compressed Video Quality Enhancement Based on Optimal Reference Selection
[NO] 1209/1855 | Marfan Syndrome Prediction Via Graph Neural Networks on 3D Facial Cues
[NO] 1210/1855 | A Six-Year Journey of Data Collecting, Reviewing, and Reporting for the TaihuLight Supercomputer
[NO] 1211/1855 | DVAS: Dynamic Vulnerability-Aware Scheduling for HPC Clusters using Splunk-Driven Access Control
[NO] 1212/1855 | SoK: Self-Sovereign Digital Identities [Systematization of Knowledge Paper]
[NO] 1213/1855 | Towards Agentic AI for Access Control in Cyber-infrastructures: Exploring the Security and Human Factors: [BlueSky Paper]
[NO] 1214/1855 | Valoquent: Real-Time Video Conversation with History as an Adaptive Learning Instrument
[NO] 1215/1855 | Dynamic Event-Triggered Output-Predictor State Estimation for Nonlinear Switched Systems
[NO] 1216/1855 | Cooperative Control for Locomotives in Heavy-Haul Trains with Communication Time Delays
[NO] 1217/1855 | Adaptive Fusion Modeling for Rotational Speed Prediction of Permanent Magnet Synchronous Motor
[NO] 1218/1855 | Adaptive Agentic Retrieval-Augmented Models for Financial Question Answering
[NO] 1219/1855 | DecompSSM: Decomposition-Guided Selective State Space Modeling for Long-Horizon Electricity Price Forecasting
[NO] 1220/1855 | Multi-UAV Cooperative Task Allocation for Mountain Fire Monitoring: An Optimization Method Constrained by Maximum Flight Range
[NO] 1221/1855 | Adaptive Visual-Inertial Fusion for GNSS-Denied Environments Using Factor Graph Optimization
[NO] 1222/1855 | DB-HPPO Based Complete Coverage Path Planning for Autonomous Underwater Vehicles
[NO] 1223/1855 | Prescribed-Time Formation Control of Multiple Unmanned Surface Vessels via an Event-Triggered Strategy
[NO] 1224/1855 | Wireless Voltage-Stabilized Charging Using ISMC-SCN Controller
[NO] 1225/1855 | Review on Humanoid Loco-Manipulation Control Under Contact Constraints
[NO] 1226/1855 | Tensor Completion for Data Recovery in Spacebourne Communication Systems
[NO] 1227/1855 | Adaptive Multi-Scale Training-Free Neural Architecture Search for Medical Image Segmentation in Robot-Assisted Surgery
[NO] 1228/1855 | Research and Verify of Equipment Technology for Ship Electric Propulsion System Based on Doublelayer Adaptive Inertial Control
[NO] 1229/1855 | Foundation Model-Augmented Split Federated Learning with Graph Transformer-Based Digital Twin for Self-Healing Industrial IoT Systems
[NO] 1230/1855 | Guaranteed Cost Control for Interval Type-2 Fuzzy Systems with Hybrid-Triggered Stochastic Protocol
[NO] 1231/1855 | Research on the Construction Path of a New Rural Power System Oriented by the Entire Process and Multiple Scenarios
[NO] 1232/1855 | Data Driven Switched Reluctance Motor Design Optimization Based On Neural Network Surrogates and Constrained PSO
[NO] 1233/1855 | Resilient formation control problem based on the scalable communication resource-saving method
[NO] 1234/1855 | Uncertainty-Aware Reinforcement Learning Control via Bayesian Sparse Identification of Nonlinear Dynamics
[NO] 1235/1855 | Research on Flexibility Enhancement and Synergistic Optimization Strategies for Hydrogen Energy Systems
[NO] 1236/1855 | Research on SOC, SOH and RUL Prediction Methods for Lithium-Ion Batteries Based on the ConvMamba Model
[NO] 1237/1855 | Scheduling Electric Vehicle Charging Behavior Considering Heterogeneous Charging Demands
[NO] 1238/1855 | Data-Driven Design of Steady-State Kalman Gain with Stability Guarantees
[NO] 1239/1855 | Fluorescence-Based Environmental Detection of Multi-Source Organic Mixtures Using Spectral Deconvolution and Feature-Level Line Fitting
[NO] 1240/1855 | UIKG: New Uncertain-Dynamic Incremental Knowledge Graphs
[NO] 1241/1855 | Stable Matching Problem Based on Trip Distance Proximity in Ride-Sharing Systems
[NO] 1242/1855 | Adaptive Multimode Process Monitoring via Dirichlet Process Mixture Modeling and Dynamic Slow Feature Analysis
[NO] 1243/1855 | Motor Decision State Recognition in Simulated Driving Based on High-Order Network Dynamics
[NO] 1244/1855 | Improved Convolution Attention Neural Networks for Fault Diagnosis of Plunger Pumps Via Adaptive Clustering-Guided Subclass Reconstruction
[NO] 1245/1855 | PAVMT-Unet: a Physics-Aware Hybrid Network for SO
                    <sub>2</sub>
                    Vertical Profile Assimilation
[NO] 1246/1855 | Dynamic Weather Avoidance Based on Maximum Diffusion Reinforcement Learning
[NO] 1247/1855 | Container Cluster CPU Anomaly Spike Prediction Using Prophet and LSTM Hybrid Forecasting Model
[NO] 1248/1855 | Techno-Economic Evaluation of UAV-Assisted RAN Deployments over 5G NR Bands
[NO] 1249/1855 | Integrated Inner-Outer Loop Control Architecture Design for High-Speed Vehicles
[NO] 1250/1855 | Robust Extended Kalman Filtering for Event-Triggered Stochastic Uncertain Systems
[NO] 1251/1855 | Matrix-Based Pinning Control in Heterogeneous Agents Energy Trading Systems
[NO] 1252/1855 | Energy-Efficient CNNs on FPGA via Convolutional Weight Quantization
[NO] 1253/1855 | Low-Frequency Oscillation Suppression Strategy for Virtual Synchronous Generators Based on Fuzzy Adaptive Parameter Tuning
[NO] 1254/1855 | An ISAC-Oriented Project-Based Curriculum for Intelligent Control Education: Framework Design and Teaching Practice
[NO] 1255/1855 | Modeling and Nonlinear Control of a Coaxial-Rotor UAV with Dual-Servo Tilting Mechanism
[NO] 1256/1855 | Proactive Voltage Control in Distribution Networks Based on Multi-Agent Reinforcement Learning Using Graph Networks
[NO] 1257/1855 | Self-ICL: Hard-Case-Conditioned Synthetic Demonstrations for In-Context Learning
[NO] 1258/1855 | Ride-Hailing Charging Demand Prediction and V2G Assessment via STGCN
[NO] 1259/1855 | Distributed Online Optimization Algorithm with Forgetting Factor and Gradient Tracking
[NO] 1260/1855 | Research on Optimization of Redundant Data Cleaning Method Based on Genetic Neural Network
[NO] 1261/1855 | Distributed Fusion Filtering for Multi-Rate Multi-Sensor Systems with Stochastic Communication Protocol and Network Attacks
[NO] 1262/1855 | Cartesian-Space Nonlinear Model Predictive Control for 5-DOF Boom Cranes
[NO] 1263/1855 | AI-Enhanced Augmented Reality System for Interactive Plant Learning
[NO] 1264/1855 | A Few-Shot Prediction Method for Drum Drying Processing Intensity Based on Attention-Enhanced TimeGAN and Physical Constraints
[NO] 1265/1855 | A Hierarchical Coordination Framework for Multi-Target Pursuit in 3D Underwater Environments
[NO] 1266/1855 | Research on Adaptive Control of Quadruped Robot for Complex Terrain Based on Improved PPO Algorithm
[NO] 1267/1855 | VRNavigationNet: Adaptive Multimodal Fusion for Virtual Reality Navigation Prediction
[NO] 1268/1855 | Heterogeneous Collaborative Inference Architecture for Large Language Models
[NO] 1269/1855 | A Data Sharing Access Control Scheme for the Internet of Things Based on Smart Contracts and Dual-Layer Indexing
[NO] 1270/1855 | Dual-Channel Fusion Network Based on iTransformer and ResNet for Remaining Useful Life Prediction of Rolling Bearing
[NO] 1271/1855 | Relaxed Stability Conditions for Machine Learning-Based Predictive Control of Hybrid Systems
[NO] 1272/1855 | Dual-Branch Transformer with Contrastive Learning for Unsupervised Time Series Anomaly Detection: Special Session: SMII- Intelligent Manufacturing and Industrial Intelligence
[NO] 1273/1855 | Design and Implementation of a Lightweight Secure Protocol Gateway for Industrial Heterogeneous Networks Based on Modbus TCP and OPC UA
[NO] 1274/1855 | An Effective Cryptocurrency Trading Strategy Using Hierarchical RL with the Options Framework
[NO] 1275/1855 | FEDD-Unet: Dynamic Decoupled U-Net With Frequency Enhancement for Retinal Vessel Segmentation
[NO] 1276/1855 | Exploiting Inductive Biases for Imperceptible Adversarial Examples on Multimodal Large Language Models
[NO] 1277/1855 | A Security and Early Warning System Based on Object Detection
[NO] 1278/1855 | Hierarchical Collaborative Control of Green Hydrogen Supply Chain Under Source-Load Uncertainty
[NO] 1279/1855 | Autonomous Workflow Method Based on Multi-Agent Orchestration for Dynamic Scheduling and Execution of Typical Tasks in DevOps Pipelines
[NO] 1280/1855 | Device Stresses in Single-Phase Inverters with Output Switching Ripple Elimination
[NO] 1281/1855 | Blockchain-Enabled Secure EMR Sharing with ECC-Based Role-Centric Access Control
[NO] 1282/1855 | Gaussian Kalman Filter Based on SoD Event-Triggered Mechanism under Hybrid Cyber Attacks
[NO] 1283/1855 | Author Index
[NO] 1284/1855 | Improving High-Resolution GPP Estimation by Incorporating Flux Footprint Weighting with Mechanistic Canopy Partitioning_supp1-3706054.docx
[NO] 1285/1855 | Multilateral Network Transformation for Transport Mode Selection of Multimodal Transportation_supp1-3699814.pdf
[NO] 1286/1855 | State Fusion Estimation for Multi-Sensor Multi-Rate Descriptor Systems With Unknown Inputs
[NO] 1287/1855 | Dynamic Energy Efficiency Optimization of Electromagnetic Induction Systems via Transformer-Based Guided Ranking Policy Optimization
[NO] 1288/1855 | Gas Sensor Drift Correction Based on Strong Domain Adversarial Neural Network and Dynamic Threshold Self-Training
[NO] 1289/1855 | Identifying EV User Charging Patterns Using Clustering Techniques
[NO] 1290/1855 | 3D Printing+: A Study on Cross-Modal Design Method Under Information-Structure-Function Co-Evolution
[NO] 1291/1855 | Resolving Multi-Solution Ambiguity in Unbalanced Mass Identification of Hemispherical Resonator Under Linear Vibration Excitation
[NO] 1292/1855 | Predefined-Accuracy Anti-Unwinding Attitude Control via Super-Twisting Algorithm
[NO] 1293/1855 | Distributed Column Generation for Cost-Efficient Microservice Deployment in Smart Systems
[NO] 1294/1855 | A Multi-Source Information Fusion and CNN-BiLSTM-Attention Based Method for Flotation Ash Content Detection
[NO] 1295/1855 | A Data-Driven Prescribed-Time Control Framework via Koopman Operator and Adaptive Backstepping
[NO] 1296/1855 | Quantum Computing Power-Driven Computer Algorithm Fusion Research
[NO] 1297/1855 | Partial Discharge Pattern Recognition Method Based on Acoustic Signals and DSC-Transformer
[NO] 1298/1855 | Decentralized Intrusion Detection and Prevention Leveraging Lightweight ML Model for Securing IoMT Networks
[NO] 1299/1855 | An Overmodulation Strategy With Dual-Modulation-Index Dynamic Interaction-Based Fundamental Voltage Equivalence Method of Electrolytic Capacitorless PMSM Drives
[NO] 1300/1855 | Enhanced Infrared Small Target Detection via Entropy-Weighted Block Image (EWBI) Modeling
[NO] 1301/1855 | FIRE-Grasp: Failure-Informed Regrasping with multimodal Evidence_supp1-3706934.mp4
[NO] 1302/1855 | Learning-based Acoustic Field Focal Point Control for Mid-Air Haptic Rendering
[NO] 1303/1855 | A Ground-Centric UAV-UGV Cooperative System for Autonomous Launch and Recovery
[NO] 1304/1855 | Vision-Assisted Bipedal Locomotion on Challenging Terrains Via Terrain-Related Adversarial Motion Priors
[NO] 1305/1855 | A Leakage-Resilient and Auditable Multi-Authority CP-ABE Scheme for Regulated IIOT Systems
[NO] 1306/1855 | Aerosol Jet Printed Multilayer SWCNT/P3HT Phototransistors with Photogating Enhanced Responsivity
[NO] 1307/1855 | Robust Fusion of 4D Radar and Camera for All-Weather Perception in Autonomous Driving
[NO] 1308/1855 | Adaptive Constructive Fuzzy System With Spectral-Bounded Regularization and Dual Rule Selection
[NO] 1309/1855 | Knowledge Graph-Empowered AI Digital Twin Networks
[NO] 1310/1855 | Critical-Node-Based Attack Strategy and Resilient Cooperative Control Design for Train Autonomous Circumambulation Systems
[NO] 1311/1855 | Robust Stability Analysis of DC Microgrids
[NO] 1312/1855 | Comparative Mathematical Study of Manifold Learning Algorithms with Emphasis on Riemannian Manifold Learning
[NO] 1313/1855 | Technical Committee: CCAT 2025
[NO] 1314/1855 | Poster Abstract: Enhancing PUF Phenotype Authentication with Margin-Based Learning
[NO] 1315/1855 | Decontaminating Anomaly Detection: A Geometric Adversarial Approach with Stochastic Bottlenecks
[NO] 1316/1855 | Unified ML Detection of Multi-Attack Scenarios in Three-Phase Grid-Connected PV Systems Using RIME-CNN-LSTM-ATT
[NO] 1317/1855 | Parameter Estimation in Multi-Layer Structures With a Forward and Inverse Thermal Framework Applied to Linear Motors
[NO] 1318/1855 | Table of Contents
[NO] 1319/1855 | Decentralized Federated Adversarial Learning for Proactive Anomaly Defense in Consumer-Grade Agricultural Vision Systems
[NO] 1320/1855 | Neural Network-Assisted Multitask Learning for Multiobjective Optimization Problems With Heterogeneous Expensive Constraints_supp1-3706453.pdf
[NO] 1321/1855 | Dynamic capture and evaluation of coastal dune evolution by integrating InSAR and ORS
[NO] 1322/1855 | CCCSIN: Color Compensation and Cross-Scale Semantic Information-Guided Network for Underwater Image Enhancement
[NO] 1323/1855 | 3.74 Exabit/s$\cdot$km Transatlantic-Class C+L-Band SDM Transmission over 8,610 km in a 19-Core Randomly-Coupled Multicore Fiber
[NO] 1324/1855 | Nonlinear Distortions Equalization in Continuous Time Stretched Photonic ADC using Machine Learning_supp1-3707017.pdf
[NO] 1325/1855 | Halogen substitution in Lead-Free Double Perovskites toward Ultralow-Dose X-ray Detection and Signal Decoding
[NO] 1326/1855 | Copyright Page
[NO] 1327/1855 | Demonstrating Stepdance: Redesigned CNC Machines Integrating Real-Time Control in Digital Fabrication
[NO] 1328/1855 | Development of a Portable 3D Pulling Illusion System Using the 3D Vibration Motor “XReactor”
[NO] 1329/1855 | NWON Large-Scale Flexible Electrostatic Speaker for Immersive Spatial Audio
[NO] 1330/1855 | EmoMime: Augmenting Social Behavior and Self-Expression via Wearable Robotic Limbs
