[2026-05-06 22:53:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-05
正在获取论文...
[arXiv] 2026-05-05 | LIPPEN: A Lightweight In-Place Pointer Encryption Architecture for Pointer Integrity
                    FET with Non-volatility and Symmetrical Ambipolarity for In-Memory-Searching toward Edge AI
[NO] 1132/1811 | Balancing Accuracy and Efficiency: CNN Fusion Models for Diabetic Retinopathy Screening
[NO] 1133/1811 | Position-Aware Beam Steering and Antenna Adaptation Using LiDAR Sensing for 6G Wireless Links
[NO] 1134/1811 | Keynote 3
[NO] 1135/1811 | Non-Intrusive Speech Intelligibility Measures Using Multi-Metric Approach
[NO] 1136/1811 | Detecting User Stances on AI-Generated YouTube Content
[NO] 1137/1811 | Exploring Regional Variation in Bangla: Automating Dialect Classification Using Deep Learning
[NO] 1138/1811 | Power Management Circuit Building Blocks Based on 2D Molybdenum Disulfide
[NO] 1139/1811 | Physics-Informed Neural Network for Inverse Design of LDMOS Devices with Ultra-high FOM via Wafer-Level Validation
[NO] 1140/1811 | A BSIM4-based SPICE Model for MoS
                    <sub>2</sub>
                    Transistors Incorporating Trap Effects for Integrated Circuit Applications
[NO] 1141/1811 | DC bias-tunning strategy to optimize Sc
                    <sub>0.3</sub>
                    Al
                    <sub>0.7</sub>
                    N cantilever-type MEMS Speakers performance and wafer-level uniformity
[NO] 1142/1811 | DABBiT: A Drift-Adaptive Behavioral Biometrics Framework for Continuous Authentication in Tanzanian Internet Banking
[NO] 1143/1811 | An Effective Cardiovascular Risk Prediction Using PCA and mRMR Feature Selection with Multi-Model Explainable AI Framework
[NO] 1144/1811 | MedViT: A Vision Transformer-Based Model for Kidney Disease Detection
[NO] 1145/1811 | Approximation and Implementation of the Lung Bio-Heat Transfer Electrical Model
[YES] 1146/1811 | E80: An Open-Source 8-bit CPU and Toolchain based on Textbook Digital Design Theory
[NO] 1147/1811 | Tomato Leaf Disease Classification Using RHN-EfficientNet: A Regularized Deep Learning Architecture
[NO] 1148/1811 | Real Time Sinhala Lecture Transcription for Political Science
[NO] 1149/1811 | A Transformer-Based Aspect-Level Sentiment Analysis Framework for Analyzing Public Discourse on Generative AI
[NO] 1150/1811 | Investigation of Coupled RRAM and MOSFET Degradation in 1T1R Memory Cell
[NO] 1151/1811 | A Deep Bi-LSTM-Based Motor Imagery Braincomputer Interface for Wheelchair Navigation
[NO] 1152/1811 | A Hybrid Machine-Learning-Based Framework for Geometry-Temperature-Aware General Compact Model Parameter Extraction
[NO] 1153/1811 | Digital Leadership and Crisis Management: Lessons from Higher Education Institutions in the Kingdom of Bahrain During the COVID-19 Pandemic
[NO] 1154/1811 | Dual-Band Dual-Polarized Shared Aperture Traveling-Wave Antenna Using Hybrid Dual-Mode Floquet Excitation for Satellite ISAC Systems
[NO] 1155/1811 | Multi-Band Patch Antenna Array for Out-of-Band Aided Millimeter Wave Communication
[NO] 1156/1811 | Zero-Knowledge Consent: Auditable and Private Data Permission Management via Blockchain
[NO] 1157/1811 | Classifying Lemon Leaf Diseases Using MobileNetV3-Large for Better Crop Health Monitoring
[NO] 1158/1811 | Compact Transparent Dual-Band Antenna with Artificial Magnetic Conductor for Wearable Devices
[NO] 1159/1811 | On the Energy Consumption of Continuous Integration in Open-Source Java Projects
[NO] 1160/1811 | Evaluating and Enhancing Large Language Models for Islamic Question Answering
[NO] 1161/1811 | Proposed Framework of Sustainable Value Co-Creation in Agricultural Supply Chain: A Bibliometric Perspective
[NO] 1162/1811 | Harmonizing Nature: Real-Time Plant Signal Analysis for Music Generation, Interactive Sound, and Moisture Monitoring
[NO] 1163/1811 | Non-Volatile Polarization-Reconfigurable SSPP Antenna
[YES] 1164/1811 | CodeScent: A Deep Ensemble and LLM-Based Framework for Python and Java Code Smell Detection with Android Integration
[NO] 1165/1811 | NextRAG: A Bilingual Retrieval-Augmented Generation Framework for Financial Question-Answering
[NO] 1166/1811 | PoultryNet: A Lightweight CNN Student Model for Chicken Disease Classification via Knowledge Distillation from Vision Transformer
[NO] 1167/1811 | LED-Tuned HR-Si Monopole Antenna for K-Band Reconfiguration
[NO] 1168/1811 | A Comprehensive Study of AI in Engineering Organizations’ Decision-Making: Capabilities, Ethics, and Performance
[NO] 1169/1811 | Resilient Communication Hubs Over LEO Satellite Networks
[NO] 1170/1811 | Decentralized Online Learning with Hard Constraints: A Doubly-Bounded Queue Approach
[NO] 1171/1811 | A Grapheme-Aware LLM Integrated Hybrid Framework for Automated Text-to-Chart Conversion in Bengali Language
[NO] 1172/1811 | AI-Assisted IoT Framework for Water Quality Monitoring with Real-Time WQI Prediction and Cleaning Forecasting
[NO] 1173/1811 | Investigating Feature Selection Techniques to Enhance the Performance of Parkinson's Disease Detection Using Tablet Data
[NO] 1174/1811 | Comparative Analysis of Machine Learning Models for Accurate Solar Energy Forecasting
[NO] 1175/1811 | Steering the Beam of Smallest Aperture Horn Using Metallic Metasurfaces
[NO] 1176/1811 | Water Quality Monitoring and Detection Using Machine Learning and Deep Learning Techniques with IoT Sensor-Based Data
[NO] 1177/1811 | Cyber Physical Hardening of BLE Microsensor Systems Through Systematic VAPT and IDS Based Mitigation
[NO] 1178/1811 | Team Synergy-Aware Workforce Scheduling: Integrating Interpersonal Compatibility and Endogenous Turnover Dynamics
[NO] 1179/1811 | Unveiling Gate Leakage Dynamics in Nanosheet FETs at Cryogenic Temperature: A TCAD Study
[NO] 1180/1811 | Educational Data Mining of VLE Interaction Logs for Explaining Student Assessment Outcomes: A K-Means Clustering Study
[NO] 1181/1811 | Electronic Nose-Driven Classification of Sri Lankan Teas: An Ensemble Learning Approach Based on Aroma Profiles
[NO] 1182/1811 | Explainable AI (XAI) Driven Neural–Machine Learning Ensemble for Business Customer Churn Prediction
[NO] 1183/1811 | Comparative Analysis of Configurable Logic Block Using Static CMOS, Transmission Gate and Gate Diffusion Input Techniques
[NO] 1184/1811 | A Capacitor-Less 22nm FDSOI-Based Event-Driven Pixel Utilizing Tunable Photoresponse Speed
[NO] 1185/1811 | Dual-Band Slot-Loaded Microstrip Patch Antenna for 5G mmWave and Ka-Band Applications
[NO] 1186/1811 | A Hybrid Machine Learning Framework for Early Detection and Heuristic Severity Prediction of Autism Spectrum Disorder Using Q-CHAT-10
[NO] 1187/1811 | SDNet: Interpretable Transformer-Based Captioning for Yield-Aware Nanoscale Defect Diagnosis
[NO] 1188/1811 | AAIML 2026 Author Index
[NO] 1189/1811 | Anomaly Detection Approach for Remote Beehive Health Assessment via Environmental Patterns
[NO] 1190/1811 | Zinc Oxide Thin Film Piezoelectric Devices on Silicon and PDMS Substrates: Structural and Electrical Characterisation
[NO] 1191/1811 | Unlocking AI Adoption in Future Accounting Professionals: The Mediating Influence of User Perceptions
[NO] 1192/1811 | Beyond Binary Alerts: A Multi-Faceted Framework for Clinically Actionable Sepsis Prediction
[NO] 1193/1811 | Design and Evaluation of an Anonymous Mobile Mental Health Application for College Students
[NO] 1194/1811 | Comparison of Feature-Based Clustering Methods on Unlabeled Marine Acoustic Images
[NO] 1195/1811 | MQTT Routing Optimizing based Intrusion Detection for Internet of Things Leveraging Hybrid Deep Learning Model
[NO] 1196/1811 | IntentQA: Intent Question Answering in Videos by Cognitive Context Reasoning_supp1-3690561.pdf
[NO] 1197/1811 | Hybrid Vision Transformer Framework for Brain Tumor Detection and Classification
[NO] 1198/1811 | Evaluating the Role of Board Characteristics in Driving Return on Assets and Financial Decisions in Bahrain’s Financial Sector
[NO] 1199/1811 | Explainable Fake News Detection in Bengali via LLM-Guided Hybrid Representations
[NO] 1200/1811 | XGBoost and Temporal Feature Engineering for Precise Co Emission Forecasting in Dhaka
[NO] 1201/1811 | Interactive Digital Media Art Narrative System for Art Therapy: A Design Based on User Emotional Feedback Targeting Depression and Autism Spectrum Disorder
[NO] 1202/1811 | Research on Intelligent Interactive Product Design Methods Based on User Behavior Data
[NO] 1203/1811 | Spatio - Temporal Traffic Forecasting under Weather Perturbations in Tashkent: TFT vs CNN - LSTM with Google Maps and OWM
[NO] 1204/1811 | Assisted Living Applications Addressing Sleep Dysfunction in Parkinson's Patients
[NO] 1205/1811 | R&amp;D and Invesntment as key factors of Manufacturing Development in Uzbekistan
[NO] 1206/1811 | Leveraging Next-Generation Distributed Systems for Scalable E-Learning Ecosystems
[NO] 1207/1811 | Recognizing AI-Based Personalization and Real-Time Crowd Management Through Smart Tourism Applications
[NO] 1208/1811 | Hybrid Approaches to 3D Avatar Modeling in Virtual Learning Environments: An Analysis of Spline, Polygonal, and R-Function Methods
[NO] 1209/1811 | Trust Management for Digital Twins in Cloud-Based Environments
[NO] 1210/1811 | SPARK: Search Personalization via Agent-Driven Retrieval and Knowledge-sharing
[NO] 1211/1811 | Report on the Workshop on Benchmarking Causal Models (CausalBench) 2026
[NO] 1212/1811 | Author Index
[NO] 1213/1811 | Area Chairs
[NO] 1214/1811 | CoL
                    <sup>2</sup>
                    A: Convolution-free Local Linear Attention for SpatioTemporal Event Processing
[NO] 1215/1811 | SSMT-Net: A Semi-Supervised Multitask Transformer-Based Network for Thyroid Nodule Segmentation in Ultrasound Images
[NO] 1216/1811 | SCORE: Soft Label Compression-Centric Dataset Condensation via Coding Rate Optimization
[NO] 1217/1811 | ASTRAA: AI-Supported Scenario Test-Framework for Real-World ADAS Applications
[NO] 1218/1811 | Automatic Speech Recognition on Mao Language
[NO] 1219/1811 | A Lightweight Real-Time Multilingual Video Communication System using On-Device Speech Translation
[NO] 1220/1811 | An Efficient Approach for Intrusion Detection in Networks using VQC
[NO] 1221/1811 | Investigation of Graphene Oxide Coating Methods in Laser-induced Graphene-based Humidity Sensor
[NO] 1222/1811 | An Investigation into the Low Power Output of a High-Altitude Photovoltaic Power Station
[NO] 1223/1811 | LUNG-DIET: Lung Diseases Classification via Deep Learning Based DenseNet Using SegNet
[NO] 1224/1811 | Modeling Wallet-Level Behavioral Shifts Post-FTX Collapse: An XAI-Driven GLM Study on Ethereum Transactions
[NO] 1225/1811 | Predicting Taxi Ridership Fluctuations Using Machine Learning Techniques
[NO] 1226/1811 | An Enhanced GAN-Based Super-Resolution Framework for Artifact-Resistant Early Diagnosis of Melanoma
[NO] 1227/1811 | Soil Moisture Prediction for Indoor Potted Plants Using an ANN-Based Drying Model
[NO] 1228/1811 | Clustering Disaggregated Household Consumption Expenditure for Policy Targeting: Evidence from Malaysia's HES 2022
[NO] 1229/1811 | Elephant Poaching Prevention: An AI-Driven Approach to Advancing SDG 15 – Life on Land
[NO] 1230/1811 | Context-Preserving Dermoscopic Editing: Mask-Guided Lesion-Aware Diffusion for Attribute Modification
[NO] 1231/1811 | From Batch to Real-Time: Multi-Agent AI Framework for Autonomous Financial Reconciliation in Wealth Management
[NO] 1232/1811 | AI-Driven Adaptive Turbo Decoding Framework for Dynamic IoT Communication Environments
[NO] 1233/1811 | AI-Based Internship Recommendation Engine for the PM Internship Scheme
[NO] 1234/1811 | EcoSort AI: An Intelligent Waste Classification and Disposal Recommendation System
[NO] 1235/1811 | A Hybrid Explainable Deep Learning and Linguistic Feature Framework for Psychological Character Analysis
[NO] 1236/1811 | Decoding Cancer Tissues: A Comparative Deep Learning View of Breast Histopathology
[NO] 1237/1811 | Show Me: Unifying Instructional Image and Video Generation with Diffusion Models
[NO] 1238/1811 | Study of Sensitivity and Selectivity of a QCM-Based Biosensor Towards Indian Cinnamon Volatiles
[NO] 1239/1811 | An Attention-Based and YOLO Hybrid Vision Framework for Real-Time Road Obstacle Detection and Driver Distraction
[NO] 1240/1811 | FedSBS: A Privacy-Preserving Approach for Prediction in Smart Bus Systems Using Federated Learning
[NO] 1241/1811 | PathoSynth-XR: Biomedical Text-Conditioned Diffusion with Cross-Attention for Rare Cancer Histopathology
[NO] 1242/1811 | Deep Learning-Based Hybrid Segmentation and Decision-Support Model for Tomato Leaf Disease Classification and Treatment Guidance
[NO] 1243/1811 | Robogripfusion: a Hybrid Learning Framework for Grasp Prediction in Robotics Using Multisensory Input
[NO] 1244/1811 | Dual-Frequency Ultrasonic Method for Wide-Range, High-Precision Non-Contact Vibration Measurement
[NO] 1245/1811 | Enhanced QR-MCP Framework: A Quantum-Resistant Multipath Cryptographic Protocol with AI-Driven Anomaly Detection
[NO] 1246/1811 | Beyond Realism: Learning the Art of Expressive Composition with StickerNet
[NO] 1247/1811 | Evaluating Topology Preservation in Dimensionality Reduction Methods for Metagenomic Data: A Comparative Analysis
[NO] 1248/1811 | Analysis and Performance Evaluation of a Compact Hybrid CO
                    <sub>2</sub>
                    —VOC Gas Sensor
[NO] 1249/1811 | Flying Blind: In-Ground Effect Enabled Haptic Teleoperation of Uncrewed Aerial Vehicles
[NO] 1250/1811 | Wavelet-Machine Learning analysis for combined hybrid energy sources with SVC associated microgrid protection under IoT supervision
[NO] 1251/1811 | Enhancing SME Financial Accuracy through Prompt Engineering Services to Address Manual Recording Challenges (Phenomenological Study)
[NO] 1252/1811 | A Federated Learning Framework for Quality Inspection and Anomaly Detection in AI-Enabled Manufacturing Systems for Sustainable production
[NO] 1253/1811 | Hybrid NLP Framework for Detecting Anxiety and Depression on Social Platforms
[NO] 1254/1811 | Fuzzy Logic-Based Cognitive Model for Adaptive Cybersecurity Threat Prediction
[NO] 1255/1811 | Real-Time Tracking of Flexible Markers in Low-Contrast Fluoroscopy Using a Deep Neural Network Trained Solely on Synthetic Data
[NO] 1256/1811 | Analytical Technology Infrastructure and Decision Making Efficiency in the Retail Sector
[NO] 1257/1811 | NeuroSpeechNet: Hierarchical Attention-Enhanced EEG-to-Speech Synthesis via Deep Neural Mapping
[NO] 1258/1811 | FARMARK-AI Powered Seamless Recommendation System For Farm-to-Consumers Market
[YES] 1259/1811 | Leveraging Artificial Intelligence for Efficiency in Software Engineering and Banking
[NO] 1260/1811 | A Hybrid Deep Learning Framework for Skin Cancer Detection Using Convolutional Neural Networks and Machine Learning Algorithms
[NO] 1261/1811 | Knowledge Distillation for Cataract Classification Using a ViT Densenet Framework
[NO] 1262/1811 | A DeBERTa-Based Claim Verification Framework with Integrated Retrieval and NLI Reasoning
[NO] 1263/1811 | Remote Healthcare Monitoring for the Aging Population: A Systematic Review of Datasets, Techniques, and Challenges
[NO] 1264/1811 | Humanizing the Machine: A Study of Chatbot Continuance Intention in the Indonesian Banking Sector
