[2026-09-15 23:59:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-14
正在获取论文...
[arXiv] 2026-09-14 | On the number of solutions to $S$-unit equations
[NO] 1567/2000 | Dictionary-Based NLP and Information Retrieval Algorithm for Measuring AI Adoption and Green Innovation in Chinese Non-ST Firms
[NO] 1568/2000 | Evaluating Large Language Models on Cross-Platform E-commerce Intelligence Tasks: A Benchmark Study
[NO] 1569/2000 | Blockchain-Enhanced Secure Federated Learning for IoT Systems
[NO] 1570/2000 | Design and Implementation of Book Borrowing System Based on Flask+MySQL
[NO] 1571/2000 | Using Blockchain Technology to Enhance the Security and Authenticity of Academic Certificates
[NO] 1572/2000 | DCNet: A CBAM-Enhanced DenseNet-121 Framework for Cotton–Weed Discrimination
[NO] 1573/2000 | Application Concept of UAVs in Future Operations of Domestic Fixed-Wing Firefighting Aircraft
[NO] 1574/2000 | Framework for Investigating Buffered and Non-Buffered UAV-Assisted FSO Cooperative Relay Networks in City Monitoring Applications
[NO] 1575/2000 | K-Means Clustering of Major Transfer Decisions among Adjusted Students: A Cross-Grade Study
[NO] 1576/2000 | SPOT.ai: A Conceptual Vision-Driven Framework for Smart Parking Optimization in Muscat
[NO] 1577/2000 | Large-Scale Electric Vehicle Charging Load Forecasting Based on Dynamic Adaptive Graph Neural Network
[NO] 1578/2000 | A Causality-Based Bi-LSTM-STM Approach for Day-Ahead Photovoltaic Power Forecasting
[NO] 1579/2000 | Design and Application of an Intelligent On-line Monitoring and Dynamic Governance System for Pollution Sources in Manufacturing Enterprises
[NO] 1580/2000 | Thermal Radiation Characteristics and Cooled MWIR Detection of Water-Blocking Tape Ablation in High-Voltage XLPE Cables
[NO] 1581/2000 | Financial Time Series Forecasting: A Dynamic Multi-Variate Transformer Model Based on Big Data Analysis
[NO] 1582/2000 | Research on Kinematic Modeling and Gait Planning of a Hexapod Bionic Robot
[NO] 1583/2000 | A Lightweight Dynamic ROI Generation Algorithm for Pure CPU Edge Devices
[NO] 1584/2000 | From Faithful to Blurred: Quantifying News Information Degradation in Multi-LLM Chain-of-Retelling
[NO] 1585/2000 | Distributed Computer Vision Pipeline for Fashion Generative Design: cGAN-Based Prototyping and Structural Equation Modeling of Designer-AI Creative Fit
[NO] 1586/2000 | Code Comments for Quantum Software Development Kits: An Empirical Study on Qiskit
[NO] 1587/2000 | Transforming Enterprise Cloud Operations through Autonomous Service Automation and Platform Engineering Practices
[NO] 1588/2000 | Explainable Semantic Sensing for Traffic Safety Risk Detection: A Vision-Language Approach
[NO] 1589/2000 | A Hybrid Edge-AI Framework for Adaptive Smart Street Lighting with Electrical State Verification and 12-Hour Predictive Fault Forecasting
[NO] 1590/2000 | Screw Theory-Based Decomposition and Compensation Control for Large Hydraulic Manipulators with Multi-Closed-Chain Structures
[NO] 1591/2000 | Edge AI, Federated Learning, and IoT: Convergence and Survey
[NO] 1592/2000 | Bulbar-Dominant ALS: EEG-Based BCI Assistive Communication with ROS
[NO] 1593/2000 | Multi-Agent Healthcare Monitoring System
[NO] 1594/2000 | Multifunctional Integrated Phased Array: HPM Protection, Wide Band Stealth and Dual-Band Wide-Angle Beam Scanning
[NO] 1595/2000 | GPS-based Engine Tracking and Anti-Theft System for Two Wheelers
[NO] 1596/2000 | Global Context-Anchored Cyclic Detector with Angle-Aware Regression for Remote Sensing Object Detection
[NO] 1597/2000 | Dwell Angle Estimation for Torque Ripple Reduction in Solar Powered Battery Assisted SRM Drive
[NO] 1598/2000 | Leveraging Hybrid Intelligence for Early Detection and Severity Assessment of Mental Health Disorders in Women
[NO] 1599/2000 | Intelligent Network Performance Optimisation and Security Automation with VPN Integration
[NO] 1600/2000 | Dia Sense-An Intelligent System for Early Diabetes Risk Prediction
[NO] 1601/2000 | Gender Representation in Chatbot Design: Implications for User Experience
[NO] 1602/2000 | Using AI-Generated Videos to Simulate Different People Communicating the Same Healthcare Needs: An Exploratory Study of Care Prioritisation and Trust Across Health Professional and Public Groups
[NO] 1603/2000 | deMIT Open Research: A Cognitively Sustainable Infrastructure for Shared Knowledge
[NO] 1604/2000 | 2026 International Conference on Graphics and Signal Processing (ICGSP)
[NO] 1605/2000 | Resilient Leader-Following Flocking Under Malicious Agent Attacks: A Zero-Trust Approach
[NO] 1606/2000 | μslice: Toward Accurate Sub-Core Allocation with eBPF
[NO] 1607/2000 | PHASE: A Platform for Hardware and Software Evaluation of Memory Tiering
[NO] 1608/2000 | Design of an Intelligent Question-Answering Model for Family Traditions and Precepts Integrating Knowledge Graph and Large Language Model
[NO] 1609/2000 | Consumer Experience in Mid-to-High-End Hotels Based on Online Review Texts: A Case Study of the Atour Group
[NO] 1610/2000 | A Deep Learning-Based Framework for Minute-Level Exchange Rate Early Warning and Trend Forecasting
[NO] 1611/2000 | Automated Green Attribute Tagging and Carbon Label Generation for E-Commerce Products Using Transformer Encoder with Multi-Label Classification on Product Description and Life Cycle Assessment Data
[NO] 1612/2000 | FedFraud-SHAP: Big Data-Driven Federated Credit Card Fraud Detection with Machine Learning and SHAP-Based Interpretability
[NO] 1613/2000 | Intelligent Truck Driving Safety Assistance Management System
[NO] 1614/2000 | Causal Inference with Corpus Mining for Analyzing Factors Affecting English Translation Dissemination of Huxiang Culture
[NO] 1615/2000 | Research on Road Crack Detection Method Based on Attention Mechanism and Adaptive Loss Optimization
[NO] 1616/2000 | PRIOR-I/O: Real-time Performance Improvement through Dynamic Resource Allocation for Virtual I/O
[NO] 1617/2000 | A Random Forest Approach to Predicting Student Expectations for University Foundation Initiatives in Educational and Technological Integration
[NO] 1618/2000 | Intelligent Prediction Model for AI Digital Literacy of Intelligent Transportation Students Based on BP Neural Network and Autoencoder
[NO] 1619/2000 | Predicting Social Entrepreneurship Engagement: An AI-Driven Analysis of Community Discourse
[NO] 1620/2000 | A Large-Scale Bilingual and Expert-Evaluated Dataset for LLM-Based Smart Healthcare Management in Physical Medicine and Rehabilitation
[NO] 1621/2000 | Introducing Mobilenet-Siamese (MSFHNet) CNN Fusion with Pyramidal Attention and Ethical AI for Bias-Mitigated Breast Cancer Detection in Histopathology
[NO] 1622/2000 | Comprehensive Characterization of PET Fiber- Reinforced Concrete: Fresh, Microstructural, and Hardened Properties for Sustainable Construction
[NO] 1623/2000 | Deep Learning Based Pharmaceutical Identification Through the Optimization of Feature Manifolds in the Mobilenet-V2 Architecture
[NO] 1624/2000 | CloudEFMS: A Cloud-Native Electronic File Management System with Intelligent Retrieval, Hierarchical Security, and Scalable Archive Pipeline
[NO] 1625/2000 | Intelligent Evaluation and Diagnosis of Enterprise Innovation Performance Based on Multimodal Large Language Models
[NO] 1626/2000 | Rural Tourism Destination Brand Image Perception Based on Multimodal Deep Learning
[NO] 1627/2000 | A Method for Extracting Anomaly Relationships Between Audit Data Based on Semantic Reasoning
[NO] 1628/2000 | Calculating the Probability Distribution of Linear Combinations of Branch Active Power
[NO] 1629/2000 | Intelligent Trajectory Planning for Flight Vehicle with Satellite Cooperative Constraints
[NO] 1630/2000 | A Shot–Scene-Based Multimodal Annotation Framework for Analyzing Character Centralization in Animation
[NO] 1631/2000 | Lightweight Neural Modular Reasoning for Compositional Visual Question Answering
[NO] 1632/2000 | Polynomial Chaos Expansion for Nonlinear Receding-Horizon Nash Differential Game with Stochastic Uncertainty
[NO] 1633/2000 | MPC-based Torque Vectoring for a High-Performance Vehicle with Feasible Yaw Moment Bounds Computation
[NO] 1634/2000 | Research on Improving the Digitization Level of Health Management Instructor Teams Based on Computer Algorithms
[NO] 1635/2000 | Cross-language dissemination of The Communist Manifesto: An innovative architecture based on Transformer algorithms
[NO] 1636/2000 | Mining Key Influencing Factors of Teacher Trainee Achievement Based on Causal Inference and Interpretable Machine Learning
[NO] 1637/2000 | A Michelson Interference Experiment Teaching System Based on Computer Vision and Interactive Simulation: Implementation of Automatic Fringe Counting and Intelligent Q&amp;A Assistance
[NO] 1638/2000 | Research on AI-Empowered Management Teaching Innovation: Model Construction, Implementation Path, and Effectiveness Evaluation Based on PLS-SEM
[NO] 1639/2000 | Research on an Active Classroom Model for Undergraduate Students Based on Generative AI
[NO] 1640/2000 | Design and Empirical Analysis of an Intelligent Teaching Framework for Probability Theory and Mathematical Statistics Based on the DeepSeek Large Language Model
[NO] 1641/2000 | laOPT: A Native C++ Optimal Control Toolbox for High-Performance Implementations, and Application to Racing
[NO] 1642/2000 | Exploration and Navigation in a Partially Observable Cluttered Environment using Model Predictive Control and Heat Equation Driven Area Coverage
[NO] 1643/2000 | Optimal replenishment-inventory collaborative forecasting for flexible supply chain full-process early-warning of material reserves
[NO] 1644/2000 | Cross-Domain Cooperative Fusion Network for Few-Shot Remote Sensing Imagery Segmentation
[NO] 1645/2000 | Multiple-Temperature Annealing of Dark Current in TDI CMOS Image Sensors: Anomalous Phenomena and Predictive Modeling
[NO] 1646/2000 | ACW-MPPI: A Policy-Embedded Framework for Real-Time Mobile Robot Navigation
[NO] 1647/2000 | An Intelligent Road Damage Detection and Classification System Using FRCNN-FPN with Starfish Optimization and Sparse Autoencoder for Autonomous Vehicles
[NO] 1648/2000 | GelSLAM: A Real-time, High-Fidelity, and Robust 3D Tactile SLAM System
[NO] 1649/2000 | Real-Time Multimodal Assistive Communication Using Rule-Based Hand Gesture Recognition and Offline Speech-to-Text Conversion
[NO] 1650/2000 | An AI-Powered Integrated Platform for Job Interview Coaching System
[NO] 1651/2000 | Analysis and Design of the Holographic Antenna for Wide Band and Wide-Angle Scanning
[NO] 1652/2000 | Iterative Learning Robust Fuzzy Security Predictive Control for Nonlinear Batch Processes with Deception Attacks
[NO] 1653/2000 | Monolithic GaN-on-Sapphire Optofluidic Devices for Droplet Logic Operations
[NO] 1654/2000 | Frequency-Aware Bias Calibration Attention Network for Hyperspectral Image Classification
[NO] 1655/2000 | Scalable Security Logs Intelligence with Multi-Model Machine Learning
[NO] 1656/2000 | A DGTD-Based Field-Circuit Co-Simulation Framework for Analysis of Space-Time Encoded Metasurfaces
[NO] 1657/2000 | AI-Powered Smart Crop Advisory System for Small and Marginal Farmers
[NO] 1658/2000 | A Comparative Study on Enhancing Wheat Leaf Disease Detection and Classification Through Deep Learning Approaches
[NO] 1659/2000 | Articulation Work and Conventions: The Workers’ Experience
[NO] 1660/2000 | Table of Contents
[NO] 1661/2000 | Table of Contents
[NO] 1662/2000 | SIEM-Based Security Monitoring Framework in a Hybrid Cloud Enterprise Environment: A Case of the Oman Government
[NO] 1663/2000 | System Performance Study of Non-Azeotropic Mixed Working Fluid ORC for Power Station Boiler Waste Heat Recovery
[NO] 1664/2000 | Preparation of Surface-Modified Fumed Silica and its Effect on the Water Resistance of Silicone Rubber
[NO] 1665/2000 | On-Demand Intermittent Control Methodology for End-Zone Spaces
[NO] 1666/2000 | Construction Method of Multi-Modal Knowledge Graph for Safe Operation and Maintenance of Gas Reservoir-Based Underground Gas Storage
[NO] 1667/2000 | Heat Transfer Characteristics and Mitigation Strategies of Typical Thermal Bridge Nodes in Cold Storage Enclosures
[NO] 1668/2000 | Simulation Design of Photovoltaic-Storage Grid-Connection Based on Adaptive Control Strategy VSG
[NO] 1669/2000 | Health Condition Assessment Method for Mixed-Flow Turbine Bearings Based on Multi-Parameter Trend Correlation Feature Mining
[NO] 1670/2000 | State Recognition and Fault Diagnosis of Key Electrical Equipment of Ship Lock Based on Deep Learning
[NO] 1671/2000 | Safe-CTDE-MACE: QMIX-Based Cooperative Multi-UAV Coverage Exploration with Empirical Safety Filtering
[NO] 1672/2000 | Query-Aware Multi-Relational Evidence Graph for Retrieval-Augmented Generation
[NO] 1673/2000 | A Lightweight Spatial-Anchor-Aware Confidence Routing Method for Heterogeneous Scanned Documents
[NO] 1674/2000 | Development of Cascaded Disturbance Rejection Control Strategy for 6-DOF Stewart Platform
[NO] 1675/2000 | Transformer-Based ControlNet for Structure-Consistent Image-to-Image Stylization with IP-Adapter
[NO] 1676/2000 | Freshness-Aware Game-Theoretic DER Coordination for Voltage Regulation under Communication-Delayed Measurements
[NO] 1677/2000 | Distributed Learning-based MPC for Platooning Control of Heterogeneous Autonomous Surface Vehicles
[NO] 1678/2000 | Safe and Time-Minimal Control for Overhead Cranes based on MPC and Control Barrier Functions
[NO] 1679/2000 | Allocation of E-commerce Freight Flow on Railway Express under Multi-level Timeliness and Node Capacity Constraints
[NO] 1680/2000 | Random Forest Insights into AI-Driven Differentiation of GBA Specialized and Sophisticated SMEs
[NO] 1681/2000 | Evacuation Simulation Study of the Left-Front Cabin of a Blended Wing Body Aircraft Based on Exit Choice Decision-Making
[NO] 1682/2000 | Research on an Intelligent Evaluation Model for Regional Ecological Audit Indicators Driven by Big Data
[NO] 1683/2000 | Building a Behavior-Data-Space Iterative Pedagogical Loop: AI-Driven Curriculum Reform in Environmental Behavior Studies for Intelligent Building and Construction Education
